"","date","ACAD"
"93","2007-05-16",13.02
"94","2007-05-17",13.32
"95","2007-05-18",13.28
"96","2007-05-21",13.43
"97","2007-05-22",13.35
"98","2007-05-23",13.25
"99","2007-05-24",13
"100","2007-05-25",13.17
"101","2007-05-29",12.9
"102","2007-05-30",12.93
"103","2007-05-31",12.79
"104","2007-06-01",12.7
"105","2007-06-04",12.58
"106","2007-06-05",12.43
"107","2007-06-06",13.82
"108","2007-06-07",13.26
"109","2007-06-08",13.96
"110","2007-06-11",14.46
"111","2007-06-12",14.28
"112","2007-06-13",14.57
"113","2007-06-14",15.02
"114","2007-06-15",15.12
"115","2007-06-18",15.03
"116","2007-06-19",15.05
"117","2007-06-20",14.85
"118","2007-06-21",14.51
"119","2007-06-22",14.32
"120","2007-06-25",14.1
"121","2007-06-26",14.18
"122","2007-06-27",14.17
"123","2007-06-28",14
"124","2007-06-29",13.67
"125","2007-07-02",13.92
"126","2007-07-03",13.98
"127","2007-07-05",13.63
"128","2007-07-06",13.76
"129","2007-07-09",13.45
"130","2007-07-10",13.55
"131","2007-07-11",13.53
"132","2007-07-12",13.49
"133","2007-07-13",13.7
"134","2007-07-16",13.56
"135","2007-07-17",13.66
"136","2007-07-18",13.44
"137","2007-07-19",13.77
"138","2007-07-20",13.68
"139","2007-07-23",13.68
"140","2007-07-24",13.69
"141","2007-07-25",13.92
"142","2007-07-26",14.19
"143","2007-07-27",14
"144","2007-07-30",14.17
"145","2007-07-31",14.04
"146","2007-08-01",14.22
"147","2007-08-02",14.6
"148","2007-08-03",14.87
"149","2007-08-06",15.23
"150","2007-08-07",16.370001
"151","2007-08-08",16.790001
"152","2007-08-09",16.530001
"153","2007-08-10",16.4
"154","2007-08-13",15.84
"155","2007-08-14",15.8
"156","2007-08-15",15.16
"157","2007-08-16",15.21
"158","2007-08-17",15.05
"159","2007-08-20",15.07
"160","2007-08-21",15.08
"161","2007-08-22",14.8
"162","2007-08-23",14.8
"163","2007-08-24",14.8
"164","2007-08-27",14.5
"165","2007-08-28",14.04
"166","2007-08-29",14.17
"167","2007-08-30",14.21
"168","2007-08-31",14.39
"169","2007-09-04",15.27
"170","2007-09-05",15.08
"171","2007-09-06",15.51
"172","2007-09-07",15.08
"173","2007-09-10",15.04
"174","2007-09-11",15.42
"175","2007-09-12",15.88
"176","2007-09-13",15.76
"177","2007-09-14",15.38
"178","2007-09-17",14.9
"179","2007-09-18",15.34
"180","2007-09-19",15.68
"181","2007-09-20",15.82
"182","2007-09-21",15.73
"183","2007-09-24",15.7
"184","2007-09-25",15.54
"185","2007-09-26",15.27
"186","2007-09-27",15.35
"187","2007-09-28",15.05
"188","2007-10-01",15.56
"189","2007-10-02",14.96
"190","2007-10-03",15.2
"191","2007-10-04",14.93
"192","2007-10-05",15.29
"193","2007-10-08",15.08
"194","2007-10-09",15.95
"195","2007-10-10",15.74
"196","2007-10-11",15.84
"197","2007-10-12",15.95
"198","2007-10-15",15.25
"199","2007-10-16",14.83
"200","2007-10-17",15.24
"201","2007-10-18",15.1
"202","2007-10-19",14.95
"203","2007-10-22",15.36
"204","2007-10-23",15.14
"205","2007-10-24",15.38
"206","2007-10-25",15.14
"207","2007-10-26",15.54
"208","2007-10-29",15.26
"209","2007-10-30",15.17
"210","2007-10-31",15.38
"211","2007-11-01",15
"212","2007-11-02",15.23
"213","2007-11-05",15
"214","2007-11-06",13.32
"215","2007-11-07",12.95
"216","2007-11-08",11.77
"217","2007-11-09",11.27
"218","2007-11-12",11.64
"219","2007-11-13",11.25
"220","2007-11-14",10.99
"221","2007-11-15",11.21
"222","2007-11-16",11.28
"223","2007-11-19",10.96
"224","2007-11-20",10.52
"225","2007-11-21",10.26
"226","2007-11-23",10.27
"227","2007-11-26",9.99
"228","2007-11-27",10.03
"229","2007-11-28",10.6
"230","2007-11-29",11.22
"231","2007-11-30",11.34
"232","2007-12-03",11.5
"233","2007-12-04",11.52
"234","2007-12-05",11.77
"235","2007-12-06",12.6
"236","2007-12-07",12.35
"237","2007-12-10",12.24
"238","2007-12-11",11.2
"239","2007-12-12",12.22
"240","2007-12-13",11.99
"241","2007-12-14",12.03
"242","2007-12-17",11.28
"243","2007-12-18",11.49
"244","2007-12-19",11.78
"245","2007-12-20",12.09
"246","2007-12-21",12.45
"247","2007-12-24",12.37
"248","2007-12-26",12.27
"249","2007-12-27",11.41
"250","2007-12-28",11.04
"251","2007-12-31",11.07
"252","2008-01-02",10.85
"253","2008-01-03",10.67
"254","2008-01-04",10.45
"255","2008-01-07",11.03
"256","2008-01-08",11.54
"257","2008-01-09",11.61
"258","2008-01-10",11.65
"259","2008-01-11",12.16
"260","2008-01-14",12.08
"261","2008-01-15",11.96
"262","2008-01-16",12.34
"263","2008-01-17",11.83
"264","2008-01-18",11.75
"265","2008-01-22",11.51
"266","2008-01-23",11.52
"267","2008-01-24",10.97
"268","2008-01-25",10.9
"269","2008-01-28",10.9
"270","2008-01-29",10.98
"271","2008-01-30",10.69
"272","2008-01-31",11.86
"273","2008-02-01",12.8
"274","2008-02-04",13.38
"275","2008-02-05",11.75
"276","2008-02-06",11.3
"277","2008-02-07",11.12
"278","2008-02-08",10.84
"279","2008-02-11",10.63
"280","2008-02-12",11.02
"281","2008-02-13",10.86
"282","2008-02-14",10.5
"283","2008-02-15",10.52
"284","2008-02-19",10.59
"285","2008-02-20",10.52
"286","2008-02-21",10.24
"287","2008-02-22",10.37
"288","2008-02-25",10.42
"289","2008-02-26",10.53
"290","2008-02-27",10.46
"291","2008-02-28",10.33
"292","2008-02-29",9.92
"293","2008-03-03",9.81
"294","2008-03-04",9.33
"295","2008-03-05",9.3
"296","2008-03-06",8.74
"297","2008-03-07",8.32
"298","2008-03-10",8.16
"299","2008-03-11",8.03
"300","2008-03-12",8.4
"301","2008-03-13",8.32
"302","2008-03-14",8.17
"303","2008-03-17",7.93
"304","2008-03-18",8.05
"305","2008-03-19",8.27
"306","2008-03-20",9
"307","2008-03-24",9.23
"308","2008-03-25",9.42
"309","2008-03-26",9.48
"310","2008-03-27",9.81
"311","2008-03-28",9.07
"312","2008-03-31",9.06
"313","2008-04-01",9.12
"314","2008-04-02",8.99
"315","2008-04-03",8.69
"316","2008-04-04",9.1
"317","2008-04-07",9.17
"318","2008-04-08",8.95
"319","2008-04-09",8.54
"320","2008-04-10",8.91
"321","2008-04-11",8.37
"322","2008-04-14",8.15
"323","2008-04-15",7.9
"324","2008-04-16",8.25
"325","2008-04-17",8.04
"326","2008-04-18",8.22
"327","2008-04-21",8.08
"328","2008-04-22",8
"329","2008-04-23",7.78
"330","2008-04-24",8.05
"331","2008-04-25",8.01
"332","2008-04-28",8.02
"333","2008-04-29",7.99
"334","2008-04-30",8
"335","2008-05-01",8.06
"336","2008-05-02",8.01
"337","2008-05-05",8.06
"338","2008-05-06",8.39
"339","2008-05-07",8.03
"340","2008-05-08",8.12
"341","2008-05-09",8.06
"342","2008-05-12",8.25
"343","2008-05-13",8.18
"344","2008-05-14",8.07
"345","2008-05-15",8.18
"346","2008-05-16",8.28
"347","2008-05-19",8.25
"348","2008-05-20",8.25
"349","2008-05-21",8.03
"350","2008-05-22",8.2
"351","2008-05-23",8.21
"352","2008-05-27",8.52
"353","2008-05-28",8.5
"354","2008-05-29",8.68
"355","2008-05-30",8.8
"356","2008-06-02",8.44
"357","2008-06-03",8.33
"358","2008-06-04",8.36
"359","2008-06-05",8.53
"360","2008-06-06",8.34
"361","2008-06-09",8.42
"362","2008-06-10",8.18
"363","2008-06-11",8.24
"364","2008-06-12",8.36
"365","2008-06-13",8.49
"366","2008-06-16",4.83
"367","2008-06-17",4.46
"368","2008-06-18",4.09
"369","2008-06-19",3.83
"370","2008-06-20",4.08
"371","2008-06-23",3.89
"372","2008-06-24",3.95
"373","2008-06-25",4.02
"374","2008-06-26",3.91
"375","2008-06-27",3.82
"376","2008-06-30",3.69
"377","2008-07-01",3.46
"378","2008-07-02",3.31
"379","2008-07-03",3.43
"380","2008-07-07",3.26
"381","2008-07-08",3.51
"382","2008-07-09",3.39
"383","2008-07-10",3.4
"384","2008-07-11",3.28
"385","2008-07-14",3.2
"386","2008-07-15",3.37
"387","2008-07-16",3.42
"388","2008-07-17",3.72
"389","2008-07-18",3.49
"390","2008-07-21",3.43
"391","2008-07-22",3.64
"392","2008-07-23",3.53
"393","2008-07-24",3.35
"394","2008-07-25",3.51
"395","2008-07-28",3.31
"396","2008-07-29",3.26
"397","2008-07-30",3.13
"398","2008-07-31",2.98
"399","2008-08-01",2.98
"400","2008-08-04",2.81
"401","2008-08-05",2.68
"402","2008-08-06",2.99
"403","2008-08-07",2.57
"404","2008-08-08",2.97
"405","2008-08-11",3.18
"406","2008-08-12",3.11
"407","2008-08-13",3.08
"408","2008-08-14",3.21
"409","2008-08-15",3.1
"410","2008-08-18",2.97
"411","2008-08-19",2.91
"412","2008-08-20",2.73
"413","2008-08-21",2.69
"414","2008-08-22",2.62
"415","2008-08-25",2.38
"416","2008-08-26",2.43
"417","2008-08-27",2.51
"418","2008-08-28",2.61
"419","2008-08-29",2.55
"420","2008-09-02",2.36
"421","2008-09-03",2.69
"422","2008-09-04",2.4
"423","2008-09-05",2.82
"424","2008-09-08",2.73
"425","2008-09-09",2.53
"426","2008-09-10",2.64
"427","2008-09-11",2.7
"428","2008-09-12",2.61
"429","2008-09-15",2.6
"430","2008-09-16",2.96
"431","2008-09-17",2.55
"432","2008-09-18",2.96
"433","2008-09-19",3.15
"434","2008-09-22",2.66
"435","2008-09-23",2.63
"436","2008-09-24",2.86
"437","2008-09-25",2.93
"438","2008-09-26",2.79
"439","2008-09-29",2.68
"440","2008-09-30",2.68
"441","2008-10-01",2.69
"442","2008-10-02",2.5
"443","2008-10-03",2.1
"444","2008-10-06",1.77
"445","2008-10-07",1.52
"446","2008-10-08",1.44
"447","2008-10-09",1.25
"448","2008-10-10",1.51
"449","2008-10-13",2.43
"450","2008-10-14",2.24
"451","2008-10-15",1.86
"452","2008-10-16",1.97
"453","2008-10-17",1.87
"454","2008-10-20",2
"455","2008-10-21",1.79
"456","2008-10-22",1.64
"457","2008-10-23",1.5
"458","2008-10-24",1.48
"459","2008-10-27",1.41
"460","2008-10-28",1.65
"461","2008-10-29",1.76
"462","2008-10-30",1.88
"463","2008-10-31",1.9
"464","2008-11-03",1.89
"465","2008-11-04",1.97
"466","2008-11-05",1.82
"467","2008-11-06",1.82
"468","2008-11-07",1.84
"469","2008-11-10",1.82
"470","2008-11-11",1.72
"471","2008-11-12",1.45
"472","2008-11-13",1.7
"473","2008-11-14",1.43
"474","2008-11-17",1.4
"475","2008-11-18",1.19
"476","2008-11-19",0.99
"477","2008-11-20",0.83
"478","2008-11-21",0.86
"479","2008-11-24",1
"480","2008-11-25",1.15
"481","2008-11-26",1.3
"482","2008-11-28",1.28
"483","2008-12-01",1.03
"484","2008-12-02",1.32
"485","2008-12-03",1.33
"486","2008-12-04",1.45
"487","2008-12-05",1.51
"488","2008-12-08",1.62
"489","2008-12-09",1.39
"490","2008-12-10",1.36
"491","2008-12-11",1.2
"492","2008-12-12",1.29
"493","2008-12-15",1.14
"494","2008-12-16",1.15
"495","2008-12-17",1.02
"496","2008-12-18",0.97
"497","2008-12-19",0.85
"498","2008-12-22",0.85
"499","2008-12-23",0.85
"500","2008-12-24",0.85
"501","2008-12-26",0.84
"502","2008-12-29",0.84
"503","2008-12-30",0.86
"504","2008-12-31",0.9
"505","2009-01-02",1.11
"506","2009-01-05",1.2
"507","2009-01-06",1.21
"508","2009-01-07",1.16
"509","2009-01-08",1.2
"510","2009-01-09",1.12
"511","2009-01-12",1.17
"512","2009-01-13",1.14
"513","2009-01-14",1.12
"514","2009-01-15",1.19
"515","2009-01-16",1.19
"516","2009-01-20",1.05
"517","2009-01-21",1.1
"518","2009-01-22",1.06
"519","2009-01-23",1.08
"520","2009-01-26",1.23
"521","2009-01-27",1.2
"522","2009-01-28",1.14
"523","2009-01-29",1.02
"524","2009-01-30",1.01
"525","2009-02-02",1.01
"526","2009-02-03",1
"527","2009-02-04",0.99
"528","2009-02-05",1
"529","2009-02-06",1
"530","2009-02-09",0.97
"531","2009-02-10",0.95
"532","2009-02-11",0.96
"533","2009-02-12",0.98
"534","2009-02-13",0.98
"535","2009-02-17",0.94
"536","2009-02-18",0.87
"537","2009-02-19",0.83
"538","2009-02-20",0.83
"539","2009-02-23",0.81
"540","2009-02-24",0.9
"541","2009-02-25",0.81
"542","2009-02-26",0.81
"543","2009-02-27",0.83
"544","2009-03-02",0.77
"545","2009-03-03",0.82
"546","2009-03-04",0.86
"547","2009-03-05",0.79
"548","2009-03-06",0.8
"549","2009-03-09",0.81
"550","2009-03-10",0.98
"551","2009-03-11",0.91
"552","2009-03-12",1
"553","2009-03-13",0.99
"554","2009-03-16",0.98
"555","2009-03-17",0.98
"556","2009-03-18",0.99
"557","2009-03-19",1
"558","2009-03-20",0.93
"559","2009-03-23",1.05
"560","2009-03-24",0.95
"561","2009-03-25",1.04
"562","2009-03-26",1.15
"563","2009-03-27",1.06
"564","2009-03-30",1.05
"565","2009-03-31",0.95
"566","2009-04-01",1.08
"567","2009-04-02",1.06
"568","2009-04-03",1.04
"569","2009-04-06",1.02
"570","2009-04-07",1.03
"571","2009-04-08",1.13
"572","2009-04-09",1.1
"573","2009-04-13",1.07
"574","2009-04-14",0.98
"575","2009-04-15",1.09
"576","2009-04-16",1.05
"577","2009-04-17",1.09
"578","2009-04-20",1
"579","2009-04-21",1.06
"580","2009-04-22",1.01
"581","2009-04-23",0.93
"582","2009-04-24",0.95
"583","2009-04-27",0.92
"584","2009-04-28",0.94
"585","2009-04-29",1.01
"586","2009-04-30",0.99
"587","2009-05-01",1
"588","2009-05-04",2.34
"589","2009-05-05",2.3
"590","2009-05-06",1.91
"591","2009-05-07",1.74
"592","2009-05-08",1.81
"593","2009-05-11",1.93
"594","2009-05-12",1.7
"595","2009-05-13",1.76
"596","2009-05-14",1.74
"597","2009-05-15",1.61
"598","2009-05-18",1.69
"599","2009-05-19",1.77
"600","2009-05-20",1.87
"601","2009-05-21",1.85
"602","2009-05-22",1.86
"603","2009-05-26",2
"604","2009-05-27",1.89
"605","2009-05-28",1.86
"606","2009-05-29",1.96
"607","2009-06-01",1.97
"608","2009-06-02",1.96
"609","2009-06-03",1.97
"610","2009-06-04",2.37
"611","2009-06-05",2.47
"612","2009-06-08",2.34
"613","2009-06-09",2.28
"614","2009-06-10",2.28
"615","2009-06-11",2.17
"616","2009-06-12",2.16
"617","2009-06-15",2.23
"618","2009-06-16",2.2
"619","2009-06-17",2.19
"620","2009-06-18",2.2
"621","2009-06-19",2.23
"622","2009-06-22",1.97
"623","2009-06-23",1.94
"624","2009-06-24",1.93
"625","2009-06-25",2.19
"626","2009-06-26",2.08
"627","2009-06-29",2.01
"628","2009-06-30",2.19
"629","2009-07-01",2.14
"630","2009-07-02",2.01
"631","2009-07-06",1.92
"632","2009-07-07",2
"633","2009-07-08",1.93
"634","2009-07-09",1.98
"635","2009-07-10",2.01
"636","2009-07-13",2.06
"637","2009-07-14",2.06
"638","2009-07-15",2.1
"639","2009-07-16",2.21
"640","2009-07-17",2.29
"641","2009-07-20",2.34
"642","2009-07-21",2.44
"643","2009-07-22",2.42
"644","2009-07-23",2.6
"645","2009-07-24",3.41
"646","2009-07-27",4.4
"647","2009-07-28",4.38
"648","2009-07-29",4.39
"649","2009-07-30",4.5
"650","2009-07-31",4.07
"651","2009-08-03",4.67
"652","2009-08-04",4.9
"653","2009-08-05",4.74
"654","2009-08-06",4.37
"655","2009-08-07",4.62
"656","2009-08-10",5.36
"657","2009-08-11",5.38
"658","2009-08-12",5.29
"659","2009-08-13",6.11
"660","2009-08-14",6.22
"661","2009-08-17",5.73
"662","2009-08-18",5.75
"663","2009-08-19",5.8
"664","2009-08-20",5.73
"665","2009-08-21",5.64
"666","2009-08-24",6.23
"667","2009-08-25",6.04
"668","2009-08-26",6.15
"669","2009-08-27",6.05
"670","2009-08-28",5.98
"671","2009-08-31",5.84
"672","2009-09-01",2
"673","2009-09-02",2.15
"674","2009-09-03",2.03
"675","2009-09-04",2.03
"676","2009-09-08",1.97
"677","2009-09-09",1.94
"678","2009-09-10",1.95
"679","2009-09-11",1.93
"680","2009-09-14",1.89
"681","2009-09-15",1.86
"682","2009-09-16",1.94
"683","2009-09-17",1.92
"684","2009-09-18",1.94
"685","2009-09-21",1.9
"686","2009-09-22",1.91
"687","2009-09-23",1.85
"688","2009-09-24",1.81
"689","2009-09-25",1.75
"690","2009-09-28",1.8
"691","2009-09-29",1.73
"692","2009-09-30",1.71
"693","2009-10-01",1.58
"694","2009-10-02",1.65
"695","2009-10-05",1.65
"696","2009-10-06",1.9
"697","2009-10-07",1.82
"698","2009-10-08",1.79
"699","2009-10-09",1.77
"700","2009-10-12",1.72
"701","2009-10-13",1.8
"702","2009-10-14",1.89
"703","2009-10-15",1.82
"704","2009-10-16",1.78
"705","2009-10-19",1.74
"706","2009-10-20",1.65
"707","2009-10-21",1.66
"708","2009-10-22",1.62
"709","2009-10-23",1.6
"710","2009-10-26",1.5
"711","2009-10-27",1.48
"712","2009-10-28",1.32
"713","2009-10-29",1.36
"714","2009-10-30",1.3
"715","2009-11-02",1.31
"716","2009-11-03",1.31
"717","2009-11-04",1.28
"718","2009-11-05",1.4
"719","2009-11-06",1.33
"720","2009-11-09",1.39
"721","2009-11-10",1.58
"722","2009-11-11",1.51
"723","2009-11-12",1.39
"724","2009-11-13",1.45
"725","2009-11-16",1.45
"726","2009-11-17",1.4
"727","2009-11-18",1.36
"728","2009-11-19",1.42
"729","2009-11-20",1.33
"730","2009-11-23",1.34
"731","2009-11-24",1.32
"732","2009-11-25",1.35
"733","2009-11-27",1.29
"734","2009-11-30",1.23
"735","2009-12-01",1.23
"736","2009-12-02",1.21
"737","2009-12-03",1.18
"738","2009-12-04",1.21
"739","2009-12-07",1.21
"740","2009-12-08",1.19
"741","2009-12-09",1.19
"742","2009-12-10",1.18
"743","2009-12-11",1.18
"744","2009-12-14",1.18
"745","2009-12-15",1.34
"746","2009-12-16",1.4
"747","2009-12-17",1.3
"748","2009-12-18",1.34
"749","2009-12-21",1.37
"750","2009-12-22",1.38
"751","2009-12-23",1.35
"752","2009-12-24",1.35
"753","2009-12-28",1.33
"754","2009-12-29",1.35
"755","2009-12-30",1.29
"756","2009-12-31",1.32
"757","2010-01-04",1.36
"758","2010-01-05",1.34
"759","2010-01-06",1.33
"760","2010-01-07",1.37
"761","2010-01-08",1.44
"762","2010-01-11",1.47
"763","2010-01-12",1.41
"764","2010-01-13",1.4
"765","2010-01-14",1.55
"766","2010-01-15",1.45
"767","2010-01-19",1.39
"768","2010-01-20",1.37
"769","2010-01-21",1.38
"770","2010-01-22",1.34
"771","2010-01-25",1.3
"772","2010-01-26",1.25
"773","2010-01-27",1.27
"774","2010-01-28",1.3
"775","2010-01-29",1.25
"776","2010-02-01",1.35
"777","2010-02-02",1.4
"778","2010-02-03",1.46
"779","2010-02-04",1.36
"780","2010-02-05",1.38
"781","2010-02-08",1.27
"782","2010-02-09",1.3
"783","2010-02-10",1.28
"784","2010-02-11",1.28
"785","2010-02-12",1.39
"786","2010-02-16",1.34
"787","2010-02-17",1.33
"788","2010-02-18",1.34
"789","2010-02-19",1.32
"790","2010-02-22",1.31
"791","2010-02-23",1.31
"792","2010-02-24",1.27
"793","2010-02-25",1.27
"794","2010-02-26",1.31
"795","2010-03-01",1.33
"796","2010-03-02",1.33
"797","2010-03-03",1.39
"798","2010-03-04",1.35
"799","2010-03-05",1.34
"800","2010-03-08",1.36
"801","2010-03-09",1.41
"802","2010-03-10",1.37
"803","2010-03-11",1.41
"804","2010-03-12",1.55
"805","2010-03-15",1.69
"806","2010-03-16",1.64
"807","2010-03-17",1.57
"808","2010-03-18",1.61
"809","2010-03-19",1.63
"810","2010-03-22",1.57
"811","2010-03-23",1.58
"812","2010-03-24",1.6
"813","2010-03-25",1.64
"814","2010-03-26",1.55
"815","2010-03-29",1.58
"816","2010-03-30",1.54
"817","2010-03-31",1.51
"818","2010-04-01",1.51
"819","2010-04-05",1.55
"820","2010-04-06",1.59
"821","2010-04-07",1.54
"822","2010-04-08",1.54
"823","2010-04-09",1.53
"824","2010-04-12",1.53
"825","2010-04-13",1.76
"826","2010-04-14",1.77
"827","2010-04-15",1.77
"828","2010-04-16",1.7
"829","2010-04-19",1.67
"830","2010-04-20",1.72
"831","2010-04-21",1.69
"832","2010-04-22",1.76
"833","2010-04-23",1.7
"834","2010-04-26",1.65
"835","2010-04-27",1.62
"836","2010-04-28",1.59
"837","2010-04-29",1.59
"838","2010-04-30",1.66
"839","2010-05-03",1.67
"840","2010-05-04",1.57
"841","2010-05-05",1.58
"842","2010-05-06",1.48
"843","2010-05-07",1.39
"844","2010-05-10",1.57
"845","2010-05-11",1.55
"846","2010-05-12",1.48
"847","2010-05-13",1.45
"848","2010-05-14",1.45
"849","2010-05-17",1.48
"850","2010-05-18",1.42
"851","2010-05-19",1.38
"852","2010-05-20",1.3
"853","2010-05-21",1.31
"854","2010-05-24",1.37
"855","2010-05-25",1.3
"856","2010-05-26",1.27
"857","2010-05-27",1.29
"858","2010-05-28",1.34
"859","2010-06-01",1.33
"860","2010-06-02",1.35
"861","2010-06-03",1.33
"862","2010-06-04",1.29
"863","2010-06-07",1.28
"864","2010-06-08",1.21
"865","2010-06-09",1.18
"866","2010-06-10",1.27
"867","2010-06-11",1.3
"868","2010-06-14",1.27
"869","2010-06-15",1.3
"870","2010-06-16",1.33
"871","2010-06-17",1.31
"872","2010-06-18",1.27
"873","2010-06-21",1.23
"874","2010-06-22",1.22
"875","2010-06-23",1.23
"876","2010-06-24",1.22
"877","2010-06-25",1.22
"878","2010-06-28",1.21
"879","2010-06-29",1.13
"880","2010-06-30",1.09
"881","2010-07-01",1.02
"882","2010-07-02",1.14
"883","2010-07-06",1.05
"884","2010-07-07",1.06
"885","2010-07-08",1.04
"886","2010-07-09",1.05
"887","2010-07-12",1.06
"888","2010-07-13",1.09
"889","2010-07-14",1.07
"890","2010-07-15",1.09
"891","2010-07-16",1.05
"892","2010-07-19",1.04
"893","2010-07-20",1.05
"894","2010-07-21",1.08
"895","2010-07-22",1.06
"896","2010-07-23",1.06
"897","2010-07-26",1.1
"898","2010-07-27",1.1
"899","2010-07-28",1.08
"900","2010-07-29",1.3
"901","2010-07-30",1.22
"902","2010-08-02",1.21
"903","2010-08-03",1.18
"904","2010-08-04",1.19
"905","2010-08-05",1.15
"906","2010-08-06",1.2
"907","2010-08-09",1.16
"908","2010-08-10",1.11
"909","2010-08-11",1.1
"910","2010-08-12",1.05
"911","2010-08-13",1.07
"912","2010-08-16",1.02
"913","2010-08-17",1.01
"914","2010-08-18",1.04
"915","2010-08-19",1.07
"916","2010-08-20",1.05
"917","2010-08-23",1.03
"918","2010-08-24",1.06
"919","2010-08-25",1.04
"920","2010-08-26",1.01
"921","2010-08-27",1.03
"922","2010-08-30",1.01
"923","2010-08-31",1.01
"924","2010-09-01",1.02
"925","2010-09-02",1.04
"926","2010-09-03",1.03
"927","2010-09-07",1.01
"928","2010-09-08",1.02
"929","2010-09-09",1.04
"930","2010-09-10",1.02
"931","2010-09-13",1.07
"932","2010-09-14",1.1
"933","2010-09-15",1.06
"934","2010-09-16",1.05
"935","2010-09-17",1.03
"936","2010-09-20",1.07
"937","2010-09-21",1.02
"938","2010-09-22",1
"939","2010-09-23",0.97
"940","2010-09-24",0.98
"941","2010-09-27",0.96
"942","2010-09-28",0.94
"943","2010-09-29",0.95
"944","2010-09-30",0.91
"945","2010-10-01",0.92
"946","2010-10-04",0.91
"947","2010-10-05",0.91
"948","2010-10-06",0.9
"949","2010-10-07",0.88
"950","2010-10-08",0.9
"951","2010-10-11",0.9
"952","2010-10-12",0.9
"953","2010-10-13",0.9
"954","2010-10-14",0.89
"955","2010-10-15",0.88
"956","2010-10-18",0.89
"957","2010-10-19",0.88
"958","2010-10-20",0.88
"959","2010-10-21",0.9
"960","2010-10-22",0.87
"961","2010-10-25",0.87
"962","2010-10-26",0.9
"963","2010-10-27",0.88
"964","2010-10-28",0.76
"965","2010-10-29",0.76
"966","2010-11-01",0.79
"967","2010-11-02",0.72
"968","2010-11-03",0.74
"969","2010-11-04",0.76
"970","2010-11-05",0.74
"971","2010-11-08",0.72
"972","2010-11-09",0.74
"973","2010-11-10",0.73
"974","2010-11-11",0.7
"975","2010-11-12",0.66
"976","2010-11-15",0.68
"977","2010-11-16",0.72
"978","2010-11-17",0.7
"979","2010-11-18",0.69
"980","2010-11-19",0.7
"981","2010-11-22",0.68
"982","2010-11-23",0.7
"983","2010-11-24",0.69
"984","2010-11-26",0.7
"985","2010-11-29",0.68
"986","2010-11-30",0.67
"987","2010-12-01",0.68
"988","2010-12-02",0.7
"989","2010-12-03",0.74
"990","2010-12-06",0.73
"991","2010-12-07",0.73
"992","2010-12-08",0.73
"993","2010-12-09",0.71
"994","2010-12-10",0.7
"995","2010-12-13",0.7
"996","2010-12-14",0.7
"997","2010-12-15",0.69
"998","2010-12-16",0.71
"999","2010-12-17",0.77
"1000","2010-12-20",0.83
"1001","2010-12-21",0.92
