"","date","MIXT"
"1","2013-08-09",18.120001
"2","2013-08-12",17.200001
"3","2013-08-13",16.209999
"4","2013-08-14",15.24
"5","2013-08-15",15.04
"6","2013-08-16",14.8
"7","2013-08-19",14.35
"8","2013-08-20",14.43
"9","2013-08-21",14.43
"10","2013-08-22",14.91
"11","2013-08-23",15.4
"12","2013-08-26",15.95
"13","2013-08-27",15.78
"14","2013-08-28",15.56
"15","2013-08-29",15.48
"16","2013-08-30",15.49
"17","2013-09-03",15.38
"18","2013-09-04",15.24
"19","2013-09-05",15.27
"20","2013-09-06",15.44
"21","2013-09-09",15.53
"22","2013-09-10",14.74
"23","2013-09-11",15.38
"24","2013-09-12",15.51
"25","2013-09-13",15.66
"26","2013-09-16",15.99
"27","2013-09-17",15.92
"28","2013-09-18",15.83
"29","2013-09-19",15.67
"30","2013-09-20",15.01
"31","2013-09-23",14.97
"32","2013-09-24",15.09
"33","2013-09-25",15.05
"34","2013-09-26",14.95
"35","2013-09-27",14.86
"36","2013-09-30",14.8
"37","2013-10-01",14.26
"38","2013-10-02",14.08
"39","2013-10-03",13.38
"40","2013-10-04",13.15
"41","2013-10-07",13.01
"42","2013-10-08",12.81
"43","2013-10-09",12.95
"44","2013-10-10",13.4
"45","2013-10-11",14.15
"46","2013-10-14",14.15
"47","2013-10-15",13.92
"48","2013-10-16",14.22
"49","2013-10-17",14.47
"50","2013-10-18",14.44
"51","2013-10-21",14.21
"52","2013-10-22",14.25
"53","2013-10-23",14.18
"54","2013-10-24",13.9
"55","2013-10-25",13.95
"56","2013-10-28",13.96
"57","2013-10-29",14.14
"58","2013-10-30",13.78
"59","2013-10-31",13.04
"60","2013-11-01",13.06
"61","2013-11-04",12.99
"62","2013-11-05",13.06
"63","2013-11-06",12.5
"64","2013-11-07",13.05
"65","2013-11-08",13.31
"66","2013-11-11",13.03
"67","2013-11-12",12.82
"68","2013-11-13",13.21
"69","2013-11-14",13.52
"70","2013-11-15",13.46
"71","2013-11-18",13.03
"72","2013-11-19",13
"73","2013-11-20",12.86
"74","2013-11-21",12.94
"75","2013-11-22",12.89
"76","2013-11-25",12.86
"77","2013-11-26",12.93
"78","2013-11-27",12.99
"79","2013-11-29",12.93
"80","2013-12-02",13.13
"81","2013-12-03",12.85
"82","2013-12-04",12.75
"83","2013-12-05",12.54
"84","2013-12-06",12.9
"85","2013-12-09",12.78
"86","2013-12-10",12.76
"87","2013-12-11",12.41
"88","2013-12-12",12.14
"89","2013-12-13",12.27
"90","2013-12-16",11.67
"91","2013-12-17",11.86
"92","2013-12-18",12.07
"93","2013-12-19",11.71
"94","2013-12-20",11.68
"95","2013-12-23",11.75
"96","2013-12-24",11.9
"97","2013-12-26",11.94
"98","2013-12-27",12.17
"99","2013-12-30",12.25
"100","2013-12-31",12.41
"101","2014-01-02",12.82
"102","2014-01-03",13.5
"103","2014-01-06",13.26
"104","2014-01-07",13.28
"105","2014-01-08",12.78
"106","2014-01-09",12.93
"107","2014-01-10",12.9
"108","2014-01-13",12.72
"109","2014-01-14",12.77
"110","2014-01-15",12.86
"111","2014-01-16",13.05
"112","2014-01-17",12.99
"113","2014-01-21",12.9
"114","2014-01-22",12.94
"115","2014-01-23",12.88
"116","2014-01-24",13.05
"117","2014-01-27",12.76
"118","2014-01-28",12.72
"119","2014-01-29",12.59
"120","2014-01-30",12.24
"121","2014-01-31",11.91
"122","2014-02-03",11.16
"123","2014-02-04",10.59
"124","2014-02-05",10.5
"125","2014-02-06",10.29
"126","2014-02-07",11.48
"127","2014-02-10",11.98
"128","2014-02-11",11.98
"129","2014-02-12",11.85
"130","2014-02-13",12.46
"131","2014-02-14",12.49
"132","2014-02-18",13
"133","2014-02-19",13.08
"134","2014-02-20",12.67
"135","2014-02-21",12.9
"136","2014-02-24",12.99
"137","2014-02-25",12.35
"138","2014-02-26",11.8
"139","2014-02-27",11.74
"140","2014-02-28",12.2
"141","2014-03-03",11.88
"142","2014-03-04",11.69
"143","2014-03-05",12.01
"144","2014-03-06",11.71
"145","2014-03-07",12.04
"146","2014-03-10",11.79
"147","2014-03-11",11.96
"148","2014-03-12",12.11
"149","2014-03-13",11.93
"150","2014-03-14",12.08
"151","2014-03-17",11.98
"152","2014-03-18",11.77
"153","2014-03-19",11.81
"154","2014-03-20",12.36
"155","2014-03-21",12.44
"156","2014-03-24",12.04
"157","2014-03-25",12.39
"158","2014-03-26",11.72
"159","2014-03-27",11.28
"160","2014-03-28",10.73
"161","2014-03-31",10.78
"162","2014-04-01",10.78
"163","2014-04-02",10.86
"164","2014-04-03",10.81
"165","2014-04-04",10.81
"166","2014-04-07",10.49
"167","2014-04-08",10.27
"168","2014-04-09",10.38
"169","2014-04-10",10.25
"170","2014-04-11",10.66
"171","2014-04-14",10.89
"172","2014-04-15",11.08
"173","2014-04-16",11.01
"174","2014-04-17",11.32
"175","2014-04-21",11.34
"176","2014-04-22",11.19
"177","2014-04-23",11.7
"178","2014-04-24",11.15
"179","2014-04-25",10.95
"180","2014-04-28",11.06
"181","2014-04-29",10.89
"182","2014-04-30",10.5
"183","2014-05-01",10.63
"184","2014-05-02",10.7
"185","2014-05-05",10.68
"186","2014-05-06",10.6
"187","2014-05-07",10.57
"188","2014-05-08",10.52
"189","2014-05-09",10.21
"190","2014-05-12",10.6
"191","2014-05-13",10.51
"192","2014-05-14",10.56
"193","2014-05-15",10.4
"194","2014-05-16",10.2
"195","2014-05-19",10.15
"196","2014-05-20",10
"197","2014-05-21",10
"198","2014-05-22",9.98
"199","2014-05-23",9.99
"200","2014-05-27",9.83
"201","2014-05-28",10
"202","2014-05-29",10.25
"203","2014-05-30",10.03
"204","2014-06-02",10.09
"205","2014-06-03",10.12
"206","2014-06-04",9.82
"207","2014-06-05",9.9
"208","2014-06-06",9.6
"209","2014-06-09",9.43
"210","2014-06-10",9.3
"211","2014-06-11",9.2
"212","2014-06-12",9.38
"213","2014-06-13",9.23
"214","2014-06-16",9.66
"215","2014-06-17",9.52
"216","2014-06-18",9.63
"217","2014-06-19",9.97
"218","2014-06-20",10.09
"219","2014-06-23",10.04
"220","2014-06-24",10
"221","2014-06-25",9.71
"222","2014-06-26",9.93
"223","2014-06-27",10.1
"224","2014-06-30",10.05
"225","2014-07-01",9.96
"226","2014-07-02",9.95
"227","2014-07-03",10.25
"228","2014-07-07",10.03
"229","2014-07-08",10.19
"230","2014-07-09",10.19
"231","2014-07-10",9.78
"232","2014-07-11",9.98
"233","2014-07-14",10.13
"234","2014-07-15",9.83
"235","2014-07-16",10.12
"236","2014-07-17",10.1
"237","2014-07-18",10.3
"238","2014-07-21",10.08
"239","2014-07-22",10.5
"240","2014-07-23",10.43
"241","2014-07-24",10.29
"242","2014-07-25",10.25
"243","2014-07-28",10.13
"244","2014-07-29",10.14
"245","2014-07-30",10.04
"246","2014-07-31",10.04
"247","2014-08-01",10.08
"248","2014-08-04",10.02
"249","2014-08-05",9.86
"250","2014-08-06",10.07
"251","2014-08-07",9.45
"252","2014-08-08",9.47
"253","2014-08-11",9.43
"254","2014-08-12",9.29
"255","2014-08-13",9.53
"256","2014-08-14",9.39
"257","2014-08-15",9.11
"258","2014-08-18",9.19
"259","2014-08-19",9.29
"260","2014-08-20",9.36
"261","2014-08-21",9.16
"262","2014-08-22",9.28
"263","2014-08-25",9.21
"264","2014-08-26",9.21
"265","2014-08-27",9.3
"266","2014-08-28",9.2
"267","2014-08-29",9.02
"268","2014-09-02",9.06
"269","2014-09-03",9.15
"270","2014-09-04",9
"271","2014-09-05",9.41
"272","2014-09-08",9.55
"273","2014-09-09",9.13
"274","2014-09-10",9.4
"275","2014-09-11",9.59
"276","2014-09-12",9.87
"277","2014-09-15",9.71
"278","2014-09-16",9.33
"279","2014-09-17",9.72
"280","2014-09-18",10
"281","2014-09-19",9.55
"282","2014-09-22",9.7
"283","2014-09-23",9.66
"284","2014-09-24",9.81
"285","2014-09-25",9.81
"286","2014-09-26",9.94
"287","2014-09-29",9.64
"288","2014-09-30",9.34
"289","2014-10-01",9.29
"290","2014-10-02",9.23
"291","2014-10-03",8.93
"292","2014-10-06",9.22
"293","2014-10-07",9.29
"294","2014-10-08",9.66
"295","2014-10-09",8.9
"296","2014-10-10",8.77
"297","2014-10-13",9.04
"298","2014-10-14",8.8
"299","2014-10-15",8.63
"300","2014-10-16",8.85
"301","2014-10-17",8.81
"302","2014-10-20",8.83
"303","2014-10-21",8.7
"304","2014-10-22",8.29
"305","2014-10-23",8.61
"306","2014-10-24",8.8
"307","2014-10-27",8.96
"308","2014-10-28",8.65
"309","2014-10-29",8.89
"310","2014-10-30",8.73
"311","2014-10-31",8.91
"312","2014-11-03",8.87
"313","2014-11-04",8.75
"314","2014-11-05",8.6
"315","2014-11-06",8.44
"316","2014-11-07",8.25
"317","2014-11-10",7.82
"318","2014-11-11",7.7
"319","2014-11-12",7.85
"320","2014-11-13",7.82
"321","2014-11-14",7.88
"322","2014-11-17",7.91
"323","2014-11-18",8.19
"324","2014-11-19",8.03
"325","2014-11-20",8.04
"326","2014-11-21",7.93
"327","2014-11-24",8.04
"328","2014-11-25",8.15
"329","2014-11-26",8.29
"330","2014-11-28",8.63
"331","2014-12-01",8.27
"332","2014-12-02",7.61
"333","2014-12-03",7.5
"334","2014-12-04",7.45
"335","2014-12-05",7.3
"336","2014-12-08",7.06
"337","2014-12-09",6.85
"338","2014-12-10",6.69
"339","2014-12-11",6.64
"340","2014-12-12",6.4
"341","2014-12-15",6.19
"342","2014-12-16",6.36
"343","2014-12-17",6.44
"344","2014-12-18",6.6
"345","2014-12-19",6.4
"346","2014-12-22",6.32
"347","2014-12-23",6.32
"348","2014-12-24",6.29
"349","2014-12-26",6.35
"350","2014-12-29",6
"351","2014-12-30",6.29
"352","2014-12-31",6.5
"353","2015-01-02",6.38
"354","2015-01-05",6.47
"355","2015-01-06",6.33
"356","2015-01-07",6.31
"357","2015-01-08",6.41
"358","2015-01-09",6.33
"359","2015-01-12",6.38
"360","2015-01-13",6.38
"361","2015-01-14",6.28
"362","2015-01-15",5.81
"363","2015-01-16",5.81
"364","2015-01-20",5.9
"365","2015-01-21",5.87
"366","2015-01-22",5.78
"367","2015-01-23",5.78
"368","2015-01-26",5.86
"369","2015-01-27",5.79
"370","2015-01-28",5.71
"371","2015-01-29",5.88
"372","2015-01-30",5.87
"373","2015-02-02",5.93
"374","2015-02-03",5.94
"375","2015-02-04",5.8
"376","2015-02-05",5.74
"377","2015-02-06",5.59
"378","2015-02-09",5.72
"379","2015-02-10",5.62
"380","2015-02-11",5.7
"381","2015-02-12",5.61
"382","2015-02-13",5.69
"383","2015-02-17",5.8
"384","2015-02-18",6.08
"385","2015-02-19",5.98
"386","2015-02-20",5.85
"387","2015-02-23",5.96
"388","2015-02-24",5.92
"389","2015-02-25",5.84
"390","2015-02-26",5.56
"391","2015-02-27",5.65
"392","2015-03-02",5.64
"393","2015-03-03",5.49
"394","2015-03-04",6.64
"395","2015-03-05",7.29
"396","2015-03-06",7.5
"397","2015-03-09",7.36
"398","2015-03-10",7.23
"399","2015-03-11",7.12
"400","2015-03-12",6.95
"401","2015-03-13",6.82
"402","2015-03-16",6.83
"403","2015-03-17",7.08
"404","2015-03-18",7.09
"405","2015-03-19",7.01
"406","2015-03-20",7.05
"407","2015-03-23",7.12
"408","2015-03-24",7.1
"409","2015-03-25",6.92
"410","2015-03-26",6.84
"411","2015-03-27",6.82
"412","2015-03-30",6.72
"413","2015-03-31",6.98
"414","2015-04-01",7.07
"415","2015-04-02",6.89
"416","2015-04-06",6.8
"417","2015-04-07",7
"418","2015-04-08",7.17
"419","2015-04-09",6.97
"420","2015-04-10",7.1
"421","2015-04-13",6.8
"422","2015-04-14",6.88
"423","2015-04-15",6.79
"424","2015-04-16",6.62
"425","2015-04-17",6.73
"426","2015-04-20",6.76
"427","2015-04-21",6.87
"428","2015-04-22",6.81
"429","2015-04-23",6.86
"430","2015-04-24",6.82
"431","2015-04-27",6.81
"432","2015-04-28",6.82
"433","2015-04-29",7.03
"434","2015-04-30",7
"435","2015-05-01",7
"436","2015-05-04",7.1
"437","2015-05-05",7.04
"438","2015-05-06",7.06
"439","2015-05-07",7.03
"440","2015-05-08",7.01
"441","2015-05-11",6.95
"442","2015-05-12",6.98
"443","2015-05-13",7
"444","2015-05-14",6.96
"445","2015-05-15",6.98
"446","2015-05-18",7.15
"447","2015-05-19",7.09
"448","2015-05-20",6.94
"449","2015-05-21",6.9
"450","2015-05-22",6.91
"451","2015-05-26",6.87
"452","2015-05-27",6.81
"453","2015-05-28",7.24
"454","2015-05-29",7.7
"455","2015-06-01",7.51
"456","2015-06-02",7.62
"457","2015-06-03",7.58
"458","2015-06-04",7.49
"459","2015-06-05",7.71
"460","2015-06-08",7.67
"461","2015-06-09",7.63
"462","2015-06-10",7.54
"463","2015-06-11",7.48
"464","2015-06-12",7.59
"465","2015-06-15",7.59
"466","2015-06-16",7.65
"467","2015-06-17",8.13
"468","2015-06-18",8.12
"469","2015-06-19",8.05
"470","2015-06-22",7.97
"471","2015-06-23",7.9
"472","2015-06-24",7.95
"473","2015-06-25",7.85
"474","2015-06-26",7.94
"475","2015-06-29",7.83
"476","2015-06-30",7.79
"477","2015-07-01",7.73
"478","2015-07-02",7.74
"479","2015-07-06",7.5
"480","2015-07-07",7.18
"481","2015-07-08",7.21
"482","2015-07-09",7.22
"483","2015-07-10",7.25
"484","2015-07-13",7.23
"485","2015-07-14",7.26
"486","2015-07-15",7.25
"487","2015-07-16",7.23
"488","2015-07-17",7.2
"489","2015-07-20",7.11
"490","2015-07-21",7.08
"491","2015-07-22",7.15
"492","2015-07-23",7.08
"493","2015-07-24",7
"494","2015-07-27",6.83
"495","2015-07-28",6.78
"496","2015-07-29",6.94
"497","2015-07-30",7.14
"498","2015-07-31",7.28
"499","2015-08-03",7.02
"500","2015-08-04",7.3
"501","2015-08-05",6.97
"502","2015-08-06",6.9
"503","2015-08-07",6.76
"504","2015-08-10",7.08
"505","2015-08-11",6.73
"506","2015-08-12",6.6
"507","2015-08-13",6.82
"508","2015-08-14",7.03
"509","2015-08-17",6.73
"510","2015-08-18",6.59
"511","2015-08-19",6.38
"512","2015-08-20",5.96
"513","2015-08-21",6
"514","2015-08-24",6.25
"515","2015-08-25",6.32
"516","2015-08-26",5.96
"517","2015-08-27",5.7
"518","2015-08-28",5.9
"519","2015-08-31",6.08
"520","2015-09-01",5.76
"521","2015-09-02",5.65
"522","2015-09-03",5.75
"523","2015-09-04",5.67
"524","2015-09-08",5.78
"525","2015-09-09",5.71
"526","2015-09-10",5.82
"527","2015-09-11",6
"528","2015-09-14",5.81
"529","2015-09-15",5.86
"530","2015-09-16",5.74
"531","2015-09-17",5.72
"532","2015-09-18",5.75
"533","2015-09-21",5.62
"534","2015-09-22",5.55
"535","2015-09-23",5.36
"536","2015-09-24",5.2
"537","2015-09-25",4.94
"538","2015-09-28",4.95
"539","2015-09-29",5.1
"540","2015-09-30",5.29
"541","2015-10-01",5.3
"542","2015-10-02",5.39
"543","2015-10-05",5.56
"544","2015-10-06",5.82
"545","2015-10-07",5.69
"546","2015-10-08",5.88
"547","2015-10-09",5.81
"548","2015-10-12",5.78
"549","2015-10-13",5.87
"550","2015-10-14",5.75
"551","2015-10-15",5.78
"552","2015-10-16",5.65
"553","2015-10-19",5.73
"554","2015-10-20",5.71
"555","2015-10-21",5.69
"556","2015-10-22",5.55
"557","2015-10-23",5.6
"558","2015-10-26",5.58
"559","2015-10-27",5.35
"560","2015-10-28",5.46
"561","2015-10-29",5.59
"562","2015-10-30",5.63
"563","2015-11-02",5.52
"564","2015-11-03",5.54
"565","2015-11-04",5.55
"566","2015-11-05",5.25
"567","2015-11-06",5.33
"568","2015-11-09",5.49
"569","2015-11-10",5.31
"570","2015-11-11",5.28
"571","2015-11-12",5.2
"572","2015-11-13",5
"573","2015-11-16",4.97
"574","2015-11-17",5.02
"575","2015-11-18",5
"576","2015-11-19",5.04
"577","2015-11-20",5.03
"578","2015-11-23",5.02
"579","2015-11-24",5.01
"580","2015-11-25",4.96
"581","2015-11-27",4.99
"582","2015-11-30",4.87
"583","2015-12-01",4.85
"584","2015-12-02",4.79
"585","2015-12-03",4.8
"586","2015-12-04",4.72
"587","2015-12-07",4.74
"588","2015-12-08",4.66
"589","2015-12-09",4.79
"590","2015-12-10",4.73
"591","2015-12-11",4.56
"592","2015-12-14",4.5
"593","2015-12-15",4.45
"594","2015-12-16",4.39
"595","2015-12-17",4.33
"596","2015-12-18",4.28
"597","2015-12-21",4.31
"598","2015-12-22",4.23
"599","2015-12-23",4.21
"600","2015-12-24",4.34
"601","2015-12-28",4.31
"602","2015-12-29",4.36
"603","2015-12-30",4.26
"604","2015-12-31",4.22
"605","2016-01-04",4.19
"606","2016-01-05",4.41
"607","2016-01-06",4.17
"608","2016-01-07",4.11
"609","2016-01-08",3.99
"610","2016-01-11",4
"611","2016-01-12",3.87
"612","2016-01-13",3.92
"613","2016-01-14",3.92
"614","2016-01-15",3.92
"615","2016-01-19",3.84
"616","2016-01-20",3.76
"617","2016-01-21",3.78
"618","2016-01-22",3.79
"619","2016-01-25",3.8
"620","2016-01-26",3.84
"621","2016-01-27",3.8
"622","2016-01-28",3.8
"623","2016-01-29",3.9
"624","2016-02-01",3.82
"625","2016-02-02",3.8
"626","2016-02-03",3.83
"627","2016-02-04",3.86
"628","2016-02-05",3.8
"629","2016-02-08",3.74
"630","2016-02-09",3.64
"631","2016-02-10",3.65
"632","2016-02-11",3.51
"633","2016-02-12",3.56
"634","2016-02-16",3.4
"635","2016-02-17",3.61
"636","2016-02-18",3.61
"637","2016-02-19",3.54
"638","2016-02-22",3.69
"639","2016-02-23",3.6
"640","2016-02-24",3.5
"641","2016-02-25",3.57
"642","2016-02-26",3.47
"643","2016-02-29",3.47
"644","2016-03-01",3.59
"645","2016-03-02",3.53
"646","2016-03-03",3.41
"647","2016-03-04",3.51
"648","2016-03-07",3.66
"649","2016-03-08",3.77
"650","2016-03-09",4.01
"651","2016-03-10",4.07
"652","2016-03-11",4.08
"653","2016-03-14",4.08
"654","2016-03-15",3.97
"655","2016-03-16",3.85
"656","2016-03-17",3.98
"657","2016-03-18",4.1
"658","2016-03-21",4.01
"659","2016-03-22",3.91
"660","2016-03-23",3.91
"661","2016-03-24",3.85
