"","date","MIXT"
"662","2016-03-28",3.88
"663","2016-03-29",3.91
"664","2016-03-30",3.99
"665","2016-03-31",3.95
"666","2016-04-01",3.86
"667","2016-04-04",3.82
"668","2016-04-05",3.79
"669","2016-04-06",3.83
"670","2016-04-07",3.79
"671","2016-04-08",3.84
"672","2016-04-11",3.84
"673","2016-04-12",3.87
"674","2016-04-13",3.91
"675","2016-04-14",4
"676","2016-04-15",4.04
"677","2016-04-18",4.04
"678","2016-04-19",4.05
"679","2016-04-20",4.1
"680","2016-04-21",4.07
"681","2016-04-22",4.25
"682","2016-04-25",4.06
"683","2016-04-26",4.04
"684","2016-04-27",4.05
"685","2016-04-28",4.06
"686","2016-04-29",4.08
"687","2016-05-02",4.07
"688","2016-05-03",4.6
"689","2016-05-04",4.47
"690","2016-05-05",4.45
"691","2016-05-06",4.58
"692","2016-05-09",4.47
"693","2016-05-10",4.3
"694","2016-05-11",4.37
"695","2016-05-12",4.41
"696","2016-05-13",4.57
"697","2016-05-16",4.44
"698","2016-05-17",4.46
"699","2016-05-18",4.35
"700","2016-05-19",4.46
"701","2016-05-20",4.49
"702","2016-05-23",4.51
"703","2016-05-24",4.6
"704","2016-05-25",4.53
"705","2016-05-26",4.81
"706","2016-05-27",5
"707","2016-05-31",5.03
"708","2016-06-01",5.04
"709","2016-06-02",5.08
"710","2016-06-03",5.12
"711","2016-06-06",4.91
"712","2016-06-07",5.18
"713","2016-06-08",5.07
"714","2016-06-09",5.08
"715","2016-06-10",4.86
"716","2016-06-13",4.85
"717","2016-06-14",4.75
"718","2016-06-15",4.54
"719","2016-06-16",4.72
"720","2016-06-17",4.67
"721","2016-06-20",4.59
"722","2016-06-21",4.67
"723","2016-06-22",4.6
"724","2016-06-23",4.77
"725","2016-06-24",4.49
"726","2016-06-27",4.52
"727","2016-06-28",4.52
"728","2016-06-29",4.66
"729","2016-06-30",4.68
"730","2016-07-01",4.84
"731","2016-07-05",4.57
"732","2016-07-06",4.52
"733","2016-07-07",4.7
"734","2016-07-08",4.88
"735","2016-07-11",4.94
"736","2016-07-12",5.02
"737","2016-07-13",4.94
"738","2016-07-14",4.95
"739","2016-07-15",4.96
"740","2016-07-18",4.8
"741","2016-07-19",5.03
"742","2016-07-20",5.15
"743","2016-07-21",5.13
"744","2016-07-22",5.14
"745","2016-07-25",5.17
"746","2016-07-26",5.15
"747","2016-07-27",5.1
"748","2016-07-28",5.08
"749","2016-07-29",5.13
"750","2016-08-01",5.49
"751","2016-08-02",5.63
"752","2016-08-03",5.83
"753","2016-08-04",5.52
"754","2016-08-05",5.31
"755","2016-08-08",5.32
"756","2016-08-09",5.4
"757","2016-08-10",5.53
"758","2016-08-11",5.55
"759","2016-08-12",5.46
"760","2016-08-15",5.49
"761","2016-08-16",5.47
"762","2016-08-17",5.44
"763","2016-08-18",5.35
"764","2016-08-19",5.21
"765","2016-08-22",5.27
"766","2016-08-23",5.21
"767","2016-08-24",5.25
"768","2016-08-25",5.2
"769","2016-08-26",5.25
"770","2016-08-29",5.05
"771","2016-08-30",5
"772","2016-08-31",4.99
"773","2016-09-01",5.06
"774","2016-09-02",5.32
"775","2016-09-06",5.35
"776","2016-09-07",5.44
"777","2016-09-08",5.44
"778","2016-09-09",5.31
"779","2016-09-12",5.17
"780","2016-09-13",5.27
"781","2016-09-14",5.29
"782","2016-09-15",5.49
"783","2016-09-16",5.65
"784","2016-09-19",5.75
"785","2016-09-20",5.87
"786","2016-09-21",6.1
"787","2016-09-22",6.12
"788","2016-09-23",6.11
"789","2016-09-26",6.21
"790","2016-09-27",6.21
"791","2016-09-28",6.21
"792","2016-09-29",6.28
"793","2016-09-30",6.39
"794","2016-10-03",6.38
"795","2016-10-04",6.25
"796","2016-10-05",6.24
"797","2016-10-06",6.42
"798","2016-10-07",6.57
"799","2016-10-10",6.64
"800","2016-10-11",6.58
"801","2016-10-12",6.57
"802","2016-10-13",6.45
"803","2016-10-14",6.38
"804","2016-10-17",6.4
"805","2016-10-18",6.36
"806","2016-10-19",6.4
"807","2016-10-20",6.4
"808","2016-10-21",6.44
"809","2016-10-24",6.42
"810","2016-10-25",6.36
"811","2016-10-26",6.25
"812","2016-10-27",6.24
"813","2016-10-28",6.24
"814","2016-10-31",6.29
"815","2016-11-01",6.08
"816","2016-11-02",6.01
"817","2016-11-03",6.07
"818","2016-11-04",6.05
"819","2016-11-07",6.35
"820","2016-11-08",6.74
"821","2016-11-09",6.12
"822","2016-11-10",5.99
"823","2016-11-11",6.05
"824","2016-11-14",5.87
"825","2016-11-15",5.89
"826","2016-11-16",6.08
"827","2016-11-17",6.09
"828","2016-11-18",6
"829","2016-11-21",5.84
"830","2016-11-22",5.97
"831","2016-11-23",5.96
"832","2016-11-25",5.84
"833","2016-11-28",5.76
"834","2016-11-29",5.87
"835","2016-11-30",5.83
"836","2016-12-01",5.74
"837","2016-12-02",5.9
"838","2016-12-05",6
"839","2016-12-06",6.04
"840","2016-12-07",6.03
"841","2016-12-08",6.16
"842","2016-12-09",6.21
"843","2016-12-12",6.33
"844","2016-12-13",6.21
"845","2016-12-14",6.2
"846","2016-12-15",6.37
"847","2016-12-16",6.28
"848","2016-12-19",6.29
"849","2016-12-20",6.27
"850","2016-12-21",6.29
"851","2016-12-22",6.16
"852","2016-12-23",6.17
"853","2016-12-27",6.22
"854","2016-12-28",6.16
"855","2016-12-29",6.15
"856","2016-12-30",6.19
"857","2017-01-03",6.3
"858","2017-01-04",6.35
"859","2017-01-05",6.37
"860","2017-01-06",6.77
"861","2017-01-09",6.62
"862","2017-01-10",6.72
"863","2017-01-11",7.18
"864","2017-01-12",7.35
"865","2017-01-13",7.13
"866","2017-01-17",7.04
"867","2017-01-18",6.97
"868","2017-01-19",6.73
"869","2017-01-20",6.97
"870","2017-01-23",7.3
"871","2017-01-24",7.17
"872","2017-01-25",7.32
"873","2017-01-26",7.19
"874","2017-01-27",7.27
"875","2017-01-30",7.2
"876","2017-01-31",7.14
"877","2017-02-01",7
"878","2017-02-02",7.59
"879","2017-02-03",7.73
"880","2017-02-06",7.98
"881","2017-02-07",8.02
"882","2017-02-08",7.79
"883","2017-02-09",7.88
"884","2017-02-10",7.08
"885","2017-02-13",7.31
"886","2017-02-14",7.57
"887","2017-02-15",7.3
"888","2017-02-16",7.35
"889","2017-02-17",7.37
"890","2017-02-21",7.01
"891","2017-02-22",7.02
"892","2017-02-23",7.12
"893","2017-02-24",7.1
"894","2017-02-27",7.26
"895","2017-02-28",7.13
"896","2017-03-01",7.04
"897","2017-03-02",6.98
"898","2017-03-03",6.98
"899","2017-03-06",6.67
"900","2017-03-07",6.87
"901","2017-03-08",6.82
"902","2017-03-09",6.62
"903","2017-03-10",6.84
"904","2017-03-13",6.77
"905","2017-03-14",6.67
"906","2017-03-15",6.99
"907","2017-03-16",7.09
"908","2017-03-17",6.9
"909","2017-03-20",6.8
"910","2017-03-21",6.65
"911","2017-03-22",6.6
"912","2017-03-23",6.69
"913","2017-03-24",6.61
"914","2017-03-27",6.65
"915","2017-03-28",6.77
"916","2017-03-29",6.66
"917","2017-03-30",6.51
"918","2017-03-31",6.3
"919","2017-04-03",6.25
"920","2017-04-04",6.12
"921","2017-04-05",6.1
"922","2017-04-06",6.25
"923","2017-04-07",6.17
"924","2017-04-10",6.11
"925","2017-04-11",6.17
"926","2017-04-12",6.17
"927","2017-04-13",6.46
"928","2017-04-17",6.28
"929","2017-04-18",6.16
"930","2017-04-19",6.34
"931","2017-04-20",6.34
"932","2017-04-21",6.34
"933","2017-04-24",6.43
"934","2017-04-25",6.35
"935","2017-04-26",6.24
"936","2017-04-27",6.23
"937","2017-04-28",6.32
"938","2017-05-01",6.12
"939","2017-05-02",6.08
"940","2017-05-03",6.1
"941","2017-05-04",5.86
"942","2017-05-05",5.82
"943","2017-05-08",5.85
"944","2017-05-09",5.78
"945","2017-05-10",5.84
"946","2017-05-11",5.96
"947","2017-05-12",5.9
"948","2017-05-15",5.99
"949","2017-05-16",5.86
"950","2017-05-17",5.76
"951","2017-05-18",5.88
"952","2017-05-19",5.91
"953","2017-05-22",5.72
"954","2017-05-23",5.78
"955","2017-05-24",6.06
"956","2017-05-25",6.92
"957","2017-05-26",6.8
"958","2017-05-30",6.76
"959","2017-05-31",6.74
"960","2017-06-01",6.74
"961","2017-06-02",6.91
"962","2017-06-05",7.11
"963","2017-06-06",7.26
"964","2017-06-07",7.06
"965","2017-06-08",7.08
"966","2017-06-09",6.99
"967","2017-06-12",7.03
"968","2017-06-13",7.24
"969","2017-06-14",7.68
"970","2017-06-15",7.65
"971","2017-06-16",8.04
"972","2017-06-19",8.25
"973","2017-06-20",8.02
"974","2017-06-21",8.01
"975","2017-06-22",8.15
"976","2017-06-23",8
"977","2017-06-26",8
"978","2017-06-27",7.84
"979","2017-06-28",7.97
"980","2017-06-29",7.92
"981","2017-06-30",7.88
"982","2017-07-03",7.73
"983","2017-07-05",7.66
"984","2017-07-06",7.68
"985","2017-07-07",7.74
"986","2017-07-10",8.04
"987","2017-07-11",7.97
"988","2017-07-12",8.08
"989","2017-07-13",8.04
"990","2017-07-14",8.02
"991","2017-07-17",8.37
"992","2017-07-18",8.45
"993","2017-07-19",8.46
"994","2017-07-20",8.42
"995","2017-07-21",8.36
"996","2017-07-24",8.45
"997","2017-07-25",8.29
"998","2017-07-26",8.32
"999","2017-07-27",8.21
"1000","2017-07-28",8.19
"1001","2017-07-31",8.14
"1002","2017-08-01",8.23
