"","date","TGS"
"147","2007-08-02",7.25
"148","2007-08-03",6.8
"149","2007-08-06",6.78
"150","2007-08-07",6.51
"151","2007-08-08",6.91
"152","2007-08-09",6.63
"153","2007-08-10",6.33
"154","2007-08-13",6.45
"155","2007-08-14",6.36
"156","2007-08-15",6.15
"157","2007-08-16",5.74
"158","2007-08-17",6.1
"159","2007-08-20",6.27
"160","2007-08-21",6.37
"161","2007-08-22",6.47
"162","2007-08-23",6.5
"163","2007-08-24",6.61
"164","2007-08-27",6.84
"165","2007-08-28",6.55
"166","2007-08-29",6.67
"167","2007-08-30",6.85
"168","2007-08-31",6.46
"169","2007-09-04",6.74
"170","2007-09-05",6.96
"171","2007-09-06",6.84
"172","2007-09-07",6.65
"173","2007-09-10",6.54
"174","2007-09-11",6.71
"175","2007-09-12",6.5
"176","2007-09-13",6.43
"177","2007-09-14",6.4
"178","2007-09-17",6.26
"179","2007-09-18",6.33
"180","2007-09-19",6.25
"181","2007-09-20",6.22
"182","2007-09-21",6.23
"183","2007-09-24",6.36
"184","2007-09-25",6.39
"185","2007-09-26",6.33
"186","2007-09-27",6.49
"187","2007-09-28",6.83
"188","2007-10-01",7.07
"189","2007-10-02",7.37
"190","2007-10-03",7.3
"191","2007-10-04",7.15
"192","2007-10-05",7.17
"193","2007-10-08",7.1
"194","2007-10-09",7.04
"195","2007-10-10",6.99
"196","2007-10-11",6.9
"197","2007-10-12",6.9
"198","2007-10-15",6.95
"199","2007-10-16",6.89
"200","2007-10-17",6.97
"201","2007-10-18",7.2
"202","2007-10-19",7.11
"203","2007-10-22",6.99
"204","2007-10-23",6.82
"205","2007-10-24",7.07
"206","2007-10-25",7.26
"207","2007-10-26",7.21
"208","2007-10-29",7.12
"209","2007-10-30",7.14
"210","2007-10-31",7.1
"211","2007-11-01",6.75
"212","2007-11-02",6.61
"213","2007-11-05",6.41
"214","2007-11-06",6.77
"215","2007-11-07",6.53
"216","2007-11-08",6.41
"217","2007-11-09",6.35
"218","2007-11-12",6.45
"219","2007-11-13",6.45
"220","2007-11-14",6.43
"221","2007-11-15",6.25
"222","2007-11-16",6.2
"223","2007-11-19",6.25
"224","2007-11-20",6.11
"225","2007-11-21",6.12
"226","2007-11-23",6.08
"227","2007-11-26",5.84
"228","2007-11-27",5.86
"229","2007-11-28",6.05
"230","2007-11-29",5.99
"231","2007-11-30",5.4
"232","2007-12-03",6
"233","2007-12-04",5.84
"234","2007-12-05",5.63
"235","2007-12-06",5.73
"236","2007-12-07",5.89
"237","2007-12-10",5.78
"238","2007-12-11",5.55
"239","2007-12-12",5.4
"240","2007-12-13",5.58
"241","2007-12-14",5.53
"242","2007-12-17",5.69
"243","2007-12-18",5.83
"244","2007-12-19",5.62
"245","2007-12-20",5.78
"246","2007-12-21",5.99
"247","2007-12-24",5.87
"248","2007-12-26",5.69
"249","2007-12-27",5.9
"250","2007-12-28",5.81
"251","2007-12-31",5.97
"252","2008-01-02",5.96
"253","2008-01-03",5.7
"254","2008-01-04",5.7
"255","2008-01-07",5.8
"256","2008-01-08",5.56
"257","2008-01-09",5.72
"258","2008-01-10",5.85
"259","2008-01-11",5.72
"260","2008-01-14",5.52
"261","2008-01-15",5.38
"262","2008-01-16",5.57
"263","2008-01-17",5.28
"264","2008-01-18",5.26
"265","2008-01-22",5.16
"266","2008-01-23",4.95
"267","2008-01-24",5.11
"268","2008-01-25",5.33
"269","2008-01-28",5.31
"270","2008-01-29",5.28
"271","2008-01-30",5.35
"272","2008-01-31",5.5
"273","2008-02-01",5.38
"274","2008-02-04",5.3
"275","2008-02-05",5.12
"276","2008-02-06",5.25
"277","2008-02-07",5.06
"278","2008-02-08",4.91
"279","2008-02-11",4.75
"280","2008-02-12",4.56
"281","2008-02-13",4.88
"282","2008-02-14",4.81
"283","2008-02-15",4.86
"284","2008-02-19",4.7
"285","2008-02-20",4.82
"286","2008-02-21",4.84
"287","2008-02-22",4.8
"288","2008-02-25",4.93
"289","2008-02-26",5.02
"290","2008-02-27",5.01
"291","2008-02-28",4.99
"292","2008-02-29",4.72
"293","2008-03-03",4.69
"294","2008-03-04",4.62
"295","2008-03-05",4.65
"296","2008-03-06",4.76
"297","2008-03-07",4.68
"298","2008-03-10",4.67
"299","2008-03-11",4.68
"300","2008-03-12",4.58
"301","2008-03-13",4.57
"302","2008-03-14",4.05
"303","2008-03-17",4.3
"304","2008-03-18",4.52
"305","2008-03-19",4.7
"306","2008-03-20",4.61
"307","2008-03-24",4.41
"308","2008-03-25",4.48
"309","2008-03-26",4.32
"310","2008-03-27",4.65
"311","2008-03-28",4.41
"312","2008-03-31",4.41
"313","2008-04-01",4.74
"314","2008-04-02",4.75
"315","2008-04-03",4.5
"316","2008-04-04",4.56
"317","2008-04-07",4.41
"318","2008-04-08",4.47
"319","2008-04-09",4.44
"320","2008-04-10",4.55
"321","2008-04-11",4.49
"322","2008-04-14",4.49
"323","2008-04-15",4.43
"324","2008-04-16",4.4
"325","2008-04-17",4.4
"326","2008-04-18",4.4
"327","2008-04-21",4.45
"328","2008-04-22",4.3
"329","2008-04-23",4.23
"330","2008-04-24",4.1
"331","2008-04-25",4.03
"332","2008-04-28",3.99
"333","2008-04-29",4.1
"334","2008-04-30",4.25
"335","2008-05-01",4.24
"336","2008-05-02",4.11
"337","2008-05-05",4.13
"338","2008-05-06",4.12
"339","2008-05-07",4.03
"340","2008-05-08",3.95
"341","2008-05-09",3.9
"342","2008-05-12",3.85
"343","2008-05-13",3.99
"344","2008-05-14",3.86
"345","2008-05-15",3.98
"346","2008-05-16",4
"347","2008-05-19",4.06
"348","2008-05-20",4.15
"349","2008-05-21",4.3
"350","2008-05-22",4.69
"351","2008-05-23",4.74
"352","2008-05-27",4.8
"353","2008-05-28",4.56
"354","2008-05-29",4.65
"355","2008-05-30",4
"356","2008-06-02",3.92
"357","2008-06-03",4
"358","2008-06-04",3.94
"359","2008-06-05",3.85
"360","2008-06-06",3.75
"361","2008-06-09",3.71
"362","2008-06-10",3.54
"363","2008-06-11",3.56
"364","2008-06-12",3.6
"365","2008-06-13",3.6
"366","2008-06-16",3.6
"367","2008-06-17",3.59
"368","2008-06-18",3.59
"369","2008-06-19",3.56
"370","2008-06-20",3.33
"371","2008-06-23",3.29
"372","2008-06-24",3.25
"373","2008-06-25",3.25
"374","2008-06-26",3.13
"375","2008-06-27",3.22
"376","2008-06-30",3.53
"377","2008-07-01",3.55
"378","2008-07-02",3.46
"379","2008-07-03",3.52
"380","2008-07-07",3.45
"381","2008-07-08",3.59
"382","2008-07-09",3.4
"383","2008-07-10",3.34
"384","2008-07-11",3.38
"385","2008-07-14",3.31
"386","2008-07-15",3.45
"387","2008-07-16",3.49
"388","2008-07-17",3.55
"389","2008-07-18",3.64
"390","2008-07-21",3.67
"391","2008-07-22",3.74
"392","2008-07-23",3.8
"393","2008-07-24",3.75
"394","2008-07-25",3.73
"395","2008-07-28",3.75
"396","2008-07-29",3.75
"397","2008-07-30",3.75
"398","2008-07-31",3.73
"399","2008-08-01",3.75
"400","2008-08-04",3.51
"401","2008-08-05",3.65
"402","2008-08-06",3.73
"403","2008-08-07",3.6
"404","2008-08-08",3.5
"405","2008-08-11",3.5
"406","2008-08-12",3.58
"407","2008-08-13",3.63
"408","2008-08-14",3.64
"409","2008-08-15",3.55
"410","2008-08-18",3.59
"411","2008-08-19",3.6
"412","2008-08-20",3.6
"413","2008-08-21",3.57
"414","2008-08-22",3.63
"415","2008-08-25",3.61
"416","2008-08-26",3.56
"417","2008-08-27",3.58
"418","2008-08-28",3.59
"419","2008-08-29",3.54
"420","2008-09-02",3.47
"421","2008-09-03",3.52
"422","2008-09-04",3.49
"423","2008-09-05",3.52
"424","2008-09-08",3.6
"425","2008-09-09",3.5
"426","2008-09-10",3.49
"427","2008-09-11",3.37
"428","2008-09-12",3.43
"429","2008-09-15",2.99
"430","2008-09-16",3.15
"431","2008-09-17",3.2
"432","2008-09-18",3.03
"433","2008-09-19",3.2
"434","2008-09-22",3.37
"435","2008-09-23",3.34
"436","2008-09-24",3.36
"437","2008-09-25",3.31
"438","2008-09-26",3.18
"439","2008-09-29",3
"440","2008-09-30",2.9
"441","2008-10-01",2.93
"442","2008-10-02",2.81
"443","2008-10-03",2.91
"444","2008-10-06",2.65
"445","2008-10-07",2.7
"446","2008-10-08",2.45
"447","2008-10-09",2.02
"448","2008-10-10",2
"449","2008-10-13",2.06
"450","2008-10-14",2.3
"451","2008-10-15",2.03
"452","2008-10-16",2.12
"453","2008-10-17",2.1
"454","2008-10-20",2.23
"455","2008-10-21",1.8
"456","2008-10-22",1.75
"457","2008-10-23",1.75
"458","2008-10-24",1.57
"459","2008-10-27",1.41
"460","2008-10-28",1.51
"461","2008-10-29",1.65
"462","2008-10-30",1.5
"463","2008-10-31",1.5
"464","2008-11-03",1.65
"465","2008-11-04",1.86
"466","2008-11-05",2.01
"467","2008-11-06",1.9
"468","2008-11-07",1.93
"469","2008-11-10",2
"470","2008-11-11",1.86
"471","2008-11-12",1.82
"472","2008-11-13",1.82
"473","2008-11-14",1.82
"474","2008-11-17",1.84
"475","2008-11-18",1.85
"476","2008-11-19",1.86
"477","2008-11-20",1.86
"478","2008-11-21",1.92
"479","2008-11-24",1.92
"480","2008-11-25",1.98
"481","2008-11-26",2
"482","2008-11-28",1.98
"483","2008-12-01",1.99
"484","2008-12-02",1.99
"485","2008-12-03",2.13
"486","2008-12-04",2.01
"487","2008-12-05",2
"488","2008-12-08",1.99
"489","2008-12-09",2.07
"490","2008-12-10",2.11
"491","2008-12-11",2.16
"492","2008-12-12",2.01
"493","2008-12-15",2.25
"494","2008-12-16",2.1
"495","2008-12-17",2.23
"496","2008-12-18",2
"497","2008-12-19",2.1
"498","2008-12-22",2
"499","2008-12-23",1.93
"500","2008-12-24",2
"501","2008-12-26",1.99
"502","2008-12-29",2.03
"503","2008-12-30",2.1
"504","2008-12-31",2.03
"505","2009-01-02",2.1
"506","2009-01-05",1.99
"507","2009-01-06",1.97
"508","2009-01-07",1.94
"509","2009-01-08",1.99
"510","2009-01-09",2.05
"511","2009-01-12",2.13
"512","2009-01-13",2.26
"513","2009-01-14",2.27
"514","2009-01-15",2.23
"515","2009-01-16",2.3
"516","2009-01-20",2.38
"517","2009-01-21",2.35
"518","2009-01-22",2.3
"519","2009-01-23",2.3
"520","2009-01-26",2.46
"521","2009-01-27",2.53
"522","2009-01-28",2.56
"523","2009-01-29",2.65
"524","2009-01-30",2.51
"525","2009-02-02",2.75
"526","2009-02-03",3.2
"527","2009-02-04",2.89
"528","2009-02-05",3.16
"529","2009-02-06",2.99
"530","2009-02-09",2.68
"531","2009-02-10",2.3
"532","2009-02-11",2.1
"533","2009-02-12",2.18
"534","2009-02-13",2.27
"535","2009-02-17",2.06
"536","2009-02-18",2
"537","2009-02-19",2.06
"538","2009-02-20",2.01
"539","2009-02-23",2.02
"540","2009-02-24",1.97
"541","2009-02-25",1.97
"542","2009-02-26",1.97
"543","2009-02-27",1.95
"544","2009-03-02",1.8
"545","2009-03-03",1.89
"546","2009-03-04",1.93
"547","2009-03-05",1.93
"548","2009-03-06",1.99
"549","2009-03-09",2.05
"550","2009-03-10",1.95
"551","2009-03-11",2.11
"552","2009-03-12",2
"553","2009-03-13",2.01
"554","2009-03-16",1.92
"555","2009-03-17",1.99
"556","2009-03-18",2
"557","2009-03-19",1.95
"558","2009-03-20",1.87
"559","2009-03-23",1.8
"560","2009-03-24",1.73
"561","2009-03-25",1.81
"562","2009-03-26",2
"563","2009-03-27",2
"564","2009-03-30",2.05
"565","2009-03-31",2
"566","2009-04-01",2.03
"567","2009-04-02",2.01
"568","2009-04-03",2.03
"569","2009-04-06",2
"570","2009-04-07",1.88
"571","2009-04-08",1.85
"572","2009-04-09",1.83
"573","2009-04-13",1.96
"574","2009-04-14",2
"575","2009-04-15",2.2
"576","2009-04-16",2.11
"577","2009-04-17",2.12
"578","2009-04-20",2.03
"579","2009-04-21",2.06
"580","2009-04-22",2.07
"581","2009-04-23",2.14
"582","2009-04-24",2.08
"583","2009-04-27",2.04
"584","2009-04-28",2.02
"585","2009-04-29",1.94
"586","2009-04-30",1.92
"587","2009-05-01",2.06
"588","2009-05-04",2.05
"589","2009-05-05",2.02
"590","2009-05-06",2.17
"591","2009-05-07",2.15
"592","2009-05-08",2.23
"593","2009-05-11",2.37
"594","2009-05-12",2.37
"595","2009-05-13",2.18
"596","2009-05-14",2.07
"597","2009-05-15",2.04
"598","2009-05-18",2.17
"599","2009-05-19",2.24
"600","2009-05-20",2.27
"601","2009-05-21",2.27
"602","2009-05-22",2.26
"603","2009-05-26",2.25
"604","2009-05-27",2.12
"605","2009-05-28",2.05
"606","2009-05-29",1.93
"607","2009-06-01",2.37
"608","2009-06-02",2.29
"609","2009-06-03",2.5
"610","2009-06-04",2.48
"611","2009-06-05",2.62
"612","2009-06-08",2.38
"613","2009-06-09",2.41
"614","2009-06-10",2.45
"615","2009-06-11",2.4
"616","2009-06-12",2.39
"617","2009-06-15",2.36
"618","2009-06-16",2.25
"619","2009-06-17",2.3
"620","2009-06-18",2.3
"621","2009-06-19",2.23
"622","2009-06-22",2.11
"623","2009-06-23",2.13
"624","2009-06-24",2.06
"625","2009-06-25",2.05
"626","2009-06-26",2.24
"627","2009-06-29",2.22
"628","2009-06-30",2.24
"629","2009-07-01",2.3
"630","2009-07-02",2.34
"631","2009-07-06",2.33
"632","2009-07-07",2.31
"633","2009-07-08",2.26
"634","2009-07-09",2.06
"635","2009-07-10",2.05
"636","2009-07-13",2
"637","2009-07-14",2.17
"638","2009-07-15",2.23
"639","2009-07-16",2.25
"640","2009-07-17",2.29
"641","2009-07-20",2.29
"642","2009-07-21",2.26
"643","2009-07-22",2.31
"644","2009-07-23",2.28
"645","2009-07-24",2.3
"646","2009-07-27",2.28
"647","2009-07-28",2.3
"648","2009-07-29",2.27
"649","2009-07-30",2.22
"650","2009-07-31",2.34
"651","2009-08-03",2.44
"652","2009-08-04",2.47
"653","2009-08-05",2.46
"654","2009-08-06",2.45
"655","2009-08-07",2.41
"656","2009-08-10",2.39
"657","2009-08-11",2.42
"658","2009-08-12",2.39
"659","2009-08-13",2.42
"660","2009-08-14",2.42
"661","2009-08-17",2.25
"662","2009-08-18",2.25
"663","2009-08-19",2.25
"664","2009-08-20",2.3
"665","2009-08-21",2.23
"666","2009-08-24",2.31
"667","2009-08-25",2.32
"668","2009-08-26",2.34
"669","2009-08-27",2.34
"670","2009-08-28",2.28
"671","2009-08-31",2.25
"672","2009-09-01",2.28
"673","2009-09-02",2.22
"674","2009-09-03",2.22
"675","2009-09-04",2.29
"676","2009-09-08",2.44
"677","2009-09-09",2.42
"678","2009-09-10",2.38
"679","2009-09-11",2.4
"680","2009-09-14",2.43
"681","2009-09-15",2.55
"682","2009-09-16",2.6
"683","2009-09-17",2.61
"684","2009-09-18",2.63
"685","2009-09-21",2.72
"686","2009-09-22",2.56
"687","2009-09-23",2.7
"688","2009-09-24",2.7
"689","2009-09-25",2.89
"690","2009-09-28",2.95
"691","2009-09-29",2.95
"692","2009-09-30",3.13
"693","2009-10-01",3.05
"694","2009-10-02",3.05
"695","2009-10-05",3.02
"696","2009-10-06",3.12
"697","2009-10-07",3.11
"698","2009-10-08",3.15
"699","2009-10-09",3.25
"700","2009-10-12",3.31
"701","2009-10-13",3.27
"702","2009-10-14",3.35
"703","2009-10-15",3.1
"704","2009-10-16",3.07
"705","2009-10-19",3.1
"706","2009-10-20",3.15
"707","2009-10-21",3.01
"708","2009-10-22",3.02
"709","2009-10-23",2.98
"710","2009-10-26",2.97
"711","2009-10-27",2.92
"712","2009-10-28",2.87
"713","2009-10-29",2.83
"714","2009-10-30",2.71
"715","2009-11-02",2.68
"716","2009-11-03",2.76
"717","2009-11-04",2.89
"718","2009-11-05",2.95
"719","2009-11-06",2.92
"720","2009-11-09",2.97
"721","2009-11-10",3
"722","2009-11-11",3
"723","2009-11-12",3
"724","2009-11-13",3.02
"725","2009-11-16",3.05
"726","2009-11-17",3
"727","2009-11-18",2.98
"728","2009-11-19",2.99
"729","2009-11-20",2.97
"730","2009-11-23",2.96
"731","2009-11-24",3.05
"732","2009-11-25",3
"733","2009-11-27",2.79
"734","2009-11-30",2.79
"735","2009-12-01",2.84
"736","2009-12-02",2.89
"737","2009-12-03",2.69
"738","2009-12-04",2.74
"739","2009-12-07",2.74
"740","2009-12-08",2.68
"741","2009-12-09",2.82
"742","2009-12-10",2.87
"743","2009-12-11",2.9
"744","2009-12-14",2.87
"745","2009-12-15",2.85
"746","2009-12-16",2.89
"747","2009-12-17",2.86
"748","2009-12-18",2.82
"749","2009-12-21",2.89
"750","2009-12-22",2.75
"751","2009-12-23",2.75
"752","2009-12-24",2.74
"753","2009-12-28",2.78
"754","2009-12-29",2.85
"755","2009-12-30",2.83
"756","2009-12-31",2.92
"757","2010-01-04",2.99
"758","2010-01-05",3.12
"759","2010-01-06",3.19
"760","2010-01-07",3.18
"761","2010-01-08",3.17
"762","2010-01-11",3.14
"763","2010-01-12",3.04
"764","2010-01-13",2.9
"765","2010-01-14",3.03
"766","2010-01-15",3
"767","2010-01-19",2.95
"768","2010-01-20",2.93
"769","2010-01-21",2.98
"770","2010-01-22",2.98
"771","2010-01-25",2.86
"772","2010-01-26",2.96
"773","2010-01-27",2.9
"774","2010-01-28",2.9
"775","2010-01-29",2.9
"776","2010-02-01",2.92
"777","2010-02-02",2.95
"778","2010-02-03",2.86
"779","2010-02-04",2.71
"780","2010-02-05",2.79
"781","2010-02-08",2.92
"782","2010-02-09",2.9
"783","2010-02-10",2.93
"784","2010-02-11",2.89
"785","2010-02-12",2.92
"786","2010-02-16",2.84
"787","2010-02-17",2.85
"788","2010-02-18",2.84
"789","2010-02-19",2.84
"790","2010-02-22",2.85
"791","2010-02-23",2.8
"792","2010-02-24",2.88
"793","2010-02-25",2.84
"794","2010-02-26",2.83
"795","2010-03-01",2.86
"796","2010-03-02",2.9
"797","2010-03-03",2.89
"798","2010-03-04",2.89
"799","2010-03-05",2.9
"800","2010-03-08",2.95
"801","2010-03-09",3
"802","2010-03-10",2.96
"803","2010-03-11",2.91
"804","2010-03-12",2.92
"805","2010-03-15",3.15
"806","2010-03-16",3.1
"807","2010-03-17",3.19
"808","2010-03-18",3.3
"809","2010-03-19",3.3
"810","2010-03-22",3.2
"811","2010-03-23",3.21
"812","2010-03-24",3.2
"813","2010-03-25",3.25
"814","2010-03-26",3.36
"815","2010-03-29",3.25
"816","2010-03-30",3.33
"817","2010-03-31",3.34
"818","2010-04-01",3.44
"819","2010-04-05",3.6
"820","2010-04-06",3.46
"821","2010-04-07",3.4
"822","2010-04-08",3.45
"823","2010-04-09",3.46
"824","2010-04-12",3.54
"825","2010-04-13",3.5
"826","2010-04-14",3.55
"827","2010-04-15",3.56
"828","2010-04-16",3.56
"829","2010-04-19",3.54
"830","2010-04-20",3.65
"831","2010-04-21",3.75
"832","2010-04-22",3.75
"833","2010-04-23",3.73
"834","2010-04-26",3.67
"835","2010-04-27",3.54
"836","2010-04-28",3.45
"837","2010-04-29",3.47
"838","2010-04-30",3.36
"839","2010-05-03",3.45
"840","2010-05-04",3.45
"841","2010-05-05",3.32
"842","2010-05-06",3.23
"843","2010-05-07",3.2
"844","2010-05-10",3.41
"845","2010-05-11",3.47
"846","2010-05-12",3.54
"847","2010-05-13",3.58
"848","2010-05-14",3.35
"849","2010-05-17",3.35
"850","2010-05-18",3.3
"851","2010-05-19",3.27
"852","2010-05-20",3.05
"853","2010-05-21",3.15
"854","2010-05-24",3.12
"855","2010-05-25",3.12
"856","2010-05-26",3.15
"857","2010-05-27",3.24
"858","2010-05-28",3.2
"859","2010-06-01",3.15
"860","2010-06-02",3.24
"861","2010-06-03",3.25
"862","2010-06-04",3.25
"863","2010-06-07",3.16
"864","2010-06-08",3.2
"865","2010-06-09",3.2
"866","2010-06-10",3.2
"867","2010-06-11",3.2
"868","2010-06-14",3.23
"869","2010-06-15",3.23
"870","2010-06-16",3.25
"871","2010-06-17",3.29
"872","2010-06-18",3.18
"873","2010-06-21",3.28
"874","2010-06-22",3.27
"875","2010-06-23",3.25
"876","2010-06-24",3.25
"877","2010-06-25",3.26
"878","2010-06-28",3.26
"879","2010-06-29",3.19
"880","2010-06-30",3.14
"881","2010-07-01",3.28
"882","2010-07-02",3.3
"883","2010-07-06",3.24
"884","2010-07-07",3.21
"885","2010-07-08",3.27
"886","2010-07-09",3.41
"887","2010-07-12",3.45
"888","2010-07-13",3.62
"889","2010-07-14",3.78
"890","2010-07-15",3.7
"891","2010-07-16",3.7
"892","2010-07-19",3.67
"893","2010-07-20",3.76
"894","2010-07-21",3.73
"895","2010-07-22",3.75
"896","2010-07-23",3.72
"897","2010-07-26",3.74
"898","2010-07-27",3.75
"899","2010-07-28",3.7
"900","2010-07-29",3.74
"901","2010-07-30",3.78
"902","2010-08-02",3.83
"903","2010-08-03",3.74
"904","2010-08-04",3.64
"905","2010-08-05",3.63
"906","2010-08-06",3.58
"907","2010-08-09",3.65
"908","2010-08-10",3.6
"909","2010-08-11",3.55
"910","2010-08-12",3.5
"911","2010-08-13",3.67
"912","2010-08-16",3.84
"913","2010-08-17",3.71
"914","2010-08-18",3.71
"915","2010-08-19",3.7
"916","2010-08-20",3.69
"917","2010-08-23",3.65
"918","2010-08-24",3.51
"919","2010-08-25",3.52
"920","2010-08-26",3.55
"921","2010-08-27",3.54
"922","2010-08-30",3.45
"923","2010-08-31",3.45
"924","2010-09-01",3.43
"925","2010-09-02",3.47
"926","2010-09-03",3.53
"927","2010-09-07",3.54
"928","2010-09-08",3.4
"929","2010-09-09",3.4
"930","2010-09-10",3.41
"931","2010-09-13",3.45
"932","2010-09-14",3.49
"933","2010-09-15",3.4
"934","2010-09-16",3.44
"935","2010-09-17",3.36
"936","2010-09-20",3.38
"937","2010-09-21",3.6
"938","2010-09-22",3.47
"939","2010-09-23",3.41
"940","2010-09-24",3.35
"941","2010-09-27",3.47
"942","2010-09-28",3.58
"943","2010-09-29",3.7
"944","2010-09-30",3.73
"945","2010-10-01",3.56
"946","2010-10-04",3.59
"947","2010-10-05",3.51
"948","2010-10-06",3.58
"949","2010-10-07",3.66
"950","2010-10-08",3.6
"951","2010-10-11",3.61
"952","2010-10-12",3.65
"953","2010-10-13",3.79
"954","2010-10-14",3.79
"955","2010-10-15",3.78
"956","2010-10-18",3.74
"957","2010-10-19",3.75
"958","2010-10-20",3.73
"959","2010-10-21",3.84
"960","2010-10-22",3.85
"961","2010-10-25",4.01
"962","2010-10-26",3.97
"963","2010-10-27",4.35
"964","2010-10-28",4.12
"965","2010-10-29",4.1
"966","2010-11-01",4.09
"967","2010-11-02",4.25
"968","2010-11-03",4.4
"969","2010-11-04",4.4
"970","2010-11-05",4.49
"971","2010-11-08",4.5
"972","2010-11-09",4.5
"973","2010-11-10",4.64
"974","2010-11-11",4.54
"975","2010-11-12",4.3
"976","2010-11-15",4.45
"977","2010-11-16",4.33
"978","2010-11-17",4.73
"979","2010-11-18",4.84
"980","2010-11-19",4.82
"981","2010-11-22",4.72
"982","2010-11-23",4.56
"983","2010-11-24",4.87
"984","2010-11-26",4.95
"985","2010-11-29",4.9
"986","2010-11-30",4.95
"987","2010-12-01",5.05
"988","2010-12-02",5.19
"989","2010-12-03",5.15
"990","2010-12-06",5.3
"991","2010-12-07",6.04
"992","2010-12-08",6.19
"993","2010-12-09",6.1
"994","2010-12-10",6
"995","2010-12-13",5.87
"996","2010-12-14",5.9
"997","2010-12-15",5.41
"998","2010-12-16",5.46
"999","2010-12-17",5.24
"1000","2010-12-20",5.21
"1001","2010-12-21",5.32
"1002","2010-12-22",5.41
"1003","2010-12-23",5.49
