"","date","DSWL"
"282","2008-02-14",6.2
"283","2008-02-15",6.09
"284","2008-02-19",6.2
"285","2008-02-20",6.09
"286","2008-02-21",6.43
"287","2008-02-22",6.27
"288","2008-02-25",6.36
"289","2008-02-26",6.41
"290","2008-02-27",6.98
"291","2008-02-28",6.94
"292","2008-02-29",6.75
"293","2008-03-03",6.96
"294","2008-03-04",6.88
"295","2008-03-05",6.89
"296","2008-03-06",6.9
"297","2008-03-07",6.64
"298","2008-03-10",6.52
"299","2008-03-11",6.33
"300","2008-03-12",6.34
"301","2008-03-13",6.44
"302","2008-03-14",6.5
"303","2008-03-17",6.19
"304","2008-03-18",6.36
"305","2008-03-19",6.47
"306","2008-03-20",6.2
"307","2008-03-24",6.18
"308","2008-03-25",6.32
"309","2008-03-26",6.28
"310","2008-03-27",6.25
"311","2008-03-28",6.23
"312","2008-03-31",6.25
"313","2008-04-01",6.26
"314","2008-04-02",6.24
"315","2008-04-03",6.2
"316","2008-04-04",6.18
"317","2008-04-07",6.2
"318","2008-04-08",6.09
"319","2008-04-09",6.11
"320","2008-04-10",6.16
"321","2008-04-11",6.07
"322","2008-04-14",6.19
"323","2008-04-15",6.2
"324","2008-04-16",6.24
"325","2008-04-17",6.2
"326","2008-04-18",6.21
"327","2008-04-21",6.21
"328","2008-04-22",6.2
"329","2008-04-23",6.28
"330","2008-04-24",6.29
"331","2008-04-25",6.24
"332","2008-04-28",6.2
"333","2008-04-29",6.21
"334","2008-04-30",6.44
"335","2008-05-01",6.64
"336","2008-05-02",6.86
"337","2008-05-05",6.84
"338","2008-05-06",7.03
"339","2008-05-07",6.98
"340","2008-05-08",6.98
"341","2008-05-09",6.85
"342","2008-05-12",7.29
"343","2008-05-13",7.07
"344","2008-05-14",7.3
"345","2008-05-15",7.29
"346","2008-05-16",7.4
"347","2008-05-19",7.42
"348","2008-05-20",7.43
"349","2008-05-21",7.43
"350","2008-05-22",7.57
"351","2008-05-23",7.2
"352","2008-05-27",7.44
"353","2008-05-28",7.48
"354","2008-05-29",7.55
"355","2008-05-30",7.49
"356","2008-06-02",7.28
"357","2008-06-03",7.25
"358","2008-06-04",6.89
"359","2008-06-05",6.8
"360","2008-06-06",6.98
"361","2008-06-09",6.86
"362","2008-06-10",6.64
"363","2008-06-11",6.74
"364","2008-06-12",6.51
"365","2008-06-13",6.54
"366","2008-06-16",6.72
"367","2008-06-17",6.5
"368","2008-06-18",6.53
"369","2008-06-19",6.42
"370","2008-06-20",6.94
"371","2008-06-23",6.73
"372","2008-06-24",6.69
"373","2008-06-25",6.45
"374","2008-06-26",6.1
"375","2008-06-27",5.75
"376","2008-06-30",5.66
"377","2008-07-01",5.72
"378","2008-07-02",5.34
"379","2008-07-03",5.39
"380","2008-07-07",5.18
"381","2008-07-08",5.12
"382","2008-07-09",5.24
"383","2008-07-10",5.19
"384","2008-07-11",5.18
"385","2008-07-14",5.31
"386","2008-07-15",5.19
"387","2008-07-16",5.35
"388","2008-07-17",5.3
"389","2008-07-18",5.63
"390","2008-07-21",5.55
"391","2008-07-22",5.35
"392","2008-07-23",5.55
"393","2008-07-24",5.47
"394","2008-07-25",5.34
"395","2008-07-28",5.62
"396","2008-07-29",5.65
"397","2008-07-30",5.8
"398","2008-07-31",5.88
"399","2008-08-01",5.86
"400","2008-08-04",5.67
"401","2008-08-05",5.36
"402","2008-08-06",5.39
"403","2008-08-07",5.37
"404","2008-08-08",5.3
"405","2008-08-11",5.16
"406","2008-08-12",5.07
"407","2008-08-13",5.07
"408","2008-08-14",5.01
"409","2008-08-15",5
"410","2008-08-18",4.99
"411","2008-08-19",4.96
"412","2008-08-20",4.91
"413","2008-08-21",4.92
"414","2008-08-22",4.72
"415","2008-08-25",4.59
"416","2008-08-26",4.62
"417","2008-08-27",4.57
"418","2008-08-28",4.6
"419","2008-08-29",4.64
"420","2008-09-02",4.51
"421","2008-09-03",4.46
"422","2008-09-04",4.43
"423","2008-09-05",4.35
"424","2008-09-08",4.29
"425","2008-09-09",4.2
"426","2008-09-10",4.23
"427","2008-09-11",4.22
"428","2008-09-12",4.24
"429","2008-09-15",4
"430","2008-09-16",4
"431","2008-09-17",3.93
"432","2008-09-18",3.85
"433","2008-09-19",4.01
"434","2008-09-22",3.98
"435","2008-09-23",3.95
"436","2008-09-24",3.79
"437","2008-09-25",3.78
"438","2008-09-26",3.69
"439","2008-09-29",3.45
"440","2008-09-30",3.46
"441","2008-10-01",3.41
"442","2008-10-02",3.32
"443","2008-10-03",3.21
"444","2008-10-06",3.05
"445","2008-10-07",2.4
"446","2008-10-08",2.32
"447","2008-10-09",2.43
"448","2008-10-10",3.02
"449","2008-10-13",3.37
"450","2008-10-14",3.2
"451","2008-10-15",2.86
"452","2008-10-16",3
"453","2008-10-17",3.02
"454","2008-10-20",2.98
"455","2008-10-21",2.96
"456","2008-10-22",2.84
"457","2008-10-23",2.61
"458","2008-10-24",2.66
"459","2008-10-27",2.86
"460","2008-10-28",2.93
"461","2008-10-29",2.85
"462","2008-10-30",3
"463","2008-10-31",3.01
"464","2008-11-03",2.99
"465","2008-11-04",2.94
"466","2008-11-05",2.9
"467","2008-11-06",2.8
"468","2008-11-07",2.8
"469","2008-11-10",2.76
"470","2008-11-11",2.67
"471","2008-11-12",2.16
"472","2008-11-13",2.06
"473","2008-11-14",2.16
"474","2008-11-17",2.18
"475","2008-11-18",2.16
"476","2008-11-19",2
"477","2008-11-20",1.95
"478","2008-11-21",1.92
"479","2008-11-24",2
"480","2008-11-25",2
"481","2008-11-26",2.08
"482","2008-11-28",2.05
"483","2008-12-01",2.02
"484","2008-12-02",2.04
"485","2008-12-03",2.06
"486","2008-12-04",1.95
"487","2008-12-05",1.97
"488","2008-12-08",1.98
"489","2008-12-09",1.74
"490","2008-12-10",1.63
"491","2008-12-11",1.42
"492","2008-12-12",1.26
"493","2008-12-15",1.19
"494","2008-12-16",1.28
"495","2008-12-17",1.4
"496","2008-12-18",1.36
"497","2008-12-19",1.35
"498","2008-12-22",1.39
"499","2008-12-23",1.35
"500","2008-12-24",1.34
"501","2008-12-26",1.35
"502","2008-12-29",1.34
"503","2008-12-30",1.31
"504","2008-12-31",1.34
"505","2009-01-02",1.42
"506","2009-01-05",1.49
"507","2009-01-06",1.55
"508","2009-01-07",1.6
"509","2009-01-08",1.59
"510","2009-01-09",1.62
"511","2009-01-12",1.51
"512","2009-01-13",1.58
"513","2009-01-14",1.69
"514","2009-01-15",1.63
"515","2009-01-16",1.65
"516","2009-01-20",1.67
"517","2009-01-21",1.67
"518","2009-01-22",1.67
"519","2009-01-23",1.79
"520","2009-01-26",1.75
"521","2009-01-27",1.75
"522","2009-01-28",1.75
"523","2009-01-29",1.71
"524","2009-01-30",1.7
"525","2009-02-02",1.65
"526","2009-02-03",1.6
"527","2009-02-04",1.55
"528","2009-02-05",1.59
"529","2009-02-06",1.66
"530","2009-02-09",1.72
"531","2009-02-10",1.71
"532","2009-02-11",1.7
"533","2009-02-12",1.7
"534","2009-02-13",1.72
"535","2009-02-17",1.8
"536","2009-02-18",1.73
"537","2009-02-19",1.7
"538","2009-02-20",1.68
"539","2009-02-23",1.66
"540","2009-02-24",1.63
"541","2009-02-25",1.56
"542","2009-02-26",1.55
"543","2009-02-27",1.58
"544","2009-03-02",1.59
"545","2009-03-03",1.61
"546","2009-03-04",1.55
"547","2009-03-05",1.52
"548","2009-03-06",1.5
"549","2009-03-09",1.38
"550","2009-03-10",1.36
"551","2009-03-11",1.4
"552","2009-03-12",1.42
"553","2009-03-13",1.45
"554","2009-03-16",1.67
"555","2009-03-17",1.65
"556","2009-03-18",1.65
"557","2009-03-19",1.6
"558","2009-03-20",1.65
"559","2009-03-23",1.62
"560","2009-03-24",1.66
"561","2009-03-25",1.64
"562","2009-03-26",1.69
"563","2009-03-27",1.72
"564","2009-03-30",1.74
"565","2009-03-31",1.77
"566","2009-04-01",1.77
"567","2009-04-02",1.91
"568","2009-04-03",2.12
"569","2009-04-06",2.23
"570","2009-04-07",2.1
"571","2009-04-08",2.09
"572","2009-04-09",2.26
"573","2009-04-13",2.3
"574","2009-04-14",2.25
"575","2009-04-15",2.28
"576","2009-04-16",2.29
"577","2009-04-17",2.28
"578","2009-04-20",2.24
"579","2009-04-21",2.23
"580","2009-04-22",2.25
"581","2009-04-23",2.24
"582","2009-04-24",2.49
"583","2009-04-27",2.4
"584","2009-04-28",2.35
"585","2009-04-29",2.41
"586","2009-04-30",2.44
"587","2009-05-01",2.42
"588","2009-05-04",2.44
"589","2009-05-05",2.44
"590","2009-05-06",2.47
"591","2009-05-07",2.48
"592","2009-05-08",2.45
"593","2009-05-11",2.45
"594","2009-05-12",2.41
"595","2009-05-13",2.4
"596","2009-05-14",2.42
"597","2009-05-15",2.4
"598","2009-05-18",2.42
"599","2009-05-19",2.52
"600","2009-05-20",2.49
"601","2009-05-21",2.4
"602","2009-05-22",2.51
"603","2009-05-26",2.53
"604","2009-05-27",2.46
"605","2009-05-28",2.47
"606","2009-05-29",2.54
"607","2009-06-01",3.11
"608","2009-06-02",3.18
"609","2009-06-03",3.28
"610","2009-06-04",3.25
"611","2009-06-05",3.26
"612","2009-06-08",3.36
"613","2009-06-09",3.36
"614","2009-06-10",3.27
"615","2009-06-11",3.48
"616","2009-06-12",3.4
"617","2009-06-15",3.42
"618","2009-06-16",3.4
"619","2009-06-17",3.4
"620","2009-06-18",3.39
"621","2009-06-19",3.59
"622","2009-06-22",3.33
"623","2009-06-23",3.33
"624","2009-06-24",3.35
"625","2009-06-25",3.43
"626","2009-06-26",3.42
"627","2009-06-29",3.4
"628","2009-06-30",3.37
"629","2009-07-01",3.3
"630","2009-07-02",3.4
"631","2009-07-06",3.48
"632","2009-07-07",3.43
"633","2009-07-08",3.79
"634","2009-07-09",3.71
"635","2009-07-10",3.71
"636","2009-07-13",3.82
"637","2009-07-14",3.31
"638","2009-07-15",3.4
"639","2009-07-16",3.18
"640","2009-07-17",3.33
"641","2009-07-20",3.26
"642","2009-07-21",3.29
"643","2009-07-22",3.41
"644","2009-07-23",3.39
"645","2009-07-24",3.33
"646","2009-07-27",3.33
"647","2009-07-28",3.35
"648","2009-07-29",3.35
"649","2009-07-30",3.33
"650","2009-07-31",3.38
"651","2009-08-03",3.54
"652","2009-08-04",3.42
"653","2009-08-05",3.61
"654","2009-08-06",3.69
"655","2009-08-07",3.93
"656","2009-08-10",3.97
"657","2009-08-11",3.93
"658","2009-08-12",3.99
"659","2009-08-13",4
"660","2009-08-14",4.06
"661","2009-08-17",4.01
"662","2009-08-18",4.01
"663","2009-08-19",3.96
"664","2009-08-20",4
"665","2009-08-21",3.96
"666","2009-08-24",4.11
"667","2009-08-25",3.93
"668","2009-08-26",4.08
"669","2009-08-27",4.07
"670","2009-08-28",4.14
"671","2009-08-31",4.06
"672","2009-09-01",4.07
"673","2009-09-02",4
"674","2009-09-03",4.02
"675","2009-09-04",4
"676","2009-09-08",3.94
"677","2009-09-09",3.92
"678","2009-09-10",3.5
"679","2009-09-11",3.42
"680","2009-09-14",3.35
"681","2009-09-15",3.46
"682","2009-09-16",3.47
"683","2009-09-17",3.55
"684","2009-09-18",3.5
"685","2009-09-21",3.47
"686","2009-09-22",3.5
"687","2009-09-23",3.79
"688","2009-09-24",3.65
"689","2009-09-25",3.8
"690","2009-09-28",3.92
"691","2009-09-29",3.82
"692","2009-09-30",3.85
"693","2009-10-01",3.84
"694","2009-10-02",3.73
"695","2009-10-05",3.8
"696","2009-10-06",3.79
"697","2009-10-07",3.93
"698","2009-10-08",3.95
"699","2009-10-09",3.96
"700","2009-10-12",4
"701","2009-10-13",4
"702","2009-10-14",4.2
"703","2009-10-15",4.28
"704","2009-10-16",4.38
"705","2009-10-19",4.83
"706","2009-10-20",4.86
"707","2009-10-21",4.74
"708","2009-10-22",4.76
"709","2009-10-23",4.77
"710","2009-10-26",4.48
"711","2009-10-27",4.53
"712","2009-10-28",4.28
"713","2009-10-29",4.56
"714","2009-10-30",4.33
"715","2009-11-02",4.23
"716","2009-11-03",4.18
"717","2009-11-04",4.28
"718","2009-11-05",4.3
"719","2009-11-06",4.3
"720","2009-11-09",4.31
"721","2009-11-10",4.1
"722","2009-11-11",4.11
"723","2009-11-12",4.01
"724","2009-11-13",3.97
"725","2009-11-16",3.99
"726","2009-11-17",3.95
"727","2009-11-18",3.97
"728","2009-11-19",3.83
"729","2009-11-20",3.88
"730","2009-11-23",4.14
"731","2009-11-24",4.04
"732","2009-11-25",4
"733","2009-11-27",3.9
"734","2009-11-30",3.94
"735","2009-12-01",4
"736","2009-12-02",3.98
"737","2009-12-03",4.28
"738","2009-12-04",4.27
"739","2009-12-07",4.39
"740","2009-12-08",4.45
"741","2009-12-09",4.5
"742","2009-12-10",4.33
"743","2009-12-11",4.16
"744","2009-12-14",4.16
"745","2009-12-15",4.14
"746","2009-12-16",4.26
"747","2009-12-17",4.04
"748","2009-12-18",4.09
"749","2009-12-21",4.17
"750","2009-12-22",4.12
"751","2009-12-23",4.07
"752","2009-12-24",4.08
"753","2009-12-28",3.92
"754","2009-12-29",4.01
"755","2009-12-30",4.06
"756","2009-12-31",4.04
"757","2010-01-04",4.03
"758","2010-01-05",4.15
"759","2010-01-06",4.13
"760","2010-01-07",4.16
"761","2010-01-08",4.31
"762","2010-01-11",4.13
"763","2010-01-12",4.15
"764","2010-01-13",4.16
"765","2010-01-14",4.14
"766","2010-01-15",4.08
"767","2010-01-19",4.16
"768","2010-01-20",4.14
"769","2010-01-21",4.13
"770","2010-01-22",4.04
"771","2010-01-25",4.01
"772","2010-01-26",4.03
"773","2010-01-27",4.05
"774","2010-01-28",4.02
"775","2010-01-29",3.96
"776","2010-02-01",3.95
"777","2010-02-02",3.97
"778","2010-02-03",4
"779","2010-02-04",3.91
"780","2010-02-05",3.98
"781","2010-02-08",3.77
"782","2010-02-09",3.77
"783","2010-02-10",3.75
"784","2010-02-11",3.82
"785","2010-02-12",4
"786","2010-02-16",4.16
"787","2010-02-17",4.03
"788","2010-02-18",4.03
"789","2010-02-19",4.01
"790","2010-02-22",3.99
"791","2010-02-23",4.03
"792","2010-02-24",4.1
"793","2010-02-25",4.04
"794","2010-02-26",4.07
"795","2010-03-01",4.13
"796","2010-03-02",3.9
"797","2010-03-03",3.8
"798","2010-03-04",3.88
"799","2010-03-05",3.91
"800","2010-03-08",3.89
"801","2010-03-09",3.74
"802","2010-03-10",3.78
"803","2010-03-11",3.79
"804","2010-03-12",3.95
"805","2010-03-15",3.94
"806","2010-03-16",3.99
"807","2010-03-17",3.96
"808","2010-03-18",3.95
"809","2010-03-19",3.79
"810","2010-03-22",3.93
"811","2010-03-23",3.98
"812","2010-03-24",3.98
"813","2010-03-25",3.95
"814","2010-03-26",4
"815","2010-03-29",4.15
"816","2010-03-30",4.19
"817","2010-03-31",4.2
"818","2010-04-01",4.22
"819","2010-04-05",4.4
"820","2010-04-06",4.49
"821","2010-04-07",4.72
"822","2010-04-08",5.01
"823","2010-04-09",5.1
"824","2010-04-12",5.2
"825","2010-04-13",5.31
"826","2010-04-14",5.12
"827","2010-04-15",5.24
"828","2010-04-16",5.08
"829","2010-04-19",5.08
"830","2010-04-20",4.99
"831","2010-04-21",5.14
"832","2010-04-22",5.08
"833","2010-04-23",5.02
"834","2010-04-26",4.93
"835","2010-04-27",4.88
"836","2010-04-28",4.87
"837","2010-04-29",4.81
"838","2010-04-30",4.84
"839","2010-05-03",4.9
"840","2010-05-04",4.91
"841","2010-05-05",4.92
"842","2010-05-06",4.97
"843","2010-05-07",4.6
"844","2010-05-10",4.61
"845","2010-05-11",4.5
"846","2010-05-12",4.59
"847","2010-05-13",4.72
"848","2010-05-14",4.8
"849","2010-05-17",4.65
"850","2010-05-18",4.55
"851","2010-05-19",4.29
"852","2010-05-20",4.16
"853","2010-05-21",4.13
"854","2010-05-24",4.35
"855","2010-05-25",4.12
"856","2010-05-26",4.3
"857","2010-05-27",4.24
"858","2010-05-28",4.26
"859","2010-06-01",4.02
"860","2010-06-02",4.13
"861","2010-06-03",4.01
"862","2010-06-04",3.81
"863","2010-06-07",3.7
"864","2010-06-08",3.69
"865","2010-06-09",3.75
"866","2010-06-10",3.89
"867","2010-06-11",3.87
"868","2010-06-14",3.7
"869","2010-06-15",3.72
"870","2010-06-16",3.91
"871","2010-06-17",4.01
"872","2010-06-18",4.01
"873","2010-06-21",4.05
"874","2010-06-22",4.07
"875","2010-06-23",3.97
"876","2010-06-24",3.79
"877","2010-06-25",3.75
"878","2010-06-28",3.73
"879","2010-06-29",3.79
"880","2010-06-30",3.72
"881","2010-07-01",3.66
"882","2010-07-02",3.6
"883","2010-07-06",3.55
"884","2010-07-07",3.51
"885","2010-07-08",3.44
"886","2010-07-09",3.44
"887","2010-07-12",3.35
"888","2010-07-13",3.31
"889","2010-07-14",3.37
"890","2010-07-15",3.44
"891","2010-07-16",3.6
"892","2010-07-19",3.56
"893","2010-07-20",3.55
"894","2010-07-21",3.66
"895","2010-07-22",3.63
"896","2010-07-23",3.67
"897","2010-07-26",3.66
"898","2010-07-27",3.62
"899","2010-07-28",3.67
"900","2010-07-29",3.72
"901","2010-07-30",3.73
"902","2010-08-02",3.74
"903","2010-08-03",3.78
"904","2010-08-04",3.8
"905","2010-08-05",3.8
"906","2010-08-06",3.77
"907","2010-08-09",3.65
"908","2010-08-10",3.64
"909","2010-08-11",3.49
"910","2010-08-12",3.48
"911","2010-08-13",3.69
"912","2010-08-16",3.7
"913","2010-08-17",3.51
"914","2010-08-18",3.4
"915","2010-08-19",3.55
"916","2010-08-20",3.45
"917","2010-08-23",3.41
"918","2010-08-24",3.45
"919","2010-08-25",3.35
"920","2010-08-26",3.29
"921","2010-08-27",3.21
"922","2010-08-30",3.25
"923","2010-08-31",3.37
"924","2010-09-01",3.27
"925","2010-09-02",3.38
"926","2010-09-03",3.31
"927","2010-09-07",3.35
"928","2010-09-08",3.35
"929","2010-09-09",3.22
"930","2010-09-10",3.08
"931","2010-09-13",3.1
"932","2010-09-14",3.03
"933","2010-09-15",3
"934","2010-09-16",2.96
"935","2010-09-17",3
"936","2010-09-20",3.05
"937","2010-09-21",3.05
"938","2010-09-22",3.05
"939","2010-09-23",3.17
"940","2010-09-24",3.24
"941","2010-09-27",3.06
"942","2010-09-28",2.96
"943","2010-09-29",2.99
"944","2010-09-30",2.93
"945","2010-10-01",3.08
"946","2010-10-04",3.24
"947","2010-10-05",3.17
"948","2010-10-06",3.18
"949","2010-10-07",3.13
"950","2010-10-08",3.22
"951","2010-10-11",3.32
"952","2010-10-12",3.29
"953","2010-10-13",3.28
"954","2010-10-14",3.18
"955","2010-10-15",3.18
"956","2010-10-18",3.25
"957","2010-10-19",3.1
"958","2010-10-20",3.13
"959","2010-10-21",3.14
"960","2010-10-22",3.15
"961","2010-10-25",3.21
"962","2010-10-26",3.17
"963","2010-10-27",3.2
"964","2010-10-28",3.17
"965","2010-10-29",3.2
"966","2010-11-01",3.17
"967","2010-11-02",3.37
"968","2010-11-03",3.47
"969","2010-11-04",3.52
"970","2010-11-05",3.52
"971","2010-11-08",3.52
"972","2010-11-09",3.59
"973","2010-11-10",3.45
"974","2010-11-11",3.39
"975","2010-11-12",3.2
"976","2010-11-15",3.15
"977","2010-11-16",2.99
"978","2010-11-17",3
"979","2010-11-18",3.01
"980","2010-11-19",3.15
"981","2010-11-22",3.18
"982","2010-11-23",3.2
"983","2010-11-24",3.6
"984","2010-11-26",3.55
"985","2010-11-29",3.31
"986","2010-11-30",3.22
"987","2010-12-01",3.16
"988","2010-12-02",3.15
"989","2010-12-03",3.19
"990","2010-12-06",3.24
"991","2010-12-07",3.17
"992","2010-12-08",3.2
"993","2010-12-09",3.62
"994","2010-12-10",3.53
"995","2010-12-13",3.43
"996","2010-12-14",3.61
"997","2010-12-15",3.5
"998","2010-12-16",3.5
"999","2010-12-17",3.5
"1000","2010-12-20",3.36
"1001","2010-12-21",3.28
"1002","2010-12-22",3.26
"1003","2010-12-23",3.21
