"","date","CCRC"
"247","2016-12-12",15.91
"248","2016-12-13",15.56
"249","2016-12-14",15.92
"250","2016-12-15",16.209999
"251","2016-12-16",15.85
"252","2016-12-19",16.530001
"253","2016-12-20",17.030001
"254","2016-12-21",17.9
"255","2016-12-22",18.040001
"256","2016-12-23",18.02
"257","2016-12-27",16.34
"258","2016-12-28",16.620001
"259","2016-12-29",16.440001
"260","2016-12-30",17.209999
"261","2017-01-03",17.93
"262","2017-01-04",18.950001
"263","2017-01-05",18.76
"264","2017-01-06",18.799999
"265","2017-01-09",18.370001
"266","2017-01-10",18.440001
"267","2017-01-11",18.139999
"268","2017-01-12",17.17
"269","2017-01-13",17.9
"270","2017-01-17",17.620001
"271","2017-01-18",17.91
"272","2017-01-19",17.969999
"273","2017-01-20",17.67
"274","2017-01-23",17.77
"275","2017-01-24",18.24
"276","2017-01-25",18.91
"277","2017-01-26",19.17
"278","2017-01-27",19.02
"279","2017-01-30",18.07
"280","2017-01-31",17.77
"281","2017-02-01",18.27
"282","2017-02-02",13.8
"283","2017-02-03",12.5
"284","2017-02-06",12.39
"285","2017-02-07",12.48
"286","2017-02-08",12.22
"287","2017-02-09",12.19
"288","2017-02-10",12.81
"289","2017-02-13",13
"290","2017-02-14",13.03
"291","2017-02-15",13.41
"292","2017-02-16",14
"293","2017-02-17",13.4
"294","2017-02-21",13.38
"295","2017-02-22",13.58
"296","2017-02-23",13.55
"297","2017-02-24",13.26
"298","2017-02-27",13.54
"299","2017-02-28",12.5
"300","2017-03-01",13.1
"301","2017-03-02",13.15
"302","2017-03-03",13.02
"303","2017-03-06",13.14
"304","2017-03-07",12.78
"305","2017-03-08",12.44
"306","2017-03-09",12.35
"307","2017-03-10",13.52
"308","2017-03-13",13.54
"309","2017-03-14",12.91
"310","2017-03-15",13.59
"311","2017-03-16",13.84
"312","2017-03-17",13.33
"313","2017-03-20",13.83
"314","2017-03-21",12.99
"315","2017-03-22",13.29
"316","2017-03-23",13.6
"317","2017-03-24",13.92
"318","2017-03-27",13.38
"319","2017-03-28",14.16
"320","2017-03-29",13.7
"321","2017-03-30",13.25
"322","2017-03-31",13.63
"323","2017-04-03",13
"324","2017-04-04",13.26
"325","2017-04-05",13.17
"326","2017-04-06",13.71
"327","2017-04-07",13.45
"328","2017-04-10",13.58
"329","2017-04-11",13.63
"330","2017-04-12",13.53
"331","2017-04-13",13.12
"332","2017-04-17",13.24
"333","2017-04-18",13.42
"334","2017-04-19",13.6
"335","2017-04-20",14.46
"336","2017-04-21",14.48
"337","2017-04-24",14.79
"338","2017-04-25",15.29
"339","2017-04-26",15.42
"340","2017-04-27",14.66
"341","2017-04-28",14.94
"342","2017-05-01",14.68
"343","2017-05-02",15.36
"344","2017-05-03",14.46
"345","2017-05-04",13.98
"346","2017-05-05",14.92
"347","2017-05-08",14.67
"348","2017-05-09",15.4
"349","2017-05-10",15.5
"350","2017-05-11",15.78
"351","2017-05-12",15.81
"352","2017-05-15",16.709999
"353","2017-05-16",16.16
"354","2017-05-17",15.9
"355","2017-05-18",16.17
"356","2017-05-19",16
"357","2017-05-22",17.5
"358","2017-05-23",16.66
"359","2017-05-24",15.68
"360","2017-05-25",15.6
"361","2017-05-26",16.110001
"362","2017-05-30",15.54
"363","2017-05-31",15.92
"364","2017-06-01",16.59
"365","2017-06-02",16.299999
"366","2017-06-05",16.055
"367","2017-06-06",15.89
"368","2017-06-07",16.299999
"369","2017-06-08",16.190001
"370","2017-06-09",14.85
"371","2017-06-12",14.88
"372","2017-06-13",16.639999
"373","2017-06-14",14.83
"374","2017-06-15",15.57
"375","2017-06-16",15.09
"376","2017-06-19",15.93
"377","2017-06-20",15.73
"378","2017-06-21",16.040001
"379","2017-06-22",15.6
"380","2017-06-23",16.370001
"381","2017-06-26",15.89
"382","2017-06-27",15.19
"383","2017-06-28",16.120001
"384","2017-06-29",14.73
"385","2017-06-30",14.28
"386","2017-07-03",14.37
"387","2017-07-05",13.13
"388","2017-07-06",12.99
"389","2017-07-07",13.65
"390","2017-07-10",13.64
"391","2017-07-11",13.85
"392","2017-07-12",14.63
"393","2017-07-13",14.29
"394","2017-07-14",14.51
"395","2017-07-17",14.56
"396","2017-07-18",15.23
"397","2017-07-19",15.19
"398","2017-07-20",15.6
"399","2017-07-21",14.6
"400","2017-07-24",15.11
"401","2017-07-25",14.94
"402","2017-07-26",14.54
"403","2017-07-27",14.88
"404","2017-07-28",14.9
"405","2017-07-31",14.67
"406","2017-08-01",14.4
"407","2017-08-02",13.91
"408","2017-08-03",14.35
"409","2017-08-04",14.61
"410","2017-08-07",15.24
"411","2017-08-08",14.72
"412","2017-08-09",14.96
"413","2017-08-10",14.39
"414","2017-08-11",14.95
"415","2017-08-14",16.940001
"416","2017-08-15",16.280001
"417","2017-08-16",16.219999
"418","2017-08-17",15.32
"419","2017-08-18",15.66
"420","2017-08-21",16.91
"421","2017-08-22",16.110001
"422","2017-08-23",16.870001
"423","2017-08-24",16.58
"424","2017-08-25",17
"425","2017-08-28",15.98
"426","2017-08-29",16.219999
"427","2017-08-30",16.129999
"428","2017-08-31",15.83
"429","2017-09-01",15.99
"430","2017-09-05",15.78
"431","2017-09-06",15.47
"432","2017-09-07",15.34
"433","2017-09-08",15.67
"434","2017-09-11",16.370001
"435","2017-09-12",16.67
"436","2017-09-13",16.379999
"437","2017-09-14",16.5
"438","2017-09-15",16.309999
"439","2017-09-18",16.709999
"440","2017-09-19",16.77
"441","2017-09-20",16.58
"442","2017-09-21",16.66
"443","2017-09-22",16.959999
"444","2017-09-25",16.629999
"445","2017-09-26",16.790001
"446","2017-09-27",17.049999
"447","2017-09-28",16.74
"448","2017-09-29",16.83
"449","2017-10-02",16.629999
"450","2017-10-03",16.52
"451","2017-10-04",16.07
"452","2017-10-05",16.129999
"453","2017-10-06",16.040001
"454","2017-10-09",15.57
"455","2017-10-10",15.01
"456","2017-10-11",13.89
"457","2017-10-12",13.09
"458","2017-10-13",12.72
"459","2017-10-16",12.64
"460","2017-10-17",12.52
"461","2017-10-18",12.33
"462","2017-10-19",12.15
"463","2017-10-20",12.28
"464","2017-10-23",12.29
"465","2017-10-24",12.21
"466","2017-10-25",12.29
"467","2017-10-26",12.42
"468","2017-10-27",12.47
"469","2017-10-30",12.51
"470","2017-10-31",12.49
"471","2017-11-01",12.37
"472","2017-11-02",12.45
"473","2017-11-03",12.64
"474","2017-11-06",12.96
"475","2017-11-07",13.42
"476","2017-11-08",13.48
"477","2017-11-09",13.55
"478","2017-11-10",14.06
"479","2017-11-13",13.86
"480","2017-11-14",14.04
"481","2017-11-15",13.92
"482","2017-11-16",14.03
"483","2017-11-17",13.84
"484","2017-11-20",13.98
"485","2017-11-21",14.02
"486","2017-11-22",14.36
"487","2017-11-24",14.81
"488","2017-11-27",14.79
"489","2017-11-28",15.1
"490","2017-11-29",14.68
"491","2017-11-30",15.42
"492","2017-12-01",14.18
"493","2017-12-04",14.44
"494","2017-12-05",14.57
"495","2017-12-06",15.33
"496","2017-12-07",15.71
"497","2017-12-08",16.700001
"498","2017-12-11",17.27
"499","2017-12-12",17.07
"500","2017-12-13",16.719999
"501","2017-12-14",17.200001
"502","2017-12-15",17.85
"503","2017-12-18",17.450001
"504","2017-12-19",17.59
"505","2017-12-20",17.76
"506","2017-12-21",17.99
"507","2017-12-22",17.120001
"508","2017-12-26",17.629999
"509","2017-12-27",17.620001
"510","2017-12-28",17.57
"511","2017-12-29",17.049999
"512","2018-01-02",17.700001
"513","2018-01-03",18.790001
"514","2018-01-04",19.43
"515","2018-01-05",19.25
"516","2018-01-08",19.440001
"517","2018-01-09",20.83
"518","2018-01-10",20.41
"519","2018-01-11",20.440001
"520","2018-01-12",20.5
"521","2018-01-16",20.48
"522","2018-01-17",20.82
"523","2018-01-18",21.280001
"524","2018-01-19",21.4
"525","2018-01-22",22.82
"526","2018-01-23",20.299999
"527","2018-01-24",20.5
"528","2018-01-25",17.209999
"529","2018-01-26",17.639999
"530","2018-01-29",16.99
"531","2018-01-30",14.89
"532","2018-01-31",14.72
"533","2018-02-01",14.02
"534","2018-02-02",13.65
"535","2018-02-05",12.74
"536","2018-02-06",12.66
"537","2018-02-07",12.43
"538","2018-02-08",12.38
"539","2018-02-09",12.6
"540","2018-02-12",12.53
"541","2018-02-13",11.91
"542","2018-02-14",11.96
"543","2018-02-15",12.2
"544","2018-02-16",12.2
"545","2018-02-20",12.4
"546","2018-02-21",12.3
"547","2018-02-22",12.42
"548","2018-02-23",12.36
"549","2018-02-26",12.49
"550","2018-02-27",12.75
"551","2018-02-28",12.38
"552","2018-03-01",12.13
"553","2018-03-02",12.62
"554","2018-03-05",12.79
"555","2018-03-06",13.85
"556","2018-03-07",14.28
"557","2018-03-08",13.79
"558","2018-03-09",13.15
"559","2018-03-12",15.26
"560","2018-03-13",13.55
"561","2018-03-14",14.57
"562","2018-03-15",14.65
"563","2018-03-16",13.61
"564","2018-03-19",14.06
"565","2018-03-20",13.77
"566","2018-03-21",13.5
"567","2018-03-22",14.12
"568","2018-03-23",14.88
"569","2018-03-26",16.049999
"570","2018-03-27",14.96
"571","2018-03-28",14.21
"572","2018-03-29",15.17
"573","2018-04-02",15.11
"574","2018-04-03",15.09
"575","2018-04-04",16.129999
"576","2018-04-05",15.15
"577","2018-04-06",15.11
"578","2018-04-09",15.89
"579","2018-04-10",15.07
"580","2018-04-11",15.01
"581","2018-04-12",15.01
"582","2018-04-13",15
"583","2018-04-16",14.24
"584","2018-04-17",15.26
"585","2018-04-18",15.65
"586","2018-04-19",16.549999
"587","2018-04-20",14.94
"588","2018-04-23",15.76
"589","2018-04-24",15.7
"590","2018-04-25",18.639999
"591","2018-04-26",17.52
"592","2018-04-27",16.559999
"593","2018-04-30",17.040001
"594","2018-05-01",17.07
"595","2018-05-02",18.23
"596","2018-05-03",17.280001
"597","2018-05-04",17.129999
"598","2018-05-07",17.1
"599","2018-05-08",17.129999
"600","2018-05-09",17.110001
"601","2018-05-10",16.82
"602","2018-05-11",17
"603","2018-05-14",17.139999
"604","2018-05-15",17.139999
"605","2018-05-16",18.08
"606","2018-05-17",18.469999
"607","2018-05-18",17.74
"608","2018-05-21",17.120001
"609","2018-05-22",16.25
"610","2018-05-23",15.62
"611","2018-05-24",15.6
"612","2018-05-25",15.58
"613","2018-05-29",15.62
"614","2018-05-30",15.49
"615","2018-05-31",19.860001
"616","2018-06-01",17.559999
"617","2018-06-04",17.68
"618","2018-06-05",17.629999
"619","2018-06-06",17.540001
"620","2018-06-07",17.74
"621","2018-06-08",18.040001
"622","2018-06-11",18.120001
"623","2018-06-12",18.700001
"624","2018-06-13",18.83
"625","2018-06-14",18.92
"626","2018-06-15",19.059999
"627","2018-06-18",19.889999
"628","2018-06-19",20.68
"629","2018-06-20",21.25
"630","2018-06-21",21.83
"631","2018-06-22",24.6
"632","2018-06-25",25.5
"633","2018-06-26",28.25
"634","2018-06-27",29.33
"635","2018-06-28",33.77
"636","2018-06-29",22.59
"637","2018-07-02",19.870001
"638","2018-07-03",19.76
"639","2018-07-05",19.879999
"640","2018-07-06",19.139999
"641","2018-07-09",18.75
"642","2018-07-10",18.139999
"643","2018-07-11",17.139999
"644","2018-07-12",16.885
"645","2018-07-13",15.89
"646","2018-07-16",14.24
"647","2018-07-17",11.28
"648","2018-07-18",8.79
"649","2018-07-19",9.04
"650","2018-07-20",8.61
"651","2018-07-23",8.76
"652","2018-07-24",8.97
"653","2018-07-25",8.6
"654","2018-07-26",8.92
"655","2018-07-27",8.09
"656","2018-07-30",8.44
"657","2018-07-31",8.51
"658","2018-08-01",8.68
"659","2018-08-02",8.81
"660","2018-08-03",9.2
"661","2018-08-06",8.66
"662","2018-08-07",8.67
"663","2018-08-08",8.36
"664","2018-08-09",8.52
"665","2018-08-10",8.6
"666","2018-08-13",8.35
"667","2018-08-14",8.39
"668","2018-08-15",8.13
"669","2018-08-16",8.28
"670","2018-08-17",8.54
"671","2018-08-20",8.65
"672","2018-08-21",8.85
"673","2018-08-22",9.2
"674","2018-08-23",9.7
"675","2018-08-24",9.86
"676","2018-08-27",9.97
"677","2018-08-28",9.78
"678","2018-08-29",9.78
"679","2018-08-30",9.15
"680","2018-08-31",9.76
"681","2018-09-04",9.86
"682","2018-09-05",9.61
"683","2018-09-06",9.74
"684","2018-09-07",9.88
"685","2018-09-10",9.6
"686","2018-09-11",9.65
"687","2018-09-12",9.35
"688","2018-09-13",9.57
"689","2018-09-14",9.55
"690","2018-09-17",9.39
"691","2018-09-18",9.51
"692","2018-09-19",9.92
"693","2018-09-20",9.81
"694","2018-09-21",10.4
"695","2018-09-24",10.61
"696","2018-09-25",10.93
"697","2018-09-26",11.66
"698","2018-09-27",12.63
"699","2018-09-28",13.88
"700","2018-10-01",12.98
"701","2018-10-02",12.845
"702","2018-10-03",13.18
"703","2018-10-04",12.95
"704","2018-10-05",13.22
"705","2018-10-08",13.115
"706","2018-10-09",14.04
"707","2018-10-10",13.54
"708","2018-10-11",13.12
"709","2018-10-12",11.79
"710","2018-10-15",11.61
"711","2018-10-16",11.98
"712","2018-10-17",10.49
"713","2018-10-18",11.48
"714","2018-10-19",11.503
"715","2018-10-22",11.64
"716","2018-10-23",11.5
"717","2018-10-24",11.25
"718","2018-10-25",11.38
"719","2018-10-26",11.41
"720","2018-10-29",12.67
"721","2018-10-30",12.03
"722","2018-10-31",11.83
"723","2018-11-01",12.21
"724","2018-11-02",11.89
"725","2018-11-05",11.42
"726","2018-11-06",10.05
"727","2018-11-07",9.83
"728","2018-11-08",9.92
"729","2018-11-09",10.16
"730","2018-11-12",11.09
"731","2018-11-13",11.88
"732","2018-11-14",12.39
"733","2018-11-15",12.41
"734","2018-11-16",12.38
"735","2018-11-19",12.7
"736","2018-11-20",12.4
"737","2018-11-21",12.21
"738","2018-11-23",12.2
"739","2018-11-26",12.37
"740","2018-11-27",12.38
"741","2018-11-28",12.69
"742","2018-11-29",12.66
"743","2018-11-30",13.01
"744","2018-12-03",13.15
"745","2018-12-04",13.24
"746","2018-12-06",13.42
"747","2018-12-07",13.08
"748","2018-12-10",12.153
"749","2018-12-11",12.43
"750","2018-12-12",12.32
"751","2018-12-13",12.12
"752","2018-12-14",12
"753","2018-12-17",11.9
"754","2018-12-18",11.7
"755","2018-12-19",11.21
"756","2018-12-20",11.16
"757","2018-12-21",11.21
"758","2018-12-24",11.23
"759","2018-12-26",13.07
"760","2018-12-27",13
"761","2018-12-28",13.31
"762","2018-12-31",13.01
"763","2019-01-02",13.01
"764","2019-01-03",12.15
"765","2019-01-04",12.845
"766","2019-01-07",11.49
"767","2019-01-08",11.37
"768","2019-01-09",11.31
"769","2019-01-10",11.41
"770","2019-01-11",11.4
"771","2019-01-14",11.36
"772","2019-01-15",11.79
"773","2019-01-16",11.77
"774","2019-01-17",11.84
"775","2019-01-18",11.95
"776","2019-01-22",11.59
"777","2019-01-23",11.45
"778","2019-01-24",11.3
"779","2019-01-25",11.24
"780","2019-01-28",11.21
"781","2019-01-29",11.23
"782","2019-01-30",11.1
"783","2019-01-31",11.36
"784","2019-02-01",11.19
"785","2019-02-04",11.4
"786","2019-02-05",11.27
"787","2019-02-06",11.39
"788","2019-02-07",11.3
"789","2019-02-08",10.94
"790","2019-02-11",10.96
"791","2019-02-12",10.17
"792","2019-02-13",10.67
"793","2019-02-14",10.41
"794","2019-02-15",10.49
"795","2019-02-19",10.6
"796","2019-02-20",10.67
"797","2019-02-21",10.782
"798","2019-02-22",10.59
"799","2019-02-25",10.85
"800","2019-02-26",10.71
"801","2019-02-27",10.75
"802","2019-02-28",11.53
"803","2019-03-01",12.51
"804","2019-03-04",11.86
"805","2019-03-05",11.81
"806","2019-03-06",11.63
"807","2019-03-07",11.54
"808","2019-03-08",11.36
"809","2019-03-11",11.7
"810","2019-03-12",11.62
"811","2019-03-13",11.66
"812","2019-03-14",11.78
"813","2019-03-15",11.66
"814","2019-03-18",11.005
"815","2019-03-19",11.13
"816","2019-03-20",11.11
"817","2019-03-21",11.07
"818","2019-03-22",11.01
"819","2019-03-25",11.23
"820","2019-03-26",10.95
"821","2019-03-27",11.28
"822","2019-03-28",11.31
"823","2019-03-29",12.05
"824","2019-04-01",11.53
"825","2019-04-02",11.53
"826","2019-04-03",11.71
"827","2019-04-04",11.96
"828","2019-04-05",11.64
"829","2019-04-08",11.93
"830","2019-04-09",11.81
"831","2019-04-10",12.14
"832","2019-04-11",11.68
"833","2019-04-12",11.96
"834","2019-04-15",11.96
"835","2019-04-16",12.17
"836","2019-04-17",12.05
"837","2019-04-18",12.1
"838","2019-04-22",11.88
"839","2019-04-23",11.6
"840","2019-04-24",11.71
"841","2019-04-25",11.68
"842","2019-04-26",11.65
"843","2019-04-29",11.6
"844","2019-04-30",12.73
"845","2019-05-01",11.73
"846","2019-05-02",11.759
"847","2019-05-03",11.26
"848","2019-05-06",11.22
"849","2019-05-07",11.17
"850","2019-05-08",11.49
"851","2019-05-09",11.01
"852","2019-05-10",11.01
"853","2019-05-13",11.01
"854","2019-05-14",11.04
"855","2019-05-15",11.04
"856","2019-05-16",11.13
"857","2019-05-17",11.44
"858","2019-05-20",11.16
"859","2019-05-21",11.02
"860","2019-05-22",11
"861","2019-05-23",10.8
"862","2019-05-24",10.8
"863","2019-05-28",10.708
"864","2019-05-29",10.7
"865","2019-05-30",10.656
"866","2019-05-31",10.51
"867","2019-06-03",9.75
"868","2019-06-04",10.38
"869","2019-06-05",10.1
"870","2019-06-06",10.1
"871","2019-06-07",9.76
"872","2019-06-10",9.902
"873","2019-06-11",10.27
"874","2019-06-12",10.3
"875","2019-06-13",10.3
"876","2019-06-14",9.83
"877","2019-06-17",10.3
"878","2019-06-18",11.74
"879","2019-06-19",10.3
"880","2019-06-20",10.25
"881","2019-06-21",10.35
"882","2019-06-24",10.98
"883","2019-06-25",10.62
"884","2019-06-26",10.84
"885","2019-06-27",10.85
"886","2019-06-28",10.78
"887","2019-07-01",10.58
"888","2019-07-02",10.145
"889","2019-07-03",9.92
"890","2019-07-05",9.89
"891","2019-07-08",10.03
"892","2019-07-09",9.95
"893","2019-07-10",9.79
"894","2019-07-11",9.79
"895","2019-07-12",9.45
"896","2019-07-15",9.41
"897","2019-07-16",10.94
"898","2019-07-17",10.9
"899","2019-07-18",10.98
"900","2019-07-19",11.07
"901","2019-07-22",11.85
"902","2019-07-23",11.01
"903","2019-07-24",11.42
"904","2019-07-25",11.14
"905","2019-07-26",11.03
"906","2019-07-29",10.88
"907","2019-07-30",10.1
"908","2019-07-31",10.36
"909","2019-08-01",10.17
"910","2019-08-02",10.1
"911","2019-08-05",9.53
"912","2019-08-06",9.93
"913","2019-08-07",8.88
"914","2019-08-08",9.3
"915","2019-08-09",9.78
"916","2019-08-12",9.73
"917","2019-08-13",9.45
"918","2019-08-14",9.42
"919","2019-08-15",9.41
"920","2019-08-16",10.05
"921","2019-08-19",10.15
"922","2019-08-20",9.87
"923","2019-08-21",9.9
"924","2019-08-22",9.74
"925","2019-08-23",9.29
"926","2019-08-26",9.42
"927","2019-08-27",9.45
"928","2019-08-28",9.89
"929","2019-08-29",9.61
"930","2019-08-30",10.17
"931","2019-09-03",10.1
"932","2019-09-04",9
"933","2019-09-05",9.47
"934","2019-09-06",9.08
"935","2019-09-09",9.05
"936","2019-09-10",9.287
"937","2019-09-11",9.13
"938","2019-09-12",9.13
"939","2019-09-13",9.35
"940","2019-09-16",9.76
"941","2019-09-17",9.37
"942","2019-09-18",9.64
"943","2019-09-19",10.23
"944","2019-09-20",10.65
"945","2019-09-23",11.5
"946","2019-09-24",11.27
"947","2019-09-25",12.43
"948","2019-09-26",12.454
"949","2019-09-27",13.56
"950","2019-09-30",15.99
"951","2019-10-01",11.2
"952","2019-10-02",9.34
"953","2019-10-03",9.34
"954","2019-10-04",8.88
"955","2019-10-07",8.9
"956","2019-10-08",9.14
"957","2019-10-09",9.28
"958","2019-10-10",10.21
"959","2019-10-11",9.84
"960","2019-10-14",9.6
"961","2019-10-15",9.86
"962","2019-10-16",9.92
"963","2019-10-17",10.02
"964","2019-10-18",10.02
"965","2019-10-21",10.06
"966","2019-10-22",10.25
"967","2019-10-23",10.19
"968","2019-10-24",10.8
"969","2019-10-25",10.34
"970","2019-10-28",10.62
"971","2019-10-29",10.73
"972","2019-10-30",10.73
"973","2019-10-31",11.65
"974","2019-11-01",10.69
"975","2019-11-04",10.75
"976","2019-11-05",10.55
"977","2019-11-06",10.45
"978","2019-11-07",10.46
"979","2019-11-08",10.11
"980","2019-11-11",10.18
"981","2019-11-12",10.18
"982","2019-11-13",10.45
"983","2019-11-14",10.44
"984","2019-11-15",10.45
"985","2019-11-18",10.39
"986","2019-11-19",10.3
"987","2019-11-20",10.35
"988","2019-11-21",10.52
"989","2019-11-22",10.52
"990","2019-11-25",10.315
"991","2019-11-26",10.315
"992","2019-11-27",10.658
"993","2019-11-29",10.71
