"","date","SNDX"
"998","2020-02-18",10.07
"999","2020-02-19",10.43
"1000","2020-02-20",10.94
"1001","2020-02-21",10.475
"1002","2020-02-24",10.5
"1003","2020-02-25",10.28
"1004","2020-02-26",10.84
"1005","2020-02-27",10.75
"1006","2020-02-28",9.41
"1007","2020-03-02",9.8
"1008","2020-03-03",9.27
"1009","2020-03-04",11.28
"1010","2020-03-05",12
"1011","2020-03-06",12.03
"1012","2020-03-09",11.22
"1013","2020-03-10",11.87
"1014","2020-03-11",11.79
"1015","2020-03-12",8.3
"1016","2020-03-13",9.18
"1017","2020-03-16",7.94
"1018","2020-03-17",7.73
"1019","2020-03-18",7.99
"1020","2020-03-19",8.53
"1021","2020-03-20",8.52
"1022","2020-03-23",9.11
"1023","2020-03-24",10.12
"1024","2020-03-25",10.18
"1025","2020-03-26",9.98
"1026","2020-03-27",9.65
"1027","2020-03-30",10.62
"1028","2020-03-31",10.97
"1029","2020-04-01",9.53
"1030","2020-04-02",9.74
"1031","2020-04-03",8.94
"1032","2020-04-06",9.99
"1033","2020-04-07",9.15
"1034","2020-04-08",9.14
"1035","2020-04-09",10.14
"1036","2020-04-13",9.92
"1037","2020-04-14",11.17
"1038","2020-04-15",10.9
"1039","2020-04-16",10.79
"1040","2020-04-17",10.91
"1041","2020-04-20",10.96
"1042","2020-04-21",10.37
"1043","2020-04-22",11.1
"1044","2020-04-23",12.01
"1045","2020-04-24",11.7
"1046","2020-04-27",11.51
"1047","2020-04-28",19.5
"1048","2020-04-29",18.700001
"1049","2020-04-30",18
"1050","2020-05-01",18.16
"1051","2020-05-04",18.57
"1052","2020-05-05",18.1
"1053","2020-05-06",18.360001
"1054","2020-05-07",18.01
"1055","2020-05-08",18.030001
"1056","2020-05-11",18.469999
"1057","2020-05-12",18.950001
"1058","2020-05-13",18.219999
"1059","2020-05-14",18.52
"1060","2020-05-15",20.98
"1061","2020-05-18",20.73
"1062","2020-05-19",19.1
"1063","2020-05-20",20.174999
"1064","2020-05-21",20.5
"1065","2020-05-22",16
"1066","2020-05-26",15.69
"1067","2020-05-27",16.85
"1068","2020-05-28",16.049999
"1069","2020-05-29",16.200001
"1070","2020-06-01",16.299999
"1071","2020-06-02",16.76
"1072","2020-06-03",16.35
"1073","2020-06-04",16.780001
"1074","2020-06-05",16.889999
"1075","2020-06-08",16.99
"1076","2020-06-09",17.02
"1077","2020-06-10",16.58
"1078","2020-06-11",15.52
"1079","2020-06-12",15.5
"1080","2020-06-15",16.26
"1081","2020-06-16",16.43
"1082","2020-06-17",16.32
"1083","2020-06-18",15.54
"1084","2020-06-19",15.14
"1085","2020-06-22",15.31
"1086","2020-06-23",15.02
"1087","2020-06-24",15.28
"1088","2020-06-25",15.69
"1089","2020-06-26",14.77
"1090","2020-06-29",14.46
"1091","2020-06-30",14.82
"1092","2020-07-01",14.55
"1093","2020-07-02",14.58
"1094","2020-07-06",14.81
"1095","2020-07-07",15.44
"1096","2020-07-08",15.68
"1097","2020-07-09",15.41
"1098","2020-07-10",15.35
"1099","2020-07-13",14.39
"1100","2020-07-14",14.46
"1101","2020-07-15",14.8
"1102","2020-07-16",13.9
"1103","2020-07-17",13.655
"1104","2020-07-20",13.86
"1105","2020-07-21",13.77
"1106","2020-07-22",13.93
"1107","2020-07-23",13.55
"1108","2020-07-24",13.39
"1109","2020-07-27",14.08
"1110","2020-07-28",13.8
"1111","2020-07-29",13.77
"1112","2020-07-30",14.4
"1113","2020-07-31",14.11
"1114","2020-08-03",14.6
"1115","2020-08-04",14.89
"1116","2020-08-05",14.88
"1117","2020-08-06",15
"1118","2020-08-07",15.84
"1119","2020-08-10",15.23
"1120","2020-08-11",14.74
"1121","2020-08-12",15.2
"1122","2020-08-13",15.78
"1123","2020-08-14",15.83
"1124","2020-08-17",16.219999
"1125","2020-08-18",16.860001
"1126","2020-08-19",16.860001
"1127","2020-08-20",16.85
"1128","2020-08-21",16.860001
"1129","2020-08-24",16.709999
"1130","2020-08-25",16.77
"1131","2020-08-26",16.43
"1132","2020-08-27",16.469999
"1133","2020-08-28",16.52
"1134","2020-08-31",16.309999
"1135","2020-09-01",15.78
"1136","2020-09-02",15.87
"1137","2020-09-03",15.59
"1138","2020-09-04",14.98
"1139","2020-09-08",15.06
"1140","2020-09-09",15.94
"1141","2020-09-10",16.09
"1142","2020-09-11",16.1
"1143","2020-09-14",16.91
"1144","2020-09-15",17.48
"1145","2020-09-16",17.48
"1146","2020-09-17",17.059999
"1147","2020-09-18",17.01
"1148","2020-09-21",15.16
"1149","2020-09-22",14.63
"1150","2020-09-23",13.7
"1151","2020-09-24",13.69
"1152","2020-09-25",13.9
"1153","2020-09-28",13.8
"1154","2020-09-29",14.02
"1155","2020-09-30",14.76
"1156","2020-10-01",15.1
"1157","2020-10-02",15.44
"1158","2020-10-05",17.040001
"1159","2020-10-06",16.74
"1160","2020-10-07",17
"1161","2020-10-08",17.1
"1162","2020-10-09",15.83
"1163","2020-10-12",15.45
"1164","2020-10-13",16.129999
"1165","2020-10-14",15.96
"1166","2020-10-15",16.65
"1167","2020-10-16",17.6
"1168","2020-10-19",17.280001
"1169","2020-10-20",16.35
"1170","2020-10-21",15.65
"1171","2020-10-22",15.14
"1172","2020-10-23",16.01
"1173","2020-10-26",16.379999
"1174","2020-10-27",17.84
"1175","2020-10-28",17.75
"1176","2020-10-29",18.040001
"1177","2020-10-30",17.41
"1178","2020-11-02",17.09
"1179","2020-11-03",18.950001
"1180","2020-11-04",19.75
"1181","2020-11-05",21.93
"1182","2020-11-06",20.969999
"1183","2020-11-09",19.91
"1184","2020-11-10",19.76
"1185","2020-11-11",19.219999
"1186","2020-11-12",20.68
"1187","2020-11-13",21
"1188","2020-11-16",22.84
"1189","2020-11-17",22.559999
"1190","2020-11-18",22.290001
"1191","2020-11-19",22.299999
"1192","2020-11-20",23.030001
"1193","2020-11-23",22.610001
"1194","2020-11-24",22.200001
"1195","2020-11-25",23.129999
"1196","2020-11-27",22.870001
