"","date","TPTX"
"100","2019-09-09",41.650002
"101","2019-09-10",42.939999
"102","2019-09-11",45.009998
"103","2019-09-12",44.740002
"104","2019-09-13",44.970001
"105","2019-09-16",44.369999
"106","2019-09-17",44.810001
"107","2019-09-18",42.009998
"108","2019-09-19",39.939999
"109","2019-09-20",39.57
"110","2019-09-23",39.279999
"111","2019-09-24",40.209999
"112","2019-09-25",39.700001
"113","2019-09-26",37.740002
"114","2019-09-27",36.900002
"115","2019-09-30",37.599998
"116","2019-10-01",37.669998
"117","2019-10-02",36.360001
"118","2019-10-03",38.25
"119","2019-10-04",36.834999
"120","2019-10-07",38.110001
"121","2019-10-08",36.349998
"122","2019-10-09",35.560001
"123","2019-10-10",36.880001
"124","2019-10-11",36.889999
"125","2019-10-14",35.810001
"126","2019-10-15",36.290001
"127","2019-10-16",36.990002
"128","2019-10-17",36.549999
"129","2019-10-18",36.900002
"130","2019-10-21",37.119999
"131","2019-10-22",38.299999
"132","2019-10-23",37.919998
"133","2019-10-24",37.400002
"134","2019-10-25",36.639999
"135","2019-10-28",37.060001
"136","2019-10-29",37.720001
"137","2019-10-30",38.189999
"138","2019-10-31",38.360001
"139","2019-11-01",39.41
"140","2019-11-04",40.150002
"141","2019-11-05",43.349998
"142","2019-11-06",43.540001
"143","2019-11-07",45.189999
"144","2019-11-08",47.035
"145","2019-11-11",45.98
"146","2019-11-12",47.740002
"147","2019-11-13",48.689999
"148","2019-11-14",49.400002
"149","2019-11-15",50.880001
"150","2019-11-18",50.509998
"151","2019-11-19",50.799999
"152","2019-11-20",52.130001
"153","2019-11-21",51.939999
"154","2019-11-22",51.990002
"155","2019-11-25",54.75
"156","2019-11-26",56.25
"157","2019-11-27",56.599998
"158","2019-11-29",56.220001
"159","2019-12-02",54.73
"160","2019-12-03",53.049999
"161","2019-12-04",53.099998
"162","2019-12-05",50.77
"163","2019-12-06",51.23
"164","2019-12-09",54.330002
"165","2019-12-10",53.459999
"166","2019-12-11",53.099998
"167","2019-12-12",54.299999
"168","2019-12-13",55.400002
"169","2019-12-16",58.740002
"170","2019-12-17",60.34
"171","2019-12-18",60.02
"172","2019-12-19",62.080002
"173","2019-12-20",63.25
"174","2019-12-23",62.700001
"175","2019-12-24",61.040001
"176","2019-12-26",61.91
"177","2019-12-27",60.630001
"178","2019-12-30",62.130001
"179","2019-12-31",62.290001
"180","2020-01-02",63
"181","2020-01-03",61.470001
"182","2020-01-06",63.330002
"183","2020-01-07",63.700001
"184","2020-01-08",64.300003
"185","2020-01-09",65.349998
"186","2020-01-10",56.82
"187","2020-01-13",53.009998
"188","2020-01-14",53.830002
"189","2020-01-15",53.849998
"190","2020-01-16",58.360001
"191","2020-01-17",59.950001
"192","2020-01-21",60.450001
"193","2020-01-22",59.110001
"194","2020-01-23",59.439999
"195","2020-01-24",57.849998
"196","2020-01-27",58.68
"197","2020-01-28",58.23
"198","2020-01-29",59.16
"199","2020-01-30",60.450001
"200","2020-01-31",58.5
"201","2020-02-03",59.799999
"202","2020-02-04",60.400002
"203","2020-02-05",62.450001
"204","2020-02-06",63.849998
"205","2020-02-07",63.279999
"206","2020-02-10",63.150002
"207","2020-02-11",63.849998
"208","2020-02-12",66.169998
"209","2020-02-13",62.169998
"210","2020-02-14",61.080002
"211","2020-02-18",59.77
"212","2020-02-19",60.23
"213","2020-02-20",58.48
"214","2020-02-21",56.09
"215","2020-02-24",53.84
"216","2020-02-25",50.34
"217","2020-02-26",51.599998
"218","2020-02-27",51.150002
"219","2020-02-28",49.57
"220","2020-03-02",51.279999
"221","2020-03-03",49.330002
"222","2020-03-04",51.900002
"223","2020-03-05",49.029999
"224","2020-03-06",47.02
"225","2020-03-09",42.040001
"226","2020-03-10",44.139999
"227","2020-03-11",40.540001
"228","2020-03-12",34.950001
"229","2020-03-13",38.630001
"230","2020-03-16",32.02
"231","2020-03-17",35.130001
"232","2020-03-18",32.459999
"233","2020-03-19",35.580002
"234","2020-03-20",36.66
"235","2020-03-23",38.860001
"236","2020-03-24",44.25
"237","2020-03-25",45.360001
"238","2020-03-26",46.459999
"239","2020-03-27",42.099998
"240","2020-03-30",44.130001
"241","2020-03-31",44.66
"242","2020-04-01",39.939999
"243","2020-04-02",42.220001
"244","2020-04-03",41.139999
"245","2020-04-06",45.459999
"246","2020-04-07",45.689999
"247","2020-04-08",46.810001
"248","2020-04-09",49.110001
"249","2020-04-13",51.110001
"250","2020-04-14",51.080002
"251","2020-04-15",50.349998
"252","2020-04-16",47.439999
"253","2020-04-17",50
"254","2020-04-20",51.360001
"255","2020-04-21",52.150002
"256","2020-04-22",51.919998
"257","2020-04-23",51.310001
"258","2020-04-24",51.759998
"259","2020-04-27",53.369999
"260","2020-04-28",53.290001
"261","2020-04-29",53
"262","2020-04-30",51.509998
"263","2020-05-01",49.119999
"264","2020-05-04",52.57
"265","2020-05-05",53.82
"266","2020-05-06",52.720001
"267","2020-05-07",52.849998
"268","2020-05-08",53.380001
"269","2020-05-11",55.220001
"270","2020-05-12",52.73
"271","2020-05-13",57.34
"272","2020-05-14",59.200001
"273","2020-05-15",64.209999
"274","2020-05-18",63.900002
"275","2020-05-19",55.75
"276","2020-05-20",59.389999
"277","2020-05-21",59.73
"278","2020-05-22",58.799999
"279","2020-05-26",63.810001
"280","2020-05-27",65.949997
"281","2020-05-28",68.57
"282","2020-05-29",69.25
"283","2020-06-01",68.25
"284","2020-06-02",70.389999
"285","2020-06-03",70.190002
"286","2020-06-04",62.185001
"287","2020-06-05",62.98
"288","2020-06-08",63.790001
"289","2020-06-09",65.959999
"290","2020-06-10",64.419998
"291","2020-06-11",59.32
"292","2020-06-12",61.25
"293","2020-06-15",65.389999
"294","2020-06-16",67.129997
"295","2020-06-17",64.300003
"296","2020-06-18",65.779999
"297","2020-06-19",65.559998
"298","2020-06-22",67.139999
"299","2020-06-23",68.07
"300","2020-06-24",65.260002
"301","2020-06-25",67.059998
"302","2020-06-26",63.16
"303","2020-06-29",63.959999
"304","2020-06-30",64.589996
"305","2020-07-01",64.190002
"306","2020-07-02",64.349998
"307","2020-07-06",62.75
"308","2020-07-07",61.849998
"309","2020-07-08",62.77
"310","2020-07-09",60.32
"311","2020-07-10",60.380001
"312","2020-07-13",59.939999
"313","2020-07-14",62.029999
"314","2020-07-15",63.169998
"315","2020-07-16",62.740002
"316","2020-07-17",64.260002
"317","2020-07-20",65.099998
"318","2020-07-21",65.519997
"319","2020-07-22",65.410004
"320","2020-07-23",62.209999
"321","2020-07-24",60.02
"322","2020-07-27",62.650002
"323","2020-07-28",60.43
"324","2020-07-29",60.599998
"325","2020-07-30",61.389999
"326","2020-07-31",59.23
"327","2020-08-03",61.16
"328","2020-08-04",58.240002
"329","2020-08-05",57.860001
"330","2020-08-06",58.700001
"331","2020-08-07",56.990002
"332","2020-08-10",60.119999
"333","2020-08-11",60.470001
"334","2020-08-12",61.849998
"335","2020-08-13",62.759998
"336","2020-08-14",62.490002
"337","2020-08-17",63.66
"338","2020-08-18",63.73
"339","2020-08-19",67.099998
"340","2020-08-20",71.260002
"341","2020-08-21",71.25
"342","2020-08-24",72.540001
"343","2020-08-25",79.43
"344","2020-08-26",76.080002
"345","2020-08-27",74.339996
"346","2020-08-28",75.589996
"347","2020-08-31",78.18
"348","2020-09-01",78.970001
"349","2020-09-02",78.029999
"350","2020-09-03",74.93
"351","2020-09-04",72.334999
"352","2020-09-08",71.644997
"353","2020-09-09",72.199997
"354","2020-09-10",71.760002
"355","2020-09-11",71.099998
"356","2020-09-14",80.699997
"357","2020-09-15",78.82
"358","2020-09-16",82.900002
"359","2020-09-17",84.010002
"360","2020-09-18",88.57
"361","2020-09-21",83.360001
"362","2020-09-22",84.839996
"363","2020-09-23",83.57
"364","2020-09-24",83.519997
"365","2020-09-25",86.690002
"366","2020-09-28",89.330002
"367","2020-09-29",88.550003
"368","2020-09-30",87.360001
"369","2020-10-01",87.690002
"370","2020-10-02",88.190002
"371","2020-10-05",92.559998
"372","2020-10-06",91.309998
"373","2020-10-07",95.110001
"374","2020-10-08",98.870003
"375","2020-10-09",111.809998
"376","2020-10-12",118.150002
"377","2020-10-13",119.82
"378","2020-10-14",116.349998
"379","2020-10-15",115.790001
"380","2020-10-16",114.989998
"381","2020-10-19",110.830002
"382","2020-10-20",108.290001
"383","2020-10-21",102.029999
"384","2020-10-22",101.889999
"385","2020-10-23",102.559998
"386","2020-10-26",93.639999
"387","2020-10-27",100.080002
"388","2020-10-28",104.419998
"389","2020-10-29",101.279999
"390","2020-10-30",92.190002
"391","2020-11-02",95.529999
"392","2020-11-03",99.419998
"393","2020-11-04",107.879997
"394","2020-11-05",111.370003
"395","2020-11-06",103.419998
"396","2020-11-09",112.260002
"397","2020-11-10",105.75
"398","2020-11-11",104.610001
"399","2020-11-12",108.050003
"400","2020-11-13",110.400002
"401","2020-11-16",104.470001
"402","2020-11-17",108.760002
"403","2020-11-18",103.529999
"404","2020-11-19",102.389999
"405","2020-11-20",103.099998
"406","2020-11-23",104.370003
"407","2020-11-24",104.580002
"408","2020-11-25",106.050003
"409","2020-11-27",108
