"","date","IART"
"1","2007-01-03",21.264999
"2","2007-01-04",21.52
"3","2007-01-05",21.004999
"4","2007-01-08",20.945
"5","2007-01-09",20.565001
"6","2007-01-10",20.75
"7","2007-01-11",20.684999
"8","2007-01-12",20.99
"9","2007-01-16",21
"10","2007-01-17",21.125
"11","2007-01-18",20.905001
"12","2007-01-19",21.245001
"13","2007-01-22",21.02
"14","2007-01-23",20.844999
"15","2007-01-24",21.004999
"16","2007-01-25",20.635
"17","2007-01-26",20.665001
"18","2007-01-29",21.145
"19","2007-01-30",21.315001
"20","2007-01-31",21.525
"21","2007-02-01",21.610001
"22","2007-02-02",21.795
"23","2007-02-05",21.924999
"24","2007-02-06",21.93
"25","2007-02-07",22.030001
"26","2007-02-08",22.165001
"27","2007-02-09",22.040001
"28","2007-02-12",22.065001
"29","2007-02-13",22.139999
"30","2007-02-14",22.33
"31","2007-02-15",22.215
"32","2007-02-16",22.15
"33","2007-02-20",22.145
"34","2007-02-21",22.15
"35","2007-02-22",22.16
"36","2007-02-23",22.440001
"37","2007-02-26",22.395
"38","2007-02-27",21.9
"39","2007-02-28",21.025
"40","2007-03-01",20.709999
"41","2007-03-02",20.370001
"42","2007-03-05",20.635
"43","2007-03-06",21.059999
"44","2007-03-07",20.969999
"45","2007-03-08",21.334999
"46","2007-03-09",21.495001
"47","2007-03-12",21.764999
"48","2007-03-13",21.495001
"49","2007-03-14",21.725
"50","2007-03-15",22.014999
"51","2007-03-16",22.01
"52","2007-03-19",22.344999
"53","2007-03-20",22.440001
"54","2007-03-21",22.52
"55","2007-03-22",22.924999
"56","2007-03-23",22.924999
"57","2007-03-26",22.985001
"58","2007-03-27",22.955
"59","2007-03-28",22.844999
"60","2007-03-29",23.035
"61","2007-03-30",22.790001
"62","2007-04-02",22.905001
"63","2007-04-03",23
"64","2007-04-04",22.975
"65","2007-04-05",23.174999
"66","2007-04-09",23.174999
"67","2007-04-10",23.235001
"68","2007-04-11",23.004999
"69","2007-04-12",22.965
"70","2007-04-13",22.92
"71","2007-04-16",23.23
"72","2007-04-17",23.225
"73","2007-04-18",23.014999
"74","2007-04-19",22.684999
"75","2007-04-20",22.73
"76","2007-04-23",22.889999
"77","2007-04-24",22.82
"78","2007-04-25",22.790001
"79","2007-04-26",22.9
"80","2007-04-27",22.58
"81","2007-04-30",22.785
"82","2007-05-01",23.475
"83","2007-05-02",23.57
"84","2007-05-03",23.674999
"85","2007-05-04",23.934999
"86","2007-05-07",24.030001
"87","2007-05-08",23.745001
"88","2007-05-09",23.85
"89","2007-05-10",24.014999
"90","2007-05-11",24.245001
"91","2007-05-14",23.879999
"92","2007-05-15",24.24
"93","2007-05-16",24.805
"94","2007-05-17",24.504999
"95","2007-05-18",24.9
"96","2007-05-21",24.950001
"97","2007-05-22",24.875
"98","2007-05-23",24.785
"99","2007-05-24",24.625
"100","2007-05-25",24.43
"101","2007-05-29",24.555
"102","2007-05-30",24.940001
"103","2007-05-31",25.66
"104","2007-06-01",25.700001
"105","2007-06-04",25.77
"106","2007-06-05",25.985001
"107","2007-06-06",25.17
"108","2007-06-07",25.174999
"109","2007-06-08",25.055
"110","2007-06-11",24.995001
"111","2007-06-12",24.665001
"112","2007-06-13",24.525
"113","2007-06-14",24.49
"114","2007-06-15",24.549999
"115","2007-06-18",24.73
"116","2007-06-19",24.809999
"117","2007-06-20",24.530001
"118","2007-06-21",24.365
"119","2007-06-22",24.145
"120","2007-06-25",23.959999
"121","2007-06-26",24.305
"122","2007-06-27",24.705
"123","2007-06-28",24.775
"124","2007-06-29",24.709999
"125","2007-07-02",24.709999
