"","date","CALA"
"102","2015-02-27",15.22
"103","2015-03-02",13.76
"104","2015-03-03",13.51
"105","2015-03-04",14.02
"106","2015-03-05",13.31
"107","2015-03-06",14.67
"108","2015-03-09",13.45
"109","2015-03-10",13.71
"110","2015-03-11",13.86
"111","2015-03-12",13.37
"112","2015-03-13",13.02
"113","2015-03-16",13.61
"114","2015-03-17",13.51
"115","2015-03-18",13.47
"116","2015-03-19",14.07
"117","2015-03-20",15.75
"118","2015-03-23",18.74
"119","2015-03-24",19.370001
"120","2015-03-25",17.129999
"121","2015-03-26",15.88
"122","2015-03-27",17.450001
"123","2015-03-30",16.42
"124","2015-03-31",16.42
"125","2015-04-01",16.25
"126","2015-04-02",16.459999
"127","2015-04-06",17.370001
"128","2015-04-07",17.25
"129","2015-04-08",18.23
"130","2015-04-09",18.33
"131","2015-04-10",17.879999
"132","2015-04-13",18.1
"133","2015-04-14",18.93
"134","2015-04-15",19.379999
"135","2015-04-16",18.690001
"136","2015-04-17",18.370001
"137","2015-04-20",16.16
"138","2015-04-21",13.99
"139","2015-04-22",12.93
"140","2015-04-23",13.76
"141","2015-04-24",13.41
"142","2015-04-27",11.54
"143","2015-04-28",11.055
"144","2015-04-29",10.8
"145","2015-04-30",10.01
"146","2015-05-01",9.82
"147","2015-05-04",9.86
"148","2015-05-05",9.5
"149","2015-05-06",9.02
"150","2015-05-07",9.52
"151","2015-05-08",13.87
"152","2015-05-11",12.81
"153","2015-05-12",13.55
"154","2015-05-13",12.9
"155","2015-05-14",12.14
"156","2015-05-15",11.87
"157","2015-05-18",11.79
"158","2015-05-19",10.97
"159","2015-05-20",10.85
"160","2015-05-21",12.02
"161","2015-05-22",11
"162","2015-05-26",10.85
"163","2015-05-27",10.95
"164","2015-05-28",10.8
"165","2015-05-29",10.47
"166","2015-06-01",9.21
"167","2015-06-02",8.84
"168","2015-06-03",8.93
"169","2015-06-04",8.75
"170","2015-06-05",9
"171","2015-06-08",8.59
"172","2015-06-09",7.99
"173","2015-06-10",8.04
"174","2015-06-11",7.92
"175","2015-06-12",7.92
"176","2015-06-15",7.24
"177","2015-06-16",7.01
"178","2015-06-17",6.86
"179","2015-06-18",7.47
"180","2015-06-19",8.66
"181","2015-06-22",8.72
"182","2015-06-23",8.84
"183","2015-06-24",8.26
"184","2015-06-25",7.58
"185","2015-06-26",7.18
"186","2015-06-29",6.64
"187","2015-06-30",7.14
"188","2015-07-01",6.99
"189","2015-07-02",6.95
"190","2015-07-06",7.15
"191","2015-07-07",6.88
"192","2015-07-08",6.68
"193","2015-07-09",6.77
"194","2015-07-10",6.77
"195","2015-07-13",6.96
"196","2015-07-14",7.12
"197","2015-07-15",6.88
"198","2015-07-16",7.12
"199","2015-07-17",8.66
"200","2015-07-20",7.83
"201","2015-07-21",9.15
"202","2015-07-22",8.38
"203","2015-07-23",8.06
"204","2015-07-24",9.03
"205","2015-07-27",8.43
"206","2015-07-28",8.12
"207","2015-07-29",7.51
"208","2015-07-30",7.5
"209","2015-07-31",7.4
"210","2015-08-03",7.19
"211","2015-08-04",7.14
"212","2015-08-05",6.93
"213","2015-08-06",6.42
"214","2015-08-07",6.42
"215","2015-08-10",6.64
"216","2015-08-11",5.75
"217","2015-08-12",5.6
"218","2015-08-13",5.35
"219","2015-08-14",5.33
"220","2015-08-17",5.48
"221","2015-08-18",5.61
"222","2015-08-19",5.32
"223","2015-08-20",5.05
"224","2015-08-21",5.13
"225","2015-08-24",4.66
"226","2015-08-25",4.42
"227","2015-08-26",4.8
"228","2015-08-27",5.59
"229","2015-08-28",5.78
"230","2015-08-31",5.83
"231","2015-09-01",5.51
"232","2015-09-02",5.64
"233","2015-09-03",5.99
"234","2015-09-04",6.05
"235","2015-09-08",6.44
"236","2015-09-09",6.36
"237","2015-09-10",6.5
"238","2015-09-11",6.65
"239","2015-09-14",6.63
"240","2015-09-15",6.55
"241","2015-09-16",6.35
"242","2015-09-17",6.43
"243","2015-09-18",6.56
"244","2015-09-21",6.12
"245","2015-09-22",6.13
"246","2015-09-23",6.07
"247","2015-09-24",6.07
"248","2015-09-25",6.03
"249","2015-09-28",5.45
"250","2015-09-29",5
"251","2015-09-30",5.43
"252","2015-10-01",5.55
"253","2015-10-02",6.17
"254","2015-10-05",6.84
"255","2015-10-06",7.09
"256","2015-10-07",7.42
"257","2015-10-08",7.52
"258","2015-10-09",7.61
"259","2015-10-12",7.47
"260","2015-10-13",7.36
"261","2015-10-14",7.42
"262","2015-10-15",7.94
"263","2015-10-16",7.68
"264","2015-10-19",7.56
"265","2015-10-20",7.45
"266","2015-10-21",7.19
"267","2015-10-22",7.22
"268","2015-10-23",7.39
"269","2015-10-26",7.34
"270","2015-10-27",7.48
"271","2015-10-28",7.99
"272","2015-10-29",8.73
"273","2015-10-30",8.54
"274","2015-11-02",8.8
"275","2015-11-03",8.8
"276","2015-11-04",9.73
"277","2015-11-05",9.8
"278","2015-11-06",10.02
"279","2015-11-09",7.83
"280","2015-11-10",6.715
"281","2015-11-11",7.84
"282","2015-11-12",7.12
"283","2015-11-13",7.02
"284","2015-11-16",6.68
"285","2015-11-17",6.79
"286","2015-11-18",7.44
"287","2015-11-19",7.3
"288","2015-11-20",7.17
"289","2015-11-23",7.23
"290","2015-11-24",7.56
"291","2015-11-25",7.7
"292","2015-11-27",8.32
"293","2015-11-30",7.94
"294","2015-12-01",7.69
"295","2015-12-02",7.39
"296","2015-12-03",7.24
"297","2015-12-04",7.33
"298","2015-12-07",6.79
"299","2015-12-08",6.51
"300","2015-12-09",6.1
"301","2015-12-10",6.22
"302","2015-12-11",5.98
"303","2015-12-14",5.88
"304","2015-12-15",6.11
"305","2015-12-16",6.69
"306","2015-12-17",7.12
"307","2015-12-18",7.5
"308","2015-12-21",7.83
"309","2015-12-22",7.86
"310","2015-12-23",8.13
"311","2015-12-24",8.49
"312","2015-12-28",8.1
"313","2015-12-29",8.42
"314","2015-12-30",8.11
"315","2015-12-31",7.66
"316","2016-01-04",7.44
"317","2016-01-05",7.79
"318","2016-01-06",7.04
"319","2016-01-07",6.41
"320","2016-01-08",5.98
"321","2016-01-11",5.59
"322","2016-01-12",5.79
"323","2016-01-13",5
"324","2016-01-14",5.36
"325","2016-01-15",4.8
"326","2016-01-19",4.71
"327","2016-01-20",5.37
"328","2016-01-21",5.5
"329","2016-01-22",5.65
"330","2016-01-25",5.54
"331","2016-01-26",5.52
"332","2016-01-27",5.22
"333","2016-01-28",4.94
"334","2016-01-29",5
"335","2016-02-01",4.94
"336","2016-02-02",4.99
"337","2016-02-03",4.66
"338","2016-02-04",4.83
"339","2016-02-05",4.76
"340","2016-02-08",4.62
"341","2016-02-09",4.53
"342","2016-02-10",4.47
"343","2016-02-11",4.79
"344","2016-02-12",5.08
"345","2016-02-16",5.59
"346","2016-02-17",5.91
"347","2016-02-18",5.74
"348","2016-02-19",5.59
"349","2016-02-22",5.97
"350","2016-02-23",5.82
"351","2016-02-24",6.1
"352","2016-02-25",5.93
"353","2016-02-26",6.13
"354","2016-02-29",5.94
"355","2016-03-01",6.18
"356","2016-03-02",6.35
"357","2016-03-03",6.36
"358","2016-03-04",6.46
"359","2016-03-07",6.47
"360","2016-03-08",6.09
"361","2016-03-09",6.45
"362","2016-03-10",6.17
"363","2016-03-11",6.37
"364","2016-03-14",6.49
"365","2016-03-15",5.69
"366","2016-03-16",5.56
"367","2016-03-17",5.62
"368","2016-03-18",5.87
"369","2016-03-21",5.93
"370","2016-03-22",5.79
"371","2016-03-23",5.37
"372","2016-03-24",5.24
"373","2016-03-28",5.18
"374","2016-03-29",5.64
"375","2016-03-30",5.6
"376","2016-03-31",5.68
"377","2016-04-01",5.92
"378","2016-04-04",5.87
"379","2016-04-05",5.66
"380","2016-04-06",6
"381","2016-04-07",5.82
"382","2016-04-08",5.67
"383","2016-04-11",5.78
"384","2016-04-12",5.68
"385","2016-04-13",5.81
"386","2016-04-14",5.86
"387","2016-04-15",5.89
"388","2016-04-18",5.74
"389","2016-04-19",5.7
"390","2016-04-20",5.66
"391","2016-04-21",5.9
"392","2016-04-22",5.92
"393","2016-04-25",5.79
"394","2016-04-26",5.55
"395","2016-04-27",5.36
"396","2016-04-28",5.49
"397","2016-04-29",5.33
"398","2016-05-02",5.33
"399","2016-05-03",5.03
"400","2016-05-04",4.7
"401","2016-05-05",4.5
"402","2016-05-06",4.55
"403","2016-05-09",4.76
"404","2016-05-10",4.66
"405","2016-05-11",4.47
"406","2016-05-12",4.21
"407","2016-05-13",4.26
"408","2016-05-16",4.42
"409","2016-05-17",4.27
"410","2016-05-18",4.35
"411","2016-05-19",4.25
"412","2016-05-20",4.39
"413","2016-05-23",4.59
"414","2016-05-24",4.72
"415","2016-05-25",5.07
"416","2016-05-26",5
"417","2016-05-27",5
"418","2016-05-31",5.24
"419","2016-06-01",5.3
"420","2016-06-02",5.4
"421","2016-06-03",5.42
"422","2016-06-06",5.88
"423","2016-06-07",5.71
"424","2016-06-08",5.45
"425","2016-06-09",5.05
"426","2016-06-10",4.8
"427","2016-06-13",4.76
"428","2016-06-14",4.76
"429","2016-06-15",4.79
"430","2016-06-16",4.71
"431","2016-06-17",4.29
"432","2016-06-20",4.26
"433","2016-06-21",4.24
"434","2016-06-22",4.16
"435","2016-06-23",4.21
"436","2016-06-24",3.96
"437","2016-06-27",3.69
"438","2016-06-28",3.97
"439","2016-06-29",3.8
"440","2016-06-30",3.71
"441","2016-07-01",3.81
"442","2016-07-05",3.83
"443","2016-07-06",3.81
"444","2016-07-07",3.61
"445","2016-07-08",3.63
"446","2016-07-11",3.45
"447","2016-07-12",3.38
"448","2016-07-13",3.41
"449","2016-07-14",3.44
"450","2016-07-15",3.43
"451","2016-07-18",3.49
"452","2016-07-19",2.99
"453","2016-07-20",3.08
"454","2016-07-21",3.07
"455","2016-07-22",3.15
"456","2016-07-25",3.17
"457","2016-07-26",3.23
"458","2016-07-27",3.29
"459","2016-07-28",3.2
"460","2016-07-29",3.17
"461","2016-08-01",3.15
"462","2016-08-02",3
"463","2016-08-03",3.14
"464","2016-08-04",3.14
"465","2016-08-05",3.43
"466","2016-08-08",3.34
"467","2016-08-09",3.26
"468","2016-08-10",3.05
"469","2016-08-11",3.08
"470","2016-08-12",3.15
"471","2016-08-15",3.28
"472","2016-08-16",3.14
"473","2016-08-17",3.27
"474","2016-08-18",3.31
"475","2016-08-19",3.31
"476","2016-08-22",3.35
"477","2016-08-23",3.26
"478","2016-08-24",3.14
"479","2016-08-25",3.16
"480","2016-08-26",3.14
"481","2016-08-29",3.18
"482","2016-08-30",3.2
"483","2016-08-31",3.1
"484","2016-09-01",3.08
"485","2016-09-02",3.08
"486","2016-09-06",3.02
"487","2016-09-07",3.16
"488","2016-09-08",3.22
"489","2016-09-09",3.07
"490","2016-09-12",3.1
"491","2016-09-13",3.01
"492","2016-09-14",3.02
"493","2016-09-15",2.98
"494","2016-09-16",3
"495","2016-09-19",3.07
"496","2016-09-20",3.17
"497","2016-09-21",3.18
"498","2016-09-22",3.18
"499","2016-09-23",3
"500","2016-09-26",3.15
"501","2016-09-27",3.13
"502","2016-09-28",3.14
"503","2016-09-29",3.06
"504","2016-09-30",3.25
"505","2016-10-03",3.47
"506","2016-10-04",3.38
"507","2016-10-05",3.39
"508","2016-10-06",3.26
"509","2016-10-07",3.13
"510","2016-10-10",3.2
"511","2016-10-11",3.08
"512","2016-10-12",2.96
"513","2016-10-13",2.97
"514","2016-10-14",2.96
"515","2016-10-17",3
"516","2016-10-18",3
"517","2016-10-19",3
"518","2016-10-20",3
"519","2016-10-21",3
"520","2016-10-24",2.95
"521","2016-10-25",2.4
"522","2016-10-26",2.3
"523","2016-10-27",2.55
"524","2016-10-28",2.85
"525","2016-10-31",2.75
"526","2016-11-01",2.6
"527","2016-11-02",2.5
"528","2016-11-03",2.5
"529","2016-11-04",2.55
"530","2016-11-07",2.6
"531","2016-11-08",2.5
"532","2016-11-09",2.75
"533","2016-11-10",2.95
"534","2016-11-11",3.3
"535","2016-11-14",3.15
"536","2016-11-15",3.35
"537","2016-11-16",3.25
"538","2016-11-17",3.25
"539","2016-11-18",3.35
"540","2016-11-21",3.35
"541","2016-11-22",3.4
"542","2016-11-23",3.4
"543","2016-11-25",3.45
"544","2016-11-28",3.4
"545","2016-11-29",3.35
"546","2016-11-30",3.5
"547","2016-12-01",3.25
"548","2016-12-02",3.4
"549","2016-12-05",3.8
"550","2016-12-06",3.4
"551","2016-12-07",3.25
"552","2016-12-08",3.2
"553","2016-12-09",3.5
"554","2016-12-12",3.2
"555","2016-12-13",3.1
"556","2016-12-14",3.2
"557","2016-12-15",3.3
"558","2016-12-16",3.2
"559","2016-12-19",3.2
"560","2016-12-20",3.05
"561","2016-12-21",3.65
"562","2016-12-22",3.5
"563","2016-12-23",3.5
"564","2016-12-27",3.4
"565","2016-12-28",3.15
"566","2016-12-29",3.2
"567","2016-12-30",3.25
"568","2017-01-03",3.6
"569","2017-01-04",3.65
"570","2017-01-05",3.95
"571","2017-01-06",4.45
"572","2017-01-09",4.35
"573","2017-01-10",4.55
"574","2017-01-11",4.45
"575","2017-01-12",4.6
"576","2017-01-13",4.9
"577","2017-01-17",4.85
"578","2017-01-18",4.5
"579","2017-01-19",4.25
"580","2017-01-20",4.25
"581","2017-01-23",4.4
"582","2017-01-24",4.75
"583","2017-01-25",4.65
"584","2017-01-26",4.65
"585","2017-01-27",4.6
"586","2017-01-30",6.75
"587","2017-01-31",7
"588","2017-02-01",6.95
"589","2017-02-02",8.45
"590","2017-02-03",9.2
"591","2017-02-06",9.1
"592","2017-02-07",9.05
"593","2017-02-08",9
"594","2017-02-09",8.85
"595","2017-02-10",8.85
"596","2017-02-13",8.95
"597","2017-02-14",9
"598","2017-02-15",9
"599","2017-02-16",8.95
"600","2017-02-17",9.2
"601","2017-02-21",9
"602","2017-02-22",8.8
"603","2017-02-23",8.6
"604","2017-02-24",8.95
"605","2017-02-27",9.05
"606","2017-02-28",9
"607","2017-03-01",11.6
"608","2017-03-02",12
"609","2017-03-03",12.4
"610","2017-03-06",11.7
"611","2017-03-07",12.05
"612","2017-03-08",12.1
"613","2017-03-09",12.05
"614","2017-03-10",12.15
"615","2017-03-13",14.5
"616","2017-03-14",13.9
"617","2017-03-15",14.2
"618","2017-03-16",13.7
"619","2017-03-17",12.4
"620","2017-03-20",12.35
"621","2017-03-21",10.55
"622","2017-03-22",10.3
"623","2017-03-23",10.25
"624","2017-03-24",10.4
"625","2017-03-27",10.65
"626","2017-03-28",10.75
"627","2017-03-29",11.25
"628","2017-03-30",11.6
"629","2017-03-31",11.55
"630","2017-04-03",11.15
"631","2017-04-04",11
"632","2017-04-05",10.95
"633","2017-04-06",11.3
"634","2017-04-07",11.25
"635","2017-04-10",10.85
"636","2017-04-11",10.85
"637","2017-04-12",10.8
"638","2017-04-13",10.95
"639","2017-04-17",11.05
"640","2017-04-18",10.95
"641","2017-04-19",11.6
"642","2017-04-20",11.5
"643","2017-04-21",11.25
"644","2017-04-24",11.1
"645","2017-04-25",11.7
"646","2017-04-26",11.55
"647","2017-04-27",11.15
"648","2017-04-28",10.85
"649","2017-05-01",11.7
"650","2017-05-02",11.45
"651","2017-05-03",11.05
"652","2017-05-04",11.15
"653","2017-05-05",11.15
"654","2017-05-08",10.9
"655","2017-05-09",11.3
"656","2017-05-10",13.25
"657","2017-05-11",13.25
"658","2017-05-12",13.6
"659","2017-05-15",14.25
"660","2017-05-16",14.3
"661","2017-05-17",13
"662","2017-05-18",13.7
"663","2017-05-19",16.1
"664","2017-05-22",16.5
"665","2017-05-23",16.65
"666","2017-05-24",16.549999
"667","2017-05-25",15.3
"668","2017-05-26",15.9
"669","2017-05-30",16.549999
"670","2017-05-31",15.55
"671","2017-06-01",16.1
"672","2017-06-02",15.7
"673","2017-06-05",15.55
"674","2017-06-06",15.4
"675","2017-06-07",16.299999
"676","2017-06-08",15.05
"677","2017-06-09",14.2
"678","2017-06-12",14.2
"679","2017-06-13",13.6
"680","2017-06-14",14.15
"681","2017-06-15",14.15
"682","2017-06-16",14.4
"683","2017-06-19",14.25
"684","2017-06-20",14.3
"685","2017-06-21",15.35
"686","2017-06-22",15
"687","2017-06-23",15.25
"688","2017-06-26",15.15
"689","2017-06-27",14.4
"690","2017-06-28",15.1
"691","2017-06-29",15.05
"692","2017-06-30",14.85
"693","2017-07-03",15.75
"694","2017-07-05",17.6
"695","2017-07-06",17.9
"696","2017-07-07",17.9
"697","2017-07-10",18.049999
"698","2017-07-11",18
"699","2017-07-12",20
"700","2017-07-13",19
"701","2017-07-14",18.375
"702","2017-07-17",17.85
"703","2017-07-18",17.4
"704","2017-07-19",16.299999
"705","2017-07-20",15.85
"706","2017-07-21",15.55
"707","2017-07-24",16
"708","2017-07-25",15.65
"709","2017-07-26",15.85
"710","2017-07-27",15.2
"711","2017-07-28",15.45
"712","2017-07-31",15.3
"713","2017-08-01",14.9
"714","2017-08-02",14.5
"715","2017-08-03",14.3
"716","2017-08-04",14.85
"717","2017-08-07",14.95
"718","2017-08-08",14.6
"719","2017-08-09",12.825
"720","2017-08-10",12.05
"721","2017-08-11",13.9
"722","2017-08-14",13.55
"723","2017-08-15",14.35
"724","2017-08-16",14.4
"725","2017-08-17",13.95
"726","2017-08-18",14
"727","2017-08-21",14.65
"728","2017-08-22",15.5
"729","2017-08-23",15.25
"730","2017-08-24",15.35
"731","2017-08-25",15
"732","2017-08-28",15.85
"733","2017-08-29",16.299999
"734","2017-08-30",16.25
"735","2017-08-31",16.4
"736","2017-09-01",16.299999
"737","2017-09-05",16.1
"738","2017-09-06",16.299999
"739","2017-09-07",16.75
"740","2017-09-08",16.25
"741","2017-09-11",15.75
"742","2017-09-12",15.6
"743","2017-09-13",15.45
"744","2017-09-14",15.15
"745","2017-09-15",15.05
"746","2017-09-18",15.6
"747","2017-09-19",16.1
"748","2017-09-20",16.450001
"749","2017-09-21",16.200001
"750","2017-09-22",15.9
"751","2017-09-25",15.95
"752","2017-09-26",15.45
"753","2017-09-27",15.3
"754","2017-09-28",15.6
"755","2017-09-29",15.75
"756","2017-10-02",15.55
"757","2017-10-03",15.25
"758","2017-10-04",15.85
"759","2017-10-05",16.049999
"760","2017-10-06",17.25
"761","2017-10-09",17.35
"762","2017-10-10",17.65
"763","2017-10-11",17.799999
"764","2017-10-12",17.6
"765","2017-10-13",17.049999
"766","2017-10-16",17.35
"767","2017-10-17",17.75
"768","2017-10-18",17.6
"769","2017-10-19",17.1
"770","2017-10-20",16.450001
"771","2017-10-23",15.9
"772","2017-10-24",15.6
"773","2017-10-25",15.2
"774","2017-10-26",15.4
"775","2017-10-27",16.4
"776","2017-10-30",15.95
"777","2017-10-31",16.1
"778","2017-11-01",16
"779","2017-11-02",17.9
"780","2017-11-03",17.200001
"781","2017-11-06",16.65
"782","2017-11-07",16.4
"783","2017-11-08",16.15
"784","2017-11-09",15.4
"785","2017-11-10",16.450001
"786","2017-11-13",11.725
"787","2017-11-14",9.4
"788","2017-11-15",9.575
"789","2017-11-16",9.8
"790","2017-11-17",10.275
"791","2017-11-20",10.125
"792","2017-11-21",10.25
"793","2017-11-22",10.75
"794","2017-11-24",10.4
"795","2017-11-27",10.4
"796","2017-11-28",10.35
"797","2017-11-29",10.225
"798","2017-11-30",10.5
"799","2017-12-01",10.35
"800","2017-12-04",9.75
"801","2017-12-05",10
"802","2017-12-06",9.55
"803","2017-12-07",9.7
"804","2017-12-08",9.5
"805","2017-12-11",8.75
"806","2017-12-12",8.9
"807","2017-12-13",8.75
"808","2017-12-14",8.45
"809","2017-12-15",8.1
"810","2017-12-18",7.9
"811","2017-12-19",7.9
"812","2017-12-20",8.15
"813","2017-12-21",8.6
"814","2017-12-22",8.45
"815","2017-12-26",8.3
"816","2017-12-27",8.35
"817","2017-12-28",8.7
"818","2017-12-29",8.35
"819","2018-01-02",8.9
"820","2018-01-03",8.6
"821","2018-01-04",8.7
"822","2018-01-05",8.55
"823","2018-01-08",8.4
"824","2018-01-09",8.6
"825","2018-01-10",8.675
"826","2018-01-11",8.6
"827","2018-01-12",8.55
"828","2018-01-16",8.05
"829","2018-01-17",8.5
"830","2018-01-18",8.35
"831","2018-01-19",8.4
"832","2018-01-22",8.35
"833","2018-01-23",8.5
"834","2018-01-24",8.3
"835","2018-01-25",8.45
"836","2018-01-26",8.3
"837","2018-01-29",8.2
"838","2018-01-30",7.95
"839","2018-01-31",8
"840","2018-02-01",7.55
"841","2018-02-02",7.35
"842","2018-02-05",7
"843","2018-02-06",7.7
"844","2018-02-07",7.45
"845","2018-02-08",7.05
"846","2018-02-09",7.3
"847","2018-02-12",6.9
"848","2018-02-13",7.075
"849","2018-02-14",7.1
"850","2018-02-15",6.95
"851","2018-02-16",8.1
"852","2018-02-20",7.7
"853","2018-02-21",8.1
"854","2018-02-22",8.05
"855","2018-02-23",8
"856","2018-02-26",8.1
"857","2018-02-27",7.7
"858","2018-02-28",7.7
"859","2018-03-01",7.75
"860","2018-03-02",8
"861","2018-03-05",8.25
"862","2018-03-06",8.05
"863","2018-03-07",9.05
"864","2018-03-08",8.95
"865","2018-03-09",8.1
"866","2018-03-12",7.125
"867","2018-03-13",7.425
"868","2018-03-14",7.1
"869","2018-03-15",6.95
"870","2018-03-16",7.15
"871","2018-03-19",6.95
"872","2018-03-20",6.95
"873","2018-03-21",7
"874","2018-03-22",6.9
"875","2018-03-23",7.05
"876","2018-03-26",7.4
"877","2018-03-27",6.75
"878","2018-03-28",6.6
"879","2018-03-29",6.3
"880","2018-04-02",6.35
"881","2018-04-03",5.85
"882","2018-04-04",6.15
"883","2018-04-05",5.85
"884","2018-04-06",5.45
"885","2018-04-09",5.65
"886","2018-04-10",5.8
"887","2018-04-11",5.95
"888","2018-04-12",6
"889","2018-04-13",6.15
"890","2018-04-16",6.15
"891","2018-04-17",6.35
"892","2018-04-18",6.2
"893","2018-04-19",6.45
"894","2018-04-20",6.1
"895","2018-04-23",5.925
"896","2018-04-24",5.9
"897","2018-04-25",5.9
"898","2018-04-26",6.325
"899","2018-04-27",6.2
"900","2018-04-30",6.15
"901","2018-05-01",6.4
"902","2018-05-02",6.55
"903","2018-05-03",6.45
"904","2018-05-04",6.5
"905","2018-05-07",6.6
"906","2018-05-08",6.35
"907","2018-05-09",6.6
"908","2018-05-10",6.5
"909","2018-05-11",5.925
"910","2018-05-14",5.85
"911","2018-05-15",5.675
"912","2018-05-16",5.55
"913","2018-05-17",5.25
"914","2018-05-18",5.35
"915","2018-05-21",5.2
"916","2018-05-22",5.15
"917","2018-05-23",5.2
"918","2018-05-24",5.4
"919","2018-05-25",5.25
"920","2018-05-29",5.3
"921","2018-05-30",5.3
"922","2018-05-31",5.15
"923","2018-06-01",5.3
"924","2018-06-04",5.05
"925","2018-06-05",5.2
"926","2018-06-06",5.3
"927","2018-06-07",5.15
"928","2018-06-08",5.05
"929","2018-06-11",4.9
"930","2018-06-12",4.725
"931","2018-06-13",5.2
"932","2018-06-14",5.2
"933","2018-06-15",5.05
"934","2018-06-18",5.2
"935","2018-06-19",4.975
"936","2018-06-20",5.25
"937","2018-06-21",5.3
"938","2018-06-22",5.3
"939","2018-06-25",5.4
"940","2018-06-26",5.15
"941","2018-06-27",5.2
"942","2018-06-28",5.25
"943","2018-06-29",5
"944","2018-07-02",5
"945","2018-07-03",5
"946","2018-07-05",4.95
"947","2018-07-06",4.95
"948","2018-07-09",4.85
"949","2018-07-10",4.7
"950","2018-07-11",4.3
"951","2018-07-12",4.85
"952","2018-07-13",4.75
"953","2018-07-16",4.7
"954","2018-07-17",4.5
"955","2018-07-18",4.55
"956","2018-07-19",4.65
"957","2018-07-20",4.6
"958","2018-07-23",4.475
"959","2018-07-24",4.5
"960","2018-07-25",4.4
"961","2018-07-26",4.45
"962","2018-07-27",4.25
"963","2018-07-30",4.1
"964","2018-07-31",4.45
"965","2018-08-01",4.275
"966","2018-08-02",4.25
"967","2018-08-03",4.4
"968","2018-08-06",4.2
"969","2018-08-07",4.45
"970","2018-08-08",5.1
"971","2018-08-09",4.525
"972","2018-08-10",4.45
"973","2018-08-13",4.625
"974","2018-08-14",4.75
"975","2018-08-15",4.65
"976","2018-08-16",4.7
"977","2018-08-17",4.5
"978","2018-08-20",4.65
"979","2018-08-21",4.6
"980","2018-08-22",4.75
"981","2018-08-23",4.7
"982","2018-08-24",4.75
"983","2018-08-27",4.95
"984","2018-08-28",5.05
"985","2018-08-29",5.2
"986","2018-08-30",5.3
"987","2018-08-31",5.45
"988","2018-09-04",5.35
"989","2018-09-05",5.35
"990","2018-09-06",5.05
"991","2018-09-07",5.05
"992","2018-09-10",4.8
"993","2018-09-11",4.9
"994","2018-09-12",4.8
"995","2018-09-13",4.8
"996","2018-09-14",4.675
"997","2018-09-17",4.8
"998","2018-09-18",4.75
"999","2018-09-19",4.7
"1000","2018-09-20",4.8
"1001","2018-09-21",4.95
