"","date","BEN"
"1","2007-01-03",37.793335
"2","2007-01-04",37.959999
"3","2007-01-05",37.256668
"4","2007-01-08",38.313332
"5","2007-01-09",38.990002
"6","2007-01-10",39.396667
"7","2007-01-11",40.040001
"8","2007-01-12",39.973331
"9","2007-01-16",40.139999
"10","2007-01-17",40.083332
"11","2007-01-18",39.816666
"12","2007-01-19",39.263332
"13","2007-01-22",39.306667
"14","2007-01-23",39.226665
"15","2007-01-24",40.063332
"16","2007-01-25",39.556667
"17","2007-01-26",39.366665
"18","2007-01-29",39.076668
"19","2007-01-30",39.173332
"20","2007-01-31",39.703335
"21","2007-02-01",40.466667
"22","2007-02-02",40.253334
"23","2007-02-05",40.41
"24","2007-02-06",40.733334
"25","2007-02-07",41.136665
"26","2007-02-08",41.326668
"27","2007-02-09",40.633335
"28","2007-02-12",40.886665
"29","2007-02-13",40.970001
"30","2007-02-14",41.863335
"31","2007-02-15",42.033333
"32","2007-02-16",42.006668
"33","2007-02-20",41.976665
"34","2007-02-21",41.93
"35","2007-02-22",41.849998
"36","2007-02-23",41.25
"37","2007-02-26",40.806667
"38","2007-02-27",38.66
"39","2007-02-28",39.096668
"40","2007-03-01",38.453335
"41","2007-03-02",38.153332
"42","2007-03-05",37.240002
"43","2007-03-06",38.450001
"44","2007-03-07",38.236668
"45","2007-03-08",39.18
"46","2007-03-09",39.906666
"47","2007-03-12",40.226665
"48","2007-03-13",38.713333
"49","2007-03-14",39.103333
"50","2007-03-15",39.143333
"51","2007-03-16",38.186668
"52","2007-03-19",38.983334
"53","2007-03-20",39.113335
"54","2007-03-21",40.436668
"55","2007-03-22",40.5
"56","2007-03-23",40.959999
"57","2007-03-26",40.963333
"58","2007-03-27",40.473331
"59","2007-03-28",39.75
"60","2007-03-29",40.156666
"61","2007-03-30",40.276669
"62","2007-04-02",40.240002
"63","2007-04-03",41.439999
"64","2007-04-04",41.84
"65","2007-04-05",41.93
"66","2007-04-09",41.906666
"67","2007-04-10",42.116665
"68","2007-04-11",41.956665
"69","2007-04-12",42.193333
"70","2007-04-13",42.18
"71","2007-04-16",43.156666
"72","2007-04-17",43.646667
"73","2007-04-18",44.330002
"74","2007-04-19",42.990002
"75","2007-04-20",43.43
"76","2007-04-23",43.393333
"77","2007-04-24",43.150002
"78","2007-04-25",43.669998
"79","2007-04-26",43.553333
"80","2007-04-27",43.779999
"81","2007-04-30",43.77
"82","2007-05-01",43.869999
"83","2007-05-02",44.326668
"84","2007-05-03",44.873333
"85","2007-05-04",45.066666
"86","2007-05-07",45.076668
"87","2007-05-08",44.869999
"88","2007-05-09",45.426666
"89","2007-05-10",44.669998
"90","2007-05-11",45.34
"91","2007-05-14",45.116665
"92","2007-05-15",44.950001
"93","2007-05-16",45.626667
"94","2007-05-17",44.833332
"95","2007-05-18",45.330002
"96","2007-05-21",45.540001
"97","2007-05-22",45.103333
"98","2007-05-23",45.029999
"99","2007-05-24",44.486668
"100","2007-05-25",44.650002
"101","2007-05-29",44.843334
"102","2007-05-30",45.113335
"103","2007-05-31",45.666668
"104","2007-06-01",45.376667
"105","2007-06-04",45.736668
"106","2007-06-05",44.553333
"107","2007-06-06",43.846668
"108","2007-06-07",42.536667
"109","2007-06-08",42.756668
"110","2007-06-11",42.970001
"111","2007-06-12",42.643333
"112","2007-06-13",43.259998
"113","2007-06-14",43.413334
"114","2007-06-15",44.093334
"115","2007-06-18",44.456665
"116","2007-06-19",44.816666
"117","2007-06-20",44.970001
"118","2007-06-21",44.943333
"119","2007-06-22",44.200001
"120","2007-06-25",43.756668
"121","2007-06-26",44.166668
"122","2007-06-27",44.5
"123","2007-06-28",44.806667
"124","2007-06-29",44.156666
"125","2007-07-02",44.686668
"126","2007-07-03",44.986668
"127","2007-07-05",45
"128","2007-07-06",45.139999
"129","2007-07-09",45.509998
"130","2007-07-10",44.206665
"131","2007-07-11",44.943333
"132","2007-07-12",46.276669
"133","2007-07-13",46.743332
"134","2007-07-16",46.906666
"135","2007-07-17",47.983334
"136","2007-07-18",47.343334
"137","2007-07-19",47.400002
"138","2007-07-20",45.98
"139","2007-07-23",46.316666
"140","2007-07-24",44.773335
"141","2007-07-25",45.333332
"142","2007-07-26",43.216667
"143","2007-07-27",43.383335
"144","2007-07-30",44.183334
"145","2007-07-31",42.456665
"146","2007-08-01",41.873333
"147","2007-08-02",42.400002
"148","2007-08-03",40.163334
"149","2007-08-06",42.040001
"150","2007-08-07",41.906666
"151","2007-08-08",41.823334
"152","2007-08-09",40.613335
"153","2007-08-10",40.676666
"154","2007-08-13",41.34
"155","2007-08-14",40.356667
"156","2007-08-15",39.650002
"157","2007-08-16",41.213333
"158","2007-08-17",43.833332
"159","2007-08-20",43.110001
"160","2007-08-21",43.439999
"161","2007-08-22",44.236668
"162","2007-08-23",44.23
"163","2007-08-24",44.783333
"164","2007-08-27",43.939999
"165","2007-08-28",41.806667
"166","2007-08-29",43.376667
"167","2007-08-30",42.75
"168","2007-08-31",43.923332
"169","2007-09-04",44.293335
"170","2007-09-05",43.486668
"171","2007-09-06",43.709999
"172","2007-09-07",42.046665
"173","2007-09-10",41.673332
"174","2007-09-11",42.016666
"175","2007-09-12",41.036667
"176","2007-09-13",41.126667
"177","2007-09-14",42.040001
"178","2007-09-17",41.273335
"179","2007-09-18",43.846668
"180","2007-09-19",44.366665
"181","2007-09-20",43.103333
"182","2007-09-21",43.43
"183","2007-09-24",43.310001
"184","2007-09-25",42.263332
"185","2007-09-26",41.889999
"186","2007-09-27",42.18
"187","2007-09-28",42.5
"188","2007-10-01",43.476665
"189","2007-10-02",43.763332
"190","2007-10-03",42.896667
"191","2007-10-04",42.463333
"192","2007-10-05",43.376667
"193","2007-10-08",43.036667
"194","2007-10-09",45.726665
"195","2007-10-10",45.276669
"196","2007-10-11",46.09
"197","2007-10-12",46.773335
"198","2007-10-15",45.666668
"199","2007-10-16",44.976665
"200","2007-10-17",45.706665
"201","2007-10-18",46.133335
"202","2007-10-19",44.279999
"203","2007-10-22",44.873333
"204","2007-10-23",47.23
"205","2007-10-24",47.403332
"206","2007-10-25",46.213333
"207","2007-10-26",43.993332
"208","2007-10-29",43.166668
"209","2007-10-30",43.09
"210","2007-10-31",43.226665
"211","2007-11-01",41.07
"212","2007-11-02",41.41
"213","2007-11-05",40.586666
"214","2007-11-06",40.656666
"215","2007-11-07",38.84
"216","2007-11-08",39.669998
"217","2007-11-09",39.076668
"218","2007-11-12",39.256668
"219","2007-11-13",41.27
"220","2007-11-14",41.18
"221","2007-11-15",39.233334
"222","2007-11-16",39.650002
"223","2007-11-19",38.486668
"224","2007-11-20",39.056667
"225","2007-11-21",38.366665
"226","2007-11-23",39.686668
"227","2007-11-26",38.169998
"228","2007-11-27",39.113335
"229","2007-11-28",41.16
"230","2007-11-29",40.843334
"231","2007-11-30",41.060001
"232","2007-12-03",40.186668
"233","2007-12-04",39.066666
"234","2007-12-05",40.323334
"235","2007-12-06",41.313332
"236","2007-12-07",40.346668
"237","2007-12-10",40.5
"238","2007-12-11",38.32
"239","2007-12-12",38.676666
"240","2007-12-13",38.363335
"241","2007-12-14",37.013332
"242","2007-12-17",36.816666
"243","2007-12-18",37.093334
"244","2007-12-19",36.950001
"245","2007-12-20",36.43
"246","2007-12-21",38.373333
"247","2007-12-24",38.443333
"248","2007-12-26",38.353333
"249","2007-12-27",37.953335
"250","2007-12-28",38.046665
"251","2007-12-31",38.143333
"252","2008-01-02",37.896667
"253","2008-01-03",37.106667
"254","2008-01-04",35.583332
"255","2008-01-07",36.153332
"256","2008-01-08",34.41
"257","2008-01-09",33.990002
"258","2008-01-10",35.32
"259","2008-01-11",34
"260","2008-01-14",33.833332
"261","2008-01-15",32.689999
"262","2008-01-16",31.436666
"263","2008-01-17",29.466667
"264","2008-01-18",30.18
"265","2008-01-22",30.093334
"266","2008-01-23",31.336666
