"","date","CIB"
"1","2007-01-03",31.959999
"2","2007-01-04",29.99
"3","2007-01-05",30.389999
"4","2007-01-08",30.440001
"5","2007-01-09",29.91
"6","2007-01-10",29.85
"7","2007-01-11",30.200001
"8","2007-01-12",30.4
"9","2007-01-16",30
"10","2007-01-17",29.83
"11","2007-01-18",29.85
"12","2007-01-19",29.799999
"13","2007-01-22",29.469999
"14","2007-01-23",29.370001
"15","2007-01-24",29.51
"16","2007-01-25",29.26
"17","2007-01-26",29.110001
"18","2007-01-29",28.889999
"19","2007-01-30",29.530001
"20","2007-01-31",29.75
"21","2007-02-01",30.02
"22","2007-02-02",29.889999
"23","2007-02-05",29.700001
"24","2007-02-06",30
"25","2007-02-07",29.99
"26","2007-02-08",29.58
"27","2007-02-09",29.309999
"28","2007-02-12",29.200001
"29","2007-02-13",29.18
"30","2007-02-14",29.25
"31","2007-02-15",29.290001
"32","2007-02-16",29.6
"33","2007-02-20",29.370001
"34","2007-02-21",29.299999
"35","2007-02-22",29.379999
"36","2007-02-23",28.91
"37","2007-02-26",28.65
"38","2007-02-27",26.959999
"39","2007-02-28",26.790001
"40","2007-03-01",27.02
"41","2007-03-02",27.24
"42","2007-03-05",26.01
"43","2007-03-06",27
"44","2007-03-07",27.139999
"45","2007-03-08",27.5
"46","2007-03-09",28.08
"47","2007-03-12",28.200001
"48","2007-03-13",27.299999
"49","2007-03-14",27.09
"50","2007-03-15",27.059999
"51","2007-03-16",26.940001
"52","2007-03-19",27.17
"53","2007-03-20",27.190001
"54","2007-03-21",28.16
"55","2007-03-22",27.700001
"56","2007-03-23",27.950001
"57","2007-03-26",27.540001
"58","2007-03-27",27.9
"59","2007-03-28",27.530001
"60","2007-03-29",27.610001
"61","2007-03-30",27.690001
"62","2007-04-02",27.27
"63","2007-04-03",27.780001
"64","2007-04-04",27.879999
"65","2007-04-05",28.530001
"66","2007-04-09",28.620001
"67","2007-04-10",28.549999
"68","2007-04-11",28.66
"69","2007-04-12",28.68
"70","2007-04-13",29.629999
"71","2007-04-16",29.620001
"72","2007-04-17",28.98
"73","2007-04-18",28.93
"74","2007-04-19",28.870001
"75","2007-04-20",28.799999
"76","2007-04-23",28.690001
"77","2007-04-24",28.58
"78","2007-04-25",28.66
"79","2007-04-26",28.530001
"80","2007-04-27",28.34
"81","2007-04-30",28.059999
"82","2007-05-01",28.02
"83","2007-05-02",27.799999
"84","2007-05-03",28.049999
"85","2007-05-04",27.9
"86","2007-05-07",26.780001
"87","2007-05-08",26.59
"88","2007-05-09",27.32
"89","2007-05-10",27.879999
"90","2007-05-11",28.5
"91","2007-05-14",28.35
"92","2007-05-15",27.65
"93","2007-05-16",28.07
"94","2007-05-17",28.049999
"95","2007-05-18",28.23
"96","2007-05-21",28.190001
"97","2007-05-22",28.51
"98","2007-05-23",28.139999
"99","2007-05-24",27.379999
"100","2007-05-25",27.799999
"101","2007-05-29",27.82
"102","2007-05-30",28.049999
"103","2007-05-31",28.01
"104","2007-06-01",28.719999
"105","2007-06-04",28.700001
"106","2007-06-05",28.65
"107","2007-06-06",28.4
"108","2007-06-07",28.190001
"109","2007-06-08",28.280001
"110","2007-06-11",29.01
"111","2007-06-12",29.059999
"112","2007-06-13",30.719999
"113","2007-06-14",32.630001
"114","2007-06-15",33.490002
"115","2007-06-18",34.32
"116","2007-06-19",34.16
"117","2007-06-20",33.59
"118","2007-06-21",34.049999
"119","2007-06-22",33.349998
"120","2007-06-25",33.419998
"121","2007-06-26",33.509998
"122","2007-06-27",32.779999
"123","2007-06-28",32.880001
"124","2007-06-29",32.830002
"125","2007-07-02",33.279999
"126","2007-07-03",32.740002
"127","2007-07-05",32.400002
"128","2007-07-06",32.080002
"129","2007-07-09",32.549999
"130","2007-07-10",32.91
"131","2007-07-11",32.73
"132","2007-07-12",34.369999
"133","2007-07-13",33.720001
"134","2007-07-16",33.880001
"135","2007-07-17",36.5
"136","2007-07-18",36.919998
"137","2007-07-19",37
"138","2007-07-20",36.799999
"139","2007-07-23",37
"140","2007-07-24",36.09
"141","2007-07-25",36.130001
"142","2007-07-26",35.27
"143","2007-07-27",34.330002
"144","2007-07-30",36.099998
"145","2007-07-31",35.59
"146","2007-08-01",34.959999
"147","2007-08-02",35.509998
"148","2007-08-03",35.470001
"149","2007-08-06",35.810001
"150","2007-08-07",36.34
"151","2007-08-08",36.34
"152","2007-08-09",34.34
"153","2007-08-10",33.669998
"154","2007-08-13",33.900002
"155","2007-08-14",32.599998
"156","2007-08-15",32
"157","2007-08-16",30.360001
"158","2007-08-17",29.889999
"159","2007-08-20",30.24
"160","2007-08-21",30.129999
"161","2007-08-22",30.950001
"162","2007-08-23",31.52
"163","2007-08-24",32.490002
"164","2007-08-27",32.23
"165","2007-08-28",31.65
"166","2007-08-29",32.73
"167","2007-08-30",32.439999
"168","2007-08-31",32.779999
"169","2007-09-04",32.75
"170","2007-09-05",32.73
"171","2007-09-06",32.639999
"172","2007-09-07",32.43
"173","2007-09-10",31.98
"174","2007-09-11",31.299999
"175","2007-09-12",31.57
"176","2007-09-13",31.379999
"177","2007-09-14",31.07
"178","2007-09-17",30.83
"179","2007-09-18",31.24
"180","2007-09-19",32.32
"181","2007-09-20",32.040001
"182","2007-09-21",32.560001
"183","2007-09-24",32.400002
"184","2007-09-25",31.860001
"185","2007-09-26",32.700001
"186","2007-09-27",34.349998
"187","2007-09-28",34.650002
"188","2007-10-01",34.759998
"189","2007-10-02",34.93
"190","2007-10-03",34.049999
"191","2007-10-04",34.799999
"192","2007-10-05",35.259998
"193","2007-10-08",35.91
"194","2007-10-09",36.400002
"195","2007-10-10",35.799999
"196","2007-10-11",35.919998
"197","2007-10-12",36.130001
"198","2007-10-15",35.450001
"199","2007-10-16",34.849998
"200","2007-10-17",34.790001
"201","2007-10-18",34.779999
"202","2007-10-19",33.529999
"203","2007-10-22",33.91
"204","2007-10-23",35.509998
"205","2007-10-24",34.77
"206","2007-10-25",35.119999
"207","2007-10-26",35.650002
"208","2007-10-29",35.990002
"209","2007-10-30",36.939999
"210","2007-10-31",36.75
"211","2007-11-01",35.419998
"212","2007-11-02",36.610001
"213","2007-11-05",37.82
"214","2007-11-06",38.41
"215","2007-11-07",37.700001
"216","2007-11-08",37.16
"217","2007-11-09",36.259998
"218","2007-11-12",33.610001
"219","2007-11-13",36.41
"220","2007-11-14",37.360001
"221","2007-11-15",37.5
"222","2007-11-16",37.220001
"223","2007-11-19",37
"224","2007-11-20",36.32
"225","2007-11-21",35.040001
"226","2007-11-23",35.919998
"227","2007-11-26",34.650002
"228","2007-11-27",35.48
"229","2007-11-28",36.299999
"230","2007-11-29",37
"231","2007-11-30",37
"232","2007-12-03",37
"233","2007-12-04",36.43
"234","2007-12-05",36.5
"235","2007-12-06",36.939999
"236","2007-12-07",36.16
"237","2007-12-10",36.279999
"238","2007-12-11",35.299999
"239","2007-12-12",35.700001
"240","2007-12-13",35.450001
"241","2007-12-14",35.130001
"242","2007-12-17",33.290001
"243","2007-12-18",33.220001
"244","2007-12-19",34.759998
"245","2007-12-20",35.580002
"246","2007-12-21",35.290001
"247","2007-12-24",35.32
"248","2007-12-26",35.5
"249","2007-12-27",34.990002
"250","2007-12-28",34.200001
"251","2007-12-31",34.02
"252","2008-01-02",34.599998
"253","2008-01-03",35.25
"254","2008-01-04",34.869999
"255","2008-01-07",35.23
"256","2008-01-08",34.189999
"257","2008-01-09",35.080002
"258","2008-01-10",34.790001
"259","2008-01-11",33.919998
"260","2008-01-14",33.75
"261","2008-01-15",32.41
"262","2008-01-16",32.689999
"263","2008-01-17",31.65
"264","2008-01-18",31.389999
"265","2008-01-22",29.950001
"266","2008-01-23",31
"267","2008-01-24",32.060001
"268","2008-01-25",31.48
"269","2008-01-28",32.77
"270","2008-01-29",32.73
"271","2008-01-30",32.200001
"272","2008-01-31",33.41
"273","2008-02-01",34.330002
"274","2008-02-04",33.950001
"275","2008-02-05",31.65
"276","2008-02-06",31.15
"277","2008-02-07",31.709999
"278","2008-02-08",31.700001
"279","2008-02-11",31.9
"280","2008-02-12",32.349998
"281","2008-02-13",32.669998
"282","2008-02-14",33.130001
"283","2008-02-15",33.060001
"284","2008-02-19",33.889999
"285","2008-02-20",33.709999
"286","2008-02-21",33.93
"287","2008-02-22",33.900002
"288","2008-02-25",33.799999
"289","2008-02-26",33.799999
"290","2008-02-27",33.27
"291","2008-02-28",33.419998
"292","2008-02-29",33.75
"293","2008-03-03",33.16
"294","2008-03-04",32.66
"295","2008-03-05",33.830002
"296","2008-03-06",32.75
"297","2008-03-07",32.91
"298","2008-03-10",33.779999
"299","2008-03-11",35.43
"300","2008-03-12",35.369999
"301","2008-03-13",36
"302","2008-03-14",35.619999
"303","2008-03-17",34.669998
"304","2008-03-18",35.82
"305","2008-03-19",34.119999
"306","2008-03-20",34.43
"307","2008-03-24",35.25
"308","2008-03-25",35.23
"309","2008-03-26",35.240002
"310","2008-03-27",34.700001
"311","2008-03-28",35.02
"312","2008-03-31",35.459999
"313","2008-04-01",35.82
"314","2008-04-02",35.709999
"315","2008-04-03",36.580002
"316","2008-04-04",36.599998
"317","2008-04-07",36.689999
"318","2008-04-08",38.049999
"319","2008-04-09",37.52
"320","2008-04-10",37.880001
"321","2008-04-11",37.740002
"322","2008-04-14",37.580002
"323","2008-04-15",38.009998
"324","2008-04-16",38.939999
"325","2008-04-17",39.369999
"326","2008-04-18",39.25
"327","2008-04-21",39.709999
"328","2008-04-22",38.599998
"329","2008-04-23",37.830002
"330","2008-04-24",38.110001
"331","2008-04-25",39.080002
"332","2008-04-28",38.720001
"333","2008-04-29",38.540001
"334","2008-04-30",39.919998
"335","2008-05-01",41.41
"336","2008-05-02",42.5
"337","2008-05-05",41.639999
"338","2008-05-06",40.860001
"339","2008-05-07",40.889999
"340","2008-05-08",39.799999
"341","2008-05-09",38.599998
"342","2008-05-12",39.52
"343","2008-05-13",39.98
"344","2008-05-14",39.779999
"345","2008-05-15",41.150002
"346","2008-05-16",40.209999
"347","2008-05-19",39.150002
"348","2008-05-20",38.400002
"349","2008-05-21",37.209999
"350","2008-05-22",37.18
