"","date","DRD"
"89","2007-05-10",8.3
"90","2007-05-11",8.3
"91","2007-05-14",9
"92","2007-05-15",9.1
"93","2007-05-16",8.9
"94","2007-05-17",8.8
"95","2007-05-18",9.2
"96","2007-05-21",9.4
"97","2007-05-22",9.2
"98","2007-05-23",9.2
"99","2007-05-24",8.3
"100","2007-05-25",8.7
"101","2007-05-29",8.5
"102","2007-05-30",8.1
"103","2007-05-31",8.4
"104","2007-06-01",8.5
"105","2007-06-04",8.4
"106","2007-06-05",8.3
"107","2007-06-06",8.3
"108","2007-06-07",8.1
"109","2007-06-08",7.5
"110","2007-06-11",7.4
"111","2007-06-12",6.9
"112","2007-06-13",7.1
"113","2007-06-14",7
"114","2007-06-15",7.3
"115","2007-06-18",7.4
"116","2007-06-19",7.3
"117","2007-06-20",7.4
"118","2007-06-21",7.1
"119","2007-06-22",7.4
"120","2007-06-25",7.5
"121","2007-06-26",7.2
"122","2007-06-27",7.4
"123","2007-06-28",7.2
"124","2007-06-29",7.3
"125","2007-07-02",7.4
"126","2007-07-03",7.1
"127","2007-07-05",6.8
"128","2007-07-06",7.1
"129","2007-07-09",7.1
"130","2007-07-10",6.9
"131","2007-07-11",7
"132","2007-07-12",7.2
"133","2007-07-13",7.4
"134","2007-07-16",7.3
"135","2007-07-17",7.3
"136","2007-07-18",7.7
"137","2007-07-19",8
"138","2007-07-20",8
"139","2007-07-23",7.35
"140","2007-07-24",7.1
"141","2007-07-25",6.75
"142","2007-07-26",6.58
"143","2007-07-27",6.55
"144","2007-07-30",6.69
"145","2007-07-31",6.83
"146","2007-08-01",6.32
"147","2007-08-02",6.2
"148","2007-08-03",5.89
"149","2007-08-06",5.45
"150","2007-08-07",5.5
"151","2007-08-08",5.85
"152","2007-08-09",5.8
"153","2007-08-10",5.53
"154","2007-08-13",5.51
"155","2007-08-14",5.43
"156","2007-08-15",5.58
"157","2007-08-16",5.11
"158","2007-08-17",5.08
"159","2007-08-20",5.07
"160","2007-08-21",5.14
"161","2007-08-22",5.52
"162","2007-08-23",5.4
"163","2007-08-24",5.62
"164","2007-08-27",5.38
"165","2007-08-28",5.08
"166","2007-08-29",5.29
"167","2007-08-30",5.18
"168","2007-08-31",5.59
"169","2007-09-04",5.85
"170","2007-09-05",5.71
"171","2007-09-06",6.7
"172","2007-09-07",7.09
"173","2007-09-10",6.95
"174","2007-09-11",7.7
"175","2007-09-12",7.95
"176","2007-09-13",7.46
"177","2007-09-14",7.75
"178","2007-09-17",7.5
"179","2007-09-18",7.82
"180","2007-09-19",7.87
"181","2007-09-20",8.68
"182","2007-09-21",8.11
"183","2007-09-24",7.89
"184","2007-09-25",8.24
"185","2007-09-26",7.88
"186","2007-09-27",8.02
"187","2007-09-28",8.04
"188","2007-10-01",8.14
"189","2007-10-02",7.57
"190","2007-10-03",7.66
"191","2007-10-04",7.61
"192","2007-10-05",8.1
"193","2007-10-08",7.98
"194","2007-10-09",7.91
"195","2007-10-10",7.99
"196","2007-10-11",8.06
"197","2007-10-12",7.96
"198","2007-10-15",8.05
"199","2007-10-16",7.79
"200","2007-10-17",7.77
"201","2007-10-18",8.05
"202","2007-10-19",7.92
"203","2007-10-22",7.57
"204","2007-10-23",7.66
"205","2007-10-24",7.62
"206","2007-10-25",7.75
"207","2007-10-26",8.11
"208","2007-10-29",8.68
"209","2007-10-30",9.29
"210","2007-10-31",8.79
"211","2007-11-01",8.52
"212","2007-11-02",8.48
"213","2007-11-05",8.24
"214","2007-11-06",8.75
"215","2007-11-07",8.99
"216","2007-11-08",9.07
"217","2007-11-09",9.51
"218","2007-11-12",8.82
"219","2007-11-13",8.82
"220","2007-11-14",9.13
"221","2007-11-15",8.5
"222","2007-11-16",8.3
"223","2007-11-19",7.77
"224","2007-11-20",8.03
"225","2007-11-21",8.32
"226","2007-11-23",8.47
"227","2007-11-26",8.17
"228","2007-11-27",8.24
"229","2007-11-28",8.18
"230","2007-11-29",8.31
"231","2007-11-30",8.14
"232","2007-12-03",8.14
"233","2007-12-04",7.96
"234","2007-12-05",8.01
"235","2007-12-06",7.91
"236","2007-12-07",7.73
"237","2007-12-10",7.96
"238","2007-12-11",7.63
"239","2007-12-12",8.04
"240","2007-12-13",7.89
"241","2007-12-14",7.67
"242","2007-12-17",7.1
"243","2007-12-18",7.33
"244","2007-12-19",7.2
"245","2007-12-20",7.2
"246","2007-12-21",7.26
"247","2007-12-24",7.38
"248","2007-12-26",7.34
"249","2007-12-27",7.41
"250","2007-12-28",7.86
"251","2007-12-31",7.1
"252","2008-01-02",7.8
"253","2008-01-03",8.34
"254","2008-01-04",8.22
"255","2008-01-07",8.24
"256","2008-01-08",8.52
"257","2008-01-09",8.81
"258","2008-01-10",9.42
"259","2008-01-11",9.23
"260","2008-01-14",10.01
"261","2008-01-15",9.39
"262","2008-01-16",9.55
"263","2008-01-17",9.4
"264","2008-01-18",9.74
"265","2008-01-22",9.17
"266","2008-01-23",9.66
"267","2008-01-24",11.35
"268","2008-01-25",10.68
"269","2008-01-28",11.07
"270","2008-01-29",11.05
"271","2008-01-30",11.94
"272","2008-01-31",12.11
"273","2008-02-01",11.59
"274","2008-02-04",11.44
"275","2008-02-05",10.67
"276","2008-02-06",10.88
"277","2008-02-07",11.12
"278","2008-02-08",11.36
"279","2008-02-11",11.14
"280","2008-02-12",10.97
"281","2008-02-13",10.93
"282","2008-02-14",10.74
"283","2008-02-15",10.82
"284","2008-02-19",11.8
"285","2008-02-20",11.77
"286","2008-02-21",12.64
"287","2008-02-22",12.4
"288","2008-02-25",12.15
"289","2008-02-26",12.25
"290","2008-02-27",13.39
"291","2008-02-28",13.48
"292","2008-02-29",12.67
"293","2008-03-03",13.02
"294","2008-03-04",12.15
"295","2008-03-05",12.22
"296","2008-03-06",11.73
"297","2008-03-07",11.07
"298","2008-03-10",10.44
"299","2008-03-11",11.63
"300","2008-03-12",11.33
"301","2008-03-13",11.73
"302","2008-03-14",11.66
"303","2008-03-17",11.6
"304","2008-03-18",11.6
"305","2008-03-19",10.91
"306","2008-03-20",10.35
"307","2008-03-24",10.29
"308","2008-03-25",10.35
"309","2008-03-26",10.8
"310","2008-03-27",10.54
"311","2008-03-28",10.06
"312","2008-03-31",9.8
"313","2008-04-01",9.35
"314","2008-04-02",9.9
"315","2008-04-03",9.79
"316","2008-04-04",9.78
"317","2008-04-07",9.86
"318","2008-04-08",9.82
"319","2008-04-09",9.72
"320","2008-04-10",9.68
"321","2008-04-11",9.15
"322","2008-04-14",9.07
"323","2008-04-15",9.21
"324","2008-04-16",9.55
"325","2008-04-17",9.56
"326","2008-04-18",9.24
"327","2008-04-21",9.1
"328","2008-04-22",9.01
"329","2008-04-23",8.99
"330","2008-04-24",8.63
"331","2008-04-25",8.31
"332","2008-04-28",8.43
"333","2008-04-29",7.4
"334","2008-04-30",7.65
"335","2008-05-01",7.17
"336","2008-05-02",7.05
"337","2008-05-05",7.4
"338","2008-05-06",7.46
"339","2008-05-07",7.54
"340","2008-05-08",7.99
"341","2008-05-09",8.41
"342","2008-05-12",8.88
"343","2008-05-13",8.55
"344","2008-05-14",8.52
"345","2008-05-15",8.53
"346","2008-05-16",8.71
"347","2008-05-19",8.57
"348","2008-05-20",8.74
"349","2008-05-21",8.75
"350","2008-05-22",8.58
"351","2008-05-23",8.32
"352","2008-05-27",8.14
"353","2008-05-28",8.24
"354","2008-05-29",7.97
"355","2008-05-30",8.02
"356","2008-06-02",7.9
"357","2008-06-03",7.79
"358","2008-06-04",7.52
"359","2008-06-05",7.74
"360","2008-06-06",7.82
"361","2008-06-09",7.68
"362","2008-06-10",7.04
"363","2008-06-11",6.9
"364","2008-06-12",6.65
"365","2008-06-13",6.83
"366","2008-06-16",6.92
"367","2008-06-17",6.63
"368","2008-06-18",6.56
"369","2008-06-19",6.3
"370","2008-06-20",6.37
"371","2008-06-23",6.4
"372","2008-06-24",6.17
"373","2008-06-25",6.23
"374","2008-06-26",6.87
"375","2008-06-27",7.4
"376","2008-06-30",7.72
"377","2008-07-01",7.85
"378","2008-07-02",7.48
"379","2008-07-03",7.29
"380","2008-07-07",6.5
"381","2008-07-08",6.34
"382","2008-07-09",6.35
"383","2008-07-10",6.55
"384","2008-07-11",7.06
"385","2008-07-14",7.26
"386","2008-07-15",7.46
"387","2008-07-16",7.2
"388","2008-07-17",6.82
"389","2008-07-18",6.52
"390","2008-07-21",6.86
"391","2008-07-22",6.49
"392","2008-07-23",6.21
"393","2008-07-24",6.29
"394","2008-07-25",6.5
"395","2008-07-28",6.38
"396","2008-07-29",6.24
"397","2008-07-30",6.32
"398","2008-07-31",6.46
"399","2008-08-01",6.08
"400","2008-08-04",5.67
"401","2008-08-05",5.69
"402","2008-08-06",5.72
"403","2008-08-07",5.57
"404","2008-08-08",5.5
"405","2008-08-11",5.05
"406","2008-08-12",5.09
"407","2008-08-13",5.52
"408","2008-08-14",5.22
"409","2008-08-15",5.02
"410","2008-08-18",5.25
"411","2008-08-19",5.39
"412","2008-08-20",5.34
"413","2008-08-21",5.9
"414","2008-08-22",5.95
"415","2008-08-25",5.72
"416","2008-08-26",5.43
"417","2008-08-27",5.71
"418","2008-08-28",5.72
"419","2008-08-29",5.67
"420","2008-09-02",5.2
"421","2008-09-03",5
"422","2008-09-04",5
"423","2008-09-05",5
"424","2008-09-08",4.67
"425","2008-09-09",4.15
"426","2008-09-10",4.09
"427","2008-09-11",3.98
"428","2008-09-12",4.4
"429","2008-09-15",4.15
"430","2008-09-16",4.28
"431","2008-09-17",4.96
"432","2008-09-18",5.25
"433","2008-09-19",5.65
"434","2008-09-22",5.89
"435","2008-09-23",5.39
"436","2008-09-24",5.39
"437","2008-09-25",4.94
"438","2008-09-26",4.88
"439","2008-09-29",4.6
"440","2008-09-30",4.43
"441","2008-10-01",4.6
"442","2008-10-02",3.99
"443","2008-10-03",4.25
"444","2008-10-06",4.06
"445","2008-10-07",3.88
"446","2008-10-08",4.59
"447","2008-10-09",4.41
"448","2008-10-10",4.7
"449","2008-10-13",5
"450","2008-10-14",4.83
"451","2008-10-15",4.32
"452","2008-10-16",4.5
"453","2008-10-17",4.3
"454","2008-10-20",4.54
"455","2008-10-21",4.58
"456","2008-10-22",4
"457","2008-10-23",4.15
"458","2008-10-24",3.7
"459","2008-10-27",3.2
"460","2008-10-28",3.5
"461","2008-10-29",4.19
"462","2008-10-30",4
"463","2008-10-31",3.64
"464","2008-11-03",3.56
"465","2008-11-04",3.97
"466","2008-11-05",3.75
"467","2008-11-06",3.65
"468","2008-11-07",3.77
"469","2008-11-10",3.85
"470","2008-11-11",3.6
"471","2008-11-12",3.21
"472","2008-11-13",3.49
"473","2008-11-14",3.35
"474","2008-11-17",3.25
"475","2008-11-18",3.22
"476","2008-11-19",3.09
"477","2008-11-20",2.95
"478","2008-11-21",3.31
"479","2008-11-24",4
"480","2008-11-25",4
"481","2008-11-26",4.51
"482","2008-11-28",4.8
"483","2008-12-01",4.01
"484","2008-12-02",4.13
"485","2008-12-03",4.4
"486","2008-12-04",4.36
"487","2008-12-05",4.15
"488","2008-12-08",4.87
"489","2008-12-09",4.75
"490","2008-12-10",5.45
"491","2008-12-11",5.17
"492","2008-12-12",5.52
"493","2008-12-15",5.69
"494","2008-12-16",5.65
"495","2008-12-17",5.81
"496","2008-12-18",5.55
"497","2008-12-19",5.66
"498","2008-12-22",5.34
"499","2008-12-23",5.28
"500","2008-12-24",5.12
"501","2008-12-26",5.77
"502","2008-12-29",5.8
"503","2008-12-30",5.56
"504","2008-12-31",5.57
"505","2009-01-02",6.04
"506","2009-01-05",5.92
"507","2009-01-06",6
"508","2009-01-07",5.62
"509","2009-01-08",5.58
"510","2009-01-09",5.74
"511","2009-01-12",5.28
"512","2009-01-13",5.42
"513","2009-01-14",5.06
"514","2009-01-15",5.33
"515","2009-01-16",5.46
"516","2009-01-20",5.79
"517","2009-01-21",5.87
"518","2009-01-22",6
"519","2009-01-23",6.43
"520","2009-01-26",6.99
"521","2009-01-27",6.68
"522","2009-01-28",6.7
"523","2009-01-29",6.77
"524","2009-01-30",6.54
"525","2009-02-02",7.05
"526","2009-02-03",7.54
"527","2009-02-04",8
"528","2009-02-05",8.18
"529","2009-02-06",8.09
"530","2009-02-09",7.79
"531","2009-02-10",8
"532","2009-02-11",8.96
"533","2009-02-12",8.95
"534","2009-02-13",8.81
"535","2009-02-17",9.29
"536","2009-02-18",9.45
"537","2009-02-19",8.94
"538","2009-02-20",9.17
"539","2009-02-23",8.69
"540","2009-02-24",8.1
"541","2009-02-25",8.06
"542","2009-02-26",8.02
"543","2009-02-27",7.97
"544","2009-03-02",7.78
"545","2009-03-03",7.67
"546","2009-03-04",8.02
"547","2009-03-05",8.98
"548","2009-03-06",9.16
"549","2009-03-09",8.6
"550","2009-03-10",8.05
"551","2009-03-11",8.91
"552","2009-03-12",9.7
"553","2009-03-13",9.67
"554","2009-03-16",9.3
"555","2009-03-17",9.2
"556","2009-03-18",9.53
"557","2009-03-19",9.76
"558","2009-03-20",9.45
"559","2009-03-23",9.31
"560","2009-03-24",9.17
"561","2009-03-25",9.19
"562","2009-03-26",9.24
"563","2009-03-27",8.83
"564","2009-03-30",8.39
"565","2009-03-31",8.45
"566","2009-04-01",8.43
"567","2009-04-02",7.72
"568","2009-04-03",7.27
"569","2009-04-06",7.2
"570","2009-04-07",7.04
"571","2009-04-08",7.19
"572","2009-04-09",6.99
"573","2009-04-13",7
"574","2009-04-14",7.03
"575","2009-04-15",7
"576","2009-04-16",6.94
"577","2009-04-17",6.99
"578","2009-04-20",7.03
"579","2009-04-21",7.13
"580","2009-04-22",7.16
"581","2009-04-23",7.39
"582","2009-04-24",8.48
"583","2009-04-27",8.38
"584","2009-04-28",8.25
"585","2009-04-29",8.44
"586","2009-04-30",7.85
"587","2009-05-01",7.81
"588","2009-05-04",8.07
"589","2009-05-05",8.2
"590","2009-05-06",8.15
"591","2009-05-07",8.5
"592","2009-05-08",9.02
"593","2009-05-11",8.79
"594","2009-05-12",8.86
"595","2009-05-13",8.8
"596","2009-05-14",8.55
"597","2009-05-15",8.67
"598","2009-05-18",8.65
"599","2009-05-19",9.03
"600","2009-05-20",9.59
"601","2009-05-21",10.07
"602","2009-05-22",10.28
"603","2009-05-26",9.98
"604","2009-05-27",10
"605","2009-05-28",10.01
"606","2009-05-29",10.33
"607","2009-06-01",10.03
"608","2009-06-02",9.96
"609","2009-06-03",9.52
"610","2009-06-04",9.71
"611","2009-06-05",9.13
"612","2009-06-08",9.18
"613","2009-06-09",9.11
"614","2009-06-10",8.96
"615","2009-06-11",8.44
"616","2009-06-12",8.15
"617","2009-06-15",7.83
"618","2009-06-16",8.28
"619","2009-06-17",8.06
"620","2009-06-18",8.23
"621","2009-06-19",8.81
"622","2009-06-22",7.75
"623","2009-06-23",7.78
"624","2009-06-24",7.77
"625","2009-06-25",7.79
"626","2009-06-26",7.78
"627","2009-06-29",7.76
"628","2009-06-30",7.59
"629","2009-07-01",8.42
"630","2009-07-02",8.36
"631","2009-07-06",7.89
"632","2009-07-07",7.82
"633","2009-07-08",7.73
"634","2009-07-09",7.59
"635","2009-07-10",7.5
"636","2009-07-13",7.73
"637","2009-07-14",7.91
"638","2009-07-15",8.36
"639","2009-07-16",8.17
"640","2009-07-17",8.13
"641","2009-07-20",8.34
"642","2009-07-21",8.1
"643","2009-07-22",8.08
"644","2009-07-23",8.08
"645","2009-07-24",7.93
"646","2009-07-27",7.58
"647","2009-07-28",7.22
"648","2009-07-29",7.1
"649","2009-07-30",7
"650","2009-07-31",7.61
"651","2009-08-03",8.14
"652","2009-08-04",8.01
"653","2009-08-05",7.84
"654","2009-08-06",7.84
"655","2009-08-07",7.63
"656","2009-08-10",7.51
"657","2009-08-11",7.52
"658","2009-08-12",7.67
"659","2009-08-13",7.69
"660","2009-08-14",7.55
"661","2009-08-17",6.98
"662","2009-08-18",7.22
"663","2009-08-19",7.4
"664","2009-08-20",7.43
"665","2009-08-21",7.55
"666","2009-08-24",7.18
"667","2009-08-25",7.11
"668","2009-08-26",7.1
"669","2009-08-27",7.27
"670","2009-08-28",7.2
"671","2009-08-31",7.02
"672","2009-09-01",6.6
"673","2009-09-02",7.32
"674","2009-09-03",8.25
"675","2009-09-04",8.12
"676","2009-09-08",8.21
"677","2009-09-09",8.19
"678","2009-09-10",8.4
"679","2009-09-11",8.37
"680","2009-09-14",8.21
"681","2009-09-15",8.39
"682","2009-09-16",8.45
"683","2009-09-17",7.98
"684","2009-09-18",7.95
"685","2009-09-21",7.71
"686","2009-09-22",7.53
"687","2009-09-23",7.54
"688","2009-09-24",7.35
"689","2009-09-25",6.96
"690","2009-09-28",6.99
"691","2009-09-29",7.07
"692","2009-09-30",7.24
"693","2009-10-01",6.79
"694","2009-10-02",6.76
"695","2009-10-05",7.15
"696","2009-10-06",7.85
"697","2009-10-07",8.01
"698","2009-10-08",7.49
"699","2009-10-09",7.25
"700","2009-10-12",7.11
"701","2009-10-13",7.12
"702","2009-10-14",7.19
"703","2009-10-15",7.08
"704","2009-10-16",7.2
"705","2009-10-19",7.53
"706","2009-10-20",7.17
"707","2009-10-21",7.13
"708","2009-10-22",6.92
"709","2009-10-23",6.28
"710","2009-10-26",5.93
"711","2009-10-27",5.79
"712","2009-10-28",5.76
"713","2009-10-29",6.02
"714","2009-10-30",5.87
"715","2009-11-02",5.77
"716","2009-11-03",6.33
"717","2009-11-04",6.22
"718","2009-11-05",6.23
"719","2009-11-06",6.28
"720","2009-11-09",5.54
"721","2009-11-10",5.45
"722","2009-11-11",5.11
"723","2009-11-12",4.95
"724","2009-11-13",4.79
"725","2009-11-16",4.67
"726","2009-11-17",4.69
"727","2009-11-18",5.21
"728","2009-11-19",5.5
"729","2009-11-20",5.54
"730","2009-11-23",5.39
"731","2009-11-24",5.34
"732","2009-11-25",5.25
"733","2009-11-27",5.23
"734","2009-11-30",5.31
"735","2009-12-01",5.66
"736","2009-12-02",6.44
"737","2009-12-03",6.4
"738","2009-12-04",5.95
"739","2009-12-07",5.85
"740","2009-12-08",5.51
"741","2009-12-09",5.59
"742","2009-12-10",5.43
"743","2009-12-11",5.43
"744","2009-12-14",5.5
"745","2009-12-15",6.32
"746","2009-12-16",6.62
"747","2009-12-17",6.11
"748","2009-12-18",6.85
"749","2009-12-21",6.81
"750","2009-12-22",6.58
"751","2009-12-23",7.08
"752","2009-12-24",7.07
"753","2009-12-28",7.05
"754","2009-12-29",6.89
"755","2009-12-30",6.96
"756","2009-12-31",6.84
"757","2010-01-04",7.2
"758","2010-01-05",7.33
"759","2010-01-06",7.67
"760","2010-01-07",7.58
"761","2010-01-08",7.72
"762","2010-01-11",7.74
"763","2010-01-12",7.52
"764","2010-01-13",7.61
"765","2010-01-14",7.38
"766","2010-01-15",7.46
"767","2010-01-19",7.44
"768","2010-01-20",6.96
"769","2010-01-21",6.31
"770","2010-01-22",6.49
"771","2010-01-25",6.55
"772","2010-01-26",6.43
"773","2010-01-27",6.31
"774","2010-01-28",6.3
"775","2010-01-29",5.56
"776","2010-02-01",5.97
"777","2010-02-02",5.92
"778","2010-02-03",5.83
"779","2010-02-04",5.54
"780","2010-02-05",5.8
"781","2010-02-08",5.71
"782","2010-02-09",6.11
"783","2010-02-10",5.9
"784","2010-02-11",6.28
"785","2010-02-12",6.02
"786","2010-02-16",6.5
"787","2010-02-17",6.37
"788","2010-02-18",6.29
"789","2010-02-19",6.32
"790","2010-02-22",6.26
"791","2010-02-23",5.89
"792","2010-02-24",5.91
"793","2010-02-25",5.93
"794","2010-02-26",6.06
"795","2010-03-01",6.22
"796","2010-03-02",6.39
"797","2010-03-03",6.4
"798","2010-03-04",6.41
"799","2010-03-05",6.34
"800","2010-03-08",6.19
"801","2010-03-09",5.91
"802","2010-03-10",5.85
"803","2010-03-11",5.7
"804","2010-03-12",5.69
"805","2010-03-15",5.31
"806","2010-03-16",5.01
"807","2010-03-17",4.99
"808","2010-03-18",4.94
"809","2010-03-19",4.64
"810","2010-03-22",4.84
"811","2010-03-23",5.07
"812","2010-03-24",4.92
"813","2010-03-25",4.8
"814","2010-03-26",4.84
"815","2010-03-29",4.88
"816","2010-03-30",4.78
"817","2010-03-31",4.89
"818","2010-04-01",4.95
"819","2010-04-05",5.06
"820","2010-04-06",5.22
"821","2010-04-07",5.35
"822","2010-04-08",5.36
"823","2010-04-09",5.42
"824","2010-04-12",5.16
"825","2010-04-13",5.04
"826","2010-04-14",5.17
"827","2010-04-15",5.1
"828","2010-04-16",4.98
"829","2010-04-19",4.88
"830","2010-04-20",4.98
"831","2010-04-21",5.25
"832","2010-04-22",5.25
"833","2010-04-23",5.17
"834","2010-04-26",4.99
"835","2010-04-27",4.99
"836","2010-04-28",5.02
"837","2010-04-29",5.02
"838","2010-04-30",5.03
"839","2010-05-03",5.08
"840","2010-05-04",5
"841","2010-05-05",4.87
"842","2010-05-06",4.9
"843","2010-05-07",4.75
"844","2010-05-10",4.84
"845","2010-05-11",5.3
"846","2010-05-12",5.24
"847","2010-05-13",5.08
"848","2010-05-14",4.94
"849","2010-05-17",4.78
"850","2010-05-18",4.73
"851","2010-05-19",4.36
"852","2010-05-20",4.19
"853","2010-05-21",4.17
"854","2010-05-24",4.19
"855","2010-05-25",4.48
"856","2010-05-26",4.6
"857","2010-05-27",4.61
"858","2010-05-28",4.42
"859","2010-06-01",4.35
"860","2010-06-02",4.4
"861","2010-06-03",4.37
"862","2010-06-04",4.24
"863","2010-06-07",4.38
"864","2010-06-08",4.32
"865","2010-06-09",4.28
"866","2010-06-10",4.32
"867","2010-06-11",4.46
"868","2010-06-14",4.34
"869","2010-06-15",4.42
"870","2010-06-16",4.36
"871","2010-06-17",4.51
"872","2010-06-18",4.79
"873","2010-06-21",4.65
"874","2010-06-22",4.52
"875","2010-06-23",4.64
"876","2010-06-24",4.61
"877","2010-06-25",4.61
"878","2010-06-28",4.56
"879","2010-06-29",4.26
"880","2010-06-30",4.35
"881","2010-07-01",4.26
"882","2010-07-02",4.29
"883","2010-07-06",4.28
"884","2010-07-07",4.4
"885","2010-07-08",4.28
"886","2010-07-09",4.34
"887","2010-07-12",4.24
"888","2010-07-13",4.3
"889","2010-07-14",4.29
"890","2010-07-15",4.26
"891","2010-07-16",4.14
"892","2010-07-19",4.05
"893","2010-07-20",4.1
"894","2010-07-21",4.07
"895","2010-07-22",4.21
"896","2010-07-23",4.21
"897","2010-07-26",4.18
"898","2010-07-27",4.07
"899","2010-07-28",4.07
"900","2010-07-29",4.06
"901","2010-07-30",4.14
"902","2010-08-02",4.19
"903","2010-08-03",4
"904","2010-08-04",4.12
"905","2010-08-05",4.33
"906","2010-08-06",4.19
"907","2010-08-09",4.11
"908","2010-08-10",4.11
"909","2010-08-11",4.05
"910","2010-08-12",4.22
"911","2010-08-13",4.15
"912","2010-08-16",4.2
"913","2010-08-17",4.08
"914","2010-08-18",4.18
"915","2010-08-19",4.15
"916","2010-08-20",4.19
"917","2010-08-23",4.07
"918","2010-08-24",4.03
"919","2010-08-25",4.09
"920","2010-08-26",4.1
"921","2010-08-27",4.17
"922","2010-08-30",4.16
"923","2010-08-31",4.04
"924","2010-09-01",4.08
"925","2010-09-02",4
"926","2010-09-03",4.13
"927","2010-09-07",4.09
"928","2010-09-08",4.35
"929","2010-09-09",4.29
"930","2010-09-10",4.49
"931","2010-09-13",4.54
"932","2010-09-14",4.89
"933","2010-09-15",4.96
"934","2010-09-16",5.18
"935","2010-09-17",5.12
"936","2010-09-20",5.01
"937","2010-09-21",5.06
"938","2010-09-22",5.05
"939","2010-09-23",5.09
"940","2010-09-24",5.11
"941","2010-09-27",5.14
"942","2010-09-28",5.31
"943","2010-09-29",5.23
"944","2010-09-30",5.19
"945","2010-10-01",5.25
"946","2010-10-04",5.23
"947","2010-10-05",5.35
"948","2010-10-06",5.58
"949","2010-10-07",5.27
"950","2010-10-08",5.21
"951","2010-10-11",5.06
"952","2010-10-12",5.24
"953","2010-10-13",5.39
"954","2010-10-14",5.35
"955","2010-10-15",5.32
"956","2010-10-18",5.27
"957","2010-10-19",4.87
"958","2010-10-20",4.99
"959","2010-10-21",4.74
"960","2010-10-22",4.76
"961","2010-10-25",4.76
"962","2010-10-26",4.81
"963","2010-10-27",4.79
"964","2010-10-28",4.91
"965","2010-10-29",4.92
"966","2010-11-01",4.83
"967","2010-11-02",4.7
"968","2010-11-03",4.75
"969","2010-11-04",5.05
"970","2010-11-05",4.94
"971","2010-11-08",4.98
"972","2010-11-09",5.08
"973","2010-11-10",5.28
"974","2010-11-11",5.28
"975","2010-11-12",4.96
"976","2010-11-15",4.97
"977","2010-11-16",4.72
"978","2010-11-17",4.82
"979","2010-11-18",5
"980","2010-11-19",4.93
"981","2010-11-22",5.04
"982","2010-11-23",4.9
"983","2010-11-24",4.89
"984","2010-11-26",4.75
"985","2010-11-29",4.72
"986","2010-11-30",4.74
"987","2010-12-01",4.77
"988","2010-12-02",4.84
"989","2010-12-03",4.89
"990","2010-12-06",4.99
"991","2010-12-07",4.87
"992","2010-12-08",4.9
"993","2010-12-09",4.89
"994","2010-12-10",4.96
"995","2010-12-13",4.82
"996","2010-12-14",4.85
"997","2010-12-15",4.8
"998","2010-12-16",4.76
"999","2010-12-17",4.81
"1000","2010-12-20",4.87
"1001","2010-12-21",4.88
"1002","2010-12-22",4.78
"1003","2010-12-23",4.78
