"","date","AZPN"
"139","2007-07-23",14.02
"140","2007-07-24",13.42
"141","2007-07-25",13.38
"142","2007-07-26",13.02
"143","2007-07-27",12.28
"144","2007-07-30",12.74
"145","2007-07-31",12.4
"146","2007-08-01",12.39
"147","2007-08-02",12.58
"148","2007-08-03",11.81
"149","2007-08-06",11.98
"150","2007-08-07",11.1
"151","2007-08-08",11.16
"152","2007-08-09",10.16
"153","2007-08-10",10.88
"154","2007-08-13",11.11
"155","2007-08-14",11.03
"156","2007-08-15",11.34
"157","2007-08-16",11.04
"158","2007-08-17",11.25
"159","2007-08-20",11.48
"160","2007-08-21",11.63
"161","2007-08-22",12.3
"162","2007-08-23",12.12
"163","2007-08-24",12.63
"164","2007-08-27",12.32
"165","2007-08-28",11.8
"166","2007-08-29",12.3
"167","2007-08-30",12.4
"168","2007-08-31",13.12
"169","2007-09-04",13.16
"170","2007-09-05",12.87
"171","2007-09-06",13.26
"172","2007-09-07",12.52
"173","2007-09-10",12.79
"174","2007-09-11",13
"175","2007-09-12",13.15
"176","2007-09-13",14.07
"177","2007-09-14",14.15
"178","2007-09-17",14.57
"179","2007-09-18",15.02
"180","2007-09-19",15.08
"181","2007-09-20",14.98
"182","2007-09-21",15
"183","2007-09-24",14.9
"184","2007-09-25",14.33
"185","2007-09-26",14.6
"186","2007-09-27",14.45
"187","2007-09-28",14.32
"188","2007-10-01",14.94
"189","2007-10-02",14.9
"190","2007-10-03",15.13
"191","2007-10-04",15.66
"192","2007-10-05",15.52
"193","2007-10-08",15.67
"194","2007-10-09",15.67
"195","2007-10-10",15.92
"196","2007-10-11",15.6
"197","2007-10-12",15.85
"198","2007-10-15",15.86
"199","2007-10-16",15.41
"200","2007-10-17",15.9
"201","2007-10-18",16.049999
"202","2007-10-19",15.66
"203","2007-10-22",16.190001
"204","2007-10-23",17.290001
"205","2007-10-24",16.73
"206","2007-10-25",16.6
"207","2007-10-26",16.889999
"208","2007-10-29",17.299999
"209","2007-10-30",17.110001
"210","2007-10-31",17.440001
"211","2007-11-01",16.68
"212","2007-11-02",16.83
"213","2007-11-05",16.440001
"214","2007-11-06",17.07
"215","2007-11-07",16.209999
"216","2007-11-08",15.92
"217","2007-11-09",15.37
"218","2007-11-12",15.65
"219","2007-11-13",15.72
"220","2007-11-14",15.61
"221","2007-11-15",15.38
"222","2007-11-16",15.66
"223","2007-11-19",15.41
"224","2007-11-20",15.26
"225","2007-11-21",15.9
"226","2007-11-23",16.209999
"227","2007-11-26",16.18
"228","2007-11-27",16.33
"229","2007-11-28",17.57
"230","2007-11-29",17.6
"231","2007-11-30",16.959999
"232","2007-12-03",17.26
"233","2007-12-04",16.59
"234","2007-12-05",17.16
"235","2007-12-06",17.6
"236","2007-12-07",17.620001
"237","2007-12-10",17.360001
"238","2007-12-11",16.940001
"239","2007-12-12",17
"240","2007-12-13",16.58
"241","2007-12-14",16.219999
"242","2007-12-17",15.56
"243","2007-12-18",15.73
"244","2007-12-19",15.7
"245","2007-12-20",16.290001
"246","2007-12-21",16.73
"247","2007-12-24",17.040001
"248","2007-12-26",16.709999
"249","2007-12-27",16.24
"250","2007-12-28",16.4
"251","2007-12-31",16.219999
"252","2008-01-02",15.7
"253","2008-01-03",16.059999
"254","2008-01-04",15.6
"255","2008-01-07",15.06
"256","2008-01-08",14.43
"257","2008-01-09",14.53
"258","2008-01-10",14.18
"259","2008-01-11",12.95
"260","2008-01-14",13.71
"261","2008-01-15",13.15
"262","2008-01-16",13.24
"263","2008-01-17",12.4
"264","2008-01-18",12.56
"265","2008-01-22",11.87
"266","2008-01-23",12.73
"267","2008-01-24",12.72
"268","2008-01-25",12.85
"269","2008-01-28",13.21
"270","2008-01-29",13.02
"271","2008-01-30",13.6
"272","2008-01-31",14.05
"273","2008-02-01",14.58
"274","2008-02-04",14.01
"275","2008-02-05",13.62
"276","2008-02-06",13.07
"277","2008-02-07",13.72
"278","2008-02-08",13.53
"279","2008-02-11",13.49
"280","2008-02-12",13.65
"281","2008-02-13",14.4
"282","2008-02-14",13.48
"283","2008-02-15",12.71
"284","2008-02-19",12.16
"285","2008-02-20",12.05
"286","2008-02-21",11.62
"287","2008-02-22",11.9
"288","2008-02-25",11.61
"289","2008-02-26",11.9
"290","2008-02-27",11.9
"291","2008-02-28",11.88
"292","2008-02-29",11.2
"293","2008-03-03",11.1
"294","2008-03-04",11
"295","2008-03-05",11.04
"296","2008-03-06",10.98
"297","2008-03-07",10.82
"298","2008-03-10",10.4
"299","2008-03-11",10.13
"300","2008-03-12",11.5
"301","2008-03-13",12.57
"302","2008-03-14",12.59
"303","2008-03-17",12.95
"304","2008-03-18",11.75
"305","2008-03-19",11.05
"306","2008-03-20",11.2
"307","2008-03-24",12
"308","2008-03-25",12.5
"309","2008-03-26",12.99
"310","2008-03-27",12.8
"311","2008-03-28",12.48
"312","2008-03-31",12.75
"313","2008-04-01",12.65
"314","2008-04-02",12.3
"315","2008-04-03",12.48
"316","2008-04-04",12.6
"317","2008-04-07",11.7
"318","2008-04-08",11.3
"319","2008-04-09",11.52
"320","2008-04-10",11.55
"321","2008-04-11",11.85
"322","2008-04-14",13.51
"323","2008-04-15",13.75
"324","2008-04-16",13.76
"325","2008-04-17",14
"326","2008-04-18",14.5
"327","2008-04-21",14.3
"328","2008-04-22",13.6
"329","2008-04-23",14.1
"330","2008-04-24",13.9
"331","2008-04-25",14
"332","2008-04-28",13.7
"333","2008-04-29",13.75
"334","2008-04-30",13.74
"335","2008-05-01",14
"336","2008-05-02",13.9
"337","2008-05-05",13.85
"338","2008-05-06",14
"339","2008-05-07",13.9
"340","2008-05-08",14
"341","2008-05-09",13.9
"342","2008-05-12",14
"343","2008-05-13",14
"344","2008-05-14",13.9
"345","2008-05-15",13.9
"346","2008-05-16",13.97
"347","2008-05-19",13.8
"348","2008-05-20",13.75
"349","2008-05-21",13.73
"350","2008-05-22",13.96
"351","2008-05-23",13.74
"352","2008-05-27",13.73
"353","2008-05-28",13.8
"354","2008-05-29",14.39
"355","2008-05-30",14.4
"356","2008-06-02",14
"357","2008-06-03",13.97
"358","2008-06-04",13.9
"359","2008-06-05",14.5
"360","2008-06-06",14.85
"361","2008-06-09",14.75
"362","2008-06-10",14.6
"363","2008-06-11",14.25
"364","2008-06-12",14.5
"365","2008-06-13",14.75
"366","2008-06-16",14.2
"367","2008-06-17",14.4
"368","2008-06-18",14.2
"369","2008-06-19",14.2
"370","2008-06-20",14.1
"371","2008-06-23",13.9
"372","2008-06-24",13.88
"373","2008-06-25",14.15
"374","2008-06-26",13.9
"375","2008-06-27",13.85
"376","2008-06-30",13.3
"377","2008-07-01",12.75
"378","2008-07-02",12.74
"379","2008-07-03",12.74
"380","2008-07-07",12.6
"381","2008-07-08",12.75
"382","2008-07-09",13.3
"383","2008-07-10",13
"384","2008-07-11",12.65
"385","2008-07-14",12.9
"386","2008-07-15",13.15
"387","2008-07-16",13
"388","2008-07-17",13.2
"389","2008-07-18",13.5
"390","2008-07-21",13.5
"391","2008-07-22",12.88
"392","2008-07-23",12.97
"393","2008-07-24",12.5
"394","2008-07-25",12.35
"395","2008-07-28",11.98
"396","2008-07-29",12.5
"397","2008-07-30",12.95
"398","2008-07-31",13.3
"399","2008-08-01",14
"400","2008-08-04",14
"401","2008-08-05",13.95
"402","2008-08-06",13.95
"403","2008-08-07",14
"404","2008-08-08",13.8
"405","2008-08-11",14
"406","2008-08-12",14
"407","2008-08-13",13.85
"408","2008-08-14",14.3
"409","2008-08-15",14
"410","2008-08-18",14
"411","2008-08-19",14
"412","2008-08-20",14.25
"413","2008-08-21",14.25
"414","2008-08-22",14
"415","2008-08-25",14.4
"416","2008-08-26",15
"417","2008-08-27",14.85
"418","2008-08-28",14.5
"419","2008-08-29",14.4
"420","2008-09-02",15
"421","2008-09-03",14.35
"422","2008-09-04",14
"423","2008-09-05",14.5
"424","2008-09-08",13.95
"425","2008-09-09",13.25
"426","2008-09-10",13.5
"427","2008-09-11",13.47
"428","2008-09-12",13.2
"429","2008-09-15",13.15
"430","2008-09-16",13.25
"431","2008-09-17",12.4
"432","2008-09-18",12.1
"433","2008-09-19",12.65
"434","2008-09-22",12.65
"435","2008-09-23",12.7
"436","2008-09-24",12.65
"437","2008-09-25",11.6
"438","2008-09-26",12.5
"439","2008-09-29",12
"440","2008-09-30",12.7
"441","2008-10-01",12.65
"442","2008-10-02",12.3
"443","2008-10-03",12
"444","2008-10-06",11.5
"445","2008-10-07",12
"446","2008-10-08",11.15
"447","2008-10-09",10.85
"448","2008-10-10",8.75
"449","2008-10-13",9.2
"450","2008-10-14",8.5
"451","2008-10-15",7.8
"452","2008-10-16",7.15
"453","2008-10-17",7.4
"454","2008-10-20",7.21
"455","2008-10-21",6.8
"456","2008-10-22",6.54
"457","2008-10-23",6.67
"458","2008-10-24",6.1
"459","2008-10-27",6.05
"460","2008-10-28",7.4
"461","2008-10-29",8.15
"462","2008-10-30",7.65
"463","2008-10-31",7.83
"464","2008-11-03",6.8
"465","2008-11-04",7.5
"466","2008-11-05",7.4
"467","2008-11-06",7.6
"468","2008-11-07",7.7
"469","2008-11-10",7.25
"470","2008-11-11",7
"471","2008-11-12",6.45
"472","2008-11-13",6.25
"473","2008-11-14",6.6
"474","2008-11-17",6.65
"475","2008-11-18",6.85
"476","2008-11-19",6.35
"477","2008-11-20",6.36
"478","2008-11-21",7
"479","2008-11-24",6.94
"480","2008-11-25",6.62
"481","2008-11-26",6.8
"482","2008-11-28",6.95
"483","2008-12-01",6.6
"484","2008-12-02",6.6
"485","2008-12-03",6.3
"486","2008-12-04",6.15
"487","2008-12-05",6.1
"488","2008-12-08",6.34
"489","2008-12-09",6.15
"490","2008-12-10",6
"491","2008-12-11",5.8
"492","2008-12-12",6.45
"493","2008-12-15",6.5
"494","2008-12-16",6
"495","2008-12-17",6
"496","2008-12-18",6
"497","2008-12-19",6.1
"498","2008-12-22",6.2
"499","2008-12-23",6.05
"500","2008-12-24",6.1
"501","2008-12-26",6.15
"502","2008-12-29",6.15
"503","2008-12-30",6.4
"504","2008-12-31",7.42
"505","2009-01-02",7.3
"506","2009-01-05",7
"507","2009-01-06",8
"508","2009-01-07",7.6
"509","2009-01-08",7.3
"510","2009-01-09",7.5
"511","2009-01-12",7.11
"512","2009-01-13",7.2
"513","2009-01-14",7
"514","2009-01-15",7
"515","2009-01-16",7
"516","2009-01-20",7
"517","2009-01-21",6.85
"518","2009-01-22",6.7
"519","2009-01-23",6.2
"520","2009-01-26",6.25
"521","2009-01-27",6.3
"522","2009-01-28",7
"523","2009-01-29",6.77
"524","2009-01-30",6.7
"525","2009-02-02",6.75
"526","2009-02-03",6.7
"527","2009-02-04",6.73
"528","2009-02-05",6.45
"529","2009-02-06",6.5
"530","2009-02-09",6.3
"531","2009-02-10",6.4
"532","2009-02-11",6.44
"533","2009-02-12",6.5
"534","2009-02-13",6.48
"535","2009-02-17",6.05
"536","2009-02-18",6.05
"537","2009-02-19",6.5
"538","2009-02-20",6.2
"539","2009-02-23",6.05
"540","2009-02-24",6.5
"541","2009-02-25",6.99
"542","2009-02-26",6.55
"543","2009-02-27",6.6
"544","2009-03-02",6.06
"545","2009-03-03",5.95
"546","2009-03-04",5.7
"547","2009-03-05",5.5
"548","2009-03-06",5.95
"549","2009-03-09",5.75
"550","2009-03-10",5.75
"551","2009-03-11",6
"552","2009-03-12",5.85
"553","2009-03-13",6
"554","2009-03-16",5.8
"555","2009-03-17",6.05
"556","2009-03-18",7
"557","2009-03-19",6.99
"558","2009-03-20",6.5
"559","2009-03-23",6.5
"560","2009-03-24",6.65
"561","2009-03-25",6.5
"562","2009-03-26",6.83
"563","2009-03-27",6.46
"564","2009-03-30",6.6
"565","2009-03-31",6.99
"566","2009-04-01",6.71
"567","2009-04-02",6.71
"568","2009-04-03",7
"569","2009-04-06",7
"570","2009-04-07",7
"571","2009-04-08",7
"572","2009-04-09",7.1
"573","2009-04-13",7.35
"574","2009-04-14",7.4
"575","2009-04-15",7.36
"576","2009-04-16",7.25
"577","2009-04-17",7.2
"578","2009-04-20",6.9
"579","2009-04-21",6.76
"580","2009-04-22",6.61
"581","2009-04-23",6.5
"582","2009-04-24",6.45
"583","2009-04-27",6.75
"584","2009-04-28",6.75
"585","2009-04-29",7.2
"586","2009-04-30",7.76
"587","2009-05-01",7.85
"588","2009-05-04",8.2
"589","2009-05-05",8.4
"590","2009-05-06",7.9
"591","2009-05-07",7.7
"592","2009-05-08",7.85
"593","2009-05-11",7.85
"594","2009-05-12",7.25
"595","2009-05-13",7.07
"596","2009-05-14",7
"597","2009-05-15",7.15
"598","2009-05-18",7.2
"599","2009-05-19",7.8
"600","2009-05-20",7.3
"601","2009-05-21",7.95
"602","2009-05-22",7.75
"603","2009-05-26",7.8
"604","2009-05-27",7.75
"605","2009-05-28",7.75
"606","2009-05-29",7.9
"607","2009-06-01",7.95
"608","2009-06-02",8.3
"609","2009-06-03",8.2
"610","2009-06-04",8.32
"611","2009-06-05",8.25
"612","2009-06-08",8.3
"613","2009-06-09",9
"614","2009-06-10",9
"615","2009-06-11",9.5
"616","2009-06-12",9.2
"617","2009-06-15",9.42
"618","2009-06-16",9.36
"619","2009-06-17",9.1
"620","2009-06-18",9.1
"621","2009-06-19",9.15
"622","2009-06-22",9
"623","2009-06-23",8.55
"624","2009-06-24",8.51
"625","2009-06-25",8.65
"626","2009-06-26",8.55
"627","2009-06-29",8.65
"628","2009-06-30",8.53
"629","2009-07-01",8.7
"630","2009-07-02",8.8
"631","2009-07-06",8.95
"632","2009-07-07",9.1
"633","2009-07-08",9.11
"634","2009-07-09",9.15
"635","2009-07-10",9.08
"636","2009-07-13",8.88
"637","2009-07-14",8.93
"638","2009-07-15",9
"639","2009-07-16",9
"640","2009-07-17",9.15
"641","2009-07-20",9.05
"642","2009-07-21",9.5
"643","2009-07-22",9.65
"644","2009-07-23",9.7
"645","2009-07-24",9.7
"646","2009-07-27",9.76
"647","2009-07-28",9.7
"648","2009-07-29",9.8
"649","2009-07-30",9.9
"650","2009-07-31",9.9
"651","2009-08-03",9.9
"652","2009-08-04",9.65
"653","2009-08-05",9.55
"654","2009-08-06",9.86
"655","2009-08-07",9.95
"656","2009-08-10",9.9
"657","2009-08-11",9.95
"658","2009-08-12",10
"659","2009-08-13",10
"660","2009-08-14",10.1
"661","2009-08-17",10
"662","2009-08-18",10.57
"663","2009-08-19",10.08
"664","2009-08-20",10.4
"665","2009-08-21",10.48
"666","2009-08-24",10.25
"667","2009-08-25",10.15
"668","2009-08-26",10.25
"669","2009-08-27",10.15
"670","2009-08-28",10.1
"671","2009-08-31",10
"672","2009-09-01",10
"673","2009-09-02",10
"674","2009-09-03",10
"675","2009-09-04",10
"676","2009-09-08",10
"677","2009-09-09",9.91
"678","2009-09-10",10
"679","2009-09-11",10.05
"680","2009-09-14",10
"681","2009-09-15",9.75
"682","2009-09-16",9.95
"683","2009-09-17",9.95
"684","2009-09-18",9.95
"685","2009-09-21",9.9
"686","2009-09-22",9.92
"687","2009-09-23",10.27
"688","2009-09-24",10.04
"689","2009-09-25",10.25
"690","2009-09-28",10.56
"691","2009-09-29",10.28
"692","2009-09-30",10.2
"693","2009-10-01",10.2
"694","2009-10-02",10.04
"695","2009-10-05",9.9
"696","2009-10-06",10.3
"697","2009-10-07",10.32
"698","2009-10-08",10.69
"699","2009-10-09",10.59
"700","2009-10-12",10.7
"701","2009-10-13",10.5
"702","2009-10-14",10.6
"703","2009-10-15",10.52
"704","2009-10-16",10.58
"705","2009-10-19",10.55
"706","2009-10-20",10.6
"707","2009-10-21",10.6
"708","2009-10-22",10.55
"709","2009-10-23",10.45
"710","2009-10-26",10.6
"711","2009-10-27",10.5
"712","2009-10-28",10.25
"713","2009-10-29",10.15
"714","2009-10-30",10.5
"715","2009-11-02",10.45
"716","2009-11-03",10.06
"717","2009-11-04",10
"718","2009-11-05",10.35
"719","2009-11-06",10.25
"720","2009-11-09",9.55
"721","2009-11-10",9.45
"722","2009-11-11",9.85
"723","2009-11-12",9.7
"724","2009-11-13",9.7
"725","2009-11-16",9.8
"726","2009-11-17",9.8
"727","2009-11-18",9.8
"728","2009-11-19",9.45
"729","2009-11-20",9.48
"730","2009-11-23",9.61
"731","2009-11-24",9.6
"732","2009-11-25",9.6
"733","2009-11-27",9.45
"734","2009-11-30",9.55
"735","2009-12-01",9.82
"736","2009-12-02",9.95
"737","2009-12-03",10
"738","2009-12-04",10.01
"739","2009-12-07",10.17
"740","2009-12-08",10.35
"741","2009-12-09",10.59
"742","2009-12-10",10.77
"743","2009-12-11",10.8
"744","2009-12-14",10.8
"745","2009-12-15",10.4
"746","2009-12-16",10.4
"747","2009-12-17",10.64
"748","2009-12-18",10.25
"749","2009-12-21",10.15
"750","2009-12-22",10.05
"751","2009-12-23",9.95
"752","2009-12-24",9.85
"753","2009-12-28",9.85
"754","2009-12-29",9.88
"755","2009-12-30",9.85
"756","2009-12-31",9.8
"757","2010-01-04",9.9
"758","2010-01-05",9.76
"759","2010-01-06",9.7
"760","2010-01-07",9.51
"761","2010-01-08",9.41
"762","2010-01-11",9.45
"763","2010-01-12",9.58
"764","2010-01-13",9.58
"765","2010-01-14",9.7
"766","2010-01-15",9.85
"767","2010-01-19",9.85
"768","2010-01-20",9.99
"769","2010-01-21",9.9
"770","2010-01-22",9.66
"771","2010-01-25",9.5
"772","2010-01-26",9.49
"773","2010-01-27",9.37
"774","2010-01-28",9.13
"775","2010-01-29",9.2
"776","2010-02-01",9.25
"777","2010-02-02",9.2
"778","2010-02-03",9.17
"779","2010-02-04",9.15
"780","2010-02-05",9.01
"781","2010-02-08",9.05
"782","2010-02-09",9
"783","2010-02-10",9.5
"784","2010-02-11",9.26
"785","2010-02-12",9.05
"786","2010-02-16",9.43
"787","2010-02-17",9.24
"788","2010-02-18",9.12
"789","2010-02-19",9.09
"790","2010-02-22",8.67
"791","2010-02-23",8.47
"792","2010-02-24",8.79
"793","2010-02-25",9
"794","2010-02-26",9
"795","2010-03-01",9.03
"796","2010-03-02",9.12
"797","2010-03-03",9.24
"798","2010-03-04",9.4
"799","2010-03-05",9.69
"800","2010-03-08",9.67
"801","2010-03-09",9.73
"802","2010-03-10",9.94
"803","2010-03-11",10
"804","2010-03-12",10.25
"805","2010-03-15",10.35
"806","2010-03-16",10.26
"807","2010-03-17",10.15
"808","2010-03-18",10.25
"809","2010-03-19",10.41
"810","2010-03-22",10.4
"811","2010-03-23",10.54
"812","2010-03-24",10.45
"813","2010-03-25",10.37
"814","2010-03-26",10.13
"815","2010-03-29",10.25
"816","2010-03-30",10.3
"817","2010-03-31",10.25
"818","2010-04-01",10.46
"819","2010-04-05",10.49
"820","2010-04-06",10.67
"821","2010-04-07",10.6
"822","2010-04-08",10.67
"823","2010-04-09",10.52
"824","2010-04-12",10.71
"825","2010-04-13",10.61
"826","2010-04-14",10.61
"827","2010-04-15",10.65
"828","2010-04-16",10.74
"829","2010-04-19",10.46
"830","2010-04-20",10.72
"831","2010-04-21",11
"832","2010-04-22",11.09
"833","2010-04-23",11.21
"834","2010-04-26",11.46
"835","2010-04-27",11.45
"836","2010-04-28",11.63
"837","2010-04-29",11.74
"838","2010-04-30",11.79
"839","2010-05-03",11.83
"840","2010-05-04",11.6
"841","2010-05-05",11.23
"842","2010-05-06",10.75
"843","2010-05-07",10.32
"844","2010-05-10",11.27
"845","2010-05-11",11.49
"846","2010-05-12",11.7
"847","2010-05-13",11.71
"848","2010-05-14",11.6
"849","2010-05-17",11.54
"850","2010-05-18",11.54
"851","2010-05-19",11.31
"852","2010-05-20",11.2
"853","2010-05-21",11.39
"854","2010-05-24",11.4
"855","2010-05-25",11.26
"856","2010-05-26",11.08
"857","2010-05-27",11.5
"858","2010-05-28",11.46
"859","2010-06-01",11
"860","2010-06-02",11.17
"861","2010-06-03",11.43
"862","2010-06-04",11.1
"863","2010-06-07",11
"864","2010-06-08",11.15
"865","2010-06-09",11.46
"866","2010-06-10",11.69
"867","2010-06-11",11.79
"868","2010-06-14",11.55
"869","2010-06-15",11.95
"870","2010-06-16",11.76
"871","2010-06-17",11.7
"872","2010-06-18",11.8
"873","2010-06-21",11.59
"874","2010-06-22",11.53
"875","2010-06-23",11.62
"876","2010-06-24",11.7
"877","2010-06-25",11.44
"878","2010-06-28",11.21
"879","2010-06-29",10.98
"880","2010-06-30",10.89
"881","2010-07-01",11.25
"882","2010-07-02",11.2
"883","2010-07-06",10.93
"884","2010-07-07",11.03
"885","2010-07-08",11.04
"886","2010-07-09",11.04
"887","2010-07-12",10.84
"888","2010-07-13",11.32
"889","2010-07-14",11.24
"890","2010-07-15",11.17
"891","2010-07-16",10.93
"892","2010-07-19",10.97
"893","2010-07-20",10.88
"894","2010-07-21",10.72
"895","2010-07-22",11.28
"896","2010-07-23",11.26
"897","2010-07-26",11.12
"898","2010-07-27",11.23
"899","2010-07-28",10.91
"900","2010-07-29",10.92
"901","2010-07-30",10.93
"902","2010-08-02",11
"903","2010-08-03",10.92
"904","2010-08-04",11.02
"905","2010-08-05",10.85
"906","2010-08-06",10.61
"907","2010-08-09",10.87
"908","2010-08-10",10.56
"909","2010-08-11",10.14
"910","2010-08-12",10.03
"911","2010-08-13",10
"912","2010-08-16",10.1
"913","2010-08-17",10.33
"914","2010-08-18",10.23
"915","2010-08-19",9.97
"916","2010-08-20",9.92
"917","2010-08-23",9.6
"918","2010-08-24",9.47
"919","2010-08-25",9.5
"920","2010-08-26",9.42
"921","2010-08-27",9.6
"922","2010-08-30",9.47
"923","2010-08-31",9.58
"924","2010-09-01",10.06
"925","2010-09-02",9.6
"926","2010-09-03",9.89
"927","2010-09-07",9.81
"928","2010-09-08",9.94
"929","2010-09-09",10
"930","2010-09-10",10.1
"931","2010-09-13",10.52
"932","2010-09-14",10.37
"933","2010-09-15",10.42
"934","2010-09-16",10.2
"935","2010-09-17",10.27
"936","2010-09-20",9.94
"937","2010-09-21",9.46
"938","2010-09-22",9.34
"939","2010-09-23",9.88
"940","2010-09-24",10.05
"941","2010-09-27",10.04
"942","2010-09-28",10.33
"943","2010-09-29",10.3
"944","2010-09-30",10.37
"945","2010-10-01",10.62
"946","2010-10-04",10.63
"947","2010-10-05",10.87
"948","2010-10-06",10.79
"949","2010-10-07",10.86
"950","2010-10-08",10.8
"951","2010-10-11",10.73
"952","2010-10-12",10.94
"953","2010-10-13",10.88
"954","2010-10-14",11
"955","2010-10-15",10.9
"956","2010-10-18",10.98
"957","2010-10-19",10.83
"958","2010-10-20",10.96
"959","2010-10-21",10.84
"960","2010-10-22",10.99
"961","2010-10-25",11.1
"962","2010-10-26",11.4
"963","2010-10-27",11.41
"964","2010-10-28",11.47
"965","2010-10-29",11.2
"966","2010-11-01",11.05
"967","2010-11-02",11.78
"968","2010-11-03",12.47
"969","2010-11-04",12.21
"970","2010-11-05",12.4
"971","2010-11-08",12.45
"972","2010-11-09",12.35
"973","2010-11-10",12.54
"974","2010-11-11",12.64
"975","2010-11-12",12.42
"976","2010-11-15",12.3
"977","2010-11-16",12.23
"978","2010-11-17",12.11
"979","2010-11-18",12.59
"980","2010-11-19",12.68
"981","2010-11-22",12.75
"982","2010-11-23",12.56
"983","2010-11-24",12.79
"984","2010-11-26",12.85
"985","2010-11-29",12.65
"986","2010-11-30",12.5
"987","2010-12-01",13.03
"988","2010-12-02",12.97
"989","2010-12-03",13.13
"990","2010-12-06",13.13
"991","2010-12-07",12.88
"992","2010-12-08",13.15
"993","2010-12-09",12.98
"994","2010-12-10",12.83
"995","2010-12-13",12.67
"996","2010-12-14",12.7
"997","2010-12-15",12.93
"998","2010-12-16",13.14
"999","2010-12-17",13.28
"1000","2010-12-20",13.2
"1001","2010-12-21",13.18
"1002","2010-12-22",12.85
"1003","2010-12-23",12.79
"1004","2010-12-27",12.69
"1005","2010-12-28",12.63
"1006","2010-12-29",12.82
"1007","2010-12-30",12.97
"1008","2010-12-31",12.7
"1009","2011-01-03",13.02
