"","date","JMIA"
"1","2019-04-12",25.459999
"2","2019-04-15",31.91
"3","2019-04-16",43.040001
"4","2019-04-17",40.07
"5","2019-04-18",35.150002
"6","2019-04-22",33.369999
"7","2019-04-23",36.009998
"8","2019-04-24",37.169998
"9","2019-04-25",35.900002
"10","2019-04-26",40.209999
"11","2019-04-29",45.259998
"12","2019-04-30",42.970001
"13","2019-05-01",46.990002
"14","2019-05-02",40.77
"15","2019-05-03",38.860001
"16","2019-05-06",37.720001
"17","2019-05-07",35.799999
"18","2019-05-08",33.110001
"19","2019-05-09",26.889999
"20","2019-05-10",24.5
"21","2019-05-13",26.6
"22","2019-05-14",25.6
"23","2019-05-15",23.440001
"24","2019-05-16",21.23
"25","2019-05-17",19.92
"26","2019-05-20",20.440001
"27","2019-05-21",23.290001
"28","2019-05-22",22.35
"29","2019-05-23",22.49
"30","2019-05-24",23.4
"31","2019-05-28",23.059999
"32","2019-05-29",24.389999
"33","2019-05-30",25.33
"34","2019-05-31",26.620001
"35","2019-06-03",25.809999
"36","2019-06-04",26.540001
"37","2019-06-05",26.360001
"38","2019-06-06",25.93
"39","2019-06-07",24.639999
"40","2019-06-10",23.450001
"41","2019-06-11",22.58
"42","2019-06-12",24.75
"43","2019-06-13",23.889999
"44","2019-06-14",24.23
"45","2019-06-17",23.33
"46","2019-06-18",23.129999
"47","2019-06-19",23.08
"48","2019-06-20",24.040001
"49","2019-06-21",25.620001
"50","2019-06-24",25.530001
"51","2019-06-25",25.65
"52","2019-06-26",26.120001
"53","2019-06-27",26.27
"54","2019-06-28",26.42
"55","2019-07-01",26
"56","2019-07-02",25.139999
"57","2019-07-03",24.85
"58","2019-07-05",26.07
"59","2019-07-08",25.98
"60","2019-07-09",27.16
"61","2019-07-10",26.33
"62","2019-07-11",24.870001
"63","2019-07-12",24.540001
"64","2019-07-15",23.85
"65","2019-07-16",23.07
"66","2019-07-17",22.719999
"67","2019-07-18",22.1
"68","2019-07-19",22.719999
"69","2019-07-22",21.58
"70","2019-07-23",21.15
"71","2019-07-24",21.379999
"72","2019-07-25",20.08
"73","2019-07-26",19.66
"74","2019-07-29",19.049999
"75","2019-07-30",17.83
"76","2019-07-31",17.02
"77","2019-08-01",16.25
"78","2019-08-02",15.66
"79","2019-08-05",14.57
"80","2019-08-06",13.81
"81","2019-08-07",13.46
"82","2019-08-08",13.25
"83","2019-08-09",12.35
"84","2019-08-12",11.48
"85","2019-08-13",13.13
"86","2019-08-14",12.8
"87","2019-08-15",13.27
"88","2019-08-16",13.07
"89","2019-08-19",15.41
"90","2019-08-20",14.75
"91","2019-08-21",12.27
"92","2019-08-22",13.31
"93","2019-08-23",12.77
"94","2019-08-26",11.83
"95","2019-08-27",11.06
"96","2019-08-28",10.53
"97","2019-08-29",10.8
"98","2019-08-30",11.15
"99","2019-09-03",10.05
"100","2019-09-04",11.31
"101","2019-09-05",10.9
"102","2019-09-06",11.05
"103","2019-09-09",10.77
"104","2019-09-10",10.88
"105","2019-09-11",10.75
"106","2019-09-12",10.93
"107","2019-09-13",11.11
"108","2019-09-16",11.04
"109","2019-09-17",10.86
"110","2019-09-18",10.94
"111","2019-09-19",10.55
"112","2019-09-20",10.38
"113","2019-09-23",9.43
"114","2019-09-24",8.53
"115","2019-09-25",7.95
"116","2019-09-26",8.05
"117","2019-09-27",8.23
"118","2019-09-30",7.93
"119","2019-10-01",7.39
"120","2019-10-02",7.58
"121","2019-10-03",7.94
"122","2019-10-04",8.07
"123","2019-10-07",8.36
"124","2019-10-08",7.54
"125","2019-10-09",7.54
"126","2019-10-10",7.19
"127","2019-10-11",6.68
"128","2019-10-14",6.2
"129","2019-10-15",6.78
"130","2019-10-16",7.24
"131","2019-10-17",7.98
"132","2019-10-18",7.02
"133","2019-10-21",7.22
"134","2019-10-22",6.74
"135","2019-10-23",6.89
"136","2019-10-24",6.87
"137","2019-10-25",6.8
"138","2019-10-28",6.52
"139","2019-10-29",6.46
"140","2019-10-30",6.51
"141","2019-10-31",6.45
"142","2019-11-01",6.32
"143","2019-11-04",6.48
"144","2019-11-05",6.3
"145","2019-11-06",6.21
"146","2019-11-07",6.19
"147","2019-11-08",6.26
"148","2019-11-11",6.66
"149","2019-11-12",5.84
"150","2019-11-13",6.09
"151","2019-11-14",5.32
"152","2019-11-15",5.49
"153","2019-11-18",5.28
"154","2019-11-19",5.28
"155","2019-11-20",5.48
"156","2019-11-21",5.52
"157","2019-11-22",5.81
"158","2019-11-25",5.59
"159","2019-11-26",5.93
"160","2019-11-27",6.3
"161","2019-11-29",6.26
"162","2019-12-02",6.07
"163","2019-12-03",6
"164","2019-12-04",6.07
"165","2019-12-05",5.75
"166","2019-12-06",5.85
"167","2019-12-09",5.58
"168","2019-12-10",5.53
"169","2019-12-11",5.43
"170","2019-12-12",5.46
"171","2019-12-13",5.38
"172","2019-12-16",5.44
"173","2019-12-17",5.75
"174","2019-12-18",5.48
"175","2019-12-19",5.66
"176","2019-12-20",5.44
"177","2019-12-23",5.49
"178","2019-12-24",5.5
"179","2019-12-26",5.78
"180","2019-12-27",6.13
"181","2019-12-30",6.25
"182","2019-12-31",6.73
"183","2020-01-02",6.6
"184","2020-01-03",6.51
"185","2020-01-06",6.4
"186","2020-01-07",6.31
"187","2020-01-08",6.25
"188","2020-01-09",5.9
"189","2020-01-10",5.72
"190","2020-01-13",6.2
"191","2020-01-14",6.14
"192","2020-01-15",6.06
"193","2020-01-16",7.75
"194","2020-01-17",7.24
"195","2020-01-21",8.38
"196","2020-01-22",8.13
"197","2020-01-23",8.39
"198","2020-01-24",8.28
"199","2020-01-27",7.33
"200","2020-01-28",7.1
"201","2020-01-29",6.5
"202","2020-01-30",6.02
"203","2020-01-31",6
"204","2020-02-03",5.64
"205","2020-02-04",5.64
"206","2020-02-05",5.58
"207","2020-02-06",5.47
"208","2020-02-07",5.2
"209","2020-02-10",5.24
"210","2020-02-11",5.65
"211","2020-02-12",5.52
"212","2020-02-13",5.33
"213","2020-02-14",5.9
"214","2020-02-18",5.72
"215","2020-02-19",5.8
"216","2020-02-20",6.2
"217","2020-02-21",5.88
"218","2020-02-24",5.52
"219","2020-02-25",3.99
"220","2020-02-26",4.07
"221","2020-02-27",4.15
"222","2020-02-28",4.11
"223","2020-03-02",3.99
"224","2020-03-03",3.84
"225","2020-03-04",4.02
"226","2020-03-05",3.97
"227","2020-03-06",3.7
"228","2020-03-09",3.15
"229","2020-03-10",3.2
"230","2020-03-11",2.86
"231","2020-03-12",2.5
"232","2020-03-13",2.83
"233","2020-03-16",2.57
"234","2020-03-17",2.68
"235","2020-03-18",2.39
"236","2020-03-19",2.59
"237","2020-03-20",2.33
"238","2020-03-23",2.41
"239","2020-03-24",2.92
"240","2020-03-25",3.06
"241","2020-03-26",3.28
"242","2020-03-27",3.07
"243","2020-03-30",3.12
"244","2020-03-31",2.92
"245","2020-04-01",2.73
"246","2020-04-02",2.82
"247","2020-04-03",2.58
"248","2020-04-06",2.93
"249","2020-04-07",2.8
"250","2020-04-08",3.04
"251","2020-04-09",2.85
"252","2020-04-13",3.23
"253","2020-04-14",3.5
"254","2020-04-15",3.29
"255","2020-04-16",3.27
"256","2020-04-17",3.55
"257","2020-04-20",3.91
"258","2020-04-21",3.58
"259","2020-04-22",3.91
"260","2020-04-23",4.05
"261","2020-04-24",4.21
