"","date","MVBF"
"1","2012-08-03",12
"2","2012-08-06",12
"3","2012-08-07",12
"4","2012-08-08",12
"5","2012-08-09",12
"6","2012-08-10",12
"7","2012-08-13",12
"8","2012-08-14",12
"9","2012-08-15",12
"10","2012-08-16",12
"11","2012-08-17",12
"12","2012-08-20",12
"13","2012-08-21",12
"14","2012-08-22",12
"15","2012-08-23",12
"16","2012-08-24",12
"17","2012-08-27",11.75
"18","2012-08-28",11.75
"19","2012-08-29",11.75
"20","2012-08-30",11.75
"21","2012-08-31",11.75
"22","2012-09-04",11.75
"23","2012-09-05",11.75
"24","2012-09-06",11.75
"25","2012-09-07",11.875
"26","2012-09-10",11.5
"27","2012-09-11",11.575
"28","2012-09-12",11.85
"29","2012-09-13",11.85
"30","2012-09-14",11.85
"31","2012-09-17",11.875
"32","2012-09-18",11.875
"33","2012-09-19",11.875
"34","2012-09-20",11.875
"35","2012-09-21",11.525
"36","2012-09-24",11.525
"37","2012-09-25",11.525
"38","2012-09-26",11.875
"39","2012-09-27",11.875
"40","2012-09-28",11.875
"41","2012-10-01",11.75
"42","2012-10-02",11.75
"43","2012-10-03",11.75
"44","2012-10-04",11.75
"45","2012-10-05",11.75
"46","2012-10-08",11.75
"47","2012-10-09",11.75
"48","2012-10-10",11.75
"49","2012-10-11",11.75
"50","2012-10-12",11.75
"51","2012-10-15",11.85
"52","2012-10-16",11.85
"53","2012-10-17",11.85
"54","2012-10-18",11.875
"55","2012-10-19",11.875
"56","2012-10-22",11.8
"57","2012-10-23",12
"58","2012-10-24",12
"59","2012-10-25",12
"60","2012-10-26",12
"61","2012-10-31",12
"62","2012-11-01",12
"63","2012-11-02",11.85
"64","2012-11-05",11.85
"65","2012-11-06",11.85
"66","2012-11-07",11.85
"67","2012-11-08",11.85
"68","2012-11-09",11.85
"69","2012-11-12",12
"70","2012-11-13",11.85
"71","2012-11-14",12
"72","2012-11-15",11.85
"73","2012-11-16",11.81
"74","2012-11-19",11.81
"75","2012-11-20",12
"76","2012-11-21",12
"77","2012-11-23",12
"78","2012-11-26",12
"79","2012-11-27",12
"80","2012-11-28",12
"81","2012-11-29",12
"82","2012-11-30",12
"83","2012-12-03",12
"84","2012-12-04",12
"85","2012-12-05",12
"86","2012-12-06",12
"87","2012-12-07",12
"88","2012-12-10",12
"89","2012-12-11",12
"90","2012-12-12",12
"91","2012-12-13",12
"92","2012-12-14",12
"93","2012-12-17",12
"94","2012-12-18",12
"95","2012-12-19",12
"96","2012-12-20",12
"97","2012-12-21",12
"98","2012-12-24",11.995
"99","2012-12-26",11.995
"100","2012-12-27",11.83
"101","2012-12-28",11.83
"102","2012-12-31",12
"103","2013-01-02",12
"104","2013-01-03",12
"105","2013-01-04",12
"106","2013-01-07",12
"107","2013-01-08",12
"108","2013-01-09",12
"109","2013-01-10",12
"110","2013-01-11",12
"111","2013-01-14",12
"112","2013-01-15",12
"113","2013-01-16",12
"114","2013-01-17",12
"115","2013-01-18",12
"116","2013-01-22",12
"117","2013-01-23",12
"118","2013-01-24",12
"119","2013-01-25",12
"120","2013-01-28",12
"121","2013-01-29",12
"122","2013-01-30",12
"123","2013-01-31",12
"124","2013-02-01",12
"125","2013-02-04",11.85
"126","2013-02-05",11.85
"127","2013-02-06",11.85
"128","2013-02-07",11.85
"129","2013-02-08",11.85
"130","2013-02-11",11.85
"131","2013-02-12",12
"132","2013-02-13",12
"133","2013-02-14",12
"134","2013-02-15",12
"135","2013-02-19",12
"136","2013-02-20",12
"137","2013-02-21",12
"138","2013-02-22",12
"139","2013-02-25",12
"140","2013-02-26",12
"141","2013-02-27",12
"142","2013-02-28",12
"143","2013-03-01",12
"144","2013-03-04",12
"145","2013-03-05",12
"146","2013-03-06",12
"147","2013-03-07",12
"148","2013-03-08",12
"149","2013-03-11",12
"150","2013-03-12",12
"151","2013-03-13",12
"152","2013-03-14",12
"153","2013-03-15",12
"154","2013-03-18",12
"155","2013-03-19",12
"156","2013-03-20",12
"157","2013-03-21",12
"158","2013-03-22",12
"159","2013-03-25",12
"160","2013-03-26",12
"161","2013-03-27",12
"162","2013-03-28",12
"163","2013-04-01",12.25
"164","2013-04-02",12.25
"165","2013-04-03",12.25
"166","2013-04-04",12.25
"167","2013-04-05",12.25
"168","2013-04-08",12.25
"169","2013-04-09",12.25
"170","2013-04-10",12.25
"171","2013-04-11",12.25
"172","2013-04-12",12.25
"173","2013-04-15",12.25
"174","2013-04-16",12.3
"175","2013-04-17",12.3
"176","2013-04-18",12.3
"177","2013-04-19",12.325
"178","2013-04-22",12
"179","2013-04-23",12.325
"180","2013-04-24",12.325
"181","2013-04-25",12.325
"182","2013-04-26",12.325
"183","2013-04-29",12.325
"184","2013-04-30",12.5
"185","2013-05-01",12.5
"186","2013-05-02",12.5
"187","2013-05-03",12.5
"188","2013-05-06",12.5
"189","2013-05-07",12.5
"190","2013-05-08",12.5
"191","2013-05-09",12.5
"192","2013-05-10",12.5
"193","2013-05-13",12.5
"194","2013-05-14",13.495
"195","2013-05-15",13.5
"196","2013-05-16",13.5
"197","2013-05-17",13.5
"198","2013-05-20",13.5
"199","2013-05-21",13.5
"200","2013-05-22",13.5
"201","2013-05-23",13.5
"202","2013-05-24",13.5
"203","2013-05-28",13.5
"204","2013-05-29",13.5
"205","2013-05-30",14
"206","2013-05-31",14
"207","2013-06-03",14
"208","2013-06-04",14
"209","2013-06-05",14
"210","2013-06-06",14
"211","2013-06-07",14.125
"212","2013-06-10",14.125
"213","2013-06-11",14.125
"214","2013-06-12",14.125
"215","2013-06-13",14.125
"216","2013-06-14",14.125
"217","2013-06-17",14.125
"218","2013-06-18",14.125
"219","2013-06-19",14.125
"220","2013-06-20",14.125
"221","2013-06-21",14.125
"222","2013-06-24",14.125
"223","2013-06-25",14.125
"224","2013-06-26",14.125
"225","2013-06-27",14.125
"226","2013-06-28",14.125
"227","2013-07-01",14.125
"228","2013-07-02",14.125
"229","2013-07-03",14.125
"230","2013-07-05",14.125
"231","2013-07-08",14.125
"232","2013-07-09",14.125
"233","2013-07-10",14.125
"234","2013-07-11",14.125
"235","2013-07-12",14.125
"236","2013-07-15",14.125
"237","2013-07-16",14.825
"238","2013-07-17",14.825
"239","2013-07-18",15.615
"240","2013-07-19",15.4
"241","2013-07-22",16.75
"242","2013-07-23",17.65
"243","2013-07-24",17.65
"244","2013-07-25",17.65
"245","2013-07-26",17.65
"246","2013-07-29",17.65
"247","2013-07-30",17.65
"248","2013-07-31",17.65
"249","2013-08-01",17.65
"250","2013-08-02",17.65
"251","2013-08-05",17.65
"252","2013-08-06",17.65
"253","2013-08-07",16.75
"254","2013-08-08",16.75
"255","2013-08-09",16.75
"256","2013-08-12",16.75
"257","2013-08-13",16.875
"258","2013-08-14",16.875
"259","2013-08-15",16.875
"260","2013-08-16",17.27
"261","2013-08-19",17.25
"262","2013-08-20",17.24
"263","2013-08-21",17.24
"264","2013-08-22",17.24
"265","2013-08-23",17.125
"266","2013-08-26",18
"267","2013-08-27",18
"268","2013-08-28",18
"269","2013-08-29",18
"270","2013-08-30",18
"271","2013-09-03",18
"272","2013-09-04",18
"273","2013-09-05",18
"274","2013-09-06",18
"275","2013-09-09",18
"276","2013-09-10",18
"277","2013-09-11",18
"278","2013-09-12",19.475
"279","2013-09-13",19.475
"280","2013-09-16",19.475
"281","2013-09-17",19.475
"282","2013-09-18",19.475
"283","2013-09-19",19.475
"284","2013-09-20",19.25
"285","2013-09-23",19.25
"286","2013-09-24",19.25
"287","2013-09-25",19.25
"288","2013-09-26",19.25
"289","2013-09-27",19.25
"290","2013-09-30",19.25
"291","2013-10-01",19.25
"292","2013-10-02",17.5
"293","2013-10-03",17.5
"294","2013-10-04",18.5
"295","2013-10-07",17.4
"296","2013-10-08",17.424999
"297","2013-10-09",17.5
"298","2013-10-10",18
"299","2013-10-11",18
"300","2013-10-14",18
"301","2013-10-15",17.5
"302","2013-10-16",17.92
"303","2013-10-17",17.92
"304","2013-10-18",17.92
"305","2013-10-21",17.975
"306","2013-10-22",17.43
"307","2013-10-23",17.43
"308","2013-10-24",17.424999
"309","2013-10-25",17.424999
"310","2013-10-28",17.424999
"311","2013-10-29",17.975
"312","2013-10-30",17.975
"313","2013-10-31",17.975
"314","2013-11-01",17.975
"315","2013-11-04",17.5
"316","2013-11-05",17.975
"317","2013-11-06",17.975
"318","2013-11-07",17.975
"319","2013-11-08",17.875
"320","2013-11-11",17.875
"321","2013-11-12",17.450001
"322","2013-11-13",17.450001
"323","2013-11-14",16.5
"324","2013-11-15",16.5
"325","2013-11-18",16.5
"326","2013-11-19",16.5
"327","2013-11-20",16.504999
"328","2013-11-21",16.504999
"329","2013-11-22",16.75
"330","2013-11-25",16.75
"331","2013-11-26",16.75
"332","2013-11-27",16.75
"333","2013-11-29",16.75
"334","2013-12-02",16.75
"335","2013-12-03",16.75
"336","2013-12-04",16.75
"337","2013-12-05",16.75
"338","2013-12-06",16.75
"339","2013-12-09",16.75
"340","2013-12-10",16.75
"341","2013-12-11",16.75
"342","2013-12-12",16.75
"343","2013-12-13",16.75
"344","2013-12-16",17.5
"345","2013-12-17",17.5
"346","2013-12-18",17.5
"347","2013-12-19",17.495001
"348","2013-12-20",17.504999
"349","2013-12-23",17.275
"350","2013-12-24",17.275
"351","2013-12-26",17.275
"352","2013-12-27",16.709999
"353","2013-12-30",16.6
"354","2013-12-31",16.6
"355","2014-01-02",16.6
"356","2014-01-03",16.6
"357","2014-01-06",16.6
"358","2014-01-07",16.6
"359","2014-01-08",16.6
"360","2014-01-09",17
"361","2014-01-10",18
"362","2014-01-13",18
"363","2014-01-14",18
"364","2014-01-15",17.184999
"365","2014-01-16",17.184999
"366","2014-01-17",17.184999
"367","2014-01-21",17.184999
"368","2014-01-22",17.184999
"369","2014-01-23",17.184999
"370","2014-01-24",17.290001
"371","2014-01-27",17
"372","2014-01-28",17
"373","2014-01-29",17
"374","2014-01-30",17
"375","2014-01-31",17
"376","2014-02-03",16
"377","2014-02-04",16
"378","2014-02-05",16
"379","2014-02-06",16.49
"380","2014-02-07",16.49
"381","2014-02-10",16.075001
"382","2014-02-11",16.075001
"383","2014-02-12",16.075001
"384","2014-02-13",16.075001
"385","2014-02-14",16.075001
"386","2014-02-18",16.625
"387","2014-02-19",16.625
