"","date","LOGI"
"1","2007-01-03",28.83
"2","2007-01-04",29.139999
"3","2007-01-05",28.32
"4","2007-01-08",28.48
"5","2007-01-09",29.209999
"6","2007-01-10",29.190001
"7","2007-01-11",29.190001
"8","2007-01-12",29.27
"9","2007-01-16",27.49
"10","2007-01-17",28.6
"11","2007-01-18",28.91
"12","2007-01-19",29.4
"13","2007-01-22",28.440001
"14","2007-01-23",28.18
"15","2007-01-24",27.98
"16","2007-01-25",27.469999
"17","2007-01-26",27.35
"18","2007-01-29",27.52
"19","2007-01-30",27.85
"20","2007-01-31",29.18
"21","2007-02-01",29.370001
"22","2007-02-02",29.200001
"23","2007-02-05",29.190001
"24","2007-02-06",28.93
"25","2007-02-07",29.16
"26","2007-02-08",28.969999
"27","2007-02-09",28.27
"28","2007-02-12",27.99
"29","2007-02-13",28.030001
"30","2007-02-14",28.68
"31","2007-02-15",29.120001
"32","2007-02-16",29.129999
"33","2007-02-20",28.85
"34","2007-02-21",28.530001
"35","2007-02-22",28.709999
"36","2007-02-23",28.43
"37","2007-02-26",27.889999
"38","2007-02-27",25.940001
"39","2007-02-28",26.15
"40","2007-03-01",26.51
"41","2007-03-02",26.51
"42","2007-03-05",25.82
"43","2007-03-06",26.42
"44","2007-03-07",26.389999
"45","2007-03-08",26.530001
"46","2007-03-09",26.690001
"47","2007-03-12",26.639999
"48","2007-03-13",25.540001
"49","2007-03-14",25.799999
"50","2007-03-15",25.530001
"51","2007-03-16",25.67
"52","2007-03-19",26.370001
"53","2007-03-20",26.530001
"54","2007-03-21",27.610001
"55","2007-03-22",27.42
"56","2007-03-23",27.76
"57","2007-03-26",28.370001
"58","2007-03-27",27.799999
"59","2007-03-28",27.51
"60","2007-03-29",27.82
"61","2007-03-30",27.83
"62","2007-04-02",27.950001
"63","2007-04-03",27.85
"64","2007-04-04",28
"65","2007-04-05",28.5
"66","2007-04-09",27.940001
"67","2007-04-10",28.360001
"68","2007-04-11",27.799999
"69","2007-04-12",27.85
"70","2007-04-13",28.309999
"71","2007-04-16",28.959999
"72","2007-04-17",28.66
"73","2007-04-18",28.360001
"74","2007-04-19",26.17
"75","2007-04-20",27.219999
"76","2007-04-23",27.280001
"77","2007-04-24",27.25
"78","2007-04-25",27.49
"79","2007-04-26",27.219999
"80","2007-04-27",26.57
"81","2007-04-30",26.91
"82","2007-05-01",26.969999
"83","2007-05-02",26.719999
"84","2007-05-03",26.440001
"85","2007-05-04",26.549999
"86","2007-05-07",26.76
"87","2007-05-08",26.440001
"88","2007-05-09",26.559999
"89","2007-05-10",25.950001
"90","2007-05-11",26.299999
"91","2007-05-14",26.1
"92","2007-05-15",25.75
"93","2007-05-16",26.32
"94","2007-05-17",25.780001
"95","2007-05-18",25.76
"96","2007-05-21",25.809999
"97","2007-05-22",25.969999
"98","2007-05-23",26.110001
"99","2007-05-24",26.09
"100","2007-05-25",26.17
"101","2007-05-29",26.49
"102","2007-05-30",27.040001
"103","2007-05-31",26.73
"104","2007-06-01",26.959999
"105","2007-06-04",26.77
"106","2007-06-05",26.379999
"107","2007-06-06",26.02
"108","2007-06-07",25.360001
"109","2007-06-08",26.23
"110","2007-06-11",25.82
"111","2007-06-12",25.91
"112","2007-06-13",25.99
"113","2007-06-14",26.34
"114","2007-06-15",26.65
"115","2007-06-18",26.9
"116","2007-06-19",27.290001
"117","2007-06-20",27.35
"118","2007-06-21",27.58
"119","2007-06-22",27.42
"120","2007-06-25",27
"121","2007-06-26",26.98
"122","2007-06-27",27.23
"123","2007-06-28",27.02
"124","2007-06-29",26.389999
"125","2007-07-02",26.870001
"126","2007-07-03",27.1
"127","2007-07-05",27.4
"128","2007-07-06",27.5
"129","2007-07-09",28
"130","2007-07-10",27.950001
"131","2007-07-11",28.389999
"132","2007-07-12",29
"133","2007-07-13",28.41
"134","2007-07-16",28.08
"135","2007-07-17",28.389999
"136","2007-07-18",27.889999
"137","2007-07-19",29.27
"138","2007-07-20",28.17
"139","2007-07-23",28.25
"140","2007-07-24",28
"141","2007-07-25",27.59
"142","2007-07-26",26.700001
"143","2007-07-27",26.02
"144","2007-07-30",27.309999
"145","2007-07-31",26.700001
"146","2007-08-01",27.129999
"147","2007-08-02",27.01
"148","2007-08-03",26.24
"149","2007-08-06",27.139999
"150","2007-08-07",26.84
"151","2007-08-08",27.74
"152","2007-08-09",27.639999
"153","2007-08-10",27.33
"154","2007-08-13",26.950001
"155","2007-08-14",26.549999
"156","2007-08-15",25.77
"157","2007-08-16",25.76
"158","2007-08-17",25.959999
"159","2007-08-20",26.59
"160","2007-08-21",25.780001
"161","2007-08-22",26.440001
"162","2007-08-23",26.23
"163","2007-08-24",26.950001
"164","2007-08-27",26.690001
"165","2007-08-28",25.969999
"166","2007-08-29",26.76
"167","2007-08-30",26.559999
"168","2007-08-31",27.23
"169","2007-09-04",27.49
"170","2007-09-05",26.780001
"171","2007-09-06",26.76
"172","2007-09-07",26.77
"173","2007-09-10",26.5
"174","2007-09-11",26.82
"175","2007-09-12",26.67
"176","2007-09-13",26.719999
"177","2007-09-14",26.52
"178","2007-09-17",26.5
"179","2007-09-18",27.200001
"180","2007-09-19",27.469999
"181","2007-09-20",27.690001
"182","2007-09-21",28.02
"183","2007-09-24",27.809999
"184","2007-09-25",28.309999
"185","2007-09-26",28.209999
"186","2007-09-27",28.620001
"187","2007-09-28",29.549999
"188","2007-10-01",30.139999
"189","2007-10-02",30.09
"190","2007-10-03",30.309999
"191","2007-10-04",30.549999
"192","2007-10-05",30.379999
"193","2007-10-08",29.9
"194","2007-10-09",29.190001
"195","2007-10-10",29
"196","2007-10-11",29.040001
"197","2007-10-12",29.379999
"198","2007-10-15",29.17
"199","2007-10-16",29.35
"200","2007-10-17",29.49
"201","2007-10-18",36.259998
"202","2007-10-19",34.389999
"203","2007-10-22",35.02
"204","2007-10-23",35.400002
"205","2007-10-24",34.700001
"206","2007-10-25",34.259998
"207","2007-10-26",34.939999
"208","2007-10-29",35.220001
"209","2007-10-30",34.990002
"210","2007-10-31",35.32
"211","2007-11-01",35.450001
"212","2007-11-02",36.419998
"213","2007-11-05",35.560001
"214","2007-11-06",36.389999
"215","2007-11-07",35.52
"216","2007-11-08",35.380001
"217","2007-11-09",34.349998
"218","2007-11-12",33.060001
"219","2007-11-13",34.18
"220","2007-11-14",33.77
"221","2007-11-15",33.689999
"222","2007-11-16",34.75
"223","2007-11-19",33.02
"224","2007-11-20",33.119999
"225","2007-11-21",32.549999
"226","2007-11-23",32.860001
"227","2007-11-26",32.57
"228","2007-11-27",33.240002
"229","2007-11-28",33.82
"230","2007-11-29",33.720001
"231","2007-11-30",34.029999
"232","2007-12-03",34.02
"233","2007-12-04",34.740002
"234","2007-12-05",34.869999
"235","2007-12-06",35.150002
"236","2007-12-07",35.23
"237","2007-12-10",35.75
"238","2007-12-11",34.689999
"239","2007-12-12",35.290001
"240","2007-12-13",34.98
"241","2007-12-14",34.790001
"242","2007-12-17",33.82
"243","2007-12-18",34.09
"244","2007-12-19",33.950001
"245","2007-12-20",34.400002
"246","2007-12-21",35.299999
"247","2007-12-24",35.91
"248","2007-12-26",35.869999
"249","2007-12-27",35.810001
"250","2007-12-28",37.07
"251","2007-12-31",36.639999
"252","2008-01-02",36.169998
"253","2008-01-03",36.200001
"254","2008-01-04",33.959999
"255","2008-01-07",32.66
"256","2008-01-08",31.790001
"257","2008-01-09",31.059999
"258","2008-01-10",33.07
"259","2008-01-11",30.690001
"260","2008-01-14",31.49
"261","2008-01-15",30.1
"262","2008-01-16",29.42
"263","2008-01-17",26.51
"264","2008-01-18",28.25
"265","2008-01-22",27.1
"266","2008-01-23",27.41
"267","2008-01-24",27.35
"268","2008-01-25",27.32
"269","2008-01-28",28.27
"270","2008-01-29",29.290001
"271","2008-01-30",29.99
"272","2008-01-31",30.32
"273","2008-02-01",30.459999
"274","2008-02-04",29.76
"275","2008-02-05",27.35
"276","2008-02-06",27.16
"277","2008-02-07",27.57
"278","2008-02-08",27.549999
"279","2008-02-11",27.77
"280","2008-02-12",27.34
"281","2008-02-13",27.73
"282","2008-02-14",27.58
"283","2008-02-15",26.809999
"284","2008-02-19",26.42
"285","2008-02-20",26.530001
"286","2008-02-21",25.709999
"287","2008-02-22",26.190001
"288","2008-02-25",26.629999
"289","2008-02-26",27.07
"290","2008-02-27",27.219999
"291","2008-02-28",26.559999
"292","2008-02-29",25.58
"293","2008-03-03",25.34
"294","2008-03-04",24.690001
"295","2008-03-05",25.5
"296","2008-03-06",25.290001
"297","2008-03-07",24.83
"298","2008-03-10",24.620001
"299","2008-03-11",25.34
"300","2008-03-12",25.139999
"301","2008-03-13",25.1
"302","2008-03-14",24.6
"303","2008-03-17",24.030001
"304","2008-03-18",24.99
"305","2008-03-19",23.91
"306","2008-03-20",24.51
"307","2008-03-24",25.440001
"308","2008-03-25",25.42
"309","2008-03-26",25
"310","2008-03-27",24.629999
"311","2008-03-28",24.719999
"312","2008-03-31",25.440001
"313","2008-04-01",26.67
"314","2008-04-02",26.58
"315","2008-04-03",25.74
"316","2008-04-04",26.34
"317","2008-04-07",26.43
"318","2008-04-08",25.65
"319","2008-04-09",25.309999
"320","2008-04-10",24.950001
"321","2008-04-11",24.129999
"322","2008-04-14",24.24
"323","2008-04-15",24.27
"324","2008-04-16",25.77
"325","2008-04-17",25.870001
"326","2008-04-18",26.540001
"327","2008-04-21",27.09
"328","2008-04-22",29.299999
"329","2008-04-23",30.709999
"330","2008-04-24",30.139999
"331","2008-04-25",31.129999
"332","2008-04-28",30.6
"333","2008-04-29",30.65
"334","2008-04-30",30.17
"335","2008-05-01",31.25
"336","2008-05-02",30.93
"337","2008-05-05",31
"338","2008-05-06",31.450001
"339","2008-05-07",30.48
"340","2008-05-08",31.200001
"341","2008-05-09",31.299999
"342","2008-05-12",31.530001
"343","2008-05-13",31.32
"344","2008-05-14",30.969999
"345","2008-05-15",31.870001
"346","2008-05-16",32.099998
"347","2008-05-19",30.950001
"348","2008-05-20",31.49
"349","2008-05-21",31.59
"350","2008-05-22",31.719999
"351","2008-05-23",31.940001
"352","2008-05-27",31.879999
"353","2008-05-28",32.849998
"354","2008-05-29",32.860001
"355","2008-05-30",32.93
"356","2008-06-02",32.490002
"357","2008-06-03",32.029999
