"","date","YGYI"
"228","2012-12-31",3.7
"229","2013-01-02",3.6
"230","2013-01-03",3.5
"231","2013-01-04",3.4
"232","2013-01-07",3.66
"233","2013-01-08",3.66
"234","2013-01-09",3.58
"235","2013-01-10",3.64
"236","2013-01-11",3.4
"237","2013-01-14",3.3
"238","2013-01-15",3.28
"239","2013-01-16",3.4
"240","2013-01-17",3.38
"241","2013-01-18",3.4
"242","2013-01-22",3.5
"243","2013-01-23",3.5
"244","2013-01-24",3.4
"245","2013-01-25",3.3
"246","2013-01-28",3.6
"247","2013-01-29",3.7
"248","2013-01-30",3.8
"249","2013-01-31",3.54
"250","2013-02-01",3.8
"251","2013-02-04",3.6
"252","2013-02-05",3.6
"253","2013-02-06",3.78
"254","2013-02-07",3.6
"255","2013-02-08",3.76
"256","2013-02-11",3.76
"257","2013-02-12",3.6
"258","2013-02-13",3.76
"259","2013-02-14",3.66
"260","2013-02-15",3.7
"261","2013-02-19",4.56
"262","2013-02-20",4.7
"263","2013-02-21",5.16
"264","2013-02-22",5
"265","2013-02-25",5.4
"266","2013-02-26",5.2
"267","2013-02-27",5.38
"268","2013-02-28",5.96
"269","2013-03-01",6.2
"270","2013-03-04",6.6
"271","2013-03-05",6.98
"272","2013-03-06",6.98
"273","2013-03-07",6.7
"274","2013-03-08",6.76
"275","2013-03-11",6.6
"276","2013-03-12",6
"277","2013-03-13",5.46
"278","2013-03-14",5.6
"279","2013-03-15",5.6
"280","2013-03-18",5.56
"281","2013-03-19",5.9
"282","2013-03-20",6.2
"283","2013-03-21",6.5
"284","2013-03-22",6.6
"285","2013-03-25",6.2
"286","2013-03-26",6
"287","2013-03-27",6.4
"288","2013-03-28",6.4
"289","2013-04-01",6.4
"290","2013-04-02",6.16
"291","2013-04-03",6.3
"292","2013-04-04",6.3
"293","2013-04-05",6.2
"294","2013-04-08",6.2
"295","2013-04-09",6
"296","2013-04-10",6.1
"297","2013-04-11",6.1
"298","2013-04-12",5.8
"299","2013-04-15",5.6
"300","2013-04-16",5.6
"301","2013-04-17",5.4
"302","2013-04-18",5.6
"303","2013-04-19",5.6
"304","2013-04-22",5.6
"305","2013-04-23",5.5
"306","2013-04-24",5.6
"307","2013-04-25",5.4
"308","2013-04-26",5.4
"309","2013-04-29",5.6
"310","2013-04-30",5.6
"311","2013-05-01",5.7
"312","2013-05-02",6
"313","2013-05-03",6
"314","2013-05-06",6
"315","2013-05-07",6.3
"316","2013-05-08",6.48
"317","2013-05-09",6.22
"318","2013-05-10",6.4
"319","2013-05-13",6.5
"320","2013-05-14",6.24
"321","2013-05-15",6.2
"322","2013-05-16",6.6
"323","2013-05-17",6.6
"324","2013-05-20",6.6
"325","2013-05-21",6.4
"326","2013-05-22",6.6
"327","2013-05-23",6.36
"328","2013-05-24",6.1
"329","2013-05-28",6.14
"330","2013-05-29",6.38
"331","2013-05-30",6.36
"332","2013-05-31",6.04
"333","2013-06-03",6.7
"334","2013-06-04",6.64
"335","2013-06-05",6.6
"336","2013-06-06",6.6
"337","2013-06-07",6.8
"338","2013-06-10",6.4
"339","2013-06-11",6.8
"340","2013-06-12",6.9
"341","2013-06-13",6.8
"342","2013-06-14",6.8
"343","2013-06-17",6.6
"344","2013-06-18",6.8
"345","2013-06-19",6.8
"346","2013-06-20",6.46
"347","2013-06-21",6.6
"348","2013-06-24",6.1
"349","2013-06-25",6.58
"350","2013-06-26",6.3
"351","2013-06-27",6.4
"352","2013-06-28",6.5
"353","2013-07-01",6.4
"354","2013-07-02",6.4
"355","2013-07-03",6.36
"356","2013-07-05",6.4
"357","2013-07-08",6.4
"358","2013-07-09",6.7
"359","2013-07-10",6.4
"360","2013-07-11",6.3
"361","2013-07-12",6.4
"362","2013-07-15",6.5
"363","2013-07-16",6.46
"364","2013-07-17",6.2
"365","2013-07-18",6.2
"366","2013-07-19",6.2
"367","2013-07-22",5.8
"368","2013-07-23",6
"369","2013-07-24",6.38
"370","2013-07-25",6
"371","2013-07-26",5.9
"372","2013-07-29",5.7
"373","2013-07-30",6
"374","2013-07-31",5.9
"375","2013-08-01",5.8
"376","2013-08-02",5.8
"377","2013-08-05",5.94
"378","2013-08-06",5.8
"379","2013-08-07",6.18
"380","2013-08-08",6.2
"381","2013-08-09",5.72
"382","2013-08-12",5.8
"383","2013-08-13",5.98
"384","2013-08-14",5.8
"385","2013-08-15",5.8
"386","2013-08-16",5.7
"387","2013-08-19",6
"388","2013-08-20",5.7
"389","2013-08-21",5.6
"390","2013-08-22",5.8
"391","2013-08-23",5.8
"392","2013-08-26",5.6
"393","2013-08-27",5.4
"394","2013-08-28",5.6
"395","2013-08-29",5.6
"396","2013-08-30",5.6
"397","2013-09-03",5.7
"398","2013-09-04",5.94
"399","2013-09-05",5.92
"400","2013-09-06",5.98
"401","2013-09-09",6
"402","2013-09-10",5.98
"403","2013-09-11",5.6
"404","2013-09-12",5.6
"405","2013-09-13",5.5
"406","2013-09-16",5.6
"407","2013-09-17",5.3
"408","2013-09-18",4.94
"409","2013-09-19",4.7
"410","2013-09-20",4.6
"411","2013-09-23",4.76
"412","2013-09-24",5
"413","2013-09-25",5
"414","2013-09-26",4.7
"415","2013-09-27",4.58
"416","2013-09-30",5
"417","2013-10-01",4.94
"418","2013-10-02",4.68
"419","2013-10-03",4.6
"420","2013-10-04",4.4
"421","2013-10-07",4.6
"422","2013-10-08",4.5
"423","2013-10-09",4.6
"424","2013-10-10",4.8
"425","2013-10-11",4.4
"426","2013-10-14",4.2
"427","2013-10-15",4
"428","2013-10-16",3.82
"429","2013-10-17",3.7
"430","2013-10-18",3.9
"431","2013-10-21",3.7
"432","2013-10-22",3.8
"433","2013-10-23",3.8
"434","2013-10-24",3.7
"435","2013-10-25",3.7
"436","2013-10-28",3.8
"437","2013-10-29",4
"438","2013-10-30",3.6
"439","2013-10-31",3.5
"440","2013-11-01",3.7
"441","2013-11-04",3.7
"442","2013-11-05",3.56
"443","2013-11-06",3.58
"444","2013-11-07",3.54
"445","2013-11-08",3.54
"446","2013-11-11",3.7
"447","2013-11-12",3.6
"448","2013-11-13",3.66
"449","2013-11-14",3.7
"450","2013-11-15",3.64
"451","2013-11-18",3.6
"452","2013-11-19",3.66
"453","2013-11-20",3.6
"454","2013-11-21",3.7
"455","2013-11-22",4
"456","2013-11-25",4
"457","2013-11-26",4
"458","2013-11-27",4.4
"459","2013-11-29",4.8
"460","2013-12-02",5
"461","2013-12-03",4.8
"462","2013-12-04",5
"463","2013-12-05",5.16
"464","2013-12-06",4.9
"465","2013-12-09",4.6
"466","2013-12-10",4.7
"467","2013-12-11",4.7
"468","2013-12-12",4.24
"469","2013-12-13",4.2
"470","2013-12-16",4.36
"471","2013-12-17",4.7
"472","2013-12-18",4.8
"473","2013-12-19",4.7
"474","2013-12-20",4.5
"475","2013-12-23",4.44
"476","2013-12-24",4.9
"477","2013-12-26",5
"478","2013-12-27",5
"479","2013-12-30",5
"480","2013-12-31",4.8
"481","2014-01-02",5
"482","2014-01-03",4.9
"483","2014-01-06",5.1
"484","2014-01-07",5.1
"485","2014-01-08",4.7
"486","2014-01-09",4.2
"487","2014-01-10",4.3
"488","2014-01-13",4.2
"489","2014-01-14",4
"490","2014-01-15",4
"491","2014-01-16",4.2
"492","2014-01-17",4.38
"493","2014-01-21",4.2
"494","2014-01-22",4.02
"495","2014-01-23",3.98
"496","2014-01-24",4.2
"497","2014-01-27",3.9
"498","2014-01-28",3.96
"499","2014-01-29",3.76
"500","2014-01-30",3.96
"501","2014-01-31",4
"502","2014-02-03",3.8
"503","2014-02-04",3.7
"504","2014-02-05",3.54
"505","2014-02-06",4
"506","2014-02-07",3.88
"507","2014-02-10",3.8
"508","2014-02-11",3.78
"509","2014-02-12",3.68
"510","2014-02-13",3.64
"511","2014-02-14",3.66
"512","2014-02-18",3.66
"513","2014-02-19",3.8
"514","2014-02-20",3.7
"515","2014-02-21",3.7
"516","2014-02-24",3.7
"517","2014-02-25",3.4
"518","2014-02-26",3.48
"519","2014-02-27",3.62
"520","2014-02-28",3.46
"521","2014-03-03",3.2
"522","2014-03-04",3.1
"523","2014-03-05",3.1
"524","2014-03-06",3.18
"525","2014-03-07",3.4
"526","2014-03-10",3.4
"527","2014-03-11",4.2
"528","2014-03-12",3.8
"529","2014-03-13",3.86
"530","2014-03-14",4
"531","2014-03-17",4.2
"532","2014-03-18",4
"533","2014-03-19",3.8
"534","2014-03-20",3.8
"535","2014-03-21",3.8
"536","2014-03-24",3.6
"537","2014-03-25",3.76
"538","2014-03-26",3.8
"539","2014-03-27",4.1
"540","2014-03-28",4.4
"541","2014-03-31",4.6
"542","2014-04-01",4.2
"543","2014-04-02",3.76
"544","2014-04-03",3.8
"545","2014-04-04",3.8
"546","2014-04-07",3.8
"547","2014-04-08",3.76
"548","2014-04-09",3.76
"549","2014-04-10",3.8
"550","2014-04-11",3.8
"551","2014-04-14",3.8
"552","2014-04-15",3.8
"553","2014-04-16",3.9
"554","2014-04-17",4
"555","2014-04-21",3.8
"556","2014-04-22",4
"557","2014-04-23",3.8
"558","2014-04-24",3.96
"559","2014-04-25",4
"560","2014-04-28",4
"561","2014-04-29",3.9
"562","2014-04-30",4
"563","2014-05-01",4.2
"564","2014-05-02",4.4
"565","2014-05-05",4.8
"566","2014-05-06",4.8
"567","2014-05-07",4.8
"568","2014-05-08",4.6
"569","2014-05-09",4.9
"570","2014-05-12",4.9
"571","2014-05-13",4.88
"572","2014-05-14",5.18
"573","2014-05-15",5.2
"574","2014-05-16",5.2
"575","2014-05-19",5.16
"576","2014-05-20",5.1
"577","2014-05-21",5.1
"578","2014-05-22",4.98
"579","2014-05-23",4.8
"580","2014-05-27",4.6
"581","2014-05-28",4.5
"582","2014-05-29",4.6
"583","2014-05-30",4.6
"584","2014-06-02",4.6
"585","2014-06-03",4.6
"586","2014-06-04",4.8
"587","2014-06-05",4.6
"588","2014-06-06",4.78
"589","2014-06-09",5.1
"590","2014-06-10",5.08
"591","2014-06-11",5
"592","2014-06-12",4.9
"593","2014-06-13",4.86
"594","2014-06-16",4.8
"595","2014-06-17",4.98
"596","2014-06-18",5
"597","2014-06-19",4.6
"598","2014-06-20",4.8
"599","2014-06-23",4.8
"600","2014-06-24",4.72
"601","2014-06-25",4.5
"602","2014-06-26",4.5
"603","2014-06-27",4.78
"604","2014-06-30",4.46
"605","2014-07-01",4.7
"606","2014-07-02",4.78
"607","2014-07-03",4.6
"608","2014-07-07",4.4
"609","2014-07-08",4.5
"610","2014-07-09",4.6
"611","2014-07-10",4.3
"612","2014-07-11",4.32
"613","2014-07-14",4.5
"614","2014-07-15",4.6
"615","2014-07-16",4.78
"616","2014-07-17",4.7
"617","2014-07-18",4.7
"618","2014-07-21",4.42
"619","2014-07-22",4.64
"620","2014-07-23",4.6
"621","2014-07-24",4.72
"622","2014-07-25",4.7
"623","2014-07-28",4.66
"624","2014-07-29",4.46
"625","2014-07-30",4.46
"626","2014-07-31",4.64
"627","2014-08-01",4.6
"628","2014-08-04",4.8
"629","2014-08-05",4.74
"630","2014-08-06",4.74
"631","2014-08-07",4.9
"632","2014-08-08",4.8
"633","2014-08-11",4.6
"634","2014-08-12",4.36
"635","2014-08-13",4.8
"636","2014-08-14",4.76
"637","2014-08-15",4.58
"638","2014-08-18",4.5
"639","2014-08-19",4.74
"640","2014-08-20",4.64
"641","2014-08-21",4.64
"642","2014-08-22",4.6
"643","2014-08-25",4.56
"644","2014-08-26",4.56
"645","2014-08-27",4.44
"646","2014-08-28",4.66
"647","2014-08-29",4.6
"648","2014-09-02",4.8
"649","2014-09-03",4.78
"650","2014-09-04",4.9
"651","2014-09-05",5
"652","2014-09-08",4.98
"653","2014-09-09",5.52
"654","2014-09-10",5.3
"655","2014-09-11",5.4
"656","2014-09-12",5.44
"657","2014-09-15",5.66
"658","2014-09-16",5.6
"659","2014-09-17",5.9
"660","2014-09-18",6
"661","2014-09-19",6
"662","2014-09-22",6.2
"663","2014-09-23",6.4
"664","2014-09-24",5.8
"665","2014-09-25",6.2
"666","2014-09-26",5.92
"667","2014-09-29",5.6
"668","2014-09-30",5
"669","2014-10-01",4.8
"670","2014-10-02",5
"671","2014-10-03",5.2
"672","2014-10-06",4.9
"673","2014-10-07",5
"674","2014-10-08",5
"675","2014-10-09",4.6
"676","2014-10-10",4.6
"677","2014-10-13",5.2
"678","2014-10-14",4.8
"679","2014-10-15",4.76
"680","2014-10-16",4.9
"681","2014-10-17",4.5
"682","2014-10-20",4.7
"683","2014-10-21",4.62
"684","2014-10-22",4.5
"685","2014-10-23",4.5
"686","2014-10-24",4.4
"687","2014-10-27",4.4
"688","2014-10-28",4
"689","2014-10-29",4.2
"690","2014-10-30",3.8
"691","2014-10-31",3.96
"692","2014-11-03",4.4
"693","2014-11-04",4.6
"694","2014-11-05",4.2
"695","2014-11-06",4.6
"696","2014-11-07",4.6
"697","2014-11-10",4.5
"698","2014-11-11",4.6
"699","2014-11-12",4.3
"700","2014-11-13",4.3
"701","2014-11-14",5.2
"702","2014-11-17",4.8
"703","2014-11-18",4.9
"704","2014-11-19",4.86
"705","2014-11-20",4.8
"706","2014-11-21",4.9
"707","2014-11-24",4.8
"708","2014-11-25",4.9
"709","2014-11-26",5.1
"710","2014-11-28",5
"711","2014-12-01",5.18
"712","2014-12-02",4.9
"713","2014-12-03",5
"714","2014-12-04",4.6
"715","2014-12-05",4.9
"716","2014-12-08",4.8
"717","2014-12-09",4.8
"718","2014-12-10",4.8
"719","2014-12-11",4.8
"720","2014-12-12",4.8
"721","2014-12-15",4.84
"722","2014-12-16",4.9
"723","2014-12-17",4.9
"724","2014-12-18",4.8
"725","2014-12-19",4.8
"726","2014-12-22",4.6
"727","2014-12-23",4.7
"728","2014-12-24",4.7
"729","2014-12-26",4.7
"730","2014-12-29",4.6
"731","2014-12-30",4.6
"732","2014-12-31",4.8
"733","2015-01-02",5
"734","2015-01-05",4.8
"735","2015-01-06",4.8
"736","2015-01-07",4.8
"737","2015-01-08",4.9
"738","2015-01-09",4.82
"739","2015-01-12",4.86
"740","2015-01-13",4.9
"741","2015-01-14",4.98
"742","2015-01-15",4.8
"743","2015-01-16",4.8
"744","2015-01-20",4.6
"745","2015-01-21",4.94
"746","2015-01-22",4.8
"747","2015-01-23",4.8
"748","2015-01-26",4.46
"749","2015-01-27",4.6
"750","2015-01-28",4.66
"751","2015-01-29",4.46
"752","2015-01-30",4.62
"753","2015-02-02",4.6
"754","2015-02-03",4.8
"755","2015-02-04",4.9
"756","2015-02-05",4.68
"757","2015-02-06",4.4
"758","2015-02-09",4.6
"759","2015-02-10",4.7
"760","2015-02-11",4.9
"761","2015-02-12",5.04
"762","2015-02-13",4.86
"763","2015-02-17",4.8
"764","2015-02-18",4.84
"765","2015-02-19",4.7
"766","2015-02-20",4.84
"767","2015-02-23",4.88
"768","2015-02-24",4.8
"769","2015-02-25",4.8
"770","2015-02-26",5
"771","2015-02-27",4.92
"772","2015-03-02",5
"773","2015-03-03",5
"774","2015-03-04",5.08
"775","2015-03-05",5
"776","2015-03-06",5
"777","2015-03-09",4.9
"778","2015-03-10",4.84
"779","2015-03-11",4.9
"780","2015-03-12",4.8
"781","2015-03-13",4.8
"782","2015-03-16",5
"783","2015-03-17",5
"784","2015-03-18",5
"785","2015-03-19",4.84
"786","2015-03-20",4.9
"787","2015-03-23",5
"788","2015-03-24",5
"789","2015-03-25",5
"790","2015-03-26",5
"791","2015-03-27",4.9
"792","2015-03-30",5.2
"793","2015-03-31",5
"794","2015-04-01",5
"795","2015-04-02",5.2
"796","2015-04-06",5.16
"797","2015-04-07",4.9
"798","2015-04-08",5.1
"799","2015-04-09",5.16
"800","2015-04-10",5.1
"801","2015-04-13",5.16
"802","2015-04-14",5.2
"803","2015-04-15",5.24
"804","2015-04-16",5.2
"805","2015-04-17",5.4
"806","2015-04-20",5.8
"807","2015-04-21",5.8
"808","2015-04-22",5.8
"809","2015-04-23",6
"810","2015-04-24",6.2
"811","2015-04-27",6.02
"812","2015-04-28",6.7
"813","2015-04-29",7.44
"814","2015-04-30",7.36
"815","2015-05-01",7
"816","2015-05-04",7
"817","2015-05-05",6.6
"818","2015-05-06",6.6
"819","2015-05-07",7
"820","2015-05-08",7.3
"821","2015-05-11",7
"822","2015-05-12",7.38
"823","2015-05-13",7.4
"824","2015-05-14",7.4
"825","2015-05-15",7.2
"826","2015-05-18",7.36
"827","2015-05-19",7
"828","2015-05-20",7.06
"829","2015-05-21",7.38
"830","2015-05-22",7.38
"831","2015-05-26",7.3
"832","2015-05-27",7.6
"833","2015-05-28",7.8
"834","2015-05-29",7.7
"835","2015-06-01",8
"836","2015-06-02",7.94
"837","2015-06-03",7.48
"838","2015-06-04",6.92
"839","2015-06-05",7.2
"840","2015-06-08",8
"841","2015-06-09",7.3
"842","2015-06-10",7.4
"843","2015-06-11",7.5
"844","2015-06-12",7.44
"845","2015-06-15",7.64
"846","2015-06-16",7.8
"847","2015-06-17",7.9
"848","2015-06-18",7.5
"849","2015-06-19",7.6
"850","2015-06-22",7.4
"851","2015-06-23",7.96
"852","2015-06-24",7.76
"853","2015-06-25",7.8
"854","2015-06-26",7.7
"855","2015-06-29",7.6
"856","2015-06-30",7.54
"857","2015-07-01",7.54
"858","2015-07-02",7.5
"859","2015-07-06",7.42
"860","2015-07-07",7.6
"861","2015-07-08",7.2
"862","2015-07-09",7.72
"863","2015-07-10",7.8
"864","2015-07-13",7.3
"865","2015-07-14",7.6
"866","2015-07-15",7.76
"867","2015-07-16",7.4
"868","2015-07-17",7
"869","2015-07-20",7.44
"870","2015-07-21",7.2
"871","2015-07-22",7.2
"872","2015-07-23",6.88
"873","2015-07-24",6.8
"874","2015-07-27",6.84
"875","2015-07-28",7.04
"876","2015-07-29",6.8
"877","2015-07-30",6.8
"878","2015-07-31",6.2
"879","2015-08-03",6.6
"880","2015-08-04",6.4
"881","2015-08-05",6.2
"882","2015-08-06",6.44
"883","2015-08-07",6.8
"884","2015-08-10",6.4
"885","2015-08-11",6.42
"886","2015-08-12",6.16
"887","2015-08-13",6.6
"888","2015-08-14",6.2
"889","2015-08-17",6.02
"890","2015-08-18",6
"891","2015-08-19",6.2
"892","2015-08-20",5.7
"893","2015-08-21",6
"894","2015-08-24",6
"895","2015-08-25",6.4
"896","2015-08-26",6.4
"897","2015-08-27",6.3
"898","2015-08-28",6.02
"899","2015-08-31",6.2
"900","2015-09-01",6.36
"901","2015-09-02",6.4
"902","2015-09-03",6.5
"903","2015-09-04",6.72
"904","2015-09-08",6.4
"905","2015-09-09",6.4
"906","2015-09-10",6.3
"907","2015-09-11",6.1
"908","2015-09-14",6.22
"909","2015-09-15",6.5
"910","2015-09-16",6.5
"911","2015-09-17",6.4
"912","2015-09-18",6.6
"913","2015-09-21",6.68
"914","2015-09-22",6.6
"915","2015-09-23",6.4
"916","2015-09-24",6.4
"917","2015-09-25",6.4
"918","2015-09-28",6.36
"919","2015-09-29",6.8
"920","2015-09-30",6.6
"921","2015-10-01",6.3
"922","2015-10-02",6.3
"923","2015-10-05",6.02
"924","2015-10-06",6.16
"925","2015-10-07",6.02
"926","2015-10-08",6.2
"927","2015-10-09",6.4
"928","2015-10-12",6.24
"929","2015-10-13",6
"930","2015-10-14",5.92
"931","2015-10-15",6.18
"932","2015-10-16",6
"933","2015-10-19",6.1
"934","2015-10-20",5.8
"935","2015-10-21",5.8
"936","2015-10-22",5.96
"937","2015-10-23",6.04
"938","2015-10-26",5.8
"939","2015-10-27",5.8
"940","2015-10-28",5.8
"941","2015-10-29",5.8
"942","2015-10-30",5.9
"943","2015-11-02",5.88
"944","2015-11-03",5.88
"945","2015-11-04",5.42
"946","2015-11-05",5.6
"947","2015-11-06",6
"948","2015-11-09",5.9
"949","2015-11-10",6
"950","2015-11-11",5.96
"951","2015-11-12",5.98
"952","2015-11-13",6
"953","2015-11-16",6.18
"954","2015-11-17",6.3
"955","2015-11-18",6.1
"956","2015-11-19",6
"957","2015-11-20",6.1
"958","2015-11-23",5.64
"959","2015-11-24",5.8
"960","2015-11-25",5.9
"961","2015-11-27",5.82
"962","2015-11-30",5.98
"963","2015-12-01",5.98
"964","2015-12-02",6.2
"965","2015-12-03",6
"966","2015-12-04",5.8
"967","2015-12-07",6
"968","2015-12-08",6.2
"969","2015-12-09",5.8
"970","2015-12-10",5.72
"971","2015-12-11",6
"972","2015-12-14",5.82
"973","2015-12-15",5.82
"974","2015-12-16",5.7
"975","2015-12-17",5.8
"976","2015-12-18",5.78
"977","2015-12-21",5.6
"978","2015-12-22",5.8
"979","2015-12-23",5.88
"980","2015-12-24",5.64
"981","2015-12-28",5.52
"982","2015-12-29",5.5
"983","2015-12-30",5.86
"984","2015-12-31",6.04
"985","2016-01-04",5.8
"986","2016-01-05",5.9
"987","2016-01-06",5.4
"988","2016-01-07",5.2
"989","2016-01-08",5.4
"990","2016-01-11",5.56
"991","2016-01-12",5.3
"992","2016-01-13",5.3
"993","2016-01-14",5.2
"994","2016-01-15",4.9
"995","2016-01-19",4.8
"996","2016-01-20",5.3
"997","2016-01-21",5.1
"998","2016-01-22",5.8
"999","2016-01-25",6.14
"1000","2016-01-26",5.8
"1001","2016-01-27",5.8
"1002","2016-01-28",5.62
"1003","2016-01-29",5.5
"1004","2016-02-01",5.9
"1005","2016-02-02",6.06
"1006","2016-02-03",5.96
"1007","2016-02-04",6.06
"1008","2016-02-05",6.2
"1009","2016-02-08",5.8
"1010","2016-02-09",6
"1011","2016-02-10",5.82
"1012","2016-02-11",6.2
