"","date","WPM"
"157","2007-08-16",10.77
"158","2007-08-17",10.91
"159","2007-08-20",11.3
"160","2007-08-21",11.05
"161","2007-08-22",11.13
"162","2007-08-23",11.13
"163","2007-08-24",11.54
"164","2007-08-27",11.25
"165","2007-08-28",10.63
"166","2007-08-29",10.93
"167","2007-08-30",10.78
"168","2007-08-31",11.38
"169","2007-09-04",11.8
"170","2007-09-05",11.47
"171","2007-09-06",12.17
"172","2007-09-07",12.35
"173","2007-09-10",12.08
"174","2007-09-11",12.56
"175","2007-09-12",12.48
"176","2007-09-13",12.34
"177","2007-09-14",12.29
"178","2007-09-17",12.47
"179","2007-09-18",12.99
"180","2007-09-19",13.03
"181","2007-09-20",14.02
"182","2007-09-21",13.92
"183","2007-09-24",13.8
"184","2007-09-25",13.64
"185","2007-09-26",13.27
"186","2007-09-27",14.06
"187","2007-09-28",14.02
"188","2007-10-01",14.05
"189","2007-10-02",13.57
"190","2007-10-03",13.34
"191","2007-10-04",13.86
"192","2007-10-05",14.09
"193","2007-10-08",13.88
"194","2007-10-09",14.14
"195","2007-10-10",14.61
"196","2007-10-11",14.69
"197","2007-10-12",15.1
"198","2007-10-15",15.23
"199","2007-10-16",14.71
"200","2007-10-17",14.51
"201","2007-10-18",15.16
"202","2007-10-19",14.59
"203","2007-10-22",14.14
"204","2007-10-23",14.75
"205","2007-10-24",14.76
"206","2007-10-25",15.38
"207","2007-10-26",15.74
"208","2007-10-29",16.33
"209","2007-10-30",15.92
"210","2007-10-31",16.870001
"211","2007-11-01",16.190001
"212","2007-11-02",17.110001
"213","2007-11-05",17.049999
"214","2007-11-06",17.719999
"215","2007-11-07",17.34
"216","2007-11-08",16.84
"217","2007-11-09",16.6
"218","2007-11-12",15.22
"219","2007-11-13",15.56
"220","2007-11-14",15.65
"221","2007-11-15",14.93
"222","2007-11-16",15.12
"223","2007-11-19",14.5
"224","2007-11-20",15.27
"225","2007-11-21",14.84
"226","2007-11-23",15.58
"227","2007-11-26",15.11
"228","2007-11-27",14.87
"229","2007-11-28",15.56
"230","2007-11-29",15.49
"231","2007-11-30",14.97
"232","2007-12-03",15.35
"233","2007-12-04",15.34
"234","2007-12-05",15.05
"235","2007-12-06",15.86
"236","2007-12-07",16.200001
"237","2007-12-10",16.43
"238","2007-12-11",15.46
"239","2007-12-12",16.08
"240","2007-12-13",14.93
"241","2007-12-14",14.47
"242","2007-12-17",13.8
"243","2007-12-18",14.24
"244","2007-12-19",14.16
"245","2007-12-20",15.06
"246","2007-12-21",16.84
"247","2007-12-24",16.370001
"248","2007-12-26",17.68
"249","2007-12-27",17.09
"250","2007-12-28",17.51
"251","2007-12-31",16.969999
"252","2008-01-02",19
"253","2008-01-03",18.190001
"254","2008-01-04",17.67
"255","2008-01-07",17.040001
"256","2008-01-08",16.969999
"257","2008-01-09",16.809999
"258","2008-01-10",17.17
"259","2008-01-11",16.42
"260","2008-01-14",16.440001
"261","2008-01-15",15.86
"262","2008-01-16",16.129999
"263","2008-01-17",15.49
"264","2008-01-18",15.98
"265","2008-01-22",16.07
"266","2008-01-23",16.48
"267","2008-01-24",16.709999
"268","2008-01-25",16.48
"269","2008-01-28",16.879999
"270","2008-01-29",16.309999
"271","2008-01-30",16.299999
"272","2008-01-31",15.39
"273","2008-02-01",15.41
"274","2008-02-04",15.14
"275","2008-02-05",14.36
"276","2008-02-06",14.46
"277","2008-02-07",14.5
"278","2008-02-08",15.21
"279","2008-02-11",15.49
"280","2008-02-12",15.04
"281","2008-02-13",15.07
"282","2008-02-14",15.2
"283","2008-02-15",15.18
"284","2008-02-19",15.77
"285","2008-02-20",16.120001
"286","2008-02-21",15.65
"287","2008-02-22",16.040001
"288","2008-02-25",16.469999
"289","2008-02-26",16.969999
"290","2008-02-27",17.41
"291","2008-02-28",17.66
"292","2008-02-29",17.32
"293","2008-03-03",17.74
"294","2008-03-04",17.110001
"295","2008-03-05",18.27
"296","2008-03-06",18.299999
"297","2008-03-07",18.190001
"298","2008-03-10",17.27
"299","2008-03-11",17.709999
"300","2008-03-12",18.34
"301","2008-03-13",19.17
"302","2008-03-14",19.379999
"303","2008-03-17",18.17
"304","2008-03-18",17.620001
"305","2008-03-19",16.57
"306","2008-03-20",15.7
"307","2008-03-24",15.56
"308","2008-03-25",16.57
"309","2008-03-26",17.07
"310","2008-03-27",16.629999
"311","2008-03-28",16.110001
"312","2008-03-31",15.53
"313","2008-04-01",15.25
"314","2008-04-02",15.76
"315","2008-04-03",16.02
"316","2008-04-04",16.67
"317","2008-04-07",16.450001
"318","2008-04-08",16.16
"319","2008-04-09",16.5
"320","2008-04-10",16.450001
"321","2008-04-11",16.15
"322","2008-04-14",16.110001
"323","2008-04-15",16.459999
"324","2008-04-16",17.440001
"325","2008-04-17",17.219999
"326","2008-04-18",16.4
"327","2008-04-21",15.93
"328","2008-04-22",15.5
"329","2008-04-23",15.08
"330","2008-04-24",14.7
"331","2008-04-25",14.59
"332","2008-04-28",14.23
"333","2008-04-29",12.76
"334","2008-04-30",13.27
"335","2008-05-01",12.98
"336","2008-05-02",13.27
"337","2008-05-05",13.64
"338","2008-05-06",13.5
"339","2008-05-07",13.25
"340","2008-05-08",13.77
"341","2008-05-09",13.94
"342","2008-05-12",13.97
"343","2008-05-13",13.83
"344","2008-05-14",13.8
"345","2008-05-15",14.24
"346","2008-05-16",14.44
"347","2008-05-19",14.55
"348","2008-05-20",15.08
"349","2008-05-21",14.98
"350","2008-05-22",14.68
"351","2008-05-23",14.76
"352","2008-05-27",14.17
"353","2008-05-28",14.66
"354","2008-05-29",14.06
"355","2008-05-30",14.5
"356","2008-06-02",14.58
"357","2008-06-03",14.27
"358","2008-06-04",13.96
"359","2008-06-05",14.43
"360","2008-06-06",14.52
"361","2008-06-09",14.39
"362","2008-06-10",13.65
"363","2008-06-11",13.68
"364","2008-06-12",13.5
"365","2008-06-13",13.4
"366","2008-06-16",13.55
"367","2008-06-17",13.77
"368","2008-06-18",13.7
"369","2008-06-19",13.8
"370","2008-06-20",13.5
"371","2008-06-23",13.37
"372","2008-06-24",13.04
"373","2008-06-25",12.89
"374","2008-06-26",14.06
"375","2008-06-27",14.62
"376","2008-06-30",14.65
"377","2008-07-01",15.08
"378","2008-07-02",14.87
"379","2008-07-03",14.3
"380","2008-07-07",13.79
"381","2008-07-08",13.54
"382","2008-07-09",13.54
"383","2008-07-10",14.11
"384","2008-07-11",15.08
"385","2008-07-14",15.51
"386","2008-07-15",15.31
"387","2008-07-16",14.74
"388","2008-07-17",14.56
"389","2008-07-18",14.83
"390","2008-07-21",15.25
"391","2008-07-22",14.41
"392","2008-07-23",14.1
"393","2008-07-24",14.39
"394","2008-07-25",14.64
"395","2008-07-28",14.48
"396","2008-07-29",13.96
"397","2008-07-30",13.3
"398","2008-07-31",12.96
"399","2008-08-01",12.54
"400","2008-08-04",11.86
"401","2008-08-05",10.52
"402","2008-08-06",11.39
"403","2008-08-07",11.25
"404","2008-08-08",10.5
"405","2008-08-11",10.01
"406","2008-08-12",10.31
"407","2008-08-13",11.13
"408","2008-08-14",10.57
"409","2008-08-15",10.14
"410","2008-08-18",10.55
"411","2008-08-19",11.04
"412","2008-08-20",11.39
"413","2008-08-21",11.85
"414","2008-08-22",11.47
"415","2008-08-25",11.37
"416","2008-08-26",11.52
"417","2008-08-27",11.68
"418","2008-08-28",11.73
"419","2008-08-29",11.52
"420","2008-09-02",10.74
"421","2008-09-03",10.17
"422","2008-09-04",9.63
"423","2008-09-05",9.76
"424","2008-09-08",8.93
"425","2008-09-09",7.96
"426","2008-09-10",8.43
"427","2008-09-11",8.26
"428","2008-09-12",9.15
"429","2008-09-15",8.53
"430","2008-09-16",8.4
"431","2008-09-17",9.3
"432","2008-09-18",9.32
"433","2008-09-19",9.49
"434","2008-09-22",10.53
"435","2008-09-23",10.19
"436","2008-09-24",10.14
"437","2008-09-25",9.76
"438","2008-09-26",9.07
"439","2008-09-29",8.62
"440","2008-09-30",8.15
"441","2008-10-01",8.45
"442","2008-10-02",7.13
"443","2008-10-03",7.09
"444","2008-10-06",6.47
"445","2008-10-07",5.97
"446","2008-10-08",6.49
"447","2008-10-09",5.9
"448","2008-10-10",4.96
"449","2008-10-13",5.52
"450","2008-10-14",5.71
"451","2008-10-15",5.03
"452","2008-10-16",4.45
"453","2008-10-17",4.51
"454","2008-10-20",5.18
"455","2008-10-21",4.65
"456","2008-10-22",3.77
"457","2008-10-23",3.42
"458","2008-10-24",3.44
"459","2008-10-27",2.59
"460","2008-10-28",2.87
"461","2008-10-29",3.59
"462","2008-10-30",3.73
"463","2008-10-31",3.6
"464","2008-11-03",3.7
"465","2008-11-04",4.48
"466","2008-11-05",4.24
"467","2008-11-06",3.73
"468","2008-11-07",3.57
"469","2008-11-10",3.7
"470","2008-11-11",3.41
"471","2008-11-12",3.08
"472","2008-11-13",3.35
"473","2008-11-14",3.25
"474","2008-11-17",2.82
"475","2008-11-18",2.85
"476","2008-11-19",2.72
"477","2008-11-20",2.57
"478","2008-11-21",2.81
"479","2008-11-24",2.82
"480","2008-11-25",2.59
"481","2008-11-26",3.02
"482","2008-11-28",3.45
"483","2008-12-01",2.96
"484","2008-12-02",3.13
"485","2008-12-03",3.53
"486","2008-12-04",3.24
"487","2008-12-05",3.19
"488","2008-12-08",3.54
"489","2008-12-09",3.59
"490","2008-12-10",4.04
"491","2008-12-11",4.34
"492","2008-12-12",4.53
"493","2008-12-15",5.07
"494","2008-12-16",5.92
"495","2008-12-17",6.14
"496","2008-12-18",5.4
"497","2008-12-19",5.69
"498","2008-12-22",5.55
"499","2008-12-23",5.56
"500","2008-12-24",5.64
"501","2008-12-26",6.13
"502","2008-12-29",6.46
"503","2008-12-30",6.41
"504","2008-12-31",6.49
"505","2009-01-02",6.58
"506","2009-01-05",6.25
"507","2009-01-06",6.51
"508","2009-01-07",5.71
"509","2009-01-08",6.15
"510","2009-01-09",6.17
"511","2009-01-12",5.56
"512","2009-01-13",5.73
"513","2009-01-14",5.31
"514","2009-01-15",5.53
"515","2009-01-16",6.15
"516","2009-01-20",5.92
"517","2009-01-21",6.14
"518","2009-01-22",6.28
"519","2009-01-23",6.84
"520","2009-01-26",6.96
"521","2009-01-27",6.45
"522","2009-01-28",6.42
"523","2009-01-29",6.58
"524","2009-01-30",6.53
"525","2009-02-02",6.42
"526","2009-02-03",6.46
"527","2009-02-04",6.55
"528","2009-02-05",6.67
"529","2009-02-06",6.72
"530","2009-02-09",6.5
"531","2009-02-10",6.31
"532","2009-02-11",7.2
"533","2009-02-12",7.18
"534","2009-02-13",7.15
"535","2009-02-17",7.47
"536","2009-02-18",7.41
"537","2009-02-19",6.59
"538","2009-02-20",7.35
"539","2009-02-23",7.32
"540","2009-02-24",6.76
"541","2009-02-25",6.64
"542","2009-02-26",6.74
"543","2009-02-27",6.69
"544","2009-03-02",6.01
"545","2009-03-03",6.09
"546","2009-03-04",6.25
"547","2009-03-05",6.69
"548","2009-03-06",6.63
"549","2009-03-09",6.17
"550","2009-03-10",5.97
"551","2009-03-11",6.15
"552","2009-03-12",6.29
"553","2009-03-13",6.48
"554","2009-03-16",6.45
"555","2009-03-17",6.38
"556","2009-03-18",7.19
"557","2009-03-19",8.12
"558","2009-03-20",8.3
"559","2009-03-23",8.29
"560","2009-03-24",8.35
"561","2009-03-25",8.57
"562","2009-03-26",8.58
"563","2009-03-27",8.5
"564","2009-03-30",7.88
"565","2009-03-31",8.23
"566","2009-04-01",8.42
"567","2009-04-02",8.61
"568","2009-04-03",8.03
"569","2009-04-06",7.55
"570","2009-04-07",7.61
"571","2009-04-08",7.66
"572","2009-04-09",7.79
"573","2009-04-13",8.18
"574","2009-04-14",8.15
"575","2009-04-15",8.3
"576","2009-04-16",7.8
"577","2009-04-17",7.41
"578","2009-04-20",7.37
"579","2009-04-21",7.26
"580","2009-04-22",7.28
"581","2009-04-23",7.62
"582","2009-04-24",8.08
"583","2009-04-27",8.11
"584","2009-04-28",7.69
"585","2009-04-29",7.95
"586","2009-04-30",7.62
"587","2009-05-01",7.72
"588","2009-05-04",8.27
"589","2009-05-05",8.59
"590","2009-05-06",8.92
"591","2009-05-07",8.73
"592","2009-05-08",8.91
"593","2009-05-11",8.82
"594","2009-05-12",9.32
"595","2009-05-13",8.85
"596","2009-05-14",8.84
"597","2009-05-15",8.58
"598","2009-05-18",8.8
"599","2009-05-19",9.13
"600","2009-05-20",9.46
"601","2009-05-21",9.41
"602","2009-05-22",9.34
"603","2009-05-26",9.49
"604","2009-05-27",9.4
"605","2009-05-28",9.95
"606","2009-05-29",10.52
"607","2009-06-01",10.49
"608","2009-06-02",10.87
"609","2009-06-03",10.56
"610","2009-06-04",10.95
"611","2009-06-05",10.37
"612","2009-06-08",10.18
"613","2009-06-09",10.29
"614","2009-06-10",10.18
"615","2009-06-11",10.26
"616","2009-06-12",10.05
"617","2009-06-15",9.25
"618","2009-06-16",8.92
"619","2009-06-17",8.8
"620","2009-06-18",8.3
"621","2009-06-19",8.63
"622","2009-06-22",7.97
"623","2009-06-23",8.21
"624","2009-06-24",8.34
"625","2009-06-25",8.81
"626","2009-06-26",8.72
"627","2009-06-29",8.52
"628","2009-06-30",8.24
"629","2009-07-01",8.55
"630","2009-07-02",8.4
"631","2009-07-06",7.75
"632","2009-07-07",7.8
"633","2009-07-08",7.46
"634","2009-07-09",7.44
"635","2009-07-10",7.46
"636","2009-07-13",7.68
"637","2009-07-14",7.88
"638","2009-07-15",8.41
"639","2009-07-16",8.39
"640","2009-07-17",8.48
"641","2009-07-20",9.08
"642","2009-07-21",8.85
"643","2009-07-22",9
"644","2009-07-23",9.16
"645","2009-07-24",9.23
"646","2009-07-27",9.4
"647","2009-07-28",8.94
"648","2009-07-29",8.6
"649","2009-07-30",8.87
"650","2009-07-31",9.18
"651","2009-08-03",9.93
"652","2009-08-04",10.13
"653","2009-08-05",10.23
"654","2009-08-06",9.88
"655","2009-08-07",9.77
"656","2009-08-10",9.62
"657","2009-08-11",9.4
"658","2009-08-12",9.72
"659","2009-08-13",10.06
"660","2009-08-14",10.02
"661","2009-08-17",9.37
"662","2009-08-18",9.46
"663","2009-08-19",9.37
"664","2009-08-20",9.5
"665","2009-08-21",9.91
"666","2009-08-24",10.04
"667","2009-08-25",9.93
"668","2009-08-26",9.77
"669","2009-08-27",10.07
"670","2009-08-28",10.45
"671","2009-08-31",10.36
"672","2009-09-01",9.79
"673","2009-09-02",10.89
"674","2009-09-03",11.29
"675","2009-09-04",11.59
"676","2009-09-08",11.78
"677","2009-09-09",11.66
"678","2009-09-10",12.23
"679","2009-09-11",12.54
"680","2009-09-14",12.22
"681","2009-09-15",12.88
"682","2009-09-16",13.21
"683","2009-09-17",12.96
"684","2009-09-18",12.51
"685","2009-09-21",12.52
"686","2009-09-22",12.89
"687","2009-09-23",12.58
"688","2009-09-24",12.12
"689","2009-09-25",11.75
"690","2009-09-28",11.78
"691","2009-09-29",12.26
"692","2009-09-30",12.59
"693","2009-10-01",12
"694","2009-10-02",12.07
"695","2009-10-05",12.55
"696","2009-10-06",13.51
"697","2009-10-07",13.8
"698","2009-10-08",13.77
"699","2009-10-09",13.86
"700","2009-10-12",13.87
"701","2009-10-13",14.24
"702","2009-10-14",14.57
"703","2009-10-15",14.39
"704","2009-10-16",14.37
"705","2009-10-19",14.31
"706","2009-10-20",14.14
"707","2009-10-21",14.41
"708","2009-10-22",13.99
"709","2009-10-23",13.92
"710","2009-10-26",13.01
"711","2009-10-27",12.92
"712","2009-10-28",11.96
"713","2009-10-29",13.12
"714","2009-10-30",12.48
"715","2009-11-02",12.65
"716","2009-11-03",13.85
"717","2009-11-04",13.89
"718","2009-11-05",14.02
"719","2009-11-06",14.03
"720","2009-11-09",14.69
"721","2009-11-10",14.97
"722","2009-11-11",15.29
"723","2009-11-12",14.88
"724","2009-11-13",15.2
"725","2009-11-16",15.84
"726","2009-11-17",15.99
"727","2009-11-18",15.78
"728","2009-11-19",15.87
"729","2009-11-20",15.59
"730","2009-11-23",16.25
"731","2009-11-24",16.120001
"732","2009-11-25",16.809999
"733","2009-11-27",16
"734","2009-11-30",16.07
"735","2009-12-01",17
"736","2009-12-02",17.32
"737","2009-12-03",17.059999
"738","2009-12-04",16.219999
"739","2009-12-07",15.85
"740","2009-12-08",14.8
"741","2009-12-09",15.37
"742","2009-12-10",15.48
"743","2009-12-11",15.13
"744","2009-12-14",15.62
"745","2009-12-15",15.36
"746","2009-12-16",15.77
"747","2009-12-17",14.63
"748","2009-12-18",14.59
"749","2009-12-21",14.9
"750","2009-12-22",14.86
"751","2009-12-23",15.28
"752","2009-12-24",15.45
"753","2009-12-28",15.4
"754","2009-12-29",15.25
"755","2009-12-30",14.96
"756","2009-12-31",15.02
"757","2010-01-04",15.79
"758","2010-01-05",16.139999
"759","2010-01-06",16.73
"760","2010-01-07",16.700001
"761","2010-01-08",17.200001
"762","2010-01-11",17.450001
"763","2010-01-12",16.9
"764","2010-01-13",17.4
"765","2010-01-14",17.4
"766","2010-01-15",17.15
"767","2010-01-19",16.940001
"768","2010-01-20",16.16
"769","2010-01-21",14.99
"770","2010-01-22",14.8
"771","2010-01-25",14.73
"772","2010-01-26",14.38
"773","2010-01-27",14.6
"774","2010-01-28",14.31
"775","2010-01-29",13.76
"776","2010-02-01",14.89
"777","2010-02-02",14.88
"778","2010-02-03",14.58
"779","2010-02-04",13.57
"780","2010-02-05",14.28
"781","2010-02-08",13.58
"782","2010-02-09",14.33
"783","2010-02-10",14.38
"784","2010-02-11",15.04
"785","2010-02-12",15.14
"786","2010-02-16",15.75
"787","2010-02-17",15.59
"788","2010-02-18",15.71
"789","2010-02-19",15.67
"790","2010-02-22",15.59
"791","2010-02-23",14.76
"792","2010-02-24",14.58
"793","2010-02-25",14.95
"794","2010-02-26",15.17
"795","2010-03-01",15.26
"796","2010-03-02",15.39
"797","2010-03-03",15.57
"798","2010-03-04",15.07
"799","2010-03-05",15.55
"800","2010-03-08",15.45
"801","2010-03-09",15.38
"802","2010-03-10",15.29
"803","2010-03-11",15.55
"804","2010-03-12",15.46
"805","2010-03-15",15.32
"806","2010-03-16",15.87
"807","2010-03-17",16.309999
"808","2010-03-18",15.83
"809","2010-03-19",15.37
"810","2010-03-22",15.38
"811","2010-03-23",15.79
"812","2010-03-24",15.15
"813","2010-03-25",14.83
"814","2010-03-26",15.24
"815","2010-03-29",15.62
"816","2010-03-30",15.41
"817","2010-03-31",15.68
"818","2010-04-01",16.219999
"819","2010-04-05",16.799999
"820","2010-04-06",16.950001
"821","2010-04-07",17.33
"822","2010-04-08",17.27
"823","2010-04-09",17.49
"824","2010-04-12",17.389999
"825","2010-04-13",17.209999
"826","2010-04-14",17.48
"827","2010-04-15",17.67
"828","2010-04-16",17.219999
"829","2010-04-19",17.110001
"830","2010-04-20",17.15
"831","2010-04-21",17.459999
"832","2010-04-22",17.41
"833","2010-04-23",18.01
"834","2010-04-26",18.040001
"835","2010-04-27",18.17
"836","2010-04-28",18.709999
"837","2010-04-29",19.23
"838","2010-04-30",19.52
"839","2010-05-03",19.809999
"840","2010-05-04",18.9
"841","2010-05-05",18.700001
"842","2010-05-06",18.43
"843","2010-05-07",18.440001
"844","2010-05-10",19.200001
"845","2010-05-11",20.76
"846","2010-05-12",20.950001
"847","2010-05-13",20.49
"848","2010-05-14",21.139999
"849","2010-05-17",20.52
"850","2010-05-18",20.34
"851","2010-05-19",19.01
"852","2010-05-20",17.709999
"853","2010-05-21",17.82
"854","2010-05-24",18.120001
"855","2010-05-25",18.290001
"856","2010-05-26",18.379999
"857","2010-05-27",19.16
"858","2010-05-28",18.889999
"859","2010-06-01",18.58
"860","2010-06-02",19.1
"861","2010-06-03",18.73
"862","2010-06-04",18.09
"863","2010-06-07",18.6
"864","2010-06-08",19.18
"865","2010-06-09",18.809999
"866","2010-06-10",19.139999
"867","2010-06-11",19.4
"868","2010-06-14",19.530001
"869","2010-06-15",19.969999
"870","2010-06-16",20.309999
"871","2010-06-17",20.75
"872","2010-06-18",21
"873","2010-06-21",20.34
"874","2010-06-22",20.280001
"875","2010-06-23",20.360001
"876","2010-06-24",20.120001
"877","2010-06-25",21.360001
"878","2010-06-28",21
"879","2010-06-29",20
"880","2010-06-30",20.1
"881","2010-07-01",18.950001
"882","2010-07-02",18.65
"883","2010-07-06",18.26
"884","2010-07-07",19.049999
"885","2010-07-08",18.76
"886","2010-07-09",19.32
"887","2010-07-12",19
"888","2010-07-13",19.200001
"889","2010-07-14",19.200001
"890","2010-07-15",19.24
"891","2010-07-16",18.59
"892","2010-07-19",17.959999
"893","2010-07-20",18.370001
"894","2010-07-21",18.129999
"895","2010-07-22",18.83
"896","2010-07-23",18.77
"897","2010-07-26",18.84
"898","2010-07-27",18.08
"899","2010-07-28",18.33
"900","2010-07-29",18.370001
"901","2010-07-30",18.85
"902","2010-08-02",19.040001
"903","2010-08-03",19.290001
"904","2010-08-04",19.610001
"905","2010-08-05",19.67
"906","2010-08-06",19.83
"907","2010-08-09",19.83
"908","2010-08-10",19.870001
"909","2010-08-11",19.200001
"910","2010-08-12",19.77
"911","2010-08-13",19.879999
"912","2010-08-16",20.440001
"913","2010-08-17",20.809999
"914","2010-08-18",21.35
"915","2010-08-19",21.129999
"916","2010-08-20",21.030001
"917","2010-08-23",20.74
"918","2010-08-24",20.530001
"919","2010-08-25",21.49
"920","2010-08-26",22.059999
"921","2010-08-27",22.799999
"922","2010-08-30",22.860001
"923","2010-08-31",22.559999
"924","2010-09-01",22.51
"925","2010-09-02",23.15
"926","2010-09-03",23.889999
"927","2010-09-07",24.16
"928","2010-09-08",24.01
"929","2010-09-09",23.25
"930","2010-09-10",23.889999
"931","2010-09-13",23.790001
"932","2010-09-14",24.74
"933","2010-09-15",24.82
"934","2010-09-16",25.379999
"935","2010-09-17",25.02
"936","2010-09-20",25.09
"937","2010-09-21",25.15
"938","2010-09-22",25.959999
"939","2010-09-23",26.200001
"940","2010-09-24",26.6
"941","2010-09-27",26.540001
"942","2010-09-28",26.75
"943","2010-09-29",26.99
"944","2010-09-30",26.65
"945","2010-10-01",26.67
"946","2010-10-04",26.16
"947","2010-10-05",27.040001
"948","2010-10-06",26.959999
"949","2010-10-07",26.040001
"950","2010-10-08",26.629999
"951","2010-10-11",26.59
"952","2010-10-12",26.75
"953","2010-10-13",27.48
"954","2010-10-14",27.84
"955","2010-10-15",27.700001
"956","2010-10-18",27.9
"957","2010-10-19",25.99
"958","2010-10-20",26.68
"959","2010-10-21",25.74
"960","2010-10-22",26.219999
"961","2010-10-25",27.33
"962","2010-10-26",27.309999
"963","2010-10-27",26.940001
"964","2010-10-28",27.549999
"965","2010-10-29",28.75
"966","2010-11-01",28.940001
"967","2010-11-02",29.73
"968","2010-11-03",29.610001
"969","2010-11-04",32.200001
"970","2010-11-05",32.950001
"971","2010-11-08",35.07
"972","2010-11-09",32.310001
"973","2010-11-10",34.779999
"974","2010-11-11",35.389999
"975","2010-11-12",33.790001
"976","2010-11-15",32.990002
"977","2010-11-16",31.690001
"978","2010-11-17",32.82
"979","2010-11-18",34.060001
"980","2010-11-19",34.700001
"981","2010-11-22",36.130001
"982","2010-11-23",35.52
"983","2010-11-24",35.639999
"984","2010-11-26",35.150002
"985","2010-11-29",35.830002
"986","2010-11-30",36.889999
"987","2010-12-01",37.900002
"988","2010-12-02",38.290001
"989","2010-12-03",39.310001
"990","2010-12-06",40.84
