"","date","MD"
"171","2007-09-06",30.844999
"172","2007-09-07",31.26
"173","2007-09-10",31.549999
"174","2007-09-11",31.700001
"175","2007-09-12",31.639999
"176","2007-09-13",32.215
"177","2007-09-14",31.99
"178","2007-09-17",31.995001
"179","2007-09-18",32.41
"180","2007-09-19",32.485001
"181","2007-09-20",32.404999
"182","2007-09-21",32.424999
"183","2007-09-24",32.5
"184","2007-09-25",32.57
"185","2007-09-26",32.735001
"186","2007-09-27",32.595001
"187","2007-09-28",32.709999
"188","2007-10-01",32.575001
"189","2007-10-02",32.514999
"190","2007-10-03",32.575001
"191","2007-10-04",32.549999
"192","2007-10-05",32.610001
"193","2007-10-08",32.555
"194","2007-10-09",32.505001
"195","2007-10-10",32.779999
"196","2007-10-11",32.310001
"197","2007-10-12",32.465
"198","2007-10-15",32.654999
"199","2007-10-16",32.5
"200","2007-10-17",32.639999
"201","2007-10-18",33.005001
"202","2007-10-19",32.665001
"203","2007-10-22",32.985001
"204","2007-10-23",33.395
"205","2007-10-24",33.064999
"206","2007-10-25",32.785
"207","2007-10-26",33.174999
"208","2007-10-29",33.330002
"209","2007-10-30",32.884998
"210","2007-10-31",32.75
"211","2007-11-01",32.325001
"212","2007-11-02",32.174999
"213","2007-11-05",30.450001
"214","2007-11-06",31.139999
"215","2007-11-07",30.475
"216","2007-11-08",30.135
"217","2007-11-09",29.965
"218","2007-11-12",30.639999
"219","2007-11-13",31.645
"220","2007-11-14",31.834999
"221","2007-11-15",31.575001
"222","2007-11-16",32.240002
"223","2007-11-19",31.684999
"224","2007-11-20",31.49
"225","2007-11-21",31.5
"226","2007-11-23",31.5
"227","2007-11-26",31.450001
"228","2007-11-27",31.51
"229","2007-11-28",31.83
"230","2007-11-29",32.150002
"231","2007-11-30",32.330002
"232","2007-12-03",32.584999
"233","2007-12-04",32.794998
"234","2007-12-05",33
"235","2007-12-06",33.115002
"236","2007-12-07",33.139999
"237","2007-12-10",33.07
"238","2007-12-11",32.665001
"239","2007-12-12",32.035
"240","2007-12-13",31.940001
"241","2007-12-14",31.395
"242","2007-12-17",30.764999
"243","2007-12-18",31.865
"244","2007-12-19",31.66
"245","2007-12-20",33.41
"246","2007-12-21",34.174999
"247","2007-12-24",34.310001
"248","2007-12-26",34.240002
"249","2007-12-27",34.27
"250","2007-12-28",34.07
"251","2007-12-31",34.075001
"252","2008-01-02",33.974998
"253","2008-01-03",34.055
"254","2008-01-04",33.799999
"255","2008-01-07",33.830002
"256","2008-01-08",33.625
"257","2008-01-09",33.705002
"258","2008-01-10",33.865002
"259","2008-01-11",34.09
"260","2008-01-14",34.450001
"261","2008-01-15",35.395
"262","2008-01-16",35.825001
"263","2008-01-17",35.845001
"264","2008-01-18",34.505001
"265","2008-01-22",32.869999
"266","2008-01-23",32.810001
"267","2008-01-24",33.189999
"268","2008-01-25",32.685001
"269","2008-01-28",33.189999
"270","2008-01-29",33.625
"271","2008-01-30",33.349998
"272","2008-01-31",33.915001
"273","2008-02-01",33.935001
"274","2008-02-04",33.990002
"275","2008-02-05",33.555
"276","2008-02-06",32.365002
"277","2008-02-07",33.665001
"278","2008-02-08",33.865002
"279","2008-02-11",33.470001
"280","2008-02-12",33.384998
"281","2008-02-13",33.645
"282","2008-02-14",33.695
"283","2008-02-15",33.580002
"284","2008-02-19",33.16
"285","2008-02-20",33.5
"286","2008-02-21",33.639999
"287","2008-02-22",33.645
"288","2008-02-25",33.785
"289","2008-02-26",33.77
"290","2008-02-27",33.564999
"291","2008-02-28",33.654999
"292","2008-02-29",33.005001
"293","2008-03-03",33.07
"294","2008-03-04",33.525002
"295","2008-03-05",34.224998
"296","2008-03-06",33.674999
"297","2008-03-07",33.375
"298","2008-03-10",33.514999
"299","2008-03-11",32.485001
"300","2008-03-12",32.349998
"301","2008-03-13",32.244999
"302","2008-03-14",31.934999
"303","2008-03-17",32.200001
"304","2008-03-18",33.154999
"305","2008-03-19",33.540001
"306","2008-03-20",34.305
"307","2008-03-24",34.154999
"308","2008-03-25",34.23
"309","2008-03-26",34.435001
"310","2008-03-27",34.255001
"311","2008-03-28",34.215
"312","2008-03-31",33.700001
"313","2008-04-01",34.314999
"314","2008-04-02",34.41
"315","2008-04-03",34.314999
"316","2008-04-04",34.32
"317","2008-04-07",33.625
"318","2008-04-08",33.5
"319","2008-04-09",33.255001
"320","2008-04-10",33.310001
"321","2008-04-11",32.709999
"322","2008-04-14",32.415001
"323","2008-04-15",32.005001
"324","2008-04-16",32.16
"325","2008-04-17",31.745001
"326","2008-04-18",32.035
"327","2008-04-21",31.825001
"328","2008-04-22",31.395
"329","2008-04-23",32.669998
"330","2008-04-24",32.494999
"331","2008-04-25",32.595001
"332","2008-04-28",32.895
"333","2008-04-29",33.455002
"334","2008-04-30",34.009998
"335","2008-05-01",34.200001
"336","2008-05-02",34.119999
"337","2008-05-05",34.584999
"338","2008-05-06",34.48
"339","2008-05-07",34.299999
"340","2008-05-08",29.405001
"341","2008-05-09",29.424999
"342","2008-05-12",29.370001
"343","2008-05-13",28.809999
"344","2008-05-14",28.355
"345","2008-05-15",27.865
"346","2008-05-16",27.875
"347","2008-05-19",27.764999
"348","2008-05-20",27.735001
"349","2008-05-21",27.59
"350","2008-05-22",28.174999
"351","2008-05-23",27.715
"352","2008-05-27",25.139999
"353","2008-05-28",26.385
"354","2008-05-29",26.615
"355","2008-05-30",26.915001
"356","2008-06-02",26.950001
"357","2008-06-03",27.174999
"358","2008-06-04",27.465
"359","2008-06-05",27.35
"360","2008-06-06",26.82
"361","2008-06-09",26.15
"362","2008-06-10",26.309999
"363","2008-06-11",26.504999
"364","2008-06-12",26.67
"365","2008-06-13",27.135
"366","2008-06-16",27.219999
"367","2008-06-17",27.165001
"368","2008-06-18",26.75
"369","2008-06-19",26.799999
"370","2008-06-20",26.25
"371","2008-06-23",25.635
"372","2008-06-24",25.455
"373","2008-06-25",25.98
"374","2008-06-26",25.17
"375","2008-06-27",25.43
"376","2008-06-30",24.615
"377","2008-07-01",24.49
"378","2008-07-02",24.245001
"379","2008-07-03",24.610001
"380","2008-07-07",24.264999
"381","2008-07-08",24.895
"382","2008-07-09",24.9
"383","2008-07-10",24.834999
"384","2008-07-11",24.805
"385","2008-07-14",24.690001
"386","2008-07-15",24.605
"387","2008-07-16",25.540001
"388","2008-07-17",25.465
"389","2008-07-18",24.98
"390","2008-07-21",24.875
"391","2008-07-22",25.57
"392","2008-07-23",25.665001
"393","2008-07-24",25.709999
"394","2008-07-25",25.264999
"395","2008-07-28",24.959999
"396","2008-07-29",24.844999
"397","2008-07-30",24.1
"398","2008-07-31",24.325001
"399","2008-08-01",24.205
"400","2008-08-04",24.365
"401","2008-08-05",26.83
"402","2008-08-06",27.025
"403","2008-08-07",27.875
"404","2008-08-08",28.215
"405","2008-08-11",28.485001
"406","2008-08-12",27.82
"407","2008-08-13",28.174999
"408","2008-08-14",28.514999
"409","2008-08-15",29.075001
"410","2008-08-18",28.73
"411","2008-08-19",28.040001
"412","2008-08-20",27.754999
"413","2008-08-21",28.08
"414","2008-08-22",28.74
"415","2008-08-25",28.125
"416","2008-08-26",28.66
"417","2008-08-27",28.745001
"418","2008-08-28",28.795
"419","2008-08-29",28.475
"420","2008-09-02",28.684999
"421","2008-09-03",28.4
"422","2008-09-04",28.375
"423","2008-09-05",28.27
"424","2008-09-08",28.875
"425","2008-09-09",28.645
"426","2008-09-10",28.674999
"427","2008-09-11",28.719999
"428","2008-09-12",28.885
"429","2008-09-15",28.620001
"430","2008-09-16",28.780001
"431","2008-09-17",28.254999
"432","2008-09-18",28.875
"433","2008-09-19",26.75
"434","2008-09-22",26.205
"435","2008-09-23",26.08
"436","2008-09-24",25.465
"437","2008-09-25",26.73
"438","2008-09-26",26.995001
"439","2008-09-29",26.85
"440","2008-09-30",26.959999
"441","2008-10-01",23.825001
"442","2008-10-02",22.780001
"443","2008-10-03",21.575001
"444","2008-10-06",21.075001
"445","2008-10-07",20.18
"446","2008-10-08",20.615
"447","2008-10-09",17.93
"448","2008-10-10",18.995001
"449","2008-10-13",19.705
"450","2008-10-14",19.815001
"451","2008-10-15",18.615
"452","2008-10-16",18.870001
"453","2008-10-17",18.545
"454","2008-10-20",20.01
"455","2008-10-21",19.68
"456","2008-10-22",18.98
"457","2008-10-23",17.950001
"458","2008-10-24",17.754999
"459","2008-10-27",16.959999
"460","2008-10-28",18.025
"461","2008-10-29",18.190001
"462","2008-10-30",18.545
"463","2008-10-31",19.325001
"464","2008-11-03",19.334999
"465","2008-11-04",18.26
"466","2008-11-05",17.365
"467","2008-11-06",16.219999
"468","2008-11-07",15.2
"469","2008-11-10",15.495
"470","2008-11-11",15.45
"471","2008-11-12",14.61
"472","2008-11-13",15.255
"473","2008-11-14",14.97
"474","2008-11-17",14.435
"475","2008-11-18",14.305
"476","2008-11-19",13.855
"477","2008-11-20",12.165
"478","2008-11-21",12.405
"479","2008-11-24",12.985
"480","2008-11-25",13.61
"481","2008-11-26",14.67
"482","2008-11-28",15.56
"483","2008-12-01",14.645
"484","2008-12-02",15.01
"485","2008-12-03",15.43
"486","2008-12-04",15.215
"487","2008-12-05",15.6
"488","2008-12-08",15.44
"489","2008-12-09",15.14
"490","2008-12-10",15.12
"491","2008-12-11",15.105
"492","2008-12-12",15.005
"493","2008-12-15",15.11
"494","2008-12-16",15.74
"495","2008-12-17",14.955
"496","2008-12-18",15.35
"497","2008-12-19",15.375
"498","2008-12-22",15.1
"499","2008-12-23",15.045
"500","2008-12-24",15.27
"501","2008-12-26",15.605
"502","2008-12-29",15.505
"503","2008-12-30",16.25
"504","2008-12-31",15.85
"505","2009-01-02",15.375
"506","2009-01-05",17.385
"507","2009-01-06",16.715
"508","2009-01-07",16.125
"509","2009-01-08",16.575001
"510","2009-01-09",16.66
"511","2009-01-12",16.57
"512","2009-01-13",16.139999
"513","2009-01-14",16.059999
"514","2009-01-15",16.365
"515","2009-01-16",16.245001
"516","2009-01-20",15.435
"517","2009-01-21",16.184999
"518","2009-01-22",15.95
"519","2009-01-23",15.945
"520","2009-01-26",16.1
"521","2009-01-27",16.254999
"522","2009-01-28",17.25
"523","2009-01-29",16.77
"524","2009-01-30",16.785
"525","2009-02-02",17.184999
"526","2009-02-03",17.415001
"527","2009-02-04",17.395
"528","2009-02-05",18.629999
"529","2009-02-06",18.625
"530","2009-02-09",18.67
"531","2009-02-10",18.535
"532","2009-02-11",19.02
"533","2009-02-12",19.174999
"534","2009-02-13",19.059999
"535","2009-02-17",18.459999
"536","2009-02-18",18.605
"537","2009-02-19",18.34
"538","2009-02-20",18.09
"539","2009-02-23",17.455
"540","2009-02-24",17.18
"541","2009-02-25",16.559999
"542","2009-02-26",13.845
"543","2009-02-27",14.8
"544","2009-03-02",13.56
"545","2009-03-03",13.15
"546","2009-03-04",13.835
"547","2009-03-05",13.16
"548","2009-03-06",13.62
"549","2009-03-09",12.865
"550","2009-03-10",12.845
"551","2009-03-11",12.51
"552","2009-03-12",13.395
"553","2009-03-13",14.07
"554","2009-03-16",14.005
"555","2009-03-17",14.195
"556","2009-03-18",14.21
"557","2009-03-19",14.05
"558","2009-03-20",13.79
"559","2009-03-23",14.23
"560","2009-03-24",14.305
"561","2009-03-25",14.95
"562","2009-03-26",15.45
"563","2009-03-27",14.705
"564","2009-03-30",14.465
"565","2009-03-31",14.735
"566","2009-04-01",14.805
"567","2009-04-02",15.705
"568","2009-04-03",16.795
"569","2009-04-06",17.025
"570","2009-04-07",16.66
"571","2009-04-08",16.469999
"572","2009-04-09",16.950001
"573","2009-04-13",16.799999
"574","2009-04-14",17.014999
"575","2009-04-15",16.66
"576","2009-04-16",16.700001
"577","2009-04-17",16.555
"578","2009-04-20",16.905001
"579","2009-04-21",17.639999
"580","2009-04-22",17.205
"581","2009-04-23",16.625
"582","2009-04-24",16.98
"583","2009-04-27",17.190001
"584","2009-04-28",17.465
"585","2009-04-29",17.754999
"586","2009-04-30",17.950001
"587","2009-05-01",17.629999
"588","2009-05-04",17.950001
"589","2009-05-05",18.360001
"590","2009-05-06",18.91
"591","2009-05-07",21.424999
"592","2009-05-08",22.049999
"593","2009-05-11",21.575001
"594","2009-05-12",21.209999
"595","2009-05-13",20.299999
"596","2009-05-14",20.65
"597","2009-05-15",20.67
"598","2009-05-18",21.35
"599","2009-05-19",21.395
"600","2009-05-20",21.459999
"601","2009-05-21",21.254999
"602","2009-05-22",20.834999
"603","2009-05-26",20.66
"604","2009-05-27",20.285
"605","2009-05-28",20.23
"606","2009-05-29",20.25
"607","2009-06-01",20.92
"608","2009-06-02",21.455
"609","2009-06-03",21.07
"610","2009-06-04",21.184999
"611","2009-06-05",20.965
"612","2009-06-08",20.555
"613","2009-06-09",20.190001
"614","2009-06-10",20.030001
"615","2009-06-11",20.35
"616","2009-06-12",20.280001
"617","2009-06-15",19.545
"618","2009-06-16",19.665001
"619","2009-06-17",19.955
"620","2009-06-18",20.855
"621","2009-06-19",20.525
"622","2009-06-22",20.23
"623","2009-06-23",19.745001
"624","2009-06-24",19.605
"625","2009-06-25",20.584999
"626","2009-06-26",20.445
"627","2009-06-29",20.559999
"628","2009-06-30",21.065001
"629","2009-07-01",21.695
"630","2009-07-02",21.4
"631","2009-07-06",21.610001
"632","2009-07-07",22.200001
"633","2009-07-08",21.73
"634","2009-07-09",21.790001
"635","2009-07-10",21.145
"636","2009-07-13",21.15
"637","2009-07-14",21.33
"638","2009-07-15",21.424999
"639","2009-07-16",21.4
"640","2009-07-17",21.360001
"641","2009-07-20",21.165001
"642","2009-07-21",21.495001
"643","2009-07-22",21.809999
"644","2009-07-23",22.105
"645","2009-07-24",22.735001
"646","2009-07-27",22.735001
"647","2009-07-28",22.75
"648","2009-07-29",22.73
"649","2009-07-30",23.295
"650","2009-07-31",23.174999
"651","2009-08-03",23.525
"652","2009-08-04",25.540001
"653","2009-08-05",25.135
"654","2009-08-06",24.43
"655","2009-08-07",25.344999
"656","2009-08-10",25.24
"657","2009-08-11",25.25
"658","2009-08-12",25.709999
"659","2009-08-13",25.834999
"660","2009-08-14",25.790001
"661","2009-08-17",25.725
"662","2009-08-18",25.495001
"663","2009-08-19",26.190001
"664","2009-08-20",26.08
"665","2009-08-21",26.305
"666","2009-08-24",26.67
"667","2009-08-25",26.945
"668","2009-08-26",26.690001
"669","2009-08-27",26
"670","2009-08-28",26.045
"671","2009-08-31",26.035
"672","2009-09-01",26.155001
"673","2009-09-02",25.83
"674","2009-09-03",25.895
"675","2009-09-04",25.895
"676","2009-09-08",25.665001
"677","2009-09-09",25.709999
"678","2009-09-10",25.959999
"679","2009-09-11",25.99
"680","2009-09-14",26.495001
"681","2009-09-15",26.245001
"682","2009-09-16",25.834999
"683","2009-09-17",25.705
"684","2009-09-18",26.125
"685","2009-09-21",26.934999
"686","2009-09-22",27.309999
"687","2009-09-23",27.110001
"688","2009-09-24",26.674999
"689","2009-09-25",26.895
"690","2009-09-28",27.415001
"691","2009-09-29",27.43
"692","2009-09-30",27.459999
"693","2009-10-01",27.09
"694","2009-10-02",26.360001
"695","2009-10-05",26.635
"696","2009-10-06",26.805
"697","2009-10-07",27.325001
"698","2009-10-08",27.42
"699","2009-10-09",27.809999
"700","2009-10-12",27.51
"701","2009-10-13",27.625
"702","2009-10-14",28.145
"703","2009-10-15",28.15
"704","2009-10-16",27.709999
"705","2009-10-19",27.855
"706","2009-10-20",27.889999
"707","2009-10-21",27.76
"708","2009-10-22",27.75
"709","2009-10-23",27.809999
"710","2009-10-26",27.125
"711","2009-10-27",27.264999
"712","2009-10-28",26.02
"713","2009-10-29",26.280001
"714","2009-10-30",25.959999
"715","2009-11-02",26.885
"716","2009-11-03",27.615
"717","2009-11-04",27.85
"718","2009-11-05",28
"719","2009-11-06",27.535
"720","2009-11-09",27.82
"721","2009-11-10",28.075001
"722","2009-11-11",28.344999
"723","2009-11-12",28.405001
"724","2009-11-13",28.375
"725","2009-11-16",28.48
"726","2009-11-17",28.6
"727","2009-11-18",28.59
"728","2009-11-19",27.93
"729","2009-11-20",27.945
"730","2009-11-23",28.705
"731","2009-11-24",28.5
"732","2009-11-25",28.305
"733","2009-11-27",28.004999
"734","2009-11-30",28.105
"735","2009-12-01",28.715
"736","2009-12-02",28.594999
"737","2009-12-03",28.25
"738","2009-12-04",28.5
"739","2009-12-07",28.695
"740","2009-12-08",28.575001
"741","2009-12-09",28.084999
"742","2009-12-10",28.315001
"743","2009-12-11",28.790001
"744","2009-12-14",29.190001
"745","2009-12-15",29.85
"746","2009-12-16",29.385
"747","2009-12-17",29.09
"748","2009-12-18",28.700001
"749","2009-12-21",29.35
"750","2009-12-22",29.860001
"751","2009-12-23",30.475
"752","2009-12-24",30.485001
"753","2009-12-28",30.325001
"754","2009-12-29",30.605
"755","2009-12-30",30.264999
"756","2009-12-31",30.055
"757","2010-01-04",30
"758","2010-01-05",29.584999
"759","2010-01-06",29.42
"760","2010-01-07",29.355
"761","2010-01-08",29.485001
"762","2010-01-11",29.07
"763","2010-01-12",29.084999
"764","2010-01-13",29.715
"765","2010-01-14",29.93
"766","2010-01-15",29.635
"767","2010-01-19",29.674999
"768","2010-01-20",29.360001
"769","2010-01-21",29
"770","2010-01-22",27.885
"771","2010-01-25",27.889999
"772","2010-01-26",27.540001
"773","2010-01-27",27.84
"774","2010-01-28",28.045
"775","2010-01-29",28.43
"776","2010-02-01",28.76
"777","2010-02-02",29.549999
"778","2010-02-03",29.424999
"779","2010-02-04",28.504999
"780","2010-02-05",27.205
"781","2010-02-08",27.049999
"782","2010-02-09",26.77
"783","2010-02-10",26.295
"784","2010-02-11",26.725
"785","2010-02-12",26.5
"786","2010-02-16",26.99
"787","2010-02-17",27.174999
"788","2010-02-18",27.200001
"789","2010-02-19",26.745001
"790","2010-02-22",26.684999
"791","2010-02-23",26.360001
"792","2010-02-24",26.565001
"793","2010-02-25",26.58
"794","2010-02-26",26.75
"795","2010-03-01",26.865
"796","2010-03-02",27.33
"797","2010-03-03",27.145
"798","2010-03-04",27.245001
"799","2010-03-05",27.23
"800","2010-03-08",27.184999
"801","2010-03-09",27.305
"802","2010-03-10",27.264999
"803","2010-03-11",27.35
"804","2010-03-12",27.389999
"805","2010-03-15",27.59
"806","2010-03-16",27.709999
"807","2010-03-17",28.195
"808","2010-03-18",28.98
"809","2010-03-19",28.74
"810","2010-03-22",28.965
"811","2010-03-23",29.385
"812","2010-03-24",29.35
"813","2010-03-25",29.025
"814","2010-03-26",28.725
"815","2010-03-29",29.674999
"816","2010-03-30",30.049999
"817","2010-03-31",29.094999
"818","2010-04-01",29.795
"819","2010-04-05",29.52
"820","2010-04-06",29.545
"821","2010-04-07",29.395
"822","2010-04-08",29.115
"823","2010-04-09",29.35
"824","2010-04-12",29.875
"825","2010-04-13",29.52
"826","2010-04-14",29.764999
"827","2010-04-15",29.74
"828","2010-04-16",29.145
"829","2010-04-19",29.084999
"830","2010-04-20",29.045
"831","2010-04-21",29.105
"832","2010-04-22",28.370001
"833","2010-04-23",28.51
"834","2010-04-26",28.139999
"835","2010-04-27",27.795
"836","2010-04-28",27.52
"837","2010-04-29",28.665001
"838","2010-04-30",27.469999
"839","2010-05-03",28.43
"840","2010-05-04",28.945
"841","2010-05-05",29.955
"842","2010-05-06",29.355
"843","2010-05-07",29.16
"844","2010-05-10",29.754999
"845","2010-05-11",29.645
"846","2010-05-12",30.17
"847","2010-05-13",30.040001
"848","2010-05-14",29.139999
"849","2010-05-17",29.395
"850","2010-05-18",29.42
"851","2010-05-19",29.195
"852","2010-05-20",27.924999
"853","2010-05-21",27.844999
"854","2010-05-24",27.610001
"855","2010-05-25",27.705
"856","2010-05-26",27.58
"857","2010-05-27",28.32
"858","2010-05-28",28.275
"859","2010-06-01",27.48
"860","2010-06-02",28.51
"861","2010-06-03",29.145
"862","2010-06-04",28.004999
"863","2010-06-07",28.075001
"864","2010-06-08",27.9
"865","2010-06-09",28.120001
"866","2010-06-10",28.709999
"867","2010-06-11",28.875
"868","2010-06-14",29.415001
"869","2010-06-15",30.08
"870","2010-06-16",29.85
"871","2010-06-17",29.795
"872","2010-06-18",29.485001
"873","2010-06-21",29.525
"874","2010-06-22",28.450001
"875","2010-06-23",28.9
"876","2010-06-24",29.030001
"877","2010-06-25",29.08
"878","2010-06-28",28.895
"879","2010-06-29",28.16
"880","2010-06-30",27.805
"881","2010-07-01",26.915001
"882","2010-07-02",26.295
"883","2010-07-06",26.139999
"884","2010-07-07",26.815001
"885","2010-07-08",26.709999
"886","2010-07-09",26.215
"887","2010-07-12",26.059999
"888","2010-07-13",26.615
"889","2010-07-14",26.52
"890","2010-07-15",26.5
"891","2010-07-16",25.57
"892","2010-07-19",25.395
"893","2010-07-20",25.450001
"894","2010-07-21",24.594999
"895","2010-07-22",23.475
"896","2010-07-23",23.76
"897","2010-07-26",24.469999
"898","2010-07-27",24.139999
"899","2010-07-28",23.365
"900","2010-07-29",23.17
"901","2010-07-30",23.575001
"902","2010-08-02",23.65
"903","2010-08-03",25.105
"904","2010-08-04",25.360001
"905","2010-08-05",25.530001
"906","2010-08-06",25.719999
"907","2010-08-09",25.645
"908","2010-08-10",25.094999
"909","2010-08-11",24.725
"910","2010-08-12",24.375
"911","2010-08-13",24.1
"912","2010-08-16",24.35
"913","2010-08-17",24.445
"914","2010-08-18",24.565001
"915","2010-08-19",24.225
"916","2010-08-20",24.1
"917","2010-08-23",24.014999
"918","2010-08-24",23.799999
"919","2010-08-25",24.115
"920","2010-08-26",23.815001
"921","2010-08-27",23.924999
"922","2010-08-30",23.535
"923","2010-08-31",23.17
"924","2010-09-01",24.07
"925","2010-09-02",24.110001
"926","2010-09-03",24.125
"927","2010-09-07",24.030001
"928","2010-09-08",24.440001
"929","2010-09-09",24.555
"930","2010-09-10",24.889999
"931","2010-09-13",25.184999
"932","2010-09-14",25.27
"933","2010-09-15",25.475
"934","2010-09-16",25.115
"935","2010-09-17",25.174999
"936","2010-09-20",25.74
"937","2010-09-21",25.764999
"938","2010-09-22",26.08
"939","2010-09-23",26
"940","2010-09-24",26.565001
"941","2010-09-27",26.48
"942","2010-09-28",26.674999
"943","2010-09-29",26.475
"944","2010-09-30",26.65
"945","2010-10-01",26.545
"946","2010-10-04",27.540001
"947","2010-10-05",27.725
"948","2010-10-06",27.405001
"949","2010-10-07",27.434999
"950","2010-10-08",27.955
"951","2010-10-11",28.225
"952","2010-10-12",28.285
"953","2010-10-13",28.705
"954","2010-10-14",28.264999
"955","2010-10-15",28.295
"956","2010-10-18",28.655001
"957","2010-10-19",27.955
"958","2010-10-20",28.305
"959","2010-10-21",28.450001
"960","2010-10-22",28.48
"961","2010-10-25",28.705
"962","2010-10-26",28.66
"963","2010-10-27",28.799999
"964","2010-10-28",29.030001
"965","2010-10-29",29.605
"966","2010-11-01",29.275
"967","2010-11-02",29.799999
"968","2010-11-03",30.67
"969","2010-11-04",30.389999
