"","date","CDMOP"
"1","2014-02-27",24.9
"2","2014-02-28",24.871
"3","2014-03-03",24.879999
"4","2014-03-04",25.25
"5","2014-03-05",27.67
"6","2014-03-06",28.17
"7","2014-03-07",26.9
"8","2014-03-10",26.91
"9","2014-03-11",26.43
"10","2014-03-12",26.495001
"11","2014-03-13",26.49
"12","2014-03-14",26.379999
"13","2014-03-17",26.4
"14","2014-03-18",26.24
"15","2014-03-19",26.299999
"16","2014-03-20",26.1
"17","2014-03-21",25.861
"18","2014-03-24",25.02
"19","2014-03-25",25.030001
"20","2014-03-26",25.049999
"21","2014-03-27",25
"22","2014-03-28",24.950001
"23","2014-03-31",25.24
"24","2014-04-01",25.75
"25","2014-04-02",25.74
"26","2014-04-03",25
"27","2014-04-04",25
"28","2014-04-07",25
"29","2014-04-08",24.91
"30","2014-04-09",25.09
"31","2014-04-10",24.799999
"32","2014-04-11",24.98
"33","2014-04-14",24.9
"34","2014-04-15",25
"35","2014-04-16",25
"36","2014-04-17",24.959999
"37","2014-04-21",24.9
"38","2014-04-22",24.9
"39","2014-04-23",24.799999
"40","2014-04-24",24.98
"41","2014-04-25",24.98
"42","2014-04-28",24.98
"43","2014-04-29",24.99
"44","2014-04-30",24.959999
"45","2014-05-01",24.99
"46","2014-05-02",24.99
"47","2014-05-05",25.395
"48","2014-05-06",25
"49","2014-05-07",25.577
"50","2014-05-08",25
"51","2014-05-09",25
"52","2014-05-12",25.200001
"53","2014-05-13",25.091999
"54","2014-05-14",25.190001
"55","2014-05-15",25.120001
"56","2014-05-16",24.93
"57","2014-05-19",24.93
"58","2014-05-20",24.940001
"59","2014-05-21",24.950001
"60","2014-05-22",24.950001
"61","2014-05-23",25.389999
"62","2014-05-27",25.25
"63","2014-05-28",25
"64","2014-05-29",25.75
"65","2014-05-30",25.700001
"66","2014-06-02",25.35
"67","2014-06-03",25.1
"68","2014-06-04",25.049999
"69","2014-06-05",25.25
"70","2014-06-06",25.190001
"71","2014-06-09",25.1
"72","2014-06-10",25.1
"73","2014-06-11",25.690001
"74","2014-06-12",25.700001
"75","2014-06-13",25.700001
"76","2014-06-16",25.25
"77","2014-06-17",24.51
"78","2014-06-18",23.99
"79","2014-06-19",24.1
"80","2014-06-20",24.200001
"81","2014-06-23",24.120001
"82","2014-06-24",24.040001
"83","2014-06-25",24.01
"84","2014-06-26",23.85
"85","2014-06-27",23.971001
"86","2014-06-30",24.120001
"87","2014-07-01",24.1
"88","2014-07-02",23.950001
"89","2014-07-03",24.129999
"90","2014-07-07",24.35
"91","2014-07-08",24.1
"92","2014-07-09",24.18
"93","2014-07-10",24.055
"94","2014-07-11",24.139999
"95","2014-07-14",24.18
"96","2014-07-15",24.219999
"97","2014-07-16",24.440001
"98","2014-07-17",24.15
"99","2014-07-18",24.01
"100","2014-07-21",24.15
"101","2014-07-22",23.98
"102","2014-07-23",24
"103","2014-07-24",23.91
"104","2014-07-25",23.950001
"105","2014-07-28",24
"106","2014-07-29",24
"107","2014-07-30",23.99
"108","2014-07-31",23.98
"109","2014-08-01",24
"110","2014-08-04",23.99
"111","2014-08-05",24
"112","2014-08-06",24.049999
"113","2014-08-07",23.5
"114","2014-08-08",24.014999
"115","2014-08-11",24.09
"116","2014-08-12",24.200001
"117","2014-08-13",24.15
"118","2014-08-14",24.200001
"119","2014-08-15",24.209999
"120","2014-08-18",24.4
"121","2014-08-19",24.41
"122","2014-08-20",24.4
"123","2014-08-21",24.41
"124","2014-08-22",24.5
"125","2014-08-25",24.49
"126","2014-08-26",24.49
"127","2014-08-27",24.5
"128","2014-08-28",24.530001
"129","2014-08-29",24.58
"130","2014-09-02",24.579
"131","2014-09-03",24.51
"132","2014-09-04",24.4
"133","2014-09-05",24.5
"134","2014-09-08",24.5
"135","2014-09-09",24.299999
"136","2014-09-10",24.48
"137","2014-09-11",24.518
"138","2014-09-12",24.52
"139","2014-09-15",24.528999
"140","2014-09-16",24.209999
"141","2014-09-17",24
"142","2014-09-18",23.85
"143","2014-09-19",23.895
"144","2014-09-22",23.34
"145","2014-09-23",23.719999
"146","2014-09-24",23.719999
"147","2014-09-25",23.690001
"148","2014-09-26",23.75
"149","2014-09-29",23.378
"150","2014-09-30",23.299999
"151","2014-10-01",23.598
"152","2014-10-02",23.4
"153","2014-10-03",23.41
"154","2014-10-06",23.455
"155","2014-10-07",23.5
"156","2014-10-08",23.65
"157","2014-10-09",23.620001
"158","2014-10-10",23.549999
"159","2014-10-13",23.620001
"160","2014-10-14",23.549999
"161","2014-10-15",23.549999
"162","2014-10-16",23.6
"163","2014-10-17",23.700001
"164","2014-10-20",23.790001
"165","2014-10-21",23.75
"166","2014-10-22",23.6
"167","2014-10-23",23.700001
"168","2014-10-24",23.749001
"169","2014-10-27",23.75
"170","2014-10-28",23.700001
"171","2014-10-29",23.75
"172","2014-10-30",23.795
"173","2014-10-31",23.612
"174","2014-11-03",23.549999
"175","2014-11-04",23.549999
"176","2014-11-05",23.5
"177","2014-11-06",23.700001
"178","2014-11-07",23.698999
"179","2014-11-10",23.65
"180","2014-11-11",23.358999
"181","2014-11-12",23.709999
"182","2014-11-13",23.719999
"183","2014-11-14",23.698999
"184","2014-11-17",23.35
"185","2014-11-18",23.23
"186","2014-11-19",23.25
"187","2014-11-20",23.15
"188","2014-11-21",23.07
"189","2014-11-24",23.4
"190","2014-11-25",23.459999
"191","2014-11-26",23.487
"192","2014-11-28",23.49
"193","2014-12-01",23
"194","2014-12-02",22.799999
"195","2014-12-03",22.922001
"196","2014-12-04",22.85
"197","2014-12-05",23.297001
"198","2014-12-08",22.799999
"199","2014-12-09",22.719999
"200","2014-12-10",22.73
"201","2014-12-11",23.1
"202","2014-12-12",23.49
"203","2014-12-15",22.6
"204","2014-12-16",22.607
"205","2014-12-17",22.15
"206","2014-12-18",21.75
"207","2014-12-19",21.719999
"208","2014-12-22",22.24
"209","2014-12-23",22.24
"210","2014-12-24",21.75
"211","2014-12-26",21.790001
"212","2014-12-29",22.17
"213","2014-12-30",21.75
"214","2014-12-31",21.85
"215","2015-01-02",22.118
"216","2015-01-05",22.030001
"217","2015-01-06",22
"218","2015-01-07",22
"219","2015-01-08",22.049999
"220","2015-01-09",21.85
"221","2015-01-12",22.190001
"222","2015-01-13",22.190001
"223","2015-01-14",21.799999
"224","2015-01-15",21.709999
"225","2015-01-16",21.549999
"226","2015-01-20",21.846001
"227","2015-01-21",21
"228","2015-01-22",20.700001
"229","2015-01-23",20.6
"230","2015-01-26",20.299999
"231","2015-01-27",20.469999
"232","2015-01-28",20
"233","2015-01-29",19.299999
"234","2015-01-30",18.799999
"235","2015-02-02",18.844
"236","2015-02-03",18.549999
"237","2015-02-04",18.549999
"238","2015-02-05",18.549999
"239","2015-02-06",18.700001
"240","2015-02-09",19.48
"241","2015-02-10",19.969999
"242","2015-02-11",19.700001
"243","2015-02-12",19
"244","2015-02-13",19.65
"245","2015-02-17",19.66
"246","2015-02-18",21.75
"247","2015-02-19",21.889999
"248","2015-02-20",21.950001
"249","2015-02-23",21.950001
"250","2015-02-24",21.799999
"251","2015-02-25",21.75
"252","2015-02-26",22.57
"253","2015-02-27",23.24
"254","2015-03-02",23.24
"255","2015-03-03",23.5
"256","2015-03-04",23.674999
"257","2015-03-05",23.700001
"258","2015-03-06",23.75
"259","2015-03-09",22.75
"260","2015-03-10",22.75
"261","2015-03-11",23.049999
"262","2015-03-12",23.5
"263","2015-03-13",23.450001
"264","2015-03-16",23.690001
"265","2015-03-17",23.5
"266","2015-03-18",22.049999
"267","2015-03-19",21.889999
"268","2015-03-20",22.025999
"269","2015-03-23",22.18
"270","2015-03-24",22.02
"271","2015-03-25",22.049999
"272","2015-03-26",22.15
"273","2015-03-27",22.172001
"274","2015-03-30",22.299999
"275","2015-03-31",22.27
"276","2015-04-01",22.35
"277","2015-04-02",22.25
"278","2015-04-06",22.309999
"279","2015-04-07",22.35
"280","2015-04-08",22.299999
"281","2015-04-09",22.299999
"282","2015-04-10",22.309999
"283","2015-04-13",22.799999
"284","2015-04-14",23.51
"285","2015-04-15",23.450001
"286","2015-04-16",23.450001
"287","2015-04-17",23.639999
"288","2015-04-20",22.860001
"289","2015-04-21",23.43
"290","2015-04-22",22.879999
"291","2015-04-23",23.5
"292","2015-04-24",23.299999
"293","2015-04-27",23.129999
"294","2015-04-28",23.15
"295","2015-04-29",23.18
"296","2015-04-30",22.9
"297","2015-05-01",22.959999
"298","2015-05-04",23.120001
"299","2015-05-05",23.049999
"300","2015-05-06",22.700001
"301","2015-05-07",22.67
"302","2015-05-08",22.299999
"303","2015-05-11",22.6
"304","2015-05-12",22.450001
"305","2015-05-13",22.549999
"306","2015-05-14",22.6
"307","2015-05-15",23.15
"308","2015-05-18",23.188999
"309","2015-05-19",22.48
"310","2015-05-20",22.84
"311","2015-05-21",23
"312","2015-05-22",23.15
"313","2015-05-26",23.01
"314","2015-05-27",23.09
"315","2015-05-28",23.35
"316","2015-05-29",24.030001
"317","2015-06-01",24.200001
"318","2015-06-02",24.15
"319","2015-06-03",24.184999
"320","2015-06-04",24.15
"321","2015-06-05",24.25
"322","2015-06-08",24.32
"323","2015-06-09",24.33
"324","2015-06-10",24.25
"325","2015-06-11",24.219999
"326","2015-06-12",24.059999
"327","2015-06-15",24.09
"328","2015-06-16",23.879999
"329","2015-06-17",23.186001
"330","2015-06-18",23.99
"331","2015-06-19",23.870001
"332","2015-06-22",23.74
"333","2015-06-23",23.74
"334","2015-06-24",23.6
"335","2015-06-25",23.35
"336","2015-06-26",23.190001
"337","2015-06-29",22.85
"338","2015-06-30",22.695999
"339","2015-07-01",22.780001
"340","2015-07-02",23
"341","2015-07-06",23.040001
"342","2015-07-07",22.700001
"343","2015-07-08",22.459999
"344","2015-07-09",22.549999
"345","2015-07-10",22.549999
"346","2015-07-13",22.039
"347","2015-07-14",22.603001
"348","2015-07-15",22.85
"349","2015-07-16",23
"350","2015-07-17",22.9
"351","2015-07-20",22.5
"352","2015-07-21",22.9
"353","2015-07-22",22.809999
"354","2015-07-23",22.9
"355","2015-07-24",22.440001
"356","2015-07-27",22.549999
"357","2015-07-28",22.799999
"358","2015-07-29",22.82
"359","2015-07-30",22.65
"360","2015-07-31",22.9
"361","2015-08-03",22.851
"362","2015-08-04",22.6
"363","2015-08-05",22.549999
