"","date","RGS"
"1","2007-01-03",39.900002
"2","2007-01-04",39.900002
"3","2007-01-05",39.009998
"4","2007-01-08",38.900002
"5","2007-01-09",39.189999
"6","2007-01-10",39.459999
"7","2007-01-11",40.200001
"8","2007-01-12",40.849998
"9","2007-01-16",40.490002
"10","2007-01-17",40.290001
"11","2007-01-18",39.91
"12","2007-01-19",40.330002
"13","2007-01-22",40.299999
"14","2007-01-23",40.619999
"15","2007-01-24",41.029999
"16","2007-01-25",40.849998
"17","2007-01-26",41.130001
"18","2007-01-29",41.490002
"19","2007-01-30",41.57
"20","2007-01-31",41.790001
"21","2007-02-01",42.299999
"22","2007-02-02",42.919998
"23","2007-02-05",42.860001
"24","2007-02-06",43.290001
"25","2007-02-07",42.860001
"26","2007-02-08",42.700001
"27","2007-02-09",42.509998
"28","2007-02-12",42.610001
"29","2007-02-13",42.900002
"30","2007-02-14",42.93
"31","2007-02-15",42.91
"32","2007-02-16",43.110001
"33","2007-02-20",42.849998
"34","2007-02-21",42.740002
"35","2007-02-22",42.77
"36","2007-02-23",42.59
"37","2007-02-26",42.57
"38","2007-02-27",42.200001
"39","2007-02-28",42.080002
"40","2007-03-01",41.84
"41","2007-03-02",41.200001
"42","2007-03-05",40.529999
"43","2007-03-06",41.080002
"44","2007-03-07",40.990002
"45","2007-03-08",41
"46","2007-03-09",40.990002
"47","2007-03-12",41.049999
"48","2007-03-13",40.400002
"49","2007-03-14",40.900002
"50","2007-03-15",41.049999
"51","2007-03-16",40.59
"52","2007-03-19",40.990002
"53","2007-03-20",40.700001
"54","2007-03-21",40.700001
"55","2007-03-22",40.91
"56","2007-03-23",40.759998
"57","2007-03-26",40.700001
"58","2007-03-27",40.57
"59","2007-03-28",40.43
"60","2007-03-29",40.459999
"61","2007-03-30",40.369999
"62","2007-04-02",40.849998
"63","2007-04-03",41.209999
"64","2007-04-04",41.099998
"65","2007-04-05",41.080002
"66","2007-04-09",41.07
"67","2007-04-10",41.330002
"68","2007-04-11",41.200001
"69","2007-04-12",41.290001
"70","2007-04-13",41.32
"71","2007-04-16",41.59
"72","2007-04-17",41.439999
"73","2007-04-18",41.310001
"74","2007-04-19",40.970001
"75","2007-04-20",40.869999
"76","2007-04-23",40.740002
"77","2007-04-24",41
"78","2007-04-25",39.439999
"79","2007-04-26",39.040001
"80","2007-04-27",38.759998
"81","2007-04-30",38.23
"82","2007-05-01",38.709999
"83","2007-05-02",39.040001
"84","2007-05-03",38.950001
"85","2007-05-04",39.43
"86","2007-05-07",39.68
"87","2007-05-08",39.880001
"88","2007-05-09",39.740002
"89","2007-05-10",39.110001
"90","2007-05-11",39.099998
"91","2007-05-14",38.98
"92","2007-05-15",39.119999
"93","2007-05-16",39.619999
"94","2007-05-17",39.060001
"95","2007-05-18",39.360001
"96","2007-05-21",40.169998
"97","2007-05-22",39.990002
"98","2007-05-23",39.57
"99","2007-05-24",39
"100","2007-05-25",39.259998
"101","2007-05-29",39.75
"102","2007-05-30",39.799999
"103","2007-05-31",39.869999
"104","2007-06-01",40
"105","2007-06-04",39.919998
"106","2007-06-05",39.330002
"107","2007-06-06",38.959999
"108","2007-06-07",38.310001
"109","2007-06-08",38.630001
"110","2007-06-11",38.380001
"111","2007-06-12",37.790001
"112","2007-06-13",37.939999
"113","2007-06-14",37.900002
"114","2007-06-15",38.580002
"115","2007-06-18",38.580002
"116","2007-06-19",38.82
"117","2007-06-20",38.23
"118","2007-06-21",38.689999
"119","2007-06-22",38.369999
"120","2007-06-25",38.209999
"121","2007-06-26",38.130001
"122","2007-06-27",38.669998
"123","2007-06-28",38.689999
"124","2007-06-29",38.25
"125","2007-07-02",38.720001
"126","2007-07-03",39.07
"127","2007-07-05",38.639999
"128","2007-07-06",38.860001
"129","2007-07-09",38.32
"130","2007-07-10",37.529999
"131","2007-07-11",37.860001
"132","2007-07-12",38.34
"133","2007-07-13",38.139999
"134","2007-07-16",37.48
"135","2007-07-17",37.080002
"136","2007-07-18",36.799999
"137","2007-07-19",37.040001
"138","2007-07-20",36.799999
"139","2007-07-23",36.919998
"140","2007-07-24",36.259998
"141","2007-07-25",36.900002
"142","2007-07-26",36.439999
"143","2007-07-27",35.810001
"144","2007-07-30",35.369999
"145","2007-07-31",34.860001
"146","2007-08-01",35.459999
"147","2007-08-02",35.52
"148","2007-08-03",33.540001
"149","2007-08-06",34.810001
"150","2007-08-07",34.389999
"151","2007-08-08",34.07
"152","2007-08-09",31.299999
"153","2007-08-10",34.990002
"154","2007-08-13",33.549999
"155","2007-08-14",33.779999
"156","2007-08-15",33.439999
"157","2007-08-16",35.220001
"158","2007-08-17",35.310001
"159","2007-08-20",34.560001
"160","2007-08-21",33.759998
