"","date","BILL"
"1","2019-12-12",35.5
"2","2019-12-13",38.98
"3","2019-12-16",36.380001
"4","2019-12-17",37
"5","2019-12-18",38.040001
"6","2019-12-19",38.200001
"7","2019-12-20",38.139999
"8","2019-12-23",38.759998
"9","2019-12-24",40.049999
"10","2019-12-26",39
"11","2019-12-27",38.580002
"12","2019-12-30",36.93
"13","2019-12-31",38.049999
"14","2020-01-02",38.700001
"15","2020-01-03",38.009998
"16","2020-01-06",37.509998
"17","2020-01-07",36.52
"18","2020-01-08",37.889999
"19","2020-01-09",38.860001
"20","2020-01-10",39.490002
"21","2020-01-13",41.080002
"22","2020-01-14",41.07
"23","2020-01-15",40.099998
"24","2020-01-16",41.48
"25","2020-01-17",43.700001
"26","2020-01-21",43.82
"27","2020-01-22",46.52
"28","2020-01-23",46.27
"29","2020-01-24",47.23
"30","2020-01-27",46.580002
"31","2020-01-28",48.259998
"32","2020-01-29",48.689999
"33","2020-01-30",48.5
"34","2020-01-31",50.32
"35","2020-02-03",51.450001
"36","2020-02-04",52.900002
"37","2020-02-05",49.639999
"38","2020-02-06",48.509998
"39","2020-02-07",55.810001
"40","2020-02-10",59.23
"41","2020-02-11",60.650002
"42","2020-02-12",62.939999
"43","2020-02-13",62.130001
"44","2020-02-14",61.77
"45","2020-02-18",59.330002
"46","2020-02-19",62.779999
"47","2020-02-20",60.110001
"48","2020-02-21",56.279999
"49","2020-02-24",55.240002
"50","2020-02-25",55.23
"51","2020-02-26",56.880001
"52","2020-02-27",53.419998
"53","2020-02-28",56.759998
"54","2020-03-02",60.5
"55","2020-03-03",58.68
"56","2020-03-04",58.759998
"57","2020-03-05",58.450001
"58","2020-03-06",53.630001
"59","2020-03-09",44.720001
"60","2020-03-10",48.040001
"61","2020-03-11",45.049999
"62","2020-03-12",40.119999
"63","2020-03-13",39.950001
"64","2020-03-16",36.25
"65","2020-03-17",33.639999
"66","2020-03-18",29.209999
"67","2020-03-19",35.689999
"68","2020-03-20",37.779999
"69","2020-03-23",37.290001
"70","2020-03-24",41.360001
"71","2020-03-25",41.110001
"72","2020-03-26",41.23
"73","2020-03-27",38.799999
"74","2020-03-30",37.52
"75","2020-03-31",34.200001
"76","2020-04-01",31.75
"77","2020-04-02",30.23
"78","2020-04-03",31.049999
"79","2020-04-06",38.299999
"80","2020-04-07",38.990002
"81","2020-04-08",44.27
"82","2020-04-09",42.34
"83","2020-04-13",40.259998
"84","2020-04-14",42.139999
"85","2020-04-15",39.029999
"86","2020-04-16",37.990002
"87","2020-04-17",42.029999
"88","2020-04-20",46.290001
"89","2020-04-21",45.220001
"90","2020-04-22",47.700001
"91","2020-04-23",46.68
"92","2020-04-24",48.740002
"93","2020-04-27",52.82
"94","2020-04-28",55.419998
"95","2020-04-29",60.299999
"96","2020-04-30",58.889999
"97","2020-05-01",55.73
"98","2020-05-04",55.139999
"99","2020-05-05",62.220001
"100","2020-05-06",65.900002
"101","2020-05-07",73.220001
"102","2020-05-08",83.620003
"103","2020-05-11",79.209999
"104","2020-05-12",78.910004
"105","2020-05-13",75.5
"106","2020-05-14",79.580002
"107","2020-05-15",77.269997
"108","2020-05-18",76.120003
"109","2020-05-19",78.5
"110","2020-05-20",74.989998
"111","2020-05-21",70.669998
"112","2020-05-22",66.57
"113","2020-05-26",64.370003
"114","2020-05-27",64.25
"115","2020-05-28",69.370003
"116","2020-05-29",69.639999
"117","2020-06-01",72.529999
"118","2020-06-02",70.459999
"119","2020-06-03",72.860001
"120","2020-06-04",70.360001
"121","2020-06-05",70.160004
"122","2020-06-08",67.900002
"123","2020-06-09",70.349998
"124","2020-06-10",75
"125","2020-06-11",72.309998
"126","2020-06-12",78.349998
"127","2020-06-15",78.120003
"128","2020-06-16",76.57
"129","2020-06-17",75.989998
"130","2020-06-18",81.860001
"131","2020-06-19",81.900002
"132","2020-06-22",84.489998
"133","2020-06-23",81.339996
"134","2020-06-24",80.889999
"135","2020-06-25",84.480003
"136","2020-06-26",89.739998
"137","2020-06-29",89.760002
"138","2020-06-30",90.209999
"139","2020-07-01",89.910004
"140","2020-07-02",88.400002
"141","2020-07-06",88.580002
"142","2020-07-07",85.639999
"143","2020-07-08",90.459999
"144","2020-07-09",91.669998
"145","2020-07-10",89.599998
"146","2020-07-13",83.099998
"147","2020-07-14",82.919998
"148","2020-07-15",82.910004
"149","2020-07-16",81.519997
"150","2020-07-17",82.900002
"151","2020-07-20",88.760002
"152","2020-07-21",86.470001
"153","2020-07-22",85.379997
"154","2020-07-23",83.300003
"155","2020-07-24",82.32
"156","2020-07-27",82.889999
"157","2020-07-28",85.099998
"158","2020-07-29",91.400002
"159","2020-07-30",92.07
"160","2020-07-31",93.110001
"161","2020-08-03",96.82
"162","2020-08-04",94.75
"163","2020-08-05",100.970001
"164","2020-08-06",101.150002
"165","2020-08-07",94.489998
"166","2020-08-10",87.599998
"167","2020-08-11",84.269997
"168","2020-08-12",85.830002
"169","2020-08-13",85.639999
"170","2020-08-14",86.470001
"171","2020-08-17",94.25
"172","2020-08-18",93.910004
"173","2020-08-19",95.690002
"174","2020-08-20",97.18
"175","2020-08-21",96.709999
"176","2020-08-24",93.610001
"177","2020-08-25",96.769997
"178","2020-08-26",103
"179","2020-08-27",106.059998
"180","2020-08-28",100.309998
"181","2020-08-31",98.980003
"182","2020-09-01",98.330002
"183","2020-09-02",100.040001
"184","2020-09-03",90.129997
"185","2020-09-04",87.050003
"186","2020-09-08",84.019997
"187","2020-09-09",88.309998
"188","2020-09-10",91.300003
"189","2020-09-11",89.709999
"190","2020-09-14",88.769997
"191","2020-09-15",87.080002
"192","2020-09-16",84.669998
"193","2020-09-17",84.110001
"194","2020-09-18",87.040001
"195","2020-09-21",88.349998
"196","2020-09-22",91.650002
"197","2020-09-23",92.300003
"198","2020-09-24",93.800003
"199","2020-09-25",95.18
"200","2020-09-28",97.540001
"201","2020-09-29",101.639999
"202","2020-09-30",100.309998
"203","2020-10-01",101.639999
"204","2020-10-02",101.089996
"205","2020-10-05",101.839996
"206","2020-10-06",103.610001
"207","2020-10-07",109.730003
"208","2020-10-08",110.440002
"209","2020-10-09",113.709999
"210","2020-10-12",115.339996
"211","2020-10-13",119.779999
"212","2020-10-14",119.830002
"213","2020-10-15",116.440002
"214","2020-10-16",116.059998
"215","2020-10-19",115.940002
"216","2020-10-20",112.860001
"217","2020-10-21",111.989998
"218","2020-10-22",109.809998
"219","2020-10-23",109.199997
"220","2020-10-26",107.699997
"221","2020-10-27",111.230003
"222","2020-10-28",108.68
"223","2020-10-29",105.599998
"224","2020-10-30",100
