"","date","BHFAP"
"233","2020-02-18",28.41
"234","2020-02-19",28.040001
"235","2020-02-20",28.16
"236","2020-02-21",27.969999
"237","2020-02-24",27.57
"238","2020-02-25",27.059999
"239","2020-02-26",27.264999
"240","2020-02-27",26.9
"241","2020-02-28",26.24
"242","2020-03-02",27.040001
"243","2020-03-03",27.17
"244","2020-03-04",27.85
"245","2020-03-05",27.33
"246","2020-03-06",26.26
"247","2020-03-09",25.059999
"248","2020-03-10",25.950001
"249","2020-03-11",25.299999
"250","2020-03-12",23.559999
"251","2020-03-13",24.82
"252","2020-03-16",21.559999
"253","2020-03-17",22.5
"254","2020-03-18",16.25
"255","2020-03-19",18.59
"256","2020-03-20",16.33
"257","2020-03-23",15.56
"258","2020-03-24",20.5
"259","2020-03-25",22.67
"260","2020-03-26",23.99
"261","2020-03-27",22.902
"262","2020-03-30",23.110001
"263","2020-03-31",24.33
"264","2020-04-01",22.02
"265","2020-04-02",22.41
"266","2020-04-03",20.93
"267","2020-04-06",22.17
"268","2020-04-07",22.809999
"269","2020-04-08",23.82
"270","2020-04-09",24.41
"271","2020-04-13",24.379999
"272","2020-04-14",24.73
"273","2020-04-15",24.469999
"274","2020-04-16",24.799999
"275","2020-04-17",24.65
"276","2020-04-20",24.601999
"277","2020-04-21",24.09
"278","2020-04-22",24.52
"279","2020-04-23",24.91
"280","2020-04-24",24.9
"281","2020-04-27",24.83
"282","2020-04-28",24.889999
"283","2020-04-29",24.93
"284","2020-04-30",24.969999
"285","2020-05-01",24.809999
"286","2020-05-04",24.75
"287","2020-05-05",24.639999
"288","2020-05-06",24.950001
"289","2020-05-07",24.9
"290","2020-05-08",25.059999
"291","2020-05-11",24.969999
"292","2020-05-12",25.299999
"293","2020-05-13",25.190001
"294","2020-05-14",25.450001
"295","2020-05-15",25.620001
"296","2020-05-18",24.780001
"297","2020-05-19",24.799999
"298","2020-05-20",24.879999
"299","2020-05-21",24.92
"300","2020-05-22",24.98
"301","2020-05-26",25.030001
"302","2020-05-27",25.58
"303","2020-05-28",25.42
"304","2020-05-29",25.790001
"305","2020-06-01",25.959999
"306","2020-06-02",25.879999
"307","2020-06-03",25.870001
"308","2020-06-04",26
"309","2020-06-05",25.98
"310","2020-06-08",26.549999
"311","2020-06-09",25.85
"312","2020-06-10",26.1
"313","2020-06-11",25.030001
"314","2020-06-12",25.07
"315","2020-06-15",25.58
"316","2020-06-16",25.547001
"317","2020-06-17",25.6
"318","2020-06-18",25.74
"319","2020-06-19",25.860001
"320","2020-06-22",25.57
"321","2020-06-23",25.35
"322","2020-06-24",25.35
"323","2020-06-25",25.26
"324","2020-06-26",25.370001
"325","2020-06-29",25.639999
"326","2020-06-30",25.15
"327","2020-07-01",25.1
"328","2020-07-02",25.16
"329","2020-07-06",25.280001
"330","2020-07-07",25.219999
"331","2020-07-08",24.879999
"332","2020-07-09",24.99
"333","2020-07-10",25.129999
"334","2020-07-13",25.15
"335","2020-07-14",25.299999
"336","2020-07-15",25.639999
"337","2020-07-16",25.969999
"338","2020-07-17",25.780001
"339","2020-07-20",26.1
"340","2020-07-21",26.190001
"341","2020-07-22",26.09
"342","2020-07-23",26.1
"343","2020-07-24",26.17
"344","2020-07-27",25.959999
"345","2020-07-28",26.049999
"346","2020-07-29",26.355
"347","2020-07-30",26.360001
"348","2020-07-31",26.459999
"349","2020-08-03",26.389999
"350","2020-08-04",26.549999
"351","2020-08-05",26.837999
"352","2020-08-06",26.450001
"353","2020-08-07",26.42
"354","2020-08-10",26.83
"355","2020-08-11",26.459999
"356","2020-08-12",26.85
"357","2020-08-13",26.934999
"358","2020-08-14",26.92
"359","2020-08-17",26.9
"360","2020-08-18",27.110001
"361","2020-08-19",27.094999
"362","2020-08-20",27.15
"363","2020-08-21",27.360001
"364","2020-08-24",27.200001
"365","2020-08-25",27.139999
"366","2020-08-26",27.24
"367","2020-08-27",27.370001
"368","2020-08-28",27.212
"369","2020-08-31",27.209999
"370","2020-09-01",27.055
"371","2020-09-02",26.950001
"372","2020-09-03",26.965
"373","2020-09-04",26.82
"374","2020-09-08",26.639999
"375","2020-09-09",26.639999
"376","2020-09-10",26.75
"377","2020-09-11",26.450001
"378","2020-09-14",26.469999
"379","2020-09-15",26.733999
"380","2020-09-16",26.85
"381","2020-09-17",26.695
"382","2020-09-18",26.780001
"383","2020-09-21",26.709999
"384","2020-09-22",26.709999
"385","2020-09-23",26.215
"386","2020-09-24",26.059999
"387","2020-09-25",26.92
"388","2020-09-28",27.129999
"389","2020-09-29",27.110001
"390","2020-09-30",26.620001
"391","2020-10-01",27.379999
"392","2020-10-02",27.5
"393","2020-10-05",27.07
"394","2020-10-06",27.540001
"395","2020-10-07",27.74
"396","2020-10-08",27.700001
"397","2020-10-09",27.540001
"398","2020-10-12",27.4
"399","2020-10-13",27.6
"400","2020-10-14",26.889999
"401","2020-10-15",27.16
"402","2020-10-16",26.639999
"403","2020-10-19",26.58
"404","2020-10-20",26.6
"405","2020-10-21",26.41
"406","2020-10-22",26.59
"407","2020-10-23",26.91
"408","2020-10-26",26.549999
"409","2020-10-27",26.42
"410","2020-10-28",26.049999
"411","2020-10-29",26.299999
"412","2020-10-30",26.51
"413","2020-11-02",26.620001
"414","2020-11-03",26.32
"415","2020-11-04",27.01
"416","2020-11-05",27.48
"417","2020-11-06",27.32
"418","2020-11-09",27.459999
"419","2020-11-10",27
"420","2020-11-11",27.049999
"421","2020-11-12",26.98
"422","2020-11-13",27.129999
"423","2020-11-16",27.85
"424","2020-11-17",27.870001
"425","2020-11-18",27.780001
"426","2020-11-19",27.77
"427","2020-11-20",27.98
"428","2020-11-23",27.889999
"429","2020-11-24",28
"430","2020-11-25",27.889999
"431","2020-11-27",27.98
