"","date","BHFAP"
"1","2019-03-18",24.75
"2","2019-03-19",25.059999
"3","2019-03-20",25.17
"4","2019-03-21",25.299999
"5","2019-03-22",25.25
"6","2019-03-25",25.35
"7","2019-03-26",25.450001
"8","2019-03-27",26.200001
"9","2019-03-28",26
"10","2019-03-29",25.700001
"11","2019-04-01",25.879999
"12","2019-04-02",25.9
"13","2019-04-03",25.809999
"14","2019-04-04",25.780001
"15","2019-04-05",25.85
"16","2019-04-08",25.950001
"17","2019-04-09",25.857
"18","2019-04-10",25.99
"19","2019-04-11",25.9
"20","2019-04-12",26.09
"21","2019-04-15",26.110001
"22","2019-04-16",26.049999
"23","2019-04-17",26.16
"24","2019-04-18",26.1
"25","2019-04-22",26.110001
"26","2019-04-23",26.110001
"27","2019-04-24",26.104
"28","2019-04-25",26.219999
"29","2019-04-26",26.5
"30","2019-04-29",26.58
"31","2019-04-30",26.41
"32","2019-05-01",26.549999
"33","2019-05-02",26.52
"34","2019-05-03",26.540001
"35","2019-05-06",26.57
"36","2019-05-07",26.5
"37","2019-05-08",26.469
"38","2019-05-09",26.444
"39","2019-05-10",26.48
"40","2019-05-13",26.370001
"41","2019-05-14",26.49
"42","2019-05-15",26.709999
"43","2019-05-16",26.67
"44","2019-05-17",26.76
"45","2019-05-20",26.610001
"46","2019-05-21",26.6
"47","2019-05-22",26.629999
"48","2019-05-23",26.68
"49","2019-05-24",26.73
"50","2019-05-28",26.870001
"51","2019-05-29",26.93
"52","2019-05-30",27.139999
"53","2019-05-31",26.780001
"54","2019-06-03",26.879999
"55","2019-06-04",27.059999
"56","2019-06-05",26.92
"57","2019-06-06",26.9
"58","2019-06-07",26.639999
"59","2019-06-10",26.73
"60","2019-06-11",26.709999
"61","2019-06-12",26.780001
"62","2019-06-13",26.91
"63","2019-06-14",26.870001
"64","2019-06-17",27.01
"65","2019-06-18",26.74
"66","2019-06-19",26.799999
"67","2019-06-20",26.74
"68","2019-06-21",26.620001
"69","2019-06-24",26.48
"70","2019-06-25",26.040001
"71","2019-06-26",26.16
"72","2019-06-27",26.27
"73","2019-06-28",26.620001
"74","2019-07-01",26.43
"75","2019-07-02",26.450001
"76","2019-07-03",26.6
"77","2019-07-05",26.65
"78","2019-07-08",26.65
"79","2019-07-09",26.77
"80","2019-07-10",26.68
"81","2019-07-11",26.780001
"82","2019-07-12",26.85
"83","2019-07-15",26.860001
"84","2019-07-16",26.719999
"85","2019-07-17",26.860001
"86","2019-07-18",26.940001
"87","2019-07-19",26.9
"88","2019-07-22",27
"89","2019-07-23",27
"90","2019-07-24",27
"91","2019-07-25",27.02
"92","2019-07-26",27.049999
"93","2019-07-29",27.01
"94","2019-07-30",27.08
"95","2019-07-31",27.24
"96","2019-08-01",26.91
"97","2019-08-02",26.969999
"98","2019-08-05",26.690001
"99","2019-08-06",26.85
"100","2019-08-07",26.85
"101","2019-08-08",26.98
"102","2019-08-09",27.059999
"103","2019-08-12",27.08
"104","2019-08-13",27.110001
"105","2019-08-14",27.200001
"106","2019-08-15",27.23
"107","2019-08-16",27.219999
"108","2019-08-19",27.290001
"109","2019-08-20",27.200001
"110","2019-08-21",27.43
"111","2019-08-22",27.450001
"112","2019-08-23",27.450001
"113","2019-08-26",27.41
"114","2019-08-27",27.35
"115","2019-08-28",27.280001
"116","2019-08-29",27.35
"117","2019-08-30",27.299999
"118","2019-09-03",27.49
"119","2019-09-04",27.370001
"120","2019-09-05",27.290001
"121","2019-09-06",27.299999
"122","2019-09-09",27.15
"123","2019-09-10",26.92
"124","2019-09-11",27.120001
"125","2019-09-12",26.969999
"126","2019-09-13",26.450001
"127","2019-09-16",26.35
"128","2019-09-17",26.68
"129","2019-09-18",26.92
"130","2019-09-19",27.309999
"131","2019-09-20",27.450001
"132","2019-09-23",27.709999
"133","2019-09-24",27.280001
"134","2019-09-25",27.450001
"135","2019-09-26",27.23
"136","2019-09-27",27.450001
"137","2019-09-30",27.620001
"138","2019-10-01",27.605
"139","2019-10-02",27.51
"140","2019-10-03",27.49
"141","2019-10-04",27.379999
"142","2019-10-07",27.32
"143","2019-10-08",27.440001
"144","2019-10-09",27.719999
"145","2019-10-10",27.969999
"146","2019-10-11",27.83
"147","2019-10-14",28.02
"148","2019-10-15",28.09
"149","2019-10-16",28.370001
"150","2019-10-17",28.297001
"151","2019-10-18",28.52
"152","2019-10-21",28.35
"153","2019-10-22",28.299999
"154","2019-10-23",28.25
"155","2019-10-24",28.17
"156","2019-10-25",28
"157","2019-10-28",27.969999
"158","2019-10-29",27.52
"159","2019-10-30",27.700001
"160","2019-10-31",27.889999
"161","2019-11-01",27.719999
"162","2019-11-04",27.84
"163","2019-11-05",27.25
"164","2019-11-06",27.23
"165","2019-11-07",27.129999
"166","2019-11-08",27.129999
"167","2019-11-11",27.040001
"168","2019-11-12",27.049999
"169","2019-11-13",27.09
"170","2019-11-14",27.18
"171","2019-11-15",27.120001
"172","2019-11-18",27.120001
"173","2019-11-19",27
"174","2019-11-20",26.787001
"175","2019-11-21",26.99
"176","2019-11-22",26.98
"177","2019-11-25",26.92
"178","2019-11-26",26.92
"179","2019-11-27",26.75
"180","2019-11-29",26.67
"181","2019-12-02",26.639999
"182","2019-12-03",26.540001
"183","2019-12-04",26.780001
"184","2019-12-05",26.68
"185","2019-12-06",26.860001
"186","2019-12-09",26.67
"187","2019-12-10",26.83
"188","2019-12-11",26.9
"189","2019-12-12",27.15
"190","2019-12-13",27.459999
"191","2019-12-16",27.84
"192","2019-12-17",28.24
"193","2019-12-18",27.77
"194","2019-12-19",27.877001
"195","2019-12-20",27.639999
"196","2019-12-23",27.68
"197","2019-12-24",27.66
"198","2019-12-26",27.51
"199","2019-12-27",27.65
"200","2019-12-30",27.67
"201","2019-12-31",27.75
"202","2020-01-02",27.92
"203","2020-01-03",28.07
"204","2020-01-06",28.059999
"205","2020-01-07",27.700001
"206","2020-01-08",27.65
"207","2020-01-09",27.66
"208","2020-01-10",27.73
"209","2020-01-13",27.700001
"210","2020-01-14",27.74
"211","2020-01-15",27.450001
"212","2020-01-16",27.433001
"213","2020-01-17",27.690001
"214","2020-01-21",27.700001
"215","2020-01-22",27.700001
"216","2020-01-23",27.610001
"217","2020-01-24",27.700001
"218","2020-01-27",27.5
"219","2020-01-28",27.42
"220","2020-01-29",27.950001
"221","2020-01-30",28.129999
"222","2020-01-31",28.07
"223","2020-02-03",28.15
"224","2020-02-04",28.033001
"225","2020-02-05",28.01
"226","2020-02-06",28.129999
"227","2020-02-07",28.190001
"228","2020-02-10",28.5
"229","2020-02-11",28.860001
"230","2020-02-12",28.4
"231","2020-02-13",28.499001
"232","2020-02-14",28.389999
