"","date","CB"
"1","2007-01-03",60.349998
"2","2007-01-04",59.560001
"3","2007-01-05",59.130001
"4","2007-01-08",59.16
"5","2007-01-09",58.549999
"6","2007-01-10",58.540001
"7","2007-01-11",59.259998
"8","2007-01-12",58.799999
"9","2007-01-16",58.75
"10","2007-01-17",58.700001
"11","2007-01-18",59.259998
"12","2007-01-19",59.299999
"13","2007-01-22",58.5
"14","2007-01-23",58.540001
"15","2007-01-24",59.16
"16","2007-01-25",58.650002
"17","2007-01-26",58.23
"18","2007-01-29",58.299999
"19","2007-01-30",58.599998
"20","2007-01-31",57.779999
"21","2007-02-01",58.470001
"22","2007-02-02",58.720001
"23","2007-02-05",59.310001
"24","2007-02-06",59.849998
"25","2007-02-07",59.580002
"26","2007-02-08",59.029999
"27","2007-02-09",58.23
"28","2007-02-12",58.130001
"29","2007-02-13",58
"30","2007-02-14",58.299999
"31","2007-02-15",58.549999
"32","2007-02-16",58.66
"33","2007-02-20",58.599998
"34","2007-02-21",58.27
"35","2007-02-22",58.290001
"36","2007-02-23",57.59
"37","2007-02-26",57.209999
"38","2007-02-27",55.869999
"39","2007-02-28",56.139999
"40","2007-03-01",55.810001
"41","2007-03-02",55.419998
"42","2007-03-05",54.790001
"43","2007-03-06",55.32
"44","2007-03-07",54.830002
"45","2007-03-08",55.169998
"46","2007-03-09",55.009998
"47","2007-03-12",54.709999
"48","2007-03-13",53.220001
"49","2007-03-14",53.93
"50","2007-03-15",54.709999
"51","2007-03-16",54.970001
"52","2007-03-19",55.59
"53","2007-03-20",56.27
"54","2007-03-21",56.400002
"55","2007-03-22",56.27
"56","2007-03-23",56.869999
"57","2007-03-26",57.34
"58","2007-03-27",57.529999
"59","2007-03-28",57.080002
"60","2007-03-29",57.380001
"61","2007-03-30",57.060001
"62","2007-04-02",57.209999
"63","2007-04-03",57.720001
"64","2007-04-04",57.290001
"65","2007-04-05",57.290001
"66","2007-04-09",57.529999
"67","2007-04-10",57.759998
"68","2007-04-11",57.330002
"69","2007-04-12",57.709999
"70","2007-04-13",58.150002
"71","2007-04-16",58.5
"72","2007-04-17",58.450001
"73","2007-04-18",58.139999
"74","2007-04-19",58.130001
"75","2007-04-20",58.529999
"76","2007-04-23",58.130001
"77","2007-04-24",58.689999
"78","2007-04-25",61.279999
"79","2007-04-26",60.029999
"80","2007-04-27",60.380001
"81","2007-04-30",59.459999
"82","2007-05-01",59.849998
"83","2007-05-02",60.59
"84","2007-05-03",60.169998
"85","2007-05-04",59.900002
"86","2007-05-07",60.419998
"87","2007-05-08",60.669998
"88","2007-05-09",61.299999
"89","2007-05-10",61.810001
"90","2007-05-11",62.200001
"91","2007-05-14",62.130001
"92","2007-05-15",61.66
"93","2007-05-16",61.919998
"94","2007-05-17",61.419998
"95","2007-05-18",61.740002
"96","2007-05-21",62.119999
"97","2007-05-22",62.130001
"98","2007-05-23",61.029999
"99","2007-05-24",60.540001
"100","2007-05-25",61.330002
"101","2007-05-29",61
"102","2007-05-30",61.060001
"103","2007-05-31",61.57
"104","2007-06-01",61.450001
"105","2007-06-04",61.669998
"106","2007-06-05",61.970001
"107","2007-06-06",61.560001
"108","2007-06-07",60.700001
"109","2007-06-08",61.279999
"110","2007-06-11",62.34
"111","2007-06-12",61.939999
"112","2007-06-13",62.43
"113","2007-06-14",62.150002
"114","2007-06-15",62.369999
"115","2007-06-18",62.169998
"116","2007-06-19",62.540001
"117","2007-06-20",62.110001
"118","2007-06-21",62.02
"119","2007-06-22",62.490002
"120","2007-06-25",62.389999
"121","2007-06-26",62.150002
"122","2007-06-27",61.950001
"123","2007-06-28",61.689999
"124","2007-06-29",62.52
"125","2007-07-02",63.77
"126","2007-07-03",63.970001
"127","2007-07-05",62.860001
"128","2007-07-06",62.599998
"129","2007-07-09",62.610001
"130","2007-07-10",61.07
"131","2007-07-11",60.919998
"132","2007-07-12",61.650002
"133","2007-07-13",61.77
"134","2007-07-16",61.75
"135","2007-07-17",61.439999
"136","2007-07-18",60.939999
"137","2007-07-19",61.970001
"138","2007-07-20",60.549999
"139","2007-07-23",60.740002
"140","2007-07-24",57.860001
"141","2007-07-25",60.639999
"142","2007-07-26",58.68
"143","2007-07-27",57.330002
"144","2007-07-30",59.66
"145","2007-07-31",57.720001
"146","2007-08-01",58.740002
"147","2007-08-02",57.529999
"148","2007-08-03",54.720001
"149","2007-08-06",58.470001
"150","2007-08-07",59.669998
"151","2007-08-08",58.220001
"152","2007-08-09",56.630001
"153","2007-08-10",56.650002
"154","2007-08-13",56.82
"155","2007-08-14",54.48
"156","2007-08-15",54.23
"157","2007-08-16",55.82
"158","2007-08-17",57.5
"159","2007-08-20",58.360001
"160","2007-08-21",58.84
"161","2007-08-22",59.310001
"162","2007-08-23",58.27
"163","2007-08-24",60
"164","2007-08-27",58.82
"165","2007-08-28",56.73
"166","2007-08-29",57.799999
"167","2007-08-30",57.02
"168","2007-08-31",57.759998
"169","2007-09-04",58.439999
"170","2007-09-05",57.650002
"171","2007-09-06",57.259998
"172","2007-09-07",56.16
"173","2007-09-10",57.240002
"174","2007-09-11",57.73
"175","2007-09-12",57.330002
"176","2007-09-13",58.09
"177","2007-09-14",57.950001
"178","2007-09-17",58.459999
"179","2007-09-18",59
"180","2007-09-19",59.73
"181","2007-09-20",59.080002
"182","2007-09-21",59.41
"183","2007-09-24",58.799999
"184","2007-09-25",58.740002
"185","2007-09-26",58.73
"186","2007-09-27",59.549999
"187","2007-09-28",60.57
"188","2007-10-01",61.810001
"189","2007-10-02",61.91
"190","2007-10-03",61.91
"191","2007-10-04",62.27
"192","2007-10-05",62.200001
"193","2007-10-08",62.900002
"194","2007-10-09",63.330002
"195","2007-10-10",62.259998
"196","2007-10-11",61.860001
"197","2007-10-12",63
"198","2007-10-15",62.360001
"199","2007-10-16",61.220001
"200","2007-10-17",61.25
"201","2007-10-18",61.029999
"202","2007-10-19",58.919998
"203","2007-10-22",60.540001
"204","2007-10-23",60.450001
"205","2007-10-24",58.889999
"206","2007-10-25",59.150002
"207","2007-10-26",60.66
"208","2007-10-29",61.459999
"209","2007-10-30",61.310001
"210","2007-10-31",60.610001
"211","2007-11-01",57.93
"212","2007-11-02",57.939999
"213","2007-11-05",57.130001
"214","2007-11-06",58.52
"215","2007-11-07",56.830002
"216","2007-11-08",57.240002
"217","2007-11-09",58.529999
"218","2007-11-12",58.459999
"219","2007-11-13",60.02
"220","2007-11-14",59.34
"221","2007-11-15",58.830002
"222","2007-11-16",58.16
"223","2007-11-19",57.630001
"224","2007-11-20",57.349998
"225","2007-11-21",57.950001
"226","2007-11-23",58.779999
"227","2007-11-26",57.75
"228","2007-11-27",59.169998
"229","2007-11-28",60
"230","2007-11-29",58.439999
"231","2007-11-30",59.830002
"232","2007-12-03",59.59
"233","2007-12-04",58.970001
"234","2007-12-05",59.619999
"235","2007-12-06",61.060001
"236","2007-12-07",60.84
"237","2007-12-10",62.310001
"238","2007-12-11",59.740002
"239","2007-12-12",60.049999
"240","2007-12-13",60.790001
"241","2007-12-14",59.509998
"242","2007-12-17",61.009998
"243","2007-12-18",60.830002
"244","2007-12-19",60.110001
"245","2007-12-20",60.75
"246","2007-12-21",61.91
"247","2007-12-24",63.150002
"248","2007-12-26",62.860001
"249","2007-12-27",61.32
"250","2007-12-28",61.900002
"251","2007-12-31",61.779999
"252","2008-01-02",61.040001
"253","2008-01-03",60.91
"254","2008-01-04",60.740002
"255","2008-01-07",61.439999
"256","2008-01-08",60.23
"257","2008-01-09",61.16
"258","2008-01-10",61.650002
"259","2008-01-11",60.18
"260","2008-01-14",60.599998
"261","2008-01-15",60.439999
"262","2008-01-16",60.57
"263","2008-01-17",58.18
"264","2008-01-18",56.490002
"265","2008-01-22",58.41
