"","date","GNCA"
"1","2014-02-05",88
"2","2014-02-06",88
"3","2014-02-07",88.32
"4","2014-02-10",91.120003
"5","2014-02-11",91.120003
"6","2014-02-12",94.160004
"7","2014-02-13",92.720001
"8","2014-02-14",91.959999
"9","2014-02-18",95.919998
"10","2014-02-19",96.800003
"11","2014-02-20",96.800003
"12","2014-02-21",96.400002
"13","2014-02-24",100.32
"14","2014-02-25",121.440002
"15","2014-02-26",120
"16","2014-02-27",120
"17","2014-02-28",117.360001
"18","2014-03-03",120
"19","2014-03-04",119.400002
"20","2014-03-05",130.960007
"21","2014-03-06",145.679993
"22","2014-03-07",179.600006
"23","2014-03-10",174.960007
"24","2014-03-11",158.160004
"25","2014-03-12",145.279999
"26","2014-03-13",147.919998
"27","2014-03-14",140.880005
"28","2014-03-17",135.759995
"29","2014-03-18",136
"30","2014-03-19",136.240005
"31","2014-03-20",135.759995
"32","2014-03-21",131.039993
"33","2014-03-24",135.520004
"34","2014-03-25",135.039993
"35","2014-03-26",133.759995
"36","2014-03-27",139.360001
"37","2014-03-28",138.880005
"38","2014-03-31",145.520004
"39","2014-04-01",146.639999
"40","2014-04-02",143.119995
"41","2014-04-03",143.759995
"42","2014-04-04",142.960007
"43","2014-04-07",143.119995
"44","2014-04-08",144.880005
"45","2014-04-09",154.399994
"46","2014-04-10",159.839996
"47","2014-04-11",164.639999
"48","2014-04-14",149.039993
"49","2014-04-15",143.759995
"50","2014-04-16",143.039993
"51","2014-04-17",148.960007
"52","2014-04-21",151.279999
"53","2014-04-22",159.440002
"54","2014-04-23",151.440002
"55","2014-04-24",151.520004
"56","2014-04-25",143.679993
"57","2014-04-28",150.960007
"58","2014-04-29",151.919998
"59","2014-04-30",155.199997
"60","2014-05-01",152.720001
"61","2014-05-02",151.119995
"62","2014-05-05",155.520004
"63","2014-05-06",150.399994
"64","2014-05-07",151.759995
"65","2014-05-08",147.679993
"66","2014-05-09",146.240005
"67","2014-05-12",151.360001
"68","2014-05-13",149.199997
"69","2014-05-14",147.520004
"70","2014-05-15",140.479996
"71","2014-05-16",144.479996
"72","2014-05-19",150.320007
"73","2014-05-20",148.160004
"74","2014-05-21",150.479996
"75","2014-05-22",150.399994
"76","2014-05-23",151.199997
"77","2014-05-27",152
"78","2014-05-28",151.600006
"79","2014-05-29",151.360001
"80","2014-05-30",151.679993
"81","2014-06-02",150.720001
"82","2014-06-03",150.479996
"83","2014-06-04",152
"84","2014-06-05",150.240005
"85","2014-06-06",151.039993
"86","2014-06-09",151.919998
"87","2014-06-10",151.679993
"88","2014-06-11",151.919998
"89","2014-06-12",152.639999
"90","2014-06-13",150.479996
"91","2014-06-16",151.039993
"92","2014-06-17",151.679993
"93","2014-06-18",151.199997
"94","2014-06-19",167.039993
"95","2014-06-20",181.600006
"96","2014-06-23",176.240005
"97","2014-06-24",166.160004
"98","2014-06-25",153.279999
"99","2014-06-26",154.880005
"100","2014-06-27",153.440002
"101","2014-06-30",150
"102","2014-07-01",140.440002
"103","2014-07-02",140.880005
"104","2014-07-03",141.919998
"105","2014-07-07",135.839996
"106","2014-07-08",128.240005
"107","2014-07-09",127.919998
"108","2014-07-10",122.480003
"109","2014-07-11",118.959999
"110","2014-07-14",109.120003
"111","2014-07-15",111.68
"112","2014-07-16",120.080002
"113","2014-07-17",120.639999
"114","2014-07-18",120.080002
"115","2014-07-21",120
"116","2014-07-22",120.879997
"117","2014-07-23",144.240005
"118","2014-07-24",142.160004
"119","2014-07-25",144.240005
"120","2014-07-28",138.479996
"121","2014-07-29",134.080002
"122","2014-07-30",134.399994
"123","2014-07-31",139.279999
"124","2014-08-01",136.160004
"125","2014-08-04",132.639999
"126","2014-08-05",118.160004
"127","2014-08-06",111.760002
"128","2014-08-07",110.480003
"129","2014-08-08",106.480003
"130","2014-08-11",102.32
"131","2014-08-12",103.760002
"132","2014-08-13",103.360001
"133","2014-08-14",103.68
"134","2014-08-15",105.839996
"135","2014-08-18",105.839996
"136","2014-08-19",109.199997
"137","2014-08-20",105.120003
"138","2014-08-21",106.800003
"139","2014-08-22",107.68
"140","2014-08-25",104.400002
"141","2014-08-26",105.120003
"142","2014-08-27",101.599998
"143","2014-08-28",98.800003
"144","2014-08-29",102.480003
"145","2014-09-02",99.519997
"146","2014-09-03",98.800003
"147","2014-09-04",103.279999
"148","2014-09-05",99.360001
"149","2014-09-08",99.919998
"150","2014-09-09",97.040001
"151","2014-09-10",96
"152","2014-09-11",96
"153","2014-09-12",95.839996
"154","2014-09-15",89.199997
"155","2014-09-16",88.639999
"156","2014-09-17",93.199997
"157","2014-09-18",95.919998
"158","2014-09-19",92.559998
"159","2014-09-22",81.199997
"160","2014-09-23",79.68
"161","2014-09-24",76.480003
"162","2014-09-25",72
"163","2014-09-26",71.199997
"164","2014-09-29",72.239998
"165","2014-09-30",72.400002
"166","2014-10-01",72.559998
"167","2014-10-02",71.199997
"168","2014-10-03",69.360001
"169","2014-10-06",70.639999
"170","2014-10-07",65.68
"171","2014-10-08",68
"172","2014-10-09",64
"173","2014-10-10",64.959999
"174","2014-10-13",68.879997
"175","2014-10-14",68.879997
"176","2014-10-15",70.400002
"177","2014-10-16",71.040001
"178","2014-10-17",70
"179","2014-10-20",69.919998
"180","2014-10-21",72.160004
"181","2014-10-22",68.800003
"182","2014-10-23",70.32
"183","2014-10-24",70.720001
"184","2014-10-27",70.959999
"185","2014-10-28",73.68
"186","2014-10-29",72
"187","2014-10-30",72
"188","2014-10-31",70.239998
"189","2014-11-03",70
"190","2014-11-04",71.599998
"191","2014-11-05",72.080002
"192","2014-11-06",70.720001
"193","2014-11-07",69.440002
"194","2014-11-10",70.800003
"195","2014-11-11",69.760002
"196","2014-11-12",72
"197","2014-11-13",71.519997
"198","2014-11-14",71.199997
"199","2014-11-17",70.879997
"200","2014-11-18",71.440002
"201","2014-11-19",71.599998
"202","2014-11-20",72.400002
"203","2014-11-21",72.400002
"204","2014-11-24",72.160004
"205","2014-11-25",72.720001
"206","2014-11-26",72
"207","2014-11-28",72.559998
"208","2014-12-01",72
"209","2014-12-02",72
"210","2014-12-03",72
"211","2014-12-04",70.959999
"212","2014-12-05",70.800003
"213","2014-12-08",69.760002
"214","2014-12-09",69.760002
"215","2014-12-10",68
"216","2014-12-11",67.279999
"217","2014-12-12",66.480003
"218","2014-12-15",62.799999
"219","2014-12-16",57.68
"220","2014-12-17",58.639999
"221","2014-12-18",60.400002
"222","2014-12-19",60.240002
"223","2014-12-22",60.32
"224","2014-12-23",60.240002
"225","2014-12-24",59.360001
"226","2014-12-26",59.119999
"227","2014-12-29",57.52
"228","2014-12-30",56.560001
"229","2014-12-31",56
"230","2015-01-02",60.799999
"231","2015-01-05",63.599998
"232","2015-01-06",59.360001
"233","2015-01-07",59.919998
"234","2015-01-08",57.68
"235","2015-01-09",59.439999
"236","2015-01-12",60
"237","2015-01-13",61.200001
"238","2015-01-14",60.48
"239","2015-01-15",57.439999
"240","2015-01-16",58
"241","2015-01-20",55.200001
"242","2015-01-21",52.959999
"243","2015-01-22",52.880001
"244","2015-01-23",52.400002
"245","2015-01-26",55.68
"246","2015-01-27",56.240002
"247","2015-01-28",57.040001
"248","2015-01-29",68.720001
"249","2015-01-30",68.639999
"250","2015-02-02",74.879997
"251","2015-02-03",70.959999
"252","2015-02-04",70.559998
"253","2015-02-05",73.760002
"254","2015-02-06",73.519997
"255","2015-02-09",72.080002
"256","2015-02-10",72.080002
"257","2015-02-11",72.080002
"258","2015-02-12",72
"259","2015-02-13",71.440002
"260","2015-02-17",71.279999
"261","2015-02-18",71.919998
"262","2015-02-19",71.440002
"263","2015-02-20",72
"264","2015-02-23",77.120003
"265","2015-02-24",73.519997
"266","2015-02-25",71.839996
"267","2015-02-26",72.639999
"268","2015-02-27",69.040001
"269","2015-03-02",70.559998
"270","2015-03-03",66.800003
"271","2015-03-04",66.639999
