"","date","FLIC"
"1","2007-01-03",9.555555
"2","2007-01-04",9.58
"3","2007-01-05",9.577778
"4","2007-01-08",9.577778
"5","2007-01-09",9.677778
"6","2007-01-10",9.611111
"7","2007-01-11",9.797778
"8","2007-01-12",10.055555
"9","2007-01-16",10.055555
"10","2007-01-17",10.055555
"11","2007-01-18",9.693334
"12","2007-01-19",9.713333
"13","2007-01-22",9.573334
"14","2007-01-23",9.566667
"15","2007-01-24",9.566667
"16","2007-01-25",9.555555
"17","2007-01-26",9.713333
"18","2007-01-29",9.571111
"19","2007-01-30",9.571111
"20","2007-01-31",9.66
"21","2007-02-01",9.788889
"22","2007-02-02",9.737778
"23","2007-02-05",9.777778
"24","2007-02-06",10.084444
"25","2007-02-07",10.084444
"26","2007-02-08",10.111111
"27","2007-02-09",9.933333
"28","2007-02-12",10
"29","2007-02-13",10
"30","2007-02-14",10.111111
"31","2007-02-15",10.111111
"32","2007-02-16",10.111111
"33","2007-02-20",10.111111
"34","2007-02-21",10
"35","2007-02-22",10
"36","2007-02-23",10.108889
"37","2007-02-26",10.108889
"38","2007-02-27",10.108889
"39","2007-02-28",9.791111
"40","2007-03-01",9.791111
"41","2007-03-02",9.777778
"42","2007-03-05",9.577778
"43","2007-03-06",9.666667
"44","2007-03-07",9.666667
"45","2007-03-08",9.908889
"46","2007-03-09",9.586667
"47","2007-03-12",9.577778
"48","2007-03-13",9.577778
"49","2007-03-14",9.577778
"50","2007-03-15",9.573334
"51","2007-03-16",9.566667
"52","2007-03-19",9.566667
"53","2007-03-20",9.566667
"54","2007-03-21",9.56
"55","2007-03-22",9.555555
"56","2007-03-23",9.56
"57","2007-03-26",9.562222
"58","2007-03-27",9.755555
"59","2007-03-28",9.7
"60","2007-03-29",9.753333
"61","2007-03-30",9.866667
"62","2007-04-02",9.895555
"63","2007-04-03",10.306666
"64","2007-04-04",10.135555
"65","2007-04-05",10.111111
"66","2007-04-09",9.855556
"67","2007-04-10",9.855556
"68","2007-04-11",9.793333
"69","2007-04-12",9.777778
"70","2007-04-13",9.644444
"71","2007-04-16",9.702222
"72","2007-04-17",9.666667
"73","2007-04-18",9.764444
"74","2007-04-19",9.577778
"75","2007-04-20",9.666667
"76","2007-04-23",9.555555
"77","2007-04-24",9.666667
"78","2007-04-25",9.773334
"79","2007-04-26",9.773334
"80","2007-04-27",9.982223
"81","2007-04-30",9.693334
"82","2007-05-01",9.791111
"83","2007-05-02",9.635555
"84","2007-05-03",9.773334
"85","2007-05-04",9.773334
"86","2007-05-07",9.591111
"87","2007-05-08",9.6
"88","2007-05-09",9.577778
"89","2007-05-10",9.577778
"90","2007-05-11",9.546667
"91","2007-05-14",9.711111
"92","2007-05-15",9.568889
"93","2007-05-16",9.777778
"94","2007-05-17",9.666667
"95","2007-05-18",9.56
"96","2007-05-21",9.555555
"97","2007-05-22",9.551111
"98","2007-05-23",9.577778
"99","2007-05-24",9.564445
"100","2007-05-25",9.568889
"101","2007-05-29",9.942223
"102","2007-05-30",9.755555
"103","2007-05-31",9.68
"104","2007-06-01",9.555555
"105","2007-06-04",9.266666
"106","2007-06-05",9.155556
"107","2007-06-06",9.155556
"108","2007-06-07",9.155556
"109","2007-06-08",9.177778
"110","2007-06-11",9.288889
"111","2007-06-12",9.288889
"112","2007-06-13",9
"113","2007-06-14",9
"114","2007-06-15",8.977777
"115","2007-06-18",8.977777
"116","2007-06-19",9.066667
"117","2007-06-20",9.066667
"118","2007-06-21",9.044444
"119","2007-06-22",9
"120","2007-06-25",9
"121","2007-06-26",9.36
"122","2007-06-27",9.155556
"123","2007-06-28",9.44
"124","2007-06-29",9.248889
"125","2007-07-02",9.36
"126","2007-07-03",9.36
"127","2007-07-05",9.36
"128","2007-07-06",9.111111
"129","2007-07-09",9.155556
"130","2007-07-10",9.111111
"131","2007-07-11",9.222222
"132","2007-07-12",9.066667
"133","2007-07-13",9
"134","2007-07-16",9.111111
"135","2007-07-17",9
"136","2007-07-18",8.933333
"137","2007-07-19",8.933333
"138","2007-07-20",8.888889
"139","2007-07-23",8.888889
"140","2007-07-24",8.888889
"141","2007-07-25",8.68
"142","2007-07-26",8.68
"143","2007-07-27",8.68
"144","2007-07-30",8.533334
"145","2007-07-31",8.533334
"146","2007-08-01",8.284445
"147","2007-08-02",8.164444
"148","2007-08-03",8.133333
"149","2007-08-06",8.248889
"150","2007-08-07",8.488889
"151","2007-08-08",8.644444
"152","2007-08-09",8.222222
"153","2007-08-10",8.222222
"154","2007-08-13",8.444445
"155","2007-08-14",8.244445
"156","2007-08-15",8.444445
"157","2007-08-16",8.533334
"158","2007-08-17",8.666667
"159","2007-08-20",8.888889
"160","2007-08-21",9
"161","2007-08-22",9
"162","2007-08-23",9
"163","2007-08-24",9.506667
"164","2007-08-27",9.48
"165","2007-08-28",8.666667
"166","2007-08-29",8.666667
"167","2007-08-30",8.693334
"168","2007-08-31",9.008889
"169","2007-09-04",8.893333
"170","2007-09-05",8.893333
"171","2007-09-06",8.808888
"172","2007-09-07",8.666667
"173","2007-09-10",8.666667
"174","2007-09-11",8.444445
"175","2007-09-12",8.737778
"176","2007-09-13",8.711111
"177","2007-09-14",8.777778
"178","2007-09-17",8.777778
"179","2007-09-18",8.702222
"180","2007-09-19",9.177778
"181","2007-09-20",8.777778
"182","2007-09-21",8.777778
"183","2007-09-24",8.826667
"184","2007-09-25",8.826667
"185","2007-09-26",8.777778
"186","2007-09-27",9
"187","2007-09-28",9.324445
"188","2007-10-01",8.795555
"189","2007-10-02",9.2
"190","2007-10-03",8.968889
"191","2007-10-04",8.835556
"192","2007-10-05",8.782222
"193","2007-10-08",8.782222
"194","2007-10-09",9.124444
"195","2007-10-10",8.711111
"196","2007-10-11",8.666667
"197","2007-10-12",8.888889
"198","2007-10-15",8.666667
"199","2007-10-16",8.644444
"200","2007-10-17",8.577778
"201","2007-10-18",8.577778
"202","2007-10-19",8.4
"203","2007-10-22",8.884444
"204","2007-10-23",8.422222
"205","2007-10-24",8.222222
"206","2007-10-25",8.222222
"207","2007-10-26",8.222222
"208","2007-10-29",8.444445
"209","2007-10-30",8.333333
"210","2007-10-31",8.311111
"211","2007-11-01",8.066667
"212","2007-11-02",8.066667
"213","2007-11-05",8.333333
"214","2007-11-06",8.177778
"215","2007-11-07",8.44
"216","2007-11-08",8.444445
"217","2007-11-09",8.444445
"218","2007-11-12",8.444445
"219","2007-11-13",8.444445
"220","2007-11-14",8.444445
"221","2007-11-15",8.435555
"222","2007-11-16",8.222222
"223","2007-11-19",8.222222
"224","2007-11-20",8.222222
"225","2007-11-21",8.222222
"226","2007-11-23",8.222222
"227","2007-11-26",8.222222
"228","2007-11-27",8.222222
"229","2007-11-28",8.488889
"230","2007-11-29",8.2
"231","2007-11-30",8.222222
"232","2007-12-03",8.222222
"233","2007-12-04",8.222222
"234","2007-12-05",8.222222
"235","2007-12-06",8.222222
"236","2007-12-07",8.222222
"237","2007-12-10",8.533334
"238","2007-12-11",8.293333
"239","2007-12-12",8.231112
"240","2007-12-13",8.24
"241","2007-12-14",8.311111
"242","2007-12-17",8.231112
"243","2007-12-18",8.444445
"244","2007-12-19",8.866667
"245","2007-12-20",8.844444
"246","2007-12-21",8.502222
"247","2007-12-24",8.502222
"248","2007-12-26",8.493333
"249","2007-12-27",8.622222
"250","2007-12-28",8.422222
"251","2007-12-31",8.244445
"252","2008-01-02",8.244445
"253","2008-01-03",8.244445
"254","2008-01-04",8.244445
"255","2008-01-07",8.262222
"256","2008-01-08",8.244445
"257","2008-01-09",8.222222
"258","2008-01-10",8.222222
"259","2008-01-11",8.422222
"260","2008-01-14",8.422222
"261","2008-01-15",8.386666
"262","2008-01-16",8.502222
"263","2008-01-17",8.622222
"264","2008-01-18",8.173333
"265","2008-01-22",8.222222
"266","2008-01-23",8.111111
"267","2008-01-24",8.111111
"268","2008-01-25",8.155556
"269","2008-01-28",8.324445
"270","2008-01-29",8.488889
"271","2008-01-30",8.333333
"272","2008-01-31",8.426666
"273","2008-02-01",8.662222
"274","2008-02-04",8.613334
"275","2008-02-05",8.413333
"276","2008-02-06",8.577778
"277","2008-02-07",8.577778
"278","2008-02-08",8.244445
"279","2008-02-11",8.244445
"280","2008-02-12",8.248889
"281","2008-02-13",8.431111
"282","2008-02-14",8.431111
"283","2008-02-15",8.244445
"284","2008-02-19",8.244445
"285","2008-02-20",8.248889
"286","2008-02-21",8.248889
"287","2008-02-22",8.444445
"288","2008-02-25",8.311111
"289","2008-02-26",8.311111
"290","2008-02-27",8.271111
"291","2008-02-28",8.271111
"292","2008-02-29",8.617778
"293","2008-03-03",8.555555
"294","2008-03-04",8.595555
"295","2008-03-05",8.528889
"296","2008-03-06",8.528889
"297","2008-03-07",8.528889
"298","2008-03-10",8.613334
"299","2008-03-11",8.613334
"300","2008-03-12",8.613334
"301","2008-03-13",8.444445
"302","2008-03-14",8.444445
"303","2008-03-17",8.444445
"304","2008-03-18",8.355556
"305","2008-03-19",8.528889
"306","2008-03-20",8.617778
"307","2008-03-24",8.555555
"308","2008-03-25",8.591111
"309","2008-03-26",8.622222
"310","2008-03-27",8.346666
"311","2008-03-28",8.337778
"312","2008-03-31",8.573334
"313","2008-04-01",8.573334
"314","2008-04-02",8.555555
"315","2008-04-03",8.555555
"316","2008-04-04",8.382222
"317","2008-04-07",8.271111
"318","2008-04-08",8.271111
"319","2008-04-09",8.248889
"320","2008-04-10",8.235556
"321","2008-04-11",8.271111
"322","2008-04-14",8.444445
"323","2008-04-15",8.302222
"324","2008-04-16",8.426666
"325","2008-04-17",8.444445
"326","2008-04-18",8.555555
"327","2008-04-21",8.333333
"328","2008-04-22",8.555555
"329","2008-04-23",8.342222
"330","2008-04-24",8.342222
"331","2008-04-25",8.355556
"332","2008-04-28",8.444445
"333","2008-04-29",8.555555
"334","2008-04-30",8.604445
"335","2008-05-01",8.666667
"336","2008-05-02",8.568889
"337","2008-05-05",8.622222
"338","2008-05-06",8.888889
"339","2008-05-07",8.88
"340","2008-05-08",8.88
"341","2008-05-09",8.604445
"342","2008-05-12",8.857778
"343","2008-05-13",8.688889
"344","2008-05-14",8.884444
"345","2008-05-15",8.884444
"346","2008-05-16",9.257778
"347","2008-05-19",8.951111
"348","2008-05-20",9.306666
"349","2008-05-21",9.328889
"350","2008-05-22",8.937778
"351","2008-05-23",9.333333
"352","2008-05-27",9.24
"353","2008-05-28",9.093333
"354","2008-05-29",9.106667
"355","2008-05-30",9.32
"356","2008-06-02",9.008889
"357","2008-06-03",9.133333
"358","2008-06-04",9.044444
"359","2008-06-05",9.044444
"360","2008-06-06",9.32
"361","2008-06-09",8.92
"362","2008-06-10",8.933333
"363","2008-06-11",9.253333
"364","2008-06-12",8.937778
"365","2008-06-13",8.951111
"366","2008-06-16",8.915556
"367","2008-06-17",8.915556
"368","2008-06-18",8.888889
"369","2008-06-19",8.888889
"370","2008-06-20",9.084444
"371","2008-06-23",8.888889
"372","2008-06-24",8.777778
"373","2008-06-25",8.777778
"374","2008-06-26",8.671111
"375","2008-06-27",8.613334
"376","2008-06-30",8.777778
"377","2008-07-01",8.555555
"378","2008-07-02",8.622222
"379","2008-07-03",8.875556
"380","2008-07-07",8.666667
"381","2008-07-08",8.697778
"382","2008-07-09",8.56
"383","2008-07-10",8.666667
"384","2008-07-11",8.666667
"385","2008-07-14",8.546667
"386","2008-07-15",8.546667
"387","2008-07-16",8.733334
"388","2008-07-17",8.328889
"389","2008-07-18",8.444445
"390","2008-07-21",8.333333
"391","2008-07-22",8.555555
"392","2008-07-23",8.555555
"393","2008-07-24",8.466666
"394","2008-07-25",8.466666
"395","2008-07-28",8.466666
"396","2008-07-29",8.537778
"397","2008-07-30",8.537778
"398","2008-07-31",8.577778
"399","2008-08-01",8.577778
"400","2008-08-04",8.555555
"401","2008-08-05",8.555555
"402","2008-08-06",8.555555
"403","2008-08-07",8.666667
"404","2008-08-08",8.928889
"405","2008-08-11",8.933333
"406","2008-08-12",8.933333
"407","2008-08-13",8.893333
"408","2008-08-14",8.866667
"409","2008-08-15",8.866667
"410","2008-08-18",8.866667
"411","2008-08-19",9.062222
"412","2008-08-20",9.066667
"413","2008-08-21",9.315556
"414","2008-08-22",9.551111
"415","2008-08-25",9.591111
"416","2008-08-26",9.422222
"417","2008-08-27",9.751111
"418","2008-08-28",9.671111
"419","2008-08-29",10.111111
"420","2008-09-02",9.888889
"421","2008-09-03",9.675555
"422","2008-09-04",9.777778
"423","2008-09-05",9.777778
"424","2008-09-08",9.777778
"425","2008-09-09",9.777778
"426","2008-09-10",9.644444
"427","2008-09-11",9.706667
"428","2008-09-12",9.777778
"429","2008-09-15",9.817778
"430","2008-09-16",9.933333
"431","2008-09-17",9.933333
"432","2008-09-18",10.111111
"433","2008-09-19",9.933333
"434","2008-09-22",9.395555
"435","2008-09-23",9.777778
"436","2008-09-24",9.888889
"437","2008-09-25",10.16
"438","2008-09-26",10.173333
"439","2008-09-29",9.511111
"440","2008-09-30",10.777778
"441","2008-10-01",10.582222
"442","2008-10-02",10.568889
"443","2008-10-03",10.457778
"444","2008-10-06",10.222222
"445","2008-10-07",9.586667
"446","2008-10-08",9.44
"447","2008-10-09",8.955556
"448","2008-10-10",8.888889
"449","2008-10-13",9.733334
"450","2008-10-14",9.733334
"451","2008-10-15",9.733334
"452","2008-10-16",9.142222
"453","2008-10-17",9.115556
"454","2008-10-20",9.057777
"455","2008-10-21",9.32
"456","2008-10-22",9.328889
"457","2008-10-23",9.328889
"458","2008-10-24",8.911111
"459","2008-10-27",8.911111
"460","2008-10-28",8.893333
"461","2008-10-29",8.893333
"462","2008-10-30",9.315556
"463","2008-10-31",9.324445
"464","2008-11-03",9.128889
"465","2008-11-04",9.293333
"466","2008-11-05",9.204445
"467","2008-11-06",9.444445
"468","2008-11-07",9.333333
"469","2008-11-10",9.524445
"470","2008-11-11",9.737778
"471","2008-11-12",9.586667
"472","2008-11-13",9.728889
"473","2008-11-14",9.386666
"474","2008-11-17",9.844444
"475","2008-11-18",9.6
"476","2008-11-19",9.746667
"477","2008-11-20",9.444445
"478","2008-11-21",9.555555
"479","2008-11-24",9.444445
"480","2008-11-25",9.733334
"481","2008-11-26",9.444445
"482","2008-11-28",9.733334
"483","2008-12-01",9.653334
"484","2008-12-02",10
"485","2008-12-03",9.733334
"486","2008-12-04",9.977777
"487","2008-12-05",9.977777
"488","2008-12-08",9.977777
"489","2008-12-09",9.671111
"490","2008-12-10",10.177778
"491","2008-12-11",10.208889
"492","2008-12-12",9.902223
"493","2008-12-15",9.902223
"494","2008-12-16",9.911111
"495","2008-12-17",10.137777
"496","2008-12-18",10.137777
"497","2008-12-19",10.226666
"498","2008-12-22",10.222222
"499","2008-12-23",10.222222
"500","2008-12-24",10.222222
"501","2008-12-26",10.333333
"502","2008-12-29",10.333333
"503","2008-12-30",10.333333
"504","2008-12-31",10.555555
"505","2009-01-02",10.555555
"506","2009-01-05",10.453333
"507","2009-01-06",10.453333
"508","2009-01-07",10.444445
"509","2009-01-08",10.262222
"510","2009-01-09",10.222222
"511","2009-01-12",9.817778
"512","2009-01-13",9.777778
"513","2009-01-14",9.777778
"514","2009-01-15",9.982223
"515","2009-01-16",9.982223
"516","2009-01-20",9.964444
"517","2009-01-21",10.031111
"518","2009-01-22",9.417778
"519","2009-01-23",9.404445
"520","2009-01-26",9.404445
"521","2009-01-27",9.871111
"522","2009-01-28",9.813334
"523","2009-01-29",9.875556
"524","2009-01-30",9.577778
"525","2009-02-02",10
"526","2009-02-03",9.764444
"527","2009-02-04",9.715555
"528","2009-02-05",9.577778
"529","2009-02-06",9.555555
"530","2009-02-09",9.444445
"531","2009-02-10",9.355556
"532","2009-02-11",9.355556
"533","2009-02-12",9.311111
"534","2009-02-13",9.764444
"535","2009-02-17",9.444445
"536","2009-02-18",9.742222
