"","date","NFH"
"1","2018-07-27",9.6
"2","2018-07-30",9.6
"3","2018-07-31",9.6
"4","2018-08-01",9.6
"5","2018-08-02",9.58
"6","2018-08-03",9.58
"7","2018-08-06",9.65
"8","2018-08-07",9.6
"9","2018-08-08",9.61
"10","2018-08-09",9.61
"11","2018-08-10",9.61
"12","2018-08-13",9.61
"13","2018-08-14",9.6
"14","2018-08-15",9.6
"15","2018-08-16",9.6
"16","2018-08-17",9.6
"17","2018-08-20",9.6
"18","2018-08-21",9.6
"19","2018-08-22",9.6
"20","2018-08-23",9.61
"21","2018-08-24",9.65
"22","2018-08-27",9.65
"23","2018-08-28",9.65
"24","2018-08-29",9.65
"25","2018-08-30",9.65
"26","2018-08-31",9.65
"27","2018-09-04",9.65
"28","2018-09-05",9.65
"29","2018-09-06",9.65
"30","2018-09-07",9.65
"31","2018-09-10",9.65
"32","2018-09-11",9.65
"33","2018-09-12",9.65
"34","2018-09-13",9.62
"35","2018-09-14",9.62
"36","2018-09-17",9.6
"37","2018-09-18",9.62
"38","2018-09-19",9.62
"39","2018-09-20",9.62
"40","2018-09-21",9.62
"41","2018-09-24",9.62
"42","2018-09-25",9.64
"43","2018-09-26",9.64
"44","2018-09-27",9.64
"45","2018-09-28",9.62
"46","2018-10-01",9.63
"47","2018-10-02",9.63
"48","2018-10-03",9.63
"49","2018-10-04",9.63
"50","2018-10-05",9.66
"51","2018-10-08",9.66
"52","2018-10-09",9.63
"53","2018-10-10",9.63
"54","2018-10-11",9.63
"55","2018-10-12",9.62
"56","2018-10-15",9.6
"57","2018-10-16",9.62
"58","2018-10-17",9.62
"59","2018-10-18",9.6
"60","2018-10-19",9.62
"61","2018-10-22",9.63
"62","2018-10-23",9.61
"63","2018-10-24",9.63
"64","2018-10-25",9.63
"65","2018-10-26",9.63
"66","2018-10-29",9.63
"67","2018-10-30",9.63
"68","2018-10-31",9.63
"69","2018-11-01",9.63
"70","2018-11-02",9.63
"71","2018-11-05",9.64
"72","2018-11-06",9.6
"73","2018-11-07",9.6
"74","2018-11-08",9.62
"75","2018-11-09",9.62
"76","2018-11-12",9.62
"77","2018-11-13",9.65
"78","2018-11-14",9.65
"79","2018-11-15",9.65
"80","2018-11-16",9.64
"81","2018-11-19",9.63
"82","2018-11-20",9.66
"83","2018-11-21",9.72
"84","2018-11-23",9.72
"85","2018-11-26",9.72
"86","2018-11-27",9.72
"87","2018-11-28",9.72
"88","2018-11-29",9.67
"89","2018-11-30",9.71
"90","2018-12-03",9.71
"91","2018-12-04",9.73
"92","2018-12-06",9.71
"93","2018-12-07",9.7
"94","2018-12-10",9.7
"95","2018-12-11",9.7
"96","2018-12-12",9.7
"97","2018-12-13",9.7
"98","2018-12-14",9.7
"99","2018-12-17",9.72
"100","2018-12-18",9.72
"101","2018-12-19",9.79
"102","2018-12-20",9.8
"103","2018-12-21",9.8
"104","2018-12-24",9.79
"105","2018-12-26",9.78
"106","2018-12-27",9.79
"107","2018-12-28",9.77
"108","2018-12-31",9.8
"109","2019-01-02",9.8
"110","2019-01-03",9.8
"111","2019-01-04",9.8
"112","2019-01-07",9.78
"113","2019-01-08",9.79
"114","2019-01-09",9.82
"115","2019-01-10",9.82
"116","2019-01-11",9.82
"117","2019-01-14",9.8
"118","2019-01-15",9.8
"119","2019-01-16",9.76
"120","2019-01-17",9.75
"121","2019-01-18",9.78
"122","2019-01-22",9.78
"123","2019-01-23",9.78
"124","2019-01-24",9.78
"125","2019-01-25",9.78
"126","2019-01-28",9.8
"127","2019-01-29",9.8
"128","2019-01-30",9.8
"129","2019-01-31",9.81
"130","2019-02-01",9.81
"131","2019-02-04",9.81
"132","2019-02-05",9.82
"133","2019-02-06",9.81
"134","2019-02-07",9.82
"135","2019-02-08",9.82
"136","2019-02-11",9.84
"137","2019-02-12",9.82
"138","2019-02-13",9.85
"139","2019-02-14",9.85
"140","2019-02-15",9.84
"141","2019-02-19",9.88
"142","2019-02-20",9.88
"143","2019-02-21",9.88
"144","2019-02-22",9.88
"145","2019-02-25",9.91
"146","2019-02-26",9.91
"147","2019-02-27",9.91
"148","2019-02-28",9.9
"149","2019-03-01",9.9
"150","2019-03-04",9.92
"151","2019-03-05",9.91
"152","2019-03-06",9.9
"153","2019-03-07",9.9
"154","2019-03-08",9.9
"155","2019-03-11",9.9
"156","2019-03-12",9.9
"157","2019-03-13",9.9
"158","2019-03-14",9.9
"159","2019-03-15",9.91
"160","2019-03-18",9.91
"161","2019-03-19",9.91
"162","2019-03-20",9.91
"163","2019-03-21",9.91
"164","2019-03-22",9.91
"165","2019-03-25",9.91
"166","2019-03-26",9.91
"167","2019-03-27",9.91
"168","2019-03-28",9.91
"169","2019-03-29",9.9
"170","2019-04-01",9.91
"171","2019-04-02",9.94
"172","2019-04-03",9.92
"173","2019-04-04",9.94
"174","2019-04-05",9.92
"175","2019-04-08",9.93
"176","2019-04-09",9.92
"177","2019-04-10",9.95
"178","2019-04-11",9.92
"179","2019-04-12",9.94
"180","2019-04-15",9.95
"181","2019-04-16",9.95
"182","2019-04-17",9.98
"183","2019-04-18",9.97
"184","2019-04-22",9.98
"185","2019-04-23",10.02
"186","2019-04-24",10.03
"187","2019-04-25",10.03
"188","2019-04-26",10.03
"189","2019-04-29",10.03
"190","2019-04-30",10.02
"191","2019-05-01",10.05
"192","2019-05-02",10.03
"193","2019-05-03",10.04
"194","2019-05-06",10.05
"195","2019-05-07",10.03
"196","2019-05-08",10.01
"197","2019-05-09",10.01
"198","2019-05-10",10.03
"199","2019-05-13",10.02
"200","2019-05-14",10.02
"201","2019-05-15",10.03
"202","2019-05-16",10.03
"203","2019-05-17",10.03
"204","2019-05-20",10.03
"205","2019-05-21",10.03
"206","2019-05-22",10.02
"207","2019-05-23",10.03
"208","2019-05-24",10.03
"209","2019-05-28",10.04
"210","2019-05-29",10.04
"211","2019-05-30",10.04
"212","2019-05-31",10.04
"213","2019-06-03",10.04
"214","2019-06-04",10.05
"215","2019-06-05",10.06
"216","2019-06-06",10.05
"217","2019-06-07",10.06
"218","2019-06-10",10.06
"219","2019-06-11",10.06
"220","2019-06-12",10.06
"221","2019-06-13",10.1
"222","2019-06-14",10.11
"223","2019-06-17",10.11
"224","2019-06-18",10.12
"225","2019-06-19",10.12
"226","2019-06-20",10.1
"227","2019-06-21",10.11
"228","2019-06-24",10.1
"229","2019-06-25",10.1
"230","2019-06-26",10.1
"231","2019-06-27",10.1
"232","2019-06-28",10.07
"233","2019-07-01",10.1
"234","2019-07-02",10.1
"235","2019-07-03",10.1
"236","2019-07-05",10.11
"237","2019-07-08",10.11
"238","2019-07-09",10.1
"239","2019-07-10",10.1
"240","2019-07-11",10.12
"241","2019-07-12",10.1
"242","2019-07-15",10.12
"243","2019-07-16",10.14
"244","2019-07-17",10.13
"245","2019-07-18",10.13
"246","2019-07-19",10.13
"247","2019-07-22",10.13
"248","2019-07-23",10.13
"249","2019-07-24",10.15
"250","2019-07-25",10.17
"251","2019-07-26",10.19
"252","2019-07-29",10.18
"253","2019-07-30",10.23
"254","2019-07-31",10.22
"255","2019-08-01",10.22
"256","2019-08-02",10.23
"257","2019-08-05",10.22
"258","2019-08-06",10.22
"259","2019-08-07",10.18
"260","2019-08-08",10.16
"261","2019-08-09",10.15
"262","2019-08-12",10.16
"263","2019-08-13",10.17
"264","2019-08-14",10.17
"265","2019-08-15",10.19
"266","2019-08-16",10.23
"267","2019-08-19",10.2
"268","2019-08-20",10.2
"269","2019-08-21",10.16
"270","2019-08-22",10.2
"271","2019-08-23",10.2
"272","2019-08-26",10.19
"273","2019-08-27",10.16
"274","2019-08-28",10.17
"275","2019-08-29",10.2
"276","2019-08-30",10.17
"277","2019-09-03",10.19
"278","2019-09-04",10.17
"279","2019-09-05",10.17
"280","2019-09-06",10.19
"281","2019-09-09",10.19
"282","2019-09-10",10.19
"283","2019-09-11",10.19
"284","2019-09-12",10.19
"285","2019-09-13",10.19
"286","2019-09-16",10.18
"287","2019-09-17",10.19
"288","2019-09-18",10.16
"289","2019-09-19",10.2
"290","2019-09-20",10.19
"291","2019-09-23",10.2
"292","2019-09-24",10.19
"293","2019-09-25",10.19
"294","2019-09-26",10.19
"295","2019-09-27",10.18
"296","2019-09-30",10.18
"297","2019-10-01",10.17
"298","2019-10-02",10.2
"299","2019-10-03",10.19
"300","2019-10-04",10.2
"301","2019-10-07",10.2
"302","2019-10-08",10.19
"303","2019-10-09",10.19
"304","2019-10-10",10.2
"305","2019-10-11",10.2
"306","2019-10-14",10.21
"307","2019-10-15",10.21
"308","2019-10-16",10.2
"309","2019-10-17",10.21
"310","2019-10-18",10.24
"311","2019-10-21",10.19
"312","2019-10-22",10.19
"313","2019-10-23",10.19
"314","2019-10-24",10.21
"315","2019-10-25",10.23
"316","2019-10-28",10.22
"317","2019-10-29",10.22
"318","2019-10-30",10.23
"319","2019-10-31",10.22
"320","2019-11-01",10.22
"321","2019-11-04",10.22
"322","2019-11-05",10.21
"323","2019-11-06",10.21
"324","2019-11-07",10.24
"325","2019-11-08",10.25
"326","2019-11-11",10.25
"327","2019-11-12",10.26
"328","2019-11-13",10.27
"329","2019-11-14",10.28
"330","2019-11-15",10.3
"331","2019-11-18",10.32
"332","2019-11-19",10.31
"333","2019-11-20",10.32
"334","2019-11-21",10.32
"335","2019-11-22",10.31
"336","2019-11-25",10.3
"337","2019-11-26",10.28
"338","2019-11-27",10.26
"339","2019-11-29",10.27
"340","2019-12-02",10.29
"341","2019-12-03",10.28
"342","2019-12-04",10.28
"343","2019-12-05",10.29
"344","2019-12-06",10.29
"345","2019-12-09",10.34
"346","2019-12-10",10.28
"347","2019-12-11",10.31
"348","2019-12-12",10.24
"349","2019-12-13",10.3
"350","2019-12-16",10.27
"351","2019-12-17",10.19
"352","2019-12-18",10.11
"353","2019-12-19",10.03
"354","2019-12-20",9.85
"355","2019-12-23",9.88
"356","2019-12-24",10.05
"357","2019-12-26",10.1
"358","2019-12-27",10.02
"359","2019-12-30",9.9
"360","2019-12-31",10
"361","2020-01-02",9.93
"362","2020-01-03",9.92
"363","2020-01-06",9.9
"364","2020-01-07",9.9
"365","2020-01-08",9.5
"366","2020-01-09",9.61
"367","2020-01-10",9.55
"368","2020-01-13",9.5
"369","2020-01-14",9.39
"370","2020-01-15",9.52
"371","2020-01-16",9.52
"372","2020-01-17",9.35
"373","2020-01-21",9.4
"374","2020-01-22",9.39
"375","2020-01-23",9.32
"376","2020-01-24",9.38
"377","2020-01-27",9.27
"378","2020-01-28",9.32
"379","2020-01-29",9.35
"380","2020-01-30",9.33
"381","2020-01-31",9.1
"382","2020-02-03",8.95
"383","2020-02-04",8.94
"384","2020-02-05",8.98
"385","2020-02-06",9.02
"386","2020-02-07",9.05
"387","2020-02-10",8.8
"388","2020-02-11",9.06
"389","2020-02-12",9
"390","2020-02-13",9.34
"391","2020-02-14",9.21
"392","2020-02-18",9.45
"393","2020-02-19",9.61
"394","2020-02-20",9.75
"395","2020-02-21",9.85
"396","2020-02-24",9.76
"397","2020-02-25",9.6
"398","2020-02-26",9.55
"399","2020-02-27",9.5
"400","2020-02-28",9.5
"401","2020-03-02",9.46
"402","2020-03-03",9.4
"403","2020-03-04",9.4
"404","2020-03-05",9.4
"405","2020-03-06",9.38
"406","2020-03-09",9.45
"407","2020-03-10",9.39
"408","2020-03-11",9.33
"409","2020-03-12",8.85
"410","2020-03-13",9.19
"411","2020-03-16",8.66
"412","2020-03-17",7.84
"413","2020-03-18",7.5
"414","2020-03-19",7.19
"415","2020-03-20",7.19
"416","2020-03-23",7.54
"417","2020-03-24",8.09
"418","2020-03-25",8.04
"419","2020-03-26",8
"420","2020-03-27",7.85
"421","2020-03-30",7.87
"422","2020-03-31",8.25
"423","2020-04-01",8.08
"424","2020-04-02",8.1
"425","2020-04-03",8.32
"426","2020-04-06",8.22
"427","2020-04-07",8.16
"428","2020-04-08",8.25
"429","2020-04-09",8.24
"430","2020-04-13",8.29
"431","2020-04-14",8.01
"432","2020-04-15",8.38
"433","2020-04-16",8.23
"434","2020-04-17",8.26
"435","2020-04-20",7.75
"436","2020-04-21",7.95
"437","2020-04-22",8
"438","2020-04-23",7.7
"439","2020-04-24",7.95
"440","2020-04-27",7.96
"441","2020-04-28",8
"442","2020-04-29",7.6
"443","2020-04-30",8.1
"444","2020-05-01",8.1
"445","2020-05-04",8.17
"446","2020-05-05",8.1
"447","2020-05-06",8.01
"448","2020-05-07",8.23
"449","2020-05-08",8.05
"450","2020-05-11",8.03
"451","2020-05-12",8.02
"452","2020-05-13",7.9
"453","2020-05-14",8.06
"454","2020-05-15",8.3
"455","2020-05-18",8.3
"456","2020-05-19",8.27
"457","2020-05-20",8
