"","date","MHLD"
"144","2008-11-26",3.99
"145","2008-11-28",4.15
"146","2008-12-01",3.3
"147","2008-12-02",3.93
"148","2008-12-03",3.88
"149","2008-12-04",3.71
"150","2008-12-05",3.7
"151","2008-12-08",3.8
"152","2008-12-09",3.68
"153","2008-12-10",3.76
"154","2008-12-11",3.6
"155","2008-12-12",3.6
"156","2008-12-15",3.49
"157","2008-12-16",3.56
"158","2008-12-17",3.59
"159","2008-12-18",3.57
"160","2008-12-19",3.3
"161","2008-12-22",3.34
"162","2008-12-23",3.32
"163","2008-12-24",3.27
"164","2008-12-26",3.29
"165","2008-12-29",3.23
"166","2008-12-30",3.19
"167","2008-12-31",3.13
"168","2009-01-02",3.27
"169","2009-01-05",3.96
"170","2009-01-06",4.09
"171","2009-01-07",3.88
"172","2009-01-08",3.95
"173","2009-01-09",4.02
"174","2009-01-12",3.95
"175","2009-01-13",4.05
"176","2009-01-14",4
"177","2009-01-15",4.21
"178","2009-01-16",4.17
"179","2009-01-20",3.85
"180","2009-01-21",4.3
"181","2009-01-22",4.2
"182","2009-01-23",4.47
"183","2009-01-26",4.36
"184","2009-01-27",4.59
"185","2009-01-28",4.65
"186","2009-01-29",4.63
"187","2009-01-30",4.55
"188","2009-02-02",4.66
"189","2009-02-03",4.75
"190","2009-02-04",4.71
"191","2009-02-05",4.75
"192","2009-02-06",4.92
"193","2009-02-09",4.95
"194","2009-02-10",4.75
"195","2009-02-11",4.89
"196","2009-02-12",4.88
"197","2009-02-13",4.9
"198","2009-02-17",4.65
"199","2009-02-18",4.66
"200","2009-02-19",4.56
"201","2009-02-20",4.5
"202","2009-02-23",4.37
"203","2009-02-24",4.45
"204","2009-02-25",4.39
"205","2009-02-26",4.58
"206","2009-02-27",4.46
"207","2009-03-02",4.09
"208","2009-03-03",4.04
"209","2009-03-04",4.14
"210","2009-03-05",3.78
"211","2009-03-06",3.88
"212","2009-03-09",3.78
"213","2009-03-10",4.1
"214","2009-03-11",4.13
"215","2009-03-12",4.35
"216","2009-03-13",4.45
"217","2009-03-16",4.45
"218","2009-03-17",4.5
"219","2009-03-18",4.7
"220","2009-03-19",4.68
"221","2009-03-20",4.53
"222","2009-03-23",4.75
"223","2009-03-24",4.52
"224","2009-03-25",4.6
"225","2009-03-26",4.83
"226","2009-03-27",4.46
"227","2009-03-30",4.35
"228","2009-03-31",4.47
"229","2009-04-01",4.6
"230","2009-04-02",4.6
"231","2009-04-03",4.51
"232","2009-04-06",4.49
"233","2009-04-07",4.45
"234","2009-04-08",4.5
"235","2009-04-09",4.67
"236","2009-04-13",4.65
"237","2009-04-14",4.46
"238","2009-04-15",4.48
"239","2009-04-16",4.48
"240","2009-04-17",4.42
"241","2009-04-20",4.25
"242","2009-04-21",4.51
"243","2009-04-22",4.31
"244","2009-04-23",4.25
"245","2009-04-24",4.39
"246","2009-04-27",4.3
"247","2009-04-28",4.32
"248","2009-04-29",4.55
"249","2009-04-30",4.51
"250","2009-05-01",4.55
"251","2009-05-04",4.62
"252","2009-05-05",4.68
"253","2009-05-06",4.85
"254","2009-05-07",4.79
"255","2009-05-08",5
"256","2009-05-11",5.02
"257","2009-05-12",4.91
"258","2009-05-13",4.71
"259","2009-05-14",4.68
"260","2009-05-15",4.82
"261","2009-05-18",5.01
"262","2009-05-19",4.95
"263","2009-05-20",5.05
"264","2009-05-21",4.97
"265","2009-05-22",4.96
"266","2009-05-26",5.17
"267","2009-05-27",5.02
"268","2009-05-28",5.09
"269","2009-05-29",5.11
"270","2009-06-01",5.3
"271","2009-06-02",5.44
"272","2009-06-03",5.49
"273","2009-06-04",5.52
"274","2009-06-05",5.72
"275","2009-06-08",5.84
"276","2009-06-09",5.98
"277","2009-06-10",6.04
"278","2009-06-11",6.11
"279","2009-06-12",6.15
"280","2009-06-15",6.04
"281","2009-06-16",5.9
"282","2009-06-17",5.8
"283","2009-06-18",5.92
"284","2009-06-19",5.71
"285","2009-06-22",5.82
"286","2009-06-23",5.74
"287","2009-06-24",5.87
"288","2009-06-25",5.97
"289","2009-06-26",6.06
"290","2009-06-29",6.27
"291","2009-06-30",6.56
"292","2009-07-01",7.07
"293","2009-07-02",7.2
"294","2009-07-06",7.19
"295","2009-07-07",7.12
"296","2009-07-08",7.16
"297","2009-07-09",7.17
"298","2009-07-10",7.14
"299","2009-07-13",7.1
"300","2009-07-14",7.05
"301","2009-07-15",7.15
"302","2009-07-16",7.21
"303","2009-07-17",7.13
"304","2009-07-20",7.74
"305","2009-07-21",7.75
"306","2009-07-22",7.67
"307","2009-07-23",7.81
"308","2009-07-24",7.79
"309","2009-07-27",7.94
"310","2009-07-28",7.9
"311","2009-07-29",7.72
"312","2009-07-30",7.77
"313","2009-07-31",7.61
"314","2009-08-03",7.97
"315","2009-08-04",7.9
"316","2009-08-05",7.92
"317","2009-08-06",7.59
"318","2009-08-07",7.6
"319","2009-08-10",7.25
"320","2009-08-11",7.25
"321","2009-08-12",7.35
"322","2009-08-13",7.64
"323","2009-08-14",7.69
"324","2009-08-17",7.49
"325","2009-08-18",7.59
"326","2009-08-19",7.59
"327","2009-08-20",7.65
"328","2009-08-21",7.8
"329","2009-08-24",7.79
"330","2009-08-25",7.75
"331","2009-08-26",7.62
"332","2009-08-27",7.52
"333","2009-08-28",7.5
"334","2009-08-31",7.64
"335","2009-09-01",7.72
"336","2009-09-02",7.61
"337","2009-09-03",7.71
"338","2009-09-04",7.8
"339","2009-09-08",7.7
"340","2009-09-09",7.68
"341","2009-09-10",7.76
"342","2009-09-11",7.85
"343","2009-09-14",7.87
"344","2009-09-15",7.85
"345","2009-09-16",7.82
"346","2009-09-17",7.77
"347","2009-09-18",7.67
"348","2009-09-21",7.66
"349","2009-09-22",7.72
"350","2009-09-23",7.5
"351","2009-09-24",7.23
"352","2009-09-25",7.26
"353","2009-09-28",7.37
"354","2009-09-29",7.37
"355","2009-09-30",7.27
"356","2009-10-01",7.24
"357","2009-10-02",7.51
"358","2009-10-05",7.43
"359","2009-10-06",7.5
"360","2009-10-07",7.47
"361","2009-10-08",7.49
"362","2009-10-09",7.87
"363","2009-10-12",7.62
"364","2009-10-13",7.59
"365","2009-10-14",7.85
"366","2009-10-15",7.82
"367","2009-10-16",7.73
"368","2009-10-19",7.78
"369","2009-10-20",7.45
"370","2009-10-21",7.32
"371","2009-10-22",7.52
"372","2009-10-23",7.35
"373","2009-10-26",7.34
"374","2009-10-27",7.31
"375","2009-10-28",7.11
"376","2009-10-29",7.13
"377","2009-10-30",6.93
"378","2009-11-02",6.77
"379","2009-11-03",6.81
"380","2009-11-04",6.75
"381","2009-11-05",6.9
"382","2009-11-06",6.98
"383","2009-11-09",7.16
"384","2009-11-10",7.2
"385","2009-11-11",7.25
"386","2009-11-12",7.22
"387","2009-11-13",7.45
"388","2009-11-16",7.52
"389","2009-11-17",7.5
"390","2009-11-18",7.63
"391","2009-11-19",7.63
"392","2009-11-20",7.8
"393","2009-11-23",7.56
"394","2009-11-24",7.37
"395","2009-11-25",7.33
"396","2009-11-27",7.2
"397","2009-11-30",7.54
"398","2009-12-01",7.73
"399","2009-12-02",7.65
"400","2009-12-03",7.54
"401","2009-12-04",7.75
"402","2009-12-07",7.69
"403","2009-12-08",7.72
"404","2009-12-09",7.71
"405","2009-12-10",7.65
"406","2009-12-11",7.8
"407","2009-12-14",7.98
"408","2009-12-15",7.96
"409","2009-12-16",7.74
"410","2009-12-17",7.68
"411","2009-12-18",7.52
"412","2009-12-21",7.42
"413","2009-12-22",7.39
"414","2009-12-23",7.57
"415","2009-12-24",7.67
"416","2009-12-28",7.64
"417","2009-12-29",7.55
"418","2009-12-30",7.4
"419","2009-12-31",7.32
"420","2010-01-04",7.47
"421","2010-01-05",7.39
"422","2010-01-06",7.26
"423","2010-01-07",7.39
"424","2010-01-08",7.41
"425","2010-01-11",7.38
"426","2010-01-12",7.38
"427","2010-01-13",7.4
"428","2010-01-14",7.35
"429","2010-01-15",7.26
"430","2010-01-19",7.35
"431","2010-01-20",7.17
"432","2010-01-21",7.05
"433","2010-01-22",6.91
"434","2010-01-25",6.96
"435","2010-01-26",6.9
"436","2010-01-27",7
"437","2010-01-28",6.87
"438","2010-01-29",6.79
"439","2010-02-01",6.8
"440","2010-02-02",6.75
"441","2010-02-03",6.6
"442","2010-02-04",6.49
"443","2010-02-05",6.55
"444","2010-02-08",6.51
"445","2010-02-09",6.52
"446","2010-02-10",6.52
"447","2010-02-11",6.74
"448","2010-02-12",6.85
"449","2010-02-16",6.87
"450","2010-02-17",6.81
"451","2010-02-18",6.91
"452","2010-02-19",6.92
"453","2010-02-22",7.01
"454","2010-02-23",6.92
"455","2010-02-24",6.94
"456","2010-02-25",7.08
"457","2010-02-26",7.02
"458","2010-03-01",7.17
"459","2010-03-02",7.26
"460","2010-03-03",7.35
"461","2010-03-04",7.25
"462","2010-03-05",7.4
"463","2010-03-08",7.41
"464","2010-03-09",7.58
"465","2010-03-10",7.63
"466","2010-03-11",7.71
"467","2010-03-12",7.61
"468","2010-03-15",7.46
"469","2010-03-16",7.41
"470","2010-03-17",7.11
"471","2010-03-18",7.08
"472","2010-03-19",6.96
"473","2010-03-22",6.97
"474","2010-03-23",7.43
"475","2010-03-24",7.34
"476","2010-03-25",7.29
"477","2010-03-26",7.34
"478","2010-03-29",7.35
"479","2010-03-30",7.35
"480","2010-03-31",7.39
"481","2010-04-01",7.38
"482","2010-04-05",7.43
"483","2010-04-06",7.4
"484","2010-04-07",7.4
"485","2010-04-08",7.28
"486","2010-04-09",7.22
"487","2010-04-12",7.18
"488","2010-04-13",7.21
"489","2010-04-14",7.26
"490","2010-04-15",7.31
"491","2010-04-16",7.36
"492","2010-04-19",7.24
"493","2010-04-20",7.42
"494","2010-04-21",7.55
"495","2010-04-22",7.58
"496","2010-04-23",7.49
"497","2010-04-26",7.51
"498","2010-04-27",7.32
"499","2010-04-28",7.43
"500","2010-04-29",7.58
"501","2010-04-30",7.49
"502","2010-05-03",7.53
"503","2010-05-04",7.45
"504","2010-05-05",7.14
"505","2010-05-06",6.9
"506","2010-05-07",6.77
"507","2010-05-10",6.93
"508","2010-05-11",6.94
"509","2010-05-12",7.22
"510","2010-05-13",7.13
"511","2010-05-14",6.97
"512","2010-05-17",7.03
"513","2010-05-18",6.95
"514","2010-05-19",6.93
"515","2010-05-20",6.69
"516","2010-05-21",6.66
"517","2010-05-24",6.57
"518","2010-05-25",6.7
"519","2010-05-26",6.69
"520","2010-05-27",6.9
"521","2010-05-28",6.94
"522","2010-06-01",6.76
"523","2010-06-02",6.81
"524","2010-06-03",6.67
"525","2010-06-04",6.5
"526","2010-06-07",6.55
"527","2010-06-08",6.57
"528","2010-06-09",6.55
"529","2010-06-10",6.75
"530","2010-06-11",6.77
"531","2010-06-14",6.77
"532","2010-06-15",6.93
"533","2010-06-16",6.9
"534","2010-06-17",6.99
"535","2010-06-18",7.21
"536","2010-06-21",7.12
"537","2010-06-22",7.05
"538","2010-06-23",6.94
"539","2010-06-24",6.81
"540","2010-06-25",6.88
"541","2010-06-28",6.91
"542","2010-06-29",6.66
"543","2010-06-30",6.57
"544","2010-07-01",6.42
"545","2010-07-02",6.32
"546","2010-07-06",6.2
"547","2010-07-07",6.35
"548","2010-07-08",6.43
"549","2010-07-09",6.47
"550","2010-07-12",6.33
"551","2010-07-13",6.51
"552","2010-07-14",6.55
"553","2010-07-15",6.56
"554","2010-07-16",6.44
"555","2010-07-19",6.52
"556","2010-07-20",6.62
"557","2010-07-21",6.57
"558","2010-07-22",6.68
"559","2010-07-23",6.75
"560","2010-07-26",6.69
"561","2010-07-27",6.87
"562","2010-07-28",6.9
"563","2010-07-29",6.91
"564","2010-07-30",6.86
"565","2010-08-02",6.93
"566","2010-08-03",6.88
"567","2010-08-04",6.94
"568","2010-08-05",7.19
"569","2010-08-06",7.09
"570","2010-08-09",7.33
"571","2010-08-10",7.32
"572","2010-08-11",7.14
"573","2010-08-12",7.28
"574","2010-08-13",7.21
"575","2010-08-16",7.24
"576","2010-08-17",7.37
"577","2010-08-18",7.38
"578","2010-08-19",7.32
"579","2010-08-20",7.42
"580","2010-08-23",7.21
"581","2010-08-24",7.37
"582","2010-08-25",7.42
"583","2010-08-26",7.32
"584","2010-08-27",7.46
"585","2010-08-30",7.25
"586","2010-08-31",7.32
"587","2010-09-01",7.56
"588","2010-09-02",7.54
"589","2010-09-03",7.52
"590","2010-09-07",7.36
"591","2010-09-08",7.43
"592","2010-09-09",7.53
"593","2010-09-10",7.53
"594","2010-09-13",7.6
"595","2010-09-14",7.59
"596","2010-09-15",7.71
"597","2010-09-16",7.61
"598","2010-09-17",7.66
"599","2010-09-20",7.74
"600","2010-09-21",7.66
"601","2010-09-22",7.6
"602","2010-09-23",7.5
"603","2010-09-24",7.61
"604","2010-09-27",7.65
"605","2010-09-28",7.67
"606","2010-09-29",7.65
"607","2010-09-30",7.61
"608","2010-10-01",7.54
"609","2010-10-04",7.51
"610","2010-10-05",7.59
"611","2010-10-06",7.69
"612","2010-10-07",7.55
"613","2010-10-08",7.67
"614","2010-10-11",7.56
"615","2010-10-12",7.54
"616","2010-10-13",7.64
"617","2010-10-14",7.69
"618","2010-10-15",7.68
"619","2010-10-18",7.71
"620","2010-10-19",7.63
"621","2010-10-20",7.72
"622","2010-10-21",7.67
"623","2010-10-22",7.62
"624","2010-10-25",7.61
"625","2010-10-26",7.67
"626","2010-10-27",7.66
"627","2010-10-28",7.6
"628","2010-10-29",7.65
"629","2010-11-01",7.66
"630","2010-11-02",7.76
"631","2010-11-03",7.73
"632","2010-11-04",7.82
"633","2010-11-05",7.89
"634","2010-11-08",7.91
"635","2010-11-09",7.81
"636","2010-11-10",7.85
"637","2010-11-11",7.85
"638","2010-11-12",7.68
"639","2010-11-15",7.71
"640","2010-11-16",7.59
"641","2010-11-17",7.64
"642","2010-11-18",7.76
"643","2010-11-19",7.82
"644","2010-11-22",7.66
"645","2010-11-23",7.53
"646","2010-11-24",7.7
"647","2010-11-26",7.61
"648","2010-11-29",7.61
"649","2010-11-30",7.53
"650","2010-12-01",7.69
"651","2010-12-02",7.71
"652","2010-12-03",7.67
"653","2010-12-06",7.68
"654","2010-12-07",7.72
"655","2010-12-08",7.74
"656","2010-12-09",7.83
"657","2010-12-10",7.9
"658","2010-12-13",7.82
"659","2010-12-14",7.85
"660","2010-12-15",7.78
"661","2010-12-16",7.86
"662","2010-12-17",7.98
"663","2010-12-20",7.87
"664","2010-12-21",7.94
"665","2010-12-22",7.99
"666","2010-12-23",7.96
"667","2010-12-27",8
"668","2010-12-28",7.99
"669","2010-12-29",8.02
"670","2010-12-30",7.96
"671","2010-12-31",7.86
"672","2011-01-03",8.01
"673","2011-01-04",8.01
"674","2011-01-05",8.22
"675","2011-01-06",8.22
"676","2011-01-07",8.19
"677","2011-01-10",8.26
"678","2011-01-11",8.36
"679","2011-01-12",8.41
"680","2011-01-13",8.41
"681","2011-01-14",8.37
"682","2011-01-18",8.37
"683","2011-01-19",8.11
"684","2011-01-20",8.24
"685","2011-01-21",8.06
"686","2011-01-24",8.16
"687","2011-01-25",8.25
"688","2011-01-26",8.25
"689","2011-01-27",8.25
"690","2011-01-28",8.05
"691","2011-01-31",8
"692","2011-02-01",8.2
"693","2011-02-02",8.2
"694","2011-02-03",8.31
"695","2011-02-04",8.22
"696","2011-02-07",8.24
"697","2011-02-08",8.09
"698","2011-02-09",8.05
"699","2011-02-10",7.97
"700","2011-02-11",8.02
"701","2011-02-14",7.99
"702","2011-02-15",7.99
"703","2011-02-16",8.05
"704","2011-02-17",8.03
"705","2011-02-18",8.01
"706","2011-02-22",7.86
"707","2011-02-23",7.69
"708","2011-02-24",7.73
"709","2011-02-25",7.93
"710","2011-02-28",7.99
"711","2011-03-01",7.97
"712","2011-03-02",7.93
"713","2011-03-03",7.94
"714","2011-03-04",7.81
"715","2011-03-07",7.69
"716","2011-03-08",7.68
"717","2011-03-09",7.71
"718","2011-03-10",7.57
"719","2011-03-11",7.46
"720","2011-03-14",7.33
"721","2011-03-15",7.34
"722","2011-03-16",7.33
"723","2011-03-17",7.35
"724","2011-03-18",7.36
"725","2011-03-21",7.51
"726","2011-03-22",7.49
"727","2011-03-23",7.49
"728","2011-03-24",7.43
"729","2011-03-25",7.5
"730","2011-03-28",7.47
"731","2011-03-29",7.51
"732","2011-03-30",7.48
"733","2011-03-31",7.49
"734","2011-04-01",7.62
"735","2011-04-04",7.64
"736","2011-04-05",7.65
"737","2011-04-06",7.64
"738","2011-04-07",7.63
"739","2011-04-08",7.63
"740","2011-04-11",7.63
"741","2011-04-12",7.6
"742","2011-04-13",7.62
"743","2011-04-14",7.63
"744","2011-04-15",7.63
"745","2011-04-18",7.53
"746","2011-04-19",7.48
"747","2011-04-20",7.5
"748","2011-04-21",7.45
"749","2011-04-25",7.43
"750","2011-04-26",7.47
"751","2011-04-27",7.45
"752","2011-04-28",7.47
"753","2011-04-29",7.45
"754","2011-05-02",7.31
"755","2011-05-03",7.34
"756","2011-05-04",7.24
"757","2011-05-05",7.7
"758","2011-05-06",7.73
"759","2011-05-09",7.86
"760","2011-05-10",7.99
"761","2011-05-11",7.94
"762","2011-05-12",8.03
"763","2011-05-13",7.94
"764","2011-05-16",8.02
"765","2011-05-17",8.2
"766","2011-05-18",8.29
"767","2011-05-19",8.41
"768","2011-05-20",8.55
"769","2011-05-23",8.48
"770","2011-05-24",8.46
"771","2011-05-25",8.72
"772","2011-05-26",8.78
"773","2011-05-27",8.89
"774","2011-05-31",9.4
"775","2011-06-01",9.34
"776","2011-06-02",9.36
"777","2011-06-03",9.34
"778","2011-06-06",9.43
"779","2011-06-07",9.35
"780","2011-06-08",9.43
"781","2011-06-09",9.4
"782","2011-06-10",9.09
"783","2011-06-13",9.13
"784","2011-06-14",9.36
"785","2011-06-15",9.07
"786","2011-06-16",9.24
"787","2011-06-17",9.07
"788","2011-06-20",9.31
"789","2011-06-21",9.45
"790","2011-06-22",9.46
"791","2011-06-23",9.36
"792","2011-06-24",9.27
"793","2011-06-27",9.16
"794","2011-06-28",9.2
"795","2011-06-29",9.08
"796","2011-06-30",9.1
"797","2011-07-01",9.31
"798","2011-07-05",9.27
"799","2011-07-06",9.52
"800","2011-07-07",9.73
"801","2011-07-08",9.71
"802","2011-07-11",9.71
"803","2011-07-12",9.72
"804","2011-07-13",9.6
"805","2011-07-14",9.48
"806","2011-07-15",9.48
"807","2011-07-18",9.35
"808","2011-07-19",9.44
"809","2011-07-20",9.47
"810","2011-07-21",9.48
"811","2011-07-22",9.32
"812","2011-07-25",9.38
"813","2011-07-26",9.3
"814","2011-07-27",9.23
"815","2011-07-28",9.1
"816","2011-07-29",9.27
"817","2011-08-01",9.28
"818","2011-08-02",9.23
"819","2011-08-03",9.28
"820","2011-08-04",8.71
"821","2011-08-05",8.4
"822","2011-08-08",7.87
"823","2011-08-09",8.25
"824","2011-08-10",7.85
"825","2011-08-11",8.31
"826","2011-08-12",8.2
"827","2011-08-15",8.22
"828","2011-08-16",8.28
"829","2011-08-17",8.34
"830","2011-08-18",8
"831","2011-08-19",7.8
"832","2011-08-22",7.73
"833","2011-08-23",8.11
"834","2011-08-24",8.24
"835","2011-08-25",8.08
"836","2011-08-26",8.12
"837","2011-08-29",8.5
"838","2011-08-30",8.55
"839","2011-08-31",8.52
"840","2011-09-01",8.44
"841","2011-09-02",8.13
"842","2011-09-06",8.15
"843","2011-09-07",8.3
"844","2011-09-08",7.98
"845","2011-09-09",7.65
"846","2011-09-12",7.73
"847","2011-09-13",7.8
"848","2011-09-14",7.76
"849","2011-09-15",7.92
"850","2011-09-16",7.84
"851","2011-09-19",7.84
"852","2011-09-20",7.9
"853","2011-09-21",7.58
"854","2011-09-22",7.52
"855","2011-09-23",7.57
"856","2011-09-26",7.68
"857","2011-09-27",7.69
"858","2011-09-28",7.42
"859","2011-09-29",7.68
"860","2011-09-30",7.39
"861","2011-10-03",7.03
"862","2011-10-04",7.59
"863","2011-10-05",7.52
"864","2011-10-06",7.66
"865","2011-10-07",7.45
"866","2011-10-10",7.67
"867","2011-10-11",7.76
"868","2011-10-12",7.84
"869","2011-10-13",7.87
"870","2011-10-14",7.99
"871","2011-10-17",7.68
"872","2011-10-18",7.84
"873","2011-10-19",7.68
"874","2011-10-20",7.88
"875","2011-10-21",7.99
"876","2011-10-24",8
"877","2011-10-25",7.81
"878","2011-10-26",7.98
"879","2011-10-27",8.45
"880","2011-10-28",8.41
"881","2011-10-31",8.15
"882","2011-11-01",7.79
"883","2011-11-02",8.16
"884","2011-11-03",8.93
"885","2011-11-04",8.91
"886","2011-11-07",8.83
"887","2011-11-08",8.9
"888","2011-11-09",8.53
"889","2011-11-10",8.55
"890","2011-11-11",8.72
"891","2011-11-14",8.58
"892","2011-11-15",8.74
"893","2011-11-16",8.55
"894","2011-11-17",8.43
"895","2011-11-18",8.4
"896","2011-11-21",8.24
"897","2011-11-22",8.14
"898","2011-11-23",7.88
"899","2011-11-25",7.97
"900","2011-11-28",8.4
"901","2011-11-29",8.27
"902","2011-11-30",8.7
"903","2011-12-01",8.4
"904","2011-12-02",8.41
"905","2011-12-05",8.6
"906","2011-12-06",8.51
"907","2011-12-07",8.55
"908","2011-12-08",8.47
"909","2011-12-09",8.74
"910","2011-12-12",8.51
"911","2011-12-13",8.33
"912","2011-12-14",8.19
"913","2011-12-15",8.32
"914","2011-12-16",8.35
"915","2011-12-19",8.24
"916","2011-12-20",8.4
"917","2011-12-21",8.47
"918","2011-12-22",8.59
"919","2011-12-23",8.57
"920","2011-12-27",8.64
"921","2011-12-28",8.61
"922","2011-12-29",8.71
"923","2011-12-30",8.76
"924","2012-01-03",8.74
"925","2012-01-04",8.71
"926","2012-01-05",8.75
"927","2012-01-06",8.82
"928","2012-01-09",8.8
"929","2012-01-10",8.97
"930","2012-01-11",9.08
"931","2012-01-12",9.12
"932","2012-01-13",9.11
"933","2012-01-17",9.04
"934","2012-01-18",9.13
"935","2012-01-19",9.14
"936","2012-01-20",9.43
"937","2012-01-23",9.23
"938","2012-01-24",9.17
"939","2012-01-25",9.27
"940","2012-01-26",9.29
"941","2012-01-27",9.35
"942","2012-01-30",9.24
"943","2012-01-31",9.32
"944","2012-02-01",9.55
"945","2012-02-02",9.55
"946","2012-02-03",9.65
"947","2012-02-06",9.53
"948","2012-02-07",9.49
"949","2012-02-08",9.41
"950","2012-02-09",9.22
"951","2012-02-10",9.15
"952","2012-02-13",9.58
"953","2012-02-14",9.43
"954","2012-02-15",9.14
"955","2012-02-16",9.37
"956","2012-02-17",9.39
"957","2012-02-21",9.42
"958","2012-02-22",9.14
"959","2012-02-23",8.99
"960","2012-02-24",8.76
"961","2012-02-27",8.93
"962","2012-02-28",8.97
"963","2012-02-29",8.65
"964","2012-03-01",8.56
"965","2012-03-02",8.36
"966","2012-03-05",8.55
"967","2012-03-06",8.4
"968","2012-03-07",8.41
"969","2012-03-08",8.41
"970","2012-03-09",8.45
"971","2012-03-12",8.44
"972","2012-03-13",8.53
"973","2012-03-14",8.59
"974","2012-03-15",8.69
"975","2012-03-16",8.56
"976","2012-03-19",8.9
"977","2012-03-20",8.9
"978","2012-03-21",8.92
"979","2012-03-22",8.92
"980","2012-03-23",9.11
"981","2012-03-26",9.19
"982","2012-03-27",9.1
"983","2012-03-28",9.16
"984","2012-03-29",9.04
"985","2012-03-30",9
"986","2012-04-02",9.18
"987","2012-04-03",9.18
"988","2012-04-04",9.13
"989","2012-04-05",9.15
"990","2012-04-09",9.04
"991","2012-04-10",8.9
"992","2012-04-11",8.73
"993","2012-04-12",8.72
"994","2012-04-13",8.41
"995","2012-04-16",8.59
"996","2012-04-17",8.61
"997","2012-04-18",8.42
"998","2012-04-19",8.31
"999","2012-04-20",8.24
"1000","2012-04-23",8.1
