"","date","BH"
"1","2007-01-03",302.949585
"2","2007-01-04",304.673828
"3","2007-01-05",299.15625
"4","2007-01-08",296.052612
"5","2007-01-09",294.845642
"6","2007-01-10",294.328369
"7","2007-01-11",299.15625
"8","2007-01-12",301.397766
"9","2007-01-16",302.949585
"10","2007-01-17",299.845947
"11","2007-01-18",303.466858
"12","2007-01-19",305.191101
"13","2007-01-22",301.397766
"14","2007-01-23",301.225342
"15","2007-01-24",305.708374
"16","2007-01-25",301.915039
"17","2007-01-26",301.742615
"18","2007-01-29",298.811401
"19","2007-01-30",299.328674
"20","2007-01-31",304.156555
"21","2007-02-01",304.501404
"22","2007-02-02",305.53595
"23","2007-02-05",305.53595
"24","2007-02-06",307.94989
"25","2007-02-07",309.501709
"26","2007-02-08",308.812012
"27","2007-02-09",304.501404
"28","2007-02-12",306.053223
"29","2007-02-13",307.605042
"30","2007-02-14",311.743225
"31","2007-02-15",307.087769
"32","2007-02-16",310.018982
"33","2007-02-20",310.363831
"34","2007-02-21",308.984436
"35","2007-02-22",310.191406
"36","2007-02-23",309.15686
"37","2007-02-26",305.191101
"38","2007-02-27",297.604431
"39","2007-02-28",295.707764
"40","2007-03-01",295.707764
"41","2007-03-02",290.879883
"42","2007-03-05",287.603821
"43","2007-03-06",286.914124
"44","2007-03-07",283.293213
"45","2007-03-08",283.98291
"46","2007-03-09",290.36261
"47","2007-03-12",291.914429
"48","2007-03-13",287.948669
"49","2007-03-14",291.224731
"50","2007-03-15",291.224731
"51","2007-03-16",289.328064
"52","2007-03-19",288.121094
"53","2007-03-20",288.121094
"54","2007-03-21",288.810791
"55","2007-03-22",289.328064
"56","2007-03-23",293.811096
"57","2007-03-26",293.466248
"58","2007-03-27",290.879883
"59","2007-03-28",287.431396
"60","2007-03-29",289.15564
"61","2007-03-30",289.15564
"62","2007-04-02",287.776245
"63","2007-04-03",293.983521
"64","2007-04-04",294.155945
"65","2007-04-05",294.845642
"66","2007-04-09",291.397156
"67","2007-04-10",289.672913
"68","2007-04-11",287.948669
"69","2007-04-12",286.224426
"70","2007-04-13",287.603821
"71","2007-04-16",291.56958
"72","2007-04-17",287.776245
"73","2007-04-18",285.017456
"74","2007-04-19",286.569275
"75","2007-04-20",290.36261
"76","2007-04-23",289.672913
"77","2007-04-24",287.776245
"78","2007-04-25",289.15564
"79","2007-04-26",289.672913
"80","2007-04-27",286.741699
"81","2007-04-30",278.810181
"82","2007-05-01",283.293213
"83","2007-05-02",284.327759
"84","2007-05-03",281.741394
"85","2007-05-04",279.155029
"86","2007-05-07",284.672607
"87","2007-05-08",285.707153
"88","2007-05-09",290.535034
"89","2007-05-10",258.636505
"90","2007-05-11",265.878357
"91","2007-05-14",267.775024
"92","2007-05-15",267.775024
"93","2007-05-16",267.947449
"94","2007-05-17",260.360748
"95","2007-05-18",265.361084
"96","2007-05-21",268.464722
"97","2007-05-22",262.429871
"98","2007-05-23",260.878052
"99","2007-05-24",259.498627
"100","2007-05-25",262.429871
"101","2007-05-29",261.2229
"102","2007-05-30",261.050476
"103","2007-05-31",262.085022
"104","2007-06-01",263.291992
"105","2007-06-04",262.602295
"106","2007-06-05",261.050476
"107","2007-06-06",259.843475
"108","2007-06-07",258.636505
"109","2007-06-08",259.843475
"110","2007-06-11",258.119232
"111","2007-06-12",258.464081
"112","2007-06-13",259.843475
"113","2007-06-14",258.291656
"114","2007-06-15",259.326202
"115","2007-06-18",261.567749
"116","2007-06-19",264.671387
"117","2007-06-20",266.223206
"118","2007-06-21",263.981689
"119","2007-06-22",258.636505
"120","2007-06-25",254.843185
"121","2007-06-26",295.362915
"122","2007-06-27",292.948975
"123","2007-06-28",293.466248
"124","2007-06-29",287.776245
"125","2007-07-02",285.18988
"126","2007-07-03",291.397156
"127","2007-07-05",286.052002
"128","2007-07-06",296.914734
"129","2007-07-09",288.983215
"130","2007-07-10",291.397156
"131","2007-07-11",290.707458
"132","2007-07-12",294.500793
"133","2007-07-13",292.77655
"134","2007-07-16",293.121399
"135","2007-07-17",293.121399
"136","2007-07-18",288.465942
"137","2007-07-19",290.535034
"138","2007-07-20",282.258667
"139","2007-07-23",282.086243
"140","2007-07-24",278.637756
"141","2007-07-25",278.292908
"142","2007-07-26",272.430481
"143","2007-07-27",266.39563
"144","2007-07-30",263.464417
"145","2007-07-31",258.636505
"146","2007-08-01",262.085022
"147","2007-08-02",268.464722
"148","2007-08-03",257.084686
"149","2007-08-06",266.223206
"150","2007-08-07",276.568665
"151","2007-08-08",260.360748
"152","2007-08-09",291.224731
"153","2007-08-10",265.878357
"154","2007-08-13",232.083176
"155","2007-08-14",238.6353
"156","2007-08-15",240.531967
"157","2007-08-16",255.188034
