"","date","SIG"
"1","2007-01-03",47.740002
"2","2007-01-04",47.700001
"3","2007-01-05",47.98
"4","2007-01-08",48.200001
"5","2007-01-09",48.279999
"6","2007-01-10",47.439999
"7","2007-01-11",47.5
"8","2007-01-12",48.040001
"9","2007-01-16",47.52
"10","2007-01-17",47.799999
"11","2007-01-18",47.82
"12","2007-01-19",48.040001
"13","2007-01-22",47.880001
"14","2007-01-23",48.259998
"15","2007-01-24",47.299999
"16","2007-01-25",47.900002
"17","2007-01-26",47.540001
"18","2007-01-29",47.119999
"19","2007-01-30",47.880001
"20","2007-01-31",47.84
"21","2007-02-01",48.599998
"22","2007-02-02",48.619999
"23","2007-02-05",48.860001
"24","2007-02-06",49.360001
"25","2007-02-07",49.259998
"26","2007-02-08",49.139999
"27","2007-02-09",48.779999
"28","2007-02-12",48.66
"29","2007-02-13",47.799999
"30","2007-02-14",48.880001
"31","2007-02-15",48.32
"32","2007-02-16",47.900002
"33","2007-02-20",47.66
"34","2007-02-21",47.880001
"35","2007-02-22",47.400002
"36","2007-02-23",47.099998
"37","2007-02-26",47.299999
"38","2007-02-27",45.880001
"39","2007-02-28",46.459999
"40","2007-03-01",45.5
"41","2007-03-02",44.580002
"42","2007-03-05",44.060001
"43","2007-03-06",45.259998
"44","2007-03-07",45.48
"45","2007-03-08",45.580002
"46","2007-03-09",46.299999
"47","2007-03-12",46.720001
"48","2007-03-13",44.919998
"49","2007-03-14",45.419998
"50","2007-03-15",46.16
"51","2007-03-16",45.900002
"52","2007-03-19",46.439999
"53","2007-03-20",47.380001
"54","2007-03-21",48.5
"55","2007-03-22",48.259998
"56","2007-03-23",48.16
"57","2007-03-26",47.5
"58","2007-03-27",49.16
"59","2007-03-28",48.400002
"60","2007-03-29",48.700001
"61","2007-03-30",50.099998
"62","2007-04-02",50.720001
"63","2007-04-03",50.48
"64","2007-04-04",50.299999
"65","2007-04-05",49.959999
"66","2007-04-09",49.779999
"67","2007-04-10",49.919998
"68","2007-04-11",49.959999
"69","2007-04-12",50.32
"70","2007-04-13",49.720001
"71","2007-04-16",50.080002
"72","2007-04-17",50.860001
"73","2007-04-18",49.560001
"74","2007-04-19",50.439999
"75","2007-04-20",50.380001
"76","2007-04-23",50.080002
"77","2007-04-24",48.799999
"78","2007-04-25",50
"79","2007-04-26",49.380001
"80","2007-04-27",50.02
"81","2007-04-30",49.779999
"82","2007-05-01",51.060001
"83","2007-05-02",50.060001
"84","2007-05-03",50.259998
"85","2007-05-04",51.200001
"86","2007-05-07",51.639999
"87","2007-05-08",50.779999
"88","2007-05-09",50.48
"89","2007-05-10",48.68
"90","2007-05-11",48.84
"91","2007-05-14",48.299999
"92","2007-05-15",48.52
"93","2007-05-16",49.18
"94","2007-05-17",48.580002
"95","2007-05-18",48.68
"96","2007-05-21",48.619999
"97","2007-05-22",48.959999
"98","2007-05-23",48.279999
"99","2007-05-24",47.84
"100","2007-05-25",47.66
"101","2007-05-29",46.5
"102","2007-05-30",45.860001
"103","2007-05-31",45.32
"104","2007-06-01",46.259998
"105","2007-06-04",46.720001
"106","2007-06-05",46.439999
"107","2007-06-06",45.200001
"108","2007-06-07",43.68
"109","2007-06-08",44.220001
"110","2007-06-11",42.66
"111","2007-06-12",42.040001
"112","2007-06-13",42.380001
"113","2007-06-14",43.279999
"114","2007-06-15",43.860001
"115","2007-06-18",43.439999
"116","2007-06-19",43.32
"117","2007-06-20",43.48
"118","2007-06-21",42.84
"119","2007-06-22",42.82
"120","2007-06-25",42.02
"121","2007-06-26",41.200001
"122","2007-06-27",41.419998
"123","2007-06-28",41.919998
"124","2007-06-29",42.360001
"125","2007-07-02",41.98
"126","2007-07-03",42.619999
"127","2007-07-05",42.400002
"128","2007-07-06",42.5
"129","2007-07-09",43.639999
"130","2007-07-10",43.700001
"131","2007-07-11",43.959999
"132","2007-07-12",44.16
"133","2007-07-13",44.82
"134","2007-07-16",44.060001
"135","2007-07-17",44.18
"136","2007-07-18",43.16
"137","2007-07-19",43.48
"138","2007-07-20",44.439999
"139","2007-07-23",44.139999
"140","2007-07-24",42.200001
"141","2007-07-25",41.98
"142","2007-07-26",39.740002
"143","2007-07-27",39.66
"144","2007-07-30",40.5
"145","2007-07-31",39.880001
"146","2007-08-01",40.720001
"147","2007-08-02",40.279999
"148","2007-08-03",39.619999
"149","2007-08-06",39.52
"150","2007-08-07",40.360001
"151","2007-08-08",42.259998
"152","2007-08-09",40.220001
"153","2007-08-10",40.299999
"154","2007-08-13",41.799999
"155","2007-08-14",39.259998
"156","2007-08-15",40
"157","2007-08-16",37.700001
"158","2007-08-17",38.700001
"159","2007-08-20",39.360001
"160","2007-08-21",38.720001
"161","2007-08-22",39.560001
"162","2007-08-23",40.080002
"163","2007-08-24",39.700001
"164","2007-08-27",39.68
"165","2007-08-28",38.060001
"166","2007-08-29",39.18
"167","2007-08-30",38.119999
"168","2007-08-31",38.439999
"169","2007-09-04",38.720001
"170","2007-09-05",37.299999
"171","2007-09-06",37.84
"172","2007-09-07",35.939999
"173","2007-09-10",36.099998
"174","2007-09-11",36.799999
"175","2007-09-12",36.099998
"176","2007-09-13",36.360001
"177","2007-09-14",34.740002
"178","2007-09-17",33.700001
"179","2007-09-18",34.279999
"180","2007-09-19",34.240002
"181","2007-09-20",33.419998
"182","2007-09-21",34.360001
"183","2007-09-24",33.080002
"184","2007-09-25",34.279999
"185","2007-09-26",33.439999
"186","2007-09-27",34.82
"187","2007-09-28",34.580002
"188","2007-10-01",34.700001
"189","2007-10-02",35.5
"190","2007-10-03",35.68
"191","2007-10-04",35.720001
