"","date","KBLMU"
"143","2017-12-22",10.16
"144","2017-12-26",10.16
"145","2017-12-27",10.16
"146","2017-12-28",10.16
"147","2017-12-29",10.16
"148","2018-01-02",10.16
"149","2018-01-03",10.16
"150","2018-01-04",10.18
"151","2018-01-05",10.18
"152","2018-01-08",10.18
"153","2018-01-09",10.18
"154","2018-01-10",10.2268
"155","2018-01-11",10.2999
"156","2018-01-12",10.28
"157","2018-01-16",10.33
"158","2018-01-17",10.33
"159","2018-01-18",10.3
"160","2018-01-19",10.27
"161","2018-01-22",10.24
"162","2018-01-23",10.23
"163","2018-01-24",10.25
"164","2018-01-25",10.25
"165","2018-01-26",10.26
"166","2018-01-29",10.32
"167","2018-01-30",10.34
"168","2018-01-31",10.35
"169","2018-02-01",10.33
"170","2018-02-02",10.33
"171","2018-02-05",10.3299
"172","2018-02-06",10.32
"173","2018-02-07",10.3
"174","2018-02-08",10.3
"175","2018-02-09",10.33
"176","2018-02-12",10.3
"177","2018-02-13",10.33
"178","2018-02-14",10.33
"179","2018-02-15",10.31
"180","2018-02-16",10.31
"181","2018-02-20",10.31
"182","2018-02-21",10.31
"183","2018-02-22",10.31
"184","2018-02-23",10.3001
"185","2018-02-26",10.38
"186","2018-02-27",10.35
"187","2018-02-28",10.33
"188","2018-03-01",10.36
"189","2018-03-02",10.34
"190","2018-03-05",10.35
"191","2018-03-06",10.3499
"192","2018-03-07",10.34
"193","2018-03-08",10.34
"194","2018-03-09",10.35
"195","2018-03-12",10.37
"196","2018-03-13",10.37
"197","2018-03-14",10.34
"198","2018-03-15",10.34
"199","2018-03-16",10.34
"200","2018-03-19",10.42
"201","2018-03-20",10.42
"202","2018-03-21",10.42
"203","2018-03-22",10.42
"204","2018-03-23",10.42
"205","2018-03-26",10.42
"206","2018-03-27",10.38
"207","2018-03-28",10.4
"208","2018-03-29",10.4
"209","2018-04-02",10.42
"210","2018-04-03",10.42
"211","2018-04-04",10.41
"212","2018-04-05",10.41
"213","2018-04-06",10.4499
"214","2018-04-09",10.4499
"215","2018-04-10",10.4499
"216","2018-04-11",10.4499
"217","2018-04-12",10.44
"218","2018-04-13",10.44
"219","2018-04-16",10.44
"220","2018-04-17",10.44
"221","2018-04-18",10.44
"222","2018-04-19",10.46
"223","2018-04-20",10.46
"224","2018-04-23",10.46
"225","2018-04-24",10.46
"226","2018-04-25",10.4399
"227","2018-04-26",10.4399
"228","2018-04-27",10.4399
"229","2018-04-30",10.5
"230","2018-05-01",10.5
"231","2018-05-02",10.5
"232","2018-05-03",10.5
"233","2018-05-04",10.5
"234","2018-05-07",10.46
"235","2018-05-08",10.46
"236","2018-05-09",10.46
"237","2018-05-10",10.46
"238","2018-05-11",10.46
"239","2018-05-14",10.5
"240","2018-05-15",10.5
"241","2018-05-16",10.5
"242","2018-05-17",10.5
"243","2018-05-18",10.5
"244","2018-05-21",10.5
"245","2018-05-22",10.45
"246","2018-05-23",10.45
"247","2018-05-24",10.45
"248","2018-05-25",10.45
"249","2018-05-29",10.45
"250","2018-05-30",10.45
"251","2018-05-31",10.6
"252","2018-06-01",10.6
"253","2018-06-04",10.6
"254","2018-06-05",10.6
"255","2018-06-06",10.6
"256","2018-06-07",10.55
"257","2018-06-08",10.55
"258","2018-06-11",10.55
"259","2018-06-12",10.55
"260","2018-06-13",10.45
"261","2018-06-14",10.45
"262","2018-06-15",10.45
"263","2018-06-18",10.45
"264","2018-06-19",10.45
"265","2018-06-20",10.45
"266","2018-06-21",10.45
"267","2018-06-22",10.45
"268","2018-06-25",10.45
"269","2018-06-26",10.45
"270","2018-06-27",10.45
"271","2018-06-28",10.45
"272","2018-06-29",10.45
"273","2018-07-02",10.45
"274","2018-07-03",10.45
"275","2018-07-05",10.45
"276","2018-07-06",10.45
"277","2018-07-09",10.45
"278","2018-07-10",10.45
"279","2018-07-11",10.45
"280","2018-07-12",10.45
"281","2018-07-13",10.45
"282","2018-07-16",10.45
"283","2018-07-17",10.45
"284","2018-07-18",10.45
"285","2018-07-19",10.45
"286","2018-07-20",10.45
"287","2018-07-23",10.45
"288","2018-07-24",10.45
"289","2018-07-25",10.45
"290","2018-07-26",10.65
"291","2018-07-27",10.75
"292","2018-07-30",10.75
"293","2018-07-31",10.75
"294","2018-08-01",10.75
"295","2018-08-02",10.75
"296","2018-08-03",10.75
"297","2018-08-06",10.75
"298","2018-08-07",10.75
"299","2018-08-08",10.6
"300","2018-08-09",10.55
"301","2018-08-10",10.55
"302","2018-08-13",10.55
"303","2018-08-14",10.52
"304","2018-08-15",10.52
"305","2018-08-16",10.52
"306","2018-08-17",10.52
"307","2018-08-20",10.5
"308","2018-08-21",10.5
"309","2018-08-22",10.5
"310","2018-08-23",10.5
"311","2018-08-24",10.5
"312","2018-08-27",10.5
"313","2018-08-28",10.5
"314","2018-08-29",10.5
"315","2018-08-30",10.5
"316","2018-08-31",10.5
"317","2018-09-04",10.5
"318","2018-09-05",10.5
"319","2018-09-06",10.5
"320","2018-09-07",10.5
"321","2018-09-10",10.5
"322","2018-09-11",10.5
"323","2018-09-12",10.5
"324","2018-09-13",10.5
"325","2018-09-14",10.5
"326","2018-09-17",10.5
"327","2018-09-18",10.5
"328","2018-09-19",10.5
"329","2018-09-20",11.5
"330","2018-09-21",11.5
"331","2018-09-24",10.7123
"332","2018-09-25",10.7123
"333","2018-09-26",10.7123
"334","2018-09-27",10.7123
"335","2018-09-28",10.7123
"336","2018-10-01",10.7123
"337","2018-10-02",10.7123
"338","2018-10-03",10.7123
"339","2018-10-04",10.7123
"340","2018-10-05",10.7123
"341","2018-10-08",10.7123
"342","2018-10-09",10.7123
"343","2018-10-10",10.7123
"344","2018-10-11",10.7123
"345","2018-10-12",10.7123
"346","2018-10-15",10.7123
"347","2018-10-16",10.7123
"348","2018-10-17",10.7123
"349","2018-10-18",10.7123
"350","2018-10-19",10.7123
"351","2018-10-22",10.7123
"352","2018-10-23",10.7123
"353","2018-10-24",10.56
"354","2018-10-25",10.56
"355","2018-10-26",10.56
"356","2018-10-29",10.56
"357","2018-10-30",10.56
"358","2018-10-31",10.56
"359","2018-11-01",10.56
"360","2018-11-02",10.56
"361","2018-11-05",10.56
"362","2018-11-06",10.56
"363","2018-11-07",10.56
"364","2018-11-08",10.56
"365","2018-11-09",10.56
"366","2018-11-12",10.56
"367","2018-11-13",10.56
"368","2018-11-14",10.56
"369","2018-11-15",10.56
"370","2018-11-16",10.56
"371","2018-11-19",10.56
"372","2018-11-20",10.56
"373","2018-11-21",10.56
"374","2018-11-23",10.56
"375","2018-11-26",10.56
"376","2018-11-27",10.56
"377","2018-11-28",10.56
"378","2018-11-29",10.56
"379","2018-11-30",10.56
"380","2018-12-03",10.56
"381","2018-12-04",10.56
"382","2018-12-06",10.56
"383","2018-12-07",10.56
"384","2018-12-10",10.56
"385","2018-12-11",10.56
"386","2018-12-12",10.56
"387","2018-12-13",10.56
"388","2018-12-14",10.56
"389","2018-12-17",10.56
"390","2018-12-18",10.56
"391","2018-12-19",10.56
"392","2018-12-20",10.56
"393","2018-12-21",10.56
"394","2018-12-24",10.56
"395","2018-12-26",10.56
"396","2018-12-27",10.56
"397","2018-12-28",10.56
"398","2018-12-31",10.56
"399","2019-01-02",10.56
"400","2019-01-03",10.56
"401","2019-01-04",10.56
"402","2019-01-07",10.56
"403","2019-01-08",10.56
"404","2019-01-09",10.56
"405","2019-01-10",10.56
"406","2019-01-11",10.56
"407","2019-01-14",10.56
"408","2019-01-15",10.56
"409","2019-01-16",10.56
"410","2019-01-17",10.56
"411","2019-01-18",10.56
"412","2019-01-22",10.56
"413","2019-01-23",10.56
"414","2019-01-24",10.56
"415","2019-01-25",10.56
"416","2019-01-28",10.56
"417","2019-01-29",10.56
"418","2019-01-30",10.56
"419","2019-01-31",10.56
"420","2019-02-01",10.56
"421","2019-02-04",10.56
"422","2019-02-05",10.56
"423","2019-02-06",10.56
"424","2019-02-07",10.56
"425","2019-02-08",10.56
"426","2019-02-11",10.56
"427","2019-02-12",10.5
"428","2019-02-13",10.5
"429","2019-02-14",10.5
"430","2019-02-15",10.5
"431","2019-02-19",10.5
"432","2019-02-20",10.5
"433","2019-02-21",10.5
"434","2019-02-22",10.5
"435","2019-02-25",10.5
"436","2019-02-26",10.51
"437","2019-02-27",10.51
"438","2019-02-28",10.51
"439","2019-03-01",10.51
"440","2019-03-04",10.51
"441","2019-03-05",10.51
"442","2019-03-06",10.51
"443","2019-03-07",10.51
"444","2019-03-08",10.51
"445","2019-03-11",10.51
"446","2019-03-12",10.51
"447","2019-03-13",10.51
"448","2019-03-14",10.51
"449","2019-03-15",10.51
"450","2019-03-18",10.51
"451","2019-03-19",10.51
"452","2019-03-20",10.51
"453","2019-03-21",10.51
"454","2019-03-22",10.51
"455","2019-03-25",10.51
"456","2019-03-26",10.51
"457","2019-03-27",10.51
"458","2019-03-28",10.51
"459","2019-03-29",10.51
"460","2019-04-01",10.51
"461","2019-04-02",10.51
"462","2019-04-03",10.73
"463","2019-04-04",10.73
"464","2019-04-05",10.73
"465","2019-04-08",10.73
"466","2019-04-09",10.95
"467","2019-04-10",10.95
"468","2019-04-11",10.95
"469","2019-04-12",10.95
"470","2019-04-15",10.95
"471","2019-04-16",10.95
"472","2019-04-17",10.95
"473","2019-04-18",10.95
"474","2019-04-22",10.95
"475","2019-04-23",10.95
"476","2019-04-24",10.95
"477","2019-04-25",10.95
"478","2019-04-26",10.95
"479","2019-04-29",10.95
"480","2019-04-30",10.95
"481","2019-05-01",10.95
"482","2019-05-02",10.95
"483","2019-05-03",10.95
"484","2019-05-06",10.95
"485","2019-05-07",10.95
"486","2019-05-08",10.95
"487","2019-05-09",10.95
"488","2019-05-10",10.95
"489","2019-05-13",10.95
"490","2019-05-14",10.95
"491","2019-05-15",10.95
"492","2019-05-16",10.95
"493","2019-05-17",10.95
"494","2019-05-20",10.95
"495","2019-05-21",10.95
"496","2019-05-22",10.95
"497","2019-05-23",10.95
"498","2019-05-24",10.95
"499","2019-05-28",10.95
"500","2019-05-29",10.95
"501","2019-05-30",10.95
"502","2019-05-31",10.51
"503","2019-06-03",10.51
"504","2019-06-04",10.51
"505","2019-06-05",10.6
"506","2019-06-06",10.6
"507","2019-06-07",10.6
"508","2019-06-10",10.6
"509","2019-06-11",10.6
"510","2019-06-12",10.6
"511","2019-06-13",10.6
"512","2019-06-14",10.6
"513","2019-06-17",10.6
"514","2019-06-18",10.6
"515","2019-06-19",10.6
"516","2019-06-20",10.6
"517","2019-06-21",10.6
"518","2019-06-24",10.6
"519","2019-06-25",10.6
"520","2019-06-26",10.6
"521","2019-06-27",10.6
"522","2019-06-28",10.6
"523","2019-07-01",10.6
"524","2019-07-02",10.6
"525","2019-07-03",10.6
"526","2019-07-05",10.6
"527","2019-07-08",10.6
"528","2019-07-09",10.6
"529","2019-07-10",10.6
"530","2019-07-11",10.6
"531","2019-07-12",10.6
"532","2019-07-15",10.6
"533","2019-07-16",10.6
"534","2019-07-17",10.6
"535","2019-07-18",10.6
"536","2019-07-19",10.6
"537","2019-07-22",10.6
"538","2019-07-23",10.6
"539","2019-07-24",10.6
"540","2019-07-25",10.6
"541","2019-07-26",10.9832
"542","2019-07-29",10.9832
"543","2019-07-30",10.9832
"544","2019-07-31",10.9832
"545","2019-08-01",10.9832
"546","2019-08-02",10.9832
"547","2019-08-05",10.9832
"548","2019-08-06",10.9832
"549","2019-08-07",10.9832
"550","2019-08-08",10.9832
"551","2019-08-09",10.9832
"552","2019-08-12",10.9832
"553","2019-08-13",10.9832
"554","2019-08-14",10.9832
"555","2019-08-15",10.9832
"556","2019-08-16",10.9832
"557","2019-08-19",10.9832
"558","2019-08-20",10.9832
"559","2019-08-21",10.9832
"560","2019-08-22",10.9832
"561","2019-08-23",10.9832
"562","2019-08-26",10.9832
"563","2019-08-27",10.9832
"564","2019-08-28",10.9832
"565","2019-08-29",10.9832
"566","2019-08-30",10.9832
"567","2019-09-03",10.9832
"568","2019-09-04",10.9832
"569","2019-09-05",10.9832
"570","2019-09-06",10.9832
"571","2019-09-09",10.9832
"572","2019-09-10",10.9832
"573","2019-09-11",10.9832
"574","2019-09-12",10.9832
"575","2019-09-13",10.9832
"576","2019-09-16",10.9832
"577","2019-09-17",10.9832
"578","2019-09-18",10.9832
"579","2019-09-19",10.9832
"580","2019-09-20",10.9832
"581","2019-09-23",10.9832
"582","2019-09-24",10.9832
"583","2019-09-25",10.9832
"584","2019-09-26",10.9832
"585","2019-09-27",10.9832
"586","2019-09-30",10.9832
"587","2019-10-01",10.9832
"588","2019-10-02",10.9832
"589","2019-10-03",10.9832
"590","2019-10-04",10.9832
"591","2019-10-07",10.9832
"592","2019-10-08",10.9832
"593","2019-10-09",10.9832
"594","2019-10-10",10.9832
"595","2019-10-11",10.9832
"596","2019-10-14",10.9832
"597","2019-10-15",10.9832
"598","2019-10-16",10.9832
"599","2019-10-17",10.9832
"600","2019-10-18",10.9832
"601","2019-10-21",10.9832
"602","2019-10-22",10.9832
"603","2019-10-23",10.9832
"604","2019-10-24",10.9832
"605","2019-10-25",10.9832
"606","2019-10-28",10.7413
"607","2019-10-29",10.7413
"608","2019-10-30",10.7413
"609","2019-10-31",10.7413
"610","2019-11-01",10.7413
"611","2019-11-04",10.7413
"612","2019-11-05",10.7413
"613","2019-11-06",10.7413
"614","2019-11-07",10.7413
"615","2019-11-08",10.7413
"616","2019-11-11",10.7413
"617","2019-11-12",10.7413
"618","2019-11-13",10.7413
"619","2019-11-14",10.7413
"620","2019-11-15",10.7413
"621","2019-11-18",10.7413
"622","2019-11-19",10.7413
"623","2019-11-20",10.7413
"624","2019-11-21",10.7413
"625","2019-11-22",10.7413
"626","2019-11-25",10.7413
"627","2019-11-26",10.7413
"628","2019-11-27",10.7413
"629","2019-11-29",10.7413
"630","2019-12-02",10.7413
"631","2019-12-03",10.7413
"632","2019-12-04",10.7413
"633","2019-12-05",10.7413
"634","2019-12-06",10.7413
"635","2019-12-09",10.7413
"636","2019-12-10",10.7413
"637","2019-12-11",10.74
"638","2019-12-12",10.74
"639","2019-12-13",10.74
"640","2019-12-16",10.55
"641","2019-12-17",10.55
"642","2019-12-18",10.55
"643","2019-12-19",10.55
"644","2019-12-20",10.55
"645","2019-12-23",10.55
"646","2019-12-24",10.55
"647","2019-12-26",10.55
"648","2019-12-27",10.55
"649","2019-12-30",10.55
"650","2019-12-31",10.55
"651","2020-01-02",10.55
"652","2020-01-03",10.55
"653","2020-01-06",10.55
"654","2020-01-07",10.55
"655","2020-01-08",10.55
"656","2020-01-09",10.55
"657","2020-01-10",10.55
"658","2020-01-13",10.55
"659","2020-01-14",10.55
"660","2020-01-15",10.55
"661","2020-01-16",10.55
"662","2020-01-17",10.55
"663","2020-01-21",10.55
"664","2020-01-22",10.55
"665","2020-01-23",10.55
"666","2020-01-24",10.57
"667","2020-01-27",10.57
"668","2020-01-28",10.57
"669","2020-01-29",10.57
"670","2020-01-30",10.57
"671","2020-01-31",10.57
"672","2020-02-03",10.57
"673","2020-02-04",10.57
"674","2020-02-05",10.57
"675","2020-02-06",10.57
"676","2020-02-07",10.57
"677","2020-02-10",10.57
"678","2020-02-11",10.57
"679","2020-02-12",10.57
"680","2020-02-13",10.57
"681","2020-02-14",10.57
"682","2020-02-18",10.57
"683","2020-02-19",10.57
"684","2020-02-20",10.57
"685","2020-02-21",10.57
"686","2020-02-24",10.57
"687","2020-02-25",10.57
"688","2020-02-26",10.57
"689","2020-02-27",10.57
"690","2020-02-28",10.57
"691","2020-03-02",10.57
"692","2020-03-03",10.57
"693","2020-03-04",10.57
"694","2020-03-05",10.57
"695","2020-03-06",10.57
"696","2020-03-09",10.57
"697","2020-03-10",10.57
"698","2020-03-11",10.57
"699","2020-03-12",10.57
"700","2020-03-13",10.57
"701","2020-03-16",10.57
"702","2020-03-17",10.57
"703","2020-03-18",10.57
"704","2020-03-19",10.57
"705","2020-03-20",10.57
"706","2020-03-23",10.57
"707","2020-03-24",11.2
"708","2020-03-25",11.2
"709","2020-03-26",11.2
"710","2020-03-27",11.2
"711","2020-03-30",11.2
"712","2020-03-31",11.2
"713","2020-04-01",11.2
"714","2020-04-02",11.2
"715","2020-04-03",11.2
"716","2020-04-06",11.2
"717","2020-04-07",11.2
"718","2020-04-08",11.2
"719","2020-04-09",11.2
"720","2020-04-13",11.2
"721","2020-04-14",11.2
"722","2020-04-15",11.2
"723","2020-04-16",11.2
"724","2020-04-17",11.2
"725","2020-04-20",11.2
"726","2020-04-21",11.2
"727","2020-04-22",11.2
"728","2020-04-23",10.685
"729","2020-04-24",10.685
"730","2020-04-27",10.685
"731","2020-04-28",10.685
"732","2020-04-29",10.685
"733","2020-04-30",10.685
"734","2020-05-01",10.685
"735","2020-05-04",10.685
"736","2020-05-05",10.685
"737","2020-05-06",10.685
"738","2020-05-07",10.6
"739","2020-05-08",10.6
"740","2020-05-11",10.6
"741","2020-05-12",10.6
"742","2020-05-13",10.6
"743","2020-05-14",10.6
"744","2020-05-15",10.6
"745","2020-05-18",10.6
"746","2020-05-19",10.6
"747","2020-05-20",10.6
"748","2020-05-21",10.6
"749","2020-05-22",10.6
"750","2020-05-26",10.6
"751","2020-05-27",10.6
"752","2020-05-28",10.6
"753","2020-05-29",10.6
"754","2020-06-01",10.6
"755","2020-06-02",10.6
"756","2020-06-03",10.6
"757","2020-06-04",10.6
"758","2020-06-05",10.6
"759","2020-06-08",10.6
"760","2020-06-09",10.6
"761","2020-06-10",10.6
"762","2020-06-11",10.6
"763","2020-06-12",10.6
"764","2020-06-15",10.6
"765","2020-06-16",10.6
"766","2020-06-17",11.5
"767","2020-06-18",11.5
"768","2020-06-19",11.5
"769","2020-06-22",11.5
"770","2020-06-23",11.6
"771","2020-06-24",11.6
"772","2020-06-25",11.6
"773","2020-06-26",11.6
"774","2020-06-29",11.6
"775","2020-06-30",12.2
"776","2020-07-01",12.2
"777","2020-07-02",12.2
"778","2020-07-06",12.2
"779","2020-07-07",12.2
"780","2020-07-08",12.2
"781","2020-07-09",12.2
"782","2020-07-10",12.2
"783","2020-07-13",12.2
"784","2020-07-14",12.2
"785","2020-07-15",12.2
"786","2020-07-16",12.2
"787","2020-07-17",12.2
"788","2020-07-20",12.2
"789","2020-07-21",12.2
"790","2020-07-22",12.2
"791","2020-07-23",12.2
"792","2020-07-24",12.2
"793","2020-07-27",12.2
"794","2020-07-28",12.2
"795","2020-07-29",12.2
"796","2020-07-30",12.2
"797","2020-07-31",12.2
"798","2020-08-03",12.2
"799","2020-08-04",12.2
"800","2020-08-05",12.2
"801","2020-08-06",12.2
"802","2020-08-07",12.2
"803","2020-08-10",12.2
"804","2020-08-11",12.2
"805","2020-08-12",12.2
"806","2020-08-13",12.2
"807","2020-08-14",12.2
"808","2020-08-17",12.2
"809","2020-08-18",12.2
"810","2020-08-19",12.2
"811","2020-08-20",12.2
"812","2020-08-21",12.2
"813","2020-08-24",12.2
"814","2020-08-25",12.2
"815","2020-08-26",12.2
"816","2020-08-27",12.2
"817","2020-08-28",12.2
"818","2020-08-31",12.2
"819","2020-09-01",12.2
"820","2020-09-02",12.2
"821","2020-09-03",12.2
"822","2020-09-04",12.2
"823","2020-09-08",12.2
"824","2020-09-09",12.2
"825","2020-09-10",12.2
"826","2020-09-11",12.2
"827","2020-09-14",12.2
"828","2020-09-15",12.2
"829","2020-09-16",12.2
"830","2020-09-17",12.2
"831","2020-09-18",NA
"832","2020-09-21",12.2
"833","2020-09-22",12.2
"834","2020-09-23",12.2
"835","2020-09-24",12.2
"836","2020-09-25",12.2
"837","2020-09-28",12.2
"838","2020-09-29",12.2
"839","2020-09-30",12.2
"840","2020-10-01",12.2
"841","2020-10-02",12.2
"842","2020-10-05",12.2
"843","2020-10-06",12.2
"844","2020-10-07",12.2
"845","2020-10-08",12.2
"846","2020-10-09",12.2
"847","2020-10-12",12.2
"848","2020-10-13",12.2
"849","2020-10-14",12.2
"850","2020-10-15",12.2
"851","2020-10-16",12.2
"852","2020-10-19",12.2
"853","2020-10-20",12.2
"854","2020-10-21",10.17
"855","2020-10-22",10.17
"856","2020-10-23",10.5
"857","2020-10-26",12.3
"858","2020-10-27",12.3
"859","2020-10-28",13.2
"860","2020-10-29",14.52
"861","2020-10-30",14.52
"862","2020-11-02",14.52
"863","2020-11-03",11.56
"864","2020-11-04",11.56
"865","2020-11-05",11.56
"866","2020-11-06",8.38
"867","2020-11-09",NA
"868","2020-11-10",NA
"869","2020-11-11",NA
"870","2020-11-12",NA
"871","2020-11-13",NA
"872","2020-11-16",NA
"873","2020-11-17",NA
"874","2020-11-18",NA
"875","2020-11-19",NA
"876","2020-11-20",NA
"877","2020-11-23",NA
"878","2020-11-24",NA
"879","2020-11-25",NA
