"","date","REYN"
"1","2020-01-31",28.549999
"2","2020-02-03",29.610001
"3","2020-02-04",30.059999
"4","2020-02-05",29.959999
"5","2020-02-06",31.16
"6","2020-02-07",30.200001
"7","2020-02-10",31.49
"8","2020-02-11",31.040001
"9","2020-02-12",30.85
"10","2020-02-13",31.290001
"11","2020-02-14",31
"12","2020-02-18",30.790001
"13","2020-02-19",30.23
"14","2020-02-20",30.32
"15","2020-02-21",30.76
"16","2020-02-24",30.219999
"17","2020-02-25",30.09
"18","2020-02-26",29.98
"19","2020-02-27",29
"20","2020-02-28",28.85
"21","2020-03-02",28.23
"22","2020-03-03",28.08
"23","2020-03-04",29.73
"24","2020-03-05",29.99
"25","2020-03-06",30.139999
"26","2020-03-09",28.959999
"27","2020-03-10",28.030001
"28","2020-03-11",28.379999
"29","2020-03-12",25.07
"30","2020-03-13",25.700001
"31","2020-03-16",24.42
"32","2020-03-17",25.280001
"33","2020-03-18",26.129999
"34","2020-03-19",26.709999
"35","2020-03-20",27.98
"36","2020-03-23",26.85
"37","2020-03-24",26.49
"38","2020-03-25",28.030001
"39","2020-03-26",26.969999
"40","2020-03-27",26.469999
"41","2020-03-30",27.66
"42","2020-03-31",29.17
"43","2020-04-01",28.299999
"44","2020-04-02",29.209999
"45","2020-04-03",29.99
"46","2020-04-06",30.42
"47","2020-04-07",30
"48","2020-04-08",29.98
"49","2020-04-09",29.9
"50","2020-04-13",29.780001
"51","2020-04-14",29.540001
"52","2020-04-15",31.27
"53","2020-04-16",29.799999
"54","2020-04-17",30.5
"55","2020-04-20",30.379999
"56","2020-04-21",30.16
"57","2020-04-22",30.67
"58","2020-04-23",31.059999
"59","2020-04-24",31.23
"60","2020-04-27",32.049999
"61","2020-04-28",32.040001
"62","2020-04-29",32.77
"63","2020-04-30",32.43
"64","2020-05-01",32.889999
"65","2020-05-04",34.139999
"66","2020-05-05",33.509998
"67","2020-05-06",33.939999
"68","2020-05-07",33.330002
"69","2020-05-08",33.57
"70","2020-05-11",34.119999
"71","2020-05-12",34.419998
"72","2020-05-13",33.32
"73","2020-05-14",33.700001
"74","2020-05-15",34.470001
"75","2020-05-18",35.200001
"76","2020-05-19",34.220001
"77","2020-05-20",34.09
"78","2020-05-21",33.77
"79","2020-05-22",33.630001
"80","2020-05-26",33.59
"81","2020-05-27",34.380001
"82","2020-05-28",34.02
"83","2020-05-29",33.389999
"84","2020-06-01",33.52
"85","2020-06-02",33.220001
"86","2020-06-03",33.650002
"87","2020-06-04",34.450001
"88","2020-06-05",32.939999
"89","2020-06-08",32.43
"90","2020-06-09",32.450001
"91","2020-06-10",31.77
"92","2020-06-11",31.450001
"93","2020-06-12",31.41
"94","2020-06-15",33.119999
"95","2020-06-16",32.990002
"96","2020-06-17",32.82
"97","2020-06-18",33.950001
"98","2020-06-19",34.150002
"99","2020-06-22",34.540001
"100","2020-06-23",34.360001
"101","2020-06-24",34.509998
"102","2020-06-25",34.41
"103","2020-06-26",33.799999
"104","2020-06-29",34.540001
"105","2020-06-30",34.740002
"106","2020-07-01",34.299999
"107","2020-07-02",34.889999
"108","2020-07-06",34.5
"109","2020-07-07",35.27
"110","2020-07-08",34.564999
"111","2020-07-09",34.040001
"112","2020-07-10",34.279999
"113","2020-07-13",33.32
"114","2020-07-14",34.220001
"115","2020-07-15",33.945
"116","2020-07-16",33.740002
"117","2020-07-17",33.759998
"118","2020-07-20",33.619999
"119","2020-07-21",33.240002
"120","2020-07-22",32.759998
"121","2020-07-23",32.98
"122","2020-07-24",33
"123","2020-07-27",33.040001
"124","2020-07-28",33.110001
"125","2020-07-29",34.110001
"126","2020-07-30",34.200001
"127","2020-07-31",34.060001
"128","2020-08-03",34.360001
"129","2020-08-04",34.52
"130","2020-08-05",31.530001
"131","2020-08-06",31.41
"132","2020-08-07",32.509998
"133","2020-08-10",33.009998
"134","2020-08-11",32.099998
"135","2020-08-12",32.740002
"136","2020-08-13",33.02
"137","2020-08-14",33.450001
"138","2020-08-17",33.419998
"139","2020-08-18",33.060001
"140","2020-08-19",33.580002
"141","2020-08-20",33.279999
"142","2020-08-21",33.970001
"143","2020-08-24",33.419998
"144","2020-08-25",32.709999
"145","2020-08-26",32.650002
"146","2020-08-27",32.950001
"147","2020-08-28",33.23
"148","2020-08-31",33.23
"149","2020-09-01",33.32
"150","2020-09-02",33.189999
"151","2020-09-03",32.029999
"152","2020-09-04",31.639999
"153","2020-09-08",32.029999
"154","2020-09-09",32.48
"155","2020-09-10",32.380001
"156","2020-09-11",32.549999
"157","2020-09-14",32.509998
"158","2020-09-15",32.380001
"159","2020-09-16",31.610001
"160","2020-09-17",31.66
"161","2020-09-18",30.77
"162","2020-09-21",31.139999
"163","2020-09-22",31.82
"164","2020-09-23",30.969999
"165","2020-09-24",31.639999
"166","2020-09-25",31.639999
"167","2020-09-28",31.219999
"168","2020-09-29",31.32
"169","2020-09-30",30.620001
"170","2020-10-01",30.950001
"171","2020-10-02",30.99
"172","2020-10-05",31.129999
"173","2020-10-06",30.67
"174","2020-10-07",30.59
"175","2020-10-08",30.969999
"176","2020-10-09",31.85
"177","2020-10-12",31.370001
"178","2020-10-13",31.33
"179","2020-10-14",31.309999
"180","2020-10-15",31.719999
"181","2020-10-16",31.24
"182","2020-10-19",30.93
"183","2020-10-20",30.5
"184","2020-10-21",29.92
"185","2020-10-22",29.75
"186","2020-10-23",30.360001
"187","2020-10-26",30.049999
"188","2020-10-27",29.68
"189","2020-10-28",29.030001
"190","2020-10-29",28.450001
"191","2020-10-30",28.24
