"","date","MCFT"
"165","2016-03-11",13.47
"166","2016-03-14",13.22
"167","2016-03-15",12.97
"168","2016-03-16",12.97
"169","2016-03-17",13.12
"170","2016-03-18",13.34
"171","2016-03-21",13.34
"172","2016-03-22",13
"173","2016-03-23",13.07
"174","2016-03-24",13.19
"175","2016-03-28",13.54
"176","2016-03-29",13.78
"177","2016-03-30",14.57
"178","2016-03-31",14.08
"179","2016-04-01",14.06
"180","2016-04-04",14.16
"181","2016-04-05",14.12
"182","2016-04-06",14.12
"183","2016-04-07",14.33
"184","2016-04-08",13.21
"185","2016-04-11",12.73
"186","2016-04-12",12.76
"187","2016-04-13",13.38
"188","2016-04-14",12.96
"189","2016-04-15",13.08
"190","2016-04-18",13.14
"191","2016-04-19",12.85
"192","2016-04-20",13.25
"193","2016-04-21",13.41
"194","2016-04-22",13.41
"195","2016-04-25",13.41
"196","2016-04-26",13.4
"197","2016-04-27",13.83
"198","2016-04-28",13.58
"199","2016-04-29",13.42
"200","2016-05-02",13.42
"201","2016-05-03",13.23
"202","2016-05-04",12.45
"203","2016-05-05",12.63
"204","2016-05-06",13.12
"205","2016-05-09",13.52
"206","2016-05-10",13.54
"207","2016-05-11",13.07
"208","2016-05-12",12.89
"209","2016-05-13",12.9
"210","2016-05-16",12.8
"211","2016-05-17",12.42
"212","2016-05-18",12.5
"213","2016-05-19",12.22
"214","2016-05-20",12.5
"215","2016-05-23",12.61
"216","2016-05-24",13.02
"217","2016-05-25",13.29
"218","2016-05-26",13.14
"219","2016-05-27",15
"220","2016-05-31",15.38
"221","2016-06-01",15.76
"222","2016-06-02",15.63
"223","2016-06-03",15.49
"224","2016-06-06",15.66
"225","2016-06-07",15.59
"226","2016-06-08",15.59
"227","2016-06-09",15.65
"228","2016-06-10",15.68
"229","2016-06-13",11.16
"230","2016-06-14",11.56
"231","2016-06-15",12.01
"232","2016-06-16",11.87
"233","2016-06-17",11.67
"234","2016-06-20",11.68
"235","2016-06-21",11.21
"236","2016-06-22",11.14
"237","2016-06-23",11.41
"238","2016-06-24",11.01
"239","2016-06-27",10.47
"240","2016-06-28",10.94
"241","2016-06-29",11.1
"242","2016-06-30",11.05
"243","2016-07-01",11.18
"244","2016-07-05",10.95
"245","2016-07-06",10.96
"246","2016-07-07",10.97
"247","2016-07-08",11.26
"248","2016-07-11",11.42
"249","2016-07-12",11.57
"250","2016-07-13",11.53
"251","2016-07-14",11.31
"252","2016-07-15",11.31
"253","2016-07-18",11.28
"254","2016-07-19",11.25
"255","2016-07-20",11.28
"256","2016-07-21",11.2
"257","2016-07-22",11.4
"258","2016-07-25",11.19
"259","2016-07-26",11.29
"260","2016-07-27",11.29
"261","2016-07-28",11.15
"262","2016-07-29",11.48
"263","2016-08-01",11.49
"264","2016-08-02",11.09
"265","2016-08-03",11.21
"266","2016-08-04",11.22
"267","2016-08-05",11.54
"268","2016-08-08",11.77
"269","2016-08-09",11.3
"270","2016-08-10",11.53
"271","2016-08-11",11.77
"272","2016-08-12",11.93
"273","2016-08-15",11.93
"274","2016-08-16",11.43
"275","2016-08-17",11.26
"276","2016-08-18",11.34
"277","2016-08-19",11.51
"278","2016-08-22",11.66
"279","2016-08-23",11.77
"280","2016-08-24",11.96
"281","2016-08-25",11.85
"282","2016-08-26",11.99
"283","2016-08-29",11.93
"284","2016-08-30",11.94
"285","2016-08-31",11.94
"286","2016-09-01",11.95
"287","2016-09-02",12.15
"288","2016-09-06",12.08
"289","2016-09-07",12.76
"290","2016-09-08",12.61
"291","2016-09-09",11.67
"292","2016-09-12",11.77
"293","2016-09-13",10.97
"294","2016-09-14",10.73
"295","2016-09-15",10.98
"296","2016-09-16",10.98
"297","2016-09-19",11.38
"298","2016-09-20",11.39
"299","2016-09-21",11.56
"300","2016-09-22",11.78
"301","2016-09-23",11.44
"302","2016-09-26",11.61
"303","2016-09-27",11.59
"304","2016-09-28",11.48
"305","2016-09-29",10.995
"306","2016-09-30",11.4
"307","2016-10-03",11.49
"308","2016-10-04",11.5
"309","2016-10-05",11.59
"310","2016-10-06",11.49
"311","2016-10-07",11.56
"312","2016-10-10",11.58
"313","2016-10-11",11.55
"314","2016-10-12",11.53
"315","2016-10-13",11.12
"316","2016-10-14",11.2
"317","2016-10-17",11.4
"318","2016-10-18",11.38
"319","2016-10-19",11.65
"320","2016-10-20",11.69
"321","2016-10-21",11.65
"322","2016-10-24",11.67
"323","2016-10-25",11.59
"324","2016-10-26",11.36
"325","2016-10-27",11.22
"326","2016-10-28",11.2
"327","2016-10-31",11.14
"328","2016-11-01",11.22
"329","2016-11-02",11.23
"330","2016-11-03",11.26
"331","2016-11-04",11.5
"332","2016-11-07",11.91
"333","2016-11-08",12.01
"334","2016-11-09",12.21
"335","2016-11-10",12.37
"336","2016-11-11",13.37
"337","2016-11-14",13.28
"338","2016-11-15",13.15
"339","2016-11-16",13.12
"340","2016-11-17",12.74
"341","2016-11-18",13.19
"342","2016-11-21",13.63
"343","2016-11-22",13.56
"344","2016-11-23",13.53
"345","2016-11-25",13.5
"346","2016-11-28",13.24
"347","2016-11-29",13.02
"348","2016-11-30",13.44
"349","2016-12-01",13.47
"350","2016-12-02",13.48
"351","2016-12-05",13.73
"352","2016-12-06",13.95
"353","2016-12-07",14.18
"354","2016-12-08",14.02
"355","2016-12-09",14.51
"356","2016-12-12",14.4
"357","2016-12-13",14.4
"358","2016-12-14",14.3
"359","2016-12-15",14.23
"360","2016-12-16",14.2
"361","2016-12-19",13.98
"362","2016-12-20",14.13
"363","2016-12-21",14.14
"364","2016-12-22",13.95
"365","2016-12-23",14.15
"366","2016-12-27",14.07
"367","2016-12-28",14.2
"368","2016-12-29",14.02
"369","2016-12-30",14.58
"370","2017-01-03",14.64
"371","2017-01-04",14.74
"372","2017-01-05",14.82
"373","2017-01-06",14.63
"374","2017-01-09",14.39
"375","2017-01-10",14.43
"376","2017-01-11",14.25
"377","2017-01-12",13.9
"378","2017-01-13",14.01
"379","2017-01-17",13.81
"380","2017-01-18",14.1
"381","2017-01-19",13.9
"382","2017-01-20",13.94
"383","2017-01-23",14.06
"384","2017-01-24",14.48
"385","2017-01-25",14.16
"386","2017-01-26",14.22
"387","2017-01-27",14.29
"388","2017-01-30",13.95
"389","2017-01-31",13.95
"390","2017-02-01",14.43
"391","2017-02-02",14.34
"392","2017-02-03",14.34
"393","2017-02-06",14.34
"394","2017-02-07",14.46
"395","2017-02-08",14.46
"396","2017-02-09",14.73
"397","2017-02-10",14.5
"398","2017-02-13",14.64
"399","2017-02-14",15
"400","2017-02-15",15.02
"401","2017-02-16",14.92
"402","2017-02-17",14.89
"403","2017-02-21",14.81
"404","2017-02-22",14.98
"405","2017-02-23",14.86
"406","2017-02-24",14.94
"407","2017-02-27",14.96
"408","2017-02-28",14.68
"409","2017-03-01",15.05
"410","2017-03-02",15.15
"411","2017-03-03",15.37
"412","2017-03-06",15.12
"413","2017-03-07",15
"414","2017-03-08",15.79
"415","2017-03-09",15.67
"416","2017-03-10",15.77
"417","2017-03-13",15.9
"418","2017-03-14",15.65
"419","2017-03-15",16.110001
"420","2017-03-16",16.120001
"421","2017-03-17",15.96
"422","2017-03-20",15.87
"423","2017-03-21",15.49
"424","2017-03-22",15.26
"425","2017-03-23",15.45
"426","2017-03-24",15.66
"427","2017-03-27",15.6
"428","2017-03-28",15.79
"429","2017-03-29",15.96
"430","2017-03-30",16.25
"431","2017-03-31",16.17
"432","2017-04-03",15.95
"433","2017-04-04",15.89
"434","2017-04-05",15.96
"435","2017-04-06",16.440001
"436","2017-04-07",16.17
"437","2017-04-10",16.17
"438","2017-04-11",16.17
"439","2017-04-12",16.18
"440","2017-04-13",15.74
"441","2017-04-17",15.71
"442","2017-04-18",15.86
"443","2017-04-19",15.96
"444","2017-04-20",16.280001
"445","2017-04-21",16.25
"446","2017-04-24",16.280001
"447","2017-04-25",16.84
"448","2017-04-26",17.110001
"449","2017-04-27",17.049999
"450","2017-04-28",16.75
"451","2017-05-01",16.9
"452","2017-05-02",16.82
"453","2017-05-03",16.74
"454","2017-05-04",16.809999
"455","2017-05-05",16.950001
"456","2017-05-08",17.129999
"457","2017-05-09",17.68
"458","2017-05-10",17.969999
"459","2017-05-11",17.93
"460","2017-05-12",19.25
"461","2017-05-15",18.780001
"462","2017-05-16",18.950001
"463","2017-05-17",18.809999
"464","2017-05-18",19.110001
"465","2017-05-19",19.209999
"466","2017-05-22",19
"467","2017-05-23",18.91
"468","2017-05-24",18.73
"469","2017-05-25",18.690001
"470","2017-05-26",18.65
"471","2017-05-30",19.16
"472","2017-05-31",19.23
"473","2017-06-01",19.290001
"474","2017-06-02",19.120001
"475","2017-06-05",18.809999
"476","2017-06-06",18.75
"477","2017-06-07",18.860001
"478","2017-06-08",18.870001
"479","2017-06-09",19
"480","2017-06-12",19.23
"481","2017-06-13",19.360001
"482","2017-06-14",19.200001
"483","2017-06-15",19.02
"484","2017-06-16",18.74
"485","2017-06-19",18.75
"486","2017-06-20",18.77
"487","2017-06-21",18.76
"488","2017-06-22",18.629999
"489","2017-06-23",18.67
"490","2017-06-26",19.07
"491","2017-06-27",18.969999
"492","2017-06-28",19.49
"493","2017-06-29",19.540001
"494","2017-06-30",19.549999
"495","2017-07-03",19.66
"496","2017-07-05",19.459999
"497","2017-07-06",19.1
"498","2017-07-07",19.290001
"499","2017-07-10",19.219999
"500","2017-07-11",19.48
"501","2017-07-12",20
"502","2017-07-13",19.76
"503","2017-07-14",20.01
"504","2017-07-17",19.790001
"505","2017-07-18",19.51
"506","2017-07-19",19.690001
"507","2017-07-20",19.34
"508","2017-07-21",19.209999
"509","2017-07-24",19.48
"510","2017-07-25",19.99
"511","2017-07-26",19.5
"512","2017-07-27",19.030001
"513","2017-07-28",18.440001
"514","2017-07-31",18.5
"515","2017-08-01",18.610001
"516","2017-08-02",18.27
"517","2017-08-03",18.17
"518","2017-08-04",18.24
"519","2017-08-07",18.35
"520","2017-08-08",18.07
"521","2017-08-09",17.83
"522","2017-08-10",17.559999
"523","2017-08-11",17.610001
"524","2017-08-14",17.9
"525","2017-08-15",17.75
"526","2017-08-16",17.959999
"527","2017-08-17",17.129999
"528","2017-08-18",17.15
"529","2017-08-21",17.27
"530","2017-08-22",17.41
"531","2017-08-23",17.459999
"532","2017-08-24",17.459999
"533","2017-08-25",17.66
"534","2017-08-28",17.549999
"535","2017-08-29",17.469999
"536","2017-08-30",17.34
"537","2017-08-31",17.139999
"538","2017-09-01",17.459999
"539","2017-09-05",17.23
"540","2017-09-06",17.77
"541","2017-09-07",18.02
"542","2017-09-08",17.99
"543","2017-09-11",18.280001
"544","2017-09-12",18.209999
"545","2017-09-13",18.200001
"546","2017-09-14",18.33
"547","2017-09-15",18.35
"548","2017-09-18",18.92
"549","2017-09-19",19.059999
"550","2017-09-20",18.870001
"551","2017-09-21",19.18
"552","2017-09-22",19.66
"553","2017-09-25",19.59
"554","2017-09-26",19.809999
"555","2017-09-27",19.870001
"556","2017-09-28",20.43
"557","2017-09-29",20.379999
"558","2017-10-02",21.049999
"559","2017-10-03",21.1
"560","2017-10-04",21.530001
"561","2017-10-05",21.59
"562","2017-10-06",22.15
"563","2017-10-09",22.370001
"564","2017-10-10",22.02
"565","2017-10-11",22.309999
"566","2017-10-12",22.15
"567","2017-10-13",22.049999
"568","2017-10-16",22.379999
"569","2017-10-17",22.379999
"570","2017-10-18",22.690001
"571","2017-10-19",22.09
"572","2017-10-20",22.940001
"573","2017-10-23",22.969999
"574","2017-10-24",22.82
"575","2017-10-25",22.52
"576","2017-10-26",22.73
"577","2017-10-27",22.969999
"578","2017-10-30",22.67
"579","2017-10-31",22.870001
"580","2017-11-01",22.65
"581","2017-11-02",22.969999
"582","2017-11-03",23.030001
"583","2017-11-06",22.42
"584","2017-11-07",22.200001
"585","2017-11-08",22.469999
"586","2017-11-09",21.889999
"587","2017-11-10",21.49
"588","2017-11-13",21.49
"589","2017-11-14",22.32
"590","2017-11-15",21.5
"591","2017-11-16",21.700001
"592","2017-11-17",22.07
"593","2017-11-20",22.309999
"594","2017-11-21",23.09
"595","2017-11-22",22.57
"596","2017-11-24",22.469999
"597","2017-11-27",22.610001
"598","2017-11-28",23.1
"599","2017-11-29",23.709999
"600","2017-11-30",23.6
"601","2017-12-01",23.309999
"602","2017-12-04",22.860001
"603","2017-12-05",23.01
"604","2017-12-06",23.059999
"605","2017-12-07",23.360001
"606","2017-12-08",23.280001
"607","2017-12-11",23.35
"608","2017-12-12",22.440001
"609","2017-12-13",22.41
"610","2017-12-14",22.08
"611","2017-12-15",22.33
"612","2017-12-18",22.940001
"613","2017-12-19",23.35
"614","2017-12-20",23.129999
"615","2017-12-21",23.200001
"616","2017-12-22",22.719999
"617","2017-12-26",22.76
"618","2017-12-27",22.74
"619","2017-12-28",22.6
"620","2017-12-29",22.219999
"621","2018-01-02",21.190001
"622","2018-01-03",21.440001
"623","2018-01-04",21.280001
"624","2018-01-05",21.42
"625","2018-01-08",21.620001
"626","2018-01-09",21.15
"627","2018-01-10",21.040001
"628","2018-01-11",21.559999
"629","2018-01-12",21.84
"630","2018-01-16",21.24
"631","2018-01-17",22
"632","2018-01-18",21.98
"633","2018-01-19",22.51
"634","2018-01-22",22.780001
"635","2018-01-23",24.049999
"636","2018-01-24",24.33
"637","2018-01-25",24.75
"638","2018-01-26",24.129999
"639","2018-01-29",24.16
"640","2018-01-30",24.040001
"641","2018-01-31",24.17
"642","2018-02-01",23.309999
"643","2018-02-02",22.93
"644","2018-02-05",22.440001
"645","2018-02-06",22.57
"646","2018-02-07",22.75
"647","2018-02-08",22.25
"648","2018-02-09",26.32
"649","2018-02-12",24.77
"650","2018-02-13",24.299999
"651","2018-02-14",25.16
"652","2018-02-15",24.889999
"653","2018-02-16",25.16
"654","2018-02-20",25.09
"655","2018-02-21",24.84
"656","2018-02-22",25.139999
"657","2018-02-23",25.5
"658","2018-02-26",24.950001
"659","2018-02-27",24.709999
"660","2018-02-28",24.51
"661","2018-03-01",24.469999
"662","2018-03-02",24.27
"663","2018-03-05",25.32
"664","2018-03-06",26.040001
"665","2018-03-07",26.309999
"666","2018-03-08",25.870001
"667","2018-03-09",26.41
"668","2018-03-12",26.43
"669","2018-03-13",26.459999
"670","2018-03-14",25.809999
"671","2018-03-15",25.620001
"672","2018-03-16",25.58
"673","2018-03-19",25.540001
"674","2018-03-20",25.77
"675","2018-03-21",25.889999
"676","2018-03-22",26.049999
"677","2018-03-23",25.82
"678","2018-03-26",25.68
"679","2018-03-27",24.92
"680","2018-03-28",24.809999
"681","2018-03-29",25.200001
"682","2018-04-02",24.379999
"683","2018-04-03",24.57
"684","2018-04-04",24.91
"685","2018-04-05",25.139999
"686","2018-04-06",24.9
"687","2018-04-09",25
"688","2018-04-10",25.09
"689","2018-04-11",24.969999
"690","2018-04-12",25.26
"691","2018-04-13",25.219999
"692","2018-04-16",25.58
"693","2018-04-17",25.91
"694","2018-04-18",25.379999
"695","2018-04-19",24.76
"696","2018-04-20",24.530001
"697","2018-04-23",24.59
"698","2018-04-24",24.200001
"699","2018-04-25",23.85
"700","2018-04-26",24.190001
"701","2018-04-27",24.08
"702","2018-04-30",24
"703","2018-05-01",24.129999
"704","2018-05-02",25.530001
"705","2018-05-03",25.690001
"706","2018-05-04",25.940001
"707","2018-05-07",26.09
"708","2018-05-08",25.73
"709","2018-05-09",25.700001
"710","2018-05-10",25.98
"711","2018-05-11",27.940001
"712","2018-05-14",27.959999
"713","2018-05-15",28.950001
"714","2018-05-16",30.299999
"715","2018-05-17",30.940001
"716","2018-05-18",30.73
"717","2018-05-21",30.73
"718","2018-05-22",30.23
"719","2018-05-23",30.48
"720","2018-05-24",30.200001
"721","2018-05-25",30.059999
"722","2018-05-29",29.799999
"723","2018-05-30",29.950001
"724","2018-05-31",29.49
"725","2018-06-01",29.59
"726","2018-06-04",30
"727","2018-06-05",30.200001
"728","2018-06-06",30.309999
"729","2018-06-07",30.280001
"730","2018-06-08",30.43
"731","2018-06-11",30.110001
"732","2018-06-12",30.299999
"733","2018-06-13",30.34
"734","2018-06-14",30.68
"735","2018-06-15",30.15
"736","2018-06-18",30.290001
"737","2018-06-19",29.809999
"738","2018-06-20",29.860001
"739","2018-06-21",29.08
"740","2018-06-22",29.129999
"741","2018-06-25",28.99
"742","2018-06-26",29.75
"743","2018-06-27",28.719999
"744","2018-06-28",29.219999
"745","2018-06-29",28.950001
"746","2018-07-02",29.67
"747","2018-07-03",28.66
"748","2018-07-05",28.889999
"749","2018-07-06",28.9
"750","2018-07-09",29.469999
"751","2018-07-10",29.049999
"752","2018-07-11",28.73
"753","2018-07-12",28.389999
"754","2018-07-13",28.200001
"755","2018-07-16",28.200001
"756","2018-07-17",29.15
"757","2018-07-18",29.66
"758","2018-07-19",26.59
"759","2018-07-20",26.75
"760","2018-07-23",27.219999
"761","2018-07-24",26.209999
"762","2018-07-25",25.57
"763","2018-07-26",25.18
"764","2018-07-27",24.530001
"765","2018-07-30",24.49
"766","2018-07-31",24.959999
"767","2018-08-01",24.67
"768","2018-08-02",24.700001
"769","2018-08-03",24.610001
"770","2018-08-06",24.639999
"771","2018-08-07",24.959999
"772","2018-08-08",25.01
"773","2018-08-09",25.780001
"774","2018-08-10",25.82
"775","2018-08-13",25.27
"776","2018-08-14",25.280001
"777","2018-08-15",25.110001
"778","2018-08-16",25.360001
"779","2018-08-17",25.549999
"780","2018-08-20",25.91
"781","2018-08-21",25.77
"782","2018-08-22",26.219999
"783","2018-08-23",27.18
"784","2018-08-24",26.870001
"785","2018-08-27",26.780001
"786","2018-08-28",26.469999
"787","2018-08-29",26.77
"788","2018-08-30",27.139999
"789","2018-08-31",27.57
"790","2018-09-04",27.92
"791","2018-09-05",28.049999
"792","2018-09-06",29.709999
"793","2018-09-07",34.57
"794","2018-09-10",36.349998
"795","2018-09-11",37.139999
"796","2018-09-12",36.759998
"797","2018-09-13",36.220001
"798","2018-09-14",36.310001
"799","2018-09-17",36.880001
"800","2018-09-18",37.82
"801","2018-09-19",36.259998
"802","2018-09-20",37.209999
"803","2018-09-21",36.900002
"804","2018-09-24",37.200001
"805","2018-09-25",37.099998
"806","2018-09-26",37.07
"807","2018-09-27",36.41
"808","2018-09-28",35.880001
"809","2018-10-01",36.099998
"810","2018-10-02",34.509998
"811","2018-10-03",34.5
"812","2018-10-04",34.25
"813","2018-10-05",34.139999
"814","2018-10-08",34.25
"815","2018-10-09",33.919998
"816","2018-10-10",32.834999
"817","2018-10-11",32.720001
"818","2018-10-12",32.799999
"819","2018-10-15",33.470001
"820","2018-10-16",35.68
"821","2018-10-17",36.48
"822","2018-10-18",35.98
"823","2018-10-19",34.259998
"824","2018-10-22",33.889999
"825","2018-10-23",33.220001
"826","2018-10-24",31.4
"827","2018-10-25",30.65
"828","2018-10-26",29.58
"829","2018-10-29",29.4
"830","2018-10-30",30.549999
"831","2018-10-31",29.68
"832","2018-11-01",30.48
"833","2018-11-02",31.110001
"834","2018-11-05",30.67
"835","2018-11-06",32.709999
"836","2018-11-07",32.709999
"837","2018-11-08",33.610001
"838","2018-11-09",27.66
"839","2018-11-12",28.040001
"840","2018-11-13",27.969999
"841","2018-11-14",27.860001
"842","2018-11-15",27.459999
"843","2018-11-16",27.299999
"844","2018-11-19",26.620001
"845","2018-11-20",25.889999
"846","2018-11-21",26.280001
"847","2018-11-23",26.6
"848","2018-11-26",27.07
"849","2018-11-27",26.299999
"850","2018-11-28",25.709999
"851","2018-11-29",25.809999
"852","2018-11-30",25.91
"853","2018-12-03",26.49
"854","2018-12-04",24.48
"855","2018-12-06",23.74
"856","2018-12-07",22.620001
"857","2018-12-10",21.709999
"858","2018-12-11",21.360001
"859","2018-12-12",21.34
"860","2018-12-13",20.799999
"861","2018-12-14",20.92
"862","2018-12-17",20.66
"863","2018-12-18",19.76
"864","2018-12-19",19.6
"865","2018-12-20",19.459999
"866","2018-12-21",18.52
"867","2018-12-24",18.1
"868","2018-12-26",18.620001
"869","2018-12-27",18.4
"870","2018-12-28",18.780001
"871","2018-12-31",18.700001
"872","2019-01-02",19.23
"873","2019-01-03",17.98
"874","2019-01-04",19.17
"875","2019-01-07",20.059999
"876","2019-01-08",20.15
"877","2019-01-09",20.77
"878","2019-01-10",20.450001
"879","2019-01-11",20.57
"880","2019-01-14",20.4
"881","2019-01-15",20.68
"882","2019-01-16",21.16
"883","2019-01-17",21.43
"884","2019-01-18",22.65
"885","2019-01-22",22.290001
"886","2019-01-23",21.01
"887","2019-01-24",21.360001
"888","2019-01-25",21.059999
"889","2019-01-28",21.83
"890","2019-01-29",21.23
"891","2019-01-30",21.74
"892","2019-01-31",21.83
"893","2019-02-01",21.48
"894","2019-02-04",21.639999
"895","2019-02-05",22.379999
"896","2019-02-06",23.370001
"897","2019-02-07",23.42
"898","2019-02-08",21.1
"899","2019-02-11",21.360001
"900","2019-02-12",21.450001
"901","2019-02-13",21.129999
"902","2019-02-14",20.82
"903","2019-02-15",21.610001
"904","2019-02-19",22.629999
"905","2019-02-20",22.870001
"906","2019-02-21",22.52
"907","2019-02-22",23.379999
"908","2019-02-25",24.790001
"909","2019-02-26",24.370001
"910","2019-02-27",24.73
"911","2019-02-28",24.67
"912","2019-03-01",24.549999
"913","2019-03-04",24.08
"914","2019-03-05",24.799999
"915","2019-03-06",24.23
"916","2019-03-07",22.950001
"917","2019-03-08",22.120001
"918","2019-03-11",22.67
"919","2019-03-12",22.709999
"920","2019-03-13",23.6
"921","2019-03-14",23.32
"922","2019-03-15",23.549999
"923","2019-03-18",23.700001
"924","2019-03-19",23.51
"925","2019-03-20",22.879999
"926","2019-03-21",22.610001
"927","2019-03-22",20.860001
"928","2019-03-25",21.07
"929","2019-03-26",21.76
"930","2019-03-27",22.49
"931","2019-03-28",22.629999
"932","2019-03-29",22.57
"933","2019-04-01",22.82
"934","2019-04-02",22.620001
"935","2019-04-03",22.799999
"936","2019-04-04",23.33
"937","2019-04-05",23.629999
"938","2019-04-08",23.52
"939","2019-04-09",23.01
"940","2019-04-10",23.48
"941","2019-04-11",23.74
"942","2019-04-12",23.59
"943","2019-04-15",23.66
"944","2019-04-16",24.049999
"945","2019-04-17",24
"946","2019-04-18",23.889999
"947","2019-04-22",23.76
"948","2019-04-23",24.549999
"949","2019-04-24",25.309999
"950","2019-04-25",24.139999
"951","2019-04-26",24.93
"952","2019-04-29",25.299999
"953","2019-04-30",24.74
"954","2019-05-01",24.73
"955","2019-05-02",24.700001
"956","2019-05-03",25.51
"957","2019-05-06",25.68
"958","2019-05-07",24.99
"959","2019-05-08",24.879999
"960","2019-05-09",25.9
"961","2019-05-10",25.559999
"962","2019-05-13",24.860001
"963","2019-05-14",25.34
"964","2019-05-15",24.42
"965","2019-05-16",25.059999
"966","2019-05-17",23.67
"967","2019-05-20",23.68
"968","2019-05-21",24.23
"969","2019-05-22",23.57
"970","2019-05-23",22.23
"971","2019-05-24",21.700001
"972","2019-05-28",21.51
"973","2019-05-29",21.08
"974","2019-05-30",20.74
"975","2019-05-31",19.860001
"976","2019-06-03",19.700001
"977","2019-06-04",20.790001
"978","2019-06-05",21.17
"979","2019-06-06",20.639999
"980","2019-06-07",20.77
