"","date","GARS"
"854","2016-08-15",10.4
"855","2016-08-16",10.34
"856","2016-08-17",10.23
"857","2016-08-18",10.24
"858","2016-08-19",10.2
"859","2016-08-22",10.25
"860","2016-08-23",10.33
"861","2016-08-24",10.36
"862","2016-08-25",10.36
"863","2016-08-26",10.48
"864","2016-08-29",10.59
"865","2016-08-30",10.66
"866","2016-08-31",10.61
"867","2016-09-01",10.6
"868","2016-09-02",10.83
"869","2016-09-06",10.91
"870","2016-09-07",10.55
"871","2016-09-08",10.43
"872","2016-09-09",10.44
"873","2016-09-12",10.4
"874","2016-09-13",10.15
"875","2016-09-14",10.15
"876","2016-09-15",10.06
"877","2016-09-16",10.36
"878","2016-09-19",10.36
"879","2016-09-20",10.4
"880","2016-09-21",10.39
"881","2016-09-22",10.41
"882","2016-09-23",10.35
"883","2016-09-26",10.17
"884","2016-09-27",10.34
"885","2016-09-28",10.33
"886","2016-09-29",10.22
"887","2016-09-30",10.13
"888","2016-10-03",10.16
"889","2016-10-04",10.1
"890","2016-10-05",10.11
"891","2016-10-06",10.01
"892","2016-10-07",10.09
"893","2016-10-10",10.1
"894","2016-10-11",10.03
"895","2016-10-12",9.99
"896","2016-10-13",10.01
"897","2016-10-14",9.95
"898","2016-10-17",9.85
"899","2016-10-18",9.85
"900","2016-10-19",9.8
"901","2016-10-20",9.76
"902","2016-10-21",9.73
"903","2016-10-24",9.74
"904","2016-10-25",9.68
"905","2016-10-26",9.74
"906","2016-10-27",9.62
"907","2016-10-28",9.76
"908","2016-10-31",9.64
"909","2016-11-01",9.54
"910","2016-11-02",9.42
"911","2016-11-03",9.35
"912","2016-11-04",9.23
"913","2016-11-07",9.37
"914","2016-11-08",9.35
"915","2016-11-09",9.48
"916","2016-11-10",9.2
"917","2016-11-11",9.12
"918","2016-11-14",8.98
"919","2016-11-15",8.98
"920","2016-11-16",9.01
"921","2016-11-17",9.2
"922","2016-11-18",9.14
"923","2016-11-21",9.21
"924","2016-11-22",9.3
"925","2016-11-23",9.34
"926","2016-11-25",9.45
"927","2016-11-28",9.35
"928","2016-11-29",9.45
"929","2016-11-30",9.37
"930","2016-12-01",9.27
"931","2016-12-02",9.37
"932","2016-12-05",9.41
"933","2016-12-06",9.53
"934","2016-12-07",9.13
"935","2016-12-08",9.13
"936","2016-12-09",9.17
"937","2016-12-12",9.17
"938","2016-12-13",9.26
"939","2016-12-14",9.13
"940","2016-12-15",9.15
"941","2016-12-16",9.15
"942","2016-12-19",9.13
"943","2016-12-20",9.15
"944","2016-12-21",9.2
"945","2016-12-22",9.25
"946","2016-12-23",9.29
"947","2016-12-27",9.3
"948","2016-12-28",9.33
"949","2016-12-29",9.33
"950","2016-12-30",9.35
"951","2017-01-03",9.42
"952","2017-01-04",9.7
"953","2017-01-05",9.75
"954","2017-01-06",9.76
"955","2017-01-09",9.51
"956","2017-01-10",9.6
"957","2017-01-11",9.75
"958","2017-01-12",9.76
"959","2017-01-13",9.59
"960","2017-01-17",9.68
"961","2017-01-18",9.61
"962","2017-01-19",9.53
"963","2017-01-20",9.47
"964","2017-01-23",9.39
"965","2017-01-24",9.41
"966","2017-01-25",9.5
"967","2017-01-26",9.52
"968","2017-01-27",9.47
"969","2017-01-30",9.45
"970","2017-01-31",9.44
"971","2017-02-01",9.47
"972","2017-02-02",9.46
"973","2017-02-03",9.43
"974","2017-02-06",9.43
"975","2017-02-07",9.45
"976","2017-02-08",9.4
"977","2017-02-09",9.51
"978","2017-02-10",9.59
"979","2017-02-13",9.61
"980","2017-02-14",9.63
"981","2017-02-15",9.74
"982","2017-02-16",9.83
"983","2017-02-17",9.81
"984","2017-02-21",9.86
"985","2017-02-22",9.89
"986","2017-02-23",9.97
"987","2017-02-24",10.08
"988","2017-02-27",10.14
"989","2017-02-28",10.08
"990","2017-03-01",10.04
"991","2017-03-02",9.97
"992","2017-03-03",10.01
"993","2017-03-06",9.96
"994","2017-03-07",9.98
"995","2017-03-08",9.87
"996","2017-03-09",9.76
"997","2017-03-10",9.83
"998","2017-03-13",9.87
"999","2017-03-14",9.85
"1000","2017-03-15",9.96
"1001","2017-03-16",9.95
