"","date","GARS"
"1","2013-03-27",15
"2","2013-03-28",15.13
"3","2013-04-01",15
"4","2013-04-02",15.15
"5","2013-04-03",15.05
"6","2013-04-04",15.1
"7","2013-04-05",15.15
"8","2013-04-08",15.2
"9","2013-04-09",15.29
"10","2013-04-10",15.24
"11","2013-04-11",15.29
"12","2013-04-12",15.25
"13","2013-04-15",15.18
"14","2013-04-16",15.29
"15","2013-04-17",15.2
"16","2013-04-18",15.12
"17","2013-04-19",15.15
"18","2013-04-22",15.16
"19","2013-04-23",15.15
"20","2013-04-24",15.18
"21","2013-04-25",15.21
"22","2013-04-26",15.29
"23","2013-04-29",15.18
"24","2013-04-30",15.19
"25","2013-05-01",15.17
"26","2013-05-02",15.26
"27","2013-05-03",15.16
"28","2013-05-06",15.06
"29","2013-05-07",15.24
"30","2013-05-08",15.15
"31","2013-05-09",15.29
"32","2013-05-10",15.29
"33","2013-05-13",15.5
"34","2013-05-14",15.45
"35","2013-05-15",15.5
"36","2013-05-16",15.59
"37","2013-05-17",15.72
"38","2013-05-20",15.65
"39","2013-05-21",15.69
"40","2013-05-22",15.55
"41","2013-05-23",15.35
"42","2013-05-24",15.4
"43","2013-05-28",15.27
"44","2013-05-29",15.35
"45","2013-05-30",15.23
"46","2013-05-31",15.47
"47","2013-06-03",15.5
"48","2013-06-04",15.57
"49","2013-06-05",15.19
"50","2013-06-06",15.29
"51","2013-06-07",15.28
"52","2013-06-10",15.16
"53","2013-06-11",14.78
"54","2013-06-12",14.91
"55","2013-06-13",14.87
"56","2013-06-14",14.92
"57","2013-06-17",14.88
"58","2013-06-18",15.08
"59","2013-06-19",15.16
"60","2013-06-20",15.18
"61","2013-06-21",14.7
"62","2013-06-24",14.99
"63","2013-06-25",14.94
"64","2013-06-26",14.93
"65","2013-06-27",14.97
"66","2013-06-28",15.42
"67","2013-07-01",15.35
"68","2013-07-02",15.39
"69","2013-07-03",15.24
"70","2013-07-05",14.99
"71","2013-07-08",15.08
"72","2013-07-09",15.07
"73","2013-07-10",15.32
"74","2013-07-11",15.38
"75","2013-07-12",14.84
"76","2013-07-15",14.94
"77","2013-07-16",14.89
"78","2013-07-17",14.88
"79","2013-07-18",15.02
"80","2013-07-19",15.07
"81","2013-07-22",14.88
"82","2013-07-23",15.09
"83","2013-07-24",15.02
"84","2013-07-25",15.09
"85","2013-07-26",15.04
"86","2013-07-29",15
"87","2013-07-30",15.15
"88","2013-07-31",14.9
"89","2013-08-01",15.13
"90","2013-08-02",15.15
"91","2013-08-05",15.1
"92","2013-08-06",15
"93","2013-08-07",15
"94","2013-08-08",14.94
"95","2013-08-09",14.91
"96","2013-08-12",14.8
"97","2013-08-13",14.99
"98","2013-08-14",14.93
"99","2013-08-15",14.8
"100","2013-08-16",14.75
"101","2013-08-19",14.89
"102","2013-08-20",14.86
"103","2013-08-21",14.71
"104","2013-08-22",15.05
"105","2013-08-23",15.1
"106","2013-08-26",15.13
"107","2013-08-27",14.99
"108","2013-08-28",14.96
"109","2013-08-29",15.1
"110","2013-08-30",15.02
"111","2013-09-03",15.05
"112","2013-09-04",15.11
"113","2013-09-05",15.07
"114","2013-09-06",15.1
"115","2013-09-09",15.2
"116","2013-09-10",14.82
"117","2013-09-11",14.7
"118","2013-09-12",14.6
"119","2013-09-13",14.43
"120","2013-09-16",14.44
"121","2013-09-17",14.15
"122","2013-09-18",14.39
"123","2013-09-19",14.68
"124","2013-09-20",15
"125","2013-09-23",14.77
"126","2013-09-24",14.96
"127","2013-09-25",14.82
"128","2013-09-26",14.78
"129","2013-09-27",14.73
"130","2013-09-30",14.78
"131","2013-10-01",14.69
"132","2013-10-02",14.6
"133","2013-10-03",14.53
"134","2013-10-04",14.48
"135","2013-10-07",14.35
"136","2013-10-08",14.28
"137","2013-10-09",14.42
"138","2013-10-10",14.5
"139","2013-10-11",14.49
"140","2013-10-14",14.53
"141","2013-10-15",14.4
"142","2013-10-16",14.51
"143","2013-10-17",14.41
"144","2013-10-18",14.57
"145","2013-10-21",14.51
"146","2013-10-22",14.6
"147","2013-10-23",14.63
"148","2013-10-24",14.75
"149","2013-10-25",14.8
"150","2013-10-28",14.93
"151","2013-10-29",15.05
"152","2013-10-30",14.73
"153","2013-10-31",14.73
"154","2013-11-01",14.53
"155","2013-11-04",14.42
"156","2013-11-05",14.4
"157","2013-11-06",14.47
"158","2013-11-07",14.38
"159","2013-11-08",14.75
"160","2013-11-11",14.5
"161","2013-11-12",14.48
"162","2013-11-13",14.29
"163","2013-11-14",14.23
"164","2013-11-15",14.27
"165","2013-11-18",14.12
"166","2013-11-19",14.2
"167","2013-11-20",14.25
"168","2013-11-21",14.44
"169","2013-11-22",14.02
"170","2013-11-25",13.97
"171","2013-11-26",14.25
"172","2013-11-27",14.28
"173","2013-11-29",14.6
"174","2013-12-02",14.58
"175","2013-12-03",14.7
"176","2013-12-04",14.56
"177","2013-12-05",14.55
"178","2013-12-06",14.55
"179","2013-12-09",14.55
"180","2013-12-10",14.55
"181","2013-12-11",14.09
"182","2013-12-12",13.99
"183","2013-12-13",14.08
"184","2013-12-16",13.85
"185","2013-12-17",14.14
"186","2013-12-18",14.01
"187","2013-12-19",13.86
"188","2013-12-20",13.86
"189","2013-12-23",13.76
"190","2013-12-24",13.89
"191","2013-12-26",13.78
"192","2013-12-27",14.03
"193","2013-12-30",14.13
"194","2013-12-31",13.88
"195","2014-01-02",13.82
"196","2014-01-03",13.71
"197","2014-01-06",13.81
"198","2014-01-07",13.96
"199","2014-01-08",14.12
"200","2014-01-09",14.11
"201","2014-01-10",14.27
"202","2014-01-13",14.28
"203","2014-01-14",14.34
"204","2014-01-15",14.61
"205","2014-01-16",14.69
"206","2014-01-17",14.66
"207","2014-01-21",14.49
"208","2014-01-22",14.35
"209","2014-01-23",14.45
"210","2014-01-24",14.29
"211","2014-01-27",14.31
"212","2014-01-28",14.28
"213","2014-01-29",14.13
"214","2014-01-30",14.37
"215","2014-01-31",14.34
"216","2014-02-03",14.33
"217","2014-02-04",14.38
"218","2014-02-05",14.26
"219","2014-02-06",14.07
"220","2014-02-07",14.23
"221","2014-02-10",14.52
"222","2014-02-11",14.4
"223","2014-02-12",14.4
"224","2014-02-13",14.51
"225","2014-02-14",14.44
"226","2014-02-18",14.47
"227","2014-02-19",14.32
"228","2014-02-20",14.49
"229","2014-02-21",14.5
"230","2014-02-24",14.49
"231","2014-02-25",14.6
"232","2014-02-26",14.35
"233","2014-02-27",14.39
"234","2014-02-28",14.37
"235","2014-03-03",14.37
"236","2014-03-04",14.27
"237","2014-03-05",14.16
"238","2014-03-06",14.26
"239","2014-03-07",14.23
"240","2014-03-10",14.29
"241","2014-03-11",14.19
"242","2014-03-12",14.54
"243","2014-03-13",14.46
"244","2014-03-14",14.7
"245","2014-03-17",14.67
"246","2014-03-18",14.81
"247","2014-03-19",14.43
"248","2014-03-20",14.28
"249","2014-03-21",14.11
"250","2014-03-24",14.23
"251","2014-03-25",14.21
"252","2014-03-26",14.12
"253","2014-03-27",14.15
"254","2014-03-28",14.19
"255","2014-03-31",14.13
"256","2014-04-01",14.12
"257","2014-04-02",14.11
"258","2014-04-03",14.19
"259","2014-04-04",14.16
"260","2014-04-07",14.18
"261","2014-04-08",14.33
"262","2014-04-09",14.32
"263","2014-04-10",14.12
"264","2014-04-11",14.12
"265","2014-04-14",14.17
"266","2014-04-15",14.2
"267","2014-04-16",14.19
"268","2014-04-17",14.13
"269","2014-04-21",14.16
"270","2014-04-22",14.19
"271","2014-04-23",14.15
"272","2014-04-24",14.16
"273","2014-04-25",14.12
"274","2014-04-28",14.12
"275","2014-04-29",14.14
"276","2014-04-30",14.1
"277","2014-05-01",14.1
"278","2014-05-02",14.13
"279","2014-05-05",14.21
"280","2014-05-06",14.09
"281","2014-05-07",14.09
"282","2014-05-08",14.13
"283","2014-05-09",14.08
"284","2014-05-12",14.4
"285","2014-05-13",14.24
"286","2014-05-14",14.19
"287","2014-05-15",14.18
"288","2014-05-16",14.4
"289","2014-05-19",14.55
"290","2014-05-20",14.29
"291","2014-05-21",14.15
"292","2014-05-22",14.33
"293","2014-05-23",14.59
"294","2014-05-27",14.54
"295","2014-05-28",14.64
"296","2014-05-29",14.73
"297","2014-05-30",14.62
"298","2014-06-02",14.63
"299","2014-06-03",14.74
"300","2014-06-04",14.68
"301","2014-06-05",14.61
"302","2014-06-06",14.83
"303","2014-06-09",14.75
"304","2014-06-10",15.19
"305","2014-06-11",14.79
"306","2014-06-12",14.75
"307","2014-06-13",14.65
"308","2014-06-16",14.75
"309","2014-06-17",14.75
"310","2014-06-18",14.69
"311","2014-06-19",14.74
"312","2014-06-20",14.66
"313","2014-06-23",14.66
"314","2014-06-24",14.68
"315","2014-06-25",14.82
"316","2014-06-26",15.09
"317","2014-06-27",15.26
"318","2014-06-30",15.3
"319","2014-07-01",15.3
"320","2014-07-02",15.33
"321","2014-07-03",15.28
"322","2014-07-07",15.27
"323","2014-07-08",14.97
"324","2014-07-09",15.06
"325","2014-07-10",15.21
"326","2014-07-11",15.07
"327","2014-07-14",15.12
"328","2014-07-15",15.05
"329","2014-07-16",14.76
"330","2014-07-17",14.43
"331","2014-07-18",14.5
"332","2014-07-21",14.48
"333","2014-07-22",14.44
"334","2014-07-23",14.42
"335","2014-07-24",14.38
"336","2014-07-25",14.41
"337","2014-07-28",14.38
"338","2014-07-29",14.37
"339","2014-07-30",14.32
"340","2014-07-31",14.25
"341","2014-08-01",14.29
"342","2014-08-04",14.11
"343","2014-08-05",14.21
"344","2014-08-06",14.34
"345","2014-08-07",14.32
"346","2014-08-08",14.5
"347","2014-08-11",14.42
"348","2014-08-12",14.47
"349","2014-08-13",14.52
"350","2014-08-14",14.51
"351","2014-08-15",14.53
"352","2014-08-18",14.63
"353","2014-08-19",14.62
"354","2014-08-20",14.66
"355","2014-08-21",14.68
"356","2014-08-22",14.7
"357","2014-08-25",14.78
"358","2014-08-26",14.78
"359","2014-08-27",14.79
"360","2014-08-28",14.72
"361","2014-08-29",14.76
"362","2014-09-02",14.75
"363","2014-09-03",14.71
"364","2014-09-04",14.73
"365","2014-09-05",14.76
"366","2014-09-08",14.77
"367","2014-09-09",14.69
"368","2014-09-10",14.53
"369","2014-09-11",14.64
"370","2014-09-12",14.59
"371","2014-09-15",14.66
"372","2014-09-16",14.53
"373","2014-09-17",14.83
"374","2014-09-18",14.8
"375","2014-09-19",14.5
"376","2014-09-22",14.47
"377","2014-09-23",14.62
"378","2014-09-24",14.67
"379","2014-09-25",14.61
"380","2014-09-26",14.7
"381","2014-09-29",14.69
"382","2014-09-30",14.47
"383","2014-10-01",14.53
"384","2014-10-02",14.64
"385","2014-10-03",14.69
"386","2014-10-06",14.74
"387","2014-10-07",14.59
"388","2014-10-08",14.62
"389","2014-10-09",14.56
"390","2014-10-10",14.43
"391","2014-10-13",14.29
"392","2014-10-14",14.24
"393","2014-10-15",14
"394","2014-10-16",14.37
"395","2014-10-17",14.43
"396","2014-10-20",14.49
"397","2014-10-21",14.52
"398","2014-10-22",14.5
"399","2014-10-23",14.57
"400","2014-10-24",14.57
"401","2014-10-27",14.54
"402","2014-10-28",14.6
"403","2014-10-29",14.69
"404","2014-10-30",14.71
"405","2014-10-31",14.75
"406","2014-11-03",14.87
"407","2014-11-04",14.78
"408","2014-11-05",14.75
"409","2014-11-06",14.95
"410","2014-11-07",15.05
"411","2014-11-10",15.1
"412","2014-11-11",15.07
"413","2014-11-12",15.05
"414","2014-11-13",15.12
"415","2014-11-14",15.05
"416","2014-11-17",14.96
"417","2014-11-18",14.98
"418","2014-11-19",14.93
"419","2014-11-20",15.01
"420","2014-11-21",14.94
"421","2014-11-24",14.89
"422","2014-11-25",15.08
"423","2014-11-26",15.07
"424","2014-11-28",15.1
"425","2014-12-01",14.78
"426","2014-12-02",14.9
"427","2014-12-03",14.91
"428","2014-12-04",14.91
"429","2014-12-05",14.9
"430","2014-12-08",14.6
"431","2014-12-09",14.63
"432","2014-12-10",14.65
"433","2014-12-11",14.46
"434","2014-12-12",14.5
"435","2014-12-15",14.55
"436","2014-12-16",14.2
"437","2014-12-17",14.21
"438","2014-12-18",14.67
"439","2014-12-19",14.52
"440","2014-12-22",14.4
"441","2014-12-23",14.45
"442","2014-12-24",14.58
"443","2014-12-26",14.49
"444","2014-12-29",14.41
"445","2014-12-30",14.35
"446","2014-12-31",14.44
"447","2015-01-02",14.49
"448","2015-01-05",14.62
"449","2015-01-06",14.66
"450","2015-01-07",14.61
"451","2015-01-08",14.7
"452","2015-01-09",14.66
"453","2015-01-12",14.72
"454","2015-01-13",14.69
"455","2015-01-14",14.52
"456","2015-01-15",14.23
"457","2015-01-16",14.15
"458","2015-01-20",14.07
"459","2015-01-21",14.14
"460","2015-01-22",14.08
"461","2015-01-23",14.08
"462","2015-01-26",14.14
"463","2015-01-27",14.2
"464","2015-01-28",14.2
"465","2015-01-29",14.25
"466","2015-01-30",14.18
"467","2015-02-02",14.34
"468","2015-02-03",14.53
"469","2015-02-04",14.65
"470","2015-02-05",14.79
"471","2015-02-06",15.06
"472","2015-02-09",14.56
"473","2015-02-10",14.75
"474","2015-02-11",14.71
"475","2015-02-12",14.69
"476","2015-02-13",14.77
"477","2015-02-17",14.89
"478","2015-02-18",14.77
"479","2015-02-19",14.79
"480","2015-02-20",14.83
"481","2015-02-23",14.95
"482","2015-02-24",14.89
"483","2015-02-25",14.97
"484","2015-02-26",14.84
"485","2015-02-27",15.03
"486","2015-03-02",15.05
"487","2015-03-03",15
"488","2015-03-04",14.98
"489","2015-03-05",15.01
"490","2015-03-06",15.2
"491","2015-03-09",15.29
"492","2015-03-10",15.04
"493","2015-03-11",15.05
"494","2015-03-12",15.09
"495","2015-03-13",14.96
"496","2015-03-16",15.05
"497","2015-03-17",14.97
"498","2015-03-18",15.02
"499","2015-03-19",14.55
"500","2015-03-20",14.72
"501","2015-03-23",14.89
"502","2015-03-24",14.89
"503","2015-03-25",14.97
"504","2015-03-26",14.99
"505","2015-03-27",14.98
"506","2015-03-30",14.97
"507","2015-03-31",14.9
"508","2015-04-01",14.95
"509","2015-04-02",14.97
"510","2015-04-06",14.96
"511","2015-04-07",14.9
"512","2015-04-08",14.89
"513","2015-04-09",14.9
"514","2015-04-10",14.92
"515","2015-04-13",14.9
"516","2015-04-14",14.92
"517","2015-04-15",14.87
"518","2015-04-16",15.02
"519","2015-04-17",14.9
"520","2015-04-20",14.98
"521","2015-04-21",15
"522","2015-04-22",15.01
"523","2015-04-23",15.03
"524","2015-04-24",15.03
"525","2015-04-27",14.93
"526","2015-04-28",14.92
"527","2015-04-29",14.92
"528","2015-04-30",15.06
"529","2015-05-01",15.06
"530","2015-05-04",15.01
"531","2015-05-05",15
"532","2015-05-06",14.95
"533","2015-05-07",14.86
"534","2015-05-08",14.85
"535","2015-05-11",14.91
"536","2015-05-12",15.02
"537","2015-05-13",15
"538","2015-05-14",15.05
"539","2015-05-15",15.13
"540","2015-05-18",15.14
"541","2015-05-19",15.2
"542","2015-05-20",15.21
"543","2015-05-21",15.2
"544","2015-05-22",15.16
"545","2015-05-26",15.13
"546","2015-05-27",15.13
"547","2015-05-28",15.07
"548","2015-05-29",14.97
"549","2015-06-01",15.2
"550","2015-06-02",15.2
"551","2015-06-03",15.2
"552","2015-06-04",15.14
"553","2015-06-05",15.15
"554","2015-06-08",15.15
"555","2015-06-09",15.3
"556","2015-06-10",14.95
"557","2015-06-11",14.95
"558","2015-06-12",15
"559","2015-06-15",15
"560","2015-06-16",14.95
"561","2015-06-17",15.1
"562","2015-06-18",15.1
"563","2015-06-19",15.09
"564","2015-06-22",14.86
"565","2015-06-23",15
"566","2015-06-24",15.09
"567","2015-06-25",15.04
"568","2015-06-26",15.07
"569","2015-06-29",14.82
"570","2015-06-30",14.99
"571","2015-07-01",15.09
"572","2015-07-02",15.15
"573","2015-07-06",15.08
"574","2015-07-07",15.17
"575","2015-07-08",15.09
"576","2015-07-09",15.08
"577","2015-07-10",15.13
"578","2015-07-13",15.28
"579","2015-07-14",15.39
"580","2015-07-15",15.21
"581","2015-07-16",15.35
"582","2015-07-17",15.39
"583","2015-07-20",15.38
"584","2015-07-21",15.29
"585","2015-07-22",15.37
"586","2015-07-23",15.34
"587","2015-07-24",15.04
"588","2015-07-27",14.91
"589","2015-07-28",14.75
"590","2015-07-29",15
"591","2015-07-30",15.09
"592","2015-07-31",14.96
"593","2015-08-03",15.1
"594","2015-08-04",15.21
"595","2015-08-05",14.77
"596","2015-08-06",14.66
"597","2015-08-07",14.61
"598","2015-08-10",14.67
"599","2015-08-11",14.71
"600","2015-08-12",14.87
"601","2015-08-13",14.88
"602","2015-08-14",14.8
"603","2015-08-17",14.86
"604","2015-08-18",14.78
"605","2015-08-19",14.88
"606","2015-08-20",14.78
"607","2015-08-21",14.82
"608","2015-08-24",14.29
"609","2015-08-25",13.97
"610","2015-08-26",14.05
"611","2015-08-27",14.23
"612","2015-08-28",14.21
"613","2015-08-31",14.55
"614","2015-09-01",14.27
"615","2015-09-02",14.43
"616","2015-09-03",14.62
"617","2015-09-04",14.66
"618","2015-09-08",14.56
"619","2015-09-09",14.39
"620","2015-09-10",14.44
"621","2015-09-11",14.44
"622","2015-09-14",14.42
"623","2015-09-15",14.36
"624","2015-09-16",14.35
"625","2015-09-17",14.27
"626","2015-09-18",14.49
"627","2015-09-21",14.33
"628","2015-09-22",14.33
"629","2015-09-23",14.33
"630","2015-09-24",14.32
"631","2015-09-25",14.34
"632","2015-09-28",14.21
"633","2015-09-29",13.42
"634","2015-09-30",13.69
"635","2015-10-01",13.51
"636","2015-10-02",13.8
"637","2015-10-05",13.86
"638","2015-10-06",14
"639","2015-10-07",14.24
"640","2015-10-08",14.28
"641","2015-10-09",14.31
"642","2015-10-12",14.37
"643","2015-10-13",14.38
"644","2015-10-14",14.39
"645","2015-10-15",14.39
"646","2015-10-16",14.35
"647","2015-10-19",14.26
"648","2015-10-20",14.34
"649","2015-10-21",14.27
"650","2015-10-22",14.33
"651","2015-10-23",14.25
"652","2015-10-26",14.06
"653","2015-10-27",13.95
"654","2015-10-28",13.99
"655","2015-10-29",13.91
"656","2015-10-30",13.84
"657","2015-11-02",13.92
"658","2015-11-03",13.94
"659","2015-11-04",13.9
"660","2015-11-05",13.9
"661","2015-11-06",13.73
"662","2015-11-09",13.79
"663","2015-11-10",13.62
"664","2015-11-11",13.57
"665","2015-11-12",13.64
"666","2015-11-13",13.55
"667","2015-11-16",13.41
"668","2015-11-17",12.96
"669","2015-11-18",12.86
"670","2015-11-19",12.86
"671","2015-11-20",12.74
"672","2015-11-23",13.23
"673","2015-11-24",13.46
"674","2015-11-25",13.79
"675","2015-11-27",14.1
"676","2015-11-30",13.92
"677","2015-12-01",13.99
"678","2015-12-02",14.01
"679","2015-12-03",13.96
"680","2015-12-04",14.02
"681","2015-12-07",14.15
"682","2015-12-08",14
"683","2015-12-09",13.64
"684","2015-12-10",13.52
"685","2015-12-11",13.04
"686","2015-12-14",12.83
"687","2015-12-15",12.47
"688","2015-12-16",12.59
"689","2015-12-17",12.29
"690","2015-12-18",11.97
"691","2015-12-21",12.45
"692","2015-12-22",12.63
"693","2015-12-23",12.66
"694","2015-12-24",12.63
"695","2015-12-28",12.18
"696","2015-12-29",12.45
"697","2015-12-30",11.98
"698","2015-12-31",12.17
"699","2016-01-04",12.44
"700","2016-01-05",12.48
"701","2016-01-06",12.6
"702","2016-01-07",12.44
"703","2016-01-08",12.19
"704","2016-01-11",12.06
"705","2016-01-12",11.78
"706","2016-01-13",11.3
"707","2016-01-14",11.61
"708","2016-01-15",11.2
"709","2016-01-19",10.96
"710","2016-01-20",10.62
"711","2016-01-21",11.23
"712","2016-01-22",11.74
"713","2016-01-25",11.52
"714","2016-01-26",11.59
"715","2016-01-27",11.55
"716","2016-01-28",11.83
"717","2016-01-29",11.66
"718","2016-02-01",11.71
"719","2016-02-02",11.52
"720","2016-02-03",11.43
"721","2016-02-04",11.16
"722","2016-02-05",11.14
"723","2016-02-08",11.21
"724","2016-02-09",10.98
"725","2016-02-10",10.86
"726","2016-02-11",10.38
"727","2016-02-12",10.69
"728","2016-02-16",10.73
"729","2016-02-17",10.93
"730","2016-02-18",11.04
"731","2016-02-19",11.21
"732","2016-02-22",11.18
"733","2016-02-23",11.01
"734","2016-02-24",11.19
"735","2016-02-25",11.38
"736","2016-02-26",11.53
"737","2016-02-29",12.12
"738","2016-03-01",12.1
"739","2016-03-02",12.22
"740","2016-03-03",11.37
"741","2016-03-04",10.81
"742","2016-03-07",10.12
"743","2016-03-08",9.95
"744","2016-03-09",9.9
"745","2016-03-10",10.15
"746","2016-03-11",10.36
"747","2016-03-14",10.25
"748","2016-03-15",10.22
"749","2016-03-16",10.32
"750","2016-03-17",10.42
"751","2016-03-18",10.39
"752","2016-03-21",10.33
"753","2016-03-22",10.83
"754","2016-03-23",10.58
"755","2016-03-24",10.84
"756","2016-03-28",10.84
"757","2016-03-29",10.81
"758","2016-03-30",10.72
"759","2016-03-31",10.73
"760","2016-04-01",10.72
"761","2016-04-04",10.56
"762","2016-04-05",10.48
"763","2016-04-06",10.61
"764","2016-04-07",10.55
"765","2016-04-08",10.5
"766","2016-04-11",10.53
"767","2016-04-12",10.59
"768","2016-04-13",10.61
"769","2016-04-14",10.59
"770","2016-04-15",10.57
"771","2016-04-18",10.5
"772","2016-04-19",10.52
"773","2016-04-20",10.57
"774","2016-04-21",10.67
"775","2016-04-22",10.64
"776","2016-04-25",10.53
"777","2016-04-26",10.64
"778","2016-04-27",10.65
"779","2016-04-28",10.6
"780","2016-04-29",10.5
"781","2016-05-02",10.46
"782","2016-05-03",10.36
"783","2016-05-04",10.41
"784","2016-05-05",10.24
"785","2016-05-06",10.21
"786","2016-05-09",10.32
"787","2016-05-10",10.18
"788","2016-05-11",10.27
"789","2016-05-12",10.37
"790","2016-05-13",10.29
"791","2016-05-16",10.3
"792","2016-05-17",10.16
"793","2016-05-18",10.16
"794","2016-05-19",9.87
"795","2016-05-20",9.94
"796","2016-05-23",10.25
"797","2016-05-24",10.26
"798","2016-05-25",10.44
"799","2016-05-26",10.2
"800","2016-05-27",10.24
"801","2016-05-31",10.28
"802","2016-06-01",10.39
"803","2016-06-02",10.47
"804","2016-06-03",10.33
"805","2016-06-06",10.41
"806","2016-06-07",10.54
"807","2016-06-08",10.16
"808","2016-06-09",10.2
"809","2016-06-10",10
"810","2016-06-13",9.92
"811","2016-06-14",9.87
"812","2016-06-15",9.86
"813","2016-06-16",9.99
"814","2016-06-17",9.93
"815","2016-06-20",9.89
"816","2016-06-21",9.94
"817","2016-06-22",9.85
"818","2016-06-23",9.98
"819","2016-06-24",9.85
"820","2016-06-27",9.67
"821","2016-06-28",9.82
"822","2016-06-29",9.97
"823","2016-06-30",10.09
"824","2016-07-01",10.15
"825","2016-07-05",10.29
"826","2016-07-06",10.26
"827","2016-07-07",10.43
"828","2016-07-08",10.49
"829","2016-07-11",10.51
"830","2016-07-12",10.51
"831","2016-07-13",10.51
"832","2016-07-14",10.5
"833","2016-07-15",10.53
"834","2016-07-18",10.63
"835","2016-07-19",10.61
"836","2016-07-20",10.61
"837","2016-07-21",10.61
"838","2016-07-22",10.61
"839","2016-07-25",10.69
"840","2016-07-26",10.63
"841","2016-07-27",10.64
"842","2016-07-28",10.56
"843","2016-07-29",10.44
"844","2016-08-01",10.32
"845","2016-08-02",10.26
"846","2016-08-03",10.33
"847","2016-08-04",10.31
"848","2016-08-05",10.42
"849","2016-08-08",10.5
"850","2016-08-09",10.51
"851","2016-08-10",10.29
"852","2016-08-11",10.52
"853","2016-08-12",10.34
