"","date","FIVN"
"147","2014-10-31",4.4
"148","2014-11-03",4.31
"149","2014-11-04",4.25
"150","2014-11-05",4.25
"151","2014-11-06",4.45
"152","2014-11-07",5.08
"153","2014-11-10",4.83
"154","2014-11-11",4.79
"155","2014-11-12",4.91
"156","2014-11-13",4.94
"157","2014-11-14",4.97
"158","2014-11-17",4.95
"159","2014-11-18",4.82
"160","2014-11-19",4.42
"161","2014-11-20",4.29
"162","2014-11-21",4.51
"163","2014-11-24",4.5
"164","2014-11-25",4.5
"165","2014-11-26",4.47
"166","2014-11-28",4.41
"167","2014-12-01",4.41
"168","2014-12-02",4.49
"169","2014-12-03",4.49
"170","2014-12-04",4.48
"171","2014-12-05",4.48
"172","2014-12-08",4.5
"173","2014-12-09",4.5
"174","2014-12-10",4.44
"175","2014-12-11",4.38
"176","2014-12-12",4.21
"177","2014-12-15",4.38
"178","2014-12-16",4.04
"179","2014-12-17",4.2
"180","2014-12-18",4.44
"181","2014-12-19",4.5
"182","2014-12-22",4.52
"183","2014-12-23",4.45
"184","2014-12-24",4.56
"185","2014-12-26",4.62
"186","2014-12-29",4.5
"187","2014-12-30",4.49
"188","2014-12-31",4.48
"189","2015-01-02",4.49
"190","2015-01-05",4.47
"191","2015-01-06",4.39
"192","2015-01-07",4.36
"193","2015-01-08",4.34
"194","2015-01-09",4.25
"195","2015-01-12",3.99
"196","2015-01-13",4.12
"197","2015-01-14",4.15
"198","2015-01-15",4.21
"199","2015-01-16",4.33
"200","2015-01-20",4.22
"201","2015-01-21",4.29
"202","2015-01-22",4.34
"203","2015-01-23",4.33
"204","2015-01-26",4.3
"205","2015-01-27",4.22
"206","2015-01-28",4.05
"207","2015-01-29",3.98
"208","2015-01-30",3.93
"209","2015-02-02",3.82
"210","2015-02-03",3.94
"211","2015-02-04",3.99
"212","2015-02-05",3.97
"213","2015-02-06",3.97
"214","2015-02-09",3.84
"215","2015-02-10",3.94
"216","2015-02-11",3.89
"217","2015-02-12",3.87
"218","2015-02-13",3.78
"219","2015-02-17",3.76
"220","2015-02-18",3.77
"221","2015-02-19",3.81
"222","2015-02-20",3.8
"223","2015-02-23",3.78
"224","2015-02-24",3.81
"225","2015-02-25",3.82
"226","2015-02-26",3.86
"227","2015-02-27",3.9
"228","2015-03-02",3.93
"229","2015-03-03",4.2
"230","2015-03-04",4.03
"231","2015-03-05",4.21
"232","2015-03-06",4.31
"233","2015-03-09",4.38
"234","2015-03-10",4.14
"235","2015-03-11",4.29
"236","2015-03-12",4.49
"237","2015-03-13",4.53
"238","2015-03-16",4.53
"239","2015-03-17",4.76
"240","2015-03-18",4.98
"241","2015-03-19",5.08
"242","2015-03-20",5.48
"243","2015-03-23",5.5
"244","2015-03-24",5.5
"245","2015-03-25",5.47
"246","2015-03-26",5.52
"247","2015-03-27",5.63
"248","2015-03-30",5.68
"249","2015-03-31",5.56
"250","2015-04-01",5.47
"251","2015-04-02",5.5
"252","2015-04-06",5.47
"253","2015-04-07",5.48
"254","2015-04-08",5.49
"255","2015-04-09",5.18
"256","2015-04-10",5.3
"257","2015-04-13",5.11
"258","2015-04-14",5.45
"259","2015-04-15",5.34
"260","2015-04-16",5.35
"261","2015-04-17",5.31
"262","2015-04-20",5.39
"263","2015-04-21",5.71
"264","2015-04-22",5.74
"265","2015-04-23",5.84
"266","2015-04-24",5.71
"267","2015-04-27",5.52
"268","2015-04-28",5.64
"269","2015-04-29",5.56
"270","2015-04-30",5.43
"271","2015-05-01",5.43
"272","2015-05-04",5.4
"273","2015-05-05",5.45
"274","2015-05-06",5.35
"275","2015-05-07",5.36
"276","2015-05-08",5.42
"277","2015-05-11",5.57
"278","2015-05-12",5.57
"279","2015-05-13",5.53
"280","2015-05-14",5.59
"281","2015-05-15",5.52
"282","2015-05-18",5.55
"283","2015-05-19",5.56
"284","2015-05-20",5.44
"285","2015-05-21",5.46
"286","2015-05-22",5.45
"287","2015-05-26",5.39
"288","2015-05-27",5.22
"289","2015-05-28",5.28
"290","2015-05-29",5.09
"291","2015-06-01",5.14
"292","2015-06-02",5.1
"293","2015-06-03",5.21
"294","2015-06-04",5.22
"295","2015-06-05",5.57
"296","2015-06-08",5.74
"297","2015-06-09",5.67
"298","2015-06-10",5.67
"299","2015-06-11",5.6
"300","2015-06-12",5.71
"301","2015-06-15",5.75
"302","2015-06-16",5.68
"303","2015-06-17",5.82
"304","2015-06-18",5.88
"305","2015-06-19",5.96
"306","2015-06-22",6.09
"307","2015-06-23",5.805
"308","2015-06-24",5.49
"309","2015-06-25",5.49
"310","2015-06-26",5.45
"311","2015-06-29",5.04
"312","2015-06-30",5.23
"313","2015-07-01",5.31
"314","2015-07-02",5.51
"315","2015-07-06",5.52
"316","2015-07-07",5.33
"317","2015-07-08",5.22
"318","2015-07-09",5.26
"319","2015-07-10",5.47
"320","2015-07-13",5.44
"321","2015-07-14",5.49
"322","2015-07-15",5.38
"323","2015-07-16",5.48
"324","2015-07-17",5.59
"325","2015-07-20",5.37
"326","2015-07-21",5.48
"327","2015-07-22",5.54
"328","2015-07-23",5.46
"329","2015-07-24",5.41
"330","2015-07-27",5.17
"331","2015-07-28",5.11
"332","2015-07-29",4.61
"333","2015-07-30",4.39
"334","2015-07-31",4.71
"335","2015-08-03",4.93
"336","2015-08-04",4.93
"337","2015-08-05",4.79
"338","2015-08-06",4.46
"339","2015-08-07",4.45
"340","2015-08-10",4.56
"341","2015-08-11",4.44
"342","2015-08-12",4.5
"343","2015-08-13",4.49
"344","2015-08-14",4.46
"345","2015-08-17",4.45
"346","2015-08-18",4.19
"347","2015-08-19",4.24
"348","2015-08-20",4.1
"349","2015-08-21",4.11
"350","2015-08-24",4.14
"351","2015-08-25",4.15
"352","2015-08-26",4.05
"353","2015-08-27",4.17
"354","2015-08-28",4.03
"355","2015-08-31",3.93
"356","2015-09-01",3.89
"357","2015-09-02",3.85
"358","2015-09-03",3.8
"359","2015-09-04",3.73
"360","2015-09-08",3.7
"361","2015-09-09",3.75
"362","2015-09-10",3.73
"363","2015-09-11",3.73
"364","2015-09-14",3.79
"365","2015-09-15",3.9
"366","2015-09-16",4.06
"367","2015-09-17",4.14
"368","2015-09-18",4.1
"369","2015-09-21",4.08
"370","2015-09-22",3.97
"371","2015-09-23",3.99
"372","2015-09-24",3.98
"373","2015-09-25",3.85
"374","2015-09-28",3.9
"375","2015-09-29",3.7
"376","2015-09-30",3.7
"377","2015-10-01",3.58
"378","2015-10-02",3.7
"379","2015-10-05",3.76
"380","2015-10-06",3.78
"381","2015-10-07",3.83
"382","2015-10-08",3.85
"383","2015-10-09",4.03
"384","2015-10-12",3.84
"385","2015-10-13",3.9
"386","2015-10-14",3.83
"387","2015-10-15",4
"388","2015-10-16",3.98
"389","2015-10-19",4.1
"390","2015-10-20",4.25
"391","2015-10-21",4.18
"392","2015-10-22",4.21
"393","2015-10-23",4.3
"394","2015-10-26",4.07
"395","2015-10-27",3.98
"396","2015-10-28",4.18
"397","2015-10-29",4.1
"398","2015-10-30",4.33
"399","2015-11-02",4.42
"400","2015-11-03",4.59
"401","2015-11-04",5.54
"402","2015-11-05",5.89
"403","2015-11-06",5.92
"404","2015-11-09",5.6
"405","2015-11-10",5.6
"406","2015-11-11",5.52
"407","2015-11-12",5.61
"408","2015-11-13",5.51
"409","2015-11-16",5.67
"410","2015-11-17",5.68
"411","2015-11-18",5.69
"412","2015-11-19",5.85
"413","2015-11-20",6.04
"414","2015-11-23",6.37
"415","2015-11-24",6.52
"416","2015-11-25",6.59
"417","2015-11-27",6.6
"418","2015-11-30",6.65
"419","2015-12-01",6.79
"420","2015-12-02",6.65
"421","2015-12-03",6.55
"422","2015-12-04",6.65
"423","2015-12-07",6.68
"424","2015-12-08",6.64
"425","2015-12-09",7.12
"426","2015-12-10",7.38
"427","2015-12-11",7.57
"428","2015-12-14",7.53
"429","2015-12-15",7.44
"430","2015-12-16",7.54
"431","2015-12-17",7.61
"432","2015-12-18",7.77
"433","2015-12-21",7.89
"434","2015-12-22",7.93
"435","2015-12-23",7.96
"436","2015-12-24",8.24
"437","2015-12-28",8.68
"438","2015-12-29",8.95
"439","2015-12-30",8.58
"440","2015-12-31",8.7
"441","2016-01-04",8.25
"442","2016-01-05",8.52
"443","2016-01-06",8.41
"444","2016-01-07",8.04
"445","2016-01-08",8.02
"446","2016-01-11",8.01
"447","2016-01-12",8.34
"448","2016-01-13",7.8
"449","2016-01-14",7.52
"450","2016-01-15",7.38
"451","2016-01-19",7.12
"452","2016-01-20",7.2
"453","2016-01-21",7.25
"454","2016-01-22",7.56
"455","2016-01-25",7.37
"456","2016-01-26",7.56
"457","2016-01-27",7.65
"458","2016-01-28",8.04
"459","2016-01-29",8.33
"460","2016-02-01",8.41
"461","2016-02-02",8.29
"462","2016-02-03",8.24
"463","2016-02-04",8.71
"464","2016-02-05",7.06
"465","2016-02-08",6.66
"466","2016-02-09",6.9
"467","2016-02-10",6.41
"468","2016-02-11",6.3
"469","2016-02-12",6.2
"470","2016-02-16",6.41
"471","2016-02-17",7.07
"472","2016-02-18",7
"473","2016-02-19",7.35
"474","2016-02-22",7.6
"475","2016-02-23",7.35
"476","2016-02-24",7.88
"477","2016-02-25",7.88
"478","2016-02-26",7.66
"479","2016-02-29",8.05
"480","2016-03-01",8.27
"481","2016-03-02",8.32
"482","2016-03-03",8.19
"483","2016-03-04",8.17
"484","2016-03-07",8.24
"485","2016-03-08",8.2
"486","2016-03-09",8.13
"487","2016-03-10",7.78
"488","2016-03-11",7.77
"489","2016-03-14",7.98
"490","2016-03-15",7.8
"491","2016-03-16",7.84
"492","2016-03-17",7.73
"493","2016-03-18",7.8
"494","2016-03-21",8.34
"495","2016-03-22",8.59
"496","2016-03-23",8.62
"497","2016-03-24",8.99
"498","2016-03-28",9.34
"499","2016-03-29",9.55
"500","2016-03-30",9.09
"501","2016-03-31",8.89
"502","2016-04-01",9
"503","2016-04-04",8.79
"504","2016-04-05",8.45
"505","2016-04-06",8.69
"506","2016-04-07",8.46
"507","2016-04-08",8.39
"508","2016-04-11",8.47
"509","2016-04-12",8.4
"510","2016-04-13",8.57
"511","2016-04-14",8.93
"512","2016-04-15",8.67
"513","2016-04-18",9.14
"514","2016-04-19",9.03
"515","2016-04-20",9.13
"516","2016-04-21",9.13
"517","2016-04-22",9
"518","2016-04-25",9.03
"519","2016-04-26",9.09
"520","2016-04-27",9.05
"521","2016-04-28",9.15
"522","2016-04-29",9.25
"523","2016-05-02",9.7
"524","2016-05-03",9.59
"525","2016-05-04",9.52
"526","2016-05-05",9.59
"527","2016-05-06",9.48
"528","2016-05-09",9.85
"529","2016-05-10",9.9
"530","2016-05-11",10.19
"531","2016-05-12",9.24
"532","2016-05-13",9.1
"533","2016-05-16",8.94
"534","2016-05-17",8.62
"535","2016-05-18",10
"536","2016-05-19",9.67
"537","2016-05-20",9.79
"538","2016-05-23",9.72
"539","2016-05-24",9.77
"540","2016-05-25",9.9
"541","2016-05-26",10.3
"542","2016-05-27",10.26
"543","2016-05-31",10.19
"544","2016-06-01",10.92
"545","2016-06-02",11.23
"546","2016-06-03",11.52
"547","2016-06-06",11.8
"548","2016-06-07",11.88
"549","2016-06-08",12
"550","2016-06-09",12.52
"551","2016-06-10",12.26
"552","2016-06-13",12.58
"553","2016-06-14",12.93
"554","2016-06-15",12.22
"555","2016-06-16",11.92
"556","2016-06-17",11.83
"557","2016-06-20",11.55
"558","2016-06-21",11.53
"559","2016-06-22",11.39
"560","2016-06-23",11.88
"561","2016-06-24",11.58
"562","2016-06-27",11.2
"563","2016-06-28",11.51
"564","2016-06-29",11.62
"565","2016-06-30",11.9
"566","2016-07-01",11.87
"567","2016-07-05",11.78
"568","2016-07-06",11.84
"569","2016-07-07",11.86
"570","2016-07-08",12
"571","2016-07-11",12.11
"572","2016-07-12",12.33
"573","2016-07-13",12.26
"574","2016-07-14",12.14
"575","2016-07-15",12.1
"576","2016-07-18",12.12
"577","2016-07-19",12.12
"578","2016-07-20",12.18
"579","2016-07-21",12.08
"580","2016-07-22",12.07
"581","2016-07-25",12.32
"582","2016-07-26",12.52
"583","2016-07-27",12.55
"584","2016-07-28",12.48
"585","2016-07-29",12.61
"586","2016-08-01",12.59
"587","2016-08-02",12.65
"588","2016-08-03",12.44
"589","2016-08-04",12.8
"590","2016-08-05",13.83
"591","2016-08-08",13.6
"592","2016-08-09",13.56
"593","2016-08-10",13.36
"594","2016-08-11",13.36
"595","2016-08-12",13.31
"596","2016-08-15",13.79
"597","2016-08-16",13.6
"598","2016-08-17",13.61
"599","2016-08-18",13.67
"600","2016-08-19",14.09
"601","2016-08-22",14.2
"602","2016-08-23",14.82
"603","2016-08-24",14.72
"604","2016-08-25",14.65
"605","2016-08-26",14.9
"606","2016-08-29",14.69
"607","2016-08-30",14.5
"608","2016-08-31",14.99
"609","2016-09-01",15.56
"610","2016-09-02",15.87
"611","2016-09-06",15.51
"612","2016-09-07",15.42
"613","2016-09-08",14.93
"614","2016-09-09",14.16
"615","2016-09-12",14.55
"616","2016-09-13",14.2
"617","2016-09-14",14.33
"618","2016-09-15",14.5
"619","2016-09-16",14.54
"620","2016-09-19",14.37
"621","2016-09-20",14.16
"622","2016-09-21",14.46
"623","2016-09-22",14.73
"624","2016-09-23",14.7
"625","2016-09-26",14.84
"626","2016-09-27",15.14
"627","2016-09-28",15.45
"628","2016-09-29",15.44
"629","2016-09-30",15.68
"630","2016-10-03",15.87
"631","2016-10-04",15.94
"632","2016-10-05",15.38
"633","2016-10-06",15.27
"634","2016-10-07",15
"635","2016-10-10",15.32
"636","2016-10-11",15.15
"637","2016-10-12",14.71
"638","2016-10-13",14.3
"639","2016-10-14",14.13
"640","2016-10-17",14.09
"641","2016-10-18",14.02
"642","2016-10-19",14.01
"643","2016-10-20",14.25
"644","2016-10-21",14.15
"645","2016-10-24",14.82
"646","2016-10-25",14.38
"647","2016-10-26",14
"648","2016-10-27",13.93
"649","2016-10-28",13.83
"650","2016-10-31",14.32
"651","2016-11-01",14.24
"652","2016-11-02",13.91
"653","2016-11-03",13.26
"654","2016-11-04",13.7
"655","2016-11-07",14.12
"656","2016-11-08",13.97
"657","2016-11-09",13.79
"658","2016-11-10",13.63
"659","2016-11-11",14.59
"660","2016-11-14",14.39
"661","2016-11-15",15.21
"662","2016-11-16",14.99
"663","2016-11-17",15.09
"664","2016-11-18",15.35
"665","2016-11-21",15.41
"666","2016-11-22",15.45
"667","2016-11-23",15.74
"668","2016-11-25",15.68
"669","2016-11-28",15.57
"670","2016-11-29",15.87
"671","2016-11-30",15.83
"672","2016-12-01",15.005
"673","2016-12-02",14.07
"674","2016-12-05",13.96
"675","2016-12-06",13.69
"676","2016-12-07",13.64
"677","2016-12-08",13.66
"678","2016-12-09",12.95
"679","2016-12-12",12.87
"680","2016-12-13",13.5
"681","2016-12-14",13.46
"682","2016-12-15",13.81
"683","2016-12-16",13.77
"684","2016-12-19",13.94
"685","2016-12-20",14.22
"686","2016-12-21",13.95
"687","2016-12-22",13.93
"688","2016-12-23",14.17
"689","2016-12-27",14.4
"690","2016-12-28",14.03
"691","2016-12-29",14.22
"692","2016-12-30",14.19
"693","2017-01-03",14.19
"694","2017-01-04",14.2
"695","2017-01-05",14.34
"696","2017-01-06",14.78
"697","2017-01-09",15.64
"698","2017-01-10",16.200001
"699","2017-01-11",16.5
"700","2017-01-12",15.91
"701","2017-01-13",16.83
"702","2017-01-17",16.219999
"703","2017-01-18",16.42
"704","2017-01-19",16.290001
"705","2017-01-20",16.389999
"706","2017-01-23",16.309999
"707","2017-01-24",16.18
"708","2017-01-25",16.129999
"709","2017-01-26",15.94
"710","2017-01-27",16.129999
"711","2017-01-30",15.64
"712","2017-01-31",15.46
"713","2017-02-01",15.56
"714","2017-02-02",15.76
"715","2017-02-03",16.110001
"716","2017-02-06",16.01
"717","2017-02-07",16.110001
"718","2017-02-08",15.6
"719","2017-02-09",16.01
"720","2017-02-10",16.24
"721","2017-02-13",16.309999
"722","2017-02-14",16.33
"723","2017-02-15",16.799999
"724","2017-02-16",16.860001
"725","2017-02-17",16.58
"726","2017-02-21",16.48
"727","2017-02-22",16.549999
"728","2017-02-23",16.25
"729","2017-02-24",16.360001
"730","2017-02-27",16.389999
"731","2017-02-28",15.91
"732","2017-03-01",16.360001
"733","2017-03-02",16.299999
"734","2017-03-03",16.41
"735","2017-03-06",16.379999
"736","2017-03-07",16.5
"737","2017-03-08",16.370001
"738","2017-03-09",16.43
"739","2017-03-10",16.33
"740","2017-03-13",16.32
"741","2017-03-14",16.42
"742","2017-03-15",16.41
"743","2017-03-16",16.83
"744","2017-03-17",18.02
"745","2017-03-20",18.389999
"746","2017-03-21",18.43
"747","2017-03-22",17.889999
"748","2017-03-23",18.1
"749","2017-03-24",18.52
"750","2017-03-27",18.65
"751","2017-03-28",18.43
"752","2017-03-29",17.51
"753","2017-03-30",16.16
"754","2017-03-31",16.459999
"755","2017-04-03",16.83
"756","2017-04-04",16.780001
"757","2017-04-05",17.01
"758","2017-04-06",17.379999
"759","2017-04-07",17.139999
"760","2017-04-10",16.9
"761","2017-04-11",16.59
"762","2017-04-12",16.43
"763","2017-04-13",16.459999
"764","2017-04-17",16.6
"765","2017-04-18",16.84
"766","2017-04-19",17.33
"767","2017-04-20",17.530001
"768","2017-04-21",17.629999
"769","2017-04-24",18.08
"770","2017-04-25",18.32
"771","2017-04-26",17.889999
"772","2017-04-27",18.190001
"773","2017-04-28",18.245001
"774","2017-05-01",18.76
"775","2017-05-02",18.99
"776","2017-05-03",18
"777","2017-05-04",20.93
"778","2017-05-05",20.57
"779","2017-05-08",20.530001
"780","2017-05-09",20.52
"781","2017-05-10",20.99
"782","2017-05-11",22.040001
"783","2017-05-12",21.879999
"784","2017-05-15",21.799999
"785","2017-05-16",21.84
"786","2017-05-17",20.860001
"787","2017-05-18",21.24
"788","2017-05-19",21.58
"789","2017-05-22",21.85
"790","2017-05-23",21.379999
"791","2017-05-24",21.549999
"792","2017-05-25",21.84
"793","2017-05-26",21.780001
"794","2017-05-30",22.23
"795","2017-05-31",22.469999
"796","2017-06-01",23.52
"797","2017-06-02",24.32
"798","2017-06-05",24.309999
"799","2017-06-06",24.23
"800","2017-06-07",24.129999
"801","2017-06-08",24.35
"802","2017-06-09",21.57
"803","2017-06-12",21.09
"804","2017-06-13",21.1
"805","2017-06-14",21.76
"806","2017-06-15",22.129999
"807","2017-06-16",23.1
"808","2017-06-19",23.07
"809","2017-06-20",22.41
"810","2017-06-21",22.290001
"811","2017-06-22",22.73
"812","2017-06-23",23.09
"813","2017-06-26",22.610001
"814","2017-06-27",21.969999
"815","2017-06-28",22.33
"816","2017-06-29",21.139999
"817","2017-06-30",21.52
"818","2017-07-03",21.219999
"819","2017-07-05",21.57
"820","2017-07-06",21.219999
"821","2017-07-07",21.65
"822","2017-07-10",21.68
"823","2017-07-11",21.610001
"824","2017-07-12",22.51
"825","2017-07-13",21.83
"826","2017-07-14",21.82
"827","2017-07-17",21.969999
"828","2017-07-18",22.049999
"829","2017-07-19",22.52
"830","2017-07-20",22.43
"831","2017-07-21",22.459999
"832","2017-07-24",22.440001
"833","2017-07-25",22.34
"834","2017-07-26",22.639999
"835","2017-07-27",22.049999
"836","2017-07-28",22.23
"837","2017-07-31",22.059999
"838","2017-08-01",22.200001
"839","2017-08-02",21.389999
"840","2017-08-03",21.379999
"841","2017-08-04",21.120001
"842","2017-08-07",21.165001
"843","2017-08-08",20.969999
"844","2017-08-09",21.879999
"845","2017-08-10",20.5
"846","2017-08-11",20.84
"847","2017-08-14",21.15
"848","2017-08-15",20.969999
"849","2017-08-16",20.6
"850","2017-08-17",19.93
"851","2017-08-18",20.42
"852","2017-08-21",20.379999
"853","2017-08-22",21.209999
"854","2017-08-23",21.780001
"855","2017-08-24",21.01
"856","2017-08-25",20.76
"857","2017-08-28",20.75
"858","2017-08-29",20.98
"859","2017-08-30",21.6
"860","2017-08-31",21.5
"861","2017-09-01",21.139999
"862","2017-09-05",21.450001
"863","2017-09-06",21.24
"864","2017-09-07",21.690001
"865","2017-09-08",21.530001
"866","2017-09-11",21.91
"867","2017-09-12",21.700001
"868","2017-09-13",21.809999
"869","2017-09-14",22.540001
"870","2017-09-15",22.139999
"871","2017-09-18",21.860001
"872","2017-09-19",22.17
"873","2017-09-20",22.030001
"874","2017-09-21",22.01
"875","2017-09-22",22.41
"876","2017-09-25",22.01
"877","2017-09-26",21.49
"878","2017-09-27",23.040001
"879","2017-09-28",23.41
"880","2017-09-29",23.9
"881","2017-10-02",24.719999
"882","2017-10-03",25.110001
"883","2017-10-04",25.280001
"884","2017-10-05",25.27
"885","2017-10-06",25.540001
"886","2017-10-09",25.540001
"887","2017-10-10",25.43
"888","2017-10-11",25.299999
"889","2017-10-12",25.120001
"890","2017-10-13",25.049999
"891","2017-10-16",24.540001
"892","2017-10-17",24.440001
"893","2017-10-18",24.85
"894","2017-10-19",24.9
"895","2017-10-20",24.780001
"896","2017-10-23",24.59
"897","2017-10-24",24.530001
"898","2017-10-25",24.26
"899","2017-10-26",24.389999
"900","2017-10-27",24.860001
"901","2017-10-30",24.76
"902","2017-10-31",25.23
"903","2017-11-01",24.889999
"904","2017-11-02",25.120001
"905","2017-11-03",25.219999
"906","2017-11-06",25.540001
"907","2017-11-07",25.540001
"908","2017-11-08",25.469999
"909","2017-11-09",25.82
"910","2017-11-10",25.32
"911","2017-11-13",25.370001
"912","2017-11-14",25.309999
"913","2017-11-15",25.040001
"914","2017-11-16",24.889999
"915","2017-11-17",24.799999
"916","2017-11-20",24.99
"917","2017-11-21",24.67
"918","2017-11-22",24.459999
"919","2017-11-24",24.809999
"920","2017-11-27",24.5
"921","2017-11-28",25.16
"922","2017-11-29",24.32
"923","2017-11-30",24.51
"924","2017-12-01",24.15
"925","2017-12-04",23.08
"926","2017-12-05",22.959999
"927","2017-12-06",22.73
"928","2017-12-07",23.549999
"929","2017-12-08",23.459999
"930","2017-12-11",23.4
"931","2017-12-12",23.26
"932","2017-12-13",23.32
"933","2017-12-14",23.26
"934","2017-12-15",24.309999
"935","2017-12-18",24.6
"936","2017-12-19",24.450001
"937","2017-12-20",24.469999
"938","2017-12-21",24.559999
"939","2017-12-22",24.549999
"940","2017-12-26",24.68
"941","2017-12-27",24.65
"942","2017-12-28",25.08
"943","2017-12-29",24.879999
"944","2018-01-02",23.950001
"945","2018-01-03",24.08
"946","2018-01-04",24.1
"947","2018-01-05",24.1
"948","2018-01-08",22.879999
"949","2018-01-09",23.110001
"950","2018-01-10",23
"951","2018-01-11",23.18
"952","2018-01-12",24
"953","2018-01-16",23.33
"954","2018-01-17",23.219999
"955","2018-01-18",23.809999
"956","2018-01-19",24.360001
"957","2018-01-22",24.58
"958","2018-01-23",25.639999
"959","2018-01-24",25.74
"960","2018-01-25",25.75
"961","2018-01-26",26.540001
"962","2018-01-29",25.719999
"963","2018-01-30",25.620001
"964","2018-01-31",26.01
"965","2018-02-01",25.9
"966","2018-02-02",25.209999
"967","2018-02-05",24.139999
"968","2018-02-06",24.59
"969","2018-02-07",24.610001
"970","2018-02-08",24.42
"971","2018-02-09",24.84
"972","2018-02-12",24.950001
"973","2018-02-13",25.5
"974","2018-02-14",26.094999
"975","2018-02-15",27.09
"976","2018-02-16",26.780001
"977","2018-02-20",26.84
"978","2018-02-21",26.969999
"979","2018-02-22",30.41
"980","2018-02-23",29.700001
"981","2018-02-26",29.889999
"982","2018-02-27",29.690001
"983","2018-02-28",30.360001
"984","2018-03-01",30.34
"985","2018-03-02",31.379999
"986","2018-03-05",30.629999
"987","2018-03-06",31.24
"988","2018-03-07",31.41
"989","2018-03-08",32.07
"990","2018-03-09",31.360001
"991","2018-03-12",31.450001
