"","date","PETQ"
"1","2017-07-21",23.32
"2","2017-07-24",22.200001
"3","2017-07-25",21.879999
"4","2017-07-26",23.639999
"5","2017-07-27",22.4
"6","2017-07-28",23.49
"7","2017-07-31",23.280001
"8","2017-08-01",23.629999
"9","2017-08-02",23.129999
"10","2017-08-03",23.32
"11","2017-08-04",22.690001
"12","2017-08-07",23.700001
"13","2017-08-08",23.809999
"14","2017-08-09",23.280001
"15","2017-08-10",22.15
"16","2017-08-11",22.26
"17","2017-08-14",22.870001
"18","2017-08-15",22.719999
"19","2017-08-16",22.219999
"20","2017-08-17",21.040001
"21","2017-08-18",22.6
"22","2017-08-21",23.280001
"23","2017-08-22",24.040001
"24","2017-08-23",25.74
"25","2017-08-24",26.25
"26","2017-08-25",26.15
"27","2017-08-28",25.02
"28","2017-08-29",24.959999
"29","2017-08-30",24.83
"30","2017-08-31",25.059999
"31","2017-09-01",25.34
"32","2017-09-05",26.700001
"33","2017-09-06",25.84
"34","2017-09-07",25.41
"35","2017-09-08",25.299999
"36","2017-09-11",24.959999
"37","2017-09-12",25.25
"38","2017-09-13",25.690001
"39","2017-09-14",25.309999
"40","2017-09-15",24.68
"41","2017-09-18",23.26
"42","2017-09-19",22.809999
"43","2017-09-20",23.9
"44","2017-09-21",23.700001
"45","2017-09-22",25.309999
"46","2017-09-25",25.110001
"47","2017-09-26",25.26
"48","2017-09-27",26.690001
"49","2017-09-28",26.290001
"50","2017-09-29",27.08
"51","2017-10-02",27.27
"52","2017-10-03",26
"53","2017-10-04",26.5
"54","2017-10-05",26.08
"55","2017-10-06",25.629999
"56","2017-10-09",24.9
"57","2017-10-10",25.700001
"58","2017-10-11",24.959999
"59","2017-10-12",24.99
"60","2017-10-13",24.530001
"61","2017-10-16",24.58
"62","2017-10-17",24.709999
"63","2017-10-18",25.280001
"64","2017-10-19",25.49
"65","2017-10-20",25.76
"66","2017-10-23",25.27
"67","2017-10-24",25.93
"68","2017-10-25",24.799999
"69","2017-10-26",24.030001
"70","2017-10-27",24.040001
"71","2017-10-30",24.219999
"72","2017-10-31",24.059999
"73","2017-11-01",24.049999
"74","2017-11-02",24.360001
"75","2017-11-03",24.99
"76","2017-11-06",25.709999
"77","2017-11-07",24.540001
"78","2017-11-08",25.120001
"79","2017-11-09",22.49
"80","2017-11-10",19.700001
"81","2017-11-13",18.040001
"82","2017-11-14",19.209999
"83","2017-11-15",20.07
"84","2017-11-16",20.98
"85","2017-11-17",20.290001
"86","2017-11-20",22.200001
"87","2017-11-21",21.98
"88","2017-11-22",22.200001
"89","2017-11-24",22.1
"90","2017-11-27",22.18
"91","2017-11-28",22.049999
"92","2017-11-29",22.15
"93","2017-11-30",22.18
"94","2017-12-01",20.34
"95","2017-12-04",21.629999
"96","2017-12-05",21.35
"97","2017-12-06",21.02
"98","2017-12-07",20.92
"99","2017-12-08",20.440001
"100","2017-12-11",21.43
"101","2017-12-12",20.950001
"102","2017-12-13",21.940001
"103","2017-12-14",21.02
"104","2017-12-15",22.01
"105","2017-12-18",21.469999
"106","2017-12-19",21.27
"107","2017-12-20",21.85
"108","2017-12-21",22.459999
"109","2017-12-22",22.35
"110","2017-12-26",22.49
"111","2017-12-27",22.23
"112","2017-12-28",22.200001
"113","2017-12-29",21.84
"114","2018-01-02",22.120001
"115","2018-01-03",21.49
"116","2018-01-04",21.65
"117","2018-01-05",21.370001
"118","2018-01-08",21.879999
"119","2018-01-09",22.17
"120","2018-01-10",22.610001
"121","2018-01-11",22.559999
"122","2018-01-12",23.5
"123","2018-01-16",23.299999
"124","2018-01-17",24.290001
"125","2018-01-18",24.49
"126","2018-01-19",25.08
"127","2018-01-22",25.610001
"128","2018-01-23",25.23
"129","2018-01-24",24.51
"130","2018-01-25",24.59
"131","2018-01-26",24.110001
"132","2018-01-29",24.530001
"133","2018-01-30",24.450001
"134","2018-01-31",24
"135","2018-02-01",23.110001
"136","2018-02-02",22.700001
"137","2018-02-05",22.67
"138","2018-02-06",22.68
"139","2018-02-07",22.77
"140","2018-02-08",21.860001
"141","2018-02-09",22.110001
"142","2018-02-12",22.219999
"143","2018-02-13",22.23
"144","2018-02-14",22.01
"145","2018-02-15",22.709999
"146","2018-02-16",22.91
"147","2018-02-20",21.74
"148","2018-02-21",21.73
"149","2018-02-22",21.92
"150","2018-02-23",21.889999
"151","2018-02-26",22.5
"152","2018-02-27",21.959999
"153","2018-02-28",21.9
"154","2018-03-01",22.32
"155","2018-03-02",22.35
"156","2018-03-05",22.51
"157","2018-03-06",22.309999
"158","2018-03-07",22.700001
"159","2018-03-08",22.809999
"160","2018-03-09",22.690001
"161","2018-03-12",22.93
"162","2018-03-13",22.809999
"163","2018-03-14",25
"164","2018-03-15",24.969999
"165","2018-03-16",26.059999
"166","2018-03-19",25.91
"167","2018-03-20",25.85
"168","2018-03-21",25.059999
"169","2018-03-22",25.02
"170","2018-03-23",25.52
"171","2018-03-26",25.290001
"172","2018-03-27",25.32
"173","2018-03-28",26.280001
"174","2018-03-29",26.6
"175","2018-04-02",26.67
"176","2018-04-03",25.305
"177","2018-04-04",24.84
"178","2018-04-05",24.1
"179","2018-04-06",23.23
"180","2018-04-09",23.16
"181","2018-04-10",21.959999
"182","2018-04-11",21.299999
"183","2018-04-12",21.450001
"184","2018-04-13",22.41
"185","2018-04-16",22.92
"186","2018-04-17",23.15
"187","2018-04-18",23.15
"188","2018-04-19",22.700001
"189","2018-04-20",23.01
"190","2018-04-23",23.190001
"191","2018-04-24",22.65
"192","2018-04-25",22.530001
"193","2018-04-26",22.82
"194","2018-04-27",22.68
"195","2018-04-30",22.35
"196","2018-05-01",21.5
"197","2018-05-02",19.940001
"198","2018-05-03",18.780001
"199","2018-05-04",18.76
"200","2018-05-07",18.969999
"201","2018-05-08",19.16
"202","2018-05-09",19.08
"203","2018-05-10",18.690001
"204","2018-05-11",19.379999
"205","2018-05-14",19.629999
"206","2018-05-15",19.34
"207","2018-05-16",20.26
"208","2018-05-17",18.25
"209","2018-05-18",18.17
"210","2018-05-21",17.91
"211","2018-05-22",18.75
"212","2018-05-23",19.540001
"213","2018-05-24",20.290001
"214","2018-05-25",20.76
"215","2018-05-29",20.219999
"216","2018-05-30",19.309999
"217","2018-05-31",19.15
"218","2018-06-01",19.58
"219","2018-06-04",20.190001
"220","2018-06-05",20.25
"221","2018-06-06",20.440001
"222","2018-06-07",20.57
"223","2018-06-08",20.870001
"224","2018-06-11",21.139999
"225","2018-06-12",21.42
"226","2018-06-13",21.9
"227","2018-06-14",22.1
"228","2018-06-15",22.82
"229","2018-06-18",22.66
"230","2018-06-19",23.290001
"231","2018-06-20",24.18
"232","2018-06-21",23.959999
"233","2018-06-22",24.120001
"234","2018-06-25",24.82
"235","2018-06-26",24.860001
"236","2018-06-27",25.52
"237","2018-06-28",26.049999
"238","2018-06-29",26.860001
"239","2018-07-02",27.5
"240","2018-07-03",26.65
"241","2018-07-05",27.34
"242","2018-07-06",27.860001
"243","2018-07-09",28.07
"244","2018-07-10",28.299999
"245","2018-07-11",26.450001
"246","2018-07-12",26.809999
"247","2018-07-13",25.67
"248","2018-07-16",25.950001
"249","2018-07-17",26.049999
"250","2018-07-18",25.83
"251","2018-07-19",26.379999
"252","2018-07-20",26.73
"253","2018-07-23",27.18
"254","2018-07-24",27.889999
"255","2018-07-25",27.98
"256","2018-07-26",28.4
"257","2018-07-27",27.5
"258","2018-07-30",27.24
"259","2018-07-31",27.4
"260","2018-08-01",27.549999
"261","2018-08-02",27.709999
"262","2018-08-03",27.459999
"263","2018-08-06",26.85
"264","2018-08-07",27.18
"265","2018-08-08",27.299999
"266","2018-08-09",27.200001
"267","2018-08-10",27.120001
"268","2018-08-13",27.24
"269","2018-08-14",28.280001
"270","2018-08-15",31.25
"271","2018-08-16",35.029999
"272","2018-08-17",34.509998
"273","2018-08-20",37.66
"274","2018-08-21",36.790001
"275","2018-08-22",39.07
"276","2018-08-23",39.939999
"277","2018-08-24",37.509998
"278","2018-08-27",37.459999
"279","2018-08-28",37.959999
"280","2018-08-29",36.950001
"281","2018-08-30",37.93
"282","2018-08-31",39.16
"283","2018-09-04",41.560001
"284","2018-09-05",39.669998
"285","2018-09-06",39.970001
"286","2018-09-07",38.650002
"287","2018-09-10",39.099998
"288","2018-09-11",39.77
"289","2018-09-12",41.93
"290","2018-09-13",42.360001
"291","2018-09-14",41.200001
"292","2018-09-17",42.07
"293","2018-09-18",41.77
"294","2018-09-19",39.950001
"295","2018-09-20",41.209999
"296","2018-09-21",41.610001
"297","2018-09-24",41.080002
"298","2018-09-25",41.040001
"299","2018-09-26",40.77
"300","2018-09-27",39.009998
"301","2018-09-28",39.310001
"302","2018-10-01",37.490002
"303","2018-10-02",35.959999
"304","2018-10-03",36.279999
"305","2018-10-04",34.259998
"306","2018-10-05",34.490002
"307","2018-10-08",34.310001
"308","2018-10-09",34.799999
"309","2018-10-10",34.16
"310","2018-10-11",33.93
"311","2018-10-12",34.049999
"312","2018-10-15",34.169998
"313","2018-10-16",35.630001
"314","2018-10-17",34.5
"315","2018-10-18",33.68
"316","2018-10-19",33.540001
"317","2018-10-22",33.459999
"318","2018-10-23",33.869999
"319","2018-10-24",32.939999
"320","2018-10-25",32.57
"321","2018-10-26",32.049999
"322","2018-10-29",32.310001
"323","2018-10-30",29.91
"324","2018-10-31",31.66
"325","2018-11-01",33.16
"326","2018-11-02",32.139999
"327","2018-11-05",30.959999
"328","2018-11-06",31.940001
"329","2018-11-07",33.93
"330","2018-11-08",34.139999
"331","2018-11-09",34.040001
"332","2018-11-12",33.040001
"333","2018-11-13",31.27
"334","2018-11-14",28.67
"335","2018-11-15",28.690001
"336","2018-11-16",27.440001
"337","2018-11-19",27.42
"338","2018-11-20",28.530001
"339","2018-11-21",29.450001
"340","2018-11-23",29.559999
"341","2018-11-26",30.040001
"342","2018-11-27",29.299999
"343","2018-11-28",30.559999
"344","2018-11-29",30.540001
"345","2018-11-30",31.200001
"346","2018-12-03",31.610001
"347","2018-12-04",31.610001
"348","2018-12-06",31.43
"349","2018-12-07",31.450001
"350","2018-12-10",29.379999
"351","2018-12-11",29.950001
"352","2018-12-12",30.450001
"353","2018-12-13",30.120001
"354","2018-12-14",29.85
"355","2018-12-17",28.82
"356","2018-12-18",25.32
"357","2018-12-19",25.379999
"358","2018-12-20",23.09
"359","2018-12-21",22.690001
"360","2018-12-24",21.6
"361","2018-12-26",23.889999
"362","2018-12-27",23.950001
"363","2018-12-28",23.559999
"364","2018-12-31",23.469999
"365","2019-01-02",23.719999
"366","2019-01-03",23.309999
"367","2019-01-04",24.639999
"368","2019-01-07",24.879999
"369","2019-01-08",25.34
"370","2019-01-09",25.379999
"371","2019-01-10",24.450001
"372","2019-01-11",25.290001
"373","2019-01-14",24.690001
"374","2019-01-15",27.76
"375","2019-01-16",27.84
"376","2019-01-17",28.049999
"377","2019-01-18",27.74
"378","2019-01-22",27.99
"379","2019-01-23",28.209999
"380","2019-01-24",28.299999
"381","2019-01-25",28.92
"382","2019-01-28",29.190001
"383","2019-01-29",29.049999
"384","2019-01-30",29.219999
"385","2019-01-31",30.42
"386","2019-02-01",29.950001
"387","2019-02-04",29.99
"388","2019-02-05",29.07
"389","2019-02-06",29.459999
"390","2019-02-07",27.98
"391","2019-02-08",27.84
"392","2019-02-11",28.780001
"393","2019-02-12",29.02
"394","2019-02-13",29.74
"395","2019-02-14",29.16
"396","2019-02-15",29.700001
"397","2019-02-19",29.59
"398","2019-02-20",30.790001
"399","2019-02-21",29.26
"400","2019-02-22",29.709999
"401","2019-02-25",30.65
"402","2019-02-26",30.85
"403","2019-02-27",30.09
"404","2019-02-28",30.110001
"405","2019-03-01",29.59
"406","2019-03-04",27.02
"407","2019-03-05",27
"408","2019-03-06",25.65
"409","2019-03-07",25.33
"410","2019-03-08",25.1
"411","2019-03-11",26.559999
"412","2019-03-12",26.219999
"413","2019-03-13",27.73
"414","2019-03-14",27.219999
"415","2019-03-15",27.940001
"416","2019-03-18",28.01
"417","2019-03-19",28.93
"418","2019-03-20",29.91
"419","2019-03-21",30.950001
"420","2019-03-22",29.48
"421","2019-03-25",29.639999
"422","2019-03-26",30.4
"423","2019-03-27",30.299999
"424","2019-03-28",30.950001
"425","2019-03-29",31.41
"426","2019-04-01",30.700001
"427","2019-04-02",31.129999
"428","2019-04-03",31.41
"429","2019-04-04",31.34
"430","2019-04-05",31.82
"431","2019-04-08",31.91
"432","2019-04-09",32.009998
"433","2019-04-10",31.18
"434","2019-04-11",30.780001
"435","2019-04-12",31.290001
"436","2019-04-15",31.559999
"437","2019-04-16",31.5
"438","2019-04-17",30.209999
"439","2019-04-18",30.59
"440","2019-04-22",30.200001
"441","2019-04-23",30.700001
"442","2019-04-24",31.02
"443","2019-04-25",30.9
"444","2019-04-26",31.73
"445","2019-04-29",30.469999
"446","2019-04-30",27.469999
"447","2019-05-01",24.790001
"448","2019-05-02",24.85
"449","2019-05-03",27.32
"450","2019-05-06",28.030001
"451","2019-05-07",28.450001
"452","2019-05-08",27.940001
"453","2019-05-09",28.469999
"454","2019-05-10",30
"455","2019-05-13",27.719999
"456","2019-05-14",27.82
"457","2019-05-15",29.370001
"458","2019-05-16",28.15
"459","2019-05-17",28.59
"460","2019-05-20",28.809999
"461","2019-05-21",29.57
"462","2019-05-22",28.67
"463","2019-05-23",27.450001
"464","2019-05-24",27.620001
"465","2019-05-28",26.76
"466","2019-05-29",26.790001
"467","2019-05-30",26.41
"468","2019-05-31",26.23
"469","2019-06-03",27.299999
"470","2019-06-04",27.799999
"471","2019-06-05",27.23
"472","2019-06-06",26.67
"473","2019-06-07",27.42
"474","2019-06-10",28.67
"475","2019-06-11",29.049999
"476","2019-06-12",29.41
"477","2019-06-13",29.1
"478","2019-06-14",29.690001
"479","2019-06-17",30.879999
"480","2019-06-18",31.91
"481","2019-06-19",32.869999
"482","2019-06-20",32.470001
"483","2019-06-21",31.889999
"484","2019-06-24",30.66
"485","2019-06-25",30.49
"486","2019-06-26",30.1
"487","2019-06-27",31.25
"488","2019-06-28",32.959999
"489","2019-07-01",33.75
"490","2019-07-02",34.119999
"491","2019-07-03",34.720001
"492","2019-07-05",34.959999
"493","2019-07-08",34.110001
"494","2019-07-09",34.139999
"495","2019-07-10",34.119999
"496","2019-07-11",34.119999
"497","2019-07-12",34.439999
"498","2019-07-15",35.240002
"499","2019-07-16",35.509998
"500","2019-07-17",35.75
"501","2019-07-18",35.52
"502","2019-07-19",36
"503","2019-07-22",35.669998
"504","2019-07-23",36.099998
"505","2019-07-24",36.029999
"506","2019-07-25",35.75
"507","2019-07-26",35.939999
"508","2019-07-29",34.48
"509","2019-07-30",34.02
"510","2019-07-31",34.240002
"511","2019-08-01",33.439999
"512","2019-08-02",32.529999
"513","2019-08-05",31.940001
"514","2019-08-06",31.68
"515","2019-08-07",32.27
"516","2019-08-08",32.77
"517","2019-08-09",34.75
"518","2019-08-12",33.77
"519","2019-08-13",33.759998
"520","2019-08-14",32.16
"521","2019-08-15",30.540001
"522","2019-08-16",32.16
"523","2019-08-19",32.630001
"524","2019-08-20",32.919998
"525","2019-08-21",31.950001
"526","2019-08-22",31.9
"527","2019-08-23",30.280001
"528","2019-08-26",31.85
"529","2019-08-27",31.27
"530","2019-08-28",31.32
"531","2019-08-29",31.379999
"532","2019-08-30",31.66
"533","2019-09-03",29.379999
"534","2019-09-04",28.25
"535","2019-09-05",29.379999
"536","2019-09-06",28.6
"537","2019-09-09",27.530001
"538","2019-09-10",27.700001
"539","2019-09-11",29.030001
"540","2019-09-12",27.01
"541","2019-09-13",26.610001
"542","2019-09-16",27.040001
"543","2019-09-17",25.559999
"544","2019-09-18",26.209999
"545","2019-09-19",25.870001
"546","2019-09-20",27.23
"547","2019-09-23",27.530001
"548","2019-09-24",26.65
"549","2019-09-25",27.049999
"550","2019-09-26",26.725
"551","2019-09-27",26.809999
"552","2019-09-30",27.26
"553","2019-10-01",26.309999
"554","2019-10-02",26.030001
"555","2019-10-03",27.309999
"556","2019-10-04",27.43
"557","2019-10-07",27.360001
"558","2019-10-08",27.02
"559","2019-10-09",26.639999
"560","2019-10-10",25.6
"561","2019-10-11",25.219999
"562","2019-10-14",26.43
"563","2019-10-15",27.559999
"564","2019-10-16",26.139999
"565","2019-10-17",25.700001
"566","2019-10-18",23.969999
"567","2019-10-21",25.889999
"568","2019-10-22",26.385
"569","2019-10-23",25.559999
"570","2019-10-24",25.059999
"571","2019-10-25",24.690001
"572","2019-10-28",25.200001
"573","2019-10-29",25.120001
"574","2019-10-30",24.99
"575","2019-10-31",24.719999
"576","2019-11-01",25.549999
"577","2019-11-04",26.01
"578","2019-11-05",26.440001
"579","2019-11-06",25.530001
"580","2019-11-07",26.200001
"581","2019-11-08",23.219999
"582","2019-11-11",22.73
"583","2019-11-12",22.41
"584","2019-11-13",23.969999
"585","2019-11-14",24.25
"586","2019-11-15",24.02
"587","2019-11-18",23.18
"588","2019-11-19",23.66
"589","2019-11-20",23.719999
"590","2019-11-21",23.77
"591","2019-11-22",22.92
"592","2019-11-25",23.09
"593","2019-11-26",22.24
"594","2019-11-27",22.469999
"595","2019-11-29",23
"596","2019-12-02",22.945
"597","2019-12-03",22.809999
"598","2019-12-04",22.790001
"599","2019-12-05",23.33
"600","2019-12-06",23.870001
