"","date","CUBA"
"139","2007-07-23",13.9
"140","2007-07-24",13.24
"141","2007-07-25",13.36
"142","2007-07-26",13.25
"143","2007-07-27",13.78
"144","2007-07-30",13.87
"145","2007-07-31",13.64
"146","2007-08-01",13.16
"147","2007-08-02",13.53
"148","2007-08-03",13.52
"149","2007-08-06",13.21
"150","2007-08-07",13.37
"151","2007-08-08",13.74
"152","2007-08-09",14.25
"153","2007-08-10",13.63
"154","2007-08-13",13.89
"155","2007-08-14",13.65
"156","2007-08-15",13.25
"157","2007-08-16",12.9
"158","2007-08-17",13.31
"159","2007-08-20",13.55
"160","2007-08-21",13.31
"161","2007-08-22",13.28
"162","2007-08-23",13.34
"163","2007-08-24",14.56
"164","2007-08-27",14.5
"165","2007-08-28",14.65
"166","2007-08-29",14.32
"167","2007-08-30",14.55
"168","2007-08-31",14.75
"169","2007-09-04",14.78
"170","2007-09-05",14.4
"171","2007-09-06",14.47
"172","2007-09-07",14.28
"173","2007-09-10",13.95
"174","2007-09-11",13.63
"175","2007-09-12",13.36
"176","2007-09-13",13.74
"177","2007-09-14",13.98
"178","2007-09-17",14.28
"179","2007-09-18",14.57
"180","2007-09-19",14.58
"181","2007-09-20",14.95
"182","2007-09-21",14.98
"183","2007-09-24",13.04
"184","2007-09-25",13.1
"185","2007-09-26",13.41
"186","2007-09-27",13.21
"187","2007-09-28",13.11
"188","2007-10-01",13.18
"189","2007-10-02",13.06
"190","2007-10-03",13.12
"191","2007-10-04",13.09
"192","2007-10-05",13.07
"193","2007-10-08",13.05
"194","2007-10-09",13
"195","2007-10-10",12.94
"196","2007-10-11",12.59
"197","2007-10-12",13.16
"198","2007-10-15",12.74
"199","2007-10-16",12.1
"200","2007-10-17",12
"201","2007-10-18",11.3
"202","2007-10-19",10.77
"203","2007-10-22",11.2
"204","2007-10-23",11.48
"205","2007-10-24",11.91
"206","2007-10-25",12.24
"207","2007-10-26",12.24
"208","2007-10-29",11.58
"209","2007-10-30",11.89
"210","2007-10-31",11.68
"211","2007-11-01",11.19
"212","2007-11-02",10.14
"213","2007-11-05",9.99
"214","2007-11-06",9.99
"215","2007-11-07",9.32
"216","2007-11-08",9.2
"217","2007-11-09",9.04
"218","2007-11-12",9.46
"219","2007-11-13",9.36
"220","2007-11-14",9.4
"221","2007-11-15",9.22
"222","2007-11-16",9.26
"223","2007-11-19",9.34
"224","2007-11-20",9.15
"225","2007-11-21",9.06
"226","2007-11-23",9.1
"227","2007-11-26",9.49
"228","2007-11-27",9.57
"229","2007-11-28",9.55
"230","2007-11-29",9.6
"231","2007-11-30",9.5
"232","2007-12-03",9.65
"233","2007-12-04",9.72
"234","2007-12-05",9.65
"235","2007-12-06",9.72
"236","2007-12-07",9.7
"237","2007-12-10",8.45
"238","2007-12-11",8.49
"239","2007-12-12",8.2
"240","2007-12-13",8.05
"241","2007-12-14",8.08
"242","2007-12-17",8.03
"243","2007-12-18",8.25
"244","2007-12-19",8.21
"245","2007-12-20",8.11
"246","2007-12-21",8.21
"247","2007-12-24",8.25
"248","2007-12-26",8.1
"249","2007-12-27",8.11
"250","2007-12-28",8
"251","2007-12-31",8.03
"252","2008-01-02",8.2
"253","2008-01-03",8.26
"254","2008-01-04",8.06
"255","2008-01-07",8.23
"256","2008-01-08",8.09
"257","2008-01-09",8.1
"258","2008-01-10",8.06
"259","2008-01-11",8.1
"260","2008-01-14",8
"261","2008-01-15",7.66
"262","2008-01-16",7.6
"263","2008-01-17",7.41
"264","2008-01-18",7.44
"265","2008-01-22",7.13
"266","2008-01-23",7.01
"267","2008-01-24",7.11
"268","2008-01-25",7.15
"269","2008-01-28",7.25
"270","2008-01-29",7.27
"271","2008-01-30",7.37
"272","2008-01-31",7.4
"273","2008-02-01",7.48
"274","2008-02-04",7.61
"275","2008-02-05",7.42
"276","2008-02-06",7.36
"277","2008-02-07",7.47
"278","2008-02-08",7.41
"279","2008-02-11",7.56
"280","2008-02-12",7.55
"281","2008-02-13",7.5
"282","2008-02-14",7.34
"283","2008-02-15",7.44
"284","2008-02-19",8.7
"285","2008-02-20",9.04
"286","2008-02-21",8.99
"287","2008-02-22",8.98
"288","2008-02-25",8.54
"289","2008-02-26",8.63
"290","2008-02-27",8.88
"291","2008-02-28",8.85
"292","2008-02-29",8.66
"293","2008-03-03",8.34
"294","2008-03-04",8.19
"295","2008-03-05",7.91
"296","2008-03-06",7.5
"297","2008-03-07",7.5
"298","2008-03-10",7.16
"299","2008-03-11",7.63
"300","2008-03-12",7.6
"301","2008-03-13",7.75
"302","2008-03-14",7.52
"303","2008-03-17",7.3
"304","2008-03-18",7.43
"305","2008-03-19",7.42
"306","2008-03-20",7.35
"307","2008-03-24",7.57
"308","2008-03-25",7.5
"309","2008-03-26",7.68
"310","2008-03-27",7.59
"311","2008-03-28",7.5
"312","2008-03-31",7.57
"313","2008-04-01",7.95
"314","2008-04-02",8.15
"315","2008-04-03",8.24
"316","2008-04-04",8.6
"317","2008-04-07",8.61
"318","2008-04-08",8.6
"319","2008-04-09",8.63
"320","2008-04-10",8.3
"321","2008-04-11",8.42
"322","2008-04-14",8.77
"323","2008-04-15",8.58
"324","2008-04-16",8.65
"325","2008-04-17",8.79
"326","2008-04-18",8.95
"327","2008-04-21",8.83
"328","2008-04-22",8.75
"329","2008-04-23",8.5
"330","2008-04-24",8.55
"331","2008-04-25",8.63
"332","2008-04-28",8.47
"333","2008-04-29",8.71
"334","2008-04-30",8.78
"335","2008-05-01",8.56
"336","2008-05-02",8.85
"337","2008-05-05",8.9
"338","2008-05-06",8.83
"339","2008-05-07",8.61
"340","2008-05-08",8.56
"341","2008-05-09",8.89
"342","2008-05-12",8.75
"343","2008-05-13",9.05
"344","2008-05-14",8.95
"345","2008-05-15",8.93
"346","2008-05-16",8.94
"347","2008-05-19",8.54
"348","2008-05-20",8.79
"349","2008-05-21",8.82
"350","2008-05-22",8.85
"351","2008-05-23",8.82
"352","2008-05-27",8.91
"353","2008-05-28",8.92
"354","2008-05-29",8.78
"355","2008-05-30",8.74
"356","2008-06-02",8.69
"357","2008-06-03",8.75
"358","2008-06-04",8.66
"359","2008-06-05",8.56
"360","2008-06-06",8.52
"361","2008-06-09",8.45
"362","2008-06-10",8.24
"363","2008-06-11",8
"364","2008-06-12",8
"365","2008-06-13",8.11
"366","2008-06-16",8.11
"367","2008-06-17",8.05
"368","2008-06-18",8.23
"369","2008-06-19",8.01
"370","2008-06-20",8.11
"371","2008-06-23",8.08
"372","2008-06-24",7.91
"373","2008-06-25",7.84
"374","2008-06-26",7.86
"375","2008-06-27",7.97
"376","2008-06-30",7.69
"377","2008-07-01",7.46
"378","2008-07-02",7.15
"379","2008-07-03",7.75
"380","2008-07-07",7.73
"381","2008-07-08",7.31
"382","2008-07-09",7.35
"383","2008-07-10",7.5
"384","2008-07-11",7.41
"385","2008-07-14",7.67
"386","2008-07-15",7.35
"387","2008-07-16",7.35
"388","2008-07-17",7.57
"389","2008-07-18",7.52
"390","2008-07-21",7.85
"391","2008-07-22",8.23
"392","2008-07-23",8.07
"393","2008-07-24",7.75
"394","2008-07-25",7.66
"395","2008-07-28",7.61
"396","2008-07-29",7.7
"397","2008-07-30",7.8
"398","2008-07-31",7.74
"399","2008-08-01",8.1
"400","2008-08-04",7.9
"401","2008-08-05",8.02
"402","2008-08-06",7.89
"403","2008-08-07",7.79
"404","2008-08-08",7.84
"405","2008-08-11",7.77
"406","2008-08-12",7.61
"407","2008-08-13",7.75
"408","2008-08-14",7.77
"409","2008-08-15",7.56
"410","2008-08-18",7.35
"411","2008-08-19",7.37
"412","2008-08-20",7.4
"413","2008-08-21",7.45
"414","2008-08-22",7.48
"415","2008-08-25",7.42
"416","2008-08-26",7.33
"417","2008-08-27",7.35
"418","2008-08-28",7.69
"419","2008-08-29",7.62
"420","2008-09-02",7.66
"421","2008-09-03",7.67
"422","2008-09-04",7.49
"423","2008-09-05",7.43
"424","2008-09-08",7.21
"425","2008-09-09",7.1
"426","2008-09-10",7.03
"427","2008-09-11",6.56
"428","2008-09-12",6.4
"429","2008-09-15",6
"430","2008-09-16",6.18
"431","2008-09-17",5.94
"432","2008-09-18",5.82
"433","2008-09-19",5.95
"434","2008-09-22",6.06
"435","2008-09-23",6
"436","2008-09-24",6.06
"437","2008-09-25",6.1
"438","2008-09-26",6.09
"439","2008-09-29",5.55
"440","2008-09-30",5.8
"441","2008-10-01",6.09
"442","2008-10-02",5.9
"443","2008-10-03",5.53
"444","2008-10-06",4.45
"445","2008-10-07",4.13
"446","2008-10-08",3.85
"447","2008-10-09",3.5
"448","2008-10-10",3.64
"449","2008-10-13",4.26
"450","2008-10-14",4.28
"451","2008-10-15",4.03
"452","2008-10-16",4.3
"453","2008-10-17",4.28
"454","2008-10-20",4.78
"455","2008-10-21",4.59
"456","2008-10-22",4.43
"457","2008-10-23",4.15
"458","2008-10-24",3.83
"459","2008-10-27",4.12
"460","2008-10-28",4.22
"461","2008-10-29",4.44
"462","2008-10-30",4.67
"463","2008-10-31",4.61
"464","2008-11-03",4.67
"465","2008-11-04",5.1
"466","2008-11-05",5.08
"467","2008-11-06",4.88
"468","2008-11-07",4.75
"469","2008-11-10",4.79
"470","2008-11-11",5.22
"471","2008-11-12",4.65
"472","2008-11-13",4.9
"473","2008-11-14",4.59
"474","2008-11-17",4.73
"475","2008-11-18",4.57
"476","2008-11-19",4.1
"477","2008-11-20",3.99
"478","2008-11-21",3.98
"479","2008-11-24",4.03
"480","2008-11-25",4.25
"481","2008-11-26",4.13
"482","2008-11-28",4.3
"483","2008-12-01",4.24
"484","2008-12-02",4.15
"485","2008-12-03",4.19
"486","2008-12-04",4.16
"487","2008-12-05",4.13
"488","2008-12-08",4.15
"489","2008-12-09",4.3
"490","2008-12-10",4.13
"491","2008-12-11",4.03
"492","2008-12-12",3.95
"493","2008-12-15",3.88
"494","2008-12-16",3.95
"495","2008-12-17",3.99
"496","2008-12-18",3.98
"497","2008-12-19",4.07
"498","2008-12-22",4
"499","2008-12-23",3.93
"500","2008-12-24",4
"501","2008-12-26",4.08
"502","2008-12-29",4.09
"503","2008-12-30",4.15
"504","2008-12-31",4.2
"505","2009-01-02",4.4
"506","2009-01-05",4.4
"507","2009-01-06",4.95
"508","2009-01-07",5.03
"509","2009-01-08",4.86
"510","2009-01-09",4.93
"511","2009-01-12",5.32
"512","2009-01-13",5.55
"513","2009-01-14",5.3
"514","2009-01-15",5.25
"515","2009-01-16",5.4
"516","2009-01-20",5.26
"517","2009-01-21",5.34
"518","2009-01-22",5.16
"519","2009-01-23",5.05
"520","2009-01-26",4.95
"521","2009-01-27",4.9
"522","2009-01-28",4.95
"523","2009-01-29",5.01
"524","2009-01-30",5
"525","2009-02-02",4.9
"526","2009-02-03",4.88
"527","2009-02-04",4.94
"528","2009-02-05",4.9
"529","2009-02-06",4.95
"530","2009-02-09",4.98
"531","2009-02-10",4.87
"532","2009-02-11",4.83
"533","2009-02-12",4.61
"534","2009-02-13",4.62
"535","2009-02-17",4.31
"536","2009-02-18",4.51
"537","2009-02-19",4.31
"538","2009-02-20",4.31
"539","2009-02-23",4.21
"540","2009-02-24",4.2
"541","2009-02-25",4.35
"542","2009-02-26",4.1
"543","2009-02-27",4.29
"544","2009-03-02",4.12
"545","2009-03-03",3.92
"546","2009-03-04",3.75
"547","2009-03-05",3.51
"548","2009-03-06",3.21
"549","2009-03-09",3.52
"550","2009-03-10",3.87
"551","2009-03-11",3.9
"552","2009-03-12",3.89
"553","2009-03-13",3.65
"554","2009-03-16",3.84
"555","2009-03-17",3.92
"556","2009-03-18",3.93
"557","2009-03-19",3.9
"558","2009-03-20",4.06
"559","2009-03-23",4.08
"560","2009-03-24",4.2
"561","2009-03-25",4.1
"562","2009-03-26",4.19
"563","2009-03-27",4.3
"564","2009-03-30",4.06
"565","2009-03-31",4.57
"566","2009-04-01",4.36
"567","2009-04-02",4.49
"568","2009-04-03",4.53
"569","2009-04-06",4.25
"570","2009-04-07",4.94
"571","2009-04-08",5.72
"572","2009-04-09",5.65
"573","2009-04-13",7.97
"574","2009-04-14",6.82
"575","2009-04-15",6.21
"576","2009-04-16",6.29
"577","2009-04-17",7.36
"578","2009-04-20",7.35
"579","2009-04-21",6.72
"580","2009-04-22",6.16
"581","2009-04-23",6.18
"582","2009-04-24",6.18
"583","2009-04-27",6.28
"584","2009-04-28",6.1
"585","2009-04-29",6.09
"586","2009-04-30",6.05
"587","2009-05-01",6.02
"588","2009-05-04",6.14
"589","2009-05-05",5.95
"590","2009-05-06",6.04
"591","2009-05-07",6.02
"592","2009-05-08",6.07
"593","2009-05-11",6.02
"594","2009-05-12",6.04
"595","2009-05-13",5.85
"596","2009-05-14",6.04
"597","2009-05-15",6.6
"598","2009-05-18",6.36
"599","2009-05-19",6.39
"600","2009-05-20",6.13
"601","2009-05-21",6.19
"602","2009-05-22",6.24
"603","2009-05-26",6.54
"604","2009-05-27",6.37
"605","2009-05-28",6.2
"606","2009-05-29",6.4
"607","2009-06-01",6.9
"608","2009-06-02",6.7
"609","2009-06-03",7.24
"610","2009-06-04",7.59
"611","2009-06-05",7.59
"612","2009-06-08",7.33
"613","2009-06-09",7.1
"614","2009-06-10",7.02
"615","2009-06-11",7
"616","2009-06-12",6.7
"617","2009-06-15",6.52
"618","2009-06-16",6.4
"619","2009-06-17",6.38
"620","2009-06-18",6.26
"621","2009-06-19",6.23
"622","2009-06-22",6.04
"623","2009-06-23",6.08
"624","2009-06-24",6.03
"625","2009-06-25",6.07
"626","2009-06-26",6.07
"627","2009-06-29",6.13
"628","2009-06-30",6.07
"629","2009-07-01",6.03
"630","2009-07-02",6.12
"631","2009-07-06",6
"632","2009-07-07",6.19
"633","2009-07-08",6.18
"634","2009-07-09",6.01
"635","2009-07-10",6.01
"636","2009-07-13",5.97
"637","2009-07-14",6.01
"638","2009-07-15",6.16
"639","2009-07-16",6.17
"640","2009-07-17",6.23
"641","2009-07-20",6.41
"642","2009-07-21",6.19
"643","2009-07-22",6.35
"644","2009-07-23",6.18
"645","2009-07-24",6.32
"646","2009-07-27",6.32
"647","2009-07-28",6.65
"648","2009-07-29",6.41
"649","2009-07-30",6.19
"650","2009-07-31",6.4
"651","2009-08-03",6.42
"652","2009-08-04",6.52
"653","2009-08-05",6.67
"654","2009-08-06",6.55
"655","2009-08-07",6.57
"656","2009-08-10",6.47
"657","2009-08-11",6.41
"658","2009-08-12",6.48
"659","2009-08-13",6.38
"660","2009-08-14",6.55
"661","2009-08-17",6.09
"662","2009-08-18",6.17
"663","2009-08-19",6.21
"664","2009-08-20",6.19
"665","2009-08-21",6.2
"666","2009-08-24",6.23
"667","2009-08-25",6.27
"668","2009-08-26",6.28
"669","2009-08-27",6.26
"670","2009-08-28",6.27
"671","2009-08-31",6.1
"672","2009-09-01",5.95
"673","2009-09-02",6.26
"674","2009-09-03",6.12
"675","2009-09-04",6.29
"676","2009-09-08",6.3
"677","2009-09-09",6.22
"678","2009-09-10",6.3
"679","2009-09-11",6.3
"680","2009-09-14",6.4
"681","2009-09-15",6.56
"682","2009-09-16",6.83
"683","2009-09-17",6.82
"684","2009-09-18",6.77
"685","2009-09-21",6.68
"686","2009-09-22",6.7
"687","2009-09-23",6.59
"688","2009-09-24",6.61
"689","2009-09-25",6.49
"690","2009-09-28",6.48
"691","2009-09-29",6.51
"692","2009-09-30",6.52
"693","2009-10-01",6.48
"694","2009-10-02",6.26
"695","2009-10-05",6.35
"696","2009-10-06",6.45
"697","2009-10-07",6.41
"698","2009-10-08",6.61
"699","2009-10-09",6.6
"700","2009-10-12",6.73
"701","2009-10-13",6.7
"702","2009-10-14",6.74
"703","2009-10-15",6.75
"704","2009-10-16",6.72
"705","2009-10-19",6.64
"706","2009-10-20",6.62
"707","2009-10-21",6.6
"708","2009-10-22",6.67
"709","2009-10-23",6.63
"710","2009-10-26",6.52
"711","2009-10-27",6.4
"712","2009-10-28",6.28
"713","2009-10-29",6.49
"714","2009-10-30",6.25
"715","2009-11-02",6.38
"716","2009-11-03",6.23
"717","2009-11-04",6.29
"718","2009-11-05",6.35
"719","2009-11-06",6.45
"720","2009-11-09",6.5
"721","2009-11-10",6.5
"722","2009-11-11",6.47
"723","2009-11-12",6.47
"724","2009-11-13",6.4
"725","2009-11-16",6.66
"726","2009-11-17",6.62
"727","2009-11-18",6.72
"728","2009-11-19",6.5
"729","2009-11-20",6.5
"730","2009-11-23",6.64
"731","2009-11-24",6.6
"732","2009-11-25",6.6
"733","2009-11-27",6.35
"734","2009-11-30",6.47
"735","2009-12-01",6.79
"736","2009-12-02",6.71
"737","2009-12-03",6.57
"738","2009-12-04",6.61
"739","2009-12-07",6.71
"740","2009-12-08",6.57
"741","2009-12-09",6.55
"742","2009-12-10",6.75
"743","2009-12-11",6.68
"744","2009-12-14",6.62
"745","2009-12-15",6.64
"746","2009-12-16",6.7
"747","2009-12-17",6.59
"748","2009-12-18",6.6
"749","2009-12-21",6.51
"750","2009-12-22",6.51
"751","2009-12-23",6.55
"752","2009-12-24",6.5
"753","2009-12-28",6.56
"754","2009-12-29",6.53
"755","2009-12-30",6.53
"756","2009-12-31",6.42
"757","2010-01-04",6.64
"758","2010-01-05",6.7
"759","2010-01-06",6.68
"760","2010-01-07",6.74
"761","2010-01-08",6.71
"762","2010-01-11",6.71
"763","2010-01-12",6.66
"764","2010-01-13",6.69
"765","2010-01-14",6.69
"766","2010-01-15",6.69
"767","2010-01-19",6.67
"768","2010-01-20",6.55
"769","2010-01-21",6.43
"770","2010-01-22",6.25
"771","2010-01-25",6.34
"772","2010-01-26",6.27
"773","2010-01-27",6.2
"774","2010-01-28",6.11
"775","2010-01-29",6.14
"776","2010-02-01",6.2
"777","2010-02-02",6.3
"778","2010-02-03",6.26
"779","2010-02-04",6.04
"780","2010-02-05",6.02
"781","2010-02-08",6.42
"782","2010-02-09",6.15
"783","2010-02-10",5.99
"784","2010-02-11",6.2
"785","2010-02-12",6.18
"786","2010-02-16",6.28
"787","2010-02-17",6.2
"788","2010-02-18",6.25
"789","2010-02-19",6.33
"790","2010-02-22",6.24
"791","2010-02-23",6.13
"792","2010-02-24",6.22
"793","2010-02-25",6.19
"794","2010-02-26",6.24
"795","2010-03-01",6.3
"796","2010-03-02",6.29
"797","2010-03-03",6.3
"798","2010-03-04",6.27
"799","2010-03-05",6.4
"800","2010-03-08",6.38
"801","2010-03-09",6.41
"802","2010-03-10",6.41
"803","2010-03-11",6.41
"804","2010-03-12",6.38
"805","2010-03-15",6.38
"806","2010-03-16",6.45
"807","2010-03-17",6.49
"808","2010-03-18",6.47
"809","2010-03-19",6.38
"810","2010-03-22",6.4
"811","2010-03-23",6.58
"812","2010-03-24",6.5
"813","2010-03-25",6.5
"814","2010-03-26",6.52
"815","2010-03-29",6.58
"816","2010-03-30",6.61
"817","2010-03-31",6.55
"818","2010-04-01",6.65
"819","2010-04-05",6.72
"820","2010-04-06",6.78
"821","2010-04-07",6.75
"822","2010-04-08",6.75
"823","2010-04-09",6.75
"824","2010-04-12",6.74
"825","2010-04-13",6.72
"826","2010-04-14",6.73
"827","2010-04-15",6.79
"828","2010-04-16",6.67
"829","2010-04-19",6.7
"830","2010-04-20",6.8
"831","2010-04-21",6.77
"832","2010-04-22",6.8
"833","2010-04-23",6.8
"834","2010-04-26",6.79
"835","2010-04-27",6.88
"836","2010-04-28",6.79
"837","2010-04-29",6.79
"838","2010-04-30",6.82
"839","2010-05-03",6.77
"840","2010-05-04",6.65
"841","2010-05-05",6.69
"842","2010-05-06",6.22
"843","2010-05-07",6.26
"844","2010-05-10",6.3
"845","2010-05-11",6.35
"846","2010-05-12",6.5
"847","2010-05-13",6.45
"848","2010-05-14",6.28
"849","2010-05-17",6.25
"850","2010-05-18",6.25
"851","2010-05-19",6.27
"852","2010-05-20",6.07
"853","2010-05-21",5.98
"854","2010-05-24",6.02
"855","2010-05-25",5.98
"856","2010-05-26",5.95
"857","2010-05-27",6.12
"858","2010-05-28",6.02
"859","2010-06-01",6.01
"860","2010-06-02",6.09
"861","2010-06-03",6.09
"862","2010-06-04",5.88
"863","2010-06-07",5.85
"864","2010-06-08",5.85
"865","2010-06-09",5.71
"866","2010-06-10",6.14
"867","2010-06-11",6.1
"868","2010-06-14",6.14
"869","2010-06-15",6.2
"870","2010-06-16",6.18
"871","2010-06-17",6.15
"872","2010-06-18",6.17
"873","2010-06-21",6.3
"874","2010-06-22",6.25
"875","2010-06-23",6.1
"876","2010-06-24",5.93
"877","2010-06-25",5.97
"878","2010-06-28",5.96
"879","2010-06-29",5.7
"880","2010-06-30",5.67
"881","2010-07-01",5.62
"882","2010-07-02",5.65
"883","2010-07-06",5.75
"884","2010-07-07",5.9
"885","2010-07-08",6
"886","2010-07-09",6
"887","2010-07-12",5.96
"888","2010-07-13",6.04
"889","2010-07-14",6
"890","2010-07-15",5.95
"891","2010-07-16",5.76
"892","2010-07-19",5.77
"893","2010-07-20",5.87
"894","2010-07-21",5.84
"895","2010-07-22",6.08
"896","2010-07-23",6.12
"897","2010-07-26",6.18
"898","2010-07-27",6.14
"899","2010-07-28",6.17
"900","2010-07-29",6.18
"901","2010-07-30",6.05
"902","2010-08-02",6.29
"903","2010-08-03",6.27
"904","2010-08-04",6.3
"905","2010-08-05",6.26
"906","2010-08-06",6.15
"907","2010-08-09",6.23
"908","2010-08-10",6.15
"909","2010-08-11",6.16
"910","2010-08-12",6.07
"911","2010-08-13",6.1
"912","2010-08-16",6.04
"913","2010-08-17",6.14
"914","2010-08-18",6.17
"915","2010-08-19",6.08
"916","2010-08-20",6
"917","2010-08-23",5.99
"918","2010-08-24",5.9
"919","2010-08-25",5.8
"920","2010-08-26",5.84
"921","2010-08-27",5.94
"922","2010-08-30",5.88
"923","2010-08-31",5.9
"924","2010-09-01",6.09
"925","2010-09-02",6.08
"926","2010-09-03",6.18
"927","2010-09-07",6.17
"928","2010-09-08",6.2
"929","2010-09-09",6.29
"930","2010-09-10",6.33
"931","2010-09-13",6.43
"932","2010-09-14",6.52
"933","2010-09-15",6.58
"934","2010-09-16",6.52
"935","2010-09-17",6.54
"936","2010-09-20",6.7
"937","2010-09-21",6.77
"938","2010-09-22",6.52
"939","2010-09-23",6.57
"940","2010-09-24",6.57
"941","2010-09-27",6.53
"942","2010-09-28",6.57
"943","2010-09-29",6.54
"944","2010-09-30",6.57
"945","2010-10-01",6.63
"946","2010-10-04",6.59
"947","2010-10-05",6.73
"948","2010-10-06",6.75
"949","2010-10-07",6.7
"950","2010-10-08",6.8
"951","2010-10-11",6.79
"952","2010-10-12",6.84
"953","2010-10-13",6.88
"954","2010-10-14",6.87
"955","2010-10-15",6.81
"956","2010-10-18",6.79
"957","2010-10-19",6.58
"958","2010-10-20",6.66
"959","2010-10-21",6.71
"960","2010-10-22",6.7
"961","2010-10-25",6.75
"962","2010-10-26",6.75
"963","2010-10-27",6.8
"964","2010-10-28",6.79
"965","2010-10-29",6.8
"966","2010-11-01",6.83
"967","2010-11-02",6.88
"968","2010-11-03",6.93
"969","2010-11-04",7.02
"970","2010-11-05",7.08
"971","2010-11-08",7.11
"972","2010-11-09",7.05
"973","2010-11-10",7.04
"974","2010-11-11",7
"975","2010-11-12",6.85
"976","2010-11-15",6.85
"977","2010-11-16",6.77
"978","2010-11-17",6.82
"979","2010-11-18",6.89
"980","2010-11-19",6.91
"981","2010-11-22",6.92
"982","2010-11-23",6.81
"983","2010-11-24",6.99
"984","2010-11-26",6.94
"985","2010-11-29",6.9
"986","2010-11-30",6.85
"987","2010-12-01",7.02
"988","2010-12-02",7.11
"989","2010-12-03",7.09
"990","2010-12-06",7.03
"991","2010-12-07",7.17
"992","2010-12-08",7.11
"993","2010-12-09",7.18
"994","2010-12-10",7.1
"995","2010-12-13",7.12
"996","2010-12-14",7.08
"997","2010-12-15",6.97
"998","2010-12-16",7.01
"999","2010-12-17",7.08
"1000","2010-12-20",7
"1001","2010-12-21",7.13
