"","date","VMI"
"1","2007-01-03",53.990002
"2","2007-01-04",51.970001
"3","2007-01-05",52.950001
"4","2007-01-08",52.869999
"5","2007-01-09",52.23
"6","2007-01-10",51.93
"7","2007-01-11",52.720001
"8","2007-01-12",52.810001
"9","2007-01-16",51.959999
"10","2007-01-17",52.57
"11","2007-01-18",51.849998
"12","2007-01-19",52.34
"13","2007-01-22",52.139999
"14","2007-01-23",54.029999
"15","2007-01-24",54.619999
"16","2007-01-25",54.009998
"17","2007-01-26",54.279999
"18","2007-01-29",53.77
"19","2007-01-30",54.560001
"20","2007-01-31",55.470001
"21","2007-02-01",57.099998
"22","2007-02-02",56.939999
"23","2007-02-05",55.57
"24","2007-02-06",55.52
"25","2007-02-07",55.98
"26","2007-02-08",55.869999
"27","2007-02-09",54.849998
"28","2007-02-12",54.43
"29","2007-02-13",55.580002
"30","2007-02-14",57.259998
"31","2007-02-15",58.369999
"32","2007-02-16",58.25
"33","2007-02-20",58.200001
"34","2007-02-21",58.57
"35","2007-02-22",58.82
"36","2007-02-23",57.779999
"37","2007-02-26",57.459999
"38","2007-02-27",55.5
"39","2007-02-28",56.720001
"40","2007-03-01",56.110001
"41","2007-03-02",54.93
"42","2007-03-05",52.009998
"43","2007-03-06",53.560001
"44","2007-03-07",53.630001
"45","2007-03-08",54.25
"46","2007-03-09",54.91
"47","2007-03-12",54.349998
"48","2007-03-13",52.18
"49","2007-03-14",53.060001
"50","2007-03-15",53.029999
"51","2007-03-16",52.470001
"52","2007-03-19",54.169998
"53","2007-03-20",54.66
"54","2007-03-21",55.09
"55","2007-03-22",54.650002
"56","2007-03-23",55.349998
"57","2007-03-26",54.48
"58","2007-03-27",53.490002
"59","2007-03-28",55.48
"60","2007-03-29",58.419998
"61","2007-03-30",57.830002
"62","2007-04-02",59.66
"63","2007-04-03",58.029999
"64","2007-04-04",57.799999
"65","2007-04-05",57.52
"66","2007-04-09",57.759998
"67","2007-04-10",58.599998
"68","2007-04-11",57.560001
"69","2007-04-12",58.349998
"70","2007-04-13",58.189999
"71","2007-04-16",58.549999
"72","2007-04-17",58.139999
"73","2007-04-18",57.310001
"74","2007-04-19",63.970001
"75","2007-04-20",65.669998
"76","2007-04-23",65.610001
"77","2007-04-24",65.400002
"78","2007-04-25",64.849998
"79","2007-04-26",64.669998
"80","2007-04-27",64.900002
"81","2007-04-30",62.880001
"82","2007-05-01",63.799999
"83","2007-05-02",63.860001
"84","2007-05-03",64.160004
"85","2007-05-04",64.209999
"86","2007-05-07",65.510002
"87","2007-05-08",63.459999
"88","2007-05-09",64.440002
"89","2007-05-10",62.200001
"90","2007-05-11",63.330002
"91","2007-05-14",63.48
"92","2007-05-15",62.290001
"93","2007-05-16",62.099998
"94","2007-05-17",62.290001
"95","2007-05-18",62.68
"96","2007-05-21",63.490002
"97","2007-05-22",65.279999
"98","2007-05-23",65.18
"99","2007-05-24",62.57
"100","2007-05-25",64.5
"101","2007-05-29",69.300003
"102","2007-05-30",69.800003
"103","2007-05-31",70.489998
"104","2007-06-01",71.279999
"105","2007-06-04",70.330002
"106","2007-06-05",70.5
"107","2007-06-06",69.75
"108","2007-06-07",67.110001
"109","2007-06-08",68.900002
"110","2007-06-11",69.370003
"111","2007-06-12",68.199997
"112","2007-06-13",68.809998
"113","2007-06-14",69.959999
"114","2007-06-15",71.279999
"115","2007-06-18",71.230003
"116","2007-06-19",72.459999
"117","2007-06-20",71.129997
"118","2007-06-21",71.910004
"119","2007-06-22",74.099998
"120","2007-06-25",72.639999
"121","2007-06-26",70.989998
"122","2007-06-27",71.099998
"123","2007-06-28",71.120003
"124","2007-06-29",72.760002
"125","2007-07-02",73.529999
"126","2007-07-03",73.739998
"127","2007-07-05",74.75
"128","2007-07-06",74.809998
"129","2007-07-09",75.370003
"130","2007-07-10",73.330002
"131","2007-07-11",73.519997
"132","2007-07-12",76.980003
"133","2007-07-13",77.099998
"134","2007-07-16",74.779999
"135","2007-07-17",74.669998
"136","2007-07-18",75.07
"137","2007-07-19",84.860001
"138","2007-07-20",82.150002
"139","2007-07-23",85.75
"140","2007-07-24",82.120003
"141","2007-07-25",80.400002
"142","2007-07-26",76.940002
"143","2007-07-27",74.970001
"144","2007-07-30",77.199997
"145","2007-07-31",75.589996
"146","2007-08-01",76.610001
"147","2007-08-02",77.540001
"148","2007-08-03",74.080002
"149","2007-08-06",74.639999
"150","2007-08-07",77.050003
"151","2007-08-08",79.440002
"152","2007-08-09",80.709999
"153","2007-08-10",83.290001
"154","2007-08-13",78.559998
"155","2007-08-14",77.230003
"156","2007-08-15",77.300003
"157","2007-08-16",80.139999
"158","2007-08-17",79.949997
"159","2007-08-20",82.510002
"160","2007-08-21",81.279999
"161","2007-08-22",83.980003
"162","2007-08-23",82.849998
"163","2007-08-24",84.029999
"164","2007-08-27",83.519997
