"","date","TSM"
"1","2007-01-03",10.915422
"2","2007-01-04",10.915422
"3","2007-01-05",10.636816
"4","2007-01-08",10.696517
"5","2007-01-09",10.567164
"6","2007-01-10",10.626865
"7","2007-01-11",10.855721
"8","2007-01-12",11.19403
"9","2007-01-16",11.253732
"10","2007-01-17",11.432836
"11","2007-01-18",11.19403
"12","2007-01-19",11.23383
"13","2007-01-22",11.004975
"14","2007-01-23",11.19403
"15","2007-01-24",11.422886
"16","2007-01-25",10.706468
"17","2007-01-26",10.875622
"18","2007-01-29",10.716418
"19","2007-01-30",10.855721
"20","2007-01-31",10.855721
"21","2007-02-01",10.955224
"22","2007-02-02",10.885572
"23","2007-02-05",10.79602
"24","2007-02-06",10.915422
"25","2007-02-07",11.104478
"26","2007-02-08",11.064676
"27","2007-02-09",10.895522
"28","2007-02-12",10.626865
"29","2007-02-13",10.676617
"30","2007-02-14",11.094527
"31","2007-02-15",11.114428
"32","2007-02-16",11.174129
"33","2007-02-20",11.293532
"34","2007-02-21",11.422886
"35","2007-02-22",11.492537
"36","2007-02-23",11.333333
"37","2007-02-26",11.333333
"38","2007-02-27",10.885572
"39","2007-02-28",11.044776
"40","2007-03-01",10.875622
"41","2007-03-02",10.587065
"42","2007-03-05",10.059702
"43","2007-03-06",10.557214
"44","2007-03-07",10.447762
"45","2007-03-08",10.726368
"46","2007-03-09",10.696517
"47","2007-03-12",11.064676
"48","2007-03-13",10.905473
"49","2007-03-14",11.004975
"50","2007-03-15",11.094527
"51","2007-03-16",10.965174
"52","2007-03-19",10.985075
"53","2007-03-20",11.253732
"54","2007-03-21",11.492537
"55","2007-03-22",11.283582
"56","2007-03-23",11.313433
"57","2007-03-26",11.373135
"58","2007-03-27",11.064676
"59","2007-03-28",10.76617
"60","2007-03-29",10.746268
"61","2007-03-30",10.696517
"62","2007-04-02",10.726368
"63","2007-04-03",10.845771
"64","2007-04-04",10.726368
"65","2007-04-05",10.915422
"66","2007-04-09",10.815921
"67","2007-04-10",10.756219
"68","2007-04-11",10.716418
"69","2007-04-12",10.746268
"70","2007-04-13",10.646766
"71","2007-04-16",10.716418
"72","2007-04-17",10.606965
"73","2007-04-18",10.616916
"74","2007-04-19",10.497513
"75","2007-04-20",10.467662
"76","2007-04-23",10.527363
"77","2007-04-24",10.736319
"78","2007-04-25",10.895522
"79","2007-04-26",10.975124
"80","2007-04-27",10.636816
"81","2007-04-30",10.487562
"82","2007-05-01",10.636816
"83","2007-05-02",10.567164
"84","2007-05-03",10.656716
"85","2007-05-04",10.646766
"86","2007-05-07",10.646766
"87","2007-05-08",10.447762
"88","2007-05-09",10.477612
"89","2007-05-10",10.368159
"90","2007-05-11",10.358209
"91","2007-05-14",10.179105
"92","2007-05-15",10.228856
"93","2007-05-16",10.447762
"94","2007-05-17",10.626865
"95","2007-05-18",10.477612
"96","2007-05-21",10.457711
"97","2007-05-22",10.606965
"98","2007-05-23",10.477612
"99","2007-05-24",10.368159
"100","2007-05-25",10.417911
"101","2007-05-29",10.577114
"102","2007-05-30",10.606965
"103","2007-05-31",10.855721
"104","2007-06-01",11.024876
"105","2007-06-04",10.935324
"106","2007-06-05",10.776119
"107","2007-06-06",10.726368
"108","2007-06-07",10.656716
"109","2007-06-08",10.517413
"110","2007-06-11",10.40796
"111","2007-06-12",10.218905
"112","2007-06-13",10.328359
"113","2007-06-14",10.547264
"114","2007-06-15",10.76617
"115","2007-06-18",10.616916
"116","2007-06-19",10.646766
"117","2007-06-20",10.746268
"118","2007-06-21",11.174129
"119","2007-06-22",10.925373
"120","2007-06-25",10.935324
"121","2007-06-26",10.955224
"122","2007-06-27",11.084578
"123","2007-06-28",11.114428
"124","2007-06-29",11.074627
"125","2007-07-02",11.223881
"126","2007-07-03",11.333333
"127","2007-07-05",11.333333
"128","2007-07-06",11.422886
"129","2007-07-09",11.671641
"130","2007-07-10",11.393035
"131","2007-07-11",11.343284
"132","2007-07-12",11.631841
"133","2007-07-13",11.60199
"134","2007-07-16",11.621891
"135","2007-07-17",11.681592
"136","2007-07-18",11.303483
"137","2007-07-19",11.174129
"138","2007-07-20",10.845771
"139","2007-07-23",10.965174
"140","2007-07-24",10.845771
"141","2007-07-25",10.845771
"142","2007-07-26",10.169154
"143","2007-07-27",10.049751
"144","2007-07-30",10.228856
"145","2007-07-31",10.099503
"146","2007-08-01",9.890547
"147","2007-08-02",10.049751
"148","2007-08-03",9.651741
"149","2007-08-06",9.970149
"150","2007-08-07",9.840796
"151","2007-08-08",10.218905
"152","2007-08-09",9.731343
"153","2007-08-10",9.850746
"154","2007-08-13",9.9801
"155","2007-08-14",9.552238
"156","2007-08-15",9.144279
"157","2007-08-16",9.064676
"158","2007-08-17",9.651741
"159","2007-08-20",9.671641
"160","2007-08-21",9.621891
"161","2007-08-22",9.830846
"162","2007-08-23",9.900497
"163","2007-08-24",9.990049
"164","2007-08-27",9.671641
"165","2007-08-28",9.353234
"166","2007-08-29",9.681592
