"","date","OSN"
"116","2011-06-07",8.82
"117","2011-06-08",8.28
"118","2011-06-09",7.68
"119","2011-06-10",7.8
"120","2011-06-13",7.74
"121","2011-06-14",7.8
"122","2011-06-15",7.71
"123","2011-06-16",7.98
"124","2011-06-17",7.98
"125","2011-06-20",8.22
"126","2011-06-21",8.25
"127","2011-06-22",8.4
"128","2011-06-23",9
"129","2011-06-24",8.94
"130","2011-06-27",8.7
"131","2011-06-28",8.7
"132","2011-06-29",8.85
"133","2011-06-30",8.4
"134","2011-07-01",8.25
"135","2011-07-05",8.25
"136","2011-07-06",8.82
"137","2011-07-07",9.51
"138","2011-07-08",9.57
"139","2011-07-11",9.45
"140","2011-07-12",9.81
"141","2011-07-13",9.87
"142","2011-07-14",11.82
"143","2011-07-15",10.65
"144","2011-07-18",11.07
"145","2011-07-19",10.53
"146","2011-07-20",10.59
"147","2011-07-21",10.98
"148","2011-07-22",11.34
"149","2011-07-25",10.59
"150","2011-07-26",10.92
"151","2011-07-27",10.17
"152","2011-07-28",9.78
"153","2011-07-29",9.45
"154","2011-08-01",9.24
"155","2011-08-02",9.12
"156","2011-08-03",9.12
"157","2011-08-04",8.28
"158","2011-08-05",8.37
"159","2011-08-08",7.02
"160","2011-08-09",7.8
"161","2011-08-10",7.68
"162","2011-08-11",8.55
"163","2011-08-12",8.28
"164","2011-08-15",7.95
"165","2011-08-16",7.86
"166","2011-08-17",7.56
"167","2011-08-18",7.44
"168","2011-08-19",6.81
"169","2011-08-22",6.78
"170","2011-08-23",7.02
"171","2011-08-24",6.75
"172","2011-08-25",7.29
"173","2011-08-26",6.9
"174","2011-08-29",6.78
"175","2011-08-30",6.9
"176","2011-08-31",6.93
"177","2011-09-01",7.26
"178","2011-09-02",7.17
"179","2011-09-06",6.96
"180","2011-09-07",7.02
"181","2011-09-08",7.17
"182","2011-09-09",7.02
"183","2011-09-12",6.9
"184","2011-09-13",6.6
"185","2011-09-14",6.39
"186","2011-09-15",6.75
"187","2011-09-16",6.75
"188","2011-09-19",5.97
"189","2011-09-20",5.25
"190","2011-09-21",5.37
"191","2011-09-22",4.86
"192","2011-09-23",5.01
"193","2011-09-26",5.13
"194","2011-09-27",5.22
"195","2011-09-28",4.59
"196","2011-09-29",4.14
"197","2011-09-30",4.44
"198","2011-10-03",4.47
"199","2011-10-04",4.65
"200","2011-10-05",4.56
"201","2011-10-06",4.92
"202","2011-10-07",4.62
"203","2011-10-10",4.77
"204","2011-10-11",4.77
"205","2011-10-12",4.83
"206","2011-10-13",4.92
"207","2011-10-14",4.8
"208","2011-10-17",4.71
"209","2011-10-18",4.65
"210","2011-10-19",4.65
"211","2011-10-20",4.68
"212","2011-10-21",4.56
"213","2011-10-24",4.74
"214","2011-10-25",4.35
"215","2011-10-26",4.35
"216","2011-10-27",4.11
"217","2011-10-28",4.38
"218","2011-10-31",4.44
"219","2011-11-01",4.02
"220","2011-11-02",4.26
"221","2011-11-03",4.05
"222","2011-11-04",4.17
"223","2011-11-07",4.44
"224","2011-11-08",4.35
"225","2011-11-09",4.17
"226","2011-11-10",3.99
"227","2011-11-11",3.96
"228","2011-11-14",3.45
"229","2011-11-15",2.64
"230","2011-11-16",2.52
"231","2011-11-17",2.64
"232","2011-11-18",2.55
"233","2011-11-21",2.4
"234","2011-11-22",2.28
"235","2011-11-23",2.25
"236","2011-11-25",2.43
"237","2011-11-28",2.4
"238","2011-11-29",2.25
"239","2011-11-30",2.37
"240","2011-12-01",2.55
"241","2011-12-02",2.91
"242","2011-12-05",2.7
"243","2011-12-06",2.76
"244","2011-12-07",2.55
"245","2011-12-08",2.7
"246","2011-12-09",2.7
"247","2011-12-12",2.85
"248","2011-12-13",2.82
"249","2011-12-14",2.64
"250","2011-12-15",2.55
"251","2011-12-16",2.43
"252","2011-12-19",2.58
"253","2011-12-20",2.4
"254","2011-12-21",2.43
"255","2011-12-22",2.61
"256","2011-12-23",2.61
"257","2011-12-27",2.43
"258","2011-12-28",2.49
"259","2011-12-29",2.46
"260","2011-12-30",2.46
"261","2012-01-03",2.46
"262","2012-01-04",2.58
"263","2012-01-05",2.46
"264","2012-01-06",2.64
"265","2012-01-09",2.88
"266","2012-01-10",3.03
"267","2012-01-11",2.85
"268","2012-01-12",3.9
"269","2012-01-13",3.9
"270","2012-01-17",3.57
"271","2012-01-18",3.36
"272","2012-01-19",3.33
"273","2012-01-20",3.54
"274","2012-01-23",3.63
"275","2012-01-24",3.57
"276","2012-01-25",3.45
"277","2012-01-26",3.6
"278","2012-01-27",3.6
"279","2012-01-30",3.6
"280","2012-01-31",3.36
"281","2012-02-01",3.24
"282","2012-02-02",3.21
"283","2012-02-03",3.48
"284","2012-02-06",3.36
"285","2012-02-07",3.51
"286","2012-02-08",3.39
"287","2012-02-09",3.39
"288","2012-02-10",3.45
"289","2012-02-13",3.57
"290","2012-02-14",3.48
"291","2012-02-15",3.15
"292","2012-02-16",3.21
"293","2012-02-17",3.24
"294","2012-02-21",3.24
"295","2012-02-22",3.27
"296","2012-02-23",3.3
"297","2012-02-24",3.3
"298","2012-02-27",3.27
"299","2012-02-28",3.27
"300","2012-02-29",3.24
"301","2012-03-01",3
"302","2012-03-02",3.12
"303","2012-03-05",3.21
"304","2012-03-06",3.15
"305","2012-03-07",3.15
"306","2012-03-08",3.09
"307","2012-03-09",3.3
"308","2012-03-12",3.15
"309","2012-03-13",3.09
"310","2012-03-14",3.12
"311","2012-03-15",3.45
"312","2012-03-16",3.24
"313","2012-03-19",3.06
"314","2012-03-20",3.24
"315","2012-03-21",3.06
"316","2012-03-22",3.12
"317","2012-03-23",3.15
"318","2012-03-26",3.3
"319","2012-03-27",3.39
"320","2012-03-28",3.24
"321","2012-03-29",3.54
"322","2012-03-30",3.57
"323","2012-04-02",3.33
"324","2012-04-03",3.3
"325","2012-04-04",3.3
"326","2012-04-05",4.05
"327","2012-04-09",4.11
"328","2012-04-10",3.9
"329","2012-04-11",3.84
"330","2012-04-12",3.84
"331","2012-04-13",3.63
"332","2012-04-16",3.51
"333","2012-04-17",3.21
"334","2012-04-18",3.09
"335","2012-04-19",3.06
"336","2012-04-20",3.06
"337","2012-04-23",3
"338","2012-04-24",3
"339","2012-04-25",3.03
"340","2012-04-26",3.15
"341","2012-04-27",2.91
"342","2012-04-30",2.91
"343","2012-05-01",3.06
"344","2012-05-02",2.91
"345","2012-05-03",2.7
"346","2012-05-04",3
"347","2012-05-07",3.03
"348","2012-05-08",3
"349","2012-05-09",3.09
"350","2012-05-10",3.12
"351","2012-05-11",3.12
"352","2012-05-14",2.97
"353","2012-05-15",3.09
"354","2012-05-16",2.79
"355","2012-05-17",2.7
"356","2012-05-18",2.7
"357","2012-05-21",2.82
"358","2012-05-22",2.82
"359","2012-05-23",2.82
"360","2012-05-24",2.7
"361","2012-05-25",2.43
"362","2012-05-29",2.85
"363","2012-05-30",2.76
"364","2012-05-31",2.85
"365","2012-06-01",2.55
"366","2012-06-04",2.94
"367","2012-06-05",2.94
"368","2012-06-06",2.97
"369","2012-06-07",2.97
"370","2012-06-08",2.97
"371","2012-06-11",2.97
"372","2012-06-12",2.94
"373","2012-06-13",2.94
"374","2012-06-14",3.06
"375","2012-06-15",3
"376","2012-06-18",3.03
"377","2012-06-19",2.97
"378","2012-06-20",2.85
"379","2012-06-21",3
"380","2012-06-22",2.97
"381","2012-06-25",2.88
"382","2012-06-26",2.88
"383","2012-06-27",3
"384","2012-06-28",3
"385","2012-06-29",3.03
"386","2012-07-02",3
"387","2012-07-03",2.88
"388","2012-07-05",2.88
"389","2012-07-06",2.88
"390","2012-07-09",2.88
"391","2012-07-10",2.88
"392","2012-07-11",2.88
"393","2012-07-12",2.73
"394","2012-07-13",2.73
"395","2012-07-16",2.91
"396","2012-07-17",2.91
"397","2012-07-18",2.85
"398","2012-07-19",2.76
"399","2012-07-20",2.73
"400","2012-07-23",2.76
"401","2012-07-24",2.85
"402","2012-07-25",2.76
"403","2012-07-26",2.76
"404","2012-07-27",2.76
"405","2012-07-30",2.76
"406","2012-07-31",2.73
"407","2012-08-01",2.73
"408","2012-08-02",2.73
"409","2012-08-03",2.85
"410","2012-08-06",2.85
"411","2012-08-07",2.85
"412","2012-08-08",2.94
"413","2012-08-09",3
"414","2012-08-10",3.15
"415","2012-08-13",3.15
"416","2012-08-14",3.12
"417","2012-08-15",2.88
"418","2012-08-16",2.85
"419","2012-08-17",2.85
"420","2012-08-20",2.79
"421","2012-08-21",2.85
"422","2012-08-22",2.82
"423","2012-08-23",2.94
"424","2012-08-24",2.85
"425","2012-08-27",2.73
"426","2012-08-28",2.88
"427","2012-08-29",2.94
"428","2012-08-30",2.94
"429","2012-08-31",2.91
"430","2012-09-04",2.7
"431","2012-09-05",2.7
"432","2012-09-06",2.94
"433","2012-09-07",2.94
"434","2012-09-10",2.97
"435","2012-09-11",2.97
"436","2012-09-12",2.97
"437","2012-09-13",2.97
"438","2012-09-14",2.94
"439","2012-09-17",2.64
"440","2012-09-18",2.64
"441","2012-09-19",2.7
"442","2012-09-20",3
"443","2012-09-21",3.06
"444","2012-09-24",3.06
"445","2012-09-25",3.06
"446","2012-09-26",3
"447","2012-09-27",3
"448","2012-09-28",3
"449","2012-10-01",3
"450","2012-10-02",2.97
"451","2012-10-03",2.97
"452","2012-10-04",2.97
"453","2012-10-05",2.85
"454","2012-10-08",2.79
"455","2012-10-09",2.88
"456","2012-10-10",2.7
"457","2012-10-11",2.82
"458","2012-10-12",2.85
"459","2012-10-15",2.85
"460","2012-10-16",2.85
"461","2012-10-17",2.73
"462","2012-10-18",2.82
"463","2012-10-19",2.82
"464","2012-10-22",2.82
"465","2012-10-23",2.85
"466","2012-10-24",2.85
"467","2012-10-25",2.85
"468","2012-10-26",3.03
"469","2012-10-31",2.7
"470","2012-11-01",2.7
"471","2012-11-02",2.7
"472","2012-11-05",2.7
"473","2012-11-06",2.67
"474","2012-11-07",2.88
"475","2012-11-08",2.88
"476","2012-11-09",2.88
"477","2012-11-12",2.67
"478","2012-11-13",2.67
"479","2012-11-14",2.7
"480","2012-11-15",2.61
"481","2012-11-16",2.55
"482","2012-11-19",2.49
"483","2012-11-20",2.49
"484","2012-11-21",2.49
"485","2012-11-23",2.49
"486","2012-11-26",2.25
"487","2012-11-27",2.34
"488","2012-11-28",2.34
"489","2012-11-29",2.31
"490","2012-11-30",2.76
"491","2012-12-03",2.73
"492","2012-12-04",2.73
"493","2012-12-05",2.76
"494","2012-12-06",2.79
"495","2012-12-07",2.76
"496","2012-12-10",2.55
"497","2012-12-11",2.55
"498","2012-12-12",3.06
"499","2012-12-13",2.94
"500","2012-12-14",2.76
"501","2012-12-17",2.49
"502","2012-12-18",2.58
"503","2012-12-19",2.64
"504","2012-12-20",2.49
"505","2012-12-21",2.49
"506","2012-12-24",2.49
"507","2012-12-26",2.49
"508","2012-12-27",2.58
"509","2012-12-28",2.49
"510","2012-12-31",2.43
"511","2013-01-02",2.4
"512","2013-01-03",2.43
"513","2013-01-04",2.43
"514","2013-01-07",2.49
"515","2013-01-08",2.46
"516","2013-01-09",2.52
"517","2013-01-10",2.46
"518","2013-01-11",2.49
"519","2013-01-14",2.61
"520","2013-01-15",2.58
"521","2013-01-16",2.46
"522","2013-01-17",2.43
"523","2013-01-18",2.55
"524","2013-01-22",2.55
"525","2013-01-23",2.55
"526","2013-01-24",2.52
"527","2013-01-25",2.97
"528","2013-01-28",2.97
"529","2013-01-29",2.97
"530","2013-01-30",2.58
"531","2013-01-31",2.61
"532","2013-02-01",2.61
"533","2013-02-04",2.61
"534","2013-02-05",2.61
"535","2013-02-06",2.61
"536","2013-02-07",2.61
"537","2013-02-08",2.61
"538","2013-02-11",2.67
"539","2013-02-12",2.67
"540","2013-02-13",2.67
"541","2013-02-14",2.76
"542","2013-02-15",2.91
"543","2013-02-19",2.79
"544","2013-02-20",2.7
"545","2013-02-21",2.73
"546","2013-02-22",2.73
"547","2013-02-25",2.76
"548","2013-02-26",2.7
"549","2013-02-27",2.61
"550","2013-02-28",2.58
"551","2013-03-01",2.7
"552","2013-03-04",2.7
"553","2013-03-05",2.58
"554","2013-03-06",2.58
"555","2013-03-07",2.58
"556","2013-03-08",2.58
"557","2013-03-11",2.58
"558","2013-03-12",2.58
"559","2013-03-13",2.73
"560","2013-03-14",2.67
"561","2013-03-15",2.49
"562","2013-03-18",2.64
"563","2013-03-19",2.64
"564","2013-03-20",2.64
"565","2013-03-21",2.64
"566","2013-03-22",2.43
"567","2013-03-25",2.43
"568","2013-03-26",2.4
"569","2013-03-27",2.55
"570","2013-03-28",2.55
"571","2013-04-01",2.31
"572","2013-04-02",2.25
"573","2013-04-03",2.25
"574","2013-04-04",2.31
"575","2013-04-05",2.34
"576","2013-04-08",2.31
"577","2013-04-09",2.16
"578","2013-04-10",2.37
"579","2013-04-11",2.52
"580","2013-04-12",2.52
"581","2013-04-15",2.52
"582","2013-04-16",2.52
"583","2013-04-17",2.34
"584","2013-04-18",2.16
"585","2013-04-19",2.04
"586","2013-04-22",1.98
"587","2013-04-23",1.98
"588","2013-04-24",2.01
"589","2013-04-25",2.01
"590","2013-04-26",2.01
"591","2013-04-29",2.1
"592","2013-04-30",2.25
"593","2013-05-01",2.25
"594","2013-05-02",2.25
"595","2013-05-03",2.16
"596","2013-05-06",2.22
"597","2013-05-07",2.31
"598","2013-05-08",2.43
"599","2013-05-09",2.4
"600","2013-05-10",2.49
"601","2013-05-13",2.49
"602","2013-05-14",2.49
"603","2013-05-15",2.46
"604","2013-05-16",2.46
"605","2013-05-17",2.43
"606","2013-05-20",2.34
"607","2013-05-21",2.4
"608","2013-05-22",2.4
"609","2013-05-23",2.28
"610","2013-05-24",2.28
"611","2013-05-28",2.19
"612","2013-05-29",2.19
"613","2013-05-30",2.19
"614","2013-05-31",2.19
"615","2013-06-03",2.04
"616","2013-06-04",2.01
"617","2013-06-05",2.01
"618","2013-06-06",2.13
"619","2013-06-07",2.13
"620","2013-06-10",1.71
"621","2013-06-11",1.89
"622","2013-06-12",1.77
"623","2013-06-13",1.77
"624","2013-06-14",1.8
"625","2013-06-17",1.8
"626","2013-06-18",1.8
"627","2013-06-19",1.8
"628","2013-06-20",2.1
"629","2013-06-21",2.01
"630","2013-06-24",2.07
"631","2013-06-25",1.95
"632","2013-06-26",2.07
"633","2013-06-27",2.07
"634","2013-06-28",2.07
"635","2013-07-01",1.8
"636","2013-07-02",1.8
"637","2013-07-03",1.65
"638","2013-07-05",1.65
"639","2013-07-08",1.65
"640","2013-07-09",1.5
"641","2013-07-10",1.8
"642","2013-07-11",1.68
"643","2013-07-12",1.77
"644","2013-07-15",1.77
"645","2013-07-16",1.77
"646","2013-07-17",1.95
"647","2013-07-18",1.95
"648","2013-07-19",1.89
"649","2013-07-22",1.74
"650","2013-07-23",1.74
"651","2013-07-24",1.8
"652","2013-07-25",1.83
"653","2013-07-26",1.8
"654","2013-07-29",1.68
"655","2013-07-30",1.83
"656","2013-07-31",1.8
"657","2013-08-01",1.8
"658","2013-08-02",1.8
"659","2013-08-05",1.5
"660","2013-08-06",1.65
"661","2013-08-07",1.5
"662","2013-08-08",1.65
"663","2013-08-09",1.77
"664","2013-08-12",2.19
"665","2013-08-13",1.92
"666","2013-08-14",1.92
"667","2013-08-15",1.71
"668","2013-08-16",1.68
"669","2013-08-19",2.4
"670","2013-08-20",2.16
"671","2013-08-21",2.16
"672","2013-08-22",2.16
"673","2013-08-23",1.92
"674","2013-08-26",1.98
"675","2013-08-27",2.07
"676","2013-08-28",2.13
"677","2013-08-29",2.1
"678","2013-08-30",2.1
"679","2013-09-03",2.1
"680","2013-09-04",2.04
"681","2013-09-05",1.89
"682","2013-09-06",1.98
"683","2013-09-09",1.92
"684","2013-09-10",2.16
"685","2013-09-11",1.98
"686","2013-09-12",1.98
"687","2013-09-13",2.13
"688","2013-09-16",2.13
"689","2013-09-17",2.13
"690","2013-09-18",2.1
"691","2013-09-19",2.1
"692","2013-09-20",2.1
"693","2013-09-23",2.1
"694","2013-09-24",1.95
"695","2013-09-25",2.1
"696","2013-09-26",1.95
"697","2013-09-27",1.95
"698","2013-09-30",1.89
"699","2013-10-01",1.92
"700","2013-10-02",1.95
"701","2013-10-03",1.95
"702","2013-10-04",1.86
"703","2013-10-07",1.83
"704","2013-10-08",1.83
"705","2013-10-09",1.8
"706","2013-10-10",1.83
"707","2013-10-11",1.83
"708","2013-10-14",1.83
"709","2013-10-15",2.04
"710","2013-10-16",2.34
"711","2013-10-17",2.61
"712","2013-10-18",3
"713","2013-10-21",4.41
"714","2013-10-22",3.75
"715","2013-10-23",3.21
"716","2013-10-24",3.06
"717","2013-10-25",3
"718","2013-10-28",3.66
"719","2013-10-29",4.08
"720","2013-10-30",3.57
"721","2013-10-31",3.36
"722","2013-11-01",3.45
"723","2013-11-04",3.27
"724","2013-11-05",4.35
"725","2013-11-06",4.02
"726","2013-11-07",3.87
"727","2013-11-08",3.84
"728","2013-11-11",3.99
"729","2013-11-12",3.99
"730","2013-11-13",3.96
"731","2013-11-14",4.68
"732","2013-11-15",4.41
"733","2013-11-18",4.41
"734","2013-11-19",4.65
"735","2013-11-20",4.53
"736","2013-11-21",4.56
"737","2013-11-22",4.41
"738","2013-11-25",4.56
"739","2013-11-26",4.2
"740","2013-11-27",4.35
"741","2013-11-29",4.17
"742","2013-12-02",4.26
"743","2013-12-03",4.23
"744","2013-12-04",4.23
"745","2013-12-05",4.32
"746","2013-12-06",4.35
"747","2013-12-09",3.96
"748","2013-12-10",4.02
"749","2013-12-11",3.87
"750","2013-12-12",3.75
"751","2013-12-13",3.9
"752","2013-12-16",3.93
"753","2013-12-17",3.93
"754","2013-12-18",4.02
"755","2013-12-19",4.02
"756","2013-12-20",3.93
"757","2013-12-23",4.08
"758","2013-12-24",3.84
"759","2013-12-26",3.81
"760","2013-12-27",3.96
"761","2013-12-30",3.84
"762","2013-12-31",3.57
"763","2014-01-02",3.6
"764","2014-01-03",3.54
"765","2014-01-06",3.66
"766","2014-01-07",3.66
"767","2014-01-08",3.84
"768","2014-01-09",3.69
"769","2014-01-10",3.75
"770","2014-01-13",3.63
"771","2014-01-14",3.69
"772","2014-01-15",3.51
"773","2014-01-16",3.3
"774","2014-01-17",3.66
"775","2014-01-21",3.39
"776","2014-01-22",3.45
"777","2014-01-23",3.36
"778","2014-01-24",3.45
"779","2014-01-27",3.24
"780","2014-01-28",3.3
"781","2014-01-29",3.36
"782","2014-01-30",3.36
"783","2014-01-31",3.45
"784","2014-02-03",3.42
"785","2014-02-04",3.45
"786","2014-02-05",3.39
"787","2014-02-06",3.42
"788","2014-02-07",3.27
"789","2014-02-10",3.45
"790","2014-02-11",3.45
"791","2014-02-12",3.48
"792","2014-02-13",3.48
"793","2014-02-14",3.48
"794","2014-02-18",3.6
"795","2014-02-19",3.69
"796","2014-02-20",3.39
"797","2014-02-21",3.3
"798","2014-02-24",3.39
"799","2014-02-25",3.45
"800","2014-02-26",3.45
"801","2014-02-27",3.39
"802","2014-02-28",3.45
"803","2014-03-03",3.48
"804","2014-03-04",3.51
"805","2014-03-05",3.48
"806","2014-03-06",4.11
"807","2014-03-07",3.96
"808","2014-03-10",3.99
"809","2014-03-11",3.84
"810","2014-03-12",3.87
"811","2014-03-13",3.63
"812","2014-03-14",3.78
"813","2014-03-17",3.57
"814","2014-03-18",3.69
"815","2014-03-19",3.81
"816","2014-03-20",3.87
"817","2014-03-21",3.96
"818","2014-03-24",3.78
"819","2014-03-25",3.75
"820","2014-03-26",3.33
"821","2014-03-27",3.27
"822","2014-03-28",3.42
"823","2014-03-31",3.45
"824","2014-04-01",3.3
"825","2014-04-02",3.27
"826","2014-04-03",3.33
"827","2014-04-04",3.3
"828","2014-04-07",3.21
"829","2014-04-08",3.21
"830","2014-04-09",3.21
"831","2014-04-10",3.3
"832","2014-04-11",3.12
"833","2014-04-14",3.21
"834","2014-04-15",3
"835","2014-04-16",3.09
"836","2014-04-17",3.09
"837","2014-04-21",3.03
"838","2014-04-22",3.03
"839","2014-04-23",3.06
"840","2014-04-24",3.09
"841","2014-04-25",3.09
"842","2014-04-28",3.15
"843","2014-04-29",3.42
"844","2014-04-30",3.48
"845","2014-05-01",3.24
"846","2014-05-02",3.12
"847","2014-05-05",3.09
"848","2014-05-06",3.18
"849","2014-05-07",3.15
"850","2014-05-08",3.09
"851","2014-05-09",3
"852","2014-05-12",3
"853","2014-05-13",2.94
"854","2014-05-14",2.88
"855","2014-05-15",3
"856","2014-05-16",2.85
"857","2014-05-19",3
"858","2014-05-20",3
"859","2014-05-21",2.85
"860","2014-05-22",2.61
"861","2014-05-23",2.52
"862","2014-05-27",2.34
"863","2014-05-28",2.34
"864","2014-05-29",2.46
"865","2014-05-30",2.31
"866","2014-06-02",2.49
"867","2014-06-03",2.46
"868","2014-06-04",2.52
"869","2014-06-05",2.61
"870","2014-06-06",2.64
"871","2014-06-09",2.73
"872","2014-06-10",2.64
"873","2014-06-11",2.76
"874","2014-06-12",2.67
"875","2014-06-13",2.58
"876","2014-06-16",2.64
"877","2014-06-17",2.64
"878","2014-06-18",2.64
"879","2014-06-19",2.64
"880","2014-06-20",2.85
"881","2014-06-23",3.21
"882","2014-06-24",3.09
"883","2014-06-25",3
"884","2014-06-26",3
"885","2014-06-27",3.24
"886","2014-06-30",2.97
"887","2014-07-01",2.88
"888","2014-07-02",2.85
"889","2014-07-03",2.79
"890","2014-07-07",2.79
"891","2014-07-08",2.52
"892","2014-07-09",2.46
"893","2014-07-10",2.49
"894","2014-07-11",2.52
"895","2014-07-14",2.61
"896","2014-07-15",2.61
"897","2014-07-16",2.61
"898","2014-07-17",2.52
"899","2014-07-18",2.52
"900","2014-07-21",2.67
"901","2014-07-22",2.85
"902","2014-07-23",2.82
"903","2014-07-24",2.76
"904","2014-07-25",2.97
"905","2014-07-28",2.94
"906","2014-07-29",2.88
"907","2014-07-30",2.85
"908","2014-07-31",2.76
"909","2014-08-01",2.79
"910","2014-08-04",2.82
"911","2014-08-05",2.85
"912","2014-08-06",2.94
"913","2014-08-07",2.94
"914","2014-08-08",2.91
"915","2014-08-11",2.85
"916","2014-08-12",2.73
"917","2014-08-13",2.76
"918","2014-08-14",2.7
"919","2014-08-15",2.7
"920","2014-08-18",2.58
"921","2014-08-19",2.64
"922","2014-08-20",2.49
"923","2014-08-21",2.49
"924","2014-08-22",2.4
"925","2014-08-25",2.52
"926","2014-08-26",2.58
"927","2014-08-27",2.61
"928","2014-08-28",2.67
"929","2014-08-29",2.61
"930","2014-09-02",2.67
"931","2014-09-03",2.64
"932","2014-09-04",2.61
"933","2014-09-05",2.7
"934","2014-09-08",2.58
"935","2014-09-09",2.61
"936","2014-09-10",2.7
"937","2014-09-11",2.7
"938","2014-09-12",2.67
"939","2014-09-15",2.67
"940","2014-09-16",2.73
"941","2014-09-17",2.67
"942","2014-09-18",2.67
"943","2014-09-19",2.67
"944","2014-09-22",2.46
"945","2014-09-23",2.37
"946","2014-09-24",2.37
"947","2014-09-25",2.37
"948","2014-09-26",2.73
"949","2014-09-29",4.14
"950","2014-09-30",3.54
"951","2014-10-01",3.57
"952","2014-10-02",3.36
"953","2014-10-03",3.33
"954","2014-10-06",3.15
"955","2014-10-07",3.15
"956","2014-10-08",3.3
"957","2014-10-09",3.15
"958","2014-10-10",3.36
"959","2014-10-13",2.88
"960","2014-10-14",2.61
"961","2014-10-15",2.55
"962","2014-10-16",2.79
"963","2014-10-17",2.91
"964","2014-10-20",2.79
"965","2014-10-21",2.91
"966","2014-10-22",2.79
"967","2014-10-23",2.88
"968","2014-10-24",2.88
"969","2014-10-27",2.7
"970","2014-10-28",2.76
"971","2014-10-29",2.58
"972","2014-10-30",2.67
"973","2014-10-31",2.73
"974","2014-11-03",2.67
"975","2014-11-04",2.58
"976","2014-11-05",2.52
"977","2014-11-06",2.52
"978","2014-11-07",2.49
"979","2014-11-10",2.58
"980","2014-11-11",2.61
"981","2014-11-12",2.61
"982","2014-11-13",2.52
"983","2014-11-14",2.58
"984","2014-11-17",2.79
"985","2014-11-18",2.79
"986","2014-11-19",2.79
"987","2014-11-20",2.61
"988","2014-11-21",2.7
"989","2014-11-24",2.67
"990","2014-11-25",2.61
"991","2014-11-26",2.73
"992","2014-11-28",2.85
"993","2014-12-01",2.61
"994","2014-12-02",2.55
"995","2014-12-03",2.67
"996","2014-12-04",2.64
"997","2014-12-05",2.49
"998","2014-12-08",2.58
"999","2014-12-09",2.55
"1000","2014-12-10",2.52
"1001","2014-12-11",2.4
"1002","2014-12-12",2.55
