"","date","SPCE"
"97","2018-02-16",10
"98","2018-02-20",10.01
"99","2018-02-21",10
"100","2018-02-22",10.02
"101","2018-02-23",10.02
"102","2018-02-26",10.03
"103","2018-02-27",10.02
"104","2018-02-28",10.05
"105","2018-03-01",10.06
"106","2018-03-02",10.05
"107","2018-03-05",10.04
"108","2018-03-06",10.03
"109","2018-03-07",10.04
"110","2018-03-08",10.03
"111","2018-03-09",10.03
"112","2018-03-12",10.01
"113","2018-03-13",10
"114","2018-03-14",10.03
"115","2018-03-15",10.04
"116","2018-03-16",10.04
"117","2018-03-19",10.01
"118","2018-03-20",10.05
"119","2018-03-21",10.06
"120","2018-03-22",10.05
"121","2018-03-23",10.06
"122","2018-03-26",10.08
"123","2018-03-27",10.07
"124","2018-03-28",10.05
"125","2018-03-29",10.03
"126","2018-04-02",10.03
"127","2018-04-03",10.03
"128","2018-04-04",10.04
"129","2018-04-05",10.07
"130","2018-04-06",10.06
"131","2018-04-09",10.04
"132","2018-04-10",10.05
"133","2018-04-11",10.05
"134","2018-04-12",10.04
"135","2018-04-13",10.05
"136","2018-04-16",10.04
"137","2018-04-17",10.05
"138","2018-04-18",10.04
"139","2018-04-19",10.04
"140","2018-04-20",10.04
"141","2018-04-23",10.02
"142","2018-04-24",10.04
"143","2018-04-25",10.035
"144","2018-04-26",10.05
"145","2018-04-27",10.08
"146","2018-04-30",10.06
"147","2018-05-01",10.03
"148","2018-05-02",10.01
"149","2018-05-03",10.03
"150","2018-05-04",10.02
"151","2018-05-07",10.05
"152","2018-05-08",10.03
"153","2018-05-09",10.02
"154","2018-05-10",10.02
"155","2018-05-11",10.03
"156","2018-05-14",10.02
"157","2018-05-15",10.02
"158","2018-05-16",10.03
"159","2018-05-17",10
"160","2018-05-18",10.01
"161","2018-05-21",10.03
"162","2018-05-22",10.01
"163","2018-05-23",10
"164","2018-05-24",10
"165","2018-05-25",10.08
"166","2018-05-29",10.06
"167","2018-05-30",10.05
"168","2018-05-31",10.04
"169","2018-06-01",10.09
"170","2018-06-04",10.08
"171","2018-06-05",10.07
"172","2018-06-06",10.12
"173","2018-06-07",10.09
"174","2018-06-08",10.06
"175","2018-06-11",10.05
"176","2018-06-12",10.04
"177","2018-06-13",10.04
"178","2018-06-14",10.06
"179","2018-06-15",10.04
"180","2018-06-18",10.06
"181","2018-06-19",10.03
"182","2018-06-20",10.05
"183","2018-06-21",10.035
"184","2018-06-22",10.03
"185","2018-06-25",10
"186","2018-06-26",10.03
"187","2018-06-27",10.01
"188","2018-06-28",10.01
"189","2018-06-29",10.05
"190","2018-07-02",10.03
"191","2018-07-03",10
"192","2018-07-05",10
"193","2018-07-06",10
"194","2018-07-09",10
"195","2018-07-10",10
"196","2018-07-11",9.99
"197","2018-07-12",10
"198","2018-07-13",10
"199","2018-07-16",9.99
"200","2018-07-17",9.96
"201","2018-07-18",9.97
"202","2018-07-19",9.98
"203","2018-07-20",9.99
"204","2018-07-23",9.97
"205","2018-07-24",9.97
"206","2018-07-25",9.96
"207","2018-07-26",9.97
"208","2018-07-27",9.97
"209","2018-07-30",9.96
"210","2018-07-31",10
"211","2018-08-01",9.99
"212","2018-08-02",9.96
"213","2018-08-03",9.97
"214","2018-08-06",9.97
"215","2018-08-07",9.95
"216","2018-08-08",9.95
"217","2018-08-09",9.96
"218","2018-08-10",9.98
"219","2018-08-13",9.99
"220","2018-08-14",9.99
"221","2018-08-15",9.95
"222","2018-08-16",9.97
"223","2018-08-17",9.95
"224","2018-08-20",9.95
"225","2018-08-21",9.95
"226","2018-08-22",9.97
"227","2018-08-23",10
"228","2018-08-24",10
"229","2018-08-27",9.98
"230","2018-08-28",9.97
"231","2018-08-29",9.96
"232","2018-08-30",9.97
"233","2018-08-31",9.97
"234","2018-09-04",9.96
"235","2018-09-05",9.96
"236","2018-09-06",9.97
"237","2018-09-07",9.91
"238","2018-09-10",9.89
"239","2018-09-11",9.88
"240","2018-09-12",9.9
"241","2018-09-13",9.9
"242","2018-09-14",9.87
"243","2018-09-17",9.88
"244","2018-09-18",9.9
"245","2018-09-19",9.89
"246","2018-09-20",9.92
"247","2018-09-21",9.9
"248","2018-09-24",9.9
"249","2018-09-25",9.9
"250","2018-09-26",9.94
"251","2018-09-27",9.91
"252","2018-09-28",9.91
"253","2018-10-01",9.92
"254","2018-10-02",9.94
"255","2018-10-03",9.91
"256","2018-10-04",9.91
"257","2018-10-05",9.92
"258","2018-10-08",9.93
"259","2018-10-09",9.91
"260","2018-10-10",9.93
"261","2018-10-11",9.93
"262","2018-10-12",9.92
"263","2018-10-15",9.93
"264","2018-10-16",9.93
"265","2018-10-17",9.94
"266","2018-10-18",9.92
"267","2018-10-19",9.93
"268","2018-10-22",9.92
"269","2018-10-23",9.93
"270","2018-10-24",9.93
"271","2018-10-25",9.92
"272","2018-10-26",9.93
"273","2018-10-29",9.92
"274","2018-10-30",9.92
"275","2018-10-31",9.95
"276","2018-11-01",9.93
"277","2018-11-02",9.93
"278","2018-11-05",9.94
"279","2018-11-06",9.96
"280","2018-11-07",9.94
"281","2018-11-08",9.94
"282","2018-11-09",9.95
"283","2018-11-12",9.98
"284","2018-11-13",9.94
"285","2018-11-14",9.96
"286","2018-11-15",9.99
"287","2018-11-16",9.99
"288","2018-11-19",9.95
"289","2018-11-20",9.97
"290","2018-11-21",9.94
"291","2018-11-23",10
"292","2018-11-26",9.99
"293","2018-11-27",9.96
"294","2018-11-28",9.96
"295","2018-11-29",9.94
"296","2018-11-30",9.95
"297","2018-12-03",9.94
"298","2018-12-04",9.95
"299","2018-12-06",9.94
"300","2018-12-07",9.94
"301","2018-12-10",9.94
"302","2018-12-11",9.98
"303","2018-12-12",9.96
"304","2018-12-13",10
"305","2018-12-14",10
"306","2018-12-17",9.969
"307","2018-12-18",9.95
"308","2018-12-19",9.99
"309","2018-12-20",10
"310","2018-12-21",9.98
"311","2018-12-24",9.97
"312","2018-12-26",10
"313","2018-12-27",10
"314","2018-12-28",10
"315","2018-12-31",10
"316","2019-01-02",10.02
"317","2019-01-03",10
"318","2019-01-04",10.04
"319","2019-01-07",10.03
"320","2019-01-08",10.04
"321","2019-01-09",10.06
"322","2019-01-10",10.04
"323","2019-01-11",10.04
"324","2019-01-14",10.03
"325","2019-01-15",10.03
"326","2019-01-16",10.06
"327","2019-01-17",10.04
"328","2019-01-18",10.06
"329","2019-01-22",10.03
"330","2019-01-23",10.06
"331","2019-01-24",10.06
"332","2019-01-25",10.05
"333","2019-01-28",10.08
"334","2019-01-29",10.05
"335","2019-01-30",10.069
"336","2019-01-31",10.05
"337","2019-02-01",10.1
"338","2019-02-04",10.06
"339","2019-02-05",10.09
"340","2019-02-06",10.07
"341","2019-02-07",10.09
"342","2019-02-08",10.1
"343","2019-02-11",10.08
"344","2019-02-12",10.09
"345","2019-02-13",10.1
"346","2019-02-14",10.09
"347","2019-02-15",10.1
"348","2019-02-19",10.1
"349","2019-02-20",10.14
"350","2019-02-21",10.18
"351","2019-02-22",10.16
"352","2019-02-25",10.11
"353","2019-02-26",10.13
"354","2019-02-27",10.11
"355","2019-02-28",10.12
"356","2019-03-01",10.11
"357","2019-03-04",10.14
"358","2019-03-05",10.13
"359","2019-03-06",10.15
"360","2019-03-07",10.11
"361","2019-03-08",10.125
"362","2019-03-11",10.14
"363","2019-03-12",10.14
"364","2019-03-13",10.14
"365","2019-03-14",10.14
"366","2019-03-15",10.13
"367","2019-03-18",10.141
"368","2019-03-19",10.15
"369","2019-03-20",10.14
"370","2019-03-21",10.18
"371","2019-03-22",10.17
"372","2019-03-25",10.17
"373","2019-03-26",10.16
"374","2019-03-27",10.17
"375","2019-03-28",10.19
"376","2019-03-29",10.19
"377","2019-04-01",10.19
"378","2019-04-02",10.205
"379","2019-04-03",10.19
"380","2019-04-04",10.21
"381","2019-04-05",10.2
"382","2019-04-08",10.195
"383","2019-04-09",10.2
"384","2019-04-10",10.19
"385","2019-04-11",10.22
"386","2019-04-12",10.24
"387","2019-04-15",10.23
"388","2019-04-16",10.23
"389","2019-04-17",10.23
"390","2019-04-18",10.27
"391","2019-04-22",10.23
"392","2019-04-23",10.23
"393","2019-04-24",10.24
"394","2019-04-25",10.25
"395","2019-04-26",10.25
"396","2019-04-29",10.24
"397","2019-04-30",10.23
"398","2019-05-01",10.27
"399","2019-05-02",10.32
"400","2019-05-03",10.31
"401","2019-05-06",10.33
"402","2019-05-07",10.34
"403","2019-05-08",10.33
"404","2019-05-09",10.32
"405","2019-05-10",10.32
"406","2019-05-13",10.32
"407","2019-05-14",10.3
"408","2019-05-15",10.34
"409","2019-05-16",10.34
"410","2019-05-17",10.3
"411","2019-05-20",10.3
"412","2019-05-21",10.32
"413","2019-05-22",10.33
"414","2019-05-23",10.32
"415","2019-05-24",10.31
"416","2019-05-28",10.34
"417","2019-05-29",10.34
"418","2019-05-30",10.32
"419","2019-05-31",10.34
"420","2019-06-03",10.33
"421","2019-06-04",10.31
"422","2019-06-05",10.31
"423","2019-06-06",10.32
"424","2019-06-07",10.32
"425","2019-06-10",10.32
"426","2019-06-11",10.31
"427","2019-06-12",10.32
"428","2019-06-13",10.31
"429","2019-06-14",10.31
"430","2019-06-17",10.34
"431","2019-06-18",10.36
"432","2019-06-19",10.38
"433","2019-06-20",10.38
"434","2019-06-21",10.43
"435","2019-06-24",10.39
"436","2019-06-25",10.4
"437","2019-06-26",10.4
"438","2019-06-27",10.41
"439","2019-06-28",10.435
"440","2019-07-01",10.4
"441","2019-07-02",10.4
"442","2019-07-03",10.4
"443","2019-07-05",10.43
"444","2019-07-08",10.43
"445","2019-07-09",10.69
"446","2019-07-10",10.78
"447","2019-07-11",10.59
"448","2019-07-12",10.63
"449","2019-07-15",10.58
"450","2019-07-16",10.51
"451","2019-07-17",10.47
"452","2019-07-18",10.48
"453","2019-07-19",10.49
"454","2019-07-22",10.45
"455","2019-07-23",10.45
"456","2019-07-24",10.48
"457","2019-07-25",10.45
"458","2019-07-26",10.47
"459","2019-07-29",10.46
"460","2019-07-30",10.47
"461","2019-07-31",10.47
"462","2019-08-01",10.46
"463","2019-08-02",10.43
"464","2019-08-05",10.43
"465","2019-08-06",10.43
"466","2019-08-07",10.42
"467","2019-08-08",10.42
"468","2019-08-09",10.44
"469","2019-08-12",10.41
"470","2019-08-13",10.41
"471","2019-08-14",10.41
"472","2019-08-15",10.4
"473","2019-08-16",10.37
"474","2019-08-19",10.36
"475","2019-08-20",10.36
"476","2019-08-21",10.38
"477","2019-08-22",10.37
"478","2019-08-23",10.38
"479","2019-08-26",10.36
"480","2019-08-27",10.35
"481","2019-08-28",10.34
"482","2019-08-29",10.34
"483","2019-08-30",10.35
"484","2019-09-03",10.34
"485","2019-09-04",10.34
"486","2019-09-05",10.34
"487","2019-09-06",10.33
"488","2019-09-09",10.36
"489","2019-09-10",10.37
"490","2019-09-11",10.38
"491","2019-09-12",10.37
"492","2019-09-13",10.42
"493","2019-09-16",10.45
"494","2019-09-17",10.42
"495","2019-09-18",10.6
"496","2019-09-19",10.58
"497","2019-09-20",10.6
"498","2019-09-23",10.59
"499","2019-09-24",10.57
"500","2019-09-25",10.54
"501","2019-09-26",10.63
"502","2019-09-27",10.7
"503","2019-09-30",10.7
"504","2019-10-01",10.69
"505","2019-10-02",10.7
"506","2019-10-03",10.86
"507","2019-10-04",10.99
"508","2019-10-07",10.94
"509","2019-10-08",10.92
"510","2019-10-09",10.81
"511","2019-10-10",10.53
"512","2019-10-11",10.45
"513","2019-10-14",10.38
"514","2019-10-15",10.39
"515","2019-10-16",10.36
"516","2019-10-17",10.35
"517","2019-10-18",10.38
"518","2019-10-21",10.38
"519","2019-10-22",10.52
"520","2019-10-23",10.5
"521","2019-10-24",10.6
"522","2019-10-25",11.79
"523","2019-10-28",11.79
"524","2019-10-29",10.99
"525","2019-10-30",10.61
"526","2019-10-31",9.41
"527","2019-11-01",9.64
"528","2019-11-04",9.35
"529","2019-11-05",9.68
"530","2019-11-06",9.65
"531","2019-11-07",9.8
"532","2019-11-08",9.99
"533","2019-11-11",10.2
"534","2019-11-12",10.1
"535","2019-11-13",9.72
"536","2019-11-14",9.66
"537","2019-11-15",9.68
"538","2019-11-18",9.53
"539","2019-11-19",9.39
"540","2019-11-20",9.1
"541","2019-11-21",8.43
"542","2019-11-22",7.6
"543","2019-11-25",7.22
"544","2019-11-26",7.26
"545","2019-11-27",7.32
"546","2019-11-29",7.25
"547","2019-12-02",7.44
"548","2019-12-03",7.46
"549","2019-12-04",7.22
"550","2019-12-05",7.22
"551","2019-12-06",7.26
"552","2019-12-09",8.42
"553","2019-12-10",8.97
"554","2019-12-11",9.34
"555","2019-12-12",9.17
"556","2019-12-13",9.03
"557","2019-12-16",9.29
"558","2019-12-17",9.34
"559","2019-12-18",9.56
"560","2019-12-19",10.37
"561","2019-12-20",10.77
"562","2019-12-23",10.95
"563","2019-12-24",11.41
"564","2019-12-26",10.9
"565","2019-12-27",11.56
"566","2019-12-30",11.49
"567","2019-12-31",11.55
"568","2020-01-02",11.79
"569","2020-01-03",11.81
"570","2020-01-06",11.38
"571","2020-01-07",11.36
"572","2020-01-08",11.42
"573","2020-01-09",12.04
"574","2020-01-10",12.83
"575","2020-01-13",13.7
"576","2020-01-14",13.97
"577","2020-01-15",14.84
"578","2020-01-16",14.94
"579","2020-01-17",15.64
"580","2020-01-21",17.299999
"581","2020-01-22",19.719999
"582","2020-01-23",19.120001
"583","2020-01-24",17.209999
"584","2020-01-27",17.440001
"585","2020-01-28",17.969999
"586","2020-01-29",17.58
"587","2020-01-30",17.1
"588","2020-01-31",17.15
"589","2020-02-03",18.610001
"590","2020-02-04",19.690001
"591","2020-02-05",18.690001
"592","2020-02-06",18.52
"593","2020-02-07",18.93
"594","2020-02-10",20.549999
"595","2020-02-11",21.940001
"596","2020-02-12",23.08
"597","2020-02-13",23.66
"598","2020-02-14",28.68
"599","2020-02-18",30.299999
"600","2020-02-19",37.349998
"601","2020-02-20",37.259998
"602","2020-02-21",33.869999
"603","2020-02-24",34.290001
"604","2020-02-25",34.040001
"605","2020-02-26",28.75
"606","2020-02-27",21.969999
"607","2020-02-28",24.6
"608","2020-03-02",25.98
"609","2020-03-03",24.709999
"610","2020-03-04",23.76
"611","2020-03-05",24.09
"612","2020-03-06",21.67
"613","2020-03-09",19.440001
"614","2020-03-10",18.440001
"615","2020-03-11",16.41
"616","2020-03-12",13.81
"617","2020-03-13",14.69
"618","2020-03-16",11.91
"619","2020-03-17",12.66
"620","2020-03-18",10.56
"621","2020-03-19",10.49
"622","2020-03-20",11.23
"623","2020-03-23",12.97
"624","2020-03-24",16.32
"625","2020-03-25",16
"626","2020-03-26",17.059999
"627","2020-03-27",15.38
"628","2020-03-30",14.76
"629","2020-03-31",14.78
"630","2020-04-01",13.3
"631","2020-04-02",12.96
"632","2020-04-03",12.19
"633","2020-04-06",14.3
"634","2020-04-07",14.07
"635","2020-04-08",15.36
"636","2020-04-09",15.27
"637","2020-04-13",15.46
"638","2020-04-14",19.030001
"639","2020-04-15",19.98
"640","2020-04-16",18.299999
"641","2020-04-17",18.9
"642","2020-04-20",19
"643","2020-04-21",16.870001
"644","2020-04-22",17.27
"645","2020-04-23",16.66
"646","2020-04-24",17.02
"647","2020-04-27",17.889999
"648","2020-04-28",17.559999
"649","2020-04-29",18.23
"650","2020-04-30",17.620001
"651","2020-05-01",17.92
"652","2020-05-04",16.68
"653","2020-05-05",16.620001
"654","2020-05-06",18.5
"655","2020-05-07",19.84
"656","2020-05-08",20.18
"657","2020-05-11",19.4
"658","2020-05-12",17.6
"659","2020-05-13",16.540001
"660","2020-05-14",15.88
"661","2020-05-15",15.62
"662","2020-05-18",16
"663","2020-05-19",15.87
"664","2020-05-20",14.86
"665","2020-05-21",14.71
"666","2020-05-22",15.74
"667","2020-05-26",16.33
"668","2020-05-27",17.52
"669","2020-05-28",16.469999
"670","2020-05-29",17.040001
"671","2020-06-01",17.52
"672","2020-06-02",15.82
"673","2020-06-03",16.389999
"674","2020-06-04",15.86
"675","2020-06-05",15.77
"676","2020-06-08",17.290001
"677","2020-06-09",16.639999
"678","2020-06-10",16.16
"679","2020-06-11",14.46
"680","2020-06-12",14.99
"681","2020-06-15",15.32
"682","2020-06-16",15.35
"683","2020-06-17",14.98
"684","2020-06-18",15.2
"685","2020-06-19",15
"686","2020-06-22",17.389999
"687","2020-06-23",16.450001
"688","2020-06-24",15.5
"689","2020-06-25",15.25
"690","2020-06-26",15.55
"691","2020-06-29",15.42
"692","2020-06-30",16.34
"693","2020-07-01",16.700001
"694","2020-07-02",16.25
"695","2020-07-06",16.950001
"696","2020-07-07",16.549999
"697","2020-07-08",16.790001
"698","2020-07-09",19.459999
"699","2020-07-10",19.25
"700","2020-07-13",18.1
"701","2020-07-14",18.43
"702","2020-07-15",18.549999
"703","2020-07-16",21.07
"704","2020-07-17",24.049999
"705","2020-07-20",22.98
"706","2020-07-21",24.93
"707","2020-07-22",25.540001
"708","2020-07-23",25.15
"709","2020-07-24",24.309999
"710","2020-07-27",24.92
"711","2020-07-28",23.860001
"712","2020-07-29",22.969999
"713","2020-07-30",22.879999
"714","2020-07-31",22.450001
"715","2020-08-03",24.02
"716","2020-08-04",20.719999
"717","2020-08-05",20.15
"718","2020-08-06",19.34
"719","2020-08-07",18.25
"720","2020-08-10",19.23
"721","2020-08-11",18.280001
"722","2020-08-12",18.16
"723","2020-08-13",18.77
"724","2020-08-14",18.549999
"725","2020-08-17",18.17
"726","2020-08-18",17.73
"727","2020-08-19",17.530001
"728","2020-08-20",17.309999
"729","2020-08-21",16.870001
"730","2020-08-24",17.629999
"731","2020-08-25",17.49
"732","2020-08-26",17.34
"733","2020-08-27",17.280001
"734","2020-08-28",17.459999
"735","2020-08-31",17.9
"736","2020-09-01",17.41
"737","2020-09-02",17.1
"738","2020-09-03",16.530001
"739","2020-09-04",15.92
"740","2020-09-08",17.4
"741","2020-09-09",17.709999
"742","2020-09-10",17.450001
"743","2020-09-11",16.559999
"744","2020-09-14",17.389999
"745","2020-09-15",17.700001
"746","2020-09-16",17.41
"747","2020-09-17",17.18
"748","2020-09-18",17.209999
"749","2020-09-21",16.48
"750","2020-09-22",16.469999
"751","2020-09-23",15.73
"752","2020-09-24",15.92
"753","2020-09-25",16.43
"754","2020-09-28",20.51
"755","2020-09-29",20.440001
"756","2020-09-30",19.23
"757","2020-10-01",20.17
"758","2020-10-02",20.77
"759","2020-10-05",21.01
"760","2020-10-06",21.030001
"761","2020-10-07",21.82
"762","2020-10-08",22.09
"763","2020-10-09",21.4
"764","2020-10-12",20.57
"765","2020-10-13",21.809999
"766","2020-10-14",21.33
"767","2020-10-15",21.639999
"768","2020-10-16",22.440001
"769","2020-10-19",22.82
"770","2020-10-20",23.030001
"771","2020-10-21",20.440001
"772","2020-10-22",20.73
"773","2020-10-23",19.139999
"774","2020-10-26",18.32
"775","2020-10-27",18.290001
"776","2020-10-28",17.48
"777","2020-10-29",18.18
"778","2020-10-30",17.42
"779","2020-11-02",17.66
"780","2020-11-03",18.450001
"781","2020-11-04",18.030001
"782","2020-11-05",19.17
"783","2020-11-06",19.030001
"784","2020-11-09",20.450001
"785","2020-11-10",20.469999
"786","2020-11-11",21.940001
"787","2020-11-12",21.620001
"788","2020-11-13",22.27
"789","2020-11-16",20.889999
"790","2020-11-17",21.35
"791","2020-11-18",22.59
"792","2020-11-19",24.049999
"793","2020-11-20",23.309999
"794","2020-11-23",24.91
"795","2020-11-24",24.959999
"796","2020-11-25",27.1
"797","2020-11-27",27.17
