"","date","PHIO"
"131","2012-11-15",13200
"132","2012-11-16",13035
"133","2012-11-19",12540
"134","2012-11-20",13200
"135","2012-11-21",13200
"136","2012-11-23",14025
"137","2012-11-26",14190
"138","2012-11-27",14025
"139","2012-11-28",13860
"140","2012-11-29",13530
"141","2012-11-30",14025
"142","2012-12-03",13200
"143","2012-12-04",13860
"144","2012-12-05",13860
"145","2012-12-06",13695
"146","2012-12-07",12870
"147","2012-12-10",12870
"148","2012-12-11",13530
"149","2012-12-12",13035
"150","2012-12-13",12870
"151","2012-12-14",13035
"152","2012-12-17",12705
"153","2012-12-18",13200
"154","2012-12-19",13200
"155","2012-12-20",12705
"156","2012-12-21",12375
"157","2012-12-24",13200
"158","2012-12-26",12540
"159","2012-12-27",12375
"160","2012-12-28",12375
"161","2012-12-31",12375
"162","2013-01-02",11880
"163","2013-01-03",12870
"164","2013-01-04",12870
"165","2013-01-07",12375
"166","2013-01-08",12375
"167","2013-01-09",11880
"168","2013-01-10",12045
"169","2013-01-11",11880
"170","2013-01-14",13035
"171","2013-01-15",12375
"172","2013-01-16",12705
"173","2013-01-17",12705
"174","2013-01-18",13035
"175","2013-01-22",12870
"176","2013-01-23",12870
"177","2013-01-24",11880
"178","2013-01-25",12210
"179","2013-01-28",12375
"180","2013-01-29",12870
"181","2013-01-30",12870
"182","2013-01-31",12870
"183","2013-02-01",12375
"184","2013-02-04",13200
"185","2013-02-05",14520
"186","2013-02-06",14190
"187","2013-02-07",13860
"188","2013-02-08",16335
"189","2013-02-11",19140
"190","2013-02-12",19800
"191","2013-02-13",18480
"192","2013-02-14",20955
"193","2013-02-15",22770
"194","2013-02-19",33000
"195","2013-02-20",30525
"196","2013-02-21",27060
"197","2013-02-22",28050
"198","2013-02-25",29700
"199","2013-02-26",27225
"200","2013-02-27",25575
"201","2013-02-28",26235
"202","2013-03-01",25575
"203","2013-03-04",24915
"204","2013-03-05",23925
"205","2013-03-06",23925
"206","2013-03-07",32175
"207","2013-03-08",33000
"208","2013-03-11",45375
"209","2013-03-12",40425
"210","2013-03-13",47850
"211","2013-03-14",54450
"212","2013-03-15",53625
"213","2013-03-18",54450
"214","2013-03-19",48675
"215","2013-03-20",39600
"216","2013-03-21",42900
"217","2013-03-22",44715
"218","2013-03-25",47850
"219","2013-03-26",46695
"220","2013-03-27",46200
"221","2013-03-28",47025
"222","2013-04-01",42075
"223","2013-04-02",42900
"224","2013-04-03",44055
"225","2013-04-04",41250
"226","2013-04-05",42075
"227","2013-04-08",42900
"228","2013-04-09",40920
"229","2013-04-10",42900
"230","2013-04-11",41415
"231","2013-04-12",41250
"232","2013-04-15",41250
"233","2013-04-16",41250
"234","2013-04-17",40425
"235","2013-04-18",39600
"236","2013-04-19",38610
"237","2013-04-22",38115
"238","2013-04-23",36465
"239","2013-04-24",33165
"240","2013-04-25",34650
"241","2013-04-26",36300
"242","2013-04-29",37125
"243","2013-04-30",34650
"244","2013-05-01",31350
"245","2013-05-02",33825
"246","2013-05-03",34650
"247","2013-05-06",33000
"248","2013-05-07",29700
"249","2013-05-08",33000
"250","2013-05-09",33000
"251","2013-05-10",33000
"252","2013-05-13",33000
"253","2013-05-14",32340
"254","2013-05-15",33000
"255","2013-05-16",32340
"256","2013-05-17",33000
"257","2013-05-20",33000
"258","2013-05-21",33000
"259","2013-05-22",33000
"260","2013-05-23",33000
"261","2013-05-24",33495
"262","2013-05-28",33000
"263","2013-05-29",33000
"264","2013-05-30",32835
"265","2013-05-31",33000
"266","2013-06-03",32835
"267","2013-06-04",32835
"268","2013-06-05",33000
"269","2013-06-06",33000
"270","2013-06-07",33000
"271","2013-06-10",32340
"272","2013-06-11",33000
"273","2013-06-12",33000
"274","2013-06-13",33000
"275","2013-06-14",32505
"276","2013-06-17",32670
"277","2013-06-18",32835
"278","2013-06-19",32835
"279","2013-06-20",32670
"280","2013-06-21",33000
"281","2013-06-24",32175
"282","2013-06-25",32175
"283","2013-06-26",32010
"284","2013-06-27",32670
"285","2013-06-28",31845
"286","2013-07-01",32340
"287","2013-07-02",31680
"288","2013-07-03",32010
"289","2013-07-05",32010
"290","2013-07-08",33000
"291","2013-07-09",31845
"292","2013-07-10",32175
"293","2013-07-11",32010
"294","2013-07-12",31515
"295","2013-07-15",28050
"296","2013-07-16",27225
"297","2013-07-17",26400
"298","2013-07-18",23430
"299","2013-07-19",23925
"300","2013-07-22",25410
"301","2013-07-23",24255
"302","2013-07-24",26950
"303","2013-07-25",27445
"304","2013-07-26",26565
"305","2013-07-29",24970
"306","2013-07-30",23155
"307","2013-07-31",22935
"308","2013-08-01",22000
"309","2013-08-02",22770
"310","2013-08-05",22000
"311","2013-08-06",22110
"312","2013-08-07",22000
"313","2013-08-08",22000
"314","2013-08-09",21450
"315","2013-08-12",21450
"316","2013-08-13",21450
"317","2013-08-14",21395
"318","2013-08-15",20927.5
"319","2013-08-16",21120
"320","2013-08-19",19800
"321","2013-08-20",20625
"322","2013-08-21",20900
"323","2013-08-22",19030
"324","2013-08-23",20295
"325","2013-08-26",21450
"326","2013-08-27",20240
"327","2013-08-28",20625
"328","2013-08-29",19525
"329","2013-08-30",18700
"330","2013-09-03",19800
"331","2013-09-04",20295
"332","2013-09-05",19525
"333","2013-09-06",19800
"334","2013-09-09",20075
"335","2013-09-10",19690
"336","2013-09-11",19525
"337","2013-09-12",19360
"338","2013-09-13",19305
"339","2013-09-16",19525
"340","2013-09-17",19525
"341","2013-09-18",19140
"342","2013-09-19",19855
"343","2013-09-20",19140
"344","2013-09-23",19250
"345","2013-09-24",19195
"346","2013-09-25",19360
"347","2013-09-26",19085
"348","2013-09-27",18810
"349","2013-09-30",19250
"350","2013-10-01",18920
"351","2013-10-02",19360
"352","2013-10-03",19030
"353","2013-10-04",19195
"354","2013-10-07",19250
"355","2013-10-08",18645
"356","2013-10-09",16225
"357","2013-10-10",17710
"358","2013-10-11",16775
"359","2013-10-14",19250
"360","2013-10-15",19305
"361","2013-10-16",19250
"362","2013-10-17",19250
"363","2013-10-18",19250
"364","2013-10-21",19250
"365","2013-10-22",18425
"366","2013-10-23",18370
"367","2013-10-24",17985
"368","2013-10-25",17600
"369","2013-10-28",16940
"370","2013-10-29",16940
"371","2013-10-30",16995
"372","2013-10-31",16775
"373","2013-11-01",16775
"374","2013-11-04",16500
"375","2013-11-05",16390
"376","2013-11-06",16445
"377","2013-11-07",16335
"378","2013-11-08",16005
"379","2013-11-11",16060
"380","2013-11-12",16280
"381","2013-11-13",17600
"382","2013-11-14",16940
"383","2013-11-15",16500
"384","2013-11-18",16720
"385","2013-11-19",16555
"386","2013-11-20",16775
"387","2013-11-21",17050
"388","2013-11-22",17050
"389","2013-11-25",16995
"390","2013-11-26",16995
"391","2013-11-27",17160
"392","2013-11-29",17050
"393","2013-12-02",17050
"394","2013-12-03",16885
"395","2013-12-04",16335
"396","2013-12-05",16610
"397","2013-12-06",16445
"398","2013-12-09",15675
"399","2013-12-10",16445
"400","2013-12-11",16445
"401","2013-12-12",16005
"402","2013-12-13",15895
"403","2013-12-16",15675
"404","2013-12-17",15345
"405","2013-12-18",15675
"406","2013-12-19",16060
"407","2013-12-20",16335
"408","2013-12-23",15950
"409","2013-12-24",15675
"410","2013-12-26",15950
"411","2013-12-27",15675
"412","2013-12-30",15675
"413","2013-12-31",15950
"414","2014-01-02",15950
"415","2014-01-03",16665
"416","2014-01-06",17600
"417","2014-01-07",19030
"418","2014-01-08",20735
"419","2014-01-09",24695
"420","2014-01-10",24200
"421","2014-01-13",27775
"422","2014-01-14",28050
"423","2014-01-15",27225
"424","2014-01-16",25795
"425","2014-01-17",24530
"426","2014-01-21",24145
"427","2014-01-22",24750
"428","2014-01-23",24310
"429","2014-01-24",23375
"430","2014-01-27",26125
"431","2014-01-28",26895
"432","2014-01-29",26125
"433","2014-01-30",26675
"434","2014-01-31",25575
"435","2014-02-03",24420
"436","2014-02-04",24145
"437","2014-02-05",23430
"438","2014-02-06",23430
"439","2014-02-07",24585
"440","2014-02-10",26455
"441","2014-02-11",28050
"442","2014-02-12",27610
"443","2014-02-13",26455
"444","2014-02-14",25520
"445","2014-02-18",25850
"446","2014-02-19",24750
"447","2014-02-20",25850
"448","2014-02-21",26400
"449","2014-02-24",33935
"450","2014-02-25",33385
"451","2014-02-26",33000
"452","2014-02-27",33000
"453","2014-02-28",33055
"454","2014-03-03",29205
"455","2014-03-04",31680
"456","2014-03-05",32395
"457","2014-03-06",33330
"458","2014-03-07",33000
"459","2014-03-10",32450
"460","2014-03-11",31020
"461","2014-03-12",30690
"462","2014-03-13",30250
"463","2014-03-14",30030
"464","2014-03-17",31350
"465","2014-03-18",31900
"466","2014-03-19",32725
"467","2014-03-20",32395
"468","2014-03-21",29260
"469","2014-03-24",28655
"470","2014-03-25",27005
"471","2014-03-26",24860
"472","2014-03-27",25135
"473","2014-03-28",22385
"474","2014-03-31",23485
"475","2014-04-01",23650
"476","2014-04-02",24090
"477","2014-04-03",23210
"478","2014-04-04",21439
"479","2014-04-07",18700
"480","2014-04-08",20240
"481","2014-04-09",20130
"482","2014-04-10",19250
"483","2014-04-11",17985
"484","2014-04-14",19112.5
"485","2014-04-15",18810
"486","2014-04-16",18865
"487","2014-04-17",19305
"488","2014-04-21",20350
"489","2014-04-22",21945
"490","2014-04-23",21945
"491","2014-04-24",20955
"492","2014-04-25",20130
"493","2014-04-28",19745
"494","2014-04-29",18755
"495","2014-04-30",17875
"496","2014-05-01",17435
"497","2014-05-02",18590
"498","2014-05-05",18260
"499","2014-05-06",18150
"500","2014-05-07",16665
"501","2014-05-08",17545
"502","2014-05-09",17380
"503","2014-05-12",17655
"504","2014-05-13",17435
"505","2014-05-14",17050
"506","2014-05-15",16720
"507","2014-05-16",16500
"508","2014-05-19",16170
"509","2014-05-20",15785
"510","2014-05-21",15015
"511","2014-05-22",14355
"512","2014-05-23",16170
"513","2014-05-27",16225
"514","2014-05-28",15620
"515","2014-05-29",15345
"516","2014-05-30",14795
"517","2014-06-02",15675
"518","2014-06-03",16115
"519","2014-06-04",15730
"520","2014-06-05",15895
"521","2014-06-06",16225
"522","2014-06-09",16280
"523","2014-06-10",16995
"524","2014-06-11",17215
"525","2014-06-12",16775
"526","2014-06-13",17050
"527","2014-06-16",17050
"528","2014-06-17",17270
"529","2014-06-18",16720
"530","2014-06-19",16170
"531","2014-06-20",16060
"532","2014-06-23",16225
"533","2014-06-24",16445
"534","2014-06-25",16555
"535","2014-06-26",16775
"536","2014-06-27",16445
"537","2014-06-30",16610
"538","2014-07-01",16390
"539","2014-07-02",16390
"540","2014-07-03",16225
"541","2014-07-07",15730
"542","2014-07-08",14740
"543","2014-07-09",14080
"544","2014-07-10",13750
"545","2014-07-11",13750
"546","2014-07-14",14300
"547","2014-07-15",13695
"548","2014-07-16",13530
"549","2014-07-17",13640
"550","2014-07-18",13750
"551","2014-07-21",13640
"552","2014-07-22",13695
"553","2014-07-23",13695
"554","2014-07-24",13640
"555","2014-07-25",13640
"556","2014-07-28",13750
"557","2014-07-29",13695
"558","2014-07-30",13750
"559","2014-07-31",13695
"560","2014-08-01",13750
"561","2014-08-04",13640
"562","2014-08-05",13585
"563","2014-08-06",13750
"564","2014-08-07",13365
"565","2014-08-08",13750
"566","2014-08-11",14300
"567","2014-08-12",15070
"568","2014-08-13",14795
"569","2014-08-14",15235
"570","2014-08-15",14465
"571","2014-08-18",14410
"572","2014-08-19",13750
"573","2014-08-20",13695
"574","2014-08-21",13530
"575","2014-08-22",13750
"576","2014-08-25",13860
"577","2014-08-26",13970
"578","2014-08-27",14575
"579","2014-08-28",15730
"580","2014-08-29",16390
"581","2014-09-02",18260
"582","2014-09-03",20295
"583","2014-09-04",18975
"584","2014-09-05",18315
"585","2014-09-08",19800
"586","2014-09-09",19525
"587","2014-09-10",13420
"588","2014-09-11",12430
"589","2014-09-12",12760
"590","2014-09-15",12045
"591","2014-09-16",11605
"592","2014-09-17",12045
"593","2014-09-18",12320
"594","2014-09-19",12375
"595","2014-09-22",12485
"596","2014-09-23",11880
"597","2014-09-24",11880
"598","2014-09-25",11632.5
"599","2014-09-26",11055
"600","2014-09-29",11110
"601","2014-09-30",11000
"602","2014-10-01",10697.5
"603","2014-10-02",9900
"604","2014-10-03",10615
"605","2014-10-06",10395
"606","2014-10-07",11660
"607","2014-10-08",11385
"608","2014-10-09",10230
"609","2014-10-10",10065
"610","2014-10-13",9240
"611","2014-10-14",9295
"612","2014-10-15",9350
"613","2014-10-16",9900
"614","2014-10-17",10340
"615","2014-10-20",11440
"616","2014-10-21",11715
"617","2014-10-22",11220
"618","2014-10-23",10670
"619","2014-10-24",11330
"620","2014-10-27",11275
"621","2014-10-28",11275
"622","2014-10-29",11495
"623","2014-10-30",11275
"624","2014-10-31",10945
"625","2014-11-03",10450
"626","2014-11-04",10340
"627","2014-11-05",10560
"628","2014-11-06",10505
"629","2014-11-07",10450
"630","2014-11-10",10120
"631","2014-11-11",10092.5
"632","2014-11-12",10395
"633","2014-11-13",10285
"634","2014-11-14",10230
"635","2014-11-17",10010
"636","2014-11-18",10120
"637","2014-11-19",10175
"638","2014-11-20",10010
"639","2014-11-21",10175
"640","2014-11-24",10120
"641","2014-11-25",10312.5
"642","2014-11-26",11880
"643","2014-11-28",10780
"644","2014-12-01",10560
"645","2014-12-02",10450
"646","2014-12-03",10890
"647","2014-12-04",10615
"648","2014-12-05",10725
"649","2014-12-08",10725
"650","2014-12-09",11165
"651","2014-12-10",10890
"652","2014-12-11",11110
"653","2014-12-12",11110
"654","2014-12-15",10670
"655","2014-12-16",10450
"656","2014-12-17",10670
"657","2014-12-18",10615
"658","2014-12-19",8800
"659","2014-12-22",8800
"660","2014-12-23",8800
"661","2014-12-24",8800
"662","2014-12-26",8800
"663","2014-12-29",8745
"664","2014-12-30",8580
"665","2014-12-31",8800
"666","2015-01-02",8800
"667","2015-01-05",8855
"668","2015-01-06",8580
"669","2015-01-07",8305
"670","2015-01-08",8415
"671","2015-01-09",8580
"672","2015-01-12",8415
"673","2015-01-13",7425
"674","2015-01-14",7975
"675","2015-01-15",7205
"676","2015-01-16",6765
"677","2015-01-20",5830
"678","2015-01-21",6765
"679","2015-01-22",6655
"680","2015-01-23",6435
"681","2015-01-26",6600
"682","2015-01-27",6655
"683","2015-01-28",6270
"684","2015-01-29",6325
"685","2015-01-30",5995
"686","2015-02-02",5940
"687","2015-02-03",6490
"688","2015-02-04",6270
"689","2015-02-05",6600
"690","2015-02-06",6930
"691","2015-02-09",7095
"692","2015-02-10",6930
"693","2015-02-11",6930
"694","2015-02-12",6765
"695","2015-02-13",6600
"696","2015-02-17",6270
"697","2015-02-18",6380
"698","2015-02-19",6545
"699","2015-02-20",6325
"700","2015-02-23",6105
"701","2015-02-24",6105
"702","2015-02-25",6600
"703","2015-02-26",6545
"704","2015-02-27",6380
"705","2015-03-02",6270
"706","2015-03-03",6215
"707","2015-03-04",6215
"708","2015-03-05",6765
"709","2015-03-06",8250
"710","2015-03-09",7150
"711","2015-03-10",6435
"712","2015-03-11",6050
"713","2015-03-12",6105
"714","2015-03-13",6325
"715","2015-03-16",6600
"716","2015-03-17",6490
"717","2015-03-18",6600
"718","2015-03-19",6600
"719","2015-03-20",6600
"720","2015-03-23",5775
"721","2015-03-24",4950
"722","2015-03-25",4345
"723","2015-03-26",4119.5
"724","2015-03-27",4180
"725","2015-03-30",4070
"726","2015-03-31",3960
"727","2015-04-01",3877.5
"728","2015-04-02",4031.5
"729","2015-04-06",4125
"730","2015-04-07",3850
"731","2015-04-08",4026
"732","2015-04-09",4125
"733","2015-04-10",4455
"734","2015-04-13",4620
"735","2015-04-14",3960
"736","2015-04-15",3850
"737","2015-04-16",3850
"738","2015-04-17",3987.5
"739","2015-04-20",4009.5
"740","2015-04-21",3921.5
"741","2015-04-22",3850
"742","2015-04-23",3685
"743","2015-04-24",3437.5
"744","2015-04-27",3465
"745","2015-04-28",3465
"746","2015-04-29",3465
"747","2015-04-30",3580.5
"748","2015-05-01",3685
"749","2015-05-04",3707
"750","2015-05-05",3613.5
"751","2015-05-06",3388
"752","2015-05-07",3080
"753","2015-05-08",2915
"754","2015-05-11",3245
"755","2015-05-12",3190
"756","2015-05-13",3135
"757","2015-05-14",3014
"758","2015-05-15",2816
"759","2015-05-18",2755.5
"760","2015-05-19",2887.5
"761","2015-05-20",2805
"762","2015-05-21",2722.5
"763","2015-05-22",2750
"764","2015-05-26",2546.5
"765","2015-05-27",2502.5
"766","2015-05-28",2090
"767","2015-05-29",2002
"768","2015-06-01",2079
"769","2015-06-02",2057
"770","2015-06-03",2156
"771","2015-06-04",2145
"772","2015-06-05",2348.5
"773","2015-06-08",2530
"774","2015-06-09",2695
"775","2015-06-10",2585
"776","2015-06-11",2524.5
"777","2015-06-12",2365
"778","2015-06-15",2266
"779","2015-06-16",2255
"780","2015-06-17",2310
"781","2015-06-18",2475
"782","2015-06-19",2541
"783","2015-06-22",2530
"784","2015-06-23",2695
"785","2015-06-24",2887.5
"786","2015-06-25",3355
"787","2015-06-26",3129.5
"788","2015-06-29",2827
"789","2015-06-30",2695
"790","2015-07-01",2887.5
"791","2015-07-02",2832.5
"792","2015-07-06",2981
"793","2015-07-07",2832.5
"794","2015-07-08",2689.5
"795","2015-07-09",2651
"796","2015-07-10",2904
"797","2015-07-13",2882
"798","2015-07-14",2821.5
"799","2015-07-15",2805
"800","2015-07-16",2805
"801","2015-07-17",2750
"802","2015-07-20",2651
"803","2015-07-21",2612.5
"804","2015-07-22",2568.5
"805","2015-07-23",2623.5
"806","2015-07-24",2585
"807","2015-07-27",2585
"808","2015-07-28",2475
"809","2015-07-29",2387
"810","2015-07-30",2260.5
"811","2015-07-31",2255
"812","2015-08-03",2255
"813","2015-08-04",2266
"814","2015-08-05",2310
"815","2015-08-06",2222
"816","2015-08-07",2145
"817","2015-08-10",2200
"818","2015-08-11",2200
"819","2015-08-12",2260.5
"820","2015-08-13",2145
"821","2015-08-14",2139.5
"822","2015-08-17",1980
"823","2015-08-18",1980
"824","2015-08-19",2145
"825","2015-08-20",2271.5
"826","2015-08-21",2216.5
"827","2015-08-24",2090
"828","2015-08-25",2167
"829","2015-08-26",2090
"830","2015-08-27",2145
"831","2015-08-28",2172.5
"832","2015-08-31",2205.5
"833","2015-09-01",2200
"834","2015-09-02",2145
"835","2015-09-03",2145
"836","2015-09-04",2167
"837","2015-09-08",2211
"838","2015-09-09",2255
"839","2015-09-10",2392.5
"840","2015-09-11",2695
"841","2015-09-14",2667.5
"842","2015-09-15",2508
"843","2015-09-16",2585
"844","2015-09-17",2530
"845","2015-09-18",2585
"846","2015-09-21",2513.5
"847","2015-09-22",2425.5
"848","2015-09-23",2464
"849","2015-09-24",2469.5
"850","2015-09-25",2205.5
"851","2015-09-28",2255
"852","2015-09-29",2035
"853","2015-09-30",2040.5
"854","2015-10-01",2139.5
"855","2015-10-02",2299
"856","2015-10-05",2475
"857","2015-10-06",2475
"858","2015-10-07",2475
"859","2015-10-08",2634.5
"860","2015-10-09",2750
"861","2015-10-12",2937
"862","2015-10-13",3283.5
"863","2015-10-14",2970
"864","2015-10-15",2948
"865","2015-10-16",2640
"866","2015-10-19",2431
"867","2015-10-20",2667.5
"868","2015-10-21",2662
"869","2015-10-22",2376
"870","2015-10-23",2420
"871","2015-10-26",2266
"872","2015-10-27",2167
"873","2015-10-28",2244
"874","2015-10-29",2392.5
"875","2015-10-30",2282.5
"876","2015-11-02",2420
"877","2015-11-03",2447.5
"878","2015-11-04",2414.5
"879","2015-11-05",2381.5
"880","2015-11-06",2453
"881","2015-11-09",2354
"882","2015-11-10",2420
"883","2015-11-11",2414.5
"884","2015-11-12",2310
"885","2015-11-13",2315.5
"886","2015-11-16",2200
"887","2015-11-17",2145
"888","2015-11-18",2134
"889","2015-11-19",2145
"890","2015-11-20",2090
"891","2015-11-23",2145
"892","2015-11-24",2123
"893","2015-11-25",2145
"894","2015-11-27",2090
"895","2015-11-30",2332
"896","2015-12-01",2299
"897","2015-12-02",2200
"898","2015-12-03",2167
"899","2015-12-04",2172.5
"900","2015-12-07",2035
"901","2015-12-08",2255
"902","2015-12-09",2101
"903","2015-12-10",2172.5
"904","2015-12-11",2139.5
"905","2015-12-14",2068
"906","2015-12-15",2079
"907","2015-12-16",2145
"908","2015-12-17",2200
"909","2015-12-18",2189
"910","2015-12-21",2117.5
"911","2015-12-22",2117.5
"912","2015-12-23",2156
"913","2015-12-24",2227.5
"914","2015-12-28",2172.5
"915","2015-12-29",2123
"916","2015-12-30",2145
"917","2015-12-31",2101
"918","2016-01-04",2095.5
"919","2016-01-05",2090
"920","2016-01-06",2057
"921","2016-01-07",2007.5
"922","2016-01-08",2035
"923","2016-01-11",1760
"924","2016-01-12",1754.5
"925","2016-01-13",1540
"926","2016-01-14",1639
"927","2016-01-15",1540
"928","2016-01-19",1512.5
"929","2016-01-20",1567.5
"930","2016-01-21",1782
"931","2016-01-22",1666.5
"932","2016-01-25",1688.5
"933","2016-01-26",1666.5
"934","2016-01-27",1666.5
"935","2016-01-28",1573
"936","2016-01-29",1611.5
"937","2016-02-01",1650
"938","2016-02-02",1600.5
"939","2016-02-03",1551
"940","2016-02-04",1628
"941","2016-02-05",1595
"942","2016-02-08",1650
"943","2016-02-09",1540
"944","2016-02-10",1573
"945","2016-02-11",1540
"946","2016-02-12",1540
"947","2016-02-16",1650
"948","2016-02-17",1650
"949","2016-02-18",1672
"950","2016-02-19",1628
"951","2016-02-22",1677.5
"952","2016-02-23",1622.5
"953","2016-02-24",1666.5
"954","2016-02-25",1650
"955","2016-02-26",1567.5
"956","2016-02-29",1540
"957","2016-03-01",1556.5
"958","2016-03-02",1545.5
"959","2016-03-03",1545.5
"960","2016-03-04",1595
"961","2016-03-07",1633.5
"962","2016-03-08",1650
"963","2016-03-09",1600.5
"964","2016-03-10",1683
"965","2016-03-11",1540
"966","2016-03-14",1622.5
"967","2016-03-15",1584
"968","2016-03-16",1622.5
"969","2016-03-17",1595
"970","2016-03-18",1529
"971","2016-03-21",1523.5
"972","2016-03-22",1540
"973","2016-03-23",1474
"974","2016-03-24",1446.5
"975","2016-03-28",1446.5
"976","2016-03-29",1463
"977","2016-03-30",1468.5
"978","2016-03-31",1485
"979","2016-04-01",1485
"980","2016-04-04",1600.5
"981","2016-04-05",1534.5
"982","2016-04-06",1485
"983","2016-04-07",1485
"984","2016-04-08",1468.5
"985","2016-04-11",1485
"986","2016-04-12",1441
"987","2016-04-13",1457.5
"988","2016-04-14",1446.5
"989","2016-04-15",1430
"990","2016-04-18",1353
"991","2016-04-19",1331
"992","2016-04-20",1336.5
"993","2016-04-21",1237.5
"994","2016-04-22",1171.5
"995","2016-04-25",1127.5
"996","2016-04-26",1193.5
"997","2016-04-27",1155
"998","2016-04-28",1193.5
"999","2016-04-29",1221
"1000","2016-05-02",1221
"1001","2016-05-03",1226.5
"1002","2016-05-04",1127.5
"1003","2016-05-05",1105.5
"1004","2016-05-06",962.5
"1005","2016-05-09",874.5
"1006","2016-05-10",1243
"1007","2016-05-11",1144
"1008","2016-05-12",1111
"1009","2016-05-13",1152.800049
"1010","2016-05-16",1127.5
"1011","2016-05-17",1177
"1012","2016-05-18",1188
"1013","2016-05-19",1265
"1014","2016-05-20",1226.5
"1015","2016-05-23",1199
"1016","2016-05-24",1210
"1017","2016-05-25",1243
"1018","2016-05-26",1193.5
"1019","2016-05-27",1193.5
"1020","2016-05-31",1215.5
"1021","2016-06-01",1221
"1022","2016-06-02",1199
"1023","2016-06-03",1193.5
"1024","2016-06-06",1221
"1025","2016-06-07",1182.5
"1026","2016-06-08",1182.5
"1027","2016-06-09",1188
"1028","2016-06-10",1149.5
"1029","2016-06-13",1177
"1030","2016-06-14",1155
"1031","2016-06-15",1182.5
"1032","2016-06-16",1199
"1033","2016-06-17",1182.5
"1034","2016-06-20",1185.25
"1035","2016-06-21",1364
"1036","2016-06-22",1512.5
"1037","2016-06-23",1545.5
"1038","2016-06-24",1595
"1039","2016-06-27",1507
"1040","2016-06-28",1479.5
"1041","2016-06-29",1325.5
"1042","2016-06-30",1320
"1043","2016-07-01",1325.5
"1044","2016-07-05",1320
"1045","2016-07-06",1309
"1046","2016-07-07",1369.5
"1047","2016-07-08",1408
"1048","2016-07-11",1353
"1049","2016-07-12",1320
"1050","2016-07-13",1325.5
"1051","2016-07-14",1309
