"","date","BOTJ"
"1","2007-01-03",14.482488
"2","2007-01-04",14.923259
"3","2007-01-05",14.923259
"4","2007-01-08",14.954742
"5","2007-01-09",14.954742
"6","2007-01-10",14.954742
"7","2007-01-11",14.954742
"8","2007-01-12",14.954742
"9","2007-01-16",14.954742
"10","2007-01-17",14.954742
"11","2007-01-18",14.954742
"12","2007-01-19",14.561196
"13","2007-01-22",14.561196
"14","2007-01-23",14.561196
"15","2007-01-24",14.561196
"16","2007-01-25",14.561196
"17","2007-01-26",14.954742
"18","2007-01-29",14.946872
"19","2007-01-30",14.946872
"20","2007-01-31",14.718615
"21","2007-02-01",14.718615
"22","2007-02-02",14.561196
"23","2007-02-05",14.561196
"24","2007-02-06",14.954742
"25","2007-02-07",14.757969
"26","2007-02-08",14.757969
"27","2007-02-09",14.915388
"28","2007-02-12",14.915388
"29","2007-02-13",14.954742
"30","2007-02-14",14.954742
"31","2007-02-15",15.033451
"32","2007-02-16",15.033451
"33","2007-02-20",15.033451
"34","2007-02-21",14.876033
"35","2007-02-22",14.876033
"36","2007-02-23",14.876033
"37","2007-02-26",14.876033
"38","2007-02-27",14.600551
"39","2007-02-28",14.561196
"40","2007-03-01",14.561196
"41","2007-03-02",14.915388
"42","2007-03-05",14.561196
"43","2007-03-06",14.561196
"44","2007-03-07",14.561196
"45","2007-03-08",14.718615
"46","2007-03-09",14.954742
"47","2007-03-12",14.954742
"48","2007-03-13",14.954742
"49","2007-03-14",14.443132
"50","2007-03-15",14.757969
"51","2007-03-16",14.876033
"52","2007-03-19",15.02558
"53","2007-03-20",15.02558
"54","2007-03-21",15.02558
"55","2007-03-22",15.02558
"56","2007-03-23",15.02558
"57","2007-03-26",14.285714
"58","2007-03-27",14.285714
"59","2007-03-28",13.781976
"60","2007-03-29",14.561196
"61","2007-03-30",14.561196
"62","2007-04-02",13.781976
"63","2007-04-03",13.781976
"64","2007-04-04",13.781976
"65","2007-04-05",13.781976
"66","2007-04-09",14.561196
"67","2007-04-10",13.813459
"68","2007-04-11",14.356552
"69","2007-04-12",14.356552
"70","2007-04-13",13.781976
"71","2007-04-16",14.15978
"72","2007-04-17",14.088942
"73","2007-04-18",14.088942
"74","2007-04-19",13.781976
"75","2007-04-20",13.781976
"76","2007-04-23",14.16765
"77","2007-04-24",14.16765
"78","2007-04-25",14.16765
"79","2007-04-26",13.931523
"80","2007-04-27",13.892168
"81","2007-04-30",13.789846
"82","2007-05-01",13.577332
"83","2007-05-02",13.577332
"84","2007-05-03",13.577332
"85","2007-05-04",13.577332
"86","2007-05-07",13.577332
"87","2007-05-08",13.774105
"88","2007-05-09",13.774105
"89","2007-05-10",13.774105
"90","2007-05-11",13.380559
"91","2007-05-14",14.16765
"92","2007-05-15",13.577332
"93","2007-05-16",14.15978
"94","2007-05-17",14.088942
"95","2007-05-18",14.096812
"96","2007-05-21",14.24636
"97","2007-05-22",13.774105
"98","2007-05-23",13.774105
"99","2007-05-24",13.774105
"100","2007-05-25",13.774105
"101","2007-05-29",13.774105
"102","2007-05-30",14.24636
"103","2007-05-31",14.24636
"104","2007-06-01",14.561196
"105","2007-06-04",14.836679
"106","2007-06-05",15.033451
"107","2007-06-06",15.938607
"108","2007-06-07",16.119638
"109","2007-06-08",16.332153
"110","2007-06-11",16.13538
"111","2007-06-12",15.741834
"112","2007-06-13",15.741834
"113","2007-06-14",15.749705
"114","2007-06-15",14.175522
"115","2007-06-18",14.954742
"116","2007-06-19",14.954742
"117","2007-06-20",15.057064
"118","2007-06-21",14.757969
"119","2007-06-22",14.757969
"120","2007-06-25",14.954742
"121","2007-06-26",14.67926
"122","2007-06-27",14.600551
"123","2007-06-28",14.24636
"124","2007-06-29",14.24636
"125","2007-07-02",14.24636
"126","2007-07-03",14.24636
"127","2007-07-05",14.24636
"128","2007-07-06",14.24636
"129","2007-07-09",14.24636
"130","2007-07-10",14.24636
"131","2007-07-11",13.774105
"132","2007-07-12",13.380559
"133","2007-07-13",13.380559
"134","2007-07-16",13.380559
"135","2007-07-17",13.380559
"136","2007-07-18",12.199922
"137","2007-07-19",12.593467
"138","2007-07-20",12.593467
"139","2007-07-23",12.577725
"140","2007-07-24",11.806376
"141","2007-07-25",13.719008
"142","2007-07-26",13.719008
"143","2007-07-27",13.719008
"144","2007-07-30",12.593467
"145","2007-07-31",12.593467
"146","2007-08-01",12.593467
"147","2007-08-02",12.593467
"148","2007-08-03",12.593467
"149","2007-08-06",12.593467
"150","2007-08-07",13.223141
"151","2007-08-08",12.396694
"152","2007-08-09",12.987013
"153","2007-08-10",12.199922
"154","2007-08-13",11.412829
"155","2007-08-14",11.609603
"156","2007-08-15",12.79024
"157","2007-08-16",12.396694
"158","2007-08-17",12.79024
"159","2007-08-20",12.003148
"160","2007-08-21",12.239276
"161","2007-08-22",12.987013
"162","2007-08-23",12.987013
"163","2007-08-24",12.207792
"164","2007-08-27",12.593467
"165","2007-08-28",12.593467
"166","2007-08-29",12.593467
"167","2007-08-30",11.806376
"168","2007-08-31",11.806376
"169","2007-09-04",11.806376
"170","2007-09-05",11.806376
"171","2007-09-06",11.806376
"172","2007-09-07",12.199922
"173","2007-09-10",12.199922
"174","2007-09-11",11.806376
"175","2007-09-12",11.798505
"176","2007-09-13",12.199922
"177","2007-09-14",12.593467
"178","2007-09-17",12.593467
"179","2007-09-18",12.199922
"180","2007-09-19",12.199922
"181","2007-09-20",12.199922
"182","2007-09-21",11.806376
"183","2007-09-24",11.806376
"184","2007-09-25",11.806376
"185","2007-09-26",11.806376
"186","2007-09-27",12.396694
"187","2007-09-28",12.396694
"188","2007-10-01",11.806376
"189","2007-10-02",11.806376
"190","2007-10-03",11.806376
"191","2007-10-04",11.806376
"192","2007-10-05",12.199922
"193","2007-10-08",12.199922
"194","2007-10-09",11.822117
"195","2007-10-10",12.003148
"196","2007-10-11",12.176309
"197","2007-10-12",12.317985
"198","2007-10-15",12.317985
"199","2007-10-16",12.317985
"200","2007-10-17",12.081858
"201","2007-10-18",12.081858
"202","2007-10-19",11.806376
"203","2007-10-22",12.349469
"204","2007-10-23",12.349469
"205","2007-10-24",12.349469
"206","2007-10-25",12.247147
"207","2007-10-26",12.35734
"208","2007-10-29",12.35734
"209","2007-10-30",11.806376
"210","2007-10-31",12.35734
"211","2007-11-01",12.35734
"212","2007-11-02",12.199922
"213","2007-11-05",11.806376
"214","2007-11-06",11.806376
"215","2007-11-07",11.806376
"216","2007-11-08",11.806376
"217","2007-11-09",11.412829
"218","2007-11-12",11.412829
"219","2007-11-13",10.743802
"220","2007-11-14",10.743802
"221","2007-11-15",10.743802
"222","2007-11-16",10.743802
"223","2007-11-19",10.743802
"224","2007-11-20",10.743802
"225","2007-11-21",10.743802
"226","2007-11-23",10.743802
"227","2007-11-26",10.743802
"228","2007-11-27",10.822511
"229","2007-11-28",10.035419
"230","2007-11-29",10.232192
"231","2007-11-30",10.271546
"232","2007-12-03",10.625738
"233","2007-12-04",10.232192
"234","2007-12-05",10.232192
"235","2007-12-06",10.232192
"236","2007-12-07",10.271546
"237","2007-12-10",10.240063
"238","2007-12-11",10.240063
"239","2007-12-12",10.240063
"240","2007-12-13",11.806376
"241","2007-12-14",11.216057
"242","2007-12-17",11.216057
"243","2007-12-18",11.216057
"244","2007-12-19",10.822511
"245","2007-12-20",10.428965
"246","2007-12-21",11.019283
"247","2007-12-24",11.019283
"248","2007-12-26",10.428965
"249","2007-12-27",10.625738
"250","2007-12-28",10.625738
"251","2007-12-31",11.019283
"252","2008-01-02",11.019283
"253","2008-01-03",11.412829
"254","2008-01-04",10.428965
"255","2008-01-07",11.019283
"256","2008-01-08",10.428965
"257","2008-01-09",10.822511
"258","2008-01-10",10.035419
"259","2008-01-11",11.216057
"260","2008-01-14",11.216057
"261","2008-01-15",11.216057
"262","2008-01-16",11.216057
"263","2008-01-17",11.216057
"264","2008-01-18",10.46832
"265","2008-01-22",10.625738
"266","2008-01-23",10.232192
"267","2008-01-24",10.153482
"268","2008-01-25",10.73593
"269","2008-01-28",11.216057
"270","2008-01-29",11.216057
"271","2008-01-30",11.216057
"272","2008-01-31",11.058639
"273","2008-02-01",11.609603
"274","2008-02-04",11.806376
"275","2008-02-05",11.806376
"276","2008-02-06",11.019283
"277","2008-02-07",10.625738
"278","2008-02-08",10.271546
"279","2008-02-11",10.625738
"280","2008-02-12",10.232192
"281","2008-02-13",10.271546
"282","2008-02-14",10.271546
"283","2008-02-15",10.271546
"284","2008-02-19",10.271546
"285","2008-02-20",10.586383
"286","2008-02-21",10.586383
"287","2008-02-22",10.625738
"288","2008-02-25",10.625738
"289","2008-02-26",10.232192
"290","2008-02-27",10.625738
"291","2008-02-28",10.625738
"292","2008-02-29",10.428965
"293","2008-03-03",10.428965
"294","2008-03-04",10.428965
"295","2008-03-05",10.428965
"296","2008-03-06",10.350256
"297","2008-03-07",10.350256
"298","2008-03-10",10.38961
"299","2008-03-11",10.373869
"300","2008-03-12",10.232192
"301","2008-03-13",10.232192
"302","2008-03-14",10.232192
"303","2008-03-17",10.232192
"304","2008-03-18",10.232192
"305","2008-03-19",9.917356
"306","2008-03-20",9.917356
"307","2008-03-24",9.917356
"308","2008-03-25",9.917356
"309","2008-03-26",9.917356
"310","2008-03-27",9.917356
"311","2008-03-28",9.838646
"312","2008-03-31",10.232192
"313","2008-04-01",9.838646
"314","2008-04-02",9.838646
"315","2008-04-03",9.838646
"316","2008-04-04",9.445101
"317","2008-04-07",9.641873
"318","2008-04-08",9.641873
"319","2008-04-09",9.641873
"320","2008-04-10",9.838646
"321","2008-04-11",9.838646
"322","2008-04-14",10.232192
"323","2008-04-15",10.232192
"324","2008-04-16",9.838646
"325","2008-04-17",10.428965
"326","2008-04-18",11.019283
"327","2008-04-21",11.058639
"328","2008-04-22",11.058639
"329","2008-04-23",10.979929
"330","2008-04-24",10.979929
"331","2008-04-25",11.216057
"332","2008-04-28",11.216057
"333","2008-04-29",11.216057
"334","2008-04-30",11.806376
"335","2008-05-01",12.35734
"336","2008-05-02",12.35734
"337","2008-05-05",12.35734
"338","2008-05-06",12.35734
"339","2008-05-07",12.35734
"340","2008-05-08",12.35734
"341","2008-05-09",12.35734
"342","2008-05-12",12.35734
"343","2008-05-13",12.003148
"344","2008-05-14",12.396694
"345","2008-05-15",12.396694
"346","2008-05-16",13.380559
"347","2008-05-19",13.781976
"348","2008-05-20",13.781976
"349","2008-05-21",14.954742
"350","2008-05-22",15.112161
"351","2008-05-23",15.112161
"352","2008-05-27",14.561196
"353","2008-05-28",15.112161
"354","2008-05-29",13.774105
"355","2008-05-30",12.79024
"356","2008-06-02",11.097993
"357","2008-06-03",11.412829
"358","2008-06-04",11.609603
"359","2008-06-05",11.609603
"360","2008-06-06",11.294765
"361","2008-06-09",11.822117
"362","2008-06-10",12.593467
"363","2008-06-11",12.593467
"364","2008-06-12",12.593467
"365","2008-06-13",12.597403
"366","2008-06-16",12.597403
"367","2008-06-17",12.597403
"368","2008-06-18",12.597403
"369","2008-06-19",12.597403
"370","2008-06-20",12.987013
"371","2008-06-23",12.987013
"372","2008-06-24",12.987013
"373","2008-06-25",12.987013
"374","2008-06-26",12.987013
"375","2008-06-27",12.987013
"376","2008-06-30",12.987013
"377","2008-07-01",12.987013
"378","2008-07-02",12.987013
"379","2008-07-03",12.987013
"380","2008-07-07",12.554112
"381","2008-07-08",12.554112
"382","2008-07-09",12.554112
"383","2008-07-10",12.987013
"384","2008-07-11",12.121212
"385","2008-07-14",10.38961
"386","2008-07-15",11.255411
"387","2008-07-16",10.571428
"388","2008-07-17",10.571428
"389","2008-07-18",10.571428
"390","2008-07-21",9.5671
"391","2008-07-22",9.5671
"392","2008-07-23",9.5671
"393","2008-07-24",10.04329
"394","2008-07-25",10.04329
