"","date","EPSN"
"218","2008-09-26",2.44
"219","2008-09-29",2.3
"220","2008-09-30",2.88
"221","2008-10-01",3
"222","2008-10-02",3
"223","2008-10-03",2.61
"224","2008-10-06",2.61
"225","2008-10-07",1.68
"226","2008-10-08",1.62
"227","2008-10-09",1.49
"228","2008-10-10",1.28
"229","2008-10-13",1.28
"230","2008-10-14",1.59
"231","2008-10-15",1.59
"232","2008-10-16",1.14
"233","2008-10-17",1.19
"234","2008-10-20",1.19
"235","2008-10-21",1.08
"236","2008-10-22",0.9
"237","2008-10-23",0.9
"238","2008-10-24",0.78
"239","2008-10-27",0.78
"240","2008-10-28",0.74
"241","2008-10-29",0.8
"242","2008-10-30",0.73
"243","2008-10-31",0.65
"244","2008-11-03",0.65
"245","2008-11-04",0.79
"246","2008-11-05",0.76
"247","2008-11-06",0.71
"248","2008-11-07",0.69
"249","2008-11-10",0.67
"250","2008-11-11",0.71
"251","2008-11-12",0.65
"252","2008-11-13",0.62
"253","2008-11-14",0.62
"254","2008-11-17",0.64
"255","2008-11-18",0.59
"256","2008-11-19",0.47
"257","2008-11-20",0.39
"258","2008-11-21",0.35
"259","2008-11-24",0.55
"260","2008-11-25",0.57
"261","2008-11-26",0.56
"262","2008-11-28",0.59
"263","2008-12-01",0.57
"264","2008-12-02",0.56
"265","2008-12-03",0.57
"266","2008-12-04",0.48
"267","2008-12-05",0.57
"268","2008-12-08",0.62
"269","2008-12-09",0.6
"270","2008-12-10",0.77
"271","2008-12-11",0.81
"272","2008-12-12",0.81
"273","2008-12-15",0.81
"274","2008-12-16",0.81
"275","2008-12-17",0.81
"276","2008-12-18",0.81
"277","2008-12-19",0.71
"278","2008-12-22",0.65
"279","2008-12-23",0.65
"280","2008-12-24",0.65
"281","2008-12-26",0.65
"282","2008-12-29",0.78
"283","2008-12-30",0.73
"284","2008-12-31",0.66
"285","2009-01-02",0.66
"286","2009-01-05",0.68
"287","2009-01-06",0.68
"288","2009-01-07",0.71
"289","2009-01-08",0.71
"290","2009-01-09",0.76
"291","2009-01-12",0.76
"292","2009-01-13",0.58
"293","2009-01-14",0.65
"294","2009-01-15",0.65
"295","2009-01-16",0.65
"296","2009-01-20",0.65
"297","2009-01-21",0.64
"298","2009-01-22",0.64
"299","2009-01-23",0.64
"300","2009-01-26",0.6
"301","2009-01-27",0.6
"302","2009-01-28",0.6
"303","2009-01-29",0.65
"304","2009-01-30",0.6
"305","2009-02-02",0.6
"306","2009-02-03",0.6
"307","2009-02-04",0.6
"308","2009-02-05",0.6
"309","2009-02-06",0.6
"310","2009-02-09",0.58
"311","2009-02-10",0.64
"312","2009-02-11",0.64
"313","2009-02-12",0.64
"314","2009-02-13",0.64
"315","2009-02-17",0.64
"316","2009-02-18",0.64
"317","2009-02-19",0.64
"318","2009-02-20",0.64
"319","2009-02-23",0.64
"320","2009-02-24",0.64
"321","2009-02-25",0.55
"322","2009-02-26",0.55
"323","2009-02-27",0.55
"324","2009-03-02",0.45
"325","2009-03-03",0.37
"326","2009-03-04",0.4
"327","2009-03-05",0.4
"328","2009-03-06",0.42
"329","2009-03-09",0.41
"330","2009-03-10",0.41
"331","2009-03-11",0.4
"332","2009-03-12",0.4
"333","2009-03-13",0.4
"334","2009-03-16",0.39
"335","2009-03-17",0.4
"336","2009-03-18",0.4
"337","2009-03-19",0.4
"338","2009-03-20",0.39
"339","2009-03-23",0.37
"340","2009-03-24",0.38
"341","2009-03-25",0.42
"342","2009-03-26",0.41
"343","2009-03-27",0.41
"344","2009-03-30",0.41
"345","2009-03-31",0.41
"346","2009-04-01",0.41
"347","2009-04-02",0.54
"348","2009-04-03",0.57
"349","2009-04-06",0.6
"350","2009-04-07",0.6
"351","2009-04-08",0.6
"352","2009-04-09",0.58
"353","2009-04-13",0.55
"354","2009-04-14",0.55
"355","2009-04-15",0.55
"356","2009-04-16",0.67
"357","2009-04-17",0.7
"358","2009-04-20",0.7
"359","2009-04-21",0.7
"360","2009-04-22",0.61
"361","2009-04-23",0.6
"362","2009-04-24",0.66
"363","2009-04-27",0.66
"364","2009-04-28",0.66
"365","2009-04-29",0.66
"366","2009-04-30",0.74
"367","2009-05-01",0.73
"368","2009-05-04",0.91
"369","2009-05-05",0.85
"370","2009-05-06",0.91
"371","2009-05-07",0.86
"372","2009-05-08",0.87
"373","2009-05-11",0.85
"374","2009-05-12",0.89
"375","2009-05-13",0.89
"376","2009-05-14",0.92
"377","2009-05-15",0.95
"378","2009-05-18",0.95
"379","2009-05-19",0.98
"380","2009-05-20",1.01
"381","2009-05-21",0.88
"382","2009-05-22",0.99
"383","2009-05-26",0.97
"384","2009-05-27",0.97
"385","2009-05-28",0.9
"386","2009-05-29",0.9
"387","2009-06-01",0.94
"388","2009-06-02",0.91
"389","2009-06-03",0.85
"390","2009-06-04",0.89
"391","2009-06-05",0.89
"392","2009-06-08",0.87
"393","2009-06-09",0.87
"394","2009-06-10",0.9
"395","2009-06-11",0.9
"396","2009-06-12",0.93
"397","2009-06-15",0.95
"398","2009-06-16",0.95
"399","2009-06-17",0.97
"400","2009-06-18",0.9
"401","2009-06-19",0.94
"402","2009-06-22",0.7
"403","2009-06-23",0.7
"404","2009-06-24",0.7
"405","2009-06-25",0.7
"406","2009-06-26",0.96
"407","2009-06-29",1.09
"408","2009-06-30",1.12
"409","2009-07-01",1.12
"410","2009-07-02",1.1
"411","2009-07-06",1.03
"412","2009-07-07",1.02
"413","2009-07-08",0.99
"414","2009-07-09",0.99
"415","2009-07-10",1.02
"416","2009-07-13",1.02
"417","2009-07-14",1.02
"418","2009-07-15",1.02
"419","2009-07-16",1.08
"420","2009-07-17",1.02
"421","2009-07-20",1.11
"422","2009-07-21",1.06
"423","2009-07-22",1.04
"424","2009-07-23",1.06
"425","2009-07-24",1.08
"426","2009-07-27",1.08
"427","2009-07-28",1.08
"428","2009-07-29",1.09
"429","2009-07-30",1.08
"430","2009-07-31",1.11
"431","2009-08-03",1.11
"432","2009-08-04",1.08
"433","2009-08-05",1.1
"434","2009-08-06",1.1
"435","2009-08-07",1.13
"436","2009-08-10",1.33
"437","2009-08-11",1.25
"438","2009-08-12",1.24
"439","2009-08-13",1.33
"440","2009-08-14",1.44
"441","2009-08-17",1.4
"442","2009-08-18",1.4
"443","2009-08-19",1.4
"444","2009-08-20",1.38
"445","2009-08-21",1.39
"446","2009-08-24",1.47
"447","2009-08-25",1.3
"448","2009-08-26",1.19
"449","2009-08-27",1.21
"450","2009-08-28",1.2
"451","2009-08-31",1.18
"452","2009-09-01",1.24
"453","2009-09-02",1.15
"454","2009-09-03",1.2
"455","2009-09-04",1.2
"456","2009-09-08",1.24
"457","2009-09-09",1.16
"458","2009-09-10",1.15
"459","2009-09-11",1.15
"460","2009-09-14",1.15
"461","2009-09-15",1.22
"462","2009-09-16",1.22
"463","2009-09-17",1.22
"464","2009-09-18",1.28
"465","2009-09-21",1.31
"466","2009-09-22",1.3
"467","2009-09-23",1.22
"468","2009-09-24",1.23
"469","2009-09-25",1.27
"470","2009-09-28",1.27
"471","2009-09-29",1.28
"472","2009-09-30",1.28
"473","2009-10-01",1.28
"474","2009-10-02",1.28
"475","2009-10-05",1.51
"476","2009-10-06",1.7
"477","2009-10-07",1.7
"478","2009-10-08",1.82
"479","2009-10-09",2.05
"480","2009-10-12",2.05
"481","2009-10-13",1.88
"482","2009-10-14",1.95
"483","2009-10-15",1.98
"484","2009-10-16",2.01
"485","2009-10-19",2.04
"486","2009-10-20",1.99
"487","2009-10-21",1.87
"488","2009-10-22",1.87
"489","2009-10-23",1.87
"490","2009-10-26",1.85
"491","2009-10-27",1.85
"492","2009-10-28",1.85
"493","2009-10-29",1.82
"494","2009-10-30",1.79
"495","2009-11-02",2.05
"496","2009-11-03",1.95
"497","2009-11-04",2.03
"498","2009-11-05",1.99
"499","2009-11-06",1.88
"500","2009-11-09",1.91
"501","2009-11-10",1.83
"502","2009-11-11",1.75
"503","2009-11-12",1.7
"504","2009-11-13",1.73
"505","2009-11-16",1.86
"506","2009-11-17",1.89
"507","2009-11-18",1.89
"508","2009-11-19",1.89
"509","2009-11-20",1.87
"510","2009-11-23",1.87
"511","2009-11-24",1.97
"512","2009-11-25",2.04
"513","2009-11-27",2.07
"514","2009-11-30",2.07
"515","2009-12-01",2.08
"516","2009-12-02",2.09
"517","2009-12-03",2.07
"518","2009-12-04",2.32
"519","2009-12-07",2.47
"520","2009-12-08",2.2
"521","2009-12-09",2.11
"522","2009-12-10",2.38
"523","2009-12-11",2.36
"524","2009-12-14",2.39
"525","2009-12-15",2.49
"526","2009-12-16",2.39
"527","2009-12-17",2.46
"528","2009-12-18",2.39
"529","2009-12-21",2.52
"530","2009-12-22",2.64
"531","2009-12-23",2.76
"532","2009-12-24",2.79
"533","2009-12-28",2.79
"534","2009-12-29",2.79
"535","2009-12-30",2.79
"536","2009-12-31",2.79
"537","2010-01-04",2.65
"538","2010-01-05",2.59
"539","2010-01-06",2.9
"540","2010-01-07",2.9
"541","2010-01-08",2.73
"542","2010-01-11",2.81
"543","2010-01-12",2.7
"544","2010-01-13",2.71
"545","2010-01-14",2.84
"546","2010-01-15",2.83
"547","2010-01-19",3.08
"548","2010-01-20",3.08
"549","2010-01-21",2.9
"550","2010-01-22",2.86
"551","2010-01-25",2.81
"552","2010-01-26",2.6
"553","2010-01-27",2.46
"554","2010-01-28",2.45
"555","2010-01-29",2.45
"556","2010-02-01",2.48
"557","2010-02-02",2.43
"558","2010-02-03",2.43
"559","2010-02-04",2.55
"560","2010-02-05",2.43
"561","2010-02-08",2.44
"562","2010-02-09",2.44
"563","2010-02-10",2.64
"564","2010-02-11",2.66
"565","2010-02-12",2.66
"566","2010-02-16",2.85
"567","2010-02-17",2.86
"568","2010-02-18",2.85
"569","2010-02-19",2.87
"570","2010-02-22",2.88
"571","2010-02-23",2.83
"572","2010-02-24",2.86
"573","2010-02-25",2.77
"574","2010-02-26",2.79
"575","2010-03-01",2.8
"576","2010-03-02",2.73
"577","2010-03-03",2.82
"578","2010-03-04",2.81
"579","2010-03-05",2.76
"580","2010-03-08",2.72
"581","2010-03-09",2.69
"582","2010-03-10",2.69
"583","2010-03-11",2.69
"584","2010-03-12",2.71
"585","2010-03-15",2.72
"586","2010-03-16",2.72
"587","2010-03-17",2.67
"588","2010-03-18",2.6
"589","2010-03-19",2.58
"590","2010-03-22",2.4
"591","2010-03-23",2.36
"592","2010-03-24",2.46
"593","2010-03-25",2.46
"594","2010-03-26",2.42
"595","2010-03-29",2.44
"596","2010-03-30",2.59
"597","2010-03-31",2.65
"598","2010-04-01",2.65
"599","2010-04-05",2.69
"600","2010-04-06",2.63
"601","2010-04-07",2.56
"602","2010-04-08",2.56
"603","2010-04-09",2.65
"604","2010-04-12",2.63
"605","2010-04-13",2.63
"606","2010-04-14",2.66
"607","2010-04-15",2.62
"608","2010-04-16",2.62
"609","2010-04-19",2.52
"610","2010-04-20",2.66
"611","2010-04-21",2.67
"612","2010-04-22",2.68
"613","2010-04-23",2.68
"614","2010-04-26",2.87
"615","2010-04-27",2.77
"616","2010-04-28",2.82
"617","2010-04-29",2.78
"618","2010-04-30",2.77
"619","2010-05-03",2.74
"620","2010-05-04",2.63
"621","2010-05-05",2.6
"622","2010-05-06",2.36
"623","2010-05-07",2.35
"624","2010-05-10",2.51
"625","2010-05-11",2.65
"626","2010-05-12",2.81
"627","2010-05-13",2.81
"628","2010-05-14",2.81
"629","2010-05-17",2.54
"630","2010-05-18",2.6
"631","2010-05-19",2.45
"632","2010-05-20",2.36
"633","2010-05-21",2.36
"634","2010-05-24",2.36
"635","2010-05-25",2.29
"636","2010-05-26",2.29
"637","2010-05-27",2.48
"638","2010-05-28",2.48
"639","2010-06-01",2.48
"640","2010-06-02",2.45
"641","2010-06-03",2.51
"642","2010-06-04",2.41
"643","2010-06-07",2.39
"644","2010-06-08",2.39
"645","2010-06-09",2.43
"646","2010-06-10",2.41
"647","2010-06-11",2.42
"648","2010-06-14",2.44
"649","2010-06-15",2.48
"650","2010-06-16",2.52
"651","2010-06-17",2.51
"652","2010-06-18",2.51
"653","2010-06-21",2.54
"654","2010-06-22",2.54
"655","2010-06-23",2.54
"656","2010-06-24",2.54
"657","2010-06-25",2.42
"658","2010-06-28",2.46
"659","2010-06-29",2.46
"660","2010-06-30",2.46
"661","2010-07-01",2.37
"662","2010-07-02",2.37
"663","2010-07-06",2.39
"664","2010-07-07",2.39
"665","2010-07-08",2.44
"666","2010-07-09",2.44
"667","2010-07-12",2.41
"668","2010-07-13",2.35
"669","2010-07-14",2.38
"670","2010-07-15",2.38
"671","2010-07-16",2.38
"672","2010-07-19",2.33
"673","2010-07-20",2.33
"674","2010-07-21",2.4
"675","2010-07-22",2.43
"676","2010-07-23",2.35
"677","2010-07-26",2.35
"678","2010-07-27",2.35
"679","2010-07-28",2.45
"680","2010-07-29",2.65
"681","2010-07-30",2.62
"682","2010-08-02",2.62
"683","2010-08-03",2.53
"684","2010-08-04",2.52
"685","2010-08-05",2.52
"686","2010-08-06",2.6
"687","2010-08-09",2.63
"688","2010-08-10",2.57
"689","2010-08-11",2.52
"690","2010-08-12",2.49
"691","2010-08-13",2.49
"692","2010-08-16",2.48
"693","2010-08-17",2.6
"694","2010-08-18",2.51
"695","2010-08-19",2.51
"696","2010-08-20",2.51
"697","2010-08-23",2.51
"698","2010-08-24",2.51
"699","2010-08-25",2.39
"700","2010-08-26",2.38
"701","2010-08-27",2.42
"702","2010-08-30",2.47
"703","2010-08-31",2.48
"704","2010-09-01",2.48
"705","2010-09-02",2.48
"706","2010-09-03",2.47
"707","2010-09-07",2.48
"708","2010-09-08",2.46
"709","2010-09-09",2.46
"710","2010-09-10",2.46
"711","2010-09-13",2.59
"712","2010-09-14",2.61
"713","2010-09-15",2.6
"714","2010-09-16",2.6
"715","2010-09-17",2.58
"716","2010-09-20",2.58
"717","2010-09-21",2.53
"718","2010-09-22",2.53
"719","2010-09-23",2.53
"720","2010-09-24",2.61
"721","2010-09-27",2.58
"722","2010-09-28",2.52
"723","2010-09-29",2.4
"724","2010-09-30",2.4
"725","2010-10-01",2.47
"726","2010-10-04",2.47
"727","2010-10-05",2.47
"728","2010-10-06",2.41
"729","2010-10-07",2.4
"730","2010-10-08",2.4
"731","2010-10-11",2.4
"732","2010-10-12",2.34
"733","2010-10-13",2.42
"734","2010-10-14",2.41
"735","2010-10-15",2.49
"736","2010-10-18",2.45
"737","2010-10-19",2.39
"738","2010-10-20",2.46
"739","2010-10-21",2.44
"740","2010-10-22",2.4
"741","2010-10-25",2.43
"742","2010-10-26",2.42
"743","2010-10-27",2.4
"744","2010-10-28",2.41
"745","2010-10-29",2.43
"746","2010-11-01",2.5
"747","2010-11-02",2.5
"748","2010-11-03",2.5
"749","2010-11-04",2.49
"750","2010-11-05",2.5
"751","2010-11-08",2.62
"752","2010-11-09",2.7
"753","2010-11-10",2.71
"754","2010-11-11",2.71
"755","2010-11-12",2.6
"756","2010-11-15",2.98
"757","2010-11-16",2.7
"758","2010-11-17",2.8
"759","2010-11-18",2.75
"760","2010-11-19",2.77
"761","2010-11-22",2.75
"762","2010-11-23",2.69
"763","2010-11-24",2.69
"764","2010-11-26",2.69
"765","2010-11-29",2.74
"766","2010-11-30",2.7
"767","2010-12-01",2.61
"768","2010-12-02",2.75
"769","2010-12-03",2.8
"770","2010-12-06",2.72
"771","2010-12-07",2.7
"772","2010-12-08",2.69
"773","2010-12-09",2.69
"774","2010-12-10",2.65
"775","2010-12-13",2.68
"776","2010-12-14",2.68
"777","2010-12-15",2.81
"778","2010-12-16",2.83
"779","2010-12-17",2.79
"780","2010-12-20",2.78
"781","2010-12-21",2.79
"782","2010-12-22",2.85
"783","2010-12-23",2.88
"784","2010-12-27",2.88
"785","2010-12-28",2.88
"786","2010-12-29",2.96
"787","2010-12-30",2.91
"788","2010-12-31",2.93
"789","2011-01-03",2.95
"790","2011-01-04",3
"791","2011-01-05",3.06
"792","2011-01-06",3.22
"793","2011-01-07",3.33
"794","2011-01-10",3.36
"795","2011-01-11",3.4
"796","2011-01-12",3.4
"797","2011-01-13",3.4
"798","2011-01-14",3.4
"799","2011-01-18",3.38
"800","2011-01-19",3.35
"801","2011-01-20",3.36
"802","2011-01-21",3.47
"803","2011-01-24",3.46
"804","2011-01-25",3.37
"805","2011-01-26",3.48
"806","2011-01-27",3.48
"807","2011-01-28",3.45
"808","2011-01-31",3.49
"809","2011-02-01",3.65
"810","2011-02-02",3.69
"811","2011-02-03",3.67
"812","2011-02-04",3.6
"813","2011-02-07",3.51
"814","2011-02-08",3.34
"815","2011-02-09",3.47
"816","2011-02-10",3.44
"817","2011-02-11",3.39
"818","2011-02-14",3.47
"819","2011-02-15",3.73
"820","2011-02-16",3.95
"821","2011-02-17",4.1
"822","2011-02-18",4.02
"823","2011-02-22",3.88
"824","2011-02-23",3.9
"825","2011-02-24",3.95
"826","2011-02-25",4
"827","2011-02-28",4.17
"828","2011-03-01",4.23
"829","2011-03-02",4.23
"830","2011-03-03",4.12
"831","2011-03-04",4.21
"832","2011-03-07",4.32
"833","2011-03-08",4.27
"834","2011-03-09",4.15
"835","2011-03-10",3.83
"836","2011-03-11",3.9
"837","2011-03-14",3.87
"838","2011-03-15",3.75
"839","2011-03-16",3.58
"840","2011-03-17",3.74
"841","2011-03-18",3.75
"842","2011-03-21",3.83
"843","2011-03-22",3.81
"844","2011-03-23",3.76
"845","2011-03-24",3.84
"846","2011-03-25",3.85
"847","2011-03-28",4.01
"848","2011-03-29",4.27
"849","2011-03-30",4.32
"850","2011-03-31",4.14
"851","2011-04-01",4.22
"852","2011-04-04",4.11
"853","2011-04-05",4.14
"854","2011-04-06",4.04
"855","2011-04-07",4.09
"856","2011-04-08",4.13
"857","2011-04-11",4.14
"858","2011-04-12",3.91
"859","2011-04-13",3.94
"860","2011-04-14",3.9
"861","2011-04-15",4.04
"862","2011-04-18",4
"863","2011-04-19",3.99
"864","2011-04-20",4.02
"865","2011-04-21",3.95
"866","2011-04-25",3.91
"867","2011-04-26",3.91
"868","2011-04-27",3.85
"869","2011-04-28",3.9
"870","2011-04-29",4.06
"871","2011-05-02",4.1
"872","2011-05-03",3.98
"873","2011-05-04",3.94
"874","2011-05-05",3.9
"875","2011-05-06",4.03
"876","2011-05-09",4.06
"877","2011-05-10",3.98
"878","2011-05-11",3.78
"879","2011-05-12",3.74
"880","2011-05-13",3.76
"881","2011-05-16",3.85
"882","2011-05-17",3.86
"883","2011-05-18",3.92
"884","2011-05-19",3.99
"885","2011-05-20",3.9
"886","2011-05-23",3.87
"887","2011-05-24",3.81
"888","2011-05-25",3.94
"889","2011-05-26",3.81
"890","2011-05-27",3.96
"891","2011-05-31",4.05
"892","2011-06-01",4.05
"893","2011-06-02",3.9
"894","2011-06-03",3.83
"895","2011-06-06",3.81
"896","2011-06-07",3.9
"897","2011-06-08",3.82
"898","2011-06-09",3.9
"899","2011-06-10",3.73
"900","2011-06-13",3.76
"901","2011-06-14",3.87
"902","2011-06-15",3.82
"903","2011-06-16",3.82
"904","2011-06-17",3.89
"905","2011-06-20",3.74
"906","2011-06-21",3.8
"907","2011-06-22",3.75
"908","2011-06-23",3.68
"909","2011-06-24",3.68
"910","2011-06-27",3.51
"911","2011-06-28",3.6
"912","2011-06-29",3.6
"913","2011-06-30",3.63
"914","2011-07-01",3.7
"915","2011-07-05",3.8
"916","2011-07-06",3.77
"917","2011-07-07",3.94
"918","2011-07-08",3.75
"919","2011-07-11",3.71
"920","2011-07-12",3.73
"921","2011-07-13",3.64
"922","2011-07-14",3.68
"923","2011-07-15",3.79
"924","2011-07-18",3.77
"925","2011-07-19",3.85
"926","2011-07-20",3.82
"927","2011-07-21",3.77
"928","2011-07-22",3.77
"929","2011-07-25",3.75
"930","2011-07-26",3.75
"931","2011-07-27",3.6
"932","2011-07-28",3.62
"933","2011-07-29",3.65
"934","2011-08-01",3.65
"935","2011-08-02",3.65
"936","2011-08-03",3.65
"937","2011-08-04",3.49
"938","2011-08-05",3.25
"939","2011-08-08",2.86
"940","2011-08-09",2.91
"941","2011-08-10",2.9
"942","2011-08-11",3.01
"943","2011-08-12",3.09
"944","2011-08-15",3.1
"945","2011-08-16",3.19
"946","2011-08-17",3.34
"947","2011-08-18",3.2
"948","2011-08-19",3.2
"949","2011-08-22",3.08
"950","2011-08-23",3.21
"951","2011-08-24",3.2
"952","2011-08-25",3.13
"953","2011-08-26",3.21
"954","2011-08-29",3.36
"955","2011-08-30",3.36
"956","2011-08-31",3.42
"957","2011-09-01",3.39
"958","2011-09-02",3.32
"959","2011-09-06",3.1
"960","2011-09-07",3.31
"961","2011-09-08",3.26
"962","2011-09-09",3.23
"963","2011-09-12",3.23
"964","2011-09-13",3.23
"965","2011-09-14",3.27
"966","2011-09-15",3.27
"967","2011-09-16",3.27
"968","2011-09-19",3.27
"969","2011-09-20",3.27
"970","2011-09-21",3.27
"971","2011-09-22",2.73
"972","2011-09-23",2.65
"973","2011-09-26",2.76
"974","2011-09-27",2.75
"975","2011-09-28",2.64
"976","2011-09-29",2.66
"977","2011-09-30",2.35
"978","2011-10-03",2.05
"979","2011-10-04",1.7
"980","2011-10-05",1.97
"981","2011-10-06",2.4
"982","2011-10-07",2.25
"983","2011-10-10",2.2
"984","2011-10-11",2.2
"985","2011-10-12",2.86
"986","2011-10-13",2.86
"987","2011-10-14",2.72
"988","2011-10-17",2.5
"989","2011-10-18",2.5
"990","2011-10-19",2.5
"991","2011-10-20",2.5
"992","2011-10-21",2.61
"993","2011-10-24",2.74
"994","2011-10-25",2.8
"995","2011-10-26",2.82
"996","2011-10-27",3.11
"997","2011-10-28",3.27
"998","2011-10-31",3.27
"999","2011-11-01",2.94
