"","date","REDU"
"273","2018-11-19",8.4
"274","2018-11-20",8.05
"275","2018-11-21",8.16
"276","2018-11-23",8.75
"277","2018-11-26",8.56
"278","2018-11-27",8.11
"279","2018-11-28",8.31
"280","2018-11-29",8.5
"281","2018-11-30",8.77
"282","2018-12-03",8.75
"283","2018-12-04",8.53
"284","2018-12-06",8.6
"285","2018-12-07",8.25
"286","2018-12-10",8.03
"287","2018-12-11",8.22
"288","2018-12-12",8.37
"289","2018-12-13",8.25
"290","2018-12-14",8.17
"291","2018-12-17",8.42
"292","2018-12-18",8.09
"293","2018-12-19",7.84
"294","2018-12-20",7.21
"295","2018-12-21",6.95
"296","2018-12-24",7.9
"297","2018-12-26",7.44
"298","2018-12-27",7.81
"299","2018-12-28",7.91
"300","2018-12-31",7.96
"301","2019-01-02",8.02
"302","2019-01-03",7.96
"303","2019-01-04",8.03
"304","2019-01-07",8.26
"305","2019-01-08",8.03
"306","2019-01-09",8.26
"307","2019-01-10",8.22
"308","2019-01-11",8.2
"309","2019-01-14",8.39
"310","2019-01-15",8.35
"311","2019-01-16",8.67
"312","2019-01-17",8.52
"313","2019-01-18",8.82
"314","2019-01-22",9
"315","2019-01-23",8.6
"316","2019-01-24",8.89
"317","2019-01-25",8.84
"318","2019-01-28",8.92
"319","2019-01-29",8.95
"320","2019-01-30",8.94
"321","2019-01-31",9.48
"322","2019-02-01",8.49
"323","2019-02-04",8.98
"324","2019-02-05",9
"325","2019-02-06",9.22
"326","2019-02-07",9.2
"327","2019-02-08",9.2
"328","2019-02-11",9.23
"329","2019-02-12",9.39
"330","2019-02-13",9.36
"331","2019-02-14",9.48
"332","2019-02-15",9.4
"333","2019-02-19",10
"334","2019-02-20",9.62
"335","2019-02-21",9.77
"336","2019-02-22",9.83
"337","2019-02-25",10.03
"338","2019-02-26",10.1
"339","2019-02-27",10.36
"340","2019-02-28",10.96
"341","2019-03-01",10.63
"342","2019-03-04",10.86
"343","2019-03-05",10.77
"344","2019-03-06",10.77
"345","2019-03-07",10.73
"346","2019-03-08",10.73
"347","2019-03-11",10.69
"348","2019-03-12",10.61
"349","2019-03-13",10.6
"350","2019-03-14",10.65
"351","2019-03-15",10.08
"352","2019-03-18",10
"353","2019-03-19",9.74
"354","2019-03-20",9.95
"355","2019-03-21",9.88
"356","2019-03-22",9.78
"357","2019-03-25",9.85
"358","2019-03-26",9.88
"359","2019-03-27",9.69
"360","2019-03-28",9.79
"361","2019-03-29",9.73
"362","2019-04-01",9.87
"363","2019-04-02",9.91
"364","2019-04-03",10.28
"365","2019-04-04",10.35
"366","2019-04-05",10.31
"367","2019-04-08",10.46
"368","2019-04-09",10.75
"369","2019-04-10",10.7
"370","2019-04-11",10.24
"371","2019-04-12",10.48
"372","2019-04-15",10.11
"373","2019-04-16",10.14
"374","2019-04-17",10.44
"375","2019-04-18",10.28
"376","2019-04-22",10.21
"377","2019-04-23",10.09
"378","2019-04-24",9.9
"379","2019-04-25",9.78
"380","2019-04-26",9.99
"381","2019-04-29",9.9
"382","2019-04-30",10.39
"383","2019-05-01",10.34
"384","2019-05-02",9.81
"385","2019-05-03",9.98
"386","2019-05-06",10.03
"387","2019-05-07",9.81
"388","2019-05-08",9.78
"389","2019-05-09",10.25
"390","2019-05-10",9.78
"391","2019-05-13",9.2
"392","2019-05-14",9.7
"393","2019-05-15",9.77
"394","2019-05-16",9.47
"395","2019-05-17",9.28
"396","2019-05-20",9.36
"397","2019-05-21",9.25
"398","2019-05-22",9.26
"399","2019-05-23",8.98
"400","2019-05-24",9.34
"401","2019-05-28",9.56
"402","2019-05-29",9.01
"403","2019-05-30",8.99
"404","2019-05-31",9.17
"405","2019-06-03",8.07
"406","2019-06-04",9
"407","2019-06-05",9.67
"408","2019-06-06",9.19
"409","2019-06-07",9.5
"410","2019-06-10",9.43
"411","2019-06-11",9.25
"412","2019-06-12",9.19
"413","2019-06-13",9.53
"414","2019-06-14",9.54
"415","2019-06-17",9.48
"416","2019-06-18",9.53
"417","2019-06-19",8.99
"418","2019-06-20",9.03
"419","2019-06-21",9.1
"420","2019-06-24",9.13
"421","2019-06-25",9.29
"422","2019-06-26",9
"423","2019-06-27",9.41
"424","2019-06-28",9.53
"425","2019-07-01",9.36
"426","2019-07-02",9.51
"427","2019-07-03",9.425
"428","2019-07-05",9.66
"429","2019-07-08",9.52
"430","2019-07-09",9.5
"431","2019-07-10",9.18
"432","2019-07-11",9.01
"433","2019-07-12",8.98
"434","2019-07-15",8.9
"435","2019-07-16",8.86
"436","2019-07-17",8.85
"437","2019-07-18",9.13
"438","2019-07-19",9.01
"439","2019-07-22",8.68
"440","2019-07-23",8.7
"441","2019-07-24",8.72
"442","2019-07-25",8.86
"443","2019-07-26",8.7
"444","2019-07-29",8.59
"445","2019-07-30",8.62
"446","2019-07-31",8.5
"447","2019-08-01",8.5
"448","2019-08-02",8.34
"449","2019-08-05",8.19
"450","2019-08-06",8.25
"451","2019-08-07",8.69
"452","2019-08-08",8.47
"453","2019-08-09",8.22
"454","2019-08-12",8.08
"455","2019-08-13",8.15
"456","2019-08-14",8.13
"457","2019-08-15",8.01
"458","2019-08-16",8.5
"459","2019-08-19",8.03
"460","2019-08-20",8.17
"461","2019-08-21",8.28
"462","2019-08-22",8.21
"463","2019-08-23",8
"464","2019-08-26",7.88
"465","2019-08-27",7.86
"466","2019-08-28",7.68
"467","2019-08-29",8.49
"468","2019-08-30",8.28
"469","2019-09-03",7.9
"470","2019-09-04",7.69
"471","2019-09-05",7.74
"472","2019-09-06",7.74
"473","2019-09-09",7.68
"474","2019-09-10",7.705
"475","2019-09-11",7.77
"476","2019-09-12",7.78
"477","2019-09-13",8.49
"478","2019-09-16",8.52
"479","2019-09-17",8.01
"480","2019-09-18",8.14
"481","2019-09-19",8.03
"482","2019-09-20",8.8
"483","2019-09-23",8.23
"484","2019-09-24",8.21
"485","2019-09-25",8.66
"486","2019-09-26",8.46
"487","2019-09-27",8.94
"488","2019-09-30",8.37
"489","2019-10-01",8.8
"490","2019-10-02",8.32
"491","2019-10-03",8.33
"492","2019-10-04",8.67
"493","2019-10-07",8.15
"494","2019-10-08",6.62
"495","2019-10-09",7.78
"496","2019-10-10",7.27
"497","2019-10-11",7.69
"498","2019-10-14",7.31
"499","2019-10-15",7.21
"500","2019-10-16",7.15
"501","2019-10-17",7.335
"502","2019-10-18",7.25
"503","2019-10-21",7.49
"504","2019-10-22",7
"505","2019-10-23",7.07
"506","2019-10-24",7.78
"507","2019-10-25",7.5
"508","2019-10-28",7.6
"509","2019-10-29",7.6
"510","2019-10-30",7.905
"511","2019-10-31",7.46
"512","2019-11-01",7.5
"513","2019-11-04",7.75
"514","2019-11-05",7.69
"515","2019-11-06",7.725
"516","2019-11-07",7.58
"517","2019-11-08",7.85
"518","2019-11-11",8
"519","2019-11-12",7.9
"520","2019-11-13",7.605
"521","2019-11-14",7.527
"522","2019-11-15",7.02
"523","2019-11-18",7.035
"524","2019-11-19",7.11
"525","2019-11-20",7.08
"526","2019-11-21",7
"527","2019-11-22",7.09
"528","2019-11-25",7.36
"529","2019-11-26",7.35
"530","2019-11-27",7.01
"531","2019-11-29",7.19
"532","2019-12-02",7
"533","2019-12-03",6.99
"534","2019-12-04",6.99
"535","2019-12-05",6.91
"536","2019-12-06",6.73
"537","2019-12-09",6.7
"538","2019-12-10",6.7
"539","2019-12-11",6.7
"540","2019-12-12",6.88
"541","2019-12-13",6.79
"542","2019-12-16",6.61
"543","2019-12-17",6.79
"544","2019-12-18",7.25
"545","2019-12-19",6.78
"546","2019-12-20",6.97
"547","2019-12-23",7.18
"548","2019-12-24",7.16
"549","2019-12-26",6.99
"550","2019-12-27",7.29
"551","2019-12-30",7.3
"552","2019-12-31",6.99
"553","2020-01-02",6.72
"554","2020-01-03",6.7
"555","2020-01-06",6.73
"556","2020-01-07",6.885
"557","2020-01-08",7.14
"558","2020-01-09",7
"559","2020-01-10",6.8
"560","2020-01-13",6.9
"561","2020-01-14",6.96
"562","2020-01-15",7.15
"563","2020-01-16",7.06
"564","2020-01-17",7.13
"565","2020-01-21",7.06
"566","2020-01-22",6.8
"567","2020-01-23",6.67
"568","2020-01-24",6.74
"569","2020-01-27",6.685
"570","2020-01-28",6.67
"571","2020-01-29",6.6
"572","2020-01-30",6.62
"573","2020-01-31",6.58
"574","2020-02-03",6.63
"575","2020-02-04",6.65
"576","2020-02-05",6.45
"577","2020-02-06",6.45
"578","2020-02-07",6.4
"579","2020-02-10",6.35
"580","2020-02-11",6.4
"581","2020-02-12",6.1
"582","2020-02-13",6.35
"583","2020-02-14",6.18
"584","2020-02-18",6.27
"585","2020-02-19",6.25
"586","2020-02-20",6.16
"587","2020-02-21",6.15
"588","2020-02-24",5.81
"589","2020-02-25",5.731
"590","2020-02-26",5.84
"591","2020-02-27",5.73
"592","2020-02-28",5.54
"593","2020-03-02",5.52
"594","2020-03-03",5.44
"595","2020-03-04",5.4
"596","2020-03-05",5.3
"597","2020-03-06",4.7
"598","2020-03-09",4.69
"599","2020-03-10",4.7
"600","2020-03-11",4.52
"601","2020-03-12",4.08
"602","2020-03-13",4.01
"603","2020-03-16",3.8
"604","2020-03-17",4
"605","2020-03-18",3.1
"606","2020-03-19",3.5
"607","2020-03-20",3.65
"608","2020-03-23",3.73
"609","2020-03-24",4.15
"610","2020-03-25",4.45
"611","2020-03-26",5.09
"612","2020-03-27",4.9
"613","2020-03-30",3.73
"614","2020-03-31",4.07
"615","2020-04-01",3.73
"616","2020-04-02",3.75
"617","2020-04-03",3.36
"618","2020-04-06",3.59
"619","2020-04-07",3.74
"620","2020-04-08",3.89
"621","2020-04-09",3.87
"622","2020-04-13",3.76
"623","2020-04-14",3.79
"624","2020-04-15",3.8
"625","2020-04-16",3.99
"626","2020-04-17",4.09
"627","2020-04-20",3.8
"628","2020-04-21",3.765
"629","2020-04-22",3.68
"630","2020-04-23",3.8
"631","2020-04-24",3.76
"632","2020-04-27",4
"633","2020-04-28",4.04
"634","2020-04-29",4.38
"635","2020-04-30",4.54
"636","2020-05-01",4.39
"637","2020-05-04",4.09
"638","2020-05-05",4.14
"639","2020-05-06",4.11
"640","2020-05-07",4.08
"641","2020-05-08",4
"642","2020-05-11",3.89
"643","2020-05-12",3.71
"644","2020-05-13",3.61
"645","2020-05-14",3.38
"646","2020-05-15",3.06
"647","2020-05-18",3.22
"648","2020-05-19",3.55
"649","2020-05-20",3.86
"650","2020-05-21",3.49
"651","2020-05-22",3.48
"652","2020-05-26",3.18
"653","2020-05-27",3.35
"654","2020-05-28",3.47
"655","2020-05-29",3.01
"656","2020-06-01",3.25
"657","2020-06-02",3.12
"658","2020-06-03",3.19
"659","2020-06-04",3.2
"660","2020-06-05",3.28
"661","2020-06-08",3.427
"662","2020-06-09",3.42
"663","2020-06-10",3.35
"664","2020-06-11",3.61
"665","2020-06-12",3.74
"666","2020-06-15",3.45
"667","2020-06-16",3.69
"668","2020-06-17",3.74
"669","2020-06-18",3.72
"670","2020-06-19",3.74
"671","2020-06-22",3.63
"672","2020-06-23",3.52
"673","2020-06-24",3.63
"674","2020-06-25",3.52
"675","2020-06-26",3.64
"676","2020-06-29",3.69
"677","2020-06-30",3.88
"678","2020-07-01",3.85
"679","2020-07-02",3.75
"680","2020-07-06",3.77
"681","2020-07-07",3.69
"682","2020-07-08",3.64
"683","2020-07-09",3.63
"684","2020-07-10",3.67
"685","2020-07-13",3.59
"686","2020-07-14",3.47
"687","2020-07-15",3.54
"688","2020-07-16",3.54
"689","2020-07-17",3.39
"690","2020-07-20",3.42
"691","2020-07-21",3.48
"692","2020-07-22",3.41
"693","2020-07-23",3.3
"694","2020-07-24",3.22
"695","2020-07-27",3.32
"696","2020-07-28",3.28
"697","2020-07-29",3.3
"698","2020-07-30",3.274
"699","2020-07-31",3.195
"700","2020-08-03",3.17
"701","2020-08-04",3.3
"702","2020-08-05",3.4
"703","2020-08-06",3.39
"704","2020-08-07",3.345
"705","2020-08-10",3.34
"706","2020-08-11",3.36
"707","2020-08-12",3.44
"708","2020-08-13",3.51
"709","2020-08-14",3.97
"710","2020-08-17",5.8
"711","2020-08-18",7.45
"712","2020-08-19",6.93
"713","2020-08-20",6.38
"714","2020-08-21",6.29
"715","2020-08-24",5.7
"716","2020-08-25",6.44
"717","2020-08-26",6.23
"718","2020-08-27",6.29
"719","2020-08-28",6.75
"720","2020-08-31",6.35
"721","2020-09-01",6.44
"722","2020-09-02",6.27
"723","2020-09-03",6.07
"724","2020-09-04",5.85
"725","2020-09-08",5.75
"726","2020-09-09",5.43
"727","2020-09-10",5.46
"728","2020-09-11",5.38
"729","2020-09-14",5.48
"730","2020-09-15",5.56
"731","2020-09-16",5.64
"732","2020-09-17",5.87
"733","2020-09-18",5.74
"734","2020-09-21",5.93
"735","2020-09-22",5.88
"736","2020-09-23",5.81
"737","2020-09-24",5.75
"738","2020-09-25",5.87
"739","2020-09-28",5.99
"740","2020-09-29",6.16
"741","2020-09-30",6.06
"742","2020-10-01",6.12
"743","2020-10-02",6.33
"744","2020-10-05",6.25
"745","2020-10-06",6.3
"746","2020-10-07",6.57
"747","2020-10-08",6.63
"748","2020-10-09",6.6
"749","2020-10-12",6.54
"750","2020-10-13",6.39
"751","2020-10-14",6.46
"752","2020-10-15",6.41
"753","2020-10-16",6.16
"754","2020-10-19",6.1
"755","2020-10-20",6.25
"756","2020-10-21",5.98
"757","2020-10-22",5.99
"758","2020-10-23",5.99
"759","2020-10-26",5.87
"760","2020-10-27",5.98
"761","2020-10-28",5.68
"762","2020-10-29",5.03
"763","2020-10-30",5.73
"764","2020-11-02",5.6
"765","2020-11-03",5.75
"766","2020-11-04",6.64
"767","2020-11-05",6.04
"768","2020-11-06",6.1
"769","2020-11-09",6.32
"770","2020-11-10",6.5
"771","2020-11-11",6.57
"772","2020-11-12",6.3
"773","2020-11-13",6.1
"774","2020-11-16",6.22
"775","2020-11-17",6.25
"776","2020-11-18",6.25
"777","2020-11-19",6.24
"778","2020-11-20",6.21
"779","2020-11-23",6.44
"780","2020-11-24",6.43
"781","2020-11-25",6.33
"782","2020-11-27",6.46
