"","date","TKC"
"92","2007-05-15",14.97
"93","2007-05-16",15.04
"94","2007-05-17",15
"95","2007-05-18",14.97
"96","2007-05-21",15.23
"97","2007-05-22",15.17
"98","2007-05-23",15.39
"99","2007-05-24",15.2
"100","2007-05-25",15.45
"101","2007-05-29",15.87
"102","2007-05-30",15.98
"103","2007-05-31",16.65
"104","2007-06-01",16.93
"105","2007-06-04",16.690001
"106","2007-06-05",16.43
"107","2007-06-06",15.97
"108","2007-06-07",15.65
"109","2007-06-08",15.48
"110","2007-06-11",15.36
"111","2007-06-12",15.12
"112","2007-06-13",15.3
"113","2007-06-14",15.35
"114","2007-06-15",15.88
"115","2007-06-18",15.96
"116","2007-06-19",15.99
"117","2007-06-20",15.79
"118","2007-06-21",16
"119","2007-06-22",15.87
"120","2007-06-25",15.84
"121","2007-06-26",15.81
"122","2007-06-27",16.030001
"123","2007-06-28",16.26
"124","2007-06-29",16.65
"125","2007-07-02",17.59
"126","2007-07-03",17.700001
"127","2007-07-05",17.26
"128","2007-07-06",17.59
"129","2007-07-09",18.23
"130","2007-07-10",17.59
"131","2007-07-11",16.9
"132","2007-07-12",17.24
"133","2007-07-13",17.6
"134","2007-07-16",17.389999
"135","2007-07-17",17.709999
"136","2007-07-18",17.370001
"137","2007-07-19",18.309999
"138","2007-07-20",18.209999
"139","2007-07-23",19.139999
"140","2007-07-24",18.120001
"141","2007-07-25",18.030001
"142","2007-07-26",17.07
"143","2007-07-27",16.65
"144","2007-07-30",17.82
"145","2007-07-31",17.68
"146","2007-08-01",17.35
"147","2007-08-02",18
"148","2007-08-03",17.879999
"149","2007-08-06",18.18
"150","2007-08-07",18.969999
"151","2007-08-08",18.860001
"152","2007-08-09",17.280001
"153","2007-08-10",17.49
"154","2007-08-13",17.75
"155","2007-08-14",17
"156","2007-08-15",16.049999
"157","2007-08-16",15.4
"158","2007-08-17",15.73
"159","2007-08-20",15.79
"160","2007-08-21",15.98
"161","2007-08-22",16.610001
"162","2007-08-23",16.610001
"163","2007-08-24",17.049999
"164","2007-08-27",17.16
"165","2007-08-28",16.299999
"166","2007-08-29",17.75
"167","2007-08-30",17.809999
"168","2007-08-31",18.01
"169","2007-09-04",18.17
"170","2007-09-05",17.889999
"171","2007-09-06",17.879999
"172","2007-09-07",17.52
"173","2007-09-10",17.35
"174","2007-09-11",17.700001
"175","2007-09-12",17.48
"176","2007-09-13",18.32
"177","2007-09-14",18.18
"178","2007-09-17",18.030001
"179","2007-09-18",19.16
"180","2007-09-19",20.24
"181","2007-09-20",20.120001
"182","2007-09-21",21.4
"183","2007-09-24",21.07
"184","2007-09-25",20.76
"185","2007-09-26",21.870001
"186","2007-09-27",21.469999
"187","2007-09-28",21.280001
"188","2007-10-01",22.27
"189","2007-10-02",22.49
"190","2007-10-03",22.360001
"191","2007-10-04",22.940001
"192","2007-10-05",24.290001
"193","2007-10-08",23.07
"194","2007-10-09",23.65
"195","2007-10-10",22.459999
"196","2007-10-11",22.059999
"197","2007-10-12",22.42
"198","2007-10-15",22.15
"199","2007-10-16",21.950001
"200","2007-10-17",22.32
"201","2007-10-18",22.379999
"202","2007-10-19",21.07
"203","2007-10-22",21.219999
"204","2007-10-23",21.74
"205","2007-10-24",21.42
"206","2007-10-25",22.25
"207","2007-10-26",22.75
"208","2007-10-29",23.200001
"209","2007-10-30",23.120001
"210","2007-10-31",24.040001
"211","2007-11-01",23.6
"212","2007-11-02",23.75
"213","2007-11-05",23.43
"214","2007-11-06",24
"215","2007-11-07",23.18
"216","2007-11-08",24.07
"217","2007-11-09",25.209999
"218","2007-11-12",25.15
"219","2007-11-13",25.459999
"220","2007-11-14",26.43
"221","2007-11-15",26.24
"222","2007-11-16",27.5
"223","2007-11-19",26.700001
"224","2007-11-20",26.9
"225","2007-11-21",24.77
"226","2007-11-23",25.049999
"227","2007-11-26",25.219999
"228","2007-11-27",25.49
"229","2007-11-28",26.91
"230","2007-11-29",27
"231","2007-11-30",27.34
"232","2007-12-03",27.35
"233","2007-12-04",27.32
"234","2007-12-05",28.940001
"235","2007-12-06",29.73
"236","2007-12-07",28.709999
"237","2007-12-10",29.15
"238","2007-12-11",27.6
"239","2007-12-12",28.93
"240","2007-12-13",28.76
"241","2007-12-14",28.700001
"242","2007-12-17",26.459999
"243","2007-12-18",27.27
"244","2007-12-19",27.200001
"245","2007-12-20",27.49
"246","2007-12-21",27.450001
"247","2007-12-24",28.01
"248","2007-12-26",28.030001
"249","2007-12-27",26.82
"250","2007-12-28",27.940001
"251","2007-12-31",27.57
"252","2008-01-02",27.469999
"253","2008-01-03",27.280001
"254","2008-01-04",26.1
"255","2008-01-07",25.66
"256","2008-01-08",24.950001
"257","2008-01-09",24.780001
"258","2008-01-10",25
"259","2008-01-11",24.52
"260","2008-01-14",25.01
"261","2008-01-15",24.16
"262","2008-01-16",24.15
"263","2008-01-17",23.469999
"264","2008-01-18",24.52
"265","2008-01-22",22.92
"266","2008-01-23",22.16
"267","2008-01-24",24.49
"268","2008-01-25",22.77
"269","2008-01-28",22.27
"270","2008-01-29",22.610001
"271","2008-01-30",22.4
"272","2008-01-31",22.66
"273","2008-02-01",23.35
"274","2008-02-04",23.059999
"275","2008-02-05",21.530001
"276","2008-02-06",21.309999
"277","2008-02-07",21.469999
"278","2008-02-08",21.32
"279","2008-02-11",21.66
"280","2008-02-12",23.77
"281","2008-02-13",24.51
"282","2008-02-14",23.82
"283","2008-02-15",23.969999
"284","2008-02-19",23.629999
"285","2008-02-20",23.950001
"286","2008-02-21",24.26
"287","2008-02-22",24.620001
"288","2008-02-25",24.809999
"289","2008-02-26",26.91
"290","2008-02-27",26.83
"291","2008-02-28",26.120001
"292","2008-02-29",25.23
"293","2008-03-03",25.309999
"294","2008-03-04",24.969999
"295","2008-03-05",24.889999
"296","2008-03-06",23.09
"297","2008-03-07",23.01
"298","2008-03-10",22.389999
"299","2008-03-11",25.25
"300","2008-03-12",24.32
"301","2008-03-13",24.4
"302","2008-03-14",23.08
"303","2008-03-17",21.870001
"304","2008-03-18",23.43
"305","2008-03-19",22.51
"306","2008-03-20",22.780001
"307","2008-03-24",22.290001
"308","2008-03-25",22.620001
"309","2008-03-26",22.08
"310","2008-03-27",22.969999
"311","2008-03-28",21.65
"312","2008-03-31",20.889999
"313","2008-04-01",22.5
"314","2008-04-02",23
"315","2008-04-03",22.620001
"316","2008-04-04",22.780001
"317","2008-04-07",22.870001
"318","2008-04-08",23.1
"319","2008-04-09",22.790001
"320","2008-04-10",21.77
"321","2008-04-11",20.629999
"322","2008-04-14",19.65
"323","2008-04-15",19.629999
"324","2008-04-16",19.27
"325","2008-04-17",18.889999
"326","2008-04-18",20.15
"327","2008-04-21",20.18
"328","2008-04-22",19.5
"329","2008-04-23",19.809999
"330","2008-04-24",19.17
"331","2008-04-25",19.969999
"332","2008-04-28",20.32
"333","2008-04-29",19.719999
"334","2008-04-30",20.15
"335","2008-05-01",20.18
"336","2008-05-02",20.25
"337","2008-05-05",20.370001
"338","2008-05-06",20.23
"339","2008-05-07",20.559999
"340","2008-05-08",18.139999
"341","2008-05-09",17.85
"342","2008-05-12",17.99
"343","2008-05-13",18.32
"344","2008-05-14",18.780001
"345","2008-05-15",19.66
"346","2008-05-16",19.52
"347","2008-05-19",19.17
"348","2008-05-20",19.049999
"349","2008-05-21",18.99
"350","2008-05-22",19.65
"351","2008-05-23",19.620001
"352","2008-05-27",19.23
"353","2008-05-28",19.299999
"354","2008-05-29",19.33
"355","2008-05-30",19.41
"356","2008-06-02",19.48
"357","2008-06-03",18.98
"358","2008-06-04",19
"359","2008-06-05",19.15
"360","2008-06-06",18.4
"361","2008-06-09",17.530001
"362","2008-06-10",17.290001
"363","2008-06-11",17
"364","2008-06-12",16.98
"365","2008-06-13",17.41
"366","2008-06-16",17.209999
"367","2008-06-17",17.51
"368","2008-06-18",17.35
"369","2008-06-19",17.07
"370","2008-06-20",16.41
"371","2008-06-23",15.99
"372","2008-06-24",16.049999
"373","2008-06-25",16.219999
"374","2008-06-26",15.46
"375","2008-06-27",14.95
"376","2008-06-30",14.55
"377","2008-07-01",14.49
"378","2008-07-02",14.38
"379","2008-07-03",15.38
"380","2008-07-07",15.31
"381","2008-07-08",15.68
"382","2008-07-09",15.17
"383","2008-07-10",15.09
"384","2008-07-11",14.51
"385","2008-07-14",14.56
"386","2008-07-15",14.59
"387","2008-07-16",15.24
"388","2008-07-17",15.45
"389","2008-07-18",15.83
"390","2008-07-21",16.02
"391","2008-07-22",16.15
"392","2008-07-23",16.370001
"393","2008-07-24",15.4
"394","2008-07-25",16.030001
"395","2008-07-28",15.6
"396","2008-07-29",16.51
"397","2008-07-30",19.49
"398","2008-07-31",19.299999
"399","2008-08-01",18.5
"400","2008-08-04",17.98
"401","2008-08-05",17.73
"402","2008-08-06",17.59
"403","2008-08-07",17.389999
"404","2008-08-08",16.98
"405","2008-08-11",17.709999
"406","2008-08-12",17.700001
"407","2008-08-13",17.559999
"408","2008-08-14",17.469999
"409","2008-08-15",17.73
"410","2008-08-18",17.68
"411","2008-08-19",17.379999
"412","2008-08-20",17.24
"413","2008-08-21",16.950001
"414","2008-08-22",17.200001
"415","2008-08-25",16.83
"416","2008-08-26",16.389999
"417","2008-08-27",16.35
"418","2008-08-28",16.860001
"419","2008-08-29",16.549999
"420","2008-09-02",16.65
"421","2008-09-03",16.469999
"422","2008-09-04",15.42
"423","2008-09-05",15.78
"424","2008-09-08",16.190001
"425","2008-09-09",15.4
"426","2008-09-10",15.45
"427","2008-09-11",14.85
"428","2008-09-12",15.28
"429","2008-09-15",13.93
"430","2008-09-16",14.34
"431","2008-09-17",13.44
"432","2008-09-18",14.92
"433","2008-09-19",16.15
"434","2008-09-22",15.44
"435","2008-09-23",15.51
"436","2008-09-24",16.030001
"437","2008-09-25",16.84
"438","2008-09-26",16.82
"439","2008-09-29",14.6
"440","2008-09-30",14.99
"441","2008-10-01",16.35
"442","2008-10-02",15.29
"443","2008-10-03",15.02
"444","2008-10-06",14.12
"445","2008-10-07",12.71
"446","2008-10-08",13.18
"447","2008-10-09",12.67
"448","2008-10-10",13.5
"449","2008-10-13",14.74
"450","2008-10-14",15.14
"451","2008-10-15",13.22
"452","2008-10-16",12.97
"453","2008-10-17",13.1
"454","2008-10-20",14.02
"455","2008-10-21",12.72
"456","2008-10-22",11.42
"457","2008-10-23",11.31
"458","2008-10-24",9.7
"459","2008-10-27",9.93
"460","2008-10-28",11.69
"461","2008-10-29",11.79
"462","2008-10-30",12.34
"463","2008-10-31",12.27
"464","2008-11-03",12.52
"465","2008-11-04",14.29
"466","2008-11-05",13.26
"467","2008-11-06",12.16
"468","2008-11-07",14.42
"469","2008-11-10",13.75
"470","2008-11-11",12.68
"471","2008-11-12",11.6
"472","2008-11-13",12.48
"473","2008-11-14",11.95
"474","2008-11-17",11.69
"475","2008-11-18",11.51
"476","2008-11-19",10.2
"477","2008-11-20",10.29
"478","2008-11-21",11.45
"479","2008-11-24",12.41
"480","2008-11-25",12.47
"481","2008-11-26",13.9
"482","2008-11-28",13.78
"483","2008-12-01",12.66
"484","2008-12-02",13.73
"485","2008-12-03",14.11
"486","2008-12-04",13.91
"487","2008-12-05",13.89
"488","2008-12-08",14.88
"489","2008-12-09",14.59
"490","2008-12-10",15.05
"491","2008-12-11",14.87
"492","2008-12-12",14.63
"493","2008-12-15",14.1
"494","2008-12-16",15.33
"495","2008-12-17",14.27
"496","2008-12-18",13.83
"497","2008-12-19",14.01
"498","2008-12-22",13.69
"499","2008-12-23",13.94
"500","2008-12-24",13.67
"501","2008-12-26",14.07
"502","2008-12-29",13.89
"503","2008-12-30",14.02
"504","2008-12-31",14.58
"505","2009-01-02",14.69
"506","2009-01-05",15.18
"507","2009-01-06",15.33
"508","2009-01-07",14.49
"509","2009-01-08",14.28
"510","2009-01-09",13.57
"511","2009-01-12",12.29
"512","2009-01-13",12.82
"513","2009-01-14",12.35
"514","2009-01-15",12.79
"515","2009-01-16",13.04
"516","2009-01-20",11.93
"517","2009-01-21",12.77
"518","2009-01-22",12.55
"519","2009-01-23",12.88
"520","2009-01-26",13.35
"521","2009-01-27",13.18
"522","2009-01-28",13.91
"523","2009-01-29",13.41
"524","2009-01-30",13.17
"525","2009-02-02",13.1
"526","2009-02-03",13.67
"527","2009-02-04",13.38
"528","2009-02-05",13.68
"529","2009-02-06",14.3
"530","2009-02-09",14.25
"531","2009-02-10",13.07
"532","2009-02-11",13.07
"533","2009-02-12",13.16
"534","2009-02-13",13.26
"535","2009-02-17",12.65
"536","2009-02-18",12.75
"537","2009-02-19",12.97
"538","2009-02-20",13
"539","2009-02-23",13.02
"540","2009-02-24",13.47
"541","2009-02-25",13.34
"542","2009-02-26",12.32
"543","2009-02-27",12.32
"544","2009-03-02",11.37
"545","2009-03-03",11.85
"546","2009-03-04",12.39
"547","2009-03-05",11.22
"548","2009-03-06",11.25
"549","2009-03-09",11.15
"550","2009-03-10",11.87
"551","2009-03-11",11.51
"552","2009-03-12",12.13
"553","2009-03-13",11.62
"554","2009-03-16",11.58
"555","2009-03-17",11.57
"556","2009-03-18",11.88
"557","2009-03-19",11.6
"558","2009-03-20",11.62
"559","2009-03-23",12.13
"560","2009-03-24",11.64
"561","2009-03-25",11.81
"562","2009-03-26",11.8
"563","2009-03-27",11.84
"564","2009-03-30",12.02
"565","2009-03-31",12.29
"566","2009-04-01",12.72
"567","2009-04-02",12.56
"568","2009-04-03",12.61
"569","2009-04-06",12.56
"570","2009-04-07",12.24
"571","2009-04-08",12.79
"572","2009-04-09",13.13
"573","2009-04-13",13.24
"574","2009-04-14",12.65
"575","2009-04-15",12.74
"576","2009-04-16",13.02
"577","2009-04-17",12.74
"578","2009-04-20",12.01
"579","2009-04-21",12.14
"580","2009-04-22",12.09
"581","2009-04-23",12.23
"582","2009-04-24",12.32
"583","2009-04-27",11.86
"584","2009-04-28",11.73
"585","2009-04-29",12.47
"586","2009-04-30",12.7
"587","2009-05-01",12.89
"588","2009-05-04",13.36
"589","2009-05-05",12.92
"590","2009-05-06",13.12
"591","2009-05-07",12.34
"592","2009-05-08",12.79
"593","2009-05-11",12.76
"594","2009-05-12",13.01
"595","2009-05-13",12.7
"596","2009-05-14",12.14
"597","2009-05-15",12.25
"598","2009-05-18",12.78
"599","2009-05-19",12.88
"600","2009-05-20",13.24
"601","2009-05-21",13.06
"602","2009-05-22",12.95
"603","2009-05-26",12.95
"604","2009-05-27",12.87
"605","2009-05-28",12.67
"606","2009-05-29",13.31
"607","2009-06-01",13.81
"608","2009-06-02",13.56
"609","2009-06-03",12.83
"610","2009-06-04",13.01
"611","2009-06-05",13.39
"612","2009-06-08",13.01
"613","2009-06-09",13.23
"614","2009-06-10",13.18
"615","2009-06-11",13.45
"616","2009-06-12",13.57
"617","2009-06-15",13.31
"618","2009-06-16",13.3
"619","2009-06-17",13.41
"620","2009-06-18",13.59
"621","2009-06-19",13.67
"622","2009-06-22",13.14
"623","2009-06-23",13.11
"624","2009-06-24",13.2
"625","2009-06-25",13.85
"626","2009-06-26",13.94
"627","2009-06-29",13.85
"628","2009-06-30",13.86
"629","2009-07-01",14
"630","2009-07-02",13.8
"631","2009-07-06",13.67
"632","2009-07-07",13.61
"633","2009-07-08",13.4
"634","2009-07-09",13.56
"635","2009-07-10",13.47
"636","2009-07-13",13.56
"637","2009-07-14",13.35
"638","2009-07-15",13.75
"639","2009-07-16",13.93
"640","2009-07-17",13.84
"641","2009-07-20",14
"642","2009-07-21",14
"643","2009-07-22",14.07
"644","2009-07-23",14.22
"645","2009-07-24",14.19
"646","2009-07-27",14.3
"647","2009-07-28",14.42
"648","2009-07-29",14.4
"649","2009-07-30",14.92
"650","2009-07-31",15.78
"651","2009-08-03",16.6
"652","2009-08-04",16.549999
"653","2009-08-05",16.110001
"654","2009-08-06",15.73
"655","2009-08-07",15.98
"656","2009-08-10",16.18
"657","2009-08-11",16.120001
"658","2009-08-12",16.059999
"659","2009-08-13",16.190001
"660","2009-08-14",16.120001
"661","2009-08-17",15.85
"662","2009-08-18",16.059999
"663","2009-08-19",16.52
"664","2009-08-20",16.6
"665","2009-08-21",16.700001
"666","2009-08-24",17.02
"667","2009-08-25",17.26
"668","2009-08-26",17.040001
"669","2009-08-27",16.860001
"670","2009-08-28",16.74
"671","2009-08-31",16.110001
"672","2009-09-01",15.99
"673","2009-09-02",15.89
"674","2009-09-03",16.049999
"675","2009-09-04",16.01
"676","2009-09-08",16.190001
"677","2009-09-09",16.379999
"678","2009-09-10",16.68
"679","2009-09-11",16.91
"680","2009-09-14",16.68
"681","2009-09-15",16.559999
"682","2009-09-16",16.84
"683","2009-09-17",16.879999
"684","2009-09-18",17.18
"685","2009-09-21",17.209999
"686","2009-09-22",17.23
"687","2009-09-23",17.370001
"688","2009-09-24",17.290001
"689","2009-09-25",17.290001
"690","2009-09-28",17.379999
"691","2009-09-29",17.4
"692","2009-09-30",17.870001
"693","2009-10-01",16.969999
"694","2009-10-02",16.940001
"695","2009-10-05",17.15
"696","2009-10-06",17.629999
"697","2009-10-07",17.85
"698","2009-10-08",18.049999
"699","2009-10-09",18.24
"700","2009-10-12",18.65
"701","2009-10-13",18.120001
"702","2009-10-14",18.52
"703","2009-10-15",18.48
"704","2009-10-16",18.25
"705","2009-10-19",18.49
"706","2009-10-20",18.209999
"707","2009-10-21",17.870001
"708","2009-10-22",17.26
"709","2009-10-23",17.34
"710","2009-10-26",17.16
"711","2009-10-27",16.98
"712","2009-10-28",16.290001
"713","2009-10-29",16.99
"714","2009-10-30",16.43
"715","2009-11-02",16.639999
"716","2009-11-03",16.66
"717","2009-11-04",17.290001
"718","2009-11-05",16.99
"719","2009-11-06",16.709999
"720","2009-11-09",16.870001
"721","2009-11-10",16.700001
"722","2009-11-11",16.9
"723","2009-11-12",16.66
"724","2009-11-13",16.57
"725","2009-11-16",16.74
"726","2009-11-17",16.889999
"727","2009-11-18",16.18
"728","2009-11-19",16.030001
"729","2009-11-20",15.75
"730","2009-11-23",15.65
"731","2009-11-24",15.62
"732","2009-11-25",15.69
"733","2009-11-27",15.48
"734","2009-11-30",15.36
"735","2009-12-01",15.75
"736","2009-12-02",16.290001
"737","2009-12-03",16.91
"738","2009-12-04",16.82
"739","2009-12-07",16.780001
"740","2009-12-08",16.35
"741","2009-12-09",15.81
"742","2009-12-10",15.77
"743","2009-12-11",15.8
"744","2009-12-14",16.299999
"745","2009-12-15",16.370001
"746","2009-12-16",16.35
"747","2009-12-17",16.290001
"748","2009-12-18",16.360001
"749","2009-12-21",16.709999
"750","2009-12-22",16.860001
"751","2009-12-23",16.969999
"752","2009-12-24",17.030001
"753","2009-12-28",17.209999
"754","2009-12-29",17.200001
"755","2009-12-30",17.219999
"756","2009-12-31",17.49
"757","2010-01-04",18.120001
"758","2010-01-05",18.9
"759","2010-01-06",19.129999
"760","2010-01-07",19.57
"761","2010-01-08",19.42
"762","2010-01-11",19.4
"763","2010-01-12",19.299999
"764","2010-01-13",19.67
"765","2010-01-14",19.780001
"766","2010-01-15",19.35
"767","2010-01-19",19.98
"768","2010-01-20",19.690001
"769","2010-01-21",19.139999
"770","2010-01-22",18.91
"771","2010-01-25",19.190001
"772","2010-01-26",18.950001
"773","2010-01-27",18.709999
"774","2010-01-28",18.389999
"775","2010-01-29",18.190001
"776","2010-02-01",18.75
"777","2010-02-02",18.629999
"778","2010-02-03",18.51
"779","2010-02-04",17.440001
"780","2010-02-05",16.709999
"781","2010-02-08",16.549999
"782","2010-02-09",17.1
"783","2010-02-10",16.85
"784","2010-02-11",17.07
"785","2010-02-12",16.290001
"786","2010-02-16",16.76
"787","2010-02-17",16.440001
"788","2010-02-18",16.35
"789","2010-02-19",16.42
"790","2010-02-22",16.1
"791","2010-02-23",15.59
"792","2010-02-24",15.49
"793","2010-02-25",15.08
"794","2010-02-26",14.81
"795","2010-03-01",15.19
"796","2010-03-02",15.35
"797","2010-03-03",15.16
"798","2010-03-04",14.8
"799","2010-03-05",15.12
"800","2010-03-08",15.44
"801","2010-03-09",15.41
"802","2010-03-10",15.42
"803","2010-03-11",15.22
"804","2010-03-12",15.14
"805","2010-03-15",15.5
"806","2010-03-16",15.65
"807","2010-03-17",15.67
"808","2010-03-18",15.28
"809","2010-03-19",14.98
"810","2010-03-22",14.89
"811","2010-03-23",15.14
"812","2010-03-24",14.54
"813","2010-03-25",14.56
"814","2010-03-26",14.68
"815","2010-03-29",14.85
"816","2010-03-30",14.87
"817","2010-03-31",15.06
"818","2010-04-01",15.35
"819","2010-04-05",15.58
"820","2010-04-06",15.44
"821","2010-04-07",15.75
"822","2010-04-08",15.69
"823","2010-04-09",15.87
"824","2010-04-12",15.91
"825","2010-04-13",15.91
"826","2010-04-14",16.07
"827","2010-04-15",16.129999
"828","2010-04-16",15.78
"829","2010-04-19",15.7
"830","2010-04-20",15.78
"831","2010-04-21",15.65
"832","2010-04-22",15.92
"833","2010-04-23",16.030001
"834","2010-04-26",16.1
"835","2010-04-27",15.57
"836","2010-04-28",15.73
"837","2010-04-29",15.93
"838","2010-04-30",16.17
"839","2010-05-03",16.18
"840","2010-05-04",15.72
"841","2010-05-05",15.43
"842","2010-05-06",14.4
"843","2010-05-07",13.95
"844","2010-05-10",14.73
"845","2010-05-11",14.65
"846","2010-05-12",14.94
"847","2010-05-13",14.95
"848","2010-05-14",13.64
"849","2010-05-17",13.49
"850","2010-05-18",13.19
"851","2010-05-19",12.97
"852","2010-05-20",12.34
"853","2010-05-21",12.76
"854","2010-05-24",13.02
"855","2010-05-25",13.15
"856","2010-05-26",12.97
"857","2010-05-27",13.53
"858","2010-05-28",13.48
"859","2010-06-01",13
"860","2010-06-02",13.5
"861","2010-06-03",13.59
"862","2010-06-04",13.29
"863","2010-06-07",13.32
"864","2010-06-08",13.35
"865","2010-06-09",13.29
"866","2010-06-10",13.68
"867","2010-06-11",13.75
"868","2010-06-14",13.39
"869","2010-06-15",13.76
"870","2010-06-16",13.67
"871","2010-06-17",13.58
"872","2010-06-18",13.52
"873","2010-06-21",13.46
"874","2010-06-22",13.36
"875","2010-06-23",13.41
"876","2010-06-24",13.21
"877","2010-06-25",13.52
"878","2010-06-28",13.49
"879","2010-06-29",13.07
"880","2010-06-30",12.98
"881","2010-07-01",12.83
"882","2010-07-02",12.81
"883","2010-07-06",13.19
"884","2010-07-07",13.23
"885","2010-07-08",13.28
"886","2010-07-09",13.2
"887","2010-07-12",13.29
"888","2010-07-13",13.44
"889","2010-07-14",13.27
"890","2010-07-15",13.27
"891","2010-07-16",12.97
"892","2010-07-19",13.12
"893","2010-07-20",13.21
"894","2010-07-21",12.93
"895","2010-07-22",13.58
"896","2010-07-23",13.62
"897","2010-07-26",13.93
"898","2010-07-27",14.23
"899","2010-07-28",14.38
"900","2010-07-29",14.43
"901","2010-07-30",14.5
"902","2010-08-02",15.05
"903","2010-08-03",14.96
"904","2010-08-04",15.01
"905","2010-08-05",15.13
"906","2010-08-06",15.18
"907","2010-08-09",15.23
"908","2010-08-10",15.12
"909","2010-08-11",14.76
"910","2010-08-12",14.59
"911","2010-08-13",14.76
"912","2010-08-16",15
"913","2010-08-17",14.94
"914","2010-08-18",14.83
"915","2010-08-19",14.76
"916","2010-08-20",14.97
"917","2010-08-23",15.17
"918","2010-08-24",15.03
"919","2010-08-25",15
"920","2010-08-26",15.08
"921","2010-08-27",15.88
"922","2010-08-30",15.49
"923","2010-08-31",15.85
"924","2010-09-01",15.81
"925","2010-09-02",16.08
"926","2010-09-03",16.51
"927","2010-09-07",16.299999
"928","2010-09-08",16.42
"929","2010-09-09",16.41
"930","2010-09-10",16.52
"931","2010-09-13",16.799999
"932","2010-09-14",16.92
"933","2010-09-15",16.809999
"934","2010-09-16",16.620001
"935","2010-09-17",16.610001
"936","2010-09-20",16.780001
"937","2010-09-21",16.75
"938","2010-09-22",16.799999
"939","2010-09-23",16.68
"940","2010-09-24",16.879999
"941","2010-09-27",16.74
"942","2010-09-28",16.84
"943","2010-09-29",16.5
"944","2010-09-30",16.76
"945","2010-10-01",17.030001
"946","2010-10-04",17.18
"947","2010-10-05",17.549999
"948","2010-10-06",18.23
"949","2010-10-07",18.34
"950","2010-10-08",18.41
"951","2010-10-11",18.299999
"952","2010-10-12",18.68
"953","2010-10-13",19.27
"954","2010-10-14",19.02
"955","2010-10-15",19.07
"956","2010-10-18",19.110001
"957","2010-10-19",18.33
"958","2010-10-20",18.690001
"959","2010-10-21",18.719999
"960","2010-10-22",19.17
"961","2010-10-25",18.639999
"962","2010-10-26",18.610001
"963","2010-10-27",17.59
"964","2010-10-28",17.93
"965","2010-10-29",17.93
"966","2010-11-01",18.049999
"967","2010-11-02",18.35
"968","2010-11-03",18.51
"969","2010-11-04",19.120001
"970","2010-11-05",19.309999
"971","2010-11-08",19.42
"972","2010-11-09",19.59
"973","2010-11-10",19.23
"974","2010-11-11",18.959999
"975","2010-11-12",18.9
"976","2010-11-15",18.780001
"977","2010-11-16",18.27
"978","2010-11-17",18.299999
"979","2010-11-18",18.700001
"980","2010-11-19",18.780001
"981","2010-11-22",18.209999
"982","2010-11-23",17.389999
"983","2010-11-24",17.889999
"984","2010-11-26",17.639999
"985","2010-11-29",17.34
