"","date","AX"
"85","2007-05-04",1.815
"86","2007-05-07",1.8025
"87","2007-05-08",1.8
"88","2007-05-09",1.8
"89","2007-05-10",1.8
"90","2007-05-11",1.8075
"91","2007-05-14",1.8075
"92","2007-05-15",1.8
"93","2007-05-16",1.8075
"94","2007-05-17",1.8025
"95","2007-05-18",1.8
"96","2007-05-21",1.8075
"97","2007-05-22",1.8075
"98","2007-05-23",1.805
"99","2007-05-24",1.815
"100","2007-05-25",1.83
"101","2007-05-29",1.8125
"102","2007-05-30",1.82
"103","2007-05-31",1.8725
"104","2007-06-01",1.8725
"105","2007-06-04",1.84
"106","2007-06-05",1.8875
"107","2007-06-06",1.8725
"108","2007-06-07",1.8725
"109","2007-06-08",1.875
"110","2007-06-11",1.8725
"111","2007-06-12",1.875
"112","2007-06-13",1.88
"113","2007-06-14",1.845
"114","2007-06-15",1.8375
"115","2007-06-18",1.845
"116","2007-06-19",1.8
"117","2007-06-20",1.84
"118","2007-06-21",1.835
"119","2007-06-22",1.8175
"120","2007-06-25",1.8425
"121","2007-06-26",1.8125
"122","2007-06-27",1.8325
"123","2007-06-28",1.81
"124","2007-06-29",1.81
"125","2007-07-02",1.8125
"126","2007-07-03",1.8025
"127","2007-07-05",1.81
"128","2007-07-06",1.8025
"129","2007-07-09",1.8
"130","2007-07-10",1.815
"131","2007-07-11",1.8025
"132","2007-07-12",1.8
"133","2007-07-13",1.7825
"134","2007-07-16",1.8125
"135","2007-07-17",1.8125
"136","2007-07-18",1.8125
"137","2007-07-19",1.8
"138","2007-07-20",1.78
"139","2007-07-23",1.825
"140","2007-07-24",1.8175
"141","2007-07-25",1.82
"142","2007-07-26",1.87
"143","2007-07-27",1.8725
"144","2007-07-30",1.87
"145","2007-07-31",1.86
"146","2007-08-01",1.8425
"147","2007-08-02",1.8125
"148","2007-08-03",1.8725
"149","2007-08-06",1.88
"150","2007-08-07",1.88
"151","2007-08-08",1.9375
"152","2007-08-09",1.93
"153","2007-08-10",1.9125
"154","2007-08-13",1.825
"155","2007-08-14",1.84
"156","2007-08-15",1.825
"157","2007-08-16",1.825
"158","2007-08-17",1.8125
"159","2007-08-20",1.8025
"160","2007-08-21",1.82
"161","2007-08-22",1.81
"162","2007-08-23",1.82
"163","2007-08-24",1.795
"164","2007-08-27",1.795
"165","2007-08-28",1.795
"166","2007-08-29",1.82
"167","2007-08-30",1.82
"168","2007-08-31",1.8175
"169","2007-09-04",1.82
"170","2007-09-05",1.785
"171","2007-09-06",1.7875
"172","2007-09-07",1.815
"173","2007-09-10",1.815
"174","2007-09-11",1.81
"175","2007-09-12",1.815
"176","2007-09-13",1.8125
"177","2007-09-14",1.8
"178","2007-09-17",1.765
"179","2007-09-18",1.785
"180","2007-09-19",1.7825
"181","2007-09-20",1.7775
"182","2007-09-21",1.795
"183","2007-09-24",1.7875
"184","2007-09-25",1.8075
"185","2007-09-26",1.8125
"186","2007-09-27",1.82
"187","2007-09-28",1.8475
"188","2007-10-01",1.795
"189","2007-10-02",1.7975
"190","2007-10-03",1.795
"191","2007-10-04",1.785
"192","2007-10-05",1.7875
"193","2007-10-08",1.79
"194","2007-10-09",1.7625
"195","2007-10-10",1.77
"196","2007-10-11",1.7825
"197","2007-10-12",1.8075
"198","2007-10-15",1.79
"199","2007-10-16",1.77
"200","2007-10-17",1.7775
"201","2007-10-18",1.775
"202","2007-10-19",1.76
"203","2007-10-22",1.7575
"204","2007-10-23",1.7675
"205","2007-10-24",1.7575
"206","2007-10-25",1.765
"207","2007-10-26",1.75
"208","2007-10-29",1.77
"209","2007-10-30",1.77
"210","2007-10-31",1.7625
"211","2007-11-01",1.7525
"212","2007-11-02",1.755
"213","2007-11-05",1.7625
"214","2007-11-06",1.7525
"215","2007-11-07",1.75
"216","2007-11-08",1.775
"217","2007-11-09",1.75
"218","2007-11-12",1.7525
"219","2007-11-13",1.765
"220","2007-11-14",1.7575
"221","2007-11-15",1.75
"222","2007-11-16",1.75
"223","2007-11-19",1.75
"224","2007-11-20",1.75
"225","2007-11-21",1.75
"226","2007-11-23",1.765
"227","2007-11-26",1.75
"228","2007-11-27",1.7575
"229","2007-11-28",1.7675
"230","2007-11-29",1.755
"231","2007-11-30",1.7875
"232","2007-12-03",1.7525
"233","2007-12-04",1.7775
"234","2007-12-05",1.775
"235","2007-12-06",1.7875
"236","2007-12-07",1.79
"237","2007-12-10",1.79
"238","2007-12-11",1.78
"239","2007-12-12",1.7775
"240","2007-12-13",1.7775
"241","2007-12-14",1.7775
"242","2007-12-17",1.81
"243","2007-12-18",1.7775
"244","2007-12-19",1.7525
"245","2007-12-20",1.7525
"246","2007-12-21",1.755
"247","2007-12-24",1.7725
"248","2007-12-26",1.775
"249","2007-12-27",1.7575
"250","2007-12-28",1.7625
"251","2007-12-31",1.7875
"252","2008-01-02",1.7775
"253","2008-01-03",1.7575
"254","2008-01-04",1.7575
"255","2008-01-07",1.75
"256","2008-01-08",1.7525
"257","2008-01-09",1.7575
"258","2008-01-10",1.75
"259","2008-01-11",1.75
"260","2008-01-14",1.755
"261","2008-01-15",1.755
"262","2008-01-16",1.75
"263","2008-01-17",1.7525
"264","2008-01-18",1.7575
"265","2008-01-22",1.7525
"266","2008-01-23",1.75
"267","2008-01-24",1.7525
"268","2008-01-25",1.7525
"269","2008-01-28",1.755
"270","2008-01-29",1.76
"271","2008-01-30",1.7525
"272","2008-01-31",1.78
"273","2008-02-01",1.7875
"274","2008-02-04",1.7875
"275","2008-02-05",1.7625
"276","2008-02-06",1.7525
"277","2008-02-07",1.76
"278","2008-02-08",1.735
"279","2008-02-11",1.75
"280","2008-02-12",1.75
"281","2008-02-13",1.75
"282","2008-02-14",1.75
"283","2008-02-15",1.75
"284","2008-02-19",1.75
"285","2008-02-20",1.7475
"286","2008-02-21",1.7375
"287","2008-02-22",1.7225
"288","2008-02-25",1.7
"289","2008-02-26",1.62
"290","2008-02-27",1.6075
"291","2008-02-28",1.555
"292","2008-02-29",1.5375
"293","2008-03-03",1.515
"294","2008-03-04",1.5175
"295","2008-03-05",1.525
"296","2008-03-06",1.5225
"297","2008-03-07",1.4575
"298","2008-03-10",1.375
"299","2008-03-11",1.4375
"300","2008-03-12",1.4475
"301","2008-03-13",1.4075
"302","2008-03-14",1.3875
"303","2008-03-17",1.45
"304","2008-03-18",1.41
"305","2008-03-19",1.4475
"306","2008-03-20",1.4525
"307","2008-03-24",1.455
"308","2008-03-25",1.515
"309","2008-03-26",1.5175
"310","2008-03-27",1.5025
"311","2008-03-28",1.5175
"312","2008-03-31",1.5025
"313","2008-04-01",1.5025
"314","2008-04-02",1.5025
"315","2008-04-03",1.5
"316","2008-04-04",1.5625
"317","2008-04-07",1.505
"318","2008-04-08",1.5175
"319","2008-04-09",1.5175
"320","2008-04-10",1.5225
"321","2008-04-11",1.5
"322","2008-04-14",1.5
"323","2008-04-15",1.5
"324","2008-04-16",1.5
"325","2008-04-17",1.4925
"326","2008-04-18",1.5125
"327","2008-04-21",1.505
"328","2008-04-22",1.4625
"329","2008-04-23",1.3925
"330","2008-04-24",1.445
"331","2008-04-25",1.455
"332","2008-04-28",1.48
"333","2008-04-29",1.5
"334","2008-04-30",1.4425
"335","2008-05-01",1.4975
"336","2008-05-02",1.4875
"337","2008-05-05",1.4525
"338","2008-05-06",1.525
"339","2008-05-07",1.685
"340","2008-05-08",1.65
"341","2008-05-09",1.71
"342","2008-05-12",1.73
"343","2008-05-13",1.7225
"344","2008-05-14",1.71
"345","2008-05-15",1.725
"346","2008-05-16",1.735
"347","2008-05-19",1.695
"348","2008-05-20",1.6775
"349","2008-05-21",1.7475
"350","2008-05-22",1.73
"351","2008-05-23",1.7125
"352","2008-05-27",1.6925
"353","2008-05-28",1.7625
"354","2008-05-29",1.7425
"355","2008-05-30",1.7625
"356","2008-06-02",1.7725
"357","2008-06-03",1.74
"358","2008-06-04",1.975
"359","2008-06-05",1.89
"360","2008-06-06",1.92
"361","2008-06-09",1.9425
"362","2008-06-10",1.9
"363","2008-06-11",1.9875
"364","2008-06-12",1.9875
"365","2008-06-13",2.01
"366","2008-06-16",1.99
"367","2008-06-17",1.9825
"368","2008-06-18",1.995
"369","2008-06-19",1.9425
"370","2008-06-20",1.87
"371","2008-06-23",1.905
"372","2008-06-24",1.8875
"373","2008-06-25",1.8625
"374","2008-06-26",1.7875
"375","2008-06-27",1.8125
"376","2008-06-30",1.8475
"377","2008-07-01",1.93
"378","2008-07-02",1.9725
"379","2008-07-03",1.8825
"380","2008-07-07",1.83
"381","2008-07-08",1.8375
"382","2008-07-09",1.82
"383","2008-07-10",1.8125
"384","2008-07-11",1.825
"385","2008-07-14",1.76
"386","2008-07-15",1.72
"387","2008-07-16",1.75
"388","2008-07-17",1.6525
"389","2008-07-18",1.715
"390","2008-07-21",1.7225
"391","2008-07-22",1.7225
"392","2008-07-23",1.705
"393","2008-07-24",1.6875
"394","2008-07-25",1.8775
"395","2008-07-28",1.7625
"396","2008-07-29",1.7375
"397","2008-07-30",1.725
"398","2008-07-31",1.7975
"399","2008-08-01",1.83
"400","2008-08-04",1.815
"401","2008-08-05",1.855
"402","2008-08-06",1.8475
"403","2008-08-07",1.8725
"404","2008-08-08",1.9725
"405","2008-08-11",1.9675
"406","2008-08-12",1.96
"407","2008-08-13",1.95
"408","2008-08-14",1.95
"409","2008-08-15",1.93
"410","2008-08-18",1.945
"411","2008-08-19",1.765
"412","2008-08-20",1.695
"413","2008-08-21",1.505
"414","2008-08-22",1.57
"415","2008-08-25",1.5375
"416","2008-08-26",1.5375
"417","2008-08-27",1.545
"418","2008-08-28",1.565
"419","2008-08-29",1.57
"420","2008-09-02",1.615
"421","2008-09-03",1.6125
"422","2008-09-04",1.6075
"423","2008-09-05",1.545
"424","2008-09-08",1.56
"425","2008-09-09",1.6125
"426","2008-09-10",1.6075
"427","2008-09-11",1.625
"428","2008-09-12",1.625
"429","2008-09-15",1.6125
"430","2008-09-16",1.6975
"431","2008-09-17",1.58
"432","2008-09-18",1.5375
"433","2008-09-19",1.6625
"434","2008-09-22",1.6025
"435","2008-09-23",1.5
"436","2008-09-24",1.4
"437","2008-09-25",1.59
"438","2008-09-26",1.4525
"439","2008-09-29",1.45
"440","2008-09-30",1.6225
"441","2008-10-01",1.5
"442","2008-10-02",1.5
"443","2008-10-03",1.4675
"444","2008-10-06",1.375
"445","2008-10-07",1.3275
"446","2008-10-08",1.375
"447","2008-10-09",1.24
"448","2008-10-10",1.2475
"449","2008-10-13",1.1875
"450","2008-10-14",1.2275
"451","2008-10-15",1.1975
"452","2008-10-16",1.205
"453","2008-10-17",1.1975
"454","2008-10-20",1.185
"455","2008-10-21",1.2
"456","2008-10-22",1.2
"457","2008-10-23",1.1725
"458","2008-10-24",1.1375
"459","2008-10-27",1.1375
"460","2008-10-28",1.125
"461","2008-10-29",1.125
"462","2008-10-30",1.1
"463","2008-10-31",1.15
"464","2008-11-03",1.095
"465","2008-11-04",1.0625
"466","2008-11-05",1.065
"467","2008-11-06",1.175
"468","2008-11-07",1.2225
"469","2008-11-10",1.1875
"470","2008-11-11",1.2125
"471","2008-11-12",1.2125
"472","2008-11-13",1.18
"473","2008-11-14",1.125
"474","2008-11-17",1.04
"475","2008-11-18",1.05
"476","2008-11-19",1.0375
"477","2008-11-20",0.9325
"478","2008-11-21",0.9475
"479","2008-11-24",0.85
"480","2008-11-25",0.98
"481","2008-11-26",0.945
"482","2008-11-28",0.9975
"483","2008-12-01",1.105
"484","2008-12-02",1.0025
"485","2008-12-03",1.0025
"486","2008-12-04",0.95
"487","2008-12-05",1.06
"488","2008-12-08",1.075
"489","2008-12-09",1.0375
"490","2008-12-10",1.125
"491","2008-12-11",1.15
"492","2008-12-12",1.1
"493","2008-12-15",1.1
"494","2008-12-16",1.1175
"495","2008-12-17",1.175
"496","2008-12-18",1.0625
"497","2008-12-19",1.0525
"498","2008-12-22",1.125
"499","2008-12-23",1.125
"500","2008-12-24",1.16
"501","2008-12-26",1.1475
"502","2008-12-29",1.125
"503","2008-12-30",1.125
"504","2008-12-31",1.1875
"505","2009-01-02",1.1875
"506","2009-01-05",1.1925
"507","2009-01-06",1.225
"508","2009-01-07",1.125
"509","2009-01-08",1.15
"510","2009-01-09",1.15
"511","2009-01-12",1.115
"512","2009-01-13",1.1475
"513","2009-01-14",1.145
"514","2009-01-15",1.105
"515","2009-01-16",1.08
"516","2009-01-20",1.1025
"517","2009-01-21",1.125
"518","2009-01-22",1.0575
"519","2009-01-23",1.065
"520","2009-01-26",1.1075
"521","2009-01-27",1.1075
"522","2009-01-28",1.115
"523","2009-01-29",1.115
"524","2009-01-30",1.125
"525","2009-02-02",1.12
"526","2009-02-03",1.12
"527","2009-02-04",1.2475
"528","2009-02-05",1.2475
"529","2009-02-06",1.2475
"530","2009-02-09",1.2375
"531","2009-02-10",1.245
"532","2009-02-11",1.1375
"533","2009-02-12",1.2175
"534","2009-02-13",1.1125
"535","2009-02-17",1.2475
"536","2009-02-18",1.245
"537","2009-02-19",1.245
"538","2009-02-20",1.245
"539","2009-02-23",1.275
"540","2009-02-24",1.375
"541","2009-02-25",1.2875
"542","2009-02-26",1.2825
"543","2009-02-27",1.3125
"544","2009-03-02",1.26
"545","2009-03-03",1.245
"546","2009-03-04",1.2375
"547","2009-03-05",1.145
"548","2009-03-06",1.1275
"549","2009-03-09",1.1
"550","2009-03-10",1.05
"551","2009-03-11",1.0625
"552","2009-03-12",1.09
"553","2009-03-13",1.1475
"554","2009-03-16",1.115
"555","2009-03-17",1.245
"556","2009-03-18",1.245
"557","2009-03-19",1.2125
"558","2009-03-20",1.2075
"559","2009-03-23",1.275
"560","2009-03-24",1.2975
"561","2009-03-25",1.2975
"562","2009-03-26",1.3475
"563","2009-03-27",1.325
"564","2009-03-30",1.3725
"565","2009-03-31",1.35
"566","2009-04-01",1.375
"567","2009-04-02",1.375
"568","2009-04-03",1.375
"569","2009-04-06",1.335
"570","2009-04-07",1.425
"571","2009-04-08",1.425
"572","2009-04-09",1.5
"573","2009-04-13",1.5
"574","2009-04-14",1.5
"575","2009-04-15",1.4325
"576","2009-04-16",1.5075
"577","2009-04-17",1.5375
"578","2009-04-20",1.535
"579","2009-04-21",1.545
"580","2009-04-22",1.545
"581","2009-04-23",1.525
"582","2009-04-24",1.6175
"583","2009-04-27",1.555
"584","2009-04-28",1.62
"585","2009-04-29",1.62
"586","2009-04-30",1.6225
"587","2009-05-01",1.57
"588","2009-05-04",1.65
"589","2009-05-05",1.675
"590","2009-05-06",1.75
"591","2009-05-07",1.8725
"592","2009-05-08",1.8725
"593","2009-05-11",1.7575
"594","2009-05-12",1.8125
"595","2009-05-13",1.775
"596","2009-05-14",1.775
"597","2009-05-15",1.7475
"598","2009-05-18",1.7125
"599","2009-05-19",1.7125
"600","2009-05-20",1.7025
"601","2009-05-21",1.7
"602","2009-05-22",1.71
"603","2009-05-26",1.7475
"604","2009-05-27",1.7
"605","2009-05-28",1.5775
"606","2009-05-29",1.74
"607","2009-06-01",1.7125
"608","2009-06-02",1.63
"609","2009-06-03",1.6525
"610","2009-06-04",1.6525
"611","2009-06-05",1.6525
"612","2009-06-08",1.6575
"613","2009-06-09",1.5875
"614","2009-06-10",1.5875
"615","2009-06-11",1.5825
"616","2009-06-12",1.5825
"617","2009-06-15",1.5825
"618","2009-06-16",1.6
"619","2009-06-17",1.6
"620","2009-06-18",1.605
"621","2009-06-19",1.6125
"622","2009-06-22",1.5475
"623","2009-06-23",1.6
"624","2009-06-24",1.5025
"625","2009-06-25",1.61
"626","2009-06-26",1.5125
"627","2009-06-29",1.5125
"628","2009-06-30",1.5225
"629","2009-07-01",1.55
"630","2009-07-02",1.575
"631","2009-07-06",1.575
"632","2009-07-07",1.59
"633","2009-07-08",1.575
"634","2009-07-09",1.575
"635","2009-07-10",1.575
"636","2009-07-13",1.5975
"637","2009-07-14",1.575
"638","2009-07-15",1.5625
"639","2009-07-16",1.57
"640","2009-07-17",1.5525
"641","2009-07-20",1.5625
"642","2009-07-21",1.5625
"643","2009-07-22",1.5625
"644","2009-07-23",1.54
"645","2009-07-24",1.5725
"646","2009-07-27",1.5725
"647","2009-07-28",1.5325
"648","2009-07-29",1.5975
"649","2009-07-30",1.605
"650","2009-07-31",1.7625
"651","2009-08-03",1.7375
"652","2009-08-04",1.75
"653","2009-08-05",1.75
"654","2009-08-06",1.8
"655","2009-08-07",1.805
"656","2009-08-10",1.7875
"657","2009-08-11",1.65
"658","2009-08-12",1.6525
"659","2009-08-13",1.75
"660","2009-08-14",1.7475
"661","2009-08-17",1.725
"662","2009-08-18",1.65
"663","2009-08-19",1.66
"664","2009-08-20",1.65
"665","2009-08-21",1.72
"666","2009-08-24",1.7175
"667","2009-08-25",1.7175
"668","2009-08-26",1.76
"669","2009-08-27",1.785
"670","2009-08-28",1.8125
"671","2009-08-31",1.9725
"672","2009-09-01",2.115
"673","2009-09-02",2.1875
"674","2009-09-03",2.15
"675","2009-09-04",2.125
"676","2009-09-08",2.1875
"677","2009-09-09",2.1325
"678","2009-09-10",2.125
"679","2009-09-11",2.1
"680","2009-09-14",2.085
"681","2009-09-15",2.11
"682","2009-09-16",2.09
"683","2009-09-17",2.0625
"684","2009-09-18",2.06
"685","2009-09-21",2.0125
"686","2009-09-22",2.03
"687","2009-09-23",2.025
"688","2009-09-24",2.0375
"689","2009-09-25",2.025
"690","2009-09-28",2.05
"691","2009-09-29",2.0875
"692","2009-09-30",2.105
"693","2009-10-01",2.055
"694","2009-10-02",2.0825
"695","2009-10-05",2.1
"696","2009-10-06",2.12
"697","2009-10-07",2.09
"698","2009-10-08",2.1
"699","2009-10-09",2.1
"700","2009-10-12",2.0425
"701","2009-10-13",2.0375
"702","2009-10-14",2.0225
"703","2009-10-15",2.005
"704","2009-10-16",2.0125
"705","2009-10-19",2.0125
"706","2009-10-20",2.05
"707","2009-10-21",2.0675
"708","2009-10-22",2.0925
"709","2009-10-23",2.0975
"710","2009-10-26",2.0875
"711","2009-10-27",2.0875
"712","2009-10-28",2.1
"713","2009-10-29",2.05
"714","2009-10-30",2.085
"715","2009-11-02",2.005
"716","2009-11-03",2.165
"717","2009-11-04",2.31
"718","2009-11-05",2.3
"719","2009-11-06",2.375
"720","2009-11-09",2.4725
"721","2009-11-10",2.6125
"722","2009-11-11",2.725
"723","2009-11-12",2.495
"724","2009-11-13",2.49
"725","2009-11-16",2.475
"726","2009-11-17",2.45
"727","2009-11-18",2.45
"728","2009-11-19",2.3925
"729","2009-11-20",2.3125
"730","2009-11-23",2.345
"731","2009-11-24",2.3525
"732","2009-11-25",2.2625
"733","2009-11-27",2.2125
"734","2009-11-30",2.1875
"735","2009-12-01",2.1825
"736","2009-12-02",2.18
"737","2009-12-03",2.145
"738","2009-12-04",2.15
"739","2009-12-07",2.1625
"740","2009-12-08",2.15
"741","2009-12-09",2.1475
"742","2009-12-10",2.15
"743","2009-12-11",2.185
"744","2009-12-14",2.1775
"745","2009-12-15",2.25
"746","2009-12-16",2.3825
"747","2009-12-17",2.465
"748","2009-12-18",2.525
"749","2009-12-21",2.4225
"750","2009-12-22",2.475
"751","2009-12-23",2.48
"752","2009-12-24",2.4925
"753","2009-12-28",2.4975
"754","2009-12-29",2.4975
"755","2009-12-30",2.475
"756","2009-12-31",2.5
"757","2010-01-04",2.4625
"758","2010-01-05",2.5
"759","2010-01-06",2.5
"760","2010-01-07",2.465
"761","2010-01-08",2.4325
"762","2010-01-11",2.4825
"763","2010-01-12",2.455
"764","2010-01-13",2.4875
"765","2010-01-14",2.5
"766","2010-01-15",2.56
"767","2010-01-19",2.49
"768","2010-01-20",2.475
"769","2010-01-21",2.48
"770","2010-01-22",2.48
"771","2010-01-25",2.5825
"772","2010-01-26",2.6825
"773","2010-01-27",2.9125
"774","2010-01-28",2.8825
"775","2010-01-29",2.965
"776","2010-02-01",2.9125
"777","2010-02-02",3.0325
"778","2010-02-03",2.795
"779","2010-02-04",2.8
"780","2010-02-05",2.85
"781","2010-02-08",3.1175
"782","2010-02-09",3.1875
"783","2010-02-10",3.175
"784","2010-02-11",3.285
"785","2010-02-12",3.2525
"786","2010-02-16",3.2825
"787","2010-02-17",3.1
"788","2010-02-18",3.1
"789","2010-02-19",3.1775
"790","2010-02-22",3.355
"791","2010-02-23",3.3
"792","2010-02-24",3.3525
"793","2010-02-25",3.3125
"794","2010-02-26",3.2575
"795","2010-03-01",3.395
"796","2010-03-02",3.415
"797","2010-03-03",3.3825
"798","2010-03-04",3.4125
"799","2010-03-05",3.45
"800","2010-03-08",3.425
"801","2010-03-09",3.2325
"802","2010-03-10",3.2225
"803","2010-03-11",3.225
"804","2010-03-12",3.25
"805","2010-03-15",3.22
"806","2010-03-16",3.29
"807","2010-03-17",3.31
"808","2010-03-18",3.45
"809","2010-03-19",3.3925
"810","2010-03-22",3.395
"811","2010-03-23",3.4225
"812","2010-03-24",3.475
"813","2010-03-25",3.4825
"814","2010-03-26",3.4725
"815","2010-03-29",3.5
"816","2010-03-30",3.475
"817","2010-03-31",3.4825
"818","2010-04-01",3.6025
"819","2010-04-05",3.8225
"820","2010-04-06",3.775
"821","2010-04-07",3.7475
"822","2010-04-08",3.9575
"823","2010-04-09",4.0925
"824","2010-04-12",4.0825
"825","2010-04-13",3.8925
"826","2010-04-14",4.015
"827","2010-04-15",4.025
"828","2010-04-16",3.9425
"829","2010-04-19",4.3125
"830","2010-04-20",4.3175
"831","2010-04-21",4.325
"832","2010-04-22",4.4025
"833","2010-04-23",4.3425
"834","2010-04-26",4.3875
"835","2010-04-27",4.2675
"836","2010-04-28",4.2875
"837","2010-04-29",4.4925
"838","2010-04-30",4.4075
"839","2010-05-03",4.5575
"840","2010-05-04",4.315
"841","2010-05-05",4.025
"842","2010-05-06",3.9025
"843","2010-05-07",3.86
"844","2010-05-10",4.2325
"845","2010-05-11",4.3375
"846","2010-05-12",4.31
"847","2010-05-13",3.995
"848","2010-05-14",3.9325
"849","2010-05-17",4.0825
"850","2010-05-18",4
"851","2010-05-19",3.825
"852","2010-05-20",3.5425
"853","2010-05-21",3.8125
"854","2010-05-24",3.79
"855","2010-05-25",3.8575
"856","2010-05-26",3.94
"857","2010-05-27",3.985
"858","2010-05-28",3.9975
"859","2010-06-01",3.78
"860","2010-06-02",3.9375
"861","2010-06-03",3.95
"862","2010-06-04",3.785
"863","2010-06-07",3.7175
"864","2010-06-08",3.6075
"865","2010-06-09",3.6675
"866","2010-06-10",3.795
"867","2010-06-11",3.86
"868","2010-06-14",3.91
"869","2010-06-15",3.995
"870","2010-06-16",4.0575
"871","2010-06-17",4.115
"872","2010-06-18",4.01
"873","2010-06-21",3.9125
"874","2010-06-22",3.81
"875","2010-06-23",3.7625
"876","2010-06-24",3.765
"877","2010-06-25",3.8325
"878","2010-06-28",3.7275
"879","2010-06-29",3.575
"880","2010-06-30",3.53
"881","2010-07-01",3.5325
"882","2010-07-02",3.4025
"883","2010-07-06",3.3575
"884","2010-07-07",3.4575
"885","2010-07-08",3.4425
"886","2010-07-09",3.485
"887","2010-07-12",3.3975
"888","2010-07-13",3.4775
"889","2010-07-14",3.425
"890","2010-07-15",3.425
"891","2010-07-16",3.39
"892","2010-07-19",3.435
"893","2010-07-20",3.495
"894","2010-07-21",3.375
"895","2010-07-22",3.4925
"896","2010-07-23",3.67
"897","2010-07-26",3.7025
"898","2010-07-27",3.895
"899","2010-07-28",3.76
"900","2010-07-29",3.8125
"901","2010-07-30",3.905
"902","2010-08-02",4.085
"903","2010-08-03",4.1975
"904","2010-08-04",3.8125
"905","2010-08-05",3.76
"906","2010-08-06",3.8075
"907","2010-08-09",3.82
"908","2010-08-10",3.75
"909","2010-08-11",3.5475
"910","2010-08-12",3.5
"911","2010-08-13",3.43
"912","2010-08-16",3.305
"913","2010-08-17",3.185
"914","2010-08-18",3.185
"915","2010-08-19",2.985
"916","2010-08-20",2.905
"917","2010-08-23",2.8225
"918","2010-08-24",2.7925
"919","2010-08-25",2.905
"920","2010-08-26",2.82
"921","2010-08-27",2.95
"922","2010-08-30",2.7875
"923","2010-08-31",2.8375
"924","2010-09-01",2.9675
"925","2010-09-02",3.0175
"926","2010-09-03",3.0375
"927","2010-09-07",2.95
"928","2010-09-08",2.9275
"929","2010-09-09",3.0725
"930","2010-09-10",3.0525
"931","2010-09-13",3.0475
"932","2010-09-14",3.105
"933","2010-09-15",3.13
"934","2010-09-16",3.0025
"935","2010-09-17",3.0375
"936","2010-09-20",3.17
"937","2010-09-21",3.115
"938","2010-09-22",3.11
"939","2010-09-23",3.0725
"940","2010-09-24",3.0575
"941","2010-09-27",2.98
"942","2010-09-28",2.965
"943","2010-09-29",2.9875
"944","2010-09-30",2.9675
"945","2010-10-01",2.9825
"946","2010-10-04",2.995
"947","2010-10-05",3.1225
"948","2010-10-06",3.2075
"949","2010-10-07",3.2525
"950","2010-10-08",3.3475
"951","2010-10-11",3.38
"952","2010-10-12",3.3675
"953","2010-10-13",3.29
"954","2010-10-14",3.21
"955","2010-10-15",3.1475
"956","2010-10-18",3.2125
"957","2010-10-19",3.185
"958","2010-10-20",3.165
"959","2010-10-21",3.1225
"960","2010-10-22",3.2775
"961","2010-10-25",3.1875
"962","2010-10-26",3.1975
"963","2010-10-27",3.1825
"964","2010-10-28",3.1825
"965","2010-10-29",3.215
"966","2010-11-01",3.1625
