"","date","MDGL"
"1","2007-02-06",318.149994
"2","2007-02-07",337.75
"3","2007-02-08",344.399994
"4","2007-02-09",344.75
"5","2007-02-12",336
"6","2007-02-13",328.649994
"7","2007-02-14",324.450012
"8","2007-02-15",332.5
"9","2007-02-16",324.100006
"10","2007-02-20",318.5
"11","2007-02-21",317.100006
"12","2007-02-22",319.899994
"13","2007-02-23",308
"14","2007-02-26",306.25
"15","2007-02-27",297.850006
"16","2007-02-28",298.549988
"17","2007-03-01",292.25
"18","2007-03-02",289.450012
"19","2007-03-05",287
"20","2007-03-06",306.25
"21","2007-03-07",305.899994
"22","2007-03-08",304.149994
"23","2007-03-09",308.700012
"24","2007-03-12",314.649994
"25","2007-03-13",308
"26","2007-03-14",315
"27","2007-03-15",313.25
"28","2007-03-16",320.25
"29","2007-03-19",325.5
"30","2007-03-20",322.700012
"31","2007-03-21",314.299988
"32","2007-03-22",312.549988
"33","2007-03-23",312.549988
"34","2007-03-26",297.850006
"35","2007-03-27",302.399994
"36","2007-03-28",298.549988
"37","2007-03-29",303.799988
"38","2007-03-30",282.450012
"39","2007-04-02",292.950012
"40","2007-04-03",287.350006
"41","2007-04-04",293.299988
"42","2007-04-05",297.850006
"43","2007-04-09",294.700012
"44","2007-04-10",279.649994
"45","2007-04-11",287.350006
"46","2007-04-12",292.600006
"47","2007-04-13",294.350006
"48","2007-04-16",301
"49","2007-04-17",302.049988
"50","2007-04-18",309.049988
"51","2007-04-19",301
"52","2007-04-20",307.649994
"53","2007-04-23",305.200012
"54","2007-04-24",306.25
"55","2007-04-25",305.549988
"56","2007-04-26",305.899994
"57","2007-04-27",306.600006
"58","2007-04-30",285.25
"59","2007-05-01",287.700012
"60","2007-05-02",299.950012
"61","2007-05-03",297.5
"62","2007-05-04",296.100006
"63","2007-05-07",300.299988
"64","2007-05-08",303.100006
"65","2007-05-09",303.100006
"66","2007-05-10",294
"67","2007-05-11",297.5
"68","2007-05-14",284.200012
"69","2007-05-15",281.75
"70","2007-05-16",280.700012
"71","2007-05-17",281.399994
"72","2007-05-18",285.600006
"73","2007-05-21",285.25
"74","2007-05-22",285.25
"75","2007-05-23",292.25
"76","2007-05-24",287.700012
"77","2007-05-25",290.149994
"78","2007-05-29",296.450012
"79","2007-05-30",304.850006
"80","2007-05-31",320.25
"81","2007-06-01",339.5
"82","2007-06-04",355.25
"83","2007-06-05",313.600006
"84","2007-06-06",296.799988
"85","2007-06-07",292.600006
"86","2007-06-08",290.149994
"87","2007-06-11",303.450012
"88","2007-06-12",291.549988
"89","2007-06-13",289.100006
"90","2007-06-14",285.600006
"91","2007-06-15",283.850006
"92","2007-06-18",283.149994
"93","2007-06-19",290.149994
"94","2007-06-20",284.899994
"95","2007-06-21",284.899994
"96","2007-06-22",296.100006
"97","2007-06-25",297.5
"98","2007-06-26",298.899994
"99","2007-06-27",297.850006
"100","2007-06-28",293.299988
"101","2007-06-29",290.5
"102","2007-07-02",293.649994
"103","2007-07-03",302.399994
"104","2007-07-05",294
"105","2007-07-06",301.700012
"106","2007-07-09",297.149994
"107","2007-07-10",288.75
"108","2007-07-11",285.600006
"109","2007-07-12",287.700012
"110","2007-07-13",294.350006
"111","2007-07-16",288.75
"112","2007-07-17",288.75
"113","2007-07-18",299.25
"114","2007-07-19",294
"115","2007-07-20",288.049988
"116","2007-07-23",282.799988
"117","2007-07-24",284.899994
"118","2007-07-25",282.799988
"119","2007-07-26",281.399994
"120","2007-07-27",285.25
"121","2007-07-30",278.25
"122","2007-07-31",277.899994
"123","2007-08-01",284.200012
"124","2007-08-02",281.75
"125","2007-08-03",271.25
"126","2007-08-06",282.100006
"127","2007-08-07",268.799988
"128","2007-08-08",256.549988
"129","2007-08-09",253.75
"130","2007-08-10",236.949997
"131","2007-08-13",236.25
"132","2007-08-14",233.800003
"133","2007-08-15",220.5
"134","2007-08-16",209.649994
"135","2007-08-17",206.5
"136","2007-08-20",205.800003
"137","2007-08-21",192.5
"138","2007-08-22",188.300003
"139","2007-08-23",183.75
"140","2007-08-24",172.550003
"141","2007-08-27",174.649994
"142","2007-08-28",184.449997
"143","2007-08-29",194.949997
"144","2007-08-30",206.149994
"145","2007-08-31",209.300003
"146","2007-09-04",212.449997
"147","2007-09-05",226.449997
"148","2007-09-06",235.899994
"149","2007-09-07",224
"150","2007-09-10",221.550003
"151","2007-09-11",241.850006
"152","2007-09-12",245.350006
"153","2007-09-13",246.399994
"154","2007-09-14",260.75
"155","2007-09-17",273
"156","2007-09-18",281.049988
"157","2007-09-19",277.899994
"158","2007-09-20",255.850006
"159","2007-09-21",281.75
"160","2007-09-24",289.799988
"161","2007-09-25",302.75
"162","2007-09-26",276.5
"163","2007-09-27",265.649994
"164","2007-09-28",231
"165","2007-10-01",268.100006
"166","2007-10-02",284.200012
"167","2007-10-03",344.399994
"168","2007-10-04",384.649994
"169","2007-10-05",385
"170","2007-10-08",374.5
"171","2007-10-09",358.75
"172","2007-10-10",326.200012
"173","2007-10-11",307.649994
"174","2007-10-12",306.600006
"175","2007-10-15",286.299988
"176","2007-10-16",276.5
"177","2007-10-17",286.299988
"178","2007-10-18",290.5
"179","2007-10-19",274.75
"180","2007-10-22",281.049988
"181","2007-10-23",292.25
"182","2007-10-24",286.649994
"183","2007-10-25",281.049988
"184","2007-10-26",307.649994
"185","2007-10-29",315
"186","2007-10-30",303.450012
"187","2007-10-31",294.700012
"188","2007-11-01",297.850006
"189","2007-11-02",311.850006
"190","2007-11-05",310.799988
"191","2007-11-06",315
"192","2007-11-07",307.299988
"193","2007-11-08",290.5
"194","2007-11-09",280.350006
"195","2007-11-12",280.350006
"196","2007-11-13",282.450012
"197","2007-11-14",280.350006
"198","2007-11-15",280
"199","2007-11-16",276.5
"200","2007-11-19",266
"201","2007-11-20",267.75
"202","2007-11-21",260.399994
"203","2007-11-23",265.299988
"204","2007-11-26",270.899994
