"","date","WSBF"
"1","2007-01-03",16.213999
"2","2007-01-04",16.19577
"3","2007-01-05",16.10463
"4","2007-01-08",16.177544
"5","2007-01-09",16.141087
"6","2007-01-10",16.141087
"7","2007-01-11",16.19577
"8","2007-01-12",16.159315
"9","2007-01-16",16.186657
"10","2007-01-17",16.1502
"11","2007-01-18",16.1502
"12","2007-01-19",16.259569
"13","2007-01-22",16.177544
"14","2007-01-23",16.141087
"15","2007-01-24",16.314255
"16","2007-01-25",16.19577
"17","2007-01-26",16.286913
"18","2007-01-29",16.359825
"19","2007-01-30",16.396282
"20","2007-01-31",16.332483
"21","2007-02-01",16.368938
"22","2007-02-02",16.368938
"23","2007-02-05",16.10463
"24","2007-02-06",16.10463
"25","2007-02-07",16.077288
"26","2007-02-08",16.213999
"27","2007-02-09",16.268684
"28","2007-02-12",16.1502
"29","2007-02-13",16.268684
"30","2007-02-14",16.213999
"31","2007-02-15",16.186657
"32","2007-02-16",16.241343
"33","2007-02-20",16.213999
"34","2007-02-21",16.250456
"35","2007-02-22",16.30514
"36","2007-02-23",16.213999
"37","2007-02-26",16.186657
"38","2007-02-27",15.803864
"39","2007-02-28",16.141087
"40","2007-03-01",15.986147
"41","2007-03-02",16.10463
"42","2007-03-05",15.658039
"43","2007-03-06",16.040831
"44","2007-03-07",15.658039
"45","2007-03-08",15.740066
"46","2007-03-09",15.812979
"47","2007-03-12",15.822093
"48","2007-03-13",15.557783
"49","2007-03-14",15.676267
"50","2007-03-15",15.603354
"51","2007-03-16",15.621582
"52","2007-03-19",15.703609
"53","2007-03-20",15.876778
"54","2007-03-21",16.159315
"55","2007-03-22",16.323368
"56","2007-03-23",16.332483
"57","2007-03-26",16.314255
"58","2007-03-27",16.004375
"59","2007-03-28",15.958804
"60","2007-03-29",15.99526
"61","2007-03-30",15.931462
"62","2007-04-02",16.10463
"63","2007-04-03",16.387167
"64","2007-04-04",16.186657
"65","2007-04-05",16.168428
"66","2007-04-09",15.913234
"67","2007-04-10",15.986147
"68","2007-04-11",15.922348
"69","2007-04-12",16.059059
"70","2007-04-13",16.077288
"71","2007-04-16",16.204885
"72","2007-04-17",16.19577
"73","2007-04-18",15.99526
"74","2007-04-19",16.177544
"75","2007-04-20",16.396282
"76","2007-04-23",16.159315
"77","2007-04-24",15.99526
"78","2007-04-25",16.1502
"79","2007-04-26",16.013489
"80","2007-04-27",15.967918
"81","2007-04-30",15.958804
"82","2007-05-01",15.958804
"83","2007-05-02",16.086401
"84","2007-05-03",15.986147
"85","2007-05-04",16.131971
"86","2007-05-07",16.10463
"87","2007-05-08",16.022602
"88","2007-05-09",15.958804
"89","2007-05-10",15.858549
"90","2007-05-11",15.895005
"91","2007-05-14",15.585126
"92","2007-05-15",15.03828
"93","2007-05-16",15.348159
"94","2007-05-17",15.193219
"95","2007-05-18",15.138535
"96","2007-05-21",15.266132
"97","2007-05-22",15.493984
"98","2007-05-23",15.721837
