"","date","NTIC"
"124","2007-06-29",4.85
"125","2007-07-02",4.875
"126","2007-07-03",4.875
"127","2007-07-05",4.675
"128","2007-07-06",4.875
"129","2007-07-09",4.875
"130","2007-07-10",4.875
"131","2007-07-11",4.755
"132","2007-07-12",4.625
"133","2007-07-13",4.375
"134","2007-07-16",4.375
"135","2007-07-17",4.375
"136","2007-07-18",4.5
"137","2007-07-19",4.8
"138","2007-07-20",4.875
"139","2007-07-23",4.675
"140","2007-07-24",4.675
"141","2007-07-25",4.43
"142","2007-07-26",4.43
"143","2007-07-27",4.45
"144","2007-07-30",4.38
"145","2007-07-31",4.38
"146","2007-08-01",4.38
"147","2007-08-02",4.355
"148","2007-08-03",4.255
"149","2007-08-06",4.255
"150","2007-08-07",4.255
"151","2007-08-08",4.4
"152","2007-08-09",4.21
"153","2007-08-10",4.205
"154","2007-08-13",4.205
"155","2007-08-14",4.35
"156","2007-08-15",4.2
"157","2007-08-16",4.125
"158","2007-08-17",4.1
"159","2007-08-20",4.03
"160","2007-08-21",4.1
"161","2007-08-22",4.425
"162","2007-08-23",4.595
"163","2007-08-24",4.625
"164","2007-08-27",4.675
"165","2007-08-28",4.8
"166","2007-08-29",4.9
"167","2007-08-30",4.95
"168","2007-08-31",4.875
"169","2007-09-04",5.25
"170","2007-09-05",5.25
"171","2007-09-06",5.15
"172","2007-09-07",4.925
"173","2007-09-10",4.8
"174","2007-09-11",5
"175","2007-09-12",5.075
"176","2007-09-13",5.075
"177","2007-09-14",5
"178","2007-09-17",4.875
"179","2007-09-18",5.25
"180","2007-09-19",5.125
"181","2007-09-20",5.13
"182","2007-09-21",5.13
"183","2007-09-24",5.13
"184","2007-09-25",5
"185","2007-09-26",5
"186","2007-09-27",5.175
"187","2007-09-28",5.25
"188","2007-10-01",5.25
"189","2007-10-02",5.2
"190","2007-10-03",5.12
"191","2007-10-04",5.45
"192","2007-10-05",5.35
"193","2007-10-08",5.685
"194","2007-10-09",5.685
"195","2007-10-10",5.685
"196","2007-10-11",5.675
"197","2007-10-12",5.675
"198","2007-10-15",5.625
"199","2007-10-16",5.5
"200","2007-10-17",5.25
"201","2007-10-18",5.25
"202","2007-10-19",5.525
"203","2007-10-22",5.97
"204","2007-10-23",5.97
"205","2007-10-24",5.97
"206","2007-10-25",5.875
"207","2007-10-26",5.875
"208","2007-10-29",5.875
"209","2007-10-30",5.5
"210","2007-10-31",5.625
"211","2007-11-01",5.625
"212","2007-11-02",5.25
"213","2007-11-05",5.5
"214","2007-11-06",5.5
"215","2007-11-07",5.5
"216","2007-11-08",5.5
"217","2007-11-09",5.25
"218","2007-11-12",5
"219","2007-11-13",5
"220","2007-11-14",5
"221","2007-11-15",4.95
"222","2007-11-16",4.975
"223","2007-11-19",4.6
"224","2007-11-20",3.75
"225","2007-11-21",5
"226","2007-11-23",5
"227","2007-11-26",5
"228","2007-11-27",5.475
"229","2007-11-28",5.475
"230","2007-11-29",5.5
"231","2007-11-30",5.625
"232","2007-12-03",5.625
"233","2007-12-04",5.36
"234","2007-12-05",5.36
"235","2007-12-06",4.75
"236","2007-12-07",5.325
"237","2007-12-10",5.575
"238","2007-12-11",5.5
"239","2007-12-12",5.5
"240","2007-12-13",5.5
"241","2007-12-14",5.45
"242","2007-12-17",5.225
"243","2007-12-18",5.225
"244","2007-12-19",5.45
"245","2007-12-20",5.01
"246","2007-12-21",4.88
"247","2007-12-24",4.7
"248","2007-12-26",4.7
"249","2007-12-27",4.7
"250","2007-12-28",4.665
"251","2007-12-31",5.1
"252","2008-01-02",5.1
"253","2008-01-03",4.975
"254","2008-01-04",5.15
"255","2008-01-07",5.4
"256","2008-01-08",5.3
"257","2008-01-09",5
"258","2008-01-10",5
"259","2008-01-11",4.7
"260","2008-01-14",4.875
"261","2008-01-15",5.25
"262","2008-01-16",5.05
"263","2008-01-17",5.085
"264","2008-01-18",5
"265","2008-01-22",5
"266","2008-01-23",4.875
"267","2008-01-24",4.94
"268","2008-01-25",4.995
"269","2008-01-28",5
"270","2008-01-29",4.905
"271","2008-01-30",5
"272","2008-01-31",5.125
"273","2008-02-01",5.125
"274","2008-02-04",4.975
"275","2008-02-05",4.95
"276","2008-02-06",4.765
"277","2008-02-07",4.1
"278","2008-02-08",4.51
"279","2008-02-11",4.7
"280","2008-02-12",4.87
"281","2008-02-13",4.75
"282","2008-02-14",4.75
"283","2008-02-15",4.625
"284","2008-02-19",4.295
"285","2008-02-20",4.525
"286","2008-02-21",4.4
"287","2008-02-22",3.885
"288","2008-02-25",3.535
"289","2008-02-26",3.84
"290","2008-02-27",3.96
"291","2008-02-28",3.87
"292","2008-02-29",3.94
"293","2008-03-03",3.895
"294","2008-03-04",3.85
"295","2008-03-05",3.74
"296","2008-03-06",3.595
"297","2008-03-07",3.75
"298","2008-03-10",3.745
"299","2008-03-11",3.745
"300","2008-03-12",3.81
"301","2008-03-13",3.745
"302","2008-03-14",3.74
"303","2008-03-17",3.75
"304","2008-03-18",3.815
"305","2008-03-19",3.575
"306","2008-03-20",3.625
"307","2008-03-24",3.715
"308","2008-03-25",3.75
"309","2008-03-26",3.725
"310","2008-03-27",3.625
"311","2008-03-28",3.625
"312","2008-03-31",3.57
"313","2008-04-01",3.59
"314","2008-04-02",3.545
"315","2008-04-03",3.45
"316","2008-04-04",3.625
"317","2008-04-07",3.55
"318","2008-04-08",3.525
"319","2008-04-09",3.375
"320","2008-04-10",3.44
"321","2008-04-11",3.44
"322","2008-04-14",3.5
"323","2008-04-15",3.385
"324","2008-04-16",3.425
"325","2008-04-17",3.425
"326","2008-04-18",3.87
"327","2008-04-21",3.65
"328","2008-04-22",3.65
"329","2008-04-23",3.85
"330","2008-04-24",3.85
"331","2008-04-25",3.74
"332","2008-04-28",3.75
"333","2008-04-29",3.975
"334","2008-04-30",3.76
"335","2008-05-01",3.75
"336","2008-05-02",3.875
"337","2008-05-05",3.875
"338","2008-05-06",4.95
"339","2008-05-07",4.46
"340","2008-05-08",4.45
"341","2008-05-09",4.5
"342","2008-05-12",4.3
"343","2008-05-13",4.305
"344","2008-05-14",4.175
"345","2008-05-15",4.175
"346","2008-05-16",4.175
"347","2008-05-19",4.25
"348","2008-05-20",4
"349","2008-05-21",4.005
"350","2008-05-22",4.125
"351","2008-05-23",4.125
"352","2008-05-27",5.55
"353","2008-05-28",6.75
"354","2008-05-29",7.3
"355","2008-05-30",7.48
"356","2008-06-02",6.925
"357","2008-06-03",7.185
"358","2008-06-04",7.17
"359","2008-06-05",9.21
"360","2008-06-06",8.53
"361","2008-06-09",8.915
"362","2008-06-10",9.34
"363","2008-06-11",8.69
"364","2008-06-12",8.12
"365","2008-06-13",8.195
"366","2008-06-16",8.6
"367","2008-06-17",8.75
"368","2008-06-18",8.59
"369","2008-06-19",8.05
"370","2008-06-20",8.42
"371","2008-06-23",8.5
"372","2008-06-24",8.65
"373","2008-06-25",8.7
"374","2008-06-26",8.19
"375","2008-06-27",8.21
"376","2008-06-30",8.74
"377","2008-07-01",8.175
"378","2008-07-02",8.195
"379","2008-07-03",7.75
"380","2008-07-07",7.5
"381","2008-07-08",7.5
"382","2008-07-09",7.425
"383","2008-07-10",5.875
"384","2008-07-11",5.66
"385","2008-07-14",5.735
"386","2008-07-15",5.8
"387","2008-07-16",5.625
"388","2008-07-17",5.495
"389","2008-07-18",5.625
"390","2008-07-21",5.685
"391","2008-07-22",5.62
"392","2008-07-23",5.65
"393","2008-07-24",5.62
"394","2008-07-25",5.545
"395","2008-07-28",5.745
"396","2008-07-29",5.74
"397","2008-07-30",5.755
"398","2008-07-31",5.765
"399","2008-08-01",5.765
"400","2008-08-04",5.6
"401","2008-08-05",5.775
"402","2008-08-06",5.02
"403","2008-08-07",5.03
"404","2008-08-08",4.935
"405","2008-08-11",4.745
"406","2008-08-12",4.94
"407","2008-08-13",5
"408","2008-08-14",5
"409","2008-08-15",5.35
"410","2008-08-18",5.29
"411","2008-08-19",5.655
"412","2008-08-20",5.88
"413","2008-08-21",5.69
"414","2008-08-22",5.745
"415","2008-08-25",5.935
"416","2008-08-26",6.75
"417","2008-08-27",6.52
"418","2008-08-28",6.26
"419","2008-08-29",6.53
"420","2008-09-02",6.92
"421","2008-09-03",7.045
"422","2008-09-04",7.145
"423","2008-09-05",6.835
"424","2008-09-08",6.845
"425","2008-09-09",6.48
"426","2008-09-10",6.275
"427","2008-09-11",6.04
"428","2008-09-12",6.065
"429","2008-09-15",6.05
"430","2008-09-16",6.05
"431","2008-09-17",5.98
"432","2008-09-18",6.005
"433","2008-09-19",5.965
"434","2008-09-22",5.02
"435","2008-09-23",5.95
"436","2008-09-24",5.91
"437","2008-09-25",5.845
"438","2008-09-26",5.795
"439","2008-09-29",5.38
"440","2008-09-30",5.985
"441","2008-10-01",5.995
"442","2008-10-02",5.53
"443","2008-10-03",5.25
"444","2008-10-06",4.88
"445","2008-10-07",4.755
"446","2008-10-08",4.675
"447","2008-10-09",4.63
"448","2008-10-10",4.375
"449","2008-10-13",4.66
"450","2008-10-14",4.96
"451","2008-10-15",5.035
"452","2008-10-16",5.25
"453","2008-10-17",5.025
"454","2008-10-20",4.975
"455","2008-10-21",5.375
"456","2008-10-22",5.125
"457","2008-10-23",5.275
"458","2008-10-24",5.5
"459","2008-10-27",5.175
"460","2008-10-28",5.17
"461","2008-10-29",5.175
"462","2008-10-30",5.095
"463","2008-10-31",5.275
"464","2008-11-03",5.75
"465","2008-11-04",6
"466","2008-11-05",5.81
"467","2008-11-06",5.81
"468","2008-11-07",5.75
"469","2008-11-10",5.625
"470","2008-11-11",5.515
"471","2008-11-12",5.5
"472","2008-11-13",5.5
"473","2008-11-14",5
"474","2008-11-17",5
"475","2008-11-18",4.9
"476","2008-11-19",4.5
"477","2008-11-20",3.425
"478","2008-11-21",3.48
"479","2008-11-24",3.375
"480","2008-11-25",4.085
"481","2008-11-26",3.99
"482","2008-11-28",4.375
"483","2008-12-01",4.355
"484","2008-12-02",4.35
"485","2008-12-03",4.2
"486","2008-12-04",4.085
"487","2008-12-05",4.085
"488","2008-12-08",4.025
"489","2008-12-09",4.18
"490","2008-12-10",3.985
"491","2008-12-11",3.875
"492","2008-12-12",3.725
"493","2008-12-15",3.74
"494","2008-12-16",3.62
"495","2008-12-17",3.5
"496","2008-12-18",3.38
"497","2008-12-19",3.075
"498","2008-12-22",3.225
"499","2008-12-23",3.25
"500","2008-12-24",3
"501","2008-12-26",3.295
"502","2008-12-29",3.425
"503","2008-12-30",3.355
"504","2008-12-31",3.42
"505","2009-01-02",3.475
"506","2009-01-05",3.475
"507","2009-01-06",3.475
"508","2009-01-07",3.555
"509","2009-01-08",3.625
"510","2009-01-09",3.625
"511","2009-01-12",3.625
"512","2009-01-13",3.54
"513","2009-01-14",3.685
"514","2009-01-15",3.825
"515","2009-01-16",3.9
"516","2009-01-20",3.9
"517","2009-01-21",3.82
"518","2009-01-22",3.77
"519","2009-01-23",3.76
"520","2009-01-26",3.785
"521","2009-01-27",3.73
"522","2009-01-28",3.725
"523","2009-01-29",3.775
"524","2009-01-30",3.87
"525","2009-02-02",3.85
"526","2009-02-03",3.85
"527","2009-02-04",3.87
"528","2009-02-05",3.875
"529","2009-02-06",3.75
"530","2009-02-09",3.86
"531","2009-02-10",3.86
"532","2009-02-11",3.75
"533","2009-02-12",3.77
"534","2009-02-13",3.525
"535","2009-02-17",3.595
"536","2009-02-18",3.605
"537","2009-02-19",3.6
"538","2009-02-20",3.6
"539","2009-02-23",3.535
"540","2009-02-24",3.59
"541","2009-02-25",3.495
"542","2009-02-26",3.57
"543","2009-02-27",3.595
"544","2009-03-02",3
"545","2009-03-03",3.395
"546","2009-03-04",3.345
"547","2009-03-05",2.755
"548","2009-03-06",2.99
"549","2009-03-09",3.02
"550","2009-03-10",3
"551","2009-03-11",2.975
"552","2009-03-12",2.875
"553","2009-03-13",2.75
"554","2009-03-16",2.97
"555","2009-03-17",2.97
"556","2009-03-18",2.995
"557","2009-03-19",3
"558","2009-03-20",3
"559","2009-03-23",3
"560","2009-03-24",3
"561","2009-03-25",3.165
"562","2009-03-26",3.38
"563","2009-03-27",3.38
"564","2009-03-30",3.4
"565","2009-03-31",3.57
"566","2009-04-01",3.5
"567","2009-04-02",3.475
"568","2009-04-03",3.485
"569","2009-04-06",3.49
"570","2009-04-07",3.35
"571","2009-04-08",3.35
"572","2009-04-09",3.35
"573","2009-04-13",2.985
"574","2009-04-14",2.875
"575","2009-04-15",2.87
"576","2009-04-16",2.84
"577","2009-04-17",2.45
"578","2009-04-20",2.51
"579","2009-04-21",2.55
"580","2009-04-22",2.545
"581","2009-04-23",2.495
"582","2009-04-24",2.475
"583","2009-04-27",2.58
"584","2009-04-28",2.57
"585","2009-04-29",2.55
"586","2009-04-30",2.62
"587","2009-05-01",2.62
"588","2009-05-04",2.375
"589","2009-05-05",2.375
"590","2009-05-06",2.35
"591","2009-05-07",2.35
"592","2009-05-08",2.45
"593","2009-05-11",2.34
"594","2009-05-12",2.35
"595","2009-05-13",2.35
"596","2009-05-14",2.35
"597","2009-05-15",2.435
"598","2009-05-18",2.49
"599","2009-05-19",2.61
"600","2009-05-20",2.5
"601","2009-05-21",2.5
"602","2009-05-22",2.45
"603","2009-05-26",2.44
"604","2009-05-27",2.465
"605","2009-05-28",2.365
"606","2009-05-29",2.7
"607","2009-06-01",2.605
"608","2009-06-02",2.61
"609","2009-06-03",2.55
"610","2009-06-04",2.705
"611","2009-06-05",2.86
"612","2009-06-08",3.02
"613","2009-06-09",2.92
"614","2009-06-10",2.9
"615","2009-06-11",3.02
"616","2009-06-12",3
"617","2009-06-15",3.15
"618","2009-06-16",3.175
"619","2009-06-17",3
"620","2009-06-18",3.275
"621","2009-06-19",3.155
"622","2009-06-22",3.125
"623","2009-06-23",3.15
"624","2009-06-24",3.46
"625","2009-06-25",4
"626","2009-06-26",4.175
"627","2009-06-29",3.955
"628","2009-06-30",3.95
"629","2009-07-01",3.72
"630","2009-07-02",3.53
"631","2009-07-06",3.66
"632","2009-07-07",3.87
"633","2009-07-08",3.8
"634","2009-07-09",3.425
"635","2009-07-10",3.35
"636","2009-07-13",3.355
"637","2009-07-14",3.505
"638","2009-07-15",3.575
"639","2009-07-16",3.625
"640","2009-07-17",3.76
"641","2009-07-20",3.76
"642","2009-07-21",3.75
"643","2009-07-22",3.87
"644","2009-07-23",3.87
"645","2009-07-24",3.805
"646","2009-07-27",4.56
"647","2009-07-28",4.5
"648","2009-07-29",4.125
"649","2009-07-30",4.125
"650","2009-07-31",4.35
"651","2009-08-03",4.04
"652","2009-08-04",4.04
"653","2009-08-05",4.14
"654","2009-08-06",3.81
"655","2009-08-07",4.195
"656","2009-08-10",4.195
"657","2009-08-11",4.5
"658","2009-08-12",4.6
"659","2009-08-13",4.67
"660","2009-08-14",4.68
"661","2009-08-17",4.265
"662","2009-08-18",4.64
"663","2009-08-19",5
"664","2009-08-20",4.875
"665","2009-08-21",4.875
"666","2009-08-24",4.875
"667","2009-08-25",4.735
"668","2009-08-26",4.625
"669","2009-08-27",4.275
"670","2009-08-28",4.275
"671","2009-08-31",4.5
"672","2009-09-01",4.25
"673","2009-09-02",4.475
"674","2009-09-03",4.475
"675","2009-09-04",4.4
"676","2009-09-08",4
"677","2009-09-09",4.375
"678","2009-09-10",4.375
"679","2009-09-11",4.3
"680","2009-09-14",4.25
"681","2009-09-15",4.5
"682","2009-09-16",4.475
"683","2009-09-17",4.305
"684","2009-09-18",3.99
"685","2009-09-21",3.925
"686","2009-09-22",3.75
"687","2009-09-23",3.555
"688","2009-09-24",3.71
"689","2009-09-25",3.71
"690","2009-09-28",3.65
"691","2009-09-29",3.71
"692","2009-09-30",3.725
"693","2009-10-01",3.65
"694","2009-10-02",3.98
"695","2009-10-05",3.65
"696","2009-10-06",3.935
"697","2009-10-07",3.885
"698","2009-10-08",3.7
"699","2009-10-09",3.76
"700","2009-10-12",3.75
"701","2009-10-13",3.7
"702","2009-10-14",3.775
"703","2009-10-15",3.7
"704","2009-10-16",3.7
"705","2009-10-19",3.65
"706","2009-10-20",3.75
"707","2009-10-21",3.765
"708","2009-10-22",4.02
"709","2009-10-23",4.02
"710","2009-10-26",3.775
"711","2009-10-27",3.995
"712","2009-10-28",4.045
"713","2009-10-29",4
"714","2009-10-30",3.845
"715","2009-11-02",3.88
"716","2009-11-03",3.75
"717","2009-11-04",3.785
"718","2009-11-05",3.775
"719","2009-11-06",4.165
"720","2009-11-09",4.275
"721","2009-11-10",4.275
"722","2009-11-11",4.275
"723","2009-11-12",4.01
"724","2009-11-13",3.925
"725","2009-11-16",3.835
"726","2009-11-17",3.875
"727","2009-11-18",3.8
"728","2009-11-19",3.85
"729","2009-11-20",3.85
"730","2009-11-23",3.75
"731","2009-11-24",3.75
"732","2009-11-25",3.78
"733","2009-11-27",3.78
"734","2009-11-30",3.8
"735","2009-12-01",3.8
"736","2009-12-02",3.985
"737","2009-12-03",3.97
"738","2009-12-04",3.945
"739","2009-12-07",3.945
"740","2009-12-08",4
"741","2009-12-09",4
"742","2009-12-10",4.025
"743","2009-12-11",4.025
"744","2009-12-14",3.805
"745","2009-12-15",4.11
"746","2009-12-16",4.225
"747","2009-12-17",4.31
"748","2009-12-18",4.35
"749","2009-12-21",4.23
"750","2009-12-22",4.505
"751","2009-12-23",4.645
"752","2009-12-24",4.665
"753","2009-12-28",4.51
"754","2009-12-29",4.375
"755","2009-12-30",4.495
"756","2009-12-31",4.58
"757","2010-01-04",4.225
"758","2010-01-05",4.265
"759","2010-01-06",4.265
"760","2010-01-07",4.625
"761","2010-01-08",5.1
"762","2010-01-11",5.11
"763","2010-01-12",5.11
"764","2010-01-13",5.03
"765","2010-01-14",5.13
"766","2010-01-15",5.045
"767","2010-01-19",5.02
"768","2010-01-20",4.95
"769","2010-01-21",4.92
"770","2010-01-22",4.83
"771","2010-01-25",4.875
"772","2010-01-26",5.125
"773","2010-01-27",5.095
"774","2010-01-28",5.125
"775","2010-01-29",5.165
"776","2010-02-01",5.14
"777","2010-02-02",5.14
"778","2010-02-03",5
"779","2010-02-04",5
"780","2010-02-05",5
"781","2010-02-08",4.56
"782","2010-02-09",4.56
"783","2010-02-10",4.56
"784","2010-02-11",4.275
"785","2010-02-12",4.375
"786","2010-02-16",4.375
"787","2010-02-17",4.375
"788","2010-02-18",4.325
"789","2010-02-19",4.525
"790","2010-02-22",4.44
"791","2010-02-23",4.25
"792","2010-02-24",4.22
"793","2010-02-25",4.29
"794","2010-02-26",4.36
"795","2010-03-01",4.36
"796","2010-03-02",4.36
"797","2010-03-03",4.36
"798","2010-03-04",4.375
"799","2010-03-05",4.375
"800","2010-03-08",4.375
"801","2010-03-09",4.545
"802","2010-03-10",4.465
"803","2010-03-11",4.57
"804","2010-03-12",4.49
"805","2010-03-15",4.575
"806","2010-03-16",4.575
"807","2010-03-17",4.575
"808","2010-03-18",4.595
"809","2010-03-19",4.515
"810","2010-03-22",4.53
"811","2010-03-23",4.385
"812","2010-03-24",4.375
"813","2010-03-25",4.415
"814","2010-03-26",4.45
"815","2010-03-29",4.55
"816","2010-03-30",4.55
"817","2010-03-31",4.95
"818","2010-04-01",4.95
"819","2010-04-05",4.5
"820","2010-04-06",4.5
"821","2010-04-07",4.84
"822","2010-04-08",4.75
"823","2010-04-09",4.745
"824","2010-04-12",4.51
"825","2010-04-13",4.605
"826","2010-04-14",4.945
"827","2010-04-15",4.58
"828","2010-04-16",4.8
"829","2010-04-19",4.725
"830","2010-04-20",4.795
"831","2010-04-21",4.755
"832","2010-04-22",4.885
"833","2010-04-23",4.605
"834","2010-04-26",4.675
"835","2010-04-27",4.835
"836","2010-04-28",4.725
"837","2010-04-29",4.745
"838","2010-04-30",4.745
"839","2010-05-03",4.62
"840","2010-05-04",4.65
"841","2010-05-05",4.55
"842","2010-05-06",4.425
"843","2010-05-07",4.465
"844","2010-05-10",4.995
"845","2010-05-11",4.975
"846","2010-05-12",5.24
"847","2010-05-13",5.2
"848","2010-05-14",5.21
"849","2010-05-17",5.135
"850","2010-05-18",5.375
"851","2010-05-19",5.405
"852","2010-05-20",5.125
"853","2010-05-21",5.425
"854","2010-05-24",5.485
"855","2010-05-25",5.425
"856","2010-05-26",5.34
"857","2010-05-27",5.25
"858","2010-05-28",5.4
"859","2010-06-01",5.37
"860","2010-06-02",5.47
"861","2010-06-03",5.47
"862","2010-06-04",5.47
"863","2010-06-07",5.32
"864","2010-06-08",5.32
"865","2010-06-09",5.32
"866","2010-06-10",5.375
"867","2010-06-11",5.335
"868","2010-06-14",5.23
"869","2010-06-15",5.025
"870","2010-06-16",5.025
"871","2010-06-17",5.025
"872","2010-06-18",5.025
"873","2010-06-21",5.22
"874","2010-06-22",5.225
"875","2010-06-23",5.275
"876","2010-06-24",5.195
"877","2010-06-25",5.06
"878","2010-06-28",5
"879","2010-06-29",5.01
"880","2010-06-30",5.31
"881","2010-07-01",4.95
"882","2010-07-02",4.925
"883","2010-07-06",4.925
"884","2010-07-07",4.85
"885","2010-07-08",4.92
"886","2010-07-09",4.755
"887","2010-07-12",4.785
"888","2010-07-13",4.85
"889","2010-07-14",5.5
"890","2010-07-15",5.745
"891","2010-07-16",5.65
"892","2010-07-19",6.19
"893","2010-07-20",6.98
"894","2010-07-21",6.68
"895","2010-07-22",6.92
"896","2010-07-23",6.885
"897","2010-07-26",6.75
"898","2010-07-27",6.745
"899","2010-07-28",6.71
"900","2010-07-29",6.88
"901","2010-07-30",6.88
"902","2010-08-02",7
"903","2010-08-03",6.905
"904","2010-08-04",7
"905","2010-08-05",6.9
"906","2010-08-06",6.905
"907","2010-08-09",6.465
"908","2010-08-10",6.64
"909","2010-08-11",6.745
"910","2010-08-12",6.725
"911","2010-08-13",6.7
"912","2010-08-16",6.59
"913","2010-08-17",6.335
"914","2010-08-18",6.235
"915","2010-08-19",6.06
"916","2010-08-20",5.845
"917","2010-08-23",5.715
"918","2010-08-24",5.775
"919","2010-08-25",4.93
"920","2010-08-26",4.975
"921","2010-08-27",4.995
"922","2010-08-30",4.7
"923","2010-08-31",4.885
"924","2010-09-01",4.88
"925","2010-09-02",4.65
"926","2010-09-03",4.675
"927","2010-09-07",4.675
"928","2010-09-08",4.775
"929","2010-09-09",4.7
"930","2010-09-10",4.73
"931","2010-09-13",4.75
"932","2010-09-14",4.75
"933","2010-09-15",4.705
"934","2010-09-16",4.675
"935","2010-09-17",4.65
"936","2010-09-20",4.775
"937","2010-09-21",4.75
"938","2010-09-22",4.765
"939","2010-09-23",4.82
"940","2010-09-24",4.795
"941","2010-09-27",4.775
"942","2010-09-28",4.775
"943","2010-09-29",4.705
"944","2010-09-30",4.765
"945","2010-10-01",4.8
"946","2010-10-04",5.115
"947","2010-10-05",5.575
"948","2010-10-06",5.82
"949","2010-10-07",6
"950","2010-10-08",6.125
"951","2010-10-11",6.3
"952","2010-10-12",6.25
"953","2010-10-13",6.295
"954","2010-10-14",6.9
"955","2010-10-15",6.9
"956","2010-10-18",6.9
"957","2010-10-19",7.075
"958","2010-10-20",6.7
"959","2010-10-21",6.975
"960","2010-10-22",7
"961","2010-10-25",7
"962","2010-10-26",7
"963","2010-10-27",6.76
"964","2010-10-28",7
"965","2010-10-29",7
"966","2010-11-01",7.24
"967","2010-11-02",6.835
"968","2010-11-03",6.59
"969","2010-11-04",6.765
"970","2010-11-05",6.755
"971","2010-11-08",6.755
"972","2010-11-09",6.47
"973","2010-11-10",6.47
"974","2010-11-11",6.63
"975","2010-11-12",6.56
"976","2010-11-15",6.885
"977","2010-11-16",6.98
"978","2010-11-17",6.98
"979","2010-11-18",7.045
"980","2010-11-19",7.455
"981","2010-11-22",7.205
"982","2010-11-23",7.015
"983","2010-11-24",7.375
"984","2010-11-26",7.3
"985","2010-11-29",7.035
"986","2010-11-30",6.995
"987","2010-12-01",6.765
"988","2010-12-02",6.765
"989","2010-12-03",6.74
"990","2010-12-06",6.45
"991","2010-12-07",6.5
"992","2010-12-08",6.575
"993","2010-12-09",6.5
"994","2010-12-10",6.92
"995","2010-12-13",7
"996","2010-12-14",6.75
"997","2010-12-15",6.525
"998","2010-12-16",6.525
"999","2010-12-17",7.1
"1000","2010-12-20",6.845
"1001","2010-12-21",6.845
"1002","2010-12-22",6.72
"1003","2010-12-23",6.75
"1004","2010-12-27",6.725
"1005","2010-12-28",6.65
"1006","2010-12-29",6.64
