"","date","QDEL"
"127","2007-07-05",18.190001
"128","2007-07-06",18.33
"129","2007-07-09",18.469999
"130","2007-07-10",18.110001
"131","2007-07-11",17.790001
"132","2007-07-12",17.709999
"133","2007-07-13",18.200001
"134","2007-07-16",18.120001
"135","2007-07-17",18.17
"136","2007-07-18",17.889999
"137","2007-07-19",17.889999
"138","2007-07-20",16.559999
"139","2007-07-23",16.620001
"140","2007-07-24",15.95
"141","2007-07-25",16.110001
"142","2007-07-26",15.77
"143","2007-07-27",15.14
"144","2007-07-30",14.98
"145","2007-07-31",14.88
"146","2007-08-01",14.85
"147","2007-08-02",15.08
"148","2007-08-03",14.55
"149","2007-08-06",14.71
"150","2007-08-07",14.88
"151","2007-08-08",15.05
"152","2007-08-09",13.57
"153","2007-08-10",14.94
"154","2007-08-13",14.75
"155","2007-08-14",14.66
"156","2007-08-15",14.9
"157","2007-08-16",15.71
"158","2007-08-17",16.15
"159","2007-08-20",16.27
"160","2007-08-21",16.120001
"161","2007-08-22",16.85
"162","2007-08-23",16.719999
"163","2007-08-24",17.35
"164","2007-08-27",17.07
"165","2007-08-28",16.93
"166","2007-08-29",17
"167","2007-08-30",16.76
"168","2007-08-31",16.98
"169","2007-09-04",16.950001
"170","2007-09-05",16.809999
"171","2007-09-06",16.82
"172","2007-09-07",16.77
"173","2007-09-10",16.65
"174","2007-09-11",17.33
"175","2007-09-12",17.26
"176","2007-09-13",17.27
"177","2007-09-14",17.200001
"178","2007-09-17",17.67
"179","2007-09-18",18.110001
"180","2007-09-19",18.969999
"181","2007-09-20",18.799999
"182","2007-09-21",18.92
"183","2007-09-24",18.83
"184","2007-09-25",18.9
"185","2007-09-26",19.27
"186","2007-09-27",19.559999
"187","2007-09-28",19.559999
"188","2007-10-01",19.719999
"189","2007-10-02",19.6
"190","2007-10-03",19.549999
"191","2007-10-04",19.5
"192","2007-10-05",19.719999
"193","2007-10-08",19.879999
"194","2007-10-09",20.200001
"195","2007-10-10",20.27
"196","2007-10-11",20.059999
"197","2007-10-12",20.08
"198","2007-10-15",19.959999
"199","2007-10-16",19.690001
"200","2007-10-17",19.82
"201","2007-10-18",19.99
"202","2007-10-19",18.74
"203","2007-10-22",19.43
"204","2007-10-23",18.83
"205","2007-10-24",18.52
"206","2007-10-25",18.57
"207","2007-10-26",19.530001
"208","2007-10-29",20.129999
"209","2007-10-30",20.84
"210","2007-10-31",20.65
"211","2007-11-01",19.530001
"212","2007-11-02",19.700001
"213","2007-11-05",19.48
"214","2007-11-06",20.27
"215","2007-11-07",19.379999
"216","2007-11-08",19.35
"217","2007-11-09",18.309999
"218","2007-11-12",17.879999
"219","2007-11-13",18.18
"220","2007-11-14",18.469999
"221","2007-11-15",18.24
"222","2007-11-16",18.040001
"223","2007-11-19",17.709999
"224","2007-11-20",18.1
"225","2007-11-21",18.25
"226","2007-11-23",18.99
"227","2007-11-26",18.18
"228","2007-11-27",18.139999
"229","2007-11-28",19
"230","2007-11-29",18.860001
"231","2007-11-30",18.9
"232","2007-12-03",18.299999
"233","2007-12-04",17.98
"234","2007-12-05",18.18
"235","2007-12-06",19
"236","2007-12-07",18.65
"237","2007-12-10",19.02
"238","2007-12-11",18.32
"239","2007-12-12",18.52
"240","2007-12-13",18.42
"241","2007-12-14",18.42
"242","2007-12-17",18.26
"243","2007-12-18",18.219999
"244","2007-12-19",18.209999
"245","2007-12-20",18.389999
"246","2007-12-21",19.379999
"247","2007-12-24",19.82
"248","2007-12-26",20.309999
"249","2007-12-27",19.030001
"250","2007-12-28",19.530001
"251","2007-12-31",19.469999
"252","2008-01-02",19
"253","2008-01-03",18.07
"254","2008-01-04",17.66
"255","2008-01-07",17.459999
"256","2008-01-08",16.450001
"257","2008-01-09",17.24
"258","2008-01-10",17.23
"259","2008-01-11",16.49
"260","2008-01-14",15.99
"261","2008-01-15",16.280001
"262","2008-01-16",17.09
"263","2008-01-17",16.870001
"264","2008-01-18",17.07
"265","2008-01-22",17.299999
"266","2008-01-23",17.5
"267","2008-01-24",16.940001
"268","2008-01-25",16.58
"269","2008-01-28",16.92
"270","2008-01-29",16.690001
"271","2008-01-30",15.58
"272","2008-01-31",15.77
"273","2008-02-01",15.87
"274","2008-02-04",16.190001
"275","2008-02-05",16.16
"276","2008-02-06",15.68
"277","2008-02-07",15.58
"278","2008-02-08",15.62
"279","2008-02-11",16.4
"280","2008-02-12",16.66
"281","2008-02-13",17.030001
"282","2008-02-14",16.16
"283","2008-02-15",15.97
"284","2008-02-19",17.99
"285","2008-02-20",18.34
"286","2008-02-21",18.24
"287","2008-02-22",16.549999
"288","2008-02-25",18.129999
"289","2008-02-26",17.58
"290","2008-02-27",17.799999
"291","2008-02-28",16.51
"292","2008-02-29",16.43
"293","2008-03-03",15.94
"294","2008-03-04",15.74
"295","2008-03-05",15.98
"296","2008-03-06",15.2
"297","2008-03-07",14.59
"298","2008-03-10",14.03
"299","2008-03-11",14.21
"300","2008-03-12",14.25
"301","2008-03-13",14.82
"302","2008-03-14",14.14
"303","2008-03-17",14.19
"304","2008-03-18",15.13
"305","2008-03-19",15.33
"306","2008-03-20",16.09
"307","2008-03-24",16.540001
"308","2008-03-25",16.4
"309","2008-03-26",16.01
"310","2008-03-27",16.280001
"311","2008-03-28",16.049999
"312","2008-03-31",16.059999
"313","2008-04-01",16.98
"314","2008-04-02",16.690001
"315","2008-04-03",16.52
"316","2008-04-04",16.549999
"317","2008-04-07",16.77
"318","2008-04-08",17.030001
"319","2008-04-09",16.950001
"320","2008-04-10",17.219999
"321","2008-04-11",16.66
"322","2008-04-14",16.52
"323","2008-04-15",16.51
"324","2008-04-16",17.120001
"325","2008-04-17",16.809999
"326","2008-04-18",16.99
"327","2008-04-21",16.950001
"328","2008-04-22",16.549999
"329","2008-04-23",17.219999
"330","2008-04-24",16
"331","2008-04-25",15.96
"332","2008-04-28",16.129999
"333","2008-04-29",16.110001
"334","2008-04-30",16.01
"335","2008-05-01",16.15
"336","2008-05-02",16.370001
"337","2008-05-05",16.23
"338","2008-05-06",15.99
"339","2008-05-07",15.43
"340","2008-05-08",15
"341","2008-05-09",15
"342","2008-05-12",15.42
"343","2008-05-13",15.44
"344","2008-05-14",15.32
"345","2008-05-15",15.7
"346","2008-05-16",15.7
"347","2008-05-19",15.34
"348","2008-05-20",15.53
"349","2008-05-21",15.85
"350","2008-05-22",16.25
"351","2008-05-23",16.219999
"352","2008-05-27",16.370001
"353","2008-05-28",16.43
"354","2008-05-29",16.85
"355","2008-05-30",17.07
"356","2008-06-02",16.82
"357","2008-06-03",16.6
"358","2008-06-04",16.799999
"359","2008-06-05",17.25
"360","2008-06-06",17.25
"361","2008-06-09",17.379999
"362","2008-06-10",17.129999
"363","2008-06-11",16.68
"364","2008-06-12",16.85
"365","2008-06-13",17
"366","2008-06-16",17.6
"367","2008-06-17",18.18
"368","2008-06-18",17.85
"369","2008-06-19",18.27
"370","2008-06-20",17.610001
"371","2008-06-23",17.709999
"372","2008-06-24",17.23
"373","2008-06-25",17.66
"374","2008-06-26",17.26
"375","2008-06-27",16.93
"376","2008-06-30",16.540001
"377","2008-07-01",16.66
"378","2008-07-02",16.049999
"379","2008-07-03",16
"380","2008-07-07",16.290001
"381","2008-07-08",17.030001
"382","2008-07-09",16.700001
"383","2008-07-10",17.67
"384","2008-07-11",18.309999
"385","2008-07-14",18.459999
"386","2008-07-15",18.83
"387","2008-07-16",19.52
"388","2008-07-17",19.4
"389","2008-07-18",19.09
"390","2008-07-21",18.870001
"391","2008-07-22",18.75
"392","2008-07-23",18.51
"393","2008-07-24",20.809999
"394","2008-07-25",20.559999
"395","2008-07-28",19.93
"396","2008-07-29",20.450001
"397","2008-07-30",20.6
"398","2008-07-31",20.26
"399","2008-08-01",20.200001
"400","2008-08-04",19.860001
"401","2008-08-05",20.360001
"402","2008-08-06",20.27
"403","2008-08-07",19.379999
"404","2008-08-08",19.969999
"405","2008-08-11",20.4
"406","2008-08-12",20
"407","2008-08-13",19.91
"408","2008-08-14",19.700001
"409","2008-08-15",19.709999
"410","2008-08-18",19.370001
"411","2008-08-19",19.48
"412","2008-08-20",19.26
"413","2008-08-21",19.309999
"414","2008-08-22",19.379999
"415","2008-08-25",18.790001
"416","2008-08-26",18.940001
"417","2008-08-27",19.58
"418","2008-08-28",19.77
"419","2008-08-29",19.549999
"420","2008-09-02",19.43
"421","2008-09-03",19.26
"422","2008-09-04",18.299999
"423","2008-09-05",17.5
"424","2008-09-08",17.139999
"425","2008-09-09",16.790001
"426","2008-09-10",16.889999
"427","2008-09-11",17.09
"428","2008-09-12",16.75
"429","2008-09-15",16.26
"430","2008-09-16",16.610001
"431","2008-09-17",16.66
"432","2008-09-18",17.16
"433","2008-09-19",17.48
"434","2008-09-22",16.780001
"435","2008-09-23",17.309999
"436","2008-09-24",16.82
"437","2008-09-25",16.74
"438","2008-09-26",17.15
"439","2008-09-29",15.94
"440","2008-09-30",16.41
"441","2008-10-01",15.87
"442","2008-10-02",15.72
"443","2008-10-03",15.1
"444","2008-10-06",14.47
"445","2008-10-07",13.99
"446","2008-10-08",14.47
"447","2008-10-09",13.5
"448","2008-10-10",14.51
"449","2008-10-13",16
"450","2008-10-14",15.21
"451","2008-10-15",13.41
"452","2008-10-16",13.87
"453","2008-10-17",13.23
"454","2008-10-20",14.07
"455","2008-10-21",14.2
"456","2008-10-22",13.36
"457","2008-10-23",14.68
"458","2008-10-24",14.76
"459","2008-10-27",14.65
"460","2008-10-28",14.45
"461","2008-10-29",14.08
"462","2008-10-30",15.23
"463","2008-10-31",15.81
"464","2008-11-03",15.83
"465","2008-11-04",15.99
"466","2008-11-05",15.03
"467","2008-11-06",15.7
"468","2008-11-07",15.77
"469","2008-11-10",15.71
"470","2008-11-11",15.75
"471","2008-11-12",14.84
"472","2008-11-13",15.38
"473","2008-11-14",15.1
"474","2008-11-17",15.27
"475","2008-11-18",14.83
"476","2008-11-19",13.85
"477","2008-11-20",12.83
"478","2008-11-21",13.37
"479","2008-11-24",13.75
"480","2008-11-25",13.84
"481","2008-11-26",13.53
"482","2008-11-28",13.63
"483","2008-12-01",12.77
"484","2008-12-02",13.14
"485","2008-12-03",13.5
"486","2008-12-04",13.34
"487","2008-12-05",13.51
"488","2008-12-08",14.07
"489","2008-12-09",14.22
"490","2008-12-10",14.37
"491","2008-12-11",14.06
"492","2008-12-12",14.31
"493","2008-12-15",13.67
"494","2008-12-16",14
"495","2008-12-17",13.67
"496","2008-12-18",13.49
"497","2008-12-19",12.85
"498","2008-12-22",12.74
"499","2008-12-23",12.4
"500","2008-12-24",12.33
"501","2008-12-26",12.33
"502","2008-12-29",11.72
"503","2008-12-30",12.55
"504","2008-12-31",13.07
"505","2009-01-02",13.32
"506","2009-01-05",12.87
"507","2009-01-06",11.9
"508","2009-01-07",11.95
"509","2009-01-08",12.32
"510","2009-01-09",12.34
"511","2009-01-12",12.26
"512","2009-01-13",12.52
"513","2009-01-14",11.92
"514","2009-01-15",12.29
"515","2009-01-16",12.23
"516","2009-01-20",11.7
"517","2009-01-21",12.17
"518","2009-01-22",11.75
"519","2009-01-23",11.49
"520","2009-01-26",11.89
"521","2009-01-27",12.43
"522","2009-01-28",12.47
"523","2009-01-29",12.41
"524","2009-01-30",12.3
"525","2009-02-02",12.36
"526","2009-02-03",12.48
"527","2009-02-04",12.45
"528","2009-02-05",13.05
"529","2009-02-06",13.42
"530","2009-02-09",13.38
"531","2009-02-10",12.82
"532","2009-02-11",12.93
"533","2009-02-12",12.89
"534","2009-02-13",13.14
"535","2009-02-17",12.9
"536","2009-02-18",12.43
"537","2009-02-19",12.23
"538","2009-02-20",12.07
"539","2009-02-23",11.72
"540","2009-02-24",11.69
"541","2009-02-25",11.72
"542","2009-02-26",11.65
"543","2009-02-27",11.04
"544","2009-03-02",10.25
"545","2009-03-03",9.86
"546","2009-03-04",9.83
"547","2009-03-05",9.05
"548","2009-03-06",9.55
"549","2009-03-09",9.31
"550","2009-03-10",9.52
"551","2009-03-11",8.89
"552","2009-03-12",9.55
"553","2009-03-13",9.83
"554","2009-03-16",7.92
"555","2009-03-17",8
"556","2009-03-18",8.17
"557","2009-03-19",8.44
"558","2009-03-20",8.48
"559","2009-03-23",9.32
"560","2009-03-24",8.85
"561","2009-03-25",8.93
"562","2009-03-26",9.17
"563","2009-03-27",8.95
"564","2009-03-30",8.76
"565","2009-03-31",9.22
"566","2009-04-01",8.96
"567","2009-04-02",9.16
"568","2009-04-03",8.86
"569","2009-04-06",8.65
"570","2009-04-07",8.29
"571","2009-04-08",8.36
"572","2009-04-09",8.5
"573","2009-04-13",8.62
"574","2009-04-14",8.43
"575","2009-04-15",8.51
"576","2009-04-16",8.86
"577","2009-04-17",9.17
"578","2009-04-20",8.94
"579","2009-04-21",8.95
"580","2009-04-22",9.16
"581","2009-04-23",8.52
"582","2009-04-24",9.54
"583","2009-04-27",10.03
"584","2009-04-28",9.91
"585","2009-04-29",10.82
"586","2009-04-30",11.64
"587","2009-05-01",12.25
"588","2009-05-04",11.16
"589","2009-05-05",11.65
"590","2009-05-06",11.81
"591","2009-05-07",11.84
"592","2009-05-08",12.19
"593","2009-05-11",12.1
"594","2009-05-12",11.96
"595","2009-05-13",11.4
"596","2009-05-14",11.29
"597","2009-05-15",11.57
"598","2009-05-18",11.8
"599","2009-05-19",11.9
"600","2009-05-20",11.79
"601","2009-05-21",11.96
"602","2009-05-22",11.94
"603","2009-05-26",12.36
"604","2009-05-27",12.31
"605","2009-05-28",12.18
"606","2009-05-29",12.71
"607","2009-06-01",13.97
"608","2009-06-02",13.58
"609","2009-06-03",14.45
"610","2009-06-04",14.67
"611","2009-06-05",14.53
"612","2009-06-08",14.09
"613","2009-06-09",14.07
"614","2009-06-10",13.79
"615","2009-06-11",14.07
"616","2009-06-12",14
"617","2009-06-15",13.45
"618","2009-06-16",12.98
"619","2009-06-17",13.17
"620","2009-06-18",13.25
"621","2009-06-19",14.26
"622","2009-06-22",13.67
"623","2009-06-23",13.55
"624","2009-06-24",13.63
"625","2009-06-25",13.88
"626","2009-06-26",14.34
"627","2009-06-29",14.63
"628","2009-06-30",14.56
"629","2009-07-01",14.3
"630","2009-07-02",14.03
"631","2009-07-06",13.8
"632","2009-07-07",13.62
"633","2009-07-08",13.58
"634","2009-07-09",13.43
"635","2009-07-10",13.45
"636","2009-07-13",13.88
"637","2009-07-14",13.86
"638","2009-07-15",14.45
"639","2009-07-16",14.82
"640","2009-07-17",15.09
"641","2009-07-20",14.54
"642","2009-07-21",14.89
"643","2009-07-22",15.29
"644","2009-07-23",15.2
"645","2009-07-24",15.72
"646","2009-07-27",15.57
"647","2009-07-28",14.9
"648","2009-07-29",15.01
"649","2009-07-30",14.95
"650","2009-07-31",14.93
"651","2009-08-03",15.19
"652","2009-08-04",15.53
"653","2009-08-05",15.28
"654","2009-08-06",13.75
"655","2009-08-07",14.02
"656","2009-08-10",15
"657","2009-08-11",14.9
"658","2009-08-12",15.26
"659","2009-08-13",15.31
"660","2009-08-14",15.05
"661","2009-08-17",14.62
"662","2009-08-18",14.41
"663","2009-08-19",14.87
"664","2009-08-20",15.37
"665","2009-08-21",15.69
"666","2009-08-24",15.91
"667","2009-08-25",16.450001
"668","2009-08-26",16.4
"669","2009-08-27",16.07
"670","2009-08-28",15.53
"671","2009-08-31",15.44
"672","2009-09-01",15.75
"673","2009-09-02",15.76
"674","2009-09-03",15.86
"675","2009-09-04",16.209999
"676","2009-09-08",16.299999
"677","2009-09-09",16.49
"678","2009-09-10",16.700001
"679","2009-09-11",16.99
"680","2009-09-14",17.66
"681","2009-09-15",17.379999
"682","2009-09-16",17.24
"683","2009-09-17",16.719999
"684","2009-09-18",17.719999
"685","2009-09-21",17.77
"686","2009-09-22",17.370001
"687","2009-09-23",17.139999
"688","2009-09-24",16.6
"689","2009-09-25",16.43
"690","2009-09-28",16.59
"691","2009-09-29",16.42
"692","2009-09-30",16.23
"693","2009-10-01",15.47
"694","2009-10-02",15.61
"695","2009-10-05",15.47
"696","2009-10-06",15.76
"697","2009-10-07",15.78
"698","2009-10-08",15.43
"699","2009-10-09",15.91
"700","2009-10-12",15.11
"701","2009-10-13",15.17
"702","2009-10-14",15.59
"703","2009-10-15",15.54
"704","2009-10-16",15.97
"705","2009-10-19",14.35
"706","2009-10-20",14.77
"707","2009-10-21",14.63
"708","2009-10-22",15.18
"709","2009-10-23",15.04
"710","2009-10-26",15.11
"711","2009-10-27",14.96
"712","2009-10-28",14.55
"713","2009-10-29",14.41
"714","2009-10-30",14.3
"715","2009-11-02",14.28
"716","2009-11-03",14.8
"717","2009-11-04",14.54
"718","2009-11-05",14.93
"719","2009-11-06",14.87
"720","2009-11-09",14.08
"721","2009-11-10",14.04
"722","2009-11-11",14.1
"723","2009-11-12",13.76
"724","2009-11-13",13.92
"725","2009-11-16",13.83
"726","2009-11-17",13.63
"727","2009-11-18",13.59
"728","2009-11-19",13.27
"729","2009-11-20",13.23
"730","2009-11-23",13.21
"731","2009-11-24",13.23
"732","2009-11-25",12.95
"733","2009-11-27",12.86
"734","2009-11-30",12.57
"735","2009-12-01",13.03
"736","2009-12-02",12.94
"737","2009-12-03",12.71
"738","2009-12-04",13.13
"739","2009-12-07",12.99
"740","2009-12-08",12.89
"741","2009-12-09",12.97
"742","2009-12-10",12.69
"743","2009-12-11",12.99
"744","2009-12-14",13.01
"745","2009-12-15",13.31
"746","2009-12-16",13.38
"747","2009-12-17",13.31
"748","2009-12-18",12.89
"749","2009-12-21",12.79
"750","2009-12-22",12.7
"751","2009-12-23",13.31
"752","2009-12-24",13.51
"753","2009-12-28",13.44
"754","2009-12-29",13.68
"755","2009-12-30",13.76
"756","2009-12-31",13.78
"757","2010-01-04",13.57
"758","2010-01-05",13.96
"759","2010-01-06",14.04
"760","2010-01-07",13.98
"761","2010-01-08",14.15
"762","2010-01-11",14.78
"763","2010-01-12",14.68
"764","2010-01-13",15.07
"765","2010-01-14",15.36
"766","2010-01-15",15.28
"767","2010-01-19",15.57
"768","2010-01-20",15.31
"769","2010-01-21",14.91
"770","2010-01-22",14.23
"771","2010-01-25",13.92
"772","2010-01-26",13.73
"773","2010-01-27",13.54
"774","2010-01-28",13.33
"775","2010-01-29",13.28
"776","2010-02-01",13.42
"777","2010-02-02",13.67
"778","2010-02-03",13.53
"779","2010-02-04",13.24
"780","2010-02-05",13.05
"781","2010-02-08",12.98
"782","2010-02-09",12.63
"783","2010-02-10",12.8
"784","2010-02-11",13.1
"785","2010-02-12",13.09
"786","2010-02-16",13.01
"787","2010-02-17",12.87
"788","2010-02-18",13.05
"789","2010-02-19",13.05
"790","2010-02-22",13.08
"791","2010-02-23",12.89
"792","2010-02-24",13.01
"793","2010-02-25",13.08
"794","2010-02-26",13.06
"795","2010-03-01",13.13
"796","2010-03-02",13.66
"797","2010-03-03",13.8
"798","2010-03-04",13.63
"799","2010-03-05",13.78
"800","2010-03-08",13.47
"801","2010-03-09",13.74
"802","2010-03-10",13.53
"803","2010-03-11",13.6
"804","2010-03-12",13.74
"805","2010-03-15",13.53
"806","2010-03-16",13.48
"807","2010-03-17",13.09
"808","2010-03-18",13.07
"809","2010-03-19",12.93
"810","2010-03-22",12.99
"811","2010-03-23",13.51
"812","2010-03-24",13.9
"813","2010-03-25",13.9
"814","2010-03-26",13.73
"815","2010-03-29",13.95
"816","2010-03-30",14.18
"817","2010-03-31",14.54
"818","2010-04-01",14.43
"819","2010-04-05",14.25
"820","2010-04-06",14.18
"821","2010-04-07",14.04
"822","2010-04-08",13.98
"823","2010-04-09",14.32
"824","2010-04-12",14.39
"825","2010-04-13",14.64
"826","2010-04-14",14.95
"827","2010-04-15",14.84
"828","2010-04-16",14.81
"829","2010-04-19",14.79
"830","2010-04-20",15.1
"831","2010-04-21",14.97
"832","2010-04-22",14.66
"833","2010-04-23",14.7
"834","2010-04-26",14.58
"835","2010-04-27",14.61
"836","2010-04-28",14.29
"837","2010-04-29",14.99
"838","2010-04-30",14.76
"839","2010-05-03",13.56
"840","2010-05-04",13.03
"841","2010-05-05",12.98
"842","2010-05-06",12.98
"843","2010-05-07",12.92
"844","2010-05-10",12.98
"845","2010-05-11",13.03
"846","2010-05-12",13.25
"847","2010-05-13",13.36
"848","2010-05-14",13.11
"849","2010-05-17",13.21
"850","2010-05-18",12.84
"851","2010-05-19",12.71
"852","2010-05-20",11.79
"853","2010-05-21",11.58
"854","2010-05-24",11.32
"855","2010-05-25",11.05
"856","2010-05-26",10.97
"857","2010-05-27",11.6
"858","2010-05-28",11.7
"859","2010-06-01",11.16
"860","2010-06-02",11.48
"861","2010-06-03",11.79
"862","2010-06-04",11.39
"863","2010-06-07",10.84
"864","2010-06-08",10.65
"865","2010-06-09",10.56
"866","2010-06-10",10.79
"867","2010-06-11",10.91
"868","2010-06-14",11.24
"869","2010-06-15",12.28
"870","2010-06-16",12.39
"871","2010-06-17",12.27
"872","2010-06-18",12.35
"873","2010-06-21",12.4
"874","2010-06-22",12.4
"875","2010-06-23",12.44
"876","2010-06-24",12.4
"877","2010-06-25",12.85
"878","2010-06-28",13.09
"879","2010-06-29",12.66
"880","2010-06-30",12.69
"881","2010-07-01",12.59
"882","2010-07-02",12.31
"883","2010-07-06",12.4
"884","2010-07-07",12.49
"885","2010-07-08",12.6
"886","2010-07-09",12.66
"887","2010-07-12",12.6
"888","2010-07-13",12.99
"889","2010-07-14",12.77
"890","2010-07-15",12.38
"891","2010-07-16",12.09
"892","2010-07-19",12.1
"893","2010-07-20",12.44
"894","2010-07-21",12.25
"895","2010-07-22",12
"896","2010-07-23",11.98
"897","2010-07-26",12.51
"898","2010-07-27",12.4
"899","2010-07-28",12.37
"900","2010-07-29",11.92
"901","2010-07-30",12.4
"902","2010-08-02",13.06
"903","2010-08-03",13.05
"904","2010-08-04",13.05
"905","2010-08-05",13.03
"906","2010-08-06",12.82
"907","2010-08-09",13.11
"908","2010-08-10",13.61
"909","2010-08-11",12.8
"910","2010-08-12",12.42
"911","2010-08-13",12.13
"912","2010-08-16",11.89
"913","2010-08-17",12.25
"914","2010-08-18",12.51
"915","2010-08-19",12.16
"916","2010-08-20",12.22
"917","2010-08-23",11.9
"918","2010-08-24",11.52
"919","2010-08-25",11.6
"920","2010-08-26",11.74
"921","2010-08-27",12.15
"922","2010-08-30",12.21
"923","2010-08-31",12.09
"924","2010-09-01",12.28
"925","2010-09-02",12.04
"926","2010-09-03",12
"927","2010-09-07",11.57
"928","2010-09-08",11.2
"929","2010-09-09",11.37
"930","2010-09-10",11.37
"931","2010-09-13",11.9
"932","2010-09-14",11.77
"933","2010-09-15",11.48
"934","2010-09-16",11.5
"935","2010-09-17",11.68
"936","2010-09-20",11.96
"937","2010-09-21",11.79
"938","2010-09-22",11.58
"939","2010-09-23",11.15
"940","2010-09-24",11.2
"941","2010-09-27",11.25
"942","2010-09-28",10.84
"943","2010-09-29",11.03
"944","2010-09-30",10.99
"945","2010-10-01",11.28
"946","2010-10-04",11
"947","2010-10-05",11.02
"948","2010-10-06",11.27
"949","2010-10-07",11.38
"950","2010-10-08",11.59
"951","2010-10-11",11.75
"952","2010-10-12",12.28
"953","2010-10-13",12.38
"954","2010-10-14",12.35
"955","2010-10-15",12.39
"956","2010-10-18",12.37
"957","2010-10-19",12.01
"958","2010-10-20",11.76
"959","2010-10-21",11.53
"960","2010-10-22",11.38
"961","2010-10-25",11.46
"962","2010-10-26",11.41
"963","2010-10-27",11.3
"964","2010-10-28",11.42
"965","2010-10-29",11.55
"966","2010-11-01",11.65
"967","2010-11-02",12.02
"968","2010-11-03",11.96
"969","2010-11-04",12.35
"970","2010-11-05",12.37
"971","2010-11-08",12.3
"972","2010-11-09",12.24
"973","2010-11-10",12.64
"974","2010-11-11",12.51
"975","2010-11-12",12.19
"976","2010-11-15",12.35
"977","2010-11-16",12.44
"978","2010-11-17",12.37
"979","2010-11-18",12.75
"980","2010-11-19",12.82
"981","2010-11-22",13.01
"982","2010-11-23",13.09
"983","2010-11-24",13.5
"984","2010-11-26",13.22
"985","2010-11-29",13.24
"986","2010-11-30",13.21
"987","2010-12-01",13.6
"988","2010-12-02",13.64
"989","2010-12-03",13.36
"990","2010-12-06",13.67
"991","2010-12-07",13.58
"992","2010-12-08",13.64
