"","date","BLL"
"1","2007-01-03",11.03
"2","2007-01-04",11.0275
"3","2007-01-05",10.9775
"4","2007-01-08",11.02
"5","2007-01-09",11.05
"6","2007-01-10",11.1575
"7","2007-01-11",11.24
"8","2007-01-12",11.3325
"9","2007-01-16",11.3175
"10","2007-01-17",11.39
"11","2007-01-18",11.485
"12","2007-01-19",11.5
"13","2007-01-22",11.345
"14","2007-01-23",11.3575
"15","2007-01-24",11.375
"16","2007-01-25",11.49
"17","2007-01-26",11.5675
"18","2007-01-29",11.6075
"19","2007-01-30",11.4575
"20","2007-01-31",11.58
"21","2007-02-01",11.64
"22","2007-02-02",11.68
"23","2007-02-05",11.59
"24","2007-02-06",11.635
"25","2007-02-07",11.5625
"26","2007-02-08",11.5075
"27","2007-02-09",11.4175
"28","2007-02-12",11.395
"29","2007-02-13",11.6525
"30","2007-02-14",11.6925
"31","2007-02-15",11.68
"32","2007-02-16",11.65
"33","2007-02-20",11.73
"34","2007-02-21",11.82
"35","2007-02-22",11.7325
"36","2007-02-23",11.8
"37","2007-02-26",11.7975
"38","2007-02-27",11.3975
"39","2007-02-28",11.58
"40","2007-03-01",11.495
"41","2007-03-02",11.385
"42","2007-03-05",11.255
"43","2007-03-06",11.3375
"44","2007-03-07",11.275
"45","2007-03-08",11.44
"46","2007-03-09",11.475
"47","2007-03-12",11.4875
"48","2007-03-13",11.255
"49","2007-03-14",11.39
"50","2007-03-15",11.38
"51","2007-03-16",11.305
"52","2007-03-19",11.4875
"53","2007-03-20",11.4725
"54","2007-03-21",11.5225
"55","2007-03-22",11.495
"56","2007-03-23",11.5
"57","2007-03-26",11.4975
"58","2007-03-27",11.5
"59","2007-03-28",11.49
"60","2007-03-29",11.545
"61","2007-03-30",11.4625
"62","2007-04-02",11.725
"63","2007-04-03",11.825
"64","2007-04-04",11.9
"65","2007-04-05",12.005
"66","2007-04-09",12.0625
"67","2007-04-10",12.17
"68","2007-04-11",12.175
"69","2007-04-12",12.1525
"70","2007-04-13",12.21
"71","2007-04-16",12.3775
"72","2007-04-17",12.3575
"73","2007-04-18",12.165
"74","2007-04-19",12.28
"75","2007-04-20",12.4825
"76","2007-04-23",12.2675
"77","2007-04-24",12.245
"78","2007-04-25",12.33
"79","2007-04-26",12.8125
"80","2007-04-27",12.7075
"81","2007-04-30",12.6725
"82","2007-05-01",12.8175
"83","2007-05-02",12.8775
"84","2007-05-03",12.885
"85","2007-05-04",12.96
"86","2007-05-07",12.9675
"87","2007-05-08",12.9725
"88","2007-05-09",13.2225
"89","2007-05-10",12.9775
"90","2007-05-11",13.26
"91","2007-05-14",13.1925
"92","2007-05-15",13.4975
"93","2007-05-16",13.55
"94","2007-05-17",13.595
"95","2007-05-18",13.745
"96","2007-05-21",13.7475
"97","2007-05-22",13.7325
"98","2007-05-23",13.6875
"99","2007-05-24",13.48
"100","2007-05-25",13.5675
"101","2007-05-29",13.5925
"102","2007-05-30",13.685
"103","2007-05-31",13.84
"104","2007-06-01",13.91
"105","2007-06-04",13.7675
"106","2007-06-05",13.75
"107","2007-06-06",13.505
"108","2007-06-07",13.2075
"109","2007-06-08",13.39
"110","2007-06-11",13.3075
"111","2007-06-12",13.28
"112","2007-06-13",13.495
"113","2007-06-14",13.665
"114","2007-06-15",13.675
"115","2007-06-18",13.625
"116","2007-06-19",13.68
"117","2007-06-20",13.5025
"118","2007-06-21",13.5625
"119","2007-06-22",13.505
"120","2007-06-25",13.39
"121","2007-06-26",13.15
"122","2007-06-27",13.2375
"123","2007-06-28",13.215
"124","2007-06-29",13.2925
"125","2007-07-02",13.3725
"126","2007-07-03",13.365
"127","2007-07-05",13.5175
"128","2007-07-06",13.5725
"129","2007-07-09",13.2425
"130","2007-07-10",13.1075
"131","2007-07-11",13.32
"132","2007-07-12",13.73
"133","2007-07-13",13.6
"134","2007-07-16",13.335
"135","2007-07-17",13.31
"136","2007-07-18",13.4175
"137","2007-07-19",13.495
"138","2007-07-20",13.285
"139","2007-07-23",13.36
"140","2007-07-24",13.0375
"141","2007-07-25",12.75
"142","2007-07-26",12.5725
"143","2007-07-27",12.73
"144","2007-07-30",12.9175
"145","2007-07-31",12.8175
"146","2007-08-01",12.9775
"147","2007-08-02",12.9525
"148","2007-08-03",12.6475
"149","2007-08-06",12.8125
"150","2007-08-07",12.6775
"151","2007-08-08",12.71
"152","2007-08-09",12.125
"153","2007-08-10",12.9825
"154","2007-08-13",12.81
"155","2007-08-14",12.4875
"156","2007-08-15",12.135
"157","2007-08-16",12.15
"158","2007-08-17",12.635
"159","2007-08-20",12.6725
"160","2007-08-21",12.7
"161","2007-08-22",13.0675
"162","2007-08-23",13.315
"163","2007-08-24",13.2
"164","2007-08-27",13.1
"165","2007-08-28",12.7
"166","2007-08-29",12.92
"167","2007-08-30",12.8875
"168","2007-08-31",13.095
"169","2007-09-04",13.135
"170","2007-09-05",13.2325
"171","2007-09-06",13.21
"172","2007-09-07",13.005
"173","2007-09-10",12.965
"174","2007-09-11",12.9825
"175","2007-09-12",12.915
"176","2007-09-13",13
"177","2007-09-14",12.9825
"178","2007-09-17",12.9825
"179","2007-09-18",13.62
"180","2007-09-19",13.6725
"181","2007-09-20",13.665
"182","2007-09-21",13.68
"183","2007-09-24",13.6
"184","2007-09-25",13.61
"185","2007-09-26",13.725
"186","2007-09-27",13.7975
"187","2007-09-28",13.4375
"188","2007-10-01",13.6975
"189","2007-10-02",13.75
"190","2007-10-03",13.75
"191","2007-10-04",13.715
"192","2007-10-05",13.9275
"193","2007-10-08",13.895
"194","2007-10-09",13.9375
"195","2007-10-10",13.3425
"196","2007-10-11",13.1625
"197","2007-10-12",13.0475
"198","2007-10-15",13.1375
"199","2007-10-16",13.1725
"200","2007-10-17",13.4875
"201","2007-10-18",13.535
"202","2007-10-19",13.21
"203","2007-10-22",13.4325
"204","2007-10-23",13.3375
"205","2007-10-24",13.2625
"206","2007-10-25",12.6625
"207","2007-10-26",12.4225
"208","2007-10-29",12.4725
"209","2007-10-30",12.4625
"210","2007-10-31",12.395
"211","2007-11-01",12.135
"212","2007-11-02",12.19
"213","2007-11-05",11.965
"214","2007-11-06",11.9175
"215","2007-11-07",11.6325
"216","2007-11-08",11.8725
"217","2007-11-09",11.5375
"218","2007-11-12",11.5025
"219","2007-11-13",11.7475
"220","2007-11-14",11.6075
"221","2007-11-15",11.4975
"222","2007-11-16",11.4325
"223","2007-11-19",11.1375
"224","2007-11-20",11.2575
"225","2007-11-21",11.0925
"226","2007-11-23",11.3675
"227","2007-11-26",11.095
"228","2007-11-27",11.385
"229","2007-11-28",11.6225
"230","2007-11-29",11.6275
"231","2007-11-30",11.5625
"232","2007-12-03",11.44
"233","2007-12-04",11.245
"234","2007-12-05",11.375
"235","2007-12-06",11.5
"236","2007-12-07",11.4675
"237","2007-12-10",11.5875
"238","2007-12-11",11.255
"239","2007-12-12",11.3675
"240","2007-12-13",11.665
"241","2007-12-14",11.4675
"242","2007-12-17",11.29
"243","2007-12-18",11.1875
"244","2007-12-19",11.075
"245","2007-12-20",11.1725
"246","2007-12-21",11.52
"247","2007-12-24",11.5275
"248","2007-12-26",11.515
"249","2007-12-27",11.3225
"250","2007-12-28",11.315
"251","2007-12-31",11.25
"252","2008-01-02",11.115
"253","2008-01-03",10.9725
"254","2008-01-04",10.905
"255","2008-01-07",10.7625
"256","2008-01-08",10.5575
"257","2008-01-09",10.6525
"258","2008-01-10",10.9125
"259","2008-01-11",10.9675
"260","2008-01-14",11.205
"261","2008-01-15",11.0375
"262","2008-01-16",10.9875
"263","2008-01-17",10.5
"264","2008-01-18",10.5075
"265","2008-01-22",10.51
"266","2008-01-23",10.77
"267","2008-01-24",10.55
"268","2008-01-25",10.39
"269","2008-01-28",10.77
"270","2008-01-29",10.99
"271","2008-01-30",11.235
