"","date","BYSI"
"1","2017-03-09",16.799999
"2","2017-03-10",19.25
"3","2017-03-13",19.700001
"4","2017-03-14",18.337999
"5","2017-03-15",18.780001
"6","2017-03-16",18.75
"7","2017-03-17",19.799999
"8","2017-03-20",19.386
"9","2017-03-21",18.5
"10","2017-03-22",18.530001
"11","2017-03-23",19.200001
"12","2017-03-24",18.6
"13","2017-03-27",19.440001
"14","2017-03-28",19.561001
"15","2017-03-29",19.67
"16","2017-03-30",19.790001
"17","2017-03-31",19.93
"18","2017-04-03",19.76
"19","2017-04-04",19.91
"20","2017-04-05",19.799999
"21","2017-04-06",19.870001
"22","2017-04-07",20.1
"23","2017-04-10",19.969999
"24","2017-04-11",19.99
"25","2017-04-12",19.950001
"26","2017-04-13",20.5
"27","2017-04-17",20.6
"28","2017-04-18",20.99
"29","2017-04-19",21.6
"30","2017-04-20",21.49
"31","2017-04-21",21.700001
"32","2017-04-24",21.625
"33","2017-04-25",21.57
"34","2017-04-26",22.860001
"35","2017-04-27",25
"36","2017-04-28",24.639999
"37","2017-05-01",24.99
"38","2017-05-02",26
"39","2017-05-03",26.200001
"40","2017-05-04",26.99
"41","2017-05-05",26.32
"42","2017-05-08",26.4
"43","2017-05-09",26.32
"44","2017-05-10",25.860001
"45","2017-05-11",25.82
"46","2017-05-12",26.35
"47","2017-05-15",26.799999
"48","2017-05-16",27.440001
"49","2017-05-17",26.9
"50","2017-05-18",27.5
"51","2017-05-19",27.969
"52","2017-05-22",29.25
"53","2017-05-23",29.809999
"54","2017-05-24",30.15
"55","2017-05-25",31.799999
"56","2017-05-26",31.674999
"57","2017-05-30",32.25
"58","2017-05-31",34.900002
"59","2017-06-01",38.299999
"60","2017-06-02",42.599998
"61","2017-06-05",43.400002
"62","2017-06-06",43.75
"63","2017-06-07",42.189999
"64","2017-06-08",43.32
"65","2017-06-09",43.5
"66","2017-06-12",42.330002
"67","2017-06-13",37.439999
"68","2017-06-14",34.299999
"69","2017-06-15",35.325001
"70","2017-06-16",36.799999
"71","2017-06-19",33.709999
"72","2017-06-20",31.6
"73","2017-06-21",30.014999
"74","2017-06-22",32.5
"75","2017-06-23",35.700001
"76","2017-06-26",38.099998
"77","2017-06-27",39
"78","2017-06-28",41.799999
"79","2017-06-29",42.900002
"80","2017-06-30",42.875
"81","2017-07-03",48.349998
"82","2017-07-05",45.880001
"83","2017-07-06",44.900002
"84","2017-07-07",42.900002
"85","2017-07-10",39.990002
"86","2017-07-11",38.810001
"87","2017-07-12",42
"88","2017-07-13",40.130001
"89","2017-07-14",41.880001
"90","2017-07-17",41.139999
"91","2017-07-18",41.779999
"92","2017-07-19",40.209999
"93","2017-07-20",39
"94","2017-07-21",37.799999
"95","2017-07-24",41.73
"96","2017-07-25",39.700001
"97","2017-07-26",38.759998
"98","2017-07-27",39.5
"99","2017-07-28",39.009998
"100","2017-07-31",41.740002
"101","2017-08-01",39.5
"102","2017-08-02",39.599998
"103","2017-08-03",38.290001
"104","2017-08-04",38.360001
"105","2017-08-07",40
"106","2017-08-08",41.279999
"107","2017-08-09",40.790001
"108","2017-08-10",39.009998
"109","2017-08-11",39.259998
"110","2017-08-14",39
"111","2017-08-15",39.150002
"112","2017-08-16",39.25
"113","2017-08-17",38.41
"114","2017-08-18",40.970001
"115","2017-08-21",38.41
"116","2017-08-22",38.5
"117","2017-08-23",38.299999
"118","2017-08-24",36.75
"119","2017-08-25",37.959999
"120","2017-08-28",37.099998
"121","2017-08-29",40.400002
"122","2017-08-30",38.700001
"123","2017-08-31",38.5
"124","2017-09-01",40.59
"125","2017-09-05",35.75
"126","2017-09-06",35.549999
"127","2017-09-07",36.5
"128","2017-09-08",36.200001
"129","2017-09-11",36.509998
"130","2017-09-12",37.23
"131","2017-09-13",38.095001
"132","2017-09-14",37.549999
"133","2017-09-15",38
"134","2017-09-18",38.110001
"135","2017-09-19",38.854
"136","2017-09-20",39
"137","2017-09-21",39.422001
"138","2017-09-22",38.599998
"139","2017-09-25",38.279999
"140","2017-09-26",37
"141","2017-09-27",37.060001
"142","2017-09-28",37
"143","2017-09-29",36.869999
"144","2017-10-02",38
"145","2017-10-03",39.470001
"146","2017-10-04",38.5
"147","2017-10-05",38.950001
"148","2017-10-06",39.049999
"149","2017-10-09",39
"150","2017-10-10",39
"151","2017-10-11",39.195999
"152","2017-10-12",39
"153","2017-10-13",38
"154","2017-10-16",36.75
"155","2017-10-17",35.98
"156","2017-10-18",35.759998
"157","2017-10-19",35
"158","2017-10-20",28.99
"159","2017-10-23",32.5
"160","2017-10-24",32.799999
"161","2017-10-25",33.110001
"162","2017-10-26",35.349998
"163","2017-10-27",36.279999
"164","2017-10-30",33.84
"165","2017-10-31",35.200001
"166","2017-11-01",35.810001
"167","2017-11-02",35.810001
"168","2017-11-03",35
"169","2017-11-06",35
"170","2017-11-07",34.999001
"171","2017-11-08",35.599998
"172","2017-11-09",35.599998
"173","2017-11-10",35.509998
"174","2017-11-13",34.830002
"175","2017-11-14",34.630001
"176","2017-11-15",34.209999
"177","2017-11-16",34.369999
"178","2017-11-17",35.25
"179","2017-11-20",34.049999
"180","2017-11-21",34.695999
"181","2017-11-22",34.068001
"182","2017-11-24",29.136
"183","2017-11-27",32.395
"184","2017-11-28",33.869999
"185","2017-11-29",33.805
"186","2017-11-30",32.509998
"187","2017-12-01",32.509998
"188","2017-12-04",32.509998
"189","2017-12-05",31.59
"190","2017-12-06",31.59
"191","2017-12-07",31.59
