"","date","CLDR"
"1","2017-04-28",18.1
"2","2017-05-01",18.190001
"3","2017-05-02",18.389999
"4","2017-05-03",20.120001
"5","2017-05-04",19.58
"6","2017-05-05",19.969999
"7","2017-05-08",19.59
"8","2017-05-09",20.049999
"9","2017-05-10",19.99
"10","2017-05-11",19.940001
"11","2017-05-12",20.799999
"12","2017-05-15",21.35
"13","2017-05-16",20.969999
"14","2017-05-17",20.1
"15","2017-05-18",20.110001
"16","2017-05-19",20.01
"17","2017-05-22",20.91
"18","2017-05-23",21.59
"19","2017-05-24",22.549999
"20","2017-05-25",22.360001
"21","2017-05-26",22.290001
"22","2017-05-30",21.51
"23","2017-05-31",20.75
"24","2017-06-01",21.860001
"25","2017-06-02",22.870001
"26","2017-06-05",22.559999
"27","2017-06-06",22.57
"28","2017-06-07",22.610001
"29","2017-06-08",22.99
"30","2017-06-09",19.41
"31","2017-06-12",18.48
"32","2017-06-13",17.809999
"33","2017-06-14",16.879999
"34","2017-06-15",16.110001
"35","2017-06-16",17.4
"36","2017-06-19",17.469999
"37","2017-06-20",17.309999
"38","2017-06-21",17.02
"39","2017-06-22",16.719999
"40","2017-06-23",16.35
"41","2017-06-26",16.23
"42","2017-06-27",16
"43","2017-06-28",15.84
"44","2017-06-29",15.68
"45","2017-06-30",16.02
"46","2017-07-03",15.84
"47","2017-07-05",15.88
"48","2017-07-06",16.469999
"49","2017-07-07",16.66
"50","2017-07-10",16.389999
"51","2017-07-11",16.34
"52","2017-07-12",16.49
"53","2017-07-13",16.530001
"54","2017-07-14",17.01
"55","2017-07-17",18.02
"56","2017-07-18",18.25
"57","2017-07-19",18.780001
"58","2017-07-20",18.799999
"59","2017-07-21",18.25
"60","2017-07-24",18.75
"61","2017-07-25",18.950001
"62","2017-07-26",18.6
"63","2017-07-27",17.799999
"64","2017-07-28",18.129999
"65","2017-07-31",17.25
"66","2017-08-01",17.059999
"67","2017-08-02",17.209999
"68","2017-08-03",17.26
"69","2017-08-04",17.27
"70","2017-08-07",17.309999
"71","2017-08-08",17.299999
"72","2017-08-09",17.290001
"73","2017-08-10",16.889999
"74","2017-08-11",17.129999
"75","2017-08-14",17.85
"76","2017-08-15",17.639999
"77","2017-08-16",17.9
"78","2017-08-17",17.549999
"79","2017-08-18",17.48
"80","2017-08-21",17.23
"81","2017-08-22",17.66
"82","2017-08-23",17.6
"83","2017-08-24",18.200001
"84","2017-08-25",18.299999
"85","2017-08-28",18.559999
"86","2017-08-29",18.52
"87","2017-08-30",18.540001
"88","2017-08-31",19.4
"89","2017-09-01",19.23
"90","2017-09-05",20.040001
"91","2017-09-06",21.049999
"92","2017-09-07",21.41
"93","2017-09-08",20.99
"94","2017-09-11",18.799999
"95","2017-09-12",18.879999
"96","2017-09-13",19.08
"97","2017-09-14",18.9
"98","2017-09-15",18.379999
"99","2017-09-18",17.32
"100","2017-09-19",17.129999
"101","2017-09-20",17.17
"102","2017-09-21",17.290001
"103","2017-09-22",16.91
"104","2017-09-25",16.08
"105","2017-09-26",16.459999
"106","2017-09-27",16.59
"107","2017-09-28",17.02
"108","2017-09-29",16.620001
"109","2017-10-02",16.540001
"110","2017-10-03",17.17
"111","2017-10-04",17.389999
"112","2017-10-05",17.5
"113","2017-10-06",16.799999
"114","2017-10-09",16.799999
"115","2017-10-10",16.309999
"116","2017-10-11",15.78
"117","2017-10-12",16.209999
"118","2017-10-13",15.72
"119","2017-10-16",15.38
"120","2017-10-17",15.51
"121","2017-10-18",15.48
"122","2017-10-19",15.61
"123","2017-10-20",16.25
"124","2017-10-23",16.32
"125","2017-10-24",16.15
"126","2017-10-25",15.22
"127","2017-10-26",14.63
"128","2017-10-27",14.9
"129","2017-10-30",15.15
"130","2017-10-31",15.13
"131","2017-11-01",15.26
"132","2017-11-02",15.48
"133","2017-11-03",15.71
"134","2017-11-06",15.59
"135","2017-11-07",15.17
"136","2017-11-08",15.53
"137","2017-11-09",15.17
"138","2017-11-10",15.47
"139","2017-11-13",15.38
"140","2017-11-14",15.25
"141","2017-11-15",15.12
"142","2017-11-16",15.11
"143","2017-11-17",15.29
"144","2017-11-20",15.64
"145","2017-11-21",15.83
"146","2017-11-22",15.94
"147","2017-11-24",16.23
"148","2017-11-27",16.35
"149","2017-11-28",16.49
"150","2017-11-29",15.61
"151","2017-11-30",15.83
"152","2017-12-01",15.92
"153","2017-12-04",15.57
"154","2017-12-05",15.99
"155","2017-12-06",15.73
"156","2017-12-07",16
"157","2017-12-08",16.84
"158","2017-12-11",16.92
"159","2017-12-12",16.4
"160","2017-12-13",16.83
"161","2017-12-14",17.42
"162","2017-12-15",17.51
"163","2017-12-18",17.42
"164","2017-12-19",17.049999
"165","2017-12-20",17.280001
"166","2017-12-21",17.42
"167","2017-12-22",17.43
"168","2017-12-26",16.76
"169","2017-12-27",16.809999
"170","2017-12-28",16.67
"171","2017-12-29",16.52
"172","2018-01-02",17.389999
"173","2018-01-03",17.530001
"174","2018-01-04",17.25
"175","2018-01-05",17.25
"176","2018-01-08",17.15
"177","2018-01-09",17.18
"178","2018-01-10",18.280001
"179","2018-01-11",17.91
"180","2018-01-12",18.139999
"181","2018-01-16",17.440001
"182","2018-01-17",17.879999
"183","2018-01-18",18.68
"184","2018-01-19",18.450001
"185","2018-01-22",18.35
"186","2018-01-23",18.549999
"187","2018-01-24",18.59
"188","2018-01-25",18.52
"189","2018-01-26",18.74
"190","2018-01-29",18.530001
"191","2018-01-30",18.450001
"192","2018-01-31",18.719999
"193","2018-02-01",18.77
"194","2018-02-02",18.120001
"195","2018-02-05",17.110001
"196","2018-02-06",17.709999
"197","2018-02-07",17.879999
"198","2018-02-08",17.51
"199","2018-02-09",17.15
"200","2018-02-12",17.690001
"201","2018-02-13",17.66
"202","2018-02-14",18.1
"203","2018-02-15",17.98
"204","2018-02-16",17.82
"205","2018-02-20",18.32
"206","2018-02-21",18.450001
"207","2018-02-22",18.610001
"208","2018-02-23",18.440001
"209","2018-02-26",18.91
"210","2018-02-27",19.1
"211","2018-02-28",19.049999
"212","2018-03-01",18.42
"213","2018-03-02",18.709999
"214","2018-03-05",19.23
"215","2018-03-06",19.6
"216","2018-03-07",19.719999
"217","2018-03-08",19.98
"218","2018-03-09",19.959999
"219","2018-03-12",20.23
