"","date","NXPI"
"124","2011-02-01",27.23
"125","2011-02-02",27.190001
"126","2011-02-03",27.200001
"127","2011-02-04",27.35
"128","2011-02-07",26.309999
"129","2011-02-08",26.379999
"130","2011-02-09",26.540001
"131","2011-02-10",26.17
"132","2011-02-11",25.27
"133","2011-02-14",25.440001
"134","2011-02-15",25.01
"135","2011-02-16",26.93
"136","2011-02-17",27.309999
"137","2011-02-18",29.299999
"138","2011-02-22",29.450001
"139","2011-02-23",28.41
"140","2011-02-24",29.120001
"141","2011-02-25",30.549999
"142","2011-02-28",31.950001
"143","2011-03-01",29.98
"144","2011-03-02",29.25
"145","2011-03-03",31.17
"146","2011-03-04",30.75
"147","2011-03-07",29.16
"148","2011-03-08",28.709999
"149","2011-03-09",27.780001
"150","2011-03-10",26.51
"151","2011-03-11",27.459999
"152","2011-03-14",25.83
"153","2011-03-15",26.280001
"154","2011-03-16",25.940001
"155","2011-03-17",26.940001
"156","2011-03-18",27.549999
"157","2011-03-21",27.85
"158","2011-03-22",27.219999
"159","2011-03-23",27.07
"160","2011-03-24",28.299999
"161","2011-03-25",27.879999
"162","2011-03-28",28.690001
"163","2011-03-29",31.290001
"164","2011-03-30",31.379999
"165","2011-03-31",29.969999
"166","2011-04-01",30.59
"167","2011-04-04",31.129999
"168","2011-04-05",31.99
"169","2011-04-06",33.259998
"170","2011-04-07",32.939999
"171","2011-04-08",32.619999
"172","2011-04-11",32.209999
"173","2011-04-12",31.02
"174","2011-04-13",31.540001
"175","2011-04-14",32.200001
"176","2011-04-15",32.34
"177","2011-04-18",31.74
"178","2011-04-19",31.450001
"179","2011-04-20",33.560001
"180","2011-04-21",33.459999
"181","2011-04-25",33.459999
"182","2011-04-26",34.18
"183","2011-04-27",33.419998
"184","2011-04-28",33.07
"185","2011-04-29",33.400002
"186","2011-05-02",33.040001
"187","2011-05-03",31.799999
"188","2011-05-04",31.809999
"189","2011-05-05",31
"190","2011-05-06",30.9
"191","2011-05-09",31.02
"192","2011-05-10",30.120001
"193","2011-05-11",29
"194","2011-05-12",29.84
"195","2011-05-13",29.360001
"196","2011-05-16",27.66
"197","2011-05-17",27.76
"198","2011-05-18",28.719999
"199","2011-05-19",28.32
"200","2011-05-20",28.860001
"201","2011-05-23",27.370001
"202","2011-05-24",27.209999
"203","2011-05-25",27.219999
"204","2011-05-26",28.549999
"205","2011-05-27",28.379999
"206","2011-05-31",28.530001
"207","2011-06-01",27.1
"208","2011-06-02",26.51
"209","2011-06-03",26.700001
"210","2011-06-06",26.549999
"211","2011-06-07",26.58
"212","2011-06-08",25.450001
"213","2011-06-09",25.120001
"214","2011-06-10",24.34
"215","2011-06-13",24.129999
"216","2011-06-14",25.389999
"217","2011-06-15",24.01
"218","2011-06-16",24.299999
"219","2011-06-17",22.65
"220","2011-06-20",22.85
"221","2011-06-21",23.540001
"222","2011-06-22",23.200001
"223","2011-06-23",23.41
"224","2011-06-24",23.459999
"225","2011-06-27",23.67
"226","2011-06-28",25.18
"227","2011-06-29",25.309999
"228","2011-06-30",26.73
"229","2011-07-01",27.51
"230","2011-07-05",26.91
"231","2011-07-06",26.4
"232","2011-07-07",26.540001
"233","2011-07-08",26.07
"234","2011-07-11",25.01
"235","2011-07-12",23.209999
"236","2011-07-13",22.76
"237","2011-07-14",22.1
"238","2011-07-15",21.690001
"239","2011-07-18",21.17
"240","2011-07-19",22.1
"241","2011-07-20",22.059999
"242","2011-07-21",21.719999
"243","2011-07-22",22.74
"244","2011-07-25",21.82
"245","2011-07-26",22.02
"246","2011-07-27",20.52
"247","2011-07-28",20.540001
"248","2011-07-29",19.780001
"249","2011-08-01",19.309999
"250","2011-08-02",18.790001
"251","2011-08-03",19.1
"252","2011-08-04",17.09
"253","2011-08-05",14.92
"254","2011-08-08",14.03
"255","2011-08-09",16.610001
"256","2011-08-10",16.35
"257","2011-08-11",18.5
"258","2011-08-12",18.01
"259","2011-08-15",18.690001
"260","2011-08-16",18.040001
"261","2011-08-17",17.74
"262","2011-08-18",16.67
"263","2011-08-19",15.94
"264","2011-08-22",16.110001
"265","2011-08-23",16.91
"266","2011-08-24",16.66
"267","2011-08-25",16.07
"268","2011-08-26",16.52
"269","2011-08-29",17.16
"270","2011-08-30",16.74
"271","2011-08-31",16.290001
"272","2011-09-01",16.530001
"273","2011-09-02",16.41
"274","2011-09-06",15.9
"275","2011-09-07",17.48
"276","2011-09-08",17.17
"277","2011-09-09",16.530001
"278","2011-09-12",17.209999
"279","2011-09-13",18.110001
"280","2011-09-14",19.1
"281","2011-09-15",20.290001
"282","2011-09-16",19.860001
"283","2011-09-19",18.700001
"284","2011-09-20",17.93
"285","2011-09-21",17.120001
"286","2011-09-22",16.860001
"287","2011-09-23",16.82
"288","2011-09-26",16.6
"289","2011-09-27",17.290001
"290","2011-09-28",16.440001
"291","2011-09-29",14.99
"292","2011-09-30",14.12
"293","2011-10-03",13.68
"294","2011-10-04",14.58
"295","2011-10-05",14.94
"296","2011-10-06",15.53
"297","2011-10-07",15.31
"298","2011-10-10",16.209999
"299","2011-10-11",16.059999
"300","2011-10-12",16.93
"301","2011-10-13",17.16
"302","2011-10-14",17.32
"303","2011-10-17",16.540001
"304","2011-10-18",17.23
"305","2011-10-19",16.459999
"306","2011-10-20",15.91
"307","2011-10-21",15.98
"308","2011-10-24",18
"309","2011-10-25",17.639999
"310","2011-10-26",18.4
"311","2011-10-27",19.66
"312","2011-10-28",19.030001
"313","2011-10-31",17.969999
"314","2011-11-01",16.84
"315","2011-11-02",17.26
"316","2011-11-03",17.389999
"317","2011-11-04",17.719999
"318","2011-11-07",17.17
"319","2011-11-08",16.84
"320","2011-11-09",15.6
"321","2011-11-10",15.59
"322","2011-11-11",16.620001
"323","2011-11-14",16.530001
"324","2011-11-15",17.49
"325","2011-11-16",17.48
"326","2011-11-17",16.559999
"327","2011-11-18",16.27
"328","2011-11-21",15.86
"329","2011-11-22",15.56
"330","2011-11-23",15.21
"331","2011-11-25",15
"332","2011-11-28",15.53
"333","2011-11-29",15.27
"334","2011-11-30",16.9
"335","2011-12-01",17.09
"336","2011-12-02",17.52
"337","2011-12-05",17.74
"338","2011-12-06",17.68
"339","2011-12-07",18.549999
"340","2011-12-08",17.799999
"341","2011-12-09",17.639999
"342","2011-12-12",16.59
"343","2011-12-13",15.35
"344","2011-12-14",15.14
"345","2011-12-15",15.29
"346","2011-12-16",15.31
"347","2011-12-19",14.32
"348","2011-12-20",14.95
"349","2011-12-21",14.76
"350","2011-12-22",15.8
"351","2011-12-23",15.82
"352","2011-12-27",15.78
"353","2011-12-28",15.14
"354","2011-12-29",15.41
"355","2011-12-30",15.37
"356","2012-01-03",16.01
"357","2012-01-04",16.17
"358","2012-01-05",16.5
"359","2012-01-06",16.9
"360","2012-01-09",17.68
"361","2012-01-10",17.440001
"362","2012-01-11",17.58
"363","2012-01-12",17.6
"364","2012-01-13",17.16
"365","2012-01-17",17.190001
"366","2012-01-18",18.98
"367","2012-01-19",19.24
"368","2012-01-20",20.559999
"369","2012-01-23",20.549999
"370","2012-01-24",21.75
"371","2012-01-25",21.040001
"372","2012-01-26",21.299999
"373","2012-01-27",21.77
"374","2012-01-30",20.870001
"375","2012-01-31",21.23
"376","2012-02-01",22.07
"377","2012-02-02",22.059999
"378","2012-02-03",22.75
"379","2012-02-06",21.74
"380","2012-02-07",21.780001
"381","2012-02-08",21.879999
"382","2012-02-09",21.99
"383","2012-02-10",21.629999
"384","2012-02-13",22.620001
"385","2012-02-14",23.65
"386","2012-02-15",24.950001
"387","2012-02-16",25.83
"388","2012-02-17",25.370001
"389","2012-02-21",24.25
"390","2012-02-22",23.65
"391","2012-02-23",24.549999
"392","2012-02-24",24.98
"393","2012-02-27",24.889999
"394","2012-02-28",25.09
"395","2012-02-29",24.799999
"396","2012-03-01",24.290001
"397","2012-03-02",23.59
"398","2012-03-05",23.049999
"399","2012-03-06",22.549999
"400","2012-03-07",23.469999
"401","2012-03-08",24.969999
"402","2012-03-09",25.639999
"403","2012-03-12",24.58
"404","2012-03-13",24.870001
"405","2012-03-14",25.66
"406","2012-03-15",25.620001
"407","2012-03-16",26.27
"408","2012-03-19",26.33
"409","2012-03-20",25.860001
"410","2012-03-21",26.049999
"411","2012-03-22",26.27
"412","2012-03-23",26.969999
"413","2012-03-26",26.870001
"414","2012-03-27",26.91
"415","2012-03-28",26.889999
"416","2012-03-29",26.610001
"417","2012-03-30",26.610001
"418","2012-04-02",26.120001
"419","2012-04-03",25.4
"420","2012-04-04",25.5
"421","2012-04-05",25.76
"422","2012-04-09",25.16
"423","2012-04-10",23.709999
"424","2012-04-11",23.860001
"425","2012-04-12",24.799999
"426","2012-04-13",24.15
"427","2012-04-16",24.74
"428","2012-04-17",24.959999
"429","2012-04-18",25.02
"430","2012-04-19",24.09
"431","2012-04-20",23.190001
"432","2012-04-23",23.43
"433","2012-04-24",23.9
"434","2012-04-25",24.07
"435","2012-04-26",25.02
"436","2012-04-27",26.32
"437","2012-04-30",25.85
"438","2012-05-01",25.76
"439","2012-05-02",26
"440","2012-05-03",25.34
"441","2012-05-04",24.370001
"442","2012-05-07",23.940001
"443","2012-05-08",24.1
"444","2012-05-09",23.530001
"445","2012-05-10",23.530001
"446","2012-05-11",24.09
"447","2012-05-14",23.4
"448","2012-05-15",22.950001
"449","2012-05-16",21.51
"450","2012-05-17",20.459999
"451","2012-05-18",19.65
"452","2012-05-21",21.08
"453","2012-05-22",21.129999
"454","2012-05-23",21.809999
"455","2012-05-24",21.25
"456","2012-05-25",21.84
"457","2012-05-29",22.25
"458","2012-05-30",21.530001
"459","2012-05-31",21.110001
"460","2012-06-01",19.41
"461","2012-06-04",18.809999
"462","2012-06-05",19.389999
"463","2012-06-06",20.18
"464","2012-06-07",19.879999
"465","2012-06-08",20.25
"466","2012-06-11",19.780001
"467","2012-06-12",20.24
"468","2012-06-13",19.950001
"469","2012-06-14",20.18
"470","2012-06-15",20.4
"471","2012-06-18",20.620001
"472","2012-06-19",21.08
"473","2012-06-20",21.57
"474","2012-06-21",20.200001
"475","2012-06-22",21.32
"476","2012-06-25",20.700001
"477","2012-06-26",21.01
"478","2012-06-27",21.33
"479","2012-06-28",21.48
"480","2012-06-29",23.23
"481","2012-07-02",23.110001
"482","2012-07-03",23.57
"483","2012-07-05",23.139999
"484","2012-07-06",22.34
"485","2012-07-09",22.129999
"486","2012-07-10",21.16
"487","2012-07-11",20.98
"488","2012-07-12",20.219999
"489","2012-07-13",20.379999
"490","2012-07-16",20.370001
"491","2012-07-17",20.030001
"492","2012-07-18",21.860001
"493","2012-07-19",22.940001
"494","2012-07-20",22.41
"495","2012-07-23",21.98
"496","2012-07-24",22.620001
"497","2012-07-25",22.469999
"498","2012-07-26",23.059999
"499","2012-07-27",23.82
"500","2012-07-30",23.120001
"501","2012-07-31",22.59
"502","2012-08-01",22.059999
"503","2012-08-02",21.549999
"504","2012-08-03",22.299999
"505","2012-08-06",22.85
"506","2012-08-07",24.26
"507","2012-08-08",23.809999
"508","2012-08-09",23.73
"509","2012-08-10",24.26
"510","2012-08-13",23.99
"511","2012-08-14",24.540001
"512","2012-08-15",25.01
"513","2012-08-16",25.74
"514","2012-08-17",26.040001
"515","2012-08-20",24.959999
"516","2012-08-21",24.299999
"517","2012-08-22",23.73
"518","2012-08-23",23.719999
"519","2012-08-24",23.74
"520","2012-08-27",24.51
"521","2012-08-28",23.82
"522","2012-08-29",23.51
"523","2012-08-30",22.82
"524","2012-08-31",23.32
"525","2012-09-04",22.959999
"526","2012-09-05",23.23
"527","2012-09-06",24.469999
"528","2012-09-07",24.82
"529","2012-09-10",23.549999
"530","2012-09-11",24.67
"531","2012-09-12",25.01
"532","2012-09-13",26.43
"533","2012-09-14",26.67
"534","2012-09-17",26.469999
"535","2012-09-18",26.629999
"536","2012-09-19",26.32
"537","2012-09-20",25.84
"538","2012-09-21",25.709999
"539","2012-09-24",25.42
"540","2012-09-25",24.200001
"541","2012-09-26",23.76
"542","2012-09-27",25.370001
"543","2012-09-28",25.01
"544","2012-10-01",25.1
"545","2012-10-02",25.040001
"546","2012-10-03",24.549999
"547","2012-10-04",24.549999
"548","2012-10-05",25.280001
"549","2012-10-08",25.030001
"550","2012-10-09",24.459999
"551","2012-10-10",23.200001
"552","2012-10-11",22.700001
"553","2012-10-12",21.959999
"554","2012-10-15",22.940001
"555","2012-10-16",23.43
"556","2012-10-17",23.190001
"557","2012-10-18",23.200001
"558","2012-10-19",22.209999
"559","2012-10-22",21.719999
"560","2012-10-23",22.620001
"561","2012-10-24",20.93
"562","2012-10-25",23.49
"563","2012-10-26",24.02
"564","2012-10-31",24.26
"565","2012-11-01",26.190001
"566","2012-11-02",25.690001
"567","2012-11-05",25.82
"568","2012-11-06",25.76
"569","2012-11-07",25.41
"570","2012-11-08",25.33
"571","2012-11-09",25.030001
"572","2012-11-12",25.200001
"573","2012-11-13",24.459999
"574","2012-11-14",24.120001
"575","2012-11-15",22.99
"576","2012-11-16",22.690001
"577","2012-11-19",23.51
"578","2012-11-20",23.299999
"579","2012-11-21",23.35
"580","2012-11-23",24
"581","2012-11-26",23.98
"582","2012-11-27",23.879999
"583","2012-11-28",24.190001
"584","2012-11-29",24.969999
"585","2012-11-30",24.48
"586","2012-12-03",24.33
"587","2012-12-04",24.129999
"588","2012-12-05",24.49
"589","2012-12-06",24
"590","2012-12-07",23.309999
"591","2012-12-10",23.82
"592","2012-12-11",25.040001
"593","2012-12-12",25.120001
"594","2012-12-13",24.99
"595","2012-12-14",24.5
"596","2012-12-17",25.389999
"597","2012-12-18",25.99
"598","2012-12-19",25.85
"599","2012-12-20",26.059999
"600","2012-12-21",25.35
"601","2012-12-24",25.4
"602","2012-12-26",25.440001
"603","2012-12-27",25.43
"604","2012-12-28",25.360001
"605","2012-12-31",26.32
"606","2013-01-02",27.83
"607","2013-01-03",27.690001
"608","2013-01-04",27.34
"609","2013-01-07",27.139999
"610","2013-01-08",26.549999
"611","2013-01-09",26.91
"612","2013-01-10",28.309999
"613","2013-01-11",28
"614","2013-01-14",28.370001
"615","2013-01-15",28.290001
"616","2013-01-16",29.299999
"617","2013-01-17",29.98
"618","2013-01-18",29.629999
"619","2013-01-22",29.209999
"620","2013-01-23",29.5
"621","2013-01-24",29.51
"622","2013-01-25",30.09
"623","2013-01-28",30.5
"624","2013-01-29",29.51
"625","2013-01-30",29.98
"626","2013-01-31",30
"627","2013-02-01",30.76
"628","2013-02-04",29.35
"629","2013-02-05",29.82
"630","2013-02-06",30.450001
"631","2013-02-07",30.48
"632","2013-02-08",31.959999
"633","2013-02-11",32.110001
"634","2013-02-12",32.57
"635","2013-02-13",32.790001
"636","2013-02-14",32.650002
"637","2013-02-15",32.25
"638","2013-02-19",32.709999
"639","2013-02-20",31.52
"640","2013-02-21",31.02
"641","2013-02-22",31.549999
"642","2013-02-25",31.440001
"643","2013-02-26",31.360001
"644","2013-02-27",32.299999
"645","2013-02-28",32.32
"646","2013-03-01",32.189999
"647","2013-03-04",31.76
"648","2013-03-05",32.48
"649","2013-03-06",32.189999
"650","2013-03-07",32.029999
"651","2013-03-08",31.43
"652","2013-03-11",31.59
"653","2013-03-12",31.32
"654","2013-03-13",31.23
"655","2013-03-14",31.540001
"656","2013-03-15",31.209999
"657","2013-03-18",29.719999
"658","2013-03-19",29.68
"659","2013-03-20",29.950001
"660","2013-03-21",29.5
"661","2013-03-22",29.92
"662","2013-03-25",29.92
"663","2013-03-26",29.85
"664","2013-03-27",29.860001
"665","2013-03-28",30.290001
"666","2013-04-01",28.860001
"667","2013-04-02",28.42
"668","2013-04-03",27.5
"669","2013-04-04",28.200001
"670","2013-04-05",28.549999
"671","2013-04-08",28.9
"672","2013-04-09",29.690001
"673","2013-04-10",30
"674","2013-04-11",29.860001
"675","2013-04-12",29.139999
"676","2013-04-15",27.440001
"677","2013-04-16",28.57
"678","2013-04-17",26.559999
"679","2013-04-18",25.42
"680","2013-04-19",25.290001
"681","2013-04-22",25.77
"682","2013-04-23",26.74
"683","2013-04-24",27.15
"684","2013-04-25",27.469999
"685","2013-04-26",27.33
"686","2013-04-29",27.6
"687","2013-04-30",27.549999
"688","2013-05-01",26.76
"689","2013-05-02",27.24
"690","2013-05-03",28.02
"691","2013-05-06",28.209999
"692","2013-05-07",28.540001
"693","2013-05-08",29.040001
"694","2013-05-09",29.23
"695","2013-05-10",30.219999
"696","2013-05-13",29.68
"697","2013-05-14",30.24
"698","2013-05-15",30.780001
"699","2013-05-16",30.17
"700","2013-05-17",30.200001
"701","2013-05-20",30.17
"702","2013-05-21",30
"703","2013-05-22",29.25
"704","2013-05-23",29.15
"705","2013-05-24",29.65
"706","2013-05-28",30.309999
"707","2013-05-29",30.58
"708","2013-05-30",31.42
"709","2013-05-31",30.85
"710","2013-06-03",30.49
"711","2013-06-04",31.450001
"712","2013-06-05",30.57
"713","2013-06-06",30.1
"714","2013-06-07",30.59
"715","2013-06-10",30.58
"716","2013-06-11",29.73
"717","2013-06-12",29.379999
"718","2013-06-13",30.309999
"719","2013-06-14",30.6
"720","2013-06-17",31.219999
"721","2013-06-18",32.009998
"722","2013-06-19",31.639999
"723","2013-06-20",30.549999
"724","2013-06-21",30.9
"725","2013-06-24",29.15
"726","2013-06-25",29.9
"727","2013-06-26",30.17
"728","2013-06-27",31.120001
"729","2013-06-28",31.02
"730","2013-07-01",31.18
"731","2013-07-02",31.35
"732","2013-07-03",31.639999
"733","2013-07-05",32.349998
"734","2013-07-08",31.389999
"735","2013-07-09",31.67
"736","2013-07-10",31.65
"737","2013-07-11",32.150002
"738","2013-07-12",32.529999
"739","2013-07-15",32.860001
"740","2013-07-16",33.310001
"741","2013-07-17",33.669998
"742","2013-07-18",33.09
"743","2013-07-19",32.689999
"744","2013-07-22",32.959999
"745","2013-07-23",33.880001
"746","2013-07-24",33.52
"747","2013-07-25",33.25
"748","2013-07-26",33.27
"749","2013-07-29",33.139999
"750","2013-07-30",33.130001
"751","2013-07-31",32.650002
"752","2013-08-01",34.830002
"753","2013-08-02",35.77
"754","2013-08-05",35.779999
"755","2013-08-06",35.139999
"756","2013-08-07",35.27
"757","2013-08-08",35.580002
"758","2013-08-09",35.18
"759","2013-08-12",35.939999
"760","2013-08-13",35.799999
"761","2013-08-14",36.009998
"762","2013-08-15",34.900002
"763","2013-08-16",35.439999
"764","2013-08-19",35.389999
"765","2013-08-20",35.529999
"766","2013-08-21",34.779999
"767","2013-08-22",36.07
"768","2013-08-23",36.150002
"769","2013-08-26",36.299999
"770","2013-08-27",35.470001
"771","2013-08-28",37.240002
"772","2013-08-29",37.93
"773","2013-08-30",37.169998
"774","2013-09-03",37.919998
"775","2013-09-04",38.790001
"776","2013-09-05",38.990002
"777","2013-09-06",38.080002
"778","2013-09-09",38.509998
"779","2013-09-10",39.110001
"780","2013-09-11",38.810001
"781","2013-09-12",38.02
"782","2013-09-13",37.650002
"783","2013-09-16",37.740002
"784","2013-09-17",37.790001
"785","2013-09-18",37.68
"786","2013-09-19",37.580002
"787","2013-09-20",38.080002
"788","2013-09-23",37.02
"789","2013-09-24",37.450001
"790","2013-09-25",37.150002
"791","2013-09-26",37.299999
"792","2013-09-27",37.220001
"793","2013-09-30",37.209999
"794","2013-10-01",37.880001
"795","2013-10-02",37.82
"796","2013-10-03",37.860001
"797","2013-10-04",38.669998
"798","2013-10-07",37.900002
"799","2013-10-08",36.580002
"800","2013-10-09",36.630001
"801","2013-10-10",37.330002
"802","2013-10-11",38.18
"803","2013-10-14",38.240002
"804","2013-10-15",37.470001
"805","2013-10-16",37.950001
"806","2013-10-17",37.52
"807","2013-10-18",37.91
"808","2013-10-21",38.290001
"809","2013-10-22",37.290001
"810","2013-10-23",36.029999
"811","2013-10-24",39.580002
"812","2013-10-25",39.900002
"813","2013-10-28",41.02
"814","2013-10-29",41.970001
"815","2013-10-30",41.290001
"816","2013-10-31",42.139999
"817","2013-11-01",42.18
"818","2013-11-04",42.48
"819","2013-11-05",42.439999
"820","2013-11-06",42.09
"821","2013-11-07",40.720001
"822","2013-11-08",41.59
"823","2013-11-11",41.34
"824","2013-11-12",41.220001
"825","2013-11-13",41.68
"826","2013-11-14",41.529999
"827","2013-11-15",41.98
"828","2013-11-18",41.169998
"829","2013-11-19",40.32
"830","2013-11-20",40.450001
"831","2013-11-21",41
"832","2013-11-22",41.060001
"833","2013-11-25",40.450001
"834","2013-11-26",42.48
"835","2013-11-27",42
"836","2013-11-29",42.5
"837","2013-12-02",42.779999
"838","2013-12-03",42.93
"839","2013-12-04",43.450001
"840","2013-12-05",43.860001
"841","2013-12-06",44.23
"842","2013-12-09",43.549999
"843","2013-12-10",42.5
"844","2013-12-11",41.939999
"845","2013-12-12",42.18
"846","2013-12-13",42.509998
"847","2013-12-16",42.84
"848","2013-12-17",43.450001
"849","2013-12-18",43.52
"850","2013-12-19",43.099998
"851","2013-12-20",43.52
"852","2013-12-23",45.200001
"853","2013-12-24",45.080002
"854","2013-12-26",45.099998
"855","2013-12-27",45.32
"856","2013-12-30",45.950001
"857","2013-12-31",45.93
"858","2014-01-02",43.919998
"859","2014-01-03",43.560001
"860","2014-01-06",43.119999
"861","2014-01-07",42.970001
"862","2014-01-08",43.830002
"863","2014-01-09",43.060001
"864","2014-01-10",43
"865","2014-01-13",42.939999
"866","2014-01-14",44.119999
"867","2014-01-15",45.389999
"868","2014-01-16",46
"869","2014-01-17",46.720001
"870","2014-01-21",46.66
"871","2014-01-22",47.849998
"872","2014-01-23",47.849998
"873","2014-01-24",45.580002
"874","2014-01-27",46
"875","2014-01-28",46.689999
"876","2014-01-29",47.259998
"877","2014-01-30",47.849998
"878","2014-01-31",48.349998
"879","2014-02-03",45.82
"880","2014-02-04",47
"881","2014-02-05",47
"882","2014-02-06",49.599998
"883","2014-02-07",52.049999
"884","2014-02-10",52.240002
"885","2014-02-11",52.080002
"886","2014-02-12",52.630001
"887","2014-02-13",53.619999
"888","2014-02-14",55.599998
"889","2014-02-18",56.790001
"890","2014-02-19",56.790001
"891","2014-02-20",56.740002
"892","2014-02-21",56.150002
"893","2014-02-24",55.549999
"894","2014-02-25",56.02
"895","2014-02-26",55.549999
"896","2014-02-27",56.599998
"897","2014-02-28",56.23
"898","2014-03-03",55.91
"899","2014-03-04",57.84
"900","2014-03-05",57.580002
"901","2014-03-06",59.91
"902","2014-03-07",58.560001
"903","2014-03-10",57.139999
"904","2014-03-11",56.810001
"905","2014-03-12",57.529999
"906","2014-03-13",57.349998
"907","2014-03-14",57.619999
"908","2014-03-17",58.41
"909","2014-03-18",58.73
"910","2014-03-19",58.860001
"911","2014-03-20",59.849998
"912","2014-03-21",57.970001
"913","2014-03-24",56.439999
"914","2014-03-25",56.950001
"915","2014-03-26",58.09
"916","2014-03-27",57.259998
"917","2014-03-28",57.66
"918","2014-03-31",58.810001
"919","2014-04-01",60.93
"920","2014-04-02",61.34
"921","2014-04-03",61.91
"922","2014-04-04",57.330002
"923","2014-04-07",55.720001
"924","2014-04-08",58.240002
"925","2014-04-09",59.330002
"926","2014-04-10",57.369999
"927","2014-04-11",56.220001
"928","2014-04-14",56.400002
"929","2014-04-15",57.630001
"930","2014-04-16",57.91
"931","2014-04-17",58.200001
"932","2014-04-21",60.09
"933","2014-04-22",60.619999
"934","2014-04-23",60.52
"935","2014-04-24",62
"936","2014-04-25",58.869999
"937","2014-04-28",58.02
"938","2014-04-29",59.240002
"939","2014-04-30",59.619999
"940","2014-05-01",60.459999
"941","2014-05-02",61.779999
"942","2014-05-05",61.220001
"943","2014-05-06",60.540001
"944","2014-05-07",60.220001
"945","2014-05-08",60.709999
"946","2014-05-09",59.77
"947","2014-05-12",62.619999
"948","2014-05-13",60.709999
"949","2014-05-14",59.540001
"950","2014-05-15",59.650002
"951","2014-05-16",60.25
"952","2014-05-19",60.540001
"953","2014-05-20",60.790001
"954","2014-05-21",60.41
"955","2014-05-22",60.540001
"956","2014-05-23",61.66
"957","2014-05-27",62.41
"958","2014-05-28",61.810001
"959","2014-05-29",62.029999
"960","2014-05-30",62.099998
"961","2014-06-02",62.400002
"962","2014-06-03",62.689999
"963","2014-06-04",62.5
"964","2014-06-05",63.400002
"965","2014-06-06",63.18
"966","2014-06-09",63.700001
"967","2014-06-10",64.400002
"968","2014-06-11",63.68
"969","2014-06-12",62.27
