"","date","PAGP"
"1","2013-10-16",58.666668
"2","2013-10-17",58.799999
"3","2013-10-18",58.400002
"4","2013-10-21",58.133335
"5","2013-10-22",57.360001
"6","2013-10-23",57.466667
"7","2013-10-24",60.133335
"8","2013-10-25",60.799999
"9","2013-10-28",59.573334
"10","2013-10-29",59.599998
"11","2013-10-30",59.413334
"12","2013-10-31",59.439999
"13","2013-11-01",60.506668
"14","2013-11-04",61.759998
"15","2013-11-05",61.093334
"16","2013-11-06",61.733334
"17","2013-11-07",62
"18","2013-11-08",62.053333
"19","2013-11-11",61.119999
"20","2013-11-12",61.093334
"21","2013-11-13",60.906666
"22","2013-11-14",60.933334
"23","2013-11-15",59.946667
"24","2013-11-18",60.080002
"25","2013-11-19",59.253334
"26","2013-11-20",59.706665
"27","2013-11-21",60.48
"28","2013-11-22",61.040001
"29","2013-11-25",61.173332
"30","2013-11-26",61.119999
"31","2013-11-27",62.186668
"32","2013-11-29",62.666668
"33","2013-12-02",62.693333
"34","2013-12-03",63.066666
"35","2013-12-04",63.173332
"36","2013-12-05",63.84
"37","2013-12-06",64.933334
"38","2013-12-09",65.066666
"39","2013-12-10",64.959999
"40","2013-12-11",64.986664
"41","2013-12-12",64.959999
"42","2013-12-13",65.466667
"43","2013-12-16",64.480003
"44","2013-12-17",64.160004
"45","2013-12-18",65.519997
"46","2013-12-19",66.213333
"47","2013-12-20",67.333336
"48","2013-12-23",68.533333
"49","2013-12-24",69.41333
"50","2013-12-26",70.853333
"51","2013-12-27",71.013336
"52","2013-12-30",71.146667
"53","2013-12-31",71.386665
"54","2014-01-02",69.866669
"55","2014-01-03",69.333336
"56","2014-01-06",69.333336
"57","2014-01-07",69.146667
"58","2014-01-08",69.626663
"59","2014-01-09",71.253334
"60","2014-01-10",70.933334
"61","2014-01-13",70.853333
"62","2014-01-14",70.800003
"63","2014-01-15",70.186668
"64","2014-01-16",70.133331
"65","2014-01-17",69.41333
"66","2014-01-21",69.386665
"67","2014-01-22",69.386665
"68","2014-01-23",69.066666
"69","2014-01-24",67.173332
"70","2014-01-27",66.213333
"71","2014-01-28",66.186668
"72","2014-01-29",66.053337
"73","2014-01-30",68
"74","2014-01-31",67.786667
"75","2014-02-03",67.919998
"76","2014-02-04",68.773331
"77","2014-02-05",68.800003
"78","2014-02-06",68.986664
"79","2014-02-07",70.426666
"80","2014-02-10",71.386665
"81","2014-02-11",73.573334
"82","2014-02-12",73.173332
"83","2014-02-13",72.746666
"84","2014-02-14",73.333336
"85","2014-02-18",75.466667
"86","2014-02-19",75.73333
"87","2014-02-20",74.239998
"88","2014-02-21",73.706665
"89","2014-02-24",72.026665
"90","2014-02-25",72.080002
"91","2014-02-26",73.599998
"92","2014-02-27",73.813332
"93","2014-02-28",74.666664
"94","2014-03-03",74.133331
"95","2014-03-04",74.666664
"96","2014-03-05",74.480003
"97","2014-03-06",74.773331
"98","2014-03-07",74.559998
"99","2014-03-10",73.866669
"100","2014-03-11",73.279999
"101","2014-03-12",73.279999
"102","2014-03-13",72.666664
"103","2014-03-14",75.040001
"104","2014-03-17",75.41333
"105","2014-03-18",75.360001
