"","date","CCB"
"1","2018-07-19",16.110001
"2","2018-07-20",15.78
"3","2018-07-23",16
"4","2018-07-24",16
"5","2018-07-25",15.94
"6","2018-07-26",16.139999
"7","2018-07-27",16.48
"8","2018-07-30",16.440001
"9","2018-07-31",16.24
"10","2018-08-01",16.190001
"11","2018-08-02",16.25
"12","2018-08-03",16.17
"13","2018-08-06",15.96
"14","2018-08-07",16
"15","2018-08-08",16.219999
"16","2018-08-09",16.17
"17","2018-08-10",16.129999
"18","2018-08-13",16.139999
"19","2018-08-14",16.129999
"20","2018-08-15",16.139999
"21","2018-08-16",16.139999
"22","2018-08-17",16.139999
"23","2018-08-20",16.139999
"24","2018-08-21",16.129999
"25","2018-08-22",16.139999
"26","2018-08-23",16.1
"27","2018-08-24",16.07
"28","2018-08-27",16.139999
"29","2018-08-28",16.4
"30","2018-08-29",16.34
"31","2018-08-30",16.379999
"32","2018-08-31",16.219999
"33","2018-09-04",16.75
"34","2018-09-05",17.25
"35","2018-09-06",17.74
"36","2018-09-07",17.67
"37","2018-09-10",17.9
"38","2018-09-11",17.950001
"39","2018-09-12",18
"40","2018-09-13",17.290001
"41","2018-09-14",17.5
"42","2018-09-17",16.9
"43","2018-09-18",17.610001
"44","2018-09-19",16.309999
"45","2018-09-20",16.59
"46","2018-09-21",16.549999
"47","2018-09-24",16.84
"48","2018-09-25",16.93
"49","2018-09-26",16.92
"50","2018-09-27",17.25
"51","2018-09-28",17
"52","2018-10-01",17.25
"53","2018-10-02",17.25
"54","2018-10-03",17.34
"55","2018-10-04",17.459999
"56","2018-10-05",17.33
"57","2018-10-08",16.809999
"58","2018-10-09",16.99
"59","2018-10-10",16.82
"60","2018-10-11",16.07
"61","2018-10-12",17
"62","2018-10-15",16.51
"63","2018-10-16",16.16
"64","2018-10-17",16.24
"65","2018-10-18",16.09
"66","2018-10-19",15.79
"67","2018-10-22",15.99
"68","2018-10-23",15.33
"69","2018-10-24",15.25
"70","2018-10-25",15.25
"71","2018-10-26",15.85
"72","2018-10-29",15.7
"73","2018-10-30",15.49
"74","2018-10-31",16.33
"75","2018-11-01",16.200001
"76","2018-11-02",15.69
"77","2018-11-05",16.4
"78","2018-11-06",15.98
"79","2018-11-07",16.120001
"80","2018-11-08",16.049999
"81","2018-11-09",16.040001
"82","2018-11-12",15.21
"83","2018-11-13",15.74
"84","2018-11-14",15.05
"85","2018-11-15",15.35
"86","2018-11-16",15.36
"87","2018-11-19",15.21
"88","2018-11-20",15.25
"89","2018-11-21",15.29
"90","2018-11-23",16
"91","2018-11-26",16.110001
"92","2018-11-27",15.85
"93","2018-11-28",15.74
"94","2018-11-29",15.29
"95","2018-11-30",15.95
"96","2018-12-03",15.46
"97","2018-12-04",15.01
"98","2018-12-06",14.71
"99","2018-12-07",14.92
"100","2018-12-10",14.67
"101","2018-12-11",14.19
"102","2018-12-12",13.99
"103","2018-12-13",13.18
"104","2018-12-14",12.62
"105","2018-12-17",12.5
"106","2018-12-18",12.65
"107","2018-12-19",12.82
"108","2018-12-20",12.51
"109","2018-12-21",13.14
"110","2018-12-24",13.45
"111","2018-12-26",14.29
"112","2018-12-27",14.78
"113","2018-12-28",15.41
"114","2018-12-31",15.23
"115","2019-01-02",15
"116","2019-01-03",14.99
"117","2019-01-04",15
"118","2019-01-07",15.49
"119","2019-01-08",15.44
"120","2019-01-09",15.42
"121","2019-01-10",15.17
"122","2019-01-11",15.13
"123","2019-01-14",14.76
"124","2019-01-15",15.22
"125","2019-01-16",15.01
"126","2019-01-17",15.22
"127","2019-01-18",14.94
"128","2019-01-22",14.91
"129","2019-01-23",15.28
"130","2019-01-24",15.21
"131","2019-01-25",15.01
"132","2019-01-28",15.34
"133","2019-01-29",15.35
"134","2019-01-30",14.83
"135","2019-01-31",14.87
"136","2019-02-01",15.07
"137","2019-02-04",15.27
"138","2019-02-05",15.5
"139","2019-02-06",15.5
"140","2019-02-07",15.1
"141","2019-02-08",15.4
"142","2019-02-11",15.48
"143","2019-02-12",15.65
"144","2019-02-13",15.84
"145","2019-02-14",15.58
"146","2019-02-15",16.23
"147","2019-02-19",16.690001
"148","2019-02-20",16.26
"149","2019-02-21",16.440001
"150","2019-02-22",16.75
"151","2019-02-25",16.66
"152","2019-02-26",16.49
"153","2019-02-27",16.299999
"154","2019-02-28",16.35
"155","2019-03-01",17
"156","2019-03-04",16.860001
"157","2019-03-05",16.950001
"158","2019-03-06",16.99
"159","2019-03-07",16.75
"160","2019-03-08",16.870001
"161","2019-03-11",17.049999
"162","2019-03-12",16.700001
"163","2019-03-13",16.440001
"164","2019-03-14",15.61
"165","2019-03-15",15.59
"166","2019-03-18",15.5
"167","2019-03-19",16.09
"168","2019-03-20",16.379999
"169","2019-03-21",16.360001
"170","2019-03-22",15.41
"171","2019-03-25",15.28
"172","2019-03-26",16.1
"173","2019-03-27",15.91
"174","2019-03-28",16.27
"175","2019-03-29",16.99
"176","2019-04-01",17.030001
"177","2019-04-02",17.040001
"178","2019-04-03",17
"179","2019-04-04",16.889999
"180","2019-04-05",17
"181","2019-04-08",17
"182","2019-04-09",16.77
"183","2019-04-10",16.98
"184","2019-04-11",16.65
"185","2019-04-12",16.389999
"186","2019-04-15",16.1
"187","2019-04-16",16.01
"188","2019-04-17",16.1
"189","2019-04-18",16.190001
"190","2019-04-22",15.92
"191","2019-04-23",15.95
"192","2019-04-24",15.76
"193","2019-04-25",16.26
"194","2019-04-26",16.280001
"195","2019-04-29",16.5
"196","2019-04-30",15.95
"197","2019-05-01",16.129999
"198","2019-05-02",16.360001
"199","2019-05-03",16.49
"200","2019-05-06",16.700001
"201","2019-05-07",16.73
"202","2019-05-08",16.6
"203","2019-05-09",16.940001
"204","2019-05-10",16.98
"205","2019-05-13",16.620001
"206","2019-05-14",16.969999
"207","2019-05-15",16.870001
"208","2019-05-16",16.83
"209","2019-05-17",16.57
"210","2019-05-20",16.450001
"211","2019-05-21",16.389999
"212","2019-05-22",15.84
"213","2019-05-23",15.66
"214","2019-05-24",16
"215","2019-05-28",16.02
"216","2019-05-29",16.049999
"217","2019-05-30",16.09
"218","2019-05-31",16.059999
"219","2019-06-03",16.58
"220","2019-06-04",16.59
"221","2019-06-05",16.09
"222","2019-06-06",16.139999
"223","2019-06-07",16.129999
"224","2019-06-10",16.6
"225","2019-06-11",16.99
"226","2019-06-12",16.549999
"227","2019-06-13",15.89
"228","2019-06-14",15.54
"229","2019-06-17",15.6
"230","2019-06-18",15.37
"231","2019-06-19",15.87
"232","2019-06-20",15.89
"233","2019-06-21",15.4
"234","2019-06-24",15.31
"235","2019-06-25",15.27
"236","2019-06-26",15.35
"237","2019-06-27",15.28
"238","2019-06-28",15.47
"239","2019-07-01",15.17
"240","2019-07-02",15.02
"241","2019-07-03",15.35
"242","2019-07-05",15.35
"243","2019-07-08",15.22
"244","2019-07-09",15.26
"245","2019-07-10",15.13
"246","2019-07-11",15.08
"247","2019-07-12",15.86
"248","2019-07-15",15.14
"249","2019-07-16",15.3
"250","2019-07-17",15.03
"251","2019-07-18",15
"252","2019-07-19",15.11
"253","2019-07-22",15.35
"254","2019-07-23",15.21
"255","2019-07-24",15.35
