"","date","CBD"
"1","2007-01-03",17.165001
"2","2007-01-04",17.09
"3","2007-01-05",16.475
"4","2007-01-08",16.690001
"5","2007-01-09",16.025
"6","2007-01-10",16.290001
"7","2007-01-11",16.67
"8","2007-01-12",16.545
"9","2007-01-16",16.535
"10","2007-01-17",16.52
"11","2007-01-18",16.245001
"12","2007-01-19",16.245001
"13","2007-01-22",16.424999
"14","2007-01-23",16.235001
"15","2007-01-24",16.245001
"16","2007-01-25",16.184999
"17","2007-01-26",15.975
"18","2007-01-29",15.715
"19","2007-01-30",16.075001
"20","2007-01-31",16.475
"21","2007-02-01",16.834999
"22","2007-02-02",16.49
"23","2007-02-05",16.68
"24","2007-02-06",16.535
"25","2007-02-07",16.440001
"26","2007-02-08",16.26
"27","2007-02-09",16.014999
"28","2007-02-12",15.55
"29","2007-02-13",15.895
"30","2007-02-14",16.200001
"31","2007-02-15",15.93
"32","2007-02-16",15.77
"33","2007-02-20",15.865
"34","2007-02-21",15.85
"35","2007-02-22",15.9
"36","2007-02-23",15.93
"37","2007-02-26",15.945
"38","2007-02-27",14.62
"39","2007-02-28",14.915
"40","2007-03-01",14.77
"41","2007-03-02",14.255
"42","2007-03-05",13.915
"43","2007-03-06",14.295
"44","2007-03-07",14.23
"45","2007-03-08",14.495
"46","2007-03-09",14.65
"47","2007-03-12",14.59
"48","2007-03-13",14
"49","2007-03-14",14.025
"50","2007-03-15",14.25
"51","2007-03-16",14.31
"52","2007-03-19",14.59
"53","2007-03-20",14.79
"54","2007-03-21",15
"55","2007-03-22",15
"56","2007-03-23",14.87
"57","2007-03-26",14.765
"58","2007-03-27",14.55
"59","2007-03-28",14.37
"60","2007-03-29",14.675
"61","2007-03-30",14.445
"62","2007-04-02",14.435
"63","2007-04-03",14.97
"64","2007-04-04",15.455
"65","2007-04-05",15.805
"66","2007-04-09",15.835
"67","2007-04-10",15.95
"68","2007-04-11",15.525
"69","2007-04-12",15.825
"70","2007-04-13",16.225
"71","2007-04-16",16.58
"72","2007-04-17",16.635
"73","2007-04-18",16.799999
"74","2007-04-19",16.700001
"75","2007-04-20",16.67
"76","2007-04-23",16.625
"77","2007-04-24",16.535
"78","2007-04-25",16.555
"79","2007-04-26",16.245001
"80","2007-04-27",16.084999
"81","2007-04-30",15.93
"82","2007-05-01",16.145
"83","2007-05-02",16.129999
"84","2007-05-03",16.275
"85","2007-05-04",16.445
"86","2007-05-07",16.190001
"87","2007-05-08",16.184999
"88","2007-05-09",16.344999
"89","2007-05-10",15.99
"90","2007-05-11",16.57
"91","2007-05-14",16.5
"92","2007-05-15",15.975
"93","2007-05-16",16.665001
"94","2007-05-17",16.549999
"95","2007-05-18",16.42
"96","2007-05-21",16.445
"97","2007-05-22",16.385
"98","2007-05-23",16.025
"99","2007-05-24",15.635
"100","2007-05-25",16.254999
"101","2007-05-29",16.5
"102","2007-05-30",16.67
"103","2007-05-31",16.860001
"104","2007-06-01",17.635
"105","2007-06-04",17.485001
"106","2007-06-05",17.084999
"107","2007-06-06",17.049999
"108","2007-06-07",16.705
"109","2007-06-08",17.344999
"110","2007-06-11",17.790001
"111","2007-06-12",17.855
"112","2007-06-13",18.540001
"113","2007-06-14",19.605
"114","2007-06-15",20.084999
"115","2007-06-18",19.975
"116","2007-06-19",19.875
"117","2007-06-20",19.290001
"118","2007-06-21",19.530001
"119","2007-06-22",18.865
"120","2007-06-25",18.889999
"121","2007-06-26",18.700001
"122","2007-06-27",18.98
"123","2007-06-28",19.65
"124","2007-06-29",19.325001
"125","2007-07-02",19.424999
"126","2007-07-03",19.540001
"127","2007-07-05",19.514999
"128","2007-07-06",20.040001
"129","2007-07-09",19.93
"130","2007-07-10",19.52
"131","2007-07-11",19.834999
"132","2007-07-12",21.014999
"133","2007-07-13",21.885
"134","2007-07-16",21.415001
"135","2007-07-17",21.68
"136","2007-07-18",21.635
"137","2007-07-19",21.844999
"138","2007-07-20",20.969999
"139","2007-07-23",21.26
"140","2007-07-24",20.055
"141","2007-07-25",19.84
"142","2007-07-26",18.584999
"143","2007-07-27",18.18
"144","2007-07-30",18.91
"145","2007-07-31",18.59
"146","2007-08-01",18.665001
"147","2007-08-02",18.934999
"148","2007-08-03",17.705
"149","2007-08-06",18.030001
"150","2007-08-07",18.225
"151","2007-08-08",18.75
"152","2007-08-09",18.245001
"153","2007-08-10",18.205
"154","2007-08-13",17.695
"155","2007-08-14",16.75
"156","2007-08-15",15.05
"157","2007-08-16",13.75
"158","2007-08-17",14.575
"159","2007-08-20",14.35
"160","2007-08-21",14.25
"161","2007-08-22",15.16
"162","2007-08-23",15.2
"163","2007-08-24",16.295
"164","2007-08-27",16.025
"165","2007-08-28",15.095
"166","2007-08-29",15.88
"167","2007-08-30",15.57
"168","2007-08-31",16.065001
"169","2007-09-04",15.775
"170","2007-09-05",15.085
"171","2007-09-06",15.12
"172","2007-09-07",14.605
"173","2007-09-10",14.61
"174","2007-09-11",14.755
"175","2007-09-12",14.545
"176","2007-09-13",15
"177","2007-09-14",14.915
"178","2007-09-17",14.43
"179","2007-09-18",14.95
"180","2007-09-19",15
"181","2007-09-20",14.61
"182","2007-09-21",15.05
"183","2007-09-24",15.24
"184","2007-09-25",15.33
"185","2007-09-26",15.445
"186","2007-09-27",15.43
"187","2007-09-28",15.16
"188","2007-10-01",15.535
"189","2007-10-02",15.325
"190","2007-10-03",15.13
"191","2007-10-04",14.865
"192","2007-10-05",15.085
"193","2007-10-08",15.695
"194","2007-10-09",16.219999
"195","2007-10-10",16.690001
"196","2007-10-11",16.594999
"197","2007-10-12",16.934999
"198","2007-10-15",16.5
"199","2007-10-16",16.16
"200","2007-10-17",15.735
"201","2007-10-18",16.139999
"202","2007-10-19",15.29
"203","2007-10-22",15.4
"204","2007-10-23",15.7
"205","2007-10-24",15.545
"206","2007-10-25",15.12
"207","2007-10-26",15.45
"208","2007-10-29",15.67
"209","2007-10-30",15.74
"210","2007-10-31",16.09
"211","2007-11-01",15.63
"212","2007-11-02",15.72
"213","2007-11-05",16.155001
"214","2007-11-06",17.25
"215","2007-11-07",16.754999
"216","2007-11-08",16.575001
"217","2007-11-09",16.705
"218","2007-11-12",15.45
"219","2007-11-13",17.445
"220","2007-11-14",16.85
"221","2007-11-15",16.655001
"222","2007-11-16",17.25
"223","2007-11-19",16.684999
"224","2007-11-20",16.959999
"225","2007-11-21",15.825
"226","2007-11-23",15.7
"227","2007-11-26",14.915
"228","2007-11-27",15.155
"229","2007-11-28",16.254999
"230","2007-11-29",16.469999
"231","2007-11-30",16.51
"232","2007-12-03",16.674999
"233","2007-12-04",16.549999
"234","2007-12-05",17.219999
"235","2007-12-06",17.635
"236","2007-12-07",18.690001
"237","2007-12-10",18.754999
"238","2007-12-11",18.795
"239","2007-12-12",19.84
