"","date","SPLK"
"1","2012-04-19",35.48
"2","2012-04-20",36.200001
"3","2012-04-23",35.93
"4","2012-04-24",35.799999
"5","2012-04-25",34.720001
"6","2012-04-26",35.110001
"7","2012-04-27",35.060001
"8","2012-04-30",33.950001
"9","2012-05-01",35.91
"10","2012-05-02",35.279999
"11","2012-05-03",32.68
"12","2012-05-04",32.07
"13","2012-05-07",32.93
"14","2012-05-08",32.75
"15","2012-05-09",32.860001
"16","2012-05-10",31.790001
"17","2012-05-11",31.360001
"18","2012-05-14",31.02
"19","2012-05-15",31.620001
"20","2012-05-16",30.969999
"21","2012-05-17",30.620001
"22","2012-05-18",29.059999
"23","2012-05-21",30.02
"24","2012-05-22",31.629999
"25","2012-05-23",34.889999
"26","2012-05-24",34.59
"27","2012-05-25",35.93
"28","2012-05-29",36.380001
"29","2012-05-30",34.299999
"30","2012-05-31",32.560001
"31","2012-06-01",27.24
"32","2012-06-04",27
"33","2012-06-05",28.59
"34","2012-06-06",30.15
"35","2012-06-07",29.77
"36","2012-06-08",32.009998
"37","2012-06-11",30.01
"38","2012-06-12",30.43
"39","2012-06-13",30.75
"40","2012-06-14",31.66
"41","2012-06-15",32.73
"42","2012-06-18",32.130001
"43","2012-06-19",31.959999
"44","2012-06-20",31.68
"45","2012-06-21",29.540001
"46","2012-06-22",29.27
"47","2012-06-25",28.26
"48","2012-06-26",27.780001
"49","2012-06-27",28
"50","2012-06-28",26.49
"51","2012-06-29",28.1
"52","2012-07-02",29.129999
"53","2012-07-03",29.040001
"54","2012-07-05",29.860001
"55","2012-07-06",29.629999
"56","2012-07-09",28.07
"57","2012-07-10",26.83
"58","2012-07-11",26.59
"59","2012-07-12",27.1
"60","2012-07-13",28.190001
"61","2012-07-16",28.43
"62","2012-07-17",27.969999
"63","2012-07-18",28.92
"64","2012-07-19",29.190001
"65","2012-07-20",28.549999
"66","2012-07-23",28.059999
"67","2012-07-24",27.959999
"68","2012-07-25",28.25
"69","2012-07-26",28.370001
"70","2012-07-27",29.27
"71","2012-07-30",28.75
"72","2012-07-31",29.4
"73","2012-08-01",28.950001
"74","2012-08-02",28.280001
"75","2012-08-03",27.940001
"76","2012-08-06",29.16
"77","2012-08-07",30.51
"78","2012-08-08",30.16
"79","2012-08-09",30.52
"80","2012-08-10",30.18
"81","2012-08-13",29.85
"82","2012-08-14",29.68
"83","2012-08-15",29.290001
"84","2012-08-16",30.66
"85","2012-08-17",30.9
"86","2012-08-20",31.440001
"87","2012-08-21",30.75
"88","2012-08-22",30.6
"89","2012-08-23",30.93
"90","2012-08-24",30.860001
"91","2012-08-27",31.030001
"92","2012-08-28",31
"93","2012-08-29",30.84
"94","2012-08-30",30.5
"95","2012-08-31",34.400002
"96","2012-09-04",35.380001
"97","2012-09-05",37.02
"98","2012-09-06",37.23
"99","2012-09-07",38.290001
"100","2012-09-10",36.98
"101","2012-09-11",36.490002
"102","2012-09-12",36.880001
"103","2012-09-13",37.810001
"104","2012-09-14",39.080002
"105","2012-09-17",38.349998
"106","2012-09-18",37.66
"107","2012-09-19",37.860001
"108","2012-09-20",36.75
"109","2012-09-21",37.139999
"110","2012-09-24",36.259998
"111","2012-09-25",36.790001
"112","2012-09-26",35.93
"113","2012-09-27",37.73
"114","2012-09-28",36.720001
"115","2012-10-01",35.93
"116","2012-10-02",35.369999
"117","2012-10-03",36.049999
"118","2012-10-04",34.939999
"119","2012-10-05",33.029999
"120","2012-10-08",32.700001
"121","2012-10-09",32.360001
"122","2012-10-10",31.07
"123","2012-10-11",31.52
"124","2012-10-12",31.309999
"125","2012-10-15",32.23
"126","2012-10-16",32
"127","2012-10-17",31.219999
"128","2012-10-18",31.17
"129","2012-10-19",31.51
"130","2012-10-22",30.49
"131","2012-10-23",30.559999
"132","2012-10-24",30.389999
