"","date","ENSG"
"1","2007-11-09",4.118446
"2","2007-11-12",4.115894
"3","2007-11-13",4.248583
"4","2007-11-14",4.235824
"5","2007-11-15",4.18479
"6","2007-11-16",4.205204
"7","2007-11-19",4.164377
"8","2007-11-20",4.143963
"9","2007-11-21",4.098032
"10","2007-11-23",4.103136
"11","2007-11-26",4.108239
"12","2007-11-27",4.105688
"13","2007-11-28",4.108239
"14","2007-11-29",4.159273
"15","2007-11-30",4.210307
"16","2007-12-03",4.210307
"17","2007-12-04",4.210307
"18","2007-12-05",4.120997
"19","2007-12-06",4.126101
"20","2007-12-07",4.098032
"21","2007-12-10",4.133756
"22","2007-12-11",4.09548
"23","2007-12-12",4.018929
"24","2007-12-13",3.893896
"25","2007-12-14",3.980654
"26","2007-12-17",3.985757
"27","2007-12-18",3.70507
"28","2007-12-19",3.580037
"29","2007-12-20",3.381004
"30","2007-12-21",3.087559
"31","2007-12-24",3.679553
"32","2007-12-26",3.776518
"33","2007-12-27",3.562175
"34","2007-12-28",3.605554
"35","2007-12-31",3.67445
"36","2008-01-02",3.508589
"37","2008-01-03",3.227902
"38","2008-01-04",2.806871
"39","2008-01-07",2.906388
"40","2008-01-08",2.837492
"41","2008-01-09",2.875767
"42","2008-01-10",2.860457
"43","2008-01-11",2.748182
"44","2008-01-14",2.80432
"45","2008-01-15",2.6997
"46","2008-01-16",2.73032
"47","2008-01-17",2.753286
"48","2008-01-18",2.796665
"49","2008-01-22",2.814527
"50","2008-01-23",2.722665
"51","2008-01-24",2.712458
"52","2008-01-25",2.674183
"53","2008-01-28",2.692045
"54","2008-01-29",2.692045
"55","2008-01-30",2.641011
"56","2008-01-31",2.503219
"57","2008-02-01",2.498116
"58","2008-02-04",2.597632
"59","2008-02-05",2.515977
"60","2008-02-06",2.510874
"61","2008-02-07",2.546598
"62","2008-02-08",2.561908
"63","2008-02-11",2.513426
"64","2008-02-12",2.546598
"65","2008-02-13",2.54915
"66","2008-02-14",2.487909
"67","2008-02-15",2.319496
"68","2008-02-19",2.278669
"69","2008-02-20",2.322048
"70","2008-02-21",2.365427
"71","2008-02-22",2.304186
"72","2008-02-25",2.367979
"73","2008-02-26",2.332255
"74","2008-02-27",2.316945
"75","2008-02-28",2.250601
"76","2008-02-29",2.209773
"77","2008-03-03",2.074533
"78","2008-03-04",2.041361
"79","2008-03-05",2.033706
"80","2008-03-06",1.918879
"81","2008-03-07",2.207222
"82","2008-03-10",2.286324
"83","2008-03-11",2.569563
"84","2008-03-12",2.692045
"85","2008-03-13",2.755837
"86","2008-03-14",2.681838
"87","2008-03-17",2.403703
"88","2008-03-18",2.424116
"89","2008-03-19",2.373082
"90","2008-03-20",2.304186
"91","2008-03-24",2.334807
"92","2008-03-25",2.337358
"93","2008-03-26",2.334807
"94","2008-03-27",2.23529
"95","2008-03-28",2.265911
"96","2008-03-31",2.365427
"97","2008-04-01",2.419013
"98","2008-04-02",2.398599
"99","2008-04-03",2.398599
"100","2008-04-04",2.411358
"101","2008-04-07",2.360324
"102","2008-04-08",2.367979
"103","2008-04-09",2.360324
"104","2008-04-10",2.495564
"105","2008-04-11",2.367979
"106","2008-04-14",2.393496
"107","2008-04-15",2.365427
"108","2008-04-16",2.403703
"109","2008-04-17",2.378186
"110","2008-04-18",2.567012
"111","2008-04-21",2.528736
"112","2008-04-22",2.477702
"113","2008-04-23",2.503219
"114","2008-04-24",2.526184
"115","2008-04-25",2.600184
"116","2008-04-28",2.582322
"117","2008-04-29",2.464943
"118","2008-04-30",2.452185
"119","2008-05-01",2.47515
"120","2008-05-02",2.45984
"121","2008-05-05",2.449633
"122","2008-05-06",2.304186
"123","2008-05-07",2.21998
"124","2008-05-08",2.360324
"125","2008-05-09",2.434323
"126","2008-05-12",2.424116
"127","2008-05-13",2.385841
"128","2008-05-14",2.470047
"129","2008-05-15",2.485357
"130","2008-05-16",2.426668
"131","2008-05-19",2.447082
"132","2008-05-20",2.464943
"133","2008-05-21",2.508322
"134","2008-05-22",2.671631
"135","2008-05-23",2.589977
"136","2008-05-27",2.709907
"137","2008-05-28",2.743079
"138","2008-05-29",2.702252
"139","2008-05-30",2.656321
"140","2008-06-02",2.773699
"141","2008-06-03",2.809423
"142","2008-06-04",2.832388
"143","2008-06-05",2.896181
"144","2008-06-06",2.870664
"145","2008-06-09",2.921698
"146","2008-06-10",3.018663
"147","2008-06-11",2.967629
"148","2008-06-12",2.975284
"149","2008-06-13",2.982939
"150","2008-06-16",3.100317
"151","2008-06-17",3.023766
"152","2008-06-18",2.959974
"153","2008-06-19",2.921698
"154","2008-06-20",2.901284
"155","2008-06-23",2.83494
"156","2008-06-24",2.888526
"157","2008-06-25",2.857905
"158","2008-06-26",2.814527
"159","2008-06-27",2.929353
"160","2008-06-30",2.934457
"161","2008-07-01",2.97018
"162","2008-07-02",2.847699
"163","2008-07-03",2.875767
"164","2008-07-07",2.842595
"165","2008-07-08",2.990594
"166","2008-07-09",2.888526
"167","2008-07-10",2.944663
"168","2008-07-11",2.972732
"169","2008-07-14",2.852802
"170","2008-07-15",2.903836
"171","2008-07-16",2.95487
"172","2008-07-17",2.965077
"173","2008-07-18",2.937008
"174","2008-07-21",2.998249
"175","2008-07-22",3.064593
"176","2008-07-23",3.054386
"177","2008-07-24",3.125834
"178","2008-07-25",3.240661
"179","2008-07-28",3.227902
"180","2008-07-29",3.296798
"181","2008-07-30",3.319763
"182","2008-07-31",3.062042
"183","2008-08-01",3.301902
"184","2008-08-04",3.212592
"185","2008-08-05",3.322315
"186","2008-08-06",3.342729
"187","2008-08-07",3.835207
"188","2008-08-08",3.827552
"189","2008-08-11",3.91431
"190","2008-08-12",4.092929
"191","2008-08-13",4.261341
"192","2008-08-14",4.243479
"193","2008-08-15",4.189894
"194","2008-08-18",4.164377
"195","2008-08-19",3.888793
"196","2008-08-20",3.837759
"197","2008-08-21",3.967896
"198","2008-08-22",4.057205
"199","2008-08-25",4.04955
"200","2008-08-26",4.131205
"201","2008-08-27",4.09548
"202","2008-08-28",4.286858
"203","2008-08-29",4.246031
"204","2008-09-02",4.2741
"205","2008-09-03",4.2741
"206","2008-09-04",4.261341
"207","2008-09-05",4.156722
"208","2008-09-08",4.261341
"209","2008-09-09",4.238376
"210","2008-09-10",4.309824
"211","2008-09-11",4.302168
"212","2008-09-12",4.32003
"213","2008-09-15",4.18479
"214","2008-09-16",4.197549
"215","2008-09-17",4.069963
"216","2008-09-18",4.286858
"217","2008-09-19",4.687475
"218","2008-09-22",4.33534
"219","2008-09-23",4.03424
"220","2008-09-24",3.784173
"221","2008-09-25",4.006171
"222","2008-09-26",4.322582
"223","2008-09-29",4.092929
"224","2008-09-30",4.360857
"225","2008-10-01",4.404236
"226","2008-10-02",3.965344
"227","2008-10-03",4.044446
"228","2008-10-06",3.814793
"229","2008-10-07",3.526451
"230","2008-10-08",3.638726
"231","2008-10-09",3.521348
"232","2008-10-10",3.360591
"233","2008-10-13",3.860724
"234","2008-10-14",3.77907
"235","2008-10-15",3.641278
"236","2008-10-16",3.648933
"237","2008-10-17",3.842862
"238","2008-10-20",4.069963
"239","2008-10-21",4.225617
"240","2008-10-22",4.233273
"241","2008-10-23",4.332789
"242","2008-10-24",3.993412
"243","2008-10-27",3.467762
"244","2008-10-28",3.55452
"245","2008-10-29",3.79438
"246","2008-10-30",4.031688
"247","2008-10-31",4.182239
"248","2008-11-03",4.669613
"249","2008-11-04",4.411891
"250","2008-11-05",4.06486
"251","2008-11-06",3.608106
"252","2008-11-07",3.858172
"253","2008-11-10",3.720381
"254","2008-11-11",3.549417
"255","2008-11-12",3.40397
"256","2008-11-13",3.623416
"257","2008-11-14",3.597899
"258","2008-11-17",3.766311
"259","2008-11-18",3.483072
"260","2008-11-19",3.284039
"261","2008-11-20",3.192178
"262","2008-11-21",3.447348
"263","2008-11-24",3.432038
"264","2008-11-25",3.363142
"265","2008-11-26",3.669347
"266","2008-11-28",3.730587
"267","2008-12-01",3.962792
"268","2008-12-02",4.363409
"269","2008-12-03",4.327685
