"","date","OPGN"
"1064","2019-07-25",6.94
"1065","2019-07-26",7.36
"1066","2019-07-29",7.18
"1067","2019-07-30",6.9
"1068","2019-07-31",7
"1069","2019-08-01",6.26
"1070","2019-08-02",6.34
"1071","2019-08-05",6.6
"1072","2019-08-06",6.22
"1073","2019-08-07",6.5
"1074","2019-08-08",4.9
"1075","2019-08-09",5.46
"1076","2019-08-12",5.76
"1077","2019-08-13",5.4
"1078","2019-08-14",5.44
"1079","2019-08-15",5.36
"1080","2019-08-16",5.28
"1081","2019-08-19",5.14
"1082","2019-08-20",5.48
"1083","2019-08-21",5.4
"1084","2019-08-22",5.7
"1085","2019-08-23",5.74
"1086","2019-08-26",5.3
"1087","2019-08-27",4.98
"1088","2019-08-28",5.6
"1089","2019-08-29",6.18
"1090","2019-08-30",7.3
"1091","2019-09-03",6.52
"1092","2019-09-04",8.02
"1093","2019-09-05",7.68
"1094","2019-09-06",7
"1095","2019-09-09",6.64
"1096","2019-09-10",6.29
"1097","2019-09-11",7.18
"1098","2019-09-12",6.59
"1099","2019-09-13",8
"1100","2019-09-16",7.09
"1101","2019-09-17",7.06
"1102","2019-09-18",6.91
"1103","2019-09-19",6.7
"1104","2019-09-20",6.88
"1105","2019-09-23",7.3
"1106","2019-09-24",7.64
"1107","2019-09-25",7.252
"1108","2019-09-26",6.89
"1109","2019-09-27",7.24
"1110","2019-09-30",7.08
"1111","2019-10-01",7.02
"1112","2019-10-02",6.84
"1113","2019-10-03",7.07
"1114","2019-10-04",6.9
"1115","2019-10-07",6.69
"1116","2019-10-08",6.63
"1117","2019-10-09",6.547
"1118","2019-10-10",6.52
"1119","2019-10-11",6.77
"1120","2019-10-14",7.185
"1121","2019-10-15",6.2
"1122","2019-10-16",5.99
"1123","2019-10-17",5.83
"1124","2019-10-18",6.315
"1125","2019-10-21",6.25
"1126","2019-10-22",5.9
"1127","2019-10-23",3.66
"1128","2019-10-24",1.64
"1129","2019-10-25",1.545
"1130","2019-10-28",1.61
"1131","2019-10-29",1.485
"1132","2019-10-30",1.36
"1133","2019-10-31",1.32
"1134","2019-11-01",1.36
"1135","2019-11-04",1.36
"1136","2019-11-05",1.27
"1137","2019-11-06",1.32
"1138","2019-11-07",1.32
"1139","2019-11-08",1.26
"1140","2019-11-11",1.32
"1141","2019-11-12",1.23
"1142","2019-11-13",1.12
"1143","2019-11-14",1.03
"1144","2019-11-15",1.07
"1145","2019-11-18",1.105
"1146","2019-11-19",1.06
"1147","2019-11-20",1.02
"1148","2019-11-21",1.04
"1149","2019-11-22",1.27
"1150","2019-11-25",1.24
"1151","2019-11-26",1.15
"1152","2019-11-27",1.22
"1153","2019-11-29",1.21
"1154","2019-12-02",1.25
"1155","2019-12-03",1.23
"1156","2019-12-04",1.26
"1157","2019-12-05",1.19
"1158","2019-12-06",1.17
"1159","2019-12-09",1.17
"1160","2019-12-10",1.14
"1161","2019-12-11",1.17
"1162","2019-12-12",1.177
"1163","2019-12-13",1.23
"1164","2019-12-16",1.19
"1165","2019-12-17",1.32
"1166","2019-12-18",1.4
"1167","2019-12-19",1.4
"1168","2019-12-20",1.44
"1169","2019-12-23",1.393
"1170","2019-12-24",1.33
"1171","2019-12-26",1.32
"1172","2019-12-27",1.31
"1173","2019-12-30",1.175
"1174","2019-12-31",1.13
"1175","2020-01-02",1.157
"1176","2020-01-03",1.14
"1177","2020-01-06",1.27
"1178","2020-01-07",1.23
"1179","2020-01-08",1.32
"1180","2020-01-09",1.3
"1181","2020-01-10",1.36
"1182","2020-01-13",1.52
"1183","2020-01-14",1.62
"1184","2020-01-15",1.56
"1185","2020-01-16",1.65
"1186","2020-01-17",1.91
"1187","2020-01-21",1.76
"1188","2020-01-22",1.7
"1189","2020-01-23",1.54
"1190","2020-01-24",1.71
"1191","2020-01-27",1.67
"1192","2020-01-28",1.5
"1193","2020-01-29",1.42
"1194","2020-01-30",1.52
"1195","2020-01-31",1.57
"1196","2020-02-03",2.27
"1197","2020-02-04",1.8
"1198","2020-02-05",1.91
"1199","2020-02-06",1.72
"1200","2020-02-07",1.82
"1201","2020-02-10",1.76
"1202","2020-02-11",1.78
"1203","2020-02-12",1.7
"1204","2020-02-13",1.67
"1205","2020-02-14",1.63
"1206","2020-02-18",1.7
"1207","2020-02-19",1.75
"1208","2020-02-20",1.7
"1209","2020-02-21",1.62
"1210","2020-02-24",1.64
"1211","2020-02-25",1.49
"1212","2020-02-26",1.486
"1213","2020-02-27",2.04
"1214","2020-02-28",3.39
"1215","2020-03-02",3.41
"1216","2020-03-03",3.92
"1217","2020-03-04",3.21
"1218","2020-03-05",3.15
"1219","2020-03-06",3.04
"1220","2020-03-09",2.68
"1221","2020-03-10",2.28
"1222","2020-03-11",2.07
"1223","2020-03-12",1.91
"1224","2020-03-13",2.01
"1225","2020-03-16",4.04
"1226","2020-03-17",3.19
"1227","2020-03-18",2.66
"1228","2020-03-19",2.855
"1229","2020-03-20",2.98
"1230","2020-03-23",3.13
"1231","2020-03-24",2.99
"1232","2020-03-25",2.72
"1233","2020-03-26",2.76
"1234","2020-03-27",2.94
"1235","2020-03-30",2.7
"1236","2020-03-31",2.55
"1237","2020-04-01",2.39
"1238","2020-04-02",2.57
"1239","2020-04-03",2.48
"1240","2020-04-06",2.32
"1241","2020-04-07",2.16
"1242","2020-04-08",2.21
"1243","2020-04-09",2.19
"1244","2020-04-13",2.39
"1245","2020-04-14",2.34
"1246","2020-04-15",2.3
"1247","2020-04-16",2.59
"1248","2020-04-17",2.44
"1249","2020-04-20",2.3
"1250","2020-04-21",2.25
"1251","2020-04-22",2.21
"1252","2020-04-23",2.15
"1253","2020-04-24",2.21
"1254","2020-04-27",2.39
"1255","2020-04-28",2.31
"1256","2020-04-29",2.28
"1257","2020-04-30",2.29
"1258","2020-05-01",2.22
"1259","2020-05-04",2.31
"1260","2020-05-05",2.31
"1261","2020-05-06",2.25
"1262","2020-05-07",2.24
"1263","2020-05-08",2.04
"1264","2020-05-11",2.08
"1265","2020-05-12",2.03
"1266","2020-05-13",1.94
"1267","2020-05-14",2.06
"1268","2020-05-15",1.97
"1269","2020-05-18",1.96
"1270","2020-05-19",2.08
"1271","2020-05-20",2.01
"1272","2020-05-21",1.93
"1273","2020-05-22",2.04
"1274","2020-05-26",2.1
"1275","2020-05-27",1.99
"1276","2020-05-28",1.99
"1277","2020-05-29",1.94
"1278","2020-06-01",1.97
"1279","2020-06-02",1.97
"1280","2020-06-03",1.98
"1281","2020-06-04",1.95
"1282","2020-06-05",1.95
"1283","2020-06-08",1.99
"1284","2020-06-09",2.22
"1285","2020-06-10",2.08
"1286","2020-06-11",1.88
"1287","2020-06-12",2
"1288","2020-06-15",2
"1289","2020-06-16",2
"1290","2020-06-17",2.03
"1291","2020-06-18",2.01
"1292","2020-06-19",2.06
"1293","2020-06-22",2.03
"1294","2020-06-23",1.99
"1295","2020-06-24",1.99
"1296","2020-06-25",2.01
"1297","2020-06-26",2.11
"1298","2020-06-29",2.04
"1299","2020-06-30",2.04
"1300","2020-07-01",2.11
"1301","2020-07-02",2.07
"1302","2020-07-06",2.05
"1303","2020-07-07",2.07
"1304","2020-07-08",2.15
"1305","2020-07-09",2.1
"1306","2020-07-10",2.15
"1307","2020-07-13",2.06
"1308","2020-07-14",1.98
"1309","2020-07-15",2.03
"1310","2020-07-16",2.19
"1311","2020-07-17",2.16
"1312","2020-07-20",2.35
"1313","2020-07-21",2.44
"1314","2020-07-22",2.26
"1315","2020-07-23",2.17
"1316","2020-07-24",2.1
"1317","2020-07-27",2.17
"1318","2020-07-28",2.1
"1319","2020-07-29",2.16
"1320","2020-07-30",2.26
"1321","2020-07-31",2.16
"1322","2020-08-03",2.16
"1323","2020-08-04",2.22
"1324","2020-08-05",2.35
"1325","2020-08-06",2.21
"1326","2020-08-07",3.37
"1327","2020-08-10",3.14
"1328","2020-08-11",2.56
"1329","2020-08-12",2.61
"1330","2020-08-13",2.29
"1331","2020-08-14",2.21
"1332","2020-08-17",2.12
"1333","2020-08-18",2.07
"1334","2020-08-19",2.05
"1335","2020-08-20",2.67
"1336","2020-08-21",2.6
"1337","2020-08-24",2.24
"1338","2020-08-25",2.31
"1339","2020-08-26",2.3
"1340","2020-08-27",2.26
"1341","2020-08-28",2.21
"1342","2020-08-31",2.13
"1343","2020-09-01",2.11
"1344","2020-09-02",2.21
"1345","2020-09-03",2.15
"1346","2020-09-04",2.22
"1347","2020-09-08",2.14
"1348","2020-09-09",2.16
"1349","2020-09-10",2.21
"1350","2020-09-11",2.17
"1351","2020-09-14",2.18
"1352","2020-09-15",2.18
"1353","2020-09-16",2.18
"1354","2020-09-17",2.14
"1355","2020-09-18",2.17
"1356","2020-09-21",2.15
"1357","2020-09-22",2.12
"1358","2020-09-23",2.03
"1359","2020-09-24",2.07
"1360","2020-09-25",2.06
"1361","2020-09-28",2.2
"1362","2020-09-29",2.12
"1363","2020-09-30",2.12
"1364","2020-10-01",2.15
"1365","2020-10-02",2.15
"1366","2020-10-05",2.18
"1367","2020-10-06",2.32
"1368","2020-10-07",2.3
"1369","2020-10-08",2.32
"1370","2020-10-09",2.47
"1371","2020-10-12",2.41
"1372","2020-10-13",2.36
"1373","2020-10-14",2.47
"1374","2020-10-15",2.39
"1375","2020-10-16",2.37
"1376","2020-10-19",2.32
"1377","2020-10-20",2.4
"1378","2020-10-21",2.37
"1379","2020-10-22",2.4
"1380","2020-10-23",2.47
"1381","2020-10-26",2.35
"1382","2020-10-27",2.24
"1383","2020-10-28",2.19
"1384","2020-10-29",2.16
"1385","2020-10-30",2.13
"1386","2020-11-02",2.07
"1387","2020-11-03",2.11
"1388","2020-11-04",2.14
"1389","2020-11-05",2.13
"1390","2020-11-06",2.12
"1391","2020-11-09",2.11
"1392","2020-11-10",2.14
"1393","2020-11-11",2.29
"1394","2020-11-12",1.99
"1395","2020-11-13",2.05
"1396","2020-11-16",1.99
"1397","2020-11-17",1.97
"1398","2020-11-18",1.97
"1399","2020-11-19",1.96
"1400","2020-11-20",1.94
"1401","2020-11-23",1.98
"1402","2020-11-24",1.96
"1403","2020-11-25",2
"1404","2020-11-27",2.02
